[00:00:01.433 --> 00:00:02.435]  Oh, no!
[01:16:13.373 --> 01:16:19.675]  Mar-a-Lago had been made what's called a SCIF, a secure facility, while Trump was president.
[01:16:20.735 --> 01:16:23.256]  And it was also protected by the Secret Service.
[01:16:23.942 --> 01:16:32.329]  So it had all the mechanisms and methods necessary to prevent someone from unauthorized access to any of those documents or information.
[01:16:32.850 --> 01:16:33.871]  Biden did not do that.
[01:16:34.291 --> 01:16:42.138]  That information was so easily accessible and available that under Biden could find them and locate them and read them whenever he wanted.
[01:16:42.578 --> 01:16:50.665]  And we'll get to whether that was precisely the point and the purpose of their location, of their removal, of their failure to securely store them.
[01:16:51.440 --> 01:17:01.184]  But in addition to that, it was to the point where his ghostwriter for his memoirs could just randomly hack them and pick them up.
[01:17:01.444 --> 01:17:10.988]  So he not only removed them when he didn't have the authority to do so from secure facilities, he failed to store them in a place with secure facilities.
[01:17:11.488 --> 01:17:12.789]  But then, step three.
[01:17:13.729 --> 01:17:22.226]  He shared the documents and information deliberately and knowingly with people who had no authorization whatsoever to look at them.
[01:17:22.924 --> 01:17:29.930]  Remember the accusations against Trump, claiming he shared information with a journalist that ended up being false, the allegations?
[01:17:30.391 --> 01:17:41.981]  Well, actually, Biden did do that, undisputably and incontrovertibly, repeatedly, as documented both in her report and his sworn testimony under penalty of perjury before the United States Congress.
[01:17:42.021 --> 01:17:46.285]  Indeed, some of these documents were near Biden's Corvette.
[01:17:47.113 --> 01:17:55.138]  In fact, maybe that connection to those documents in a car is why Biden kept blabbing about cars in his interview with her special counsel.
[01:17:56.659 --> 01:18:00.182]  But we also get to the fourth stage of what's going on.
[01:18:00.742 --> 01:18:06.426]  Biden removed documents that were not authorized to be removed, that were classified top secret national security information.
[01:18:06.826 --> 01:18:10.869]  He failed to store them in a secure manner, failed to notify anyone that he had taken them.
[01:18:11.948 --> 01:18:15.750]  And then shared them illicitly with people who had no authority to do so.
[01:18:16.291 --> 01:18:19.092]  But in addition, there's evidence he was monetizing it.
[01:18:19.512 --> 01:18:30.618]  Remember what Trump was accused of doing was that he was supposedly planning to do something illicit with a foreign power for the purposes of either political empowerment or self-enrichment.
[01:18:31.318 --> 01:18:32.319]  Trump never did that.
[01:18:32.879 --> 01:18:33.519]  Biden did.
[01:18:34.160 --> 01:18:40.443]  There's evidence that Biden, with his son Hunter Biden, with his brother James Biden and with others in the Biden criminal family,
[01:18:41.483 --> 01:18:43.345]  Use that classified information.
[01:18:44.146 --> 01:19:06.185]  Use their access to it, bragged about the access to it, and shared the content of it with a range of foreign parties, including adverse foreign parties, in order to enrich themselves and empower themselves in precisely the illicit manner that these laws were really truly intended to prohibit and prevent.
[01:19:07.296 --> 01:19:30.076]  So in a selective prosecution case, usually the hard part for the defense is to prove that there's somebody similarly situated to them, who did similarly alleged conduct, who was not prosecuted, for whom the only real distinction is a different political affiliation or expression or speech activity.
[01:19:30.876 --> 01:19:33.216]  But that is precisely what Trump has.
[01:19:33.616 --> 01:19:48.379]  He has the most compelling and convincing selective prosecution, disparate discriminatory treatment and the use of the criminal justice prosecutorial power by the Justice Department that you could possibly conceivably have.
[01:19:48.959 --> 01:19:53.460]  That the man indicting him is guilty of the very crimes he's accusing him of.
[01:19:54.380 --> 01:19:59.561]  And unlike President Trump, Biden wasn't covered by the Presidential Records Act.
[01:20:00.277 --> 01:20:08.260]  Unlike President Trump, he was invested with all the executive powers of the executive branch under Article 2 of the United States Constitution.
[01:20:09.180 --> 01:20:15.342]  Unlike President Trump, he didn't store the documents in a secure facility, including a S.C.I.F.
[01:20:15.522 --> 01:20:18.703]  facility protected and safeguarded by the Secret Service.
[01:20:19.564 --> 01:20:29.587]  Unlike President Trump, Biden did share the information deliberately and knowingly with people who did not have approval or authorization to do so, including journalists and third parties.
[01:20:30.413 --> 01:20:34.497]  Unlike President Trump, there is evidence that Biden, in fact, monetized it.
[01:20:34.597 --> 01:20:51.811]  In other words, if there is any convincing or compelling case for classified documents to be prosecuted by a high-ranking public official who misused them and monetized them for his personal purposes, that example is not Donald Trump, but is Joe Biden.
[01:20:52.708 --> 01:21:10.102]  And that discriminatory disparate treatment is part of what they're discussing today, even though that motion to dismiss based on selective prosecution and violation of the First and Fifth Amendments to the United States Constitution is not yet fully and formally before the court.
[01:21:10.885 --> 01:21:27.418]  It's what's lingering and lurking in the background of today's discussion about the Presidential Records Act, about the Espionage Act, about these other novel interpretations of the law that the government is trying to utilize to imprison Trump before Election Day.
[01:21:28.279 --> 01:21:32.242]  That's part of what's taking place down in the Southern District of Florida.
[01:21:32.943 --> 01:21:38.227]  Now, of course, President Trump got good news yesterday from the state court in Georgia.
[01:21:39.259 --> 01:21:47.664]  As President Trump has repeatedly stated, that was a perfect phone call with Secretary Ratburger of the state of Georgia.
[01:21:48.325 --> 01:21:59.672]  And I have some background information on that personally and individually because for a period of time I was President Trump's election counsel in Georgia after the 2020 election.
[01:22:00.652 --> 01:22:05.235]  And what the judge in that particular instance was concerned
[01:22:05.911 --> 01:22:11.959]  With whether or not a particular novel interpretation, because that's what stands out about all of the Trump cases.
[01:22:12.580 --> 01:22:17.226]  There are novel interpretations of law that have never been interpreted in this way before.
[01:22:17.848 --> 01:22:21.649]  It's not just that no president has ever been indicted before.
[01:22:22.109 --> 01:22:30.091]  It's not just that no political opponent, lead political opponent, of an incumbent administration has ever been indicted before.
[01:22:30.692 --> 01:22:39.054]  It's that these particular charges, this particular interpretation of criminal law, has never happened before.
[01:22:39.714 --> 01:22:46.996]  No one has ever interpreted in either the New York case, Georgia case, documents, federal case, or DC case
[01:22:47.580 --> 01:22:57.606]  There is no history of any defendant ever being indicted anywhere in the history of America on their interpretation of law being applied in these cases.
[01:22:58.667 --> 01:23:05.591]  But you're seeing these extraordinary motions to dismiss fraud because of how extraordinary the charges are in the first place.
[01:23:06.115 --> 01:23:29.564]  Not just because of the political context in which they are brought, not just because of the constitutional ramifications of presidential immunity, of issues about indicting your opponent, about selective prosecution, about process of law, about government misconduct, and all of that, is that the charges themselves applied to these set of acts have never been seen by any court in American history.
[01:23:30.327 --> 01:23:47.453]  So in Georgia what they charged is they claimed that a settlement conference, that should have been confidential by the way, that was illegally and unlawfully recorded, and then illegally and unlawfully shared, which has its own implications and ramifications for this criminal prosecution.
[01:23:48.054 --> 01:23:50.895]  But it's a novel interpretation of the law itself.
[01:23:51.895 --> 01:23:56.577]  Basically what it is is the government, in this particular case, Big Fanny Willis,
[01:23:57.245 --> 01:24:03.347]  Was claiming that they solicited a state official to violate their oath.
[01:24:04.628 --> 01:24:05.288]  Which is nuts.
[01:24:05.728 --> 01:24:12.691]  How participating in a settlement call can be solicitation to violate an oath didn't make any sense to anybody.
[01:24:13.091 --> 01:24:18.033]  Again, having a settlement call has never been criminalized in the history of America.
[01:24:18.773 --> 01:24:20.494]  And the context of this is important.
[01:24:20.974 --> 01:24:24.055]  President Trump had filed an election contest in Georgia.
[01:24:24.531 --> 01:24:28.874]  It was the only election contest ever filed directly by President Trump.
[01:24:29.535 --> 01:24:42.905]  It was filled with hundreds and hundreds of pages of sworn testimony documenting and detailing that there were people who were not constitutionally qualified to vote who cast ballots in the election.
[01:24:43.645 --> 01:24:44.146]  Number one.
[01:24:44.286 --> 01:24:47.388]  Number two, that there are people who are not constitutionally qualified.
[01:24:47.408 --> 01:24:53.793]  The manner and method by which they cast their ballots was not a constitutionally qualified manner or method.
[01:24:54.449 --> 01:25:03.217]  And last but not least, that the counting and canvassing of the ballots was done in a manner that was not constitutionally qualified.
[01:25:03.777 --> 01:25:06.039]  What do I mean by constitutionally qualified?
[01:25:06.439 --> 01:25:14.226]  Well, the United States Constitution says the legislature of each state sets the rules for a presidential election.
[01:25:14.907 --> 01:25:19.891]  They are the only constitutionally authorized body to determine the rules.
[01:25:20.467 --> 01:25:22.649]  The executive branch doesn't determine the rules.
[01:25:23.029 --> 01:25:24.871]  Local governments don't determine the rules.
[01:25:25.111 --> 01:25:27.132]  The judicial branch doesn't determine the rules.
[01:25:27.413 --> 01:25:29.474]  The federal government doesn't determine the rules.
[01:25:30.015 --> 01:25:31.676]  The legislature of each state did.
[01:25:32.296 --> 01:25:37.621]  And the state of Georgia had established rules for who was qualified to vote in the presidential election.
[01:25:38.181 --> 01:25:43.746]  And those rules were violated, as documented by sworn testimony in Trump's election contest.
[01:25:44.426 --> 01:25:47.849]  They also established rules for how a ballot could be cast.
[01:25:48.624 --> 01:25:56.029]  That required things, for example, like signature match checks to occur and the signature to match the individual who's sending in the ballot.
[01:25:56.369 --> 01:25:59.752]  That the person be qualified to send in a mail-in ballot in the first place.
[01:26:00.092 --> 01:26:04.555]  That they be properly registered and meet other procedural protections against fraud.
[01:26:05.336 --> 01:26:07.037]  So that only certain people could vote.
[01:26:07.537 --> 01:26:10.159]  There was a certain limited method by how you could vote.
[01:26:10.859 --> 01:26:21.302]  And then the election officials had a certain method of canvassing and counting the ballots that had to be done according to the state legislature's rules or the ballot couldn't be counted.
