[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[01:19:52.722 --> 01:19:54.044]  Never believe you're a piece of crap.
[01:19:54.564 --> 01:19:56.006]  Never believe that humanity sucks.
[01:19:56.487 --> 01:19:59.410]  Because that is a lie of the old serpent, Satan.
[01:20:06.438 --> 01:20:09.042]  You're listening to the Alex Jones Show.
[01:20:20.165 --> 01:20:36.977]  Jared Kushner is in Switzerland right now.
[01:20:36.997 --> 01:20:40.559]  The articles are up on InfoWars.com with the full Bilderberg list.
[01:20:41.760 --> 01:20:44.142]  Has he sold out to the New World Order?
[01:20:45.183 --> 01:20:45.823]  Is he a traitor?
[01:20:45.843 --> 01:20:46.884]  Has Trump sold us out?
[01:20:49.440 --> 01:20:52.243]  You see the entire globalist program trying to destroy Trump.
[01:20:53.544 --> 01:20:56.167]  Representatives of the presidency always go to Bilderberg.
[01:20:56.727 --> 01:20:57.828]  This was set up by U.S.
[01:20:57.868 --> 01:21:01.712]  intelligence, was what was left of European intelligence after World War II.
[01:21:02.053 --> 01:21:06.857]  If I see Trump's policies change, and they're not America first, then I'll turn against the president.
[01:21:07.198 --> 01:21:08.379]  But I don't think that's happening.
[01:21:08.799 --> 01:21:10.121]  Going to a globalist meeting.
[01:21:11.345 --> 01:21:14.726]  And the fact that secret globalist meetings are now admitted.
[01:21:14.806 --> 01:21:20.687]  Mainstream media now has to report on the powerful secret world government Bilderberg policy meeting.
[01:21:21.507 --> 01:21:35.249]  When just 10 years ago they said in the New York Times that I was in Chantilly, Virginia having a full-on, it said, Jones imagined men in sunglasses and SUVs following him.
[01:21:36.189 --> 01:21:39.510]  When they did a review of a movie that won first place at
[01:21:41.124 --> 01:21:44.205]  The local South by Southwest called New World Order.
[01:21:45.485 --> 01:21:47.145]  And the film was at Bilderberg.
[01:21:47.205 --> 01:21:48.886]  They showed us being thrown out of the hotel.
[01:21:48.906 --> 01:21:52.906]  But when the New York Times did a review, they said, we made it up.
[01:21:54.647 --> 01:21:56.507]  It doesn't exist.
[01:21:57.767 --> 01:21:58.408]  That was 2008.
[01:21:59.808 --> 01:22:03.629]  So I guess 11 years ago.
[01:22:04.189 --> 01:22:05.309]  How far have we come?
[01:22:05.929 --> 01:22:08.070]  That world government secret meetings are there.
[01:22:08.550 --> 01:22:10.010]  The Pope's called for world government.
[01:22:11.388 --> 01:22:12.469]  All of it's out in the open now.
[01:22:13.369 --> 01:22:15.350]  So the question isn't, is Jared Kushner there?
[01:22:15.951 --> 01:22:17.131]  We're conquering that.
[01:22:17.732 --> 01:22:19.493]  Kushner is Trump's representative.
[01:22:20.994 --> 01:22:23.075]  And so, Trump goes to Davos.
[01:22:23.095 --> 01:22:24.136]  That's public Bilderberg.
[01:22:24.496 --> 01:22:26.217]  And he pushes our agenda there.
[01:22:27.077 --> 01:22:28.218]  He goes with me to North Korea.
[01:22:28.738 --> 01:22:29.959]  He pushes our agenda there.
[01:22:30.339 --> 01:22:32.621]  What I care about is policy out of Trump.
[01:22:34.502 --> 01:22:35.242]  And he's not perfect.
[01:22:35.562 --> 01:22:36.243]  Ann Coulter's right.
[01:22:37.543 --> 01:22:39.665]  But it's because he doesn't have our support.
[01:22:40.540 --> 01:22:42.141]  But on so many fronts, he's doing a great job.
[01:22:42.481 --> 01:22:43.101]  That's why they hate him.
[01:22:43.421 --> 01:22:45.122]  So it isn't a defense of Trump that I defend him.
[01:22:45.162 --> 01:22:50.204]  It's a defense of, can you imagine if Hillary was in full power?
[01:22:50.304 --> 01:22:51.865]  Because she's still partially in power.
[01:22:52.605 --> 01:23:03.370]  Buying into Viacom, buying into Netflix, buying into production companies, meeting with people that do whole TV shows nightly about me, Jordan Klepper, about how to bring me down.
[01:23:03.430 --> 01:23:05.491]  He does interviews talking about it.
[01:23:05.691 --> 01:23:07.732]  It's unbelievable!
[01:23:09.153 --> 01:23:10.353]  All right, let's shift gears.
[01:23:11.714 --> 01:23:17.935]  Constitutional lawyer and famous civil rights lawyer as well, one of the top lawyers in the country with one of the most winning records.
[01:23:19.095 --> 01:23:21.196]  Robert Barnes is here, also does some work for InfoWars.
[01:23:21.476 --> 01:23:24.977]  He's in town the next four or five days, so we're lucky to have him here with us.
[01:23:24.997 --> 01:23:26.257]  We'll open the phones up next hour.
[01:23:26.837 --> 01:23:28.418]  You were sitting here during the break a few minutes ago.
[01:23:28.438 --> 01:23:29.218]  I said, what do we cover first?
[01:23:29.238 --> 01:23:30.018]  You said North Korea.
[01:23:30.771 --> 01:23:34.612]  I said, excellent, because that's what I want to get into first with you.
[01:23:34.632 --> 01:23:37.733]  You've got a very interesting take on Kim Jong-un.
[01:23:37.753 --> 01:23:39.174]  You asked me, you said, what is your take?
[01:23:39.594 --> 01:23:40.454]  And I said, a reset.
[01:23:40.494 --> 01:23:41.295]  You said, precisely.
[01:23:41.755 --> 01:23:43.155]  Yeah, exactly, precisely.
[01:23:43.816 --> 01:23:53.639]  So what happened here is that you have, I think the president has read Kim exceptionally well and understands the North Korea dynamic and is creating the first real predicate for peace
[01:23:54.299 --> 01:23:59.924]  He's ending the status quo.
[01:23:59.964 --> 01:24:01.506]  We know 60 years of this ain't working.
[01:24:01.966 --> 01:24:02.346]  Exactly.
[01:24:02.426 --> 01:24:13.156]  And what he's done is he's decided, now this is not the happiest or healthiest mechanism of dealing with a failed peace conference is to kill and imprison everybody who he blames for it.
[01:24:13.476 --> 01:24:25.479]  But what he's doing is he's establishing that he wants it to go forward, that he does not blame the president, that he wants the president's agenda, and he blames his people for not achieving that agenda of the peace and detente that the president's called for.
[01:24:25.559 --> 01:24:28.239]  And then Trump signals he may get rid of Bolton, which is another signal.
[01:24:28.579 --> 01:24:29.019]  Absolutely.
[01:24:29.600 --> 01:24:31.260]  It's all face-saving.
[01:24:31.400 --> 01:24:31.920]  Right, exactly.
[01:24:32.580 --> 01:24:35.921]  It's just the North Korea form of face-saving is not the most ideal form of face-saving.
[01:24:36.621 --> 01:24:37.762]  But it's the North Korean model.
[01:24:38.102 --> 01:24:40.542]  So, you know, I don't know if they have any other way to do it.
[01:24:40.582 --> 01:24:51.546]  Well, he put his uncle in a forced labor camp for not getting the midnight... He basically agreed, but the guy slept on it and didn't deliver, that Kim had backed off and capitulated.
[01:24:52.466 --> 01:24:57.608]  And that's why Kim, and I'm not defending Kim, he's a horrible psychopath, but the bloodbath that gets.
[01:24:58.128 --> 01:24:59.729]  China's had a bunch of wars with South Korea.
[01:25:00.589 --> 01:25:01.810]  A little vampire bat knows.
[01:25:02.290 --> 01:25:07.655]  They try to keep them poor under their control as an excuse for destabilization in that entire region.
[01:25:08.115 --> 01:25:15.921]  If North Korea just works with Japan and the US and South Korea, they can be like South Korea, the most prosperous country, you know, per square mile in the world.
[01:25:16.362 --> 01:25:17.283]  So he gets it.
[01:25:17.303 --> 01:25:19.084]  He was going to raise in the West, raise in Switzerland.
[01:25:19.404 --> 01:25:20.445]  He wants to do this.
[01:25:20.485 --> 01:25:21.266]  He likes Trump.
[01:25:21.766 --> 01:25:25.249]  And so he understands that there's double dealing by his own ministers.
[01:25:25.809 --> 01:25:27.431]  When he said, oh, they sold out to America.
[01:25:27.471 --> 01:25:29.332]  No, it really means they're sabotaging for China.
[01:25:29.733 --> 01:25:30.193]  Exactly.
[01:25:30.473 --> 01:25:32.394]  I think Trump has a short play and a long play.
[01:25:32.434 --> 01:25:39.679]  And the short play is to have peace and a meaningful detente with North Korea so it's no longer a threat to either America or the world.
[01:25:39.999 --> 01:25:51.387]  But the long play is to remove North Korea as a tool of the Chinese to threaten the world so that they can have their trade advantages and economic advantages and slowly but surely dominate the rest of the world through their economic edge.
[01:25:51.767 --> 01:26:00.333]  And so the president wants to, well, more than anything else, he wants to prevent China from being the next economic engine that dominates the world at the expense of China.
[01:26:00.333 --> 01:26:01.334]  This is all about China.
[01:26:01.574 --> 01:26:01.974]  Absolutely.
[01:26:02.135 --> 01:26:09.981]  And the toilet bowl plunger, or the stopper in the sink you pull out to sink the Chai comms, is North Korea.
[01:26:10.442 --> 01:26:10.802]  Exactly.
[01:26:10.962 --> 01:26:14.005]  I mean, China has cost us more manufacturing jobs than any other part of the country.
[01:26:14.025 --> 01:26:21.531]  And the globalist traders have been propping up North Korea, propping up China, and Trump and the patriots that are in the Pentagon know that's their strategic target.
[01:26:21.872 --> 01:26:24.454]  So the only way we lose is by not doing this.
[01:26:24.834 --> 01:26:27.476]  Kim just wants to make sure that Trump's strong enough
[01:26:28.425 --> 01:26:32.367]  That you'll never have freedom there, but you'll at least have wealth and the people not starving to death.
[01:26:33.368 --> 01:26:34.429]  Kim wants the money.
[01:26:34.509 --> 01:26:35.329]  He wants the power.
[01:26:35.369 --> 01:26:36.250]  He wants the resorts.
[01:26:36.530 --> 01:26:37.530]  He wants the factories.
[01:26:38.051 --> 01:26:39.632]  And Trump's like, I'll give it to you.
[01:26:39.692 --> 01:26:40.672]  China would never do it.
[01:26:41.053 --> 01:26:46.916]  We actually invade countries, take them over, and then set them free, like South Korea and Japan.
[01:26:47.136 --> 01:26:48.297]  The Chai Koms never do that.
[01:26:48.877 --> 01:26:49.978]  America does do that.
[01:26:50.018 --> 01:26:51.840]  Now, do you trust me or do you trust them?
[01:26:51.920 --> 01:26:53.361]  And he's in this flux.
[01:26:53.401 --> 01:27:01.008]  But I think the execution of the guys that were obviously working for the Chi-Coms is a signal that he understands that and is setting a reset.
[01:27:01.229 --> 01:27:03.491]  That if you don't actually really negotiate, I'm gonna kill you.
[01:27:03.711 --> 01:27:06.754]  Which I'm not defending, but it shows the level of brinksmanship.
[01:27:06.994 --> 01:27:07.775]  Yeah, I have no doubt about it.
[01:27:07.955 --> 01:27:13.278]  And I think he recognizes that China is a greater threat than an ally for North Korea's long-term future.
[01:27:13.398 --> 01:27:17.281]  That China has no interest in North Korea ever being economically independent.
[01:27:17.641 --> 01:27:21.584]  And China has no interest in North Korea being a peace-oriented country.
[01:27:21.964 --> 01:27:25.366]  Because that removes them as a tool and as a threat to the rest of the world.
[01:27:25.386 --> 01:27:28.588]  And again, China believes it's supposed to rule the world for 5,000 years, as you said.
[01:27:28.709 --> 01:27:33.492]  And Greater China, as they call it, they think North Korea and South Korea is Greater China.
[01:27:33.692 --> 01:27:35.233]  They think Vietnam is Greater China.
[01:27:35.433 --> 01:27:36.914]  They think the Philippines is Greater China.
[01:27:37.134 --> 01:27:39.216]  Exactly, and not only is it part of their sort of imperial expansion.
[01:27:39.236 --> 01:27:41.698]  And Trump's like, I won't invade you, I'll just throw billions at you.
[01:27:41.878 --> 01:27:42.278]  Exactly.
[01:27:42.538 --> 01:27:51.305]  And his point is that he's different than past presidents, that he can be trusted and relied upon because his opposition to Chinese domination is more important than controlling North Korea's future.
[01:27:51.626 --> 01:27:55.869]  And that he's willing to give up controlling North Korea's future as long as North Korea gives up threatening the world.
[01:27:55.949 --> 01:28:03.435]  And you know North Korea, after 60 plus years, literally being the rape meat of the Chai Koms, they want to leave the Chai Koms.
[01:28:03.655 --> 01:28:04.055]  Absolutely.
[01:28:04.095 --> 01:28:09.699]  I mean, they've created a co-dependent relationship between North Korea and China that is only healthy for China, not healthy for North Korea.
[01:28:10.039 --> 01:28:15.163]  And I think he's recognizing that, realizing that, acting on it, and it was Trump's genius to know that he could drive a wedge.
[01:28:15.183 --> 01:28:23.488]  In the same way that Nixon knew he could drive a wedge between the Communist Empire by separating China from the Soviet Union in the 1970s, Trump is doing the same thing all over again.
[01:28:23.528 --> 01:28:31.554]  And he's taking it to remove China's true tool of oppression, which is using the North Korean threat to maintain its economic dominance.
