[00:00:22.668 --> 00:00:23.349]  Hello, hello.
[01:23:38.580 --> 01:23:40.582]  Do you think something's actually going to happen?
[01:23:42.123 --> 01:23:44.305]  I think something is happening in that sense.
[01:23:44.405 --> 01:23:50.830]  So before there was talk of it, but there's been a steady escalation of activity by the executive branch.
[01:23:51.291 --> 01:23:53.553]  So it started off with sort of a warning.
[01:23:53.573 --> 01:23:57.856]  Then it was Trump using the bully pulpit to question what big tech was doing.
[01:23:58.377 --> 01:24:03.341]  Then that went even further with the announcement of a review of a possible investigation.
[01:24:03.968 --> 01:24:07.130]  And then Attorney General Barr's announcement of a full inquiry.
[01:24:07.610 --> 01:24:11.052]  And the difference is antitrust full inquiries are rare.
[01:24:11.593 --> 01:24:14.234]  So for them to announce that they're doing a meaningful.
[01:24:14.274 --> 01:24:18.837]  So this is not like the what Sessions was doing with these sort of cover.
[01:24:19.198 --> 01:24:23.980]  Let's have someone look at whether or not the Clinton Foundation investigation was done correctly.
[01:24:24.000 --> 01:24:24.661]  It's not like that.
[01:24:24.721 --> 01:24:26.282]  This is a full scale investigation.
[01:24:26.781 --> 01:24:28.783]  Any trust lawyers understand its consequence.
[01:24:29.143 --> 01:24:29.924]  It means the U.S.
[01:24:29.944 --> 01:24:34.588]  government is highly likely to go forward with both civil and criminal action.
[01:24:35.268 --> 01:24:46.358]  And Google cannot afford to continue to have these kind of people give inside intel and information to the Department of Justice to go public with their whistleblowing activity continuously.
[01:24:46.818 --> 01:24:57.302]  Because what it reveals is that forever Google has been saying that they are not manipulating their algorithm for partisan purposes and they're not manipulating their algorithm against economic competitors.
[01:24:57.822 --> 01:25:06.485]  But what this evidence that came out today showed is that they are doing both and that they have made extensive and expansive efforts into doing both.
[01:25:07.805 --> 01:25:15.008]  That would clearly and plainly violate antitrust laws in ways that could easily bankrupt them if the Department of Justice pursues that path.
[01:25:15.561 --> 01:25:27.253]  I think Attorney General Barr has shown a willingness and a readiness to pursue it, and the President's willingness and a readiness to pursue it, that I think the only thing that could salvage Big Tech is if they do not meddle in the 2020 election.
[01:25:28.524 --> 01:25:29.485]  But they're already doing that.
[01:25:29.665 --> 01:25:36.612]  I mean, for example, just yesterday, I was on YouTube, which is owned by Google, and they have what they call suggested search terms.
[01:25:37.133 --> 01:25:38.554]  And I was just curious.
[01:25:38.574 --> 01:25:43.779]  I wonder what the Clinton body count documentaries are now currently on YouTube.
[01:25:43.799 --> 01:25:47.002]  So I searched Clinton body count in the search suggestion box.
[01:25:47.623 --> 01:25:48.484]  Nothing came up at all.
[01:25:48.524 --> 01:25:51.407]  Instead, what came up was Clinton body shop reviews.
[01:25:52.051 --> 01:25:52.612]  That was it.
[01:25:52.932 --> 01:25:54.453]  That was YouTube's recommendation.
[01:25:54.473 --> 01:26:03.201]  Is that you go somewhere to find that, and Clinton, you know, there's a lot of little towns called Clinton, New York, other places, that you can get a body count review, that clearly that's what you were looking for.
[01:26:03.221 --> 01:26:08.386]  That YouTube doesn't know and Google doesn't know what this Clinton body count thing is all about.
[01:26:09.640 --> 01:26:11.843]  So I think that's the scope of it.
[01:26:11.883 --> 01:26:12.824]  That's the scale of it.
[01:26:13.164 --> 01:26:18.511]  It shows the degree to which, I mean, there you can see right there, they're doing it live time.
[01:26:18.911 --> 01:26:19.472]  That's Google.
[01:26:19.492 --> 01:26:22.295]  That proves that it's Google, right?
[01:26:22.315 --> 01:26:25.559]  Yeah, when you type in count, it's not even populating anything.
[01:26:25.839 --> 01:26:26.720]  So they're perfectly clear.
[01:26:26.740 --> 01:26:26.940]  Exactly.
[01:26:27.160 --> 01:26:34.826]  And I can imagine thousands upon thousands, if not millions of people are searching the Clinton body count, body bags, you know.
[01:26:35.206 --> 01:26:35.807]  Let me ask you this.
[01:26:35.847 --> 01:26:47.555]  Do you think, do you think with inside of Google that they're probably going to do a purge of the people that they think might be, you know, whistleblowers or, you know, if they've ever hinted to it?
[01:26:47.575 --> 01:26:49.537]  I'm just curious.
[01:26:50.257 --> 01:26:50.678]  Oh, absolutely.
[01:26:50.698 --> 01:26:53.500]  The thing is in California, they have to be very, very careful.
[01:26:53.888 --> 01:27:06.273]  So one of the reasons why these people are going forward, and going forward in a public way, is that California prohibits retaliation, or firing, or any employment discrimination against someone because they're a whistleblower.
[01:27:06.634 --> 01:27:12.496]  So if you're at Google right now, the best way to protect yourself job-wise is to blow the whistle.
[01:27:12.916 --> 01:27:14.477]  Because then Google can do nothing.
[01:27:14.817 --> 01:27:18.779]  And if they do do anything, you have an easy lawsuit for major damages.
[01:27:19.339 --> 01:27:28.925]  So that's why the smart thing to do for anybody at Google, even if they didn't want to be a whistleblower, but they just want employment security, the best way to get employment security, become a whistleblower.
[01:27:29.225 --> 01:27:34.829]  You become a whistleblower in California, and any employer who terminates you, the size and scale of Google,
[01:27:35.229 --> 01:27:38.911]  They're going to be subject to unique liability and responsibility.
[01:27:39.291 --> 01:27:42.092]  And there are a lot of whistleblower cases in California.
[01:27:42.432 --> 01:27:43.733]  I've litigated several of them.
[01:27:44.153 --> 01:27:51.196]  And they can lead to big damages awards because juries don't like it when employers take any punitive or retaliatory action against an employee.
[01:27:51.576 --> 01:27:55.978]  So, for example, there are some smart employees that might think they're in employment trouble or difficulty.
[01:27:56.458 --> 01:28:00.320]  And one of the things you do in California is when you find something that's wrong with your employer,
[01:28:00.861 --> 01:28:07.673]  And you run and blow the whistle on it, and now all of a sudden the employer who might have been planning on firing you independently, now is in a troublesome situation.
[01:28:08.177 --> 01:28:21.205]  So any smart employee at Google right now, or any of the California big tech companies, the best way to have guaranteed employment security is find something that they're doing illicitly and blow the whistle on it.
[01:28:21.485 --> 01:28:35.753]  Whether it's political partisan manipulation or discrimination against other economic competitors, antitrust activity, anti-Trump activity, whatever it is, blow the whistle now and you can have full employment economic security moving forward.
[01:28:36.198 --> 01:28:37.039]  Yeah, I see that.
[01:28:37.119 --> 01:28:47.028]  You know, I was working at a tech job in Silicon Valley, and my boss, he expressed how much he hated President Trump during our team meetings.
[01:28:47.708 --> 01:28:48.369]  Constantly!
[01:28:48.689 --> 01:28:57.457]  And I just had to be tight-lipped because I had a family to feed, and I didn't want to... And I talk out now, but it's crazy, but I completely see that.
[01:28:57.978 --> 01:29:00.500]  This is Infowars.com.
[01:29:00.580 --> 01:29:01.461]  We'll be back after this.
[01:29:02.699 --> 01:29:07.624]  President Trump has reacted to Epstein's death in what is sadly a very unsurprising way.
[01:29:08.084 --> 01:29:09.866]  He is spreading a conspiracy theory.
[01:29:09.946 --> 01:29:16.212]  Tying the death of pedophile Jeffrey Epstein in prison to the president's former political rivals, the Clintons.
[01:29:16.392 --> 01:29:21.316]  The president retweeting a theory without evidence that implicates the Clintons in Epstein's death.
[01:29:21.597 --> 01:29:22.397]  Let that sink in.
[01:29:23.305 --> 01:29:28.351]  This would be like Gerald Ford or Jimmy Carter or Ronald Reagan claiming that LBJ had Kennedy killed.
[01:29:28.591 --> 01:29:35.159]  Now, the president is helping to spread an outrageous false story about Epstein's death being tied to the Clintons.
[01:29:35.400 --> 01:29:42.729]  Shortly after Jeffrey Epstein was found dead in his jail cell, President Trump retweeted this video from a conservative commentator.
[01:29:43.271 --> 01:29:48.294]  For some odd reason, people that have information on the Clintons end up dead.
[01:29:48.854 --> 01:29:50.755]  And they usually die from suicide.
[01:29:50.815 --> 01:29:51.855]  It's appalling.
[01:29:52.156 --> 01:29:55.357]  I mean, there's no other way to put it.
[01:29:55.417 --> 01:30:04.122]  You have the President of the United States retweeting an unfounded conspiracy theory with no evidence to back it up.
[01:30:04.762 --> 01:30:07.124]  about a former president of the United States.
[01:30:07.204 --> 01:30:12.489]  We have a president now whose Twitter feed is a chief source of disinformation.
[01:30:12.529 --> 01:30:23.640]  This is another example of our president using this position of public trust to attack his political enemies with unfounded conspiracy theories.
[01:30:23.880 --> 01:30:26.261]  Some extraordinary conspiracy theories.
[01:30:26.341 --> 01:30:27.322]  Conspiracy theories.
[01:30:27.362 --> 01:30:28.082]  Conspiracy theories.
[01:30:28.122 --> 01:30:29.203]  Conspiracy theories.
[01:30:29.243 --> 01:30:30.543]  Conspiracy theories.
[01:30:30.563 --> 01:30:31.644]  Conspiracy theories.
[01:30:31.724 --> 01:30:32.825]  Conspiracy theories.
[01:30:33.005 --> 01:30:37.947]  Untrustworthy and ridiculous, baseless conspiracy theories.
[01:30:37.967 --> 01:30:46.071]  The President of the United States is pushing a dangerous and completely unfounded murder conspiracy theory about his predecessor.
[01:30:46.131 --> 01:30:47.212]  But do you think it's dangerous?
[01:30:47.332 --> 01:30:48.633]  What he's doing is dangerous.
[01:30:48.753 --> 01:30:51.494]  Republican Marco Rubio agrees it's dangerous.
[01:30:51.554 --> 01:30:52.255]  It's dangerous.
[01:30:52.415 --> 01:30:53.776]  Danger is my middle name.
[01:30:53.856 --> 01:30:57.498]  Dangerously claiming that Epstein was murdered by the Clintons?
[01:30:57.678 --> 01:31:02.201]  But there is no evidence at all to support the conspiracy theory the president is fueling.
[01:31:02.221 --> 01:31:09.385]  Marco Rubio says there is evidence Russian bots are now pushing this new conspiracy theory online to further divide Americans.
[01:31:09.625 --> 01:31:15.909]  All three of us, if we tweeted stuff like this in this reckless fashion, we would likely lose our jobs.
[01:31:26.613 --> 01:31:27.846]  Yeah.
[01:31:34.033 --> 01:31:35.774]  Laura in Alabama.
[01:31:35.854 --> 01:31:36.835]  Laura, you're on the air.
[01:31:36.895 --> 01:31:37.175]  Go ahead.
[01:32:03.933 --> 01:32:16.977]  Well, thank you for your kind words, because take that wound gel.
[01:32:17.037 --> 01:32:18.798]  We're the only other company in the U.S.
[01:32:18.958 --> 01:32:23.079]  that has licensed it from the Colorado company that's very famous, that has FDA approval.
[01:32:23.239 --> 01:32:24.159]  It's used in hospitals.
[01:32:24.239 --> 01:32:25.620]  It's sold in pharmacies.
[01:32:25.760 --> 01:32:31.782]  And then we private label it as Silver Wound Gel, which is a pre-gel, tiny bit, covers your hands, everything.
[01:32:32.202 --> 01:32:36.123]  And the disinfects all day long or put it on once you have a cut or something.
[01:32:36.163 --> 01:32:39.603]  Now, it's so super strong, you can't take it internally or it's poisonous.
[01:32:39.743 --> 01:32:43.744]  But yes, it is the strongest FDA over-the-counter silver there is.
[01:32:43.804 --> 01:32:45.244]  So that is one of our best sellers.
[01:32:45.264 --> 01:32:46.204]  People absolutely love it.
[01:32:46.364 --> 01:32:46.705]  Thank you.
[01:32:46.825 --> 01:32:49.365]  And I can tell you this, my neighbor burned his finger a little bit.
[01:32:49.385 --> 01:32:52.946]  We're building a fire outside and I ran inside and got it and put it on his finger.
[01:32:52.986 --> 01:32:56.126]  And he said to me, is this supposed to work instantly and like this?
[01:32:56.326 --> 01:32:57.426]  And I said, yes, sure does.
[01:32:57.526 --> 01:32:59.327]  So it's fantastic stuff.
[01:32:59.387 --> 01:33:00.407]  I highly recommend it.
[01:33:06.397 --> 01:33:20.822]  You're listening to The Alex Jones Show.
[01:33:20.902 --> 01:33:29.405]  Discover trends and global developments years before they happen, right here on The Alex Jones Show.
