[00:00:00.009 --> 00:00:01.755]  Just direct from Austin.
[01:04:08.952 --> 01:04:13.775]  The dollars in your pocket are worthless, except for the paper that they're not printed on, as Gerald Salenti likes to say.
[01:04:14.275 --> 01:04:19.518]  The Bitcoin, however, by comparison, is as you'd have to make the comparison to gold or silver.
[01:04:19.818 --> 01:04:25.020]  It has real, genuine, intrinsic value, and there has value on top of that as a means of exchange and as a store of value.
[01:04:25.381 --> 01:04:26.961]  But he's absolutely correct.
[01:04:27.321 --> 01:04:34.705]  Stock market and the bond market in particular, that's the key, is trading at 300-year highs in the UK and trading at 240-year highs in the United States.
[01:04:34.725 --> 01:04:35.645]  We're out of time, Max.
[01:04:35.805 --> 01:04:40.087]  Will it completely go 1929, or what will the ongoing implosion look like?
[01:04:40.327 --> 01:04:41.888]  Slow masses or frightening?
[01:04:42.408 --> 01:04:43.108]  Buy Bitcoin.
[01:04:43.188 --> 01:04:43.969]  That's my answer.
[01:04:45.974 --> 01:04:49.817]  I know, but I understand you've said that, but I mean, how bad do you think it's going to get?
[01:04:50.817 --> 01:05:00.664]  It's either going to be a complete and utter write-down of this bad debt and a deflationary depression, or they're going to go be like China and print a trillion dollars a month and it's hyperinflation.
[01:05:00.704 --> 01:05:02.305]  And I think the answer is hyperinflation.
[01:05:02.325 --> 01:05:04.187]  I don't think they're going to take their foot off the accelerator.
[01:05:04.387 --> 01:05:05.448]  Max Keiser, thanks for the time.
[01:05:05.468 --> 01:05:06.128]  We'll talk to you soon.
[01:05:09.585 --> 01:05:12.349]  Alex Jones here with a message to fellow freedom lovers.
[01:05:12.609 --> 01:05:17.456]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:05:17.636 --> 01:05:24.826]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:05:24.946 --> 01:05:30.350]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:05:30.570 --> 01:05:34.292]  These are items that I did research on, that I personally use.
[01:05:34.592 --> 01:05:39.135]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:05:39.336 --> 01:05:44.539]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:05:44.799 --> 01:05:47.861]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:05:48.021 --> 01:05:50.263]  When Disaster Strikes by Matthew Stein.
[01:05:50.523 --> 01:05:55.106]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:05:55.266 --> 01:05:57.748]  Hand-cranked shortwave AM FM radios.
[01:05:58.188 --> 01:06:05.173]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[01:06:05.373 --> 01:06:06.414]  We're getting prepared.
[01:06:06.634 --> 01:06:07.075]  Are you?
[01:06:07.315 --> 01:06:09.116]  Infowarsshop.com.
[01:06:09.317 --> 01:06:19.706]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:06:20.026 --> 01:06:21.868]  Guess what else is in the halogen family?
[01:06:22.048 --> 01:06:22.749]  Fluoride.
[01:06:22.949 --> 01:06:24.530]  Ladies and gentlemen, Alex Jones here.
[01:06:24.870 --> 01:06:31.194]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:06:31.454 --> 01:06:36.238]  It's the good halogen on the periodic table, and the results are on record.
[01:06:36.378 --> 01:06:42.462]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:06:42.682 --> 01:06:44.843]  Bottom line, iodine is important.
[01:06:45.103 --> 01:06:47.724]  Unbound, clean, in a glycerin base.
[01:06:48.024 --> 01:06:51.386]  Nascent Iodine was the answer for myself and my family.
[01:06:51.546 --> 01:06:56.768]  You will find Survival Shield Nascent Iodine exclusively at Infowarslife.com.
[01:06:56.968 --> 01:07:01.770]  Infowarslife Survival Shield Nascent Iodine isn't just for emergencies.
[01:07:02.070 --> 01:07:03.131]  I take it every day.
[01:07:03.271 --> 01:07:06.132]  That's Infowarslife.com or call toll free 888-253-3139.
[01:07:09.193 --> 01:07:18.205]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:07:18.285 --> 01:07:26.396]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:07:26.676 --> 01:07:31.377]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:07:31.557 --> 01:07:38.259]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:07:38.339 --> 01:07:45.421]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:07:45.521 --> 01:07:52.383]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:07:52.543 --> 01:07:56.905]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:07:57.025 --> 01:08:00.286]  Available in original or with our immune support infusion blend.
[01:08:00.426 --> 01:08:06.548]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:08:06.708 --> 01:08:08.388]  Available at Infowarslife.com.
[01:08:18.742 --> 01:08:26.918]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:08:32.306 --> 01:08:34.388]  Joe and Larry and Danny and Michael.
[01:08:34.428 --> 01:08:36.690]  We're going to keep you there as wild card callers if you want a hold.
[01:08:36.750 --> 01:08:37.610]  If not, you can hang up.
[01:08:37.911 --> 01:08:38.711]  Other folks can call in.
[01:08:38.731 --> 01:08:39.772]  We appreciate you calling in though.
[01:08:40.352 --> 01:08:42.034]  Because we ran out of time with Max Keiser.
[01:08:43.114 --> 01:08:45.917]  But Stefan Molyneux can speak on basically any subject.
[01:08:45.937 --> 01:08:48.839]  That's why I like watching his shows online or listening to them.
[01:08:49.119 --> 01:08:51.280]  Because it's thought-provoking and I know a lot of history.
[01:08:51.561 --> 01:08:54.223]  So I can tell when somebody's got a wide-ranging knowledge.
[01:08:54.243 --> 01:08:56.264]  Not that anybody knows that much.
[01:08:56.284 --> 01:08:57.965]  There's so much info in the world.
[01:08:58.366 --> 01:08:59.747]  The more you learn, the more you know.
[01:08:59.787 --> 01:09:00.647]  How much you don't know,
[01:09:01.568 --> 01:09:08.791]  And then it's frightening to see the content public and establishment believing they know so much and see knowledge as a threat to their delusions.
[01:09:09.631 --> 01:09:17.094]  But Stefan Molyneux is the founder of Freedom Domain Radio, the largest, most popular philosophical show in the world, with more than 2,400 podcasts.
[01:09:18.775 --> 01:09:24.940]  Free Domain Radio with a 2,400 podcast, 10 books, and 50 million downloads.
[01:09:24.960 --> 01:09:28.963]  Stefan has spread the cause of liberty and philosophy to listeners throughout the world.
[01:09:29.484 --> 01:09:36.229]  Prior to launching Free Domain Radio, Stefan built a thriving career as a software entrepreneur and executive in 2006.
[01:09:36.389 --> 01:09:38.551]  He left his work in the tech industry
[01:09:38.951 --> 01:09:49.658]  Devote his efforts to his radio show, now a self-identified full-time parent and philosopher, Stefan speaks regularly at Liberty-themed events all over North and South America.
[01:09:50.278 --> 01:10:00.145]  Stefan is the author of two novels, Revolutions and The God of Atheists, as well as eight non-fiction books on relationships, government, and religion.
[01:10:00.885 --> 01:10:02.407]  And he's with us for the rest of the hour.
[01:10:02.427 --> 01:10:04.870]  I got a bunch of news I want to cover with him randomly.
[01:10:05.331 --> 01:10:08.355]  You know, stuff that's broken today to get his take on different topics.
[01:10:08.956 --> 01:10:10.818]  You know, different angles of things and...
[01:10:11.881 --> 01:10:25.652]  As someone, I guess, who identifies as an atheist, I'm not mad at him or upset at him, because he's a libertarian-minded person and believes in human liberty, and I agree with so much of what he has to say.
[01:10:26.212 --> 01:10:28.294]  So many times I see atheists and they're statists.
[01:10:28.314 --> 01:10:32.997]  In fact, I would say on average most, at least the atheists I know and run into, they're big-time statists.
[01:10:33.297 --> 01:10:34.578]  They think the state is God.
[01:10:34.598 --> 01:10:36.640]  They've really created just another God.
[01:10:37.142 --> 01:10:55.276]  And my whole argument is, even if you don't believe in spiritual realms, or, you know, the eye can only see a tiny fraction of what's actually going on out there, we know there's a lot of mysteries in the universe, even if you don't believe in God, I like the Bill of Rights and Constitution because it has a higher power and people are on top than the states under us.
[01:10:55.816 --> 01:10:58.658]  Well, the state always wants to get up there where God is above us.
[01:10:58.678 --> 01:11:01.440]  I don't want to get into an atheist debate here with Stefan.
[01:11:01.741 --> 01:11:04.303]  I just wanted to throw out that, uh,
[01:11:05.164 --> 01:11:10.135]  People say, well, you had a Jew on your show, or you had an atheist, or you had a Catholic, you had a Protestant.
[01:11:10.556 --> 01:11:12.400]  I'm not getting into all this infighting.
[01:11:13.197 --> 01:11:15.479]  About what group somebody's in or what group they identify.
[01:11:15.499 --> 01:11:23.446]  I identify with wanting to have a planet that survives, a good future, and my children having a good future, and I'm a fan of humanity.
[01:11:24.266 --> 01:11:29.411]  And in Devil's Advocate, they have the devil character, played by Al Pacino, say, I'm a fan of man.
[01:11:29.871 --> 01:11:41.040]  Well, the archetypal devil, in a Jungian way, wants to kill, steal, and destroy, and is not a fan of man, God's creation, made in God's image as a little creator.
[01:11:41.862 --> 01:11:44.994]  So, the devil doesn't want you to succeed.
[01:11:46.053 --> 01:11:46.974]  Isn't a fan of man.
[01:11:47.354 --> 01:11:58.722]  It is a predatory system, not a virtuous economic model, as Max Keiser was talking about, but a vicious economic model where you enslave people to control them.
[01:11:59.443 --> 01:12:00.604]  And so Stefan joins us.
[01:12:00.624 --> 01:12:02.025]  There's so much to get into.
[01:12:02.485 --> 01:12:07.729]  I want to get into a new vigil ad for one of these stimulant drugs they're pushing because it's so hilarious.
[01:12:08.029 --> 01:12:12.392]  The video that goes along with it and get his take at the bottom of the hour on that and take calls.
[01:12:12.812 --> 01:12:14.153]  I want to get into Obamacare.
[01:12:15.160 --> 01:12:19.182]  The open collapse of the establishment with Al-Qaeda publicly working for the U.S.
[01:12:19.222 --> 01:12:20.183]  government and NATO now.
[01:12:20.563 --> 01:12:21.584]  What does that do to their narrative?
