[00:00:10.350 --> 00:00:11.792]  We are on the march.
[01:53:31.025 --> 01:53:32.447]  Is owning a gun racist?
[01:53:33.516 --> 01:53:46.561]  Remember three and a half years ago when they were trying to pass Obamacare and we were reading the legislation and pointing out that it was written by insurance companies to raise premiums and kick people off their existing plans and was a giant fraud?
[01:53:47.081 --> 01:53:48.461]  We were called racist.
[01:53:48.941 --> 01:53:50.722]  If you didn't support Obamacare, you were racist.
[01:53:50.982 --> 01:53:53.163]  There was no proof, no reason, no logic.
[01:53:53.723 --> 01:53:55.804]  Well, the same thing is happening again.
[01:53:55.844 --> 01:54:09.228]  We've seen in the last year this drumbeat by Fox Sports columnists like Whitlock and others that you are racist if you basically own guns or if you're a member of the NRA.
[01:54:09.548 --> 01:54:11.628]  That you are the new Ku Klux Klan.
[01:54:11.808 --> 01:54:16.870]  I did not go as far as I would like to go because my thoughts on the NRA
[01:54:18.039 --> 01:54:43.898]  uh... and America's gun culture I believe the NRA is the new KKK well the drumbeat has been intensifying with a new study put out by a Brit and an Australian two places where their populations have been disarmed uh... putting together doctored statistics to say that owning guns is racist that's right ladies and gentlemen if you own guns it's because you don't like black people of course uh... a few years ago
[01:54:44.899 --> 01:54:47.181]  Michael Moore didn't even need statistics to say this.
[01:54:47.221 --> 01:54:51.986]  He said, scared white people out in the countryside have these because they don't like black people.
[01:54:53.126 --> 01:55:12.710]  But what Jason Whitlock of Fox and what Bob Costas and what Michael Moore don't want you to know is the historical fact that at the end of the Civil War they were passing laws so that black folks couldn't own guns in the South and the NRA was founded to teach blacks how to use firearms to protect themselves from the Ku Klux Klan.
[01:55:13.090 --> 01:55:14.030]  This is a fact.
[01:55:14.070 --> 01:55:18.111]  It was one of the main reasons the National Rifle Association was founded.
[01:55:18.471 --> 01:55:20.011]  But in this upside down world
[01:55:20.831 --> 01:55:35.405]  The NRA and gun owners collectively are told that we are the new Ku Klux Klan because we are against individuals being ganged up on and abused and because the NRA was founded to fight the Ku Klux Klan.
[01:55:35.905 --> 01:55:37.106]  Thank the Lord.
[01:55:38.147 --> 01:55:39.248]  For our Constitution.
[01:55:40.208 --> 01:55:43.849]  I also want to thank the NRA for its legacy.
[01:55:44.530 --> 01:55:54.793]  The National Rifle Association was started, founded by religious leaders who wanted to protect free slaves from the Ku Klux Klan.
[01:55:55.414 --> 01:56:01.196]  They would raise money, buy arms, show the free slaves how to use those arms and protect their families.
[01:56:02.557 --> 01:56:03.118]  God bless you.
[01:56:03.158 --> 01:56:06.002]  Many of us probably wouldn't be here today if it wasn't for the NRA.
[01:56:20.300 --> 01:56:25.744]  All of the Hollywood stars who are anti-gun for other individuals to have their armed bodyguards taken away.
[01:56:25.804 --> 01:56:26.244]  No, no, no, no.
[01:56:26.624 --> 01:56:30.707]  They're just for the mass of the commoners who can't afford bodyguards.
[01:56:30.987 --> 01:56:33.049]  They're just for us to be disarmed.
[01:56:33.409 --> 01:56:36.371]  These people are anti-liberty, anti-freedom.
[01:56:36.611 --> 01:56:47.859]  In fact, recently Eddie Vedder came out of Pearl Jam and said that people are trying to take his free speech away because they're arguing with him saying they don't want to have their guns taken away.
[01:56:50.460 --> 01:56:59.065]  He wants to take your right of self-defense away, so you argue against him.
[01:56:59.666 --> 01:57:02.007]  And then he calls that an attack on his free speech.
[01:57:02.047 --> 01:57:02.287]  No, no.
[01:57:02.627 --> 01:57:05.829]  Disagreeing with you is not an attack on your free speech.
[01:57:06.590 --> 01:57:11.693]  Taking free speech away with the Fairness Doctrine, like the FCC is trying to do, is.
[01:57:12.233 --> 01:57:15.315]  So again, these people are authoritarian and don't even know it.
[01:57:15.735 --> 01:57:17.676]  The full report is up on Infowars.com.
[01:57:17.736 --> 01:57:18.397]  I'm out of time.
[01:57:18.437 --> 01:57:19.337]  Sorry to the other callers.
[01:57:20.298 --> 01:57:20.598]  11 a.m.
[01:57:20.638 --> 01:57:24.260]  Central, 12 noon Eastern, three-hour radio show tomorrow.
[01:57:24.780 --> 01:57:26.961]  I haven't even gotten to the big news since Friday.
[01:57:27.362 --> 01:57:34.926]  Obama signs dictatorial executive order imposing debunked climate change policies, even though Congress shot it down.
[01:57:35.586 --> 01:57:42.415]  This is meant to, again, bankrupt the country, to make us dependent on them, just like the Soviet Union did to Eastern Europe.
[01:57:42.875 --> 01:57:44.357]  This is Cloward and Piven.
[01:57:44.377 --> 01:57:45.318]  I want everybody you know.
[01:57:45.799 --> 01:57:46.620]  God bless you all.
[01:57:46.640 --> 01:57:48.022]  I'm Alex Jones signing off for now.
[01:57:51.496 --> 01:57:57.762]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:57:58.142 --> 01:58:00.564]  Renowned author and expert, Joel Skousen.
[01:58:00.624 --> 01:58:00.924]  The U.S.
[01:58:00.984 --> 01:58:05.108]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:58:05.228 --> 01:58:07.811]  They know that a massive nuclear attack is coming.
[01:58:08.191 --> 01:58:09.432]  They want that attack to come.
[01:58:09.672 --> 01:58:15.858]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:58:16.238 --> 01:58:18.702]  What I tell people is that you do have time.
[01:58:18.922 --> 01:58:23.690]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:58:23.890 --> 01:58:31.322]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:58:31.622 --> 01:58:34.164]  There is no preparedness without strategy.
[01:58:34.385 --> 01:58:37.027]  This Christmas, give the gift of preparedness.
[01:58:37.487 --> 01:58:41.731]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:58:42.031 --> 01:58:46.635]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:58:50.678 --> 01:58:57.663]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:58:57.903 --> 01:59:15.537]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:59:15.797 --> 01:59:19.920]  I then searched out the best vitamin and mineral company out there.
[01:59:20.180 --> 01:59:21.761]  And discovered Young-Jevity.
[01:59:21.941 --> 01:59:29.806]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:59:30.107 --> 01:59:36.171]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:59:36.431 --> 01:59:37.472]  Check it out for yourself.
[01:59:37.712 --> 01:59:38.452]  It's incredible.
[01:59:38.572 --> 01:59:47.618]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:59:47.798 --> 01:59:49.620]  That's Infowarsteam.com.
[01:59:50.334 --> 01:59:50.418]  Yeah.
