[00:00:00.029 --> 00:00:00.590]  It's Alex Jones!
[01:54:45.377 --> 01:54:49.842]  31 in Florida infected with bacteria from saltwater.
[01:54:51.872 --> 01:54:56.154]  Batter and storm memorials, bring barricades to the White House, police deploy riot gear.
[01:54:56.194 --> 01:54:58.436]  This is all up on DrudgeReport.com, I'm reading right now.
[01:54:59.196 --> 01:55:01.457]  Afghan uniform fires on American soldiers.
[01:55:01.477 --> 01:55:05.639]  Well, they just fired the two Marine generals involved in letting the last stuff happen, they claim.
[01:55:05.660 --> 01:55:06.680]  Well, they're going to fire the new ones.
[01:55:06.700 --> 01:55:10.482]  Why don't we fire the folks that sent us to war there, or kept us there for 10 plus years?
[01:55:10.922 --> 01:55:12.563]  That's some of the news up on that front.
[01:55:13.224 --> 01:55:17.846]  Here is the clip from the good old TSA.
[01:55:17.886 --> 01:55:20.307]  This is airing at airports everywhere.
[01:55:20.628 --> 01:55:21.008]  Here it is.
[01:55:21.678 --> 01:55:23.679]  Out of the free home of the brave.
[01:55:23.739 --> 01:55:25.819]  Make jokes to us, we'll arrest you.
[01:55:25.879 --> 01:55:27.400]  There's no law, but so what?
[01:55:51.468 --> 01:55:59.472]  By the way, there's a London Independent propaganda piece out saying that scholars claim Jesus was a Roman hoax.
[01:55:59.552 --> 01:56:04.895]  Next they'll say George Washington was, or maybe Benjamin Franklin, or maybe Bill Clinton didn't exist.
[01:56:05.743 --> 01:56:08.265]  Or maybe, um, I don't know.
[01:56:08.886 --> 01:56:17.632]  Folks, all the Roman historians, the Jewish historians, the carvings, Jesus Christ was a real person, even if you don't believe he's a deity, okay?
[01:56:18.273 --> 01:56:20.034]  And this is how dumb they think you are.
[01:56:20.074 --> 01:56:28.160]  They tell you Obamacare is free healthcare, and by the way, Jesus didn't exist, and... I've heard I'm lying about missing nukes in 2007!
[01:56:31.323 --> 01:56:34.245]  That said, London Independent, am I besmirching them?
[01:56:34.265 --> 01:56:35.386]  Did somebody else run that headline?
[01:56:36.434 --> 01:56:37.795]  Oh, it's repost from one independent.
[01:56:37.815 --> 01:56:38.875]  They are the ones that put that out.
[01:56:39.355 --> 01:56:43.997]  I usually like the independent, but... By the way, before I end this transmission, we'll be back tomorrow, Lord willing.
[01:56:44.037 --> 01:56:44.778]  Pray for us, please.
[01:56:44.798 --> 01:56:45.918]  A lot of crazy stuff going on.
[01:56:46.258 --> 01:56:50.000]  Pray for peace, pray for liberty, pray for an awakening for the American people, people of the world.
[01:56:50.720 --> 01:56:52.181]  But we'll be back, Lord willing, 11 a.m.
[01:56:52.221 --> 01:56:55.822]  Central, InfoWars.com, stations in your area, XM-244, you name it.
[01:56:57.783 --> 01:57:05.809]  Briefly, InfoWarsStore.com has the great ProPure stainless steel water filters that cut out the fluoride and glyphosates and all the rest of it at InfoWarsStore.com.
[01:57:06.329 --> 01:57:17.557]  You can also go to InfoWarsLife.com and find the incredible, highest quality, half the cost, double the potency, nascent iodine that tastes great compared to what you find out there.
[01:57:17.597 --> 01:57:18.898]  It's not the toxic type stuff.
[01:57:19.378 --> 01:57:24.263]  Just really good, so good, from all the research that's out there for the thyroid and the background radiation that's happening.
[01:57:24.924 --> 01:57:30.070]  Really hypes up all the other glands, give you the proper hormone releases you need according to the research that I've seen out there.
[01:57:30.670 --> 01:57:34.034]  MFORSLIFE.com, and your purchase supports the broadcast.
[01:57:34.174 --> 01:57:37.198]  And, by the way, we've got a big shipment of it back in, so it's not sold out now.
[01:57:37.538 --> 01:57:38.439]  MFORSLIFE.com.
[01:57:38.479 --> 01:57:40.141]  Great job to the crew, great job veterans.
[01:57:41.345 --> 01:57:52.513]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:57:53.134 --> 01:58:04.302]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:58:04.582 --> 01:58:10.787]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[01:58:11.227 --> 01:58:14.231]  You're getting soap products twice as good as what you're using now.
[01:58:14.772 --> 01:58:19.197]  This is an amazing deal and you will love the way Real Soap makes your skin feel.
[01:58:19.457 --> 01:58:20.679]  Call 1-800-340-7091 or visit www.realsoap.com.
