[00:00:02.981 --> 00:00:05.382]  Ah, Christmas music!
[00:58:57.999 --> 00:59:00.060]  Guess what else is in the halogen family?
[00:59:00.060 --> 00:59:00.941]  Fluoride.
[00:59:00.941 --> 00:59:02.882]  Ladies and gentlemen, Alex Jones here.
[00:59:02.882 --> 00:59:09.447]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:59:09.447 --> 00:59:14.370]  It's the good halogen on the periodic table, and the results are on record.
[00:59:14.370 --> 00:59:17.072]  Reports documented a 15-point IQ increase.
[00:59:17.392 --> 00:59:17.892]  We're good.
[00:59:50.470 --> 00:59:52.812]  Waging war on corruption.
[00:59:52.812 --> 01:00:00.098]  Alex Jones on the GCN Radio Network.
[01:00:00.098 --> 01:00:01.420]  Big Brother.
[01:00:01.420 --> 01:00:03.201]  Mainstream media.
[01:00:03.201 --> 01:00:04.943]  Government cover-ups.
[01:00:04.943 --> 01:00:06.564]  You want answers?
[01:00:06.564 --> 01:00:08.085]  Well, so does he.
[01:00:08.085 --> 01:00:12.269]  He's Alex Jones on the GCN Radio Network.
[01:00:12.269 --> 01:00:16.352]  And now, live from Austin, Texas, Alex Jones.
[01:00:17.453 --> 01:00:26.637]  I'm going to give the number out in the next segment and start taking calls at about 24 after.
[01:00:26.637 --> 01:00:30.258]  I got a ton of news that I want to get to and get John B. Wells' quick take on.
[01:00:30.258 --> 01:00:31.339]  We're going to talk about...
[01:00:32.619 --> 01:00:35.960]  Mandela in the next segment, the attack on the free press.
[01:00:35.960 --> 01:00:36.960]  What else do you want to get into?
[01:00:36.960 --> 01:00:37.980]  There's a lot to talk about.
[01:00:37.980 --> 01:00:41.801]  There's a lot to talk about and one of the things would be Snowden.
[01:00:41.801 --> 01:00:46.363]  How he was the runner-up for Person of the Year by Time magazine and they went with the Pope instead.
[01:00:46.363 --> 01:00:53.864]  And I want to believe that Edward Snowden is as he appears to be, but my first question is, one more time, why is he alive?
[01:00:53.864 --> 01:00:55.425]  Why has he not dropped off the scope?
[01:00:55.425 --> 01:00:56.045]  Why did he not
[01:00:57.117 --> 01:01:00.199]  And Assange, it looks like he's not going to be prosecuted either.
[01:01:00.199 --> 01:01:03.301]  So I want Snowden to be on the level, I do.
[01:01:03.301 --> 01:01:14.329]  But, I just... Dr. Pachinik says it's all staged to have a public debate about the NSA and to only dole out a little bit because they know they can't hide it anymore.
[01:01:14.329 --> 01:01:18.772]  And so now they're going to decide to just put it out themselves and kind of inoculate us psychologically.
[01:01:18.772 --> 01:01:21.253]  Well, I would agree with Pachinik on this one, for sure.
[01:01:21.253 --> 01:01:25.256]  And there are some things with Steve that I disagree with, but I've got to roll with him on this.
[01:01:27.237 --> 01:01:29.498]  It's just a little bit too visible to be real.
[01:01:29.498 --> 01:01:35.880]  By the way, I already knew all this because they'd already had AT&T whistleblowers six years ago.
[01:01:35.880 --> 01:01:38.021]  Other ones, they had one decade ago.
[01:01:38.021 --> 01:01:44.503]  James Bamford, I was having... They had NSA whistleblowers that were the EU Parliament 15 years ago.
[01:01:44.503 --> 01:01:46.364]  People like Wayne Madsen.
[01:01:47.564 --> 01:01:49.685]  But he thinks Snowden's good.
[01:01:49.685 --> 01:01:50.885]  Well, I want him to be.
[01:01:50.885 --> 01:01:53.186]  I'm just still looking.
[01:01:53.186 --> 01:01:54.947]  But now all this stuff has come forward.
[01:01:54.947 --> 01:02:01.469]  I mean, this has been going on for 10 years, but the FBI can turn on your webcam without turning on the little green light that indicates to you that it's on.
[01:02:01.469 --> 01:02:04.391]  They've been able to do that since, I don't know, 2004, 2005?
[01:02:04.391 --> 01:02:06.992]  Well, they designed all of it that way.
[01:02:06.992 --> 01:02:08.732]  It's all been designed with the technology.
[01:02:08.732 --> 01:02:12.794]  I mean, the technology company, people come out all the time and go, I've been told to build a back door in the webcam.
[01:02:13.544 --> 01:02:14.945]  That was in the mid-1990s.
[01:02:14.945 --> 01:02:25.332]  Wouldn't it be strange if the reason that all of this is being done is under the auspices of fighting terrorism, but it's really just to find an excuse to separate you from your money and your property.
[01:02:25.332 --> 01:02:26.193]  And nothing more.
[01:02:26.193 --> 01:02:26.733]  No, that's it.
[01:02:26.733 --> 01:02:29.715]  It's the defense contractors taking over this market.
[01:02:29.715 --> 01:02:32.157]  They're literally re-engineering the society.
[01:02:32.157 --> 01:02:32.797]  Yeah.
[01:02:32.797 --> 01:02:34.258]  It has nothing to do with fighting crime.
[01:02:34.258 --> 01:02:35.860]  It has nothing to do with defeating terrorism.
[01:02:35.860 --> 01:02:37.681]  It's all about the Benjamins again.
[01:02:38.695 --> 01:02:39.976]  I mean, that's sick.
[01:02:39.976 --> 01:02:40.616]  It really is.
[01:02:40.616 --> 01:02:45.059]  I mean, it goes right back to the scriptures, you know, the root of all evil is the love of money.
[01:02:45.059 --> 01:02:45.780]  And that's it.
[01:02:45.780 --> 01:02:46.220]  That's right.
[01:02:46.220 --> 01:02:48.481]  It's not, it's not having money.
[01:02:48.481 --> 01:02:51.803]  It's good when good people have money to be able to defend themselves and build a good society.
[01:02:51.803 --> 01:02:55.246]  It's the love of it when you put it up top as the golden calf.
[01:02:55.246 --> 01:02:55.806]  That's right.
[01:02:55.806 --> 01:02:56.286]  That's right.
[01:02:56.286 --> 01:03:00.349]  And I've heard people say this about, I had heard this guy say this about his little sister.
[01:03:00.349 --> 01:03:01.710]  Oh, she loves money.
[01:03:02.620 --> 01:03:03.300]  She'll do anything.
[01:03:03.300 --> 01:03:06.882]  Well, as the years have gone by, it's like, this is a real serious gal.
[01:03:06.882 --> 01:03:08.922]  You need to steer clear of her.
[01:03:08.922 --> 01:03:10.303]  Keep your hand on your wallet.
[01:03:10.303 --> 01:03:15.245]  Oh, I've seen women before, when there's a big stack of money, they actually, a lot of them get excited.
[01:03:15.245 --> 01:03:16.906]  And it's just literally dirty, nothing.
[01:03:16.906 --> 01:03:18.546]  Well, it's not exclusive to them.
[01:03:18.546 --> 01:03:20.327]  I get excited when I see a stack of money, too.
[01:03:20.327 --> 01:03:25.189]  Yeah, but I mean, it's just like, I mean, but all it is is a fiat fraud, a symbol of energy.
[01:03:25.189 --> 01:03:25.929]  Sure.
[01:03:25.929 --> 01:03:27.630]  And these globalists, people will kill.
[01:03:28.490 --> 01:03:29.831]  Or just a little bit of money?
[01:03:29.831 --> 01:03:36.434]  Well, and the thing is, is that Matt... It's, uh... Who's the guy who played Boris the Blade in Snatch?
[01:03:36.434 --> 01:03:38.415]  He always plays the evil Russian in every movie.
[01:03:38.415 --> 01:03:39.096]  It's the same guy.
[01:03:39.096 --> 01:03:41.417]  I don't even know his name, but you'll spot him anywhere.
[01:03:41.417 --> 01:03:44.078]  He was in a show called MI5.
[01:03:44.078 --> 01:03:45.419]  They call it Spooks Overseas.
[01:03:45.419 --> 01:03:48.580]  It's off the air now, but this guy said, you're insane.
[01:03:48.580 --> 01:03:50.301]  He says, no.
[01:03:50.301 --> 01:03:52.122]  No, it's the vast sums of money.
[01:03:52.122 --> 01:03:53.223]  I do what I want.
[01:03:53.223 --> 01:03:55.124]  The vast sums of money make everything possible.
[01:03:55.865 --> 01:03:56.986]  And that's true.
[01:03:56.986 --> 01:04:00.309]  The vast sums of money make everything possible.
[01:04:00.309 --> 01:04:03.311]  But I take the vast sums of money to build the operation.
[01:04:03.311 --> 01:04:04.352]  Well, exactly.
[01:04:04.352 --> 01:04:09.275]  Like the average talk show host at this level is flying around on a private jet, you know, and literally at the country club.
[01:04:09.275 --> 01:04:10.516]  That's all boring.
[01:04:10.516 --> 01:04:12.017]  Changing history is what's important.
[01:04:12.017 --> 01:04:12.438]  Oh, it's true.
[01:04:12.438 --> 01:04:13.799]  Defeating commies.
[01:04:13.799 --> 01:04:16.101]  Yes, and there is a huge communist element.
[01:04:16.101 --> 01:04:24.127]  Everybody got pretty burned out on, uh, we got to defeat communism, because that went on for the 50s and the 60s and the 70s, and then it kind of went away in the 80s and 90s.
[01:04:24.127 --> 01:04:25.088]  Now they're called progressives.
[01:04:25.828 --> 01:04:26.348]  That's how I see it.
[01:04:57.478 --> 01:04:59.359]  Introducing Pro-1.
[01:04:59.359 --> 01:05:03.021]  All of your filtration in one system, portable, on-the-go.
[01:05:03.021 --> 01:05:07.603]  No more do you have two or three filters to just reduce sodium fluoride.
[01:05:07.603 --> 01:05:13.666]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:05:13.666 --> 01:05:24.451]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:05:24.651 --> 01:05:27.514]  It is the only one that does it and out of the gates!
[01:05:27.514 --> 01:05:31.158]  We have it discounted at 10% off with promo code WATER.
[01:05:31.158 --> 01:05:45.895]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands.
[01:05:46.095 --> 01:05:55.380]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[01:06:07.546 --> 01:06:14.631]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:06:14.631 --> 01:06:19.534]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:06:19.534 --> 01:06:26.319]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:06:26.319 --> 01:06:33.404]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:06:33.464 --> 01:06:35.386]  Hands down, this is my favorite coffee.
[01:06:35.386 --> 01:06:40.513]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:06:40.513 --> 01:06:44.998]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:06:44.998 --> 01:06:48.222]  Available in original or with our immune support infusion blend.
[01:06:48.422 --> 01:06:54.665]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:06:54.665 --> 01:06:56.566]  Available at Infowarslife.com.
[01:06:56.566 --> 01:07:00.248]  Alex Jones here with a message to fellow freedom lovers.
[01:07:00.248 --> 01:07:05.270]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:07:05.270 --> 01:07:12.434]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:07:12.574 --> 01:07:18.199]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:07:18.199 --> 01:07:22.243]  These are items that I did research on, that I personally use.
[01:07:22.243 --> 01:07:26.967]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:07:26.967 --> 01:07:32.172]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:07:32.432 --> 01:07:35.655]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:07:35.655 --> 01:07:38.157]  When Disaster Strikes by Matthew Stein.
[01:07:38.157 --> 01:07:42.921]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:07:42.921 --> 01:07:45.804]  Hand cranked shortwave AM FM radios.
[01:07:45.804 --> 01:07:53.030]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:07:53.030 --> 01:07:54.292]  We're getting prepared.
[01:07:54.292 --> 01:07:54.972]  Are you?
[01:07:54.972 --> 01:07:55.793]  Infowarshop.com
[01:08:08.694 --> 01:08:12.159]  Crashing through the lies and disinformation.
[01:08:12.159 --> 01:08:16.364]  It's Alex Jones on the GCN Radio Network.
[01:08:21.443 --> 01:08:23.284]  John B. Wells is with us for the rest of the hour.
[01:08:23.284 --> 01:08:25.806]  We're going to open the phones up.
[01:08:25.806 --> 01:08:31.930]  The toll-free number to join us for first-time callers is 800-259-9231.
[01:08:31.930 --> 01:08:36.133]  800-259-9231 for any questions or comments you have for John B. Wells.
[01:08:36.133 --> 01:08:38.915]  I, of course, am your host, Alex Jones.
