[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[01:02:29.329 --> 01:02:34.070]  You can keep the money, you can keep the accounts, but on the other hand, here's this green new deal.
[01:02:34.130 --> 01:02:36.710]  Sign off on this, and we won't say anything about it.
[01:02:36.730 --> 01:02:37.550]  Well, that's it, exactly.
[01:02:37.570 --> 01:02:42.211]  Joe, they want him in there because he is the most compromised, slam dunk, easy to destroy.
[01:02:42.231 --> 01:02:45.752]  Remember the remake of the excellent book, stupid movie, Dune?
[01:02:46.592 --> 01:02:49.835]  I mean, I like the director that made Doom, but I don't think it's one of his better films.
[01:02:49.855 --> 01:02:51.196]  But remember Baron Harkin?
[01:02:51.216 --> 01:02:56.059]  It has a heart plug in everybody, where you just pull the plug and it opens up their heart, their aorta.
[01:02:56.540 --> 01:02:58.361]  I mean, that's what Joe Biden's like.
[01:02:58.401 --> 01:03:01.624]  He literally is on a very short electrified leash.
[01:03:02.164 --> 01:03:08.429]  And I cannot believe that we're about to let this totally compromised creature in control of the United States.
[01:03:09.738 --> 01:03:10.719]  Just expose the accounts.
[01:03:10.919 --> 01:03:11.680]  Just show the whole world.
[01:03:11.900 --> 01:03:14.602]  Hey, we found all Joe's bribe money accounts.
[01:03:14.622 --> 01:03:15.723]  You're gonna let him get in office?
[01:03:15.963 --> 01:03:16.723]  That'll be the end of him.
[01:03:16.743 --> 01:03:17.604]  They'll have to indict him.
[01:03:18.245 --> 01:03:23.048]  Instead of letting him get in and be told what to do, holding the accounts over his head, just show him now.
[01:03:23.729 --> 01:03:24.750]  Here's his bribe money accounts.
[01:03:24.790 --> 01:03:25.630]  Charles, amazing points.
[01:03:25.730 --> 01:03:26.491]  You're absolutely right.
[01:03:26.571 --> 01:03:27.332]  You're absolutely correct.
[01:03:27.352 --> 01:03:28.032]  I remember seeing that.
[01:03:28.092 --> 01:03:28.513]  Thank you.
[01:03:28.613 --> 01:03:29.453]  Let's take another call.
[01:03:29.553 --> 01:03:30.394]  Danny in Canada.
[01:03:30.474 --> 01:03:31.295]  Danny, thanks for holding.
[01:03:32.416 --> 01:03:33.497]  Hey Alex, great to be here.
[01:03:33.517 --> 01:03:33.937]  How are you?
[01:03:37.051 --> 01:03:39.173]  Yes, calling up from Toronto, Canada.
[01:03:39.193 --> 01:03:42.735]  I'm concerned about what's going to happen on January 6th.
[01:03:43.496 --> 01:03:45.157]  I mean, this is the Great Reset.
[01:03:45.177 --> 01:03:54.143]  I mean, Trudeau up here, my jaw dropped to the floor when Justin Trudeau made that video, looking into the camera, saying, ah, building back better.
[01:03:54.603 --> 01:03:57.665]  This UN slogan that all these leaders are using now.
[01:03:57.765 --> 01:04:00.447]  And he goes, Agenda 2030, the Great Reset is here.
[01:04:00.467 --> 01:04:00.987]  It's here.
[01:04:02.228 --> 01:04:02.669]  It's here!
[01:04:02.789 --> 01:04:06.613]  You're not essential, you're gonna own nothing, you're gonna have nothing, and you're gonna love it!
[01:04:06.653 --> 01:04:07.233]  That's a quote!
[01:04:07.514 --> 01:04:10.157]  You will own nothing, you will have nothing, you will love it!
[01:04:10.197 --> 01:04:11.358]  It's so liberal!
[01:04:12.199 --> 01:04:16.083]  And Klaus Schwab is on TV saying this, and I try to show my friends and family, and they're like...
[01:04:16.437 --> 01:04:20.060]  You know, nobody wants to learn or really listen to what they're saying.
[01:04:20.280 --> 01:04:23.183]  Well, let them know when they're bankrupt that, you know, who did it to them?
[01:04:23.203 --> 01:04:26.966]  Just let them know because all the being candy asses is over.
[01:04:26.986 --> 01:04:31.630]  This is their big, but they all have these little pretty boy, like little soft voices.
[01:04:31.870 --> 01:04:33.212]  Oh, we're coming to help you.
[01:04:33.532 --> 01:04:34.453]  It's for the COVID.
[01:04:34.713 --> 01:04:40.238]  Meanwhile, they've all doubled their profits last year and are just raping everyone and run giant UN child kidnapping rings.
[01:04:41.730 --> 01:04:42.271]  You're right.
[01:04:42.571 --> 01:04:46.718]  And he's sitting there in a room full of women saying, you know who I admire?
[01:04:46.758 --> 01:04:51.585]  The Chinese communists, the way they can turn their economy around on a dime.
[01:04:51.946 --> 01:04:54.470]  I can't believe he's just so blatant, you know?
[01:04:56.342 --> 01:04:57.303]  Oh, I forgot what he said.
[01:04:57.343 --> 01:04:58.724]  They said, what type of government do you like?
[01:04:58.744 --> 01:05:00.025]  He goes, I like dictatorships.
[01:05:00.045 --> 01:05:00.685]  I like China.
[01:05:00.865 --> 01:05:02.026]  They got the best dictatorship.
[01:05:02.226 --> 01:05:03.087]  And the women all get excited.
[01:05:03.247 --> 01:05:03.847]  Oh, yeah.
[01:05:04.308 --> 01:05:05.268]  Oh, he's so cute.
[01:05:05.548 --> 01:05:06.509]  Trudeau's so handsome.
[01:05:06.549 --> 01:05:08.050]  He loves concentration camps.
[01:05:09.171 --> 01:05:11.292]  And this is the sick weirdness.
[01:05:11.733 --> 01:05:14.314]  As people are losing their souls right now, they're becoming very evil.
[01:05:15.615 --> 01:05:23.821]  I mean, I will say one positive thing from this wild year, if you'll let me just say, what I think the best song of the year was by an artist named Sentinel, the Qaikom Dragon.
[01:05:24.631 --> 01:05:30.634]  I don't know if he's going to be putting out an album, but you sang a hilarious song just a couple months ago now.
[01:05:31.015 --> 01:05:38.679]  All right, you know, Fentanyl should make a return.
[01:05:38.699 --> 01:05:41.921]  In fact, 2021, you've got a promise.
[01:05:42.101 --> 01:05:44.882]  Fentanyl will return to the airwaves.
[01:05:45.003 --> 01:05:45.343]  All right.
[01:05:45.383 --> 01:05:45.783]  Thank you.
[01:05:46.163 --> 01:05:47.244]  More calls straight ahead.
[01:05:47.264 --> 01:05:47.744]  Stay with us.
[01:05:48.124 --> 01:05:50.326]  Can you believe we're about to be in the year 2021?
[01:05:53.635 --> 01:05:58.137]  We are not in Kansas anymore, as they say, 877-789-2539.
[01:05:59.037 --> 01:06:02.679]  I want to get to every caller on the board by the time this next hour ends.
[01:06:02.719 --> 01:06:04.280]  We'll continue with calls on or the next.
[01:06:04.740 --> 01:06:07.221]  I want to end the year taking your calls.
[01:06:07.241 --> 01:06:16.525]  I'm going to be up here tonight doing several interviews, and I think I might twist some arms and maybe do a special live show as the new year comes in on the East Coast.
[01:06:16.585 --> 01:06:21.007]  We'll see if I can get the volunteers with our great skeleton crew here tonight.
[01:06:21.974 --> 01:06:27.582]  But we are live at 12 noon and 34 minutes Central Standard Time right now.
[01:06:27.602 --> 01:06:34.893]  I want to go to Steve, Rick, Brandon, Damon, Anthony, John, Charles, Ron, and Lena before this hour ends.
[01:06:34.953 --> 01:06:35.454]  But first...
[01:06:37.796 --> 01:06:43.159]  My Patriot Supply has been around 14 years, and they've become the largest storable food company in the U.S.
[01:06:43.179 --> 01:06:50.963]  for the last three, because of their quality, because of their service, because of their good packaging, and because of their low prices.
[01:06:51.664 --> 01:06:53.204]  Everybody else has gone up in prices.
[01:06:53.305 --> 01:06:54.945]  Most people fly by night, unfortunately.
[01:06:54.985 --> 01:06:57.887]  They don't have big amounts of food on hand, or it's not fresh.
[01:06:58.107 --> 01:07:01.649]  There are some other good outlets out there, but they charge you about twice what My Patriot does.
[01:07:03.590 --> 01:07:04.851]  My Patriot has to go up.
[01:07:06.315 --> 01:07:11.116]  On their prices, January 1st, for all their vendors and for everybody else.
[01:07:11.316 --> 01:07:16.357]  And when you buy it at infowarestore.com, you'll still get whatever the best price is, but it's gonna have to go up.
[01:07:17.197 --> 01:07:18.017]  I twisted their arm.
[01:07:19.438 --> 01:07:20.818]  They'd done a sale two weeks ago.
[01:07:20.918 --> 01:07:21.698]  I never promoted it.
[01:07:21.818 --> 01:07:22.558]  I never pushed it.
[01:07:22.738 --> 01:07:23.678]  It didn't do well.
[01:07:24.819 --> 01:07:31.020]  Because I didn't really talk about preparewithalex.com, where they had the last time you could get 2020 prices plus a discount.
[01:07:32.296 --> 01:07:38.341]  And they called me a few days ago and said, hey, we're seeing record sales right now as people figure out that things are serious.
[01:07:38.621 --> 01:07:39.622]  The Great Reset is here.
[01:07:40.842 --> 01:07:42.244]  The globalists want to make people dependent.
[01:07:42.424 --> 01:07:44.265]  Folks want insurance they can eat for 25 years.
[01:07:44.305 --> 01:07:45.646]  We're seeing really high sales.
[01:07:45.686 --> 01:07:48.488]  Have you noticed you're seeing high sales on your own website?
[01:07:48.628 --> 01:07:52.791]  Not at the sales site, preparewithalex.com, where you get that additional savings.
[01:07:53.012 --> 01:07:56.774]  We were having already big sales at the regular price at m4store.com.
[01:07:56.814 --> 01:07:57.715]  I said, yeah, I noticed that.
[01:07:58.075 --> 01:08:00.998]  They said, well, we have the food on hand.
[01:08:01.980 --> 01:08:05.101]  And we're ready to ship it out within a day or so, depending on what the order is.
[01:08:05.501 --> 01:08:07.961]  Some stuff's specialty foods, they've got a package right there at the time.
[01:08:08.322 --> 01:08:09.862]  But most of it's pre-packed, ready to go.
[01:08:11.402 --> 01:08:14.783]  And they said, you know, do you want us to extend that sale a few days?
[01:08:14.803 --> 01:08:19.064]  And I said, yeah, do it until the 8th of January, and then that's it.
[01:08:20.084 --> 01:08:22.785]  So they hadn't done a sale in years until earlier this year, they've done three of them.
[01:08:23.825 --> 01:08:26.866]  This is their last sale, it's the last time to get the lower prices.
[01:08:28.243 --> 01:08:32.326]  2020 prices and the sale, save up to $850, depending on what food package you get.
[01:08:34.587 --> 01:08:53.440]  You've got eight days, 14 hours, 22 minutes, 33 seconds to get your order in on one week, one month, three months, six months, one year, specialty foods, water filters, air filters, there's all big savings at preparewithalex.com.
[01:08:54.201 --> 01:08:55.462]  Preparewithalex.com.
[01:08:58.697 --> 01:09:01.219]  And then finally, we have a bunch of products back in.
[01:09:01.299 --> 01:09:03.961]  We've got pollen blocks sold out for eight months because of the lockdown.
[01:09:04.021 --> 01:09:04.981]  The economy couldn't get it.
[01:09:05.502 --> 01:09:06.282]  It's back in stock.
[01:09:06.843 --> 01:09:08.004]  France has been totally shut down.
[01:09:08.044 --> 01:09:12.567]  That's where the special quail eggs that make it come from that target the natural antihistamine in it.
[01:09:14.363 --> 01:09:17.024]  We've got X2, the good halogen, sold out for months back in stock.
[01:09:17.825 --> 01:09:20.486]  We've got Super Mel Vitality, sold out for months back in stock.
[01:09:20.986 --> 01:09:26.348]  And of course, we've got Living Defense, the great next-level probiotic to flush out your guts and make them healthy that people love.
[01:09:26.729 --> 01:09:30.450]  Five-star reviews, that's back in stock at infowarstore.com.
[01:09:30.910 --> 01:09:34.472]  And Winter Sun is yet again, vitamin D3, selling out very, very quickly.
[01:09:34.912 --> 01:09:36.073]  All right, I'm done plugging!
[01:09:37.133 --> 01:09:41.015]  Probably for the day, but right now, let's just rampage through your calls.
[01:09:41.415 --> 01:09:43.016]  Rick in Massachusetts, you're on the air.
[01:09:45.342 --> 01:09:54.827]  Hey Alex, I just wanted to let you know I really believe this is part of a much bigger agenda as far as militarily.
[01:09:56.548 --> 01:10:13.796]  I believe that basically if Biden is installed and they were able to push off the rollout of the vaccine, I believe that they would have waited
[01:10:15.200 --> 01:10:22.943]  If they could, which is why they were trying to push that and say, oh, it's not going to be out in time, to try to give it to our military first.
[01:10:24.123 --> 01:10:28.724]  I believe that they're giving it to the old people so they can hold it from showing.
