[00:00:09.747 --> 00:00:10.169]  Oh, no.
[01:06:07.475 --> 01:06:19.549]  Ladies and gentlemen, thank you so much for joining us.
[01:06:19.549 --> 01:06:28.579]  We're here into the second hour right now and we're looking at some of the graphs that came out in March with CDC numbers out of New York.
[01:06:30.216 --> 01:06:36.379]  Heart disease, cancer, accidents, strokes, Alzheimer's, flu, homicide, etc.
[01:06:36.379 --> 01:06:43.603]  were all put in the COVID-19 column and they all reported zero.
[01:06:43.603 --> 01:06:53.067]  So there were no heart attacks, cancer, car accidents, Alzheimer's, flu, murders.
[01:06:53.067 --> 01:06:58.290]  Because from mid-March through mid-April, they just took those numbers and put them there.
[01:07:00.134 --> 01:07:01.875]  Mirroring the year before's numbers.
[01:07:01.875 --> 01:07:03.236]  And that's how these numbers work.
[01:07:03.236 --> 01:07:06.278]  They're very close year in, year out.
[01:07:06.278 --> 01:07:12.663]  But we didn't just want to go off of that.
[01:07:12.663 --> 01:07:17.506]  I hired a well-respected statistician here in Texas.
[01:07:17.506 --> 01:07:19.267]  There's an article dealing with it.
[01:07:19.267 --> 01:07:24.851]  Pandemic CDC stats show flu deaths dropped as COVID deaths increased.
[01:07:28.336 --> 01:07:40.786]  You can go through and see the methodology, see the numbers, and then you can click on those and go to the CDC and their own numbers that, remember, are also cooked inflating deaths.
[01:07:40.786 --> 01:07:45.129]  There's a lot of scams, but these are their own numbers proving their fraud.
[01:07:45.129 --> 01:07:47.971]  It's just even deeper than we can show you.
[01:07:47.971 --> 01:07:49.933]  Let's go ahead and go through some of these.
[01:07:49.933 --> 01:07:57.638]  Let's go to the new numbers from May and June and July and now going into August.
[01:07:58.496 --> 01:08:02.199]  Here's numbers for Arizona.
[01:08:02.199 --> 01:08:10.764]  And you can see how they just say there's no longer any influenza deaths there.
[01:08:10.764 --> 01:08:14.447]  Nobody's dying of flu suddenly.
[01:08:14.447 --> 01:08:15.628]  They tell you, oh, we don't know why.
[01:08:15.628 --> 01:08:17.189]  Worldwide, nobody's dying of flu.
[01:08:17.189 --> 01:08:18.209]  Must be wearing a mask.
[01:08:18.209 --> 01:08:18.690]  No.
[01:08:18.690 --> 01:08:19.650]  They just take the numbers.
[01:08:19.650 --> 01:08:21.191]  They don't count deaths as flu now.
[01:08:21.191 --> 01:08:22.993]  By the way, you read, they admit that's what they're doing.
[01:08:23.993 --> 01:08:28.355]  There's the numbers, there's the graphs, and they add it to the COVID-19.
[01:08:28.355 --> 01:08:31.557]  And notice how in graph after graph, as we go through U.S.
[01:08:31.557 --> 01:08:34.638]  states and even other countries, it's the same thing.
[01:08:34.638 --> 01:08:39.700]  They almost mirror each other because it's fraudulent, ladies and gentlemen.
[01:08:39.700 --> 01:08:48.645]  Now again, all of this is admitted that people that have gunshot wounds are counted in skydiving accidents and cancer and the flu, but here it is state by state to see it.
[01:08:50.529 --> 01:09:02.272]  A side-by-side with influenza deaths in Arizona, pneumonia deaths in Arizona, COVID-19, multiple causes of death, Arizona.
[01:09:02.272 --> 01:09:08.053]  And you see how suddenly it all spikes when they flip that switch.
[01:09:08.053 --> 01:09:14.315]  And this really happened in May, because they decided to start counting 15 people for every person that had COVID.
[01:09:15.350 --> 01:09:21.594]  They were going to count 15 people, they surmised have it, and that's why you see the skyrocketing numbers.
[01:09:21.594 --> 01:09:26.277]  Here's California, just like the last graph you saw out of Arizona.
[01:09:26.277 --> 01:09:34.983]  Influenza deaths, suddenly, completely, end.
[01:09:34.983 --> 01:09:37.845]  As the year starts.
[01:09:37.845 --> 01:09:38.725]  And then what happens?
[01:09:38.725 --> 01:09:39.826]  COVID deaths.
[01:09:39.826 --> 01:09:41.988]  And look at that, it almost matches.
[01:09:43.015 --> 01:09:48.457]  Because they simply moved the numbers over.
[01:09:48.457 --> 01:09:49.917]  Skipping ahead a few graphs.
[01:09:49.917 --> 01:09:52.418]  Let's look at Florida.
[01:09:52.418 --> 01:09:56.719]  Flu and COVID in Florida.
[01:09:56.719 --> 01:10:09.003]  And look how the flu during this peak time during the year suddenly completely drops and COVID shoots straight up.
[01:10:09.003 --> 01:10:11.864]  And it's the same thing over
[01:10:13.737 --> 01:10:14.097]  And over.
[01:10:14.097 --> 01:10:14.938]  Let's look at Texas.
[01:10:14.938 --> 01:10:17.420]  Let's give a few graphs ahead.
[01:10:17.420 --> 01:10:24.105]  By the way, I was just sent more by the statistician around the world and around the U.S., and it's even more detailed than we thought.
[01:10:24.105 --> 01:10:25.386]  So we're drilling into it.
[01:10:25.386 --> 01:10:26.948]  It's a lot to absorb.
[01:10:26.948 --> 01:10:29.810]  I'm trying to get the statistician to come on air.
[01:10:29.810 --> 01:10:30.671]  We've used him before.
[01:10:30.671 --> 01:10:32.212]  He's well known.
[01:10:32.212 --> 01:10:34.313]  And he's gotten a lot of heat when he said who he was.
[01:10:35.441 --> 01:10:40.085]  So we're just, you know, you see how they fire all these doctors or take their YouTubes away when they speak out?
[01:10:40.085 --> 01:10:42.167]  Because science is under attack.
[01:10:42.167 --> 01:10:43.408]  They say, trust the science.
[01:10:43.408 --> 01:10:47.031]  Well, here's CDC's own numbers.
[01:10:47.031 --> 01:10:51.354]  And here's Texas.
[01:10:51.354 --> 01:10:53.336]  Underlying cause of death.
[01:10:53.336 --> 01:10:55.978]  No influenza deaths now.
[01:10:55.978 --> 01:11:02.644]  Because you've got to take that mountain range of flu death, and you've now got to attribute it to that.
[01:11:04.206 --> 01:11:06.928]  The truth is they always exaggerate flu as well.
[01:11:06.928 --> 01:11:10.230]  Most of it's just really old people who die old age, their heart gives out, whatever.
[01:11:10.230 --> 01:11:11.350]  They don't want to do an autopsy.
[01:11:11.350 --> 01:11:12.291]  They die in a nursing home.
[01:11:12.291 --> 01:11:13.952]  They die under the knife in a hospital.
[01:11:13.952 --> 01:11:16.193]  They just say, oh, they didn't die from the surgery.
[01:11:16.193 --> 01:11:19.435]  They didn't die from the anesthesia.
[01:11:19.435 --> 01:11:20.416]  They died from flu.
[01:11:21.749 --> 01:11:24.851]  So now we don't hear about the fake 30,000 deaths of flu in the U.S.
[01:11:24.851 --> 01:11:27.452]  It's probably really like 5,000 every year.
[01:11:27.452 --> 01:11:31.654]  Now it's attributed those fake deaths, those deaths from other things, to COVID.
[01:11:31.654 --> 01:11:34.656]  So they've been running this trick for a long time.
[01:11:34.656 --> 01:11:40.639]  Now let me tell you from my own personal experience looking at statistics, what's really going on here.
[01:11:40.639 --> 01:11:44.902]  I know most people in my family who've died have died of pneumonia.
[01:11:46.547 --> 01:11:51.128]  My grandmother died of a lung infection at 92, a few years ago.
[01:11:51.128 --> 01:11:55.630]  My other grandmother, from complications with her lungs.
[01:11:55.630 --> 01:11:59.831]  My great uncle, my uncle, my cousin, all in the last 10 years, all died.
[01:11:59.831 --> 01:12:03.092]  I can keep talking about friends and family that died of pneumonia.
[01:12:03.092 --> 01:12:11.534]  The truth is, every fall and winter, the hospitals are filled with people dying of lung problems.
[01:12:12.762 --> 01:12:18.326]  And because of Particula and the major studies, because of all these new viruses and things, pneumonia is getting worse.
[01:12:18.326 --> 01:12:20.588]  And the drugs aren't working.
[01:12:20.588 --> 01:12:21.829]  So, let me explain something.
[01:12:21.829 --> 01:12:25.031]  COVID-19 is real.
[01:12:25.031 --> 01:12:35.019]  And that there has been an underlying surge in new lung diseases and lung viruses across the world.
[01:12:36.616 --> 01:12:38.257]  The atmosphere has been manipulated.
[01:12:38.257 --> 01:12:39.959]  There is particulate in it.
[01:12:39.959 --> 01:12:42.160]  There are all these new viruses, and almost all of them.
[01:12:42.160 --> 01:12:47.505]  Swine flu, bird flu, SARS, COVID-19 come out of China.
[01:12:47.505 --> 01:12:55.551]  That's because it's so dirty, so cramped, so debilitated, such bad nutrition, that just like a preschool, it's an incubator for disease.
[01:12:55.551 --> 01:12:59.754]  So there is major death from lung-borne diseases.
[01:12:59.754 --> 01:13:00.155]  My God!
[01:13:01.716 --> 01:13:03.397]  2019 is the latest numbers we have.
[01:13:03.397 --> 01:13:05.619]  Look it up.
[01:13:05.619 --> 01:13:09.001]  1.4 million people.
[01:13:09.001 --> 01:13:16.146]  1.4 million people died in the United States from tuberculosis.
[01:13:16.146 --> 01:13:18.547]  And the number is set to be even higher.
[01:13:18.547 --> 01:13:20.508]  Because it's drug-resistant.
[01:13:20.508 --> 01:13:21.509]  People can't get treatment.
[01:13:21.509 --> 01:13:22.169]  They're dying.
[01:13:22.169 --> 01:13:24.511]  And people are coming in across the border and aren't even being tested.
[01:13:24.511 --> 01:13:30.015]  And they're putting little kids in school with your kids and not even treating the little kids that are sick or your kids.
[01:13:30.899 --> 01:13:36.605]  They care if whether they were behind chain link fences when they came in at a facility being checked.
[01:13:36.605 --> 01:13:39.107]  That's why they said, okay, we won't even check them for medical problems anymore.
[01:13:39.107 --> 01:13:41.369]  We don't want to be racist.
[01:13:41.369 --> 01:13:43.531]  But see, the globalists love disease.
[01:13:43.531 --> 01:13:44.652]  They love depopulation.
[01:13:45.404 --> 01:13:46.885]  And the numbers all show that.
[01:13:46.885 --> 01:13:50.787]  Influenza deaths, 12-week number, goes down to almost zero.
[01:13:50.787 --> 01:13:51.988]  COVID skyrockets.
[01:13:51.988 --> 01:13:57.011]  It's the same in every state, ladies and gentlemen, because they follow the United Nations edict.
[01:13:57.011 --> 01:14:00.834]  Then the CDC and NIH follow that, because the doctors don't want to get in trouble.
[01:14:00.834 --> 01:14:02.115]  It's false policy.
[01:14:02.115 --> 01:14:02.575]  It's fraud.
[01:14:05.029 --> 01:14:07.611]  This is a Corona Crisis Self-Reliance Alert.
[01:14:07.611 --> 01:14:16.158]  If you're worried about the power grid in the current crisis and want to generate your own supply of off-the-grid electrical power, just in case, pay close attention.
[01:14:16.158 --> 01:14:17.158]  Here's why.
[01:14:17.158 --> 01:14:21.662]  A limited supply of solar backup generators will be available again in the next two weeks.
[01:14:22.142 --> 01:14:28.050]  These emergency backup systems provide life-saving electrical backup power when you get off the grid.
[01:14:28.050 --> 01:14:37.323]  And unlike gas generators, these solar generators run quietly, emit no fumes, and produce an endless supply of free electricity from the sun.
[01:14:37.323 --> 01:14:39.126]  Dangerous weather, social unrest,
[01:14:39.446 --> 01:14:47.273]  Or overloaded grids this summer will not be a problem if you go to MySolarBackup.com and get your solar backup generator.
[01:14:47.273 --> 01:14:52.538]  We regret that supplies are limited and only available on a first come, first serve basis.
[01:14:52.538 --> 01:14:55.441]  Check availability at MySolarBackup.com.
[01:14:55.441 --> 01:14:58.084]  Never suffer painful power outages again.
[01:14:58.084 --> 01:15:00.346]  Go to MySolarBackup.com.
[01:15:00.346 --> 01:15:02.408]  That's MySolarBackup.com.
[01:15:03.834 --> 01:15:12.678]  Hey self-reliance gardeners, now that you've got your crisis garden planted, the next step is to make sure all your vegetables are going to grow like crazy the rest of the summer.
[01:15:12.678 --> 01:15:24.124]  For that, you'll need an all-natural, full-spectrum plant food that works to not only maximize nutritional uptake for you and your family, but is also guaranteed to make your fruits and vegetables actually taste better.
[01:15:24.124 --> 01:15:30.167]  The name of the product is Proto-Gro, a proprietary blend of bioactive superfoods for plants.
