[00:00:05.603 --> 00:00:07.105]  Mark your calendars.
[01:26:50.824 --> 01:26:51.845]  And I salute and thank you.
[01:27:01.636 --> 01:27:04.727]  Where the hell did this water come from?
[01:27:04.727 --> 01:27:07.336]  Where did it come from?
[01:27:10.123 --> 01:27:12.324]  InfoWarsTore.com.
[01:27:12.324 --> 01:27:16.626]  We can't survive without pure, clean drinking water.
[01:27:16.626 --> 01:27:22.569]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[01:27:22.569 --> 01:27:30.412]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[01:27:30.412 --> 01:27:30.512]  Mmm!
[01:27:32.073 --> 01:27:35.155]  Mmm, yummy in my tummy.
[01:27:35.155 --> 01:27:45.901]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWarsTore.com.
[01:27:45.901 --> 01:27:48.862]  InfoWarsTore.com.
[01:27:48.862 --> 01:27:55.966]  Other systems, just don't compare.
[01:27:55.966 --> 01:27:58.568]  You're listening to the Alex Jones Show.
[01:28:12.293 --> 01:28:14.695]  You are listening to a Frontline Report.
[01:28:14.695 --> 01:28:19.018]  You are listening to an InfoWars.com Frontline Report.
[01:28:19.018 --> 01:28:25.022]  If you are receiving this transmission, you are the resistance.
[01:28:25.022 --> 01:28:32.948]  Riders on the storm.
[01:28:32.948 --> 01:28:34.729]  Riders on the storm.
[01:28:34.729 --> 01:28:36.190]  Riders on the storm.
[01:28:41.966 --> 01:28:44.607]  Into this house we're born.
[01:28:44.607 --> 01:28:46.668]  To this world we're thrown.
[01:28:46.668 --> 01:28:48.970]  Into this world we're thrown.
[01:28:48.970 --> 01:28:50.931]  Fired like an arrow.
[01:28:50.931 --> 01:28:55.133]  Like a dog without a bone and packer out on loan.
[01:28:55.133 --> 01:28:57.274]  Riders on this road.
[01:28:57.274 --> 01:29:00.395]  It has no more control over itself than the man on the moon.
[01:29:00.395 --> 01:29:01.816]  There's a killer on the road.
[01:29:01.816 --> 01:29:04.858]  Once this trajectory has been chosen and once it's been loosed.
[01:29:04.858 --> 01:29:06.859]  His brain is squirming like a toad.
[01:29:06.859 --> 01:29:09.060]  You can only go with your destiny or deny it.
[01:29:12.833 --> 01:29:15.114]  Let your children play.
[01:29:15.114 --> 01:29:22.358]  So if you give the globalists a ride, you're going to die.
[01:29:22.358 --> 01:29:24.079]  All right.
[01:29:24.079 --> 01:29:32.503]  I had intended to do the whole show last night on the COVID-19 hoax coming down because that's the key to stopping world depression.
[01:29:32.503 --> 01:29:33.744]  Hundreds of millions starving to death.
[01:29:35.080 --> 01:29:37.400]  But I don't just say that like we're superheroes fighting it.
[01:29:37.400 --> 01:29:39.181]  It totally freaks me out.
[01:29:39.181 --> 01:29:46.242]  I have nightmares over the fact this is a global depopulation operation and that we're not stopping.
[01:29:46.242 --> 01:29:48.143]  You talk about karma.
[01:29:48.143 --> 01:29:49.563]  You talk about reap what you sow.
[01:29:49.563 --> 01:29:51.543]  We know this.
[01:29:51.543 --> 01:29:59.865]  It's one thing to be evil and not care or be part of it, but to know it and not do enough to stop it or die trying,
[01:30:02.233 --> 01:30:06.578]  If I get measured by God as not doing enough, I mean, I'm guilty.
[01:30:06.578 --> 01:30:22.675]  So I shake, not at the New World Order, but I shake in God's presence that, from the words, or the information, or all of it, it's all public, to look, stop this, it's a damn nightmare!
[01:30:28.891 --> 01:30:32.472]  So I shouldn't drift off into fantasies about slitting the globalist's throats.
[01:30:32.472 --> 01:30:35.592]  I should realize that our weakness has allowed them to do this.
[01:30:35.592 --> 01:30:37.393]  We are the ones that have to get strong.
[01:30:37.393 --> 01:30:38.573]  We're the problem.
[01:30:38.573 --> 01:30:39.513]  I'm the problem.
[01:30:39.513 --> 01:30:40.253]  You're the problem.
[01:30:40.253 --> 01:30:44.354]  Let's be honest about it.
[01:30:44.354 --> 01:30:48.835]  And I was intended to cover that and then Roger was ready to do this big interview, so we did that.
[01:30:48.835 --> 01:30:50.215]  That was powerful.
[01:30:50.215 --> 01:30:51.935]  And DrugsReport.com, link to it.
[01:30:51.935 --> 01:30:52.995]  It's important.
[01:30:52.995 --> 01:30:56.176]  She's a political prisoner and repudiating the whole Russiagate lie is important.
[01:30:58.168 --> 01:31:17.832]  But then right before the show, I saw these articles, and I already knew the backstory, but to see it in Bild and Der Spiegel and DW and on the major national German TV that 30,000 people, most of them government officials and bureaucrats in child protective services, are under investigation for pedophilia.
[01:31:17.832 --> 01:31:20.173]  I mean, actually keeping children, having sex with them.
[01:31:28.029 --> 01:31:30.170]  Look at that, BBC News.
[01:31:30.170 --> 01:31:32.592]  BBC's run by pedophiles on record.
[01:31:32.592 --> 01:31:37.014]  Germany investigates 30,000 suspects over pedophile network.
[01:31:37.014 --> 01:31:49.502]  As I told you two weeks ago, breathlessly, that comes out of the DW.com, Berlin authorities placed children with pedophiles for 30 years, thousands of them per city.
[01:31:49.502 --> 01:31:54.145]  And they would run a brothel for sex with children as young as five.
[01:31:56.172 --> 01:32:00.575]  So that government officials could come screw children.
[01:32:00.575 --> 01:32:02.956]  It's not enough to just talk about these people.
[01:32:02.956 --> 01:32:09.601]  If they don't go to prison or get executed, what are we going to do?
[01:32:09.601 --> 01:32:15.344]  I mean, it's really reached that point, hasn't it?
[01:32:15.344 --> 01:32:15.965]  They're vampires.
[01:32:17.202 --> 01:32:22.424]  And if you read Bram Stoker's Dracula, that's actually based on the religion of the globalists.
[01:32:22.424 --> 01:32:41.332]  There's not real vampires that live forever, but there's a bloodline that they believe lives forever, that goes back to Transylvania, that went through German royalty that became the British royalty, and the House of Dracula, Count Dracula, Vlad the Impaler, and they do drink blood, and they do have sex with children, and what does Dracula at the beginning of Bram Stoker's Dracula do?
[01:32:41.932 --> 01:32:48.337]  He's got babies delivered to him that have been kidnapped for his brides to drink their blood.
[01:32:48.337 --> 01:32:53.620]  What do you think a black Sabbath is?
[01:32:53.620 --> 01:32:56.683]  You drink a blood, a baby's blood.
[01:32:56.683 --> 01:32:58.264]  You have a sex orgy and it's blood.
[01:32:58.264 --> 01:33:00.205]  I mean, I don't want to tell you about this type of stuff.
[01:33:00.205 --> 01:33:02.186]  This is mainline research.
[01:33:02.186 --> 01:33:02.827]  This is not debated.
[01:33:05.728 --> 01:33:09.389]  And you need to understand, folks, that they're not just having sex with kids.
[01:33:09.389 --> 01:33:10.669]  They're capping them.
[01:33:10.669 --> 01:33:15.531]  And they're torturing the living hell out of them before they die.
[01:33:15.531 --> 01:33:24.353]  Sometimes they can suck their blood with lances cutting into them for up to two days.
[01:33:24.353 --> 01:33:27.594]  And they love the children to bang and cry and scream for mommy.
[01:33:27.594 --> 01:33:33.976]  And I don't want to tell you about all this, but these people need killing, don't they?
[01:33:36.587 --> 01:33:40.129]  And they will.
[01:33:40.129 --> 01:33:43.570]  But if we go off half-cocked, they'll be the victim and get away with it.
[01:33:43.570 --> 01:33:52.194]  We have to walk softly, carry a big stick, be as wise as a serpent, peaceful as a dove, until God delivers judgment.
[01:33:52.194 --> 01:33:56.396]  And you'll know when that moment is, and we will be the implements of the judgment.
[01:33:56.396 --> 01:34:01.338]  God's hand picks us up like the dagger and thrusts it into the enemy's throat.
[01:34:01.338 --> 01:34:03.259]  But we do not direct it.
[01:34:03.259 --> 01:34:05.500]  And you'll know, you'll know the time.
[01:34:12.793 --> 01:34:15.955]  And when the time comes, it's important not to torture these people.
[01:34:15.955 --> 01:34:19.096]  You dispatch them like you dispatch a rattlesnake.
[01:34:19.096 --> 01:34:21.237]  I hate to put it on a rattlesnake or a cockroach.
[01:34:21.237 --> 01:34:23.538]  You step on them.
[01:34:23.538 --> 01:34:25.839]  And you move on.
[01:34:25.839 --> 01:34:33.903]  But they will die.
[01:34:33.903 --> 01:34:36.004]  But think about the quickening.
[01:34:36.004 --> 01:34:36.805]  There is so much
[01:34:38.456 --> 01:34:43.217]  Galactic news happening and it's gonna get crazier tomorrow and crazier the next day.
[01:34:43.217 --> 01:34:47.639]  So all I can tell you is get right with God.
[01:34:47.639 --> 01:34:52.220]  DW.com, Berlin authorities place children with pedophiles for 30 years.
[01:34:52.220 --> 01:34:54.761]  German authorities place homeless children with known pedophiles.
[01:34:54.761 --> 01:34:57.882]  They call them homeless, they took them from their Christian families.
[01:34:57.882 --> 01:35:05.724]  German investigation, DW.com, 30,000 potential suspects in pedophile probe nationwide.
[01:35:08.459 --> 01:35:14.082]  And you read deeper, government-directed.
[01:35:14.082 --> 01:35:25.969]  Pedophiles might be one-tenth of one percent, but they get power, and they bring their people in, and finally, they bring all their people in, and they use litmus tests, political correctness, to decide who can be in and who can be out.
[01:35:25.969 --> 01:35:26.970]  That's just their cover.
[01:35:26.970 --> 01:35:33.354]  But behind the scenes, you take one look, I mean, everybody knows, without saying names of people, but when you look at the
[01:35:34.304 --> 01:35:35.986]  Well, let's just say the mayor of New York.
[01:35:35.986 --> 01:35:37.487]  I mean, let him keep your kids.
[01:35:37.487 --> 01:35:39.509]  I mean, that is a big fat demon right there.
[01:35:39.509 --> 01:35:40.730]  Looks just like Sandusky.
[01:35:40.730 --> 01:35:42.492]  They all look like Sandusky.
[01:35:42.492 --> 01:35:44.974]  Guys, put Sandusky on screen.
[01:35:44.974 --> 01:35:46.575]  They all got that zombie look.
[01:35:46.575 --> 01:35:47.436]  They're gone, man.
[01:35:47.436 --> 01:35:49.118]  Those are ghouls.
[01:35:49.118 --> 01:35:56.865]  But remember, a Sandusky is nothing but a Renfield.
[01:35:56.865 --> 01:35:59.908]  They deliver the children to the Dracula's.
[01:36:02.932 --> 01:36:04.973]  And I'm just going to tell you what a Dracula looks like.
[01:36:04.973 --> 01:36:06.494]  I'm not saying he's one.
[01:36:06.494 --> 01:36:09.055]  I'm just going to tell you what a Dracula looks like.
[01:36:09.055 --> 01:36:12.676]  Renfields all have that enslaved, little ferret, rat-like look.
[01:36:12.676 --> 01:36:13.757]  Black, white, old, young.
[01:36:13.757 --> 01:36:15.958]  They look like that.
[01:36:15.958 --> 01:36:23.061]  Draculas look like Sacha Baron Cohen.
[01:36:23.061 --> 01:36:27.783]  When you look at him at the ADL, or you look at... Hitler looks like a Dracula.
[01:36:27.783 --> 01:36:29.064]  Stalin looked like a Dracula.
[01:36:29.064 --> 01:36:30.084]  Lenin was a Dracula.
[01:36:30.084 --> 01:36:30.965]  Mao was a Dracula.
[01:36:31.988 --> 01:36:33.809]  They got that look, man.
[01:36:33.809 --> 01:36:35.269]  That's a predator right there.
[01:36:35.269 --> 01:36:37.190]  Now he may not want your kids.
[01:36:37.190 --> 01:36:38.850]  He just wants your speech and your freedom.
[01:36:38.850 --> 01:36:40.931]  Wants to put you in a prison.
[01:36:40.931 --> 01:36:55.356]  But when you look at him, you better get a chill down your spine because he's sworn to destroy you and your family.
[01:36:55.356 --> 01:36:58.458]  Now remember that.
[01:36:58.458 --> 01:36:59.598]  You gonna bow down to Dracula?
[01:37:01.852 --> 01:37:03.113]  What's Dracula not like?
[01:37:03.113 --> 01:37:05.174]  Dracula doesn't like the light of day.
[01:37:05.174 --> 01:37:06.235]  Doesn't like truth.
[01:37:06.235 --> 01:37:07.295]  Doesn't like God.
[01:37:07.295 --> 01:37:09.657]  Doesn't like being exposed.
[01:37:09.657 --> 01:37:11.178]  What else is Dracula not like?
[01:37:11.178 --> 01:37:12.158]  Healthy things.
[01:37:12.158 --> 01:37:14.520]  Nutrients.
[01:37:14.520 --> 01:37:17.321]  All the old lifetales are an archetype.
[01:37:17.321 --> 01:37:18.062]  Garlic.
[01:37:18.062 --> 01:37:18.822]  What's good for your body?
[01:37:18.822 --> 01:37:19.562]  What's good for your blood?
[01:37:19.562 --> 01:37:22.124]  What's good for everything, buddy?
[01:37:22.124 --> 01:37:23.005]  What else does he not like?
[01:37:23.005 --> 01:37:23.905]  Doesn't like Christianity.
[01:37:23.905 --> 01:37:24.405]  The cross.
[01:37:24.405 --> 01:37:24.806]  Christ.
[01:37:24.806 --> 01:37:25.266]  Sacrifice.
[01:37:27.844 --> 01:37:29.866]  Holiness, blessing, praying.
[01:37:29.866 --> 01:37:31.448]  Yeah, look at John D. Rockefeller.
[01:37:31.448 --> 01:37:35.312]  I mean, if that ain't Nosferatu, baby, what ain't?
[01:37:35.312 --> 01:37:37.454]  What is?
