[00:00:06.159 --> 00:00:06.820]  She just died?
[01:56:39.013 --> 01:56:43.074]  Oh, this dirty commie is way outnumbered and outmatched and thrown to the ground!
[01:56:43.094 --> 01:56:44.435]  Uh-oh, and then the mount.
[01:56:45.175 --> 01:56:45.395]  Oh!
[01:56:45.555 --> 01:56:46.876]  One, two bitch slaps!
[01:56:47.336 --> 01:56:48.597]  You gonna act like a bitch?
[01:56:48.857 --> 01:56:50.357]  You're gonna get bitch slapped.
[01:56:50.677 --> 01:56:52.038]  And then the little whine at the end.
[01:56:52.058 --> 01:56:53.698]  Oh, just one last shove with the left hand.
[01:56:53.718 --> 01:56:54.919]  Look at the slow motion replay.
[01:56:55.479 --> 01:56:57.400]  Easily down with a forearm shimmy.
[01:56:57.440 --> 01:56:59.041]  Not hard to push over that feather.
[01:56:59.402 --> 01:57:01.803]  And then the big man is gonna move in slowly.
[01:57:02.384 --> 01:57:04.385]  And here you see bitch slap one, bitch slap two.
[01:57:04.445 --> 01:57:05.726]  Mask goes flying.
[01:57:05.746 --> 01:57:07.347]  Yep, that's what you get.
[01:57:07.387 --> 01:57:09.368]  You wear a mask, you get bitch slapped.
[01:57:09.808 --> 01:57:11.229]  You're a dirty commie in the streets.
[01:57:11.269 --> 01:57:12.890]  And then the American flag letting him know.
[01:57:13.210 --> 01:57:15.292]  Yeah, he's gonna go crying home to mommy.
[01:57:15.612 --> 01:57:18.534]  He's gonna need an ice pack, maybe a juice pack as well.
[01:57:23.661 --> 01:57:25.202]  We're back on the streets of New York City.
[01:57:25.262 --> 01:57:26.403]  Swing and a miss!
[01:57:26.723 --> 01:57:28.825]  Oh, smoke grenade comes in from the police.
[01:57:29.245 --> 01:57:30.906]  He thinks he's gonna be a tough guy.
[01:57:31.226 --> 01:57:32.727]  Tries to kick it back.
[01:57:32.767 --> 01:57:33.308]  Nutmeg!
[01:57:33.428 --> 01:57:34.849]  And then, oh!
[01:57:34.909 --> 01:57:36.550]  The groin split right there.
[01:57:36.950 --> 01:57:39.031]  Yeah, he did not stretch before this one.
[01:57:39.091 --> 01:57:39.992]  Did not warm up.
[01:57:40.092 --> 01:57:41.513]  As you can see, nutmegs himself.
[01:57:41.613 --> 01:57:42.894]  Then pulls the groin.
[01:57:43.354 --> 01:57:47.257]  If he didn't have that face mask on, you'd be seeing the pain, no doubt.
[01:58:15.962 --> 01:58:22.386]  No, he's gonna need a wheelchair or at least a crutch, as even the dog is laughing.
[01:58:22.687 --> 01:58:23.807]  Let's see that again.
[01:58:23.827 --> 01:58:26.169]  As you can see, down in a heap.
[01:58:26.649 --> 01:58:27.870]  Down in a heap.
[01:58:28.310 --> 01:58:34.815]  From the white Ford Explorer, surely he's gonna blame white supremacy for this one, but down in a heap.
[01:58:34.995 --> 01:58:38.237]  As the onlookers are shocked and stunned.
[01:58:38.497 --> 01:58:44.522]  Shocked and stunned that a car would be in the road and have no shame or guilt in running over a dirty commie.
[01:58:45.402 --> 01:58:47.223]  We go back out to the West Coast now.
[01:58:47.263 --> 01:58:48.644]  The police have had enough of these days.
[01:58:48.764 --> 01:58:50.806]  Antifa here in Portland.
[01:58:51.066 --> 01:58:52.087]  Commie West Coast.
[01:58:52.127 --> 01:58:53.508]  And they are moving in fast.
[01:58:53.648 --> 01:58:54.148]  Oh my.
[01:58:54.248 --> 01:58:55.769]  Oh, we've got some pepper spray.
[01:58:56.210 --> 01:58:56.950]  And there you go.
[01:58:57.090 --> 01:59:02.754]  Antifa beginning to retreat the 40-time record speed when the police move in like this.
[01:59:02.854 --> 01:59:07.097]  And they have cleared the streets here very quickly, ladies and gentlemen.
[01:59:07.157 --> 01:59:11.080]  All it takes is a little force and Antifa goes crying home to mommy.
[01:59:11.360 --> 01:59:13.281]  They've got hot pockets in the microwave.
[01:59:13.301 --> 01:59:14.222]  They're gonna wolf down.
[01:59:14.662 --> 01:59:21.585]  It's a high-activity event here for Antifa to deal with the police, so a hot pocket when they get home is their sustenance.
[01:59:22.005 --> 01:59:24.626]  All right, ladies and gentlemen, the police do their job here.
[01:59:24.966 --> 01:59:26.606]  We've done our job here as well.
[01:59:27.046 --> 01:59:32.588]  It's Antifa Friday Night SmackDown, live on Band.Video.
[01:59:32.628 --> 01:59:42.592]  Tune in next week, where Shirley, the Crazies, the Commies, the Antifa Dirtbags are gonna be pounding walls, getting their faces smashed in by Patriots,
[01:59:42.932 --> 01:59:48.900]  And probably losing a few teeth or maybe even a nut when a police fires a splash grenade in their direction.
[01:59:49.121 --> 01:59:53.026]  We'll see you next Friday for Friday Night Antifa Smackdown!
