[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[01:06:34.737 --> 01:06:35.958]  So much has happened, so much has unfolded.
[01:06:35.978 --> 01:06:38.359]  Now the vaccine's rolling out, people are dying from the vaccine.
[01:07:01.454 --> 01:07:04.397]  South Korea, in Switzerland, in Germany.
[01:07:04.717 --> 01:07:07.420]  There's reports of them covering up deaths here in the U.S.
[01:07:07.500 --> 01:07:11.323]  There's all these ER head doctors collapsing, nurses collapsing.
[01:07:12.284 --> 01:07:13.826]  People are getting Bell's palsy.
[01:07:13.966 --> 01:07:22.393]  I want somebody who's really got her nose to the grindstone as a registered nurse watching all this, who's also got her big conference coming up for nurses that was going to be in Florida.
[01:07:22.694 --> 01:07:23.655]  Now it's going to be in D.C.
[01:07:23.715 --> 01:07:24.295]  on the 6th.
[01:07:24.756 --> 01:07:26.697]  I look forward to hopefully meeting her in person.
[01:07:27.731 --> 01:07:32.993]  Yeah, it's history repeating itself, you know, and that's why a lot of us have been very outspoken to stop this from happening.
[01:07:46.383 --> 01:07:49.446]  It's really hard to get people to actually listen and pay attention.
[01:07:49.526 --> 01:07:55.691]  But the more that this is happening, the more people are really starting to listen.
[01:07:55.771 --> 01:08:01.275]  You know, we're looking around and, you know, you were talking about Luke Letlow a little bit ago.
[01:08:01.295 --> 01:08:04.098]  I mean, that likely could have been avoided.
[01:08:04.438 --> 01:08:12.585]  You know, I don't know the details of everything, but obviously we knew the ventilators are literally killing people.
[01:08:12.885 --> 01:08:16.108]  And that's ultimately, I think, what ended up killing him.
[01:08:19.744 --> 01:08:23.007]  I could ask a million questions, but you're really the expert.
[01:08:23.948 --> 01:08:27.332]  Being a nurse, being on the front lines, you were at the epicenter of the epicenter.
[01:08:27.352 --> 01:08:29.174]  Your book is of that title.
[01:08:29.294 --> 01:08:34.579]  Explain to people the hospital you were in and what you saw, and then moving it forward 10 months, what you're witnessing now.
[01:08:36.441 --> 01:08:41.526]  Well, I was in New York at Elmhurst Hospital, so that was known as the epicenter of the epicenter, I guess.
[01:08:43.877 --> 01:08:46.719]  Ultimately, it was kind of an assembly line to a body bag.
[01:08:46.759 --> 01:08:51.522]  These patients would come in with symptoms of whatever.
[01:08:51.542 --> 01:08:54.204]  I mean, it honestly really didn't matter at that point.
[01:08:54.244 --> 01:09:11.675]  They were considered COVID patients and, you know, shuttled off to floors, you know, mismanaged treatment and protocols that were knowingly killing these patients, ultimately putting them on ventilators and they'd end up, you know, in the freezer trucks in the back.
[01:09:12.225 --> 01:09:14.528]  And, you know, they weren't dying from COVID.
[01:09:14.548 --> 01:09:22.056]  They were dying from the treatments, the medications, the medications that they wouldn't use.
[01:09:22.076 --> 01:09:24.539]  You know, they refused any alternative treatments.
[01:09:24.579 --> 01:09:30.145]  It was ventilators, sedatives, paralytics, and, you know, just drugs.
[01:09:30.425 --> 01:09:33.168]  They just drugged them up till their bodies couldn't handle it anymore.
[01:09:33.968 --> 01:09:36.489]  And, um, you know, this is still happening.
[01:09:52.077 --> 01:09:55.139]  But still were intubated and were basically killed.
[01:09:55.219 --> 01:09:58.041]  I mean, it doesn't get more dramatic than this.
[01:09:58.081 --> 01:10:02.204]  And you're talking to other health care providers about what's going on and how scandalous this is.
[01:10:02.504 --> 01:10:03.365]  This isn't a movie.
[01:10:03.385 --> 01:10:07.267]  This isn't some made-for-TV shocker about a crazy hospital where they're killing people.
[01:10:07.607 --> 01:10:09.649]  This is a systematic operation.
[01:10:11.990 --> 01:10:12.330]  It is.
[01:10:12.591 --> 01:10:14.252]  And it's still going on.
[01:10:14.672 --> 01:10:15.352]  And they know it.
[01:10:15.553 --> 01:10:16.393]  That's the problem.
[01:10:16.673 --> 01:10:19.575]  They know they're killing these patients.
[01:10:19.835 --> 01:10:20.456]  First of all,
[01:10:21.089 --> 01:10:33.813]  You know, they're not even listening to us, you know, and so I really, really appreciate, I mean, you putting this out there and, you know, other nurses and doctors coming forward, but ultimately they censor us.
[01:10:33.853 --> 01:10:37.194]  They are censoring us so hard that we have to take it boots on the ground.
[01:10:37.514 --> 01:10:40.975]  And, you know, this is how we're going to stop it.
[01:10:41.115 --> 01:10:44.556]  And hopefully this will wake up a lot more patriots.
[01:10:44.836 --> 01:10:46.757]  Like the, we, we have to stop this.
[01:10:47.728 --> 01:10:52.612]  Because every single day we're watching the news and there's more and more people dying and it's unnecessary.
[01:10:52.672 --> 01:10:53.773]  They don't have to die.
[01:10:53.933 --> 01:10:55.434]  People don't have to die.
[01:10:55.454 --> 01:11:01.098]  This is treatable.
[01:11:01.138 --> 01:11:03.620]  Honestly, it's very unnecessary and it's awful.
[01:11:03.960 --> 01:11:06.883]  It does feel like a movie, but it's not.
[01:11:07.183 --> 01:11:12.627]  This is where our world is right now and we're at a very, very slippery slope.
[01:11:14.517 --> 01:11:22.220]  This can go in a very bad direction very quickly if people don't, you know, start researching and speaking up and getting involved, you know.
[01:11:22.240 --> 01:11:22.581]  You're right.
[01:11:22.621 --> 01:11:24.481]  This is an authoritarian takeover.
[01:11:24.502 --> 01:11:30.784]  When we come back, ER nurse tests positive for COVID-19, eight days after receiving it, says, what's the point?
[01:11:31.004 --> 01:11:34.246]  Well, Pfizer and Moderna have told us this won't protect you from COVID.
[01:11:34.446 --> 01:11:36.027]  They've told us it won't stop you spreading it.
[01:11:36.347 --> 01:11:38.208]  That's why Bill Gates says you gotta take five a year.
[01:11:38.528 --> 01:11:39.488]  So what is the point?
[01:11:39.628 --> 01:11:40.389]  It's a problem?
[01:11:41.405 --> 01:11:42.805]  In search of a solution.
[01:11:43.285 --> 01:11:44.346]  And there is no solution.
[01:11:44.406 --> 01:11:46.046]  It's the perfect corporate takeover.
[01:11:48.747 --> 01:11:48.987]  Yeah.
[01:11:49.307 --> 01:11:51.667]  I mean, why would they want to fix something like this?
[01:11:51.787 --> 01:11:52.608]  This is the plan.
[01:11:52.948 --> 01:11:57.329]  You know, the system is not built to help people.
[01:11:57.729 --> 01:12:01.890]  You know, the system is built and it's working exactly how it's built.
[01:12:02.410 --> 01:12:03.170]  It's intended
[01:12:03.652 --> 01:12:03.993]  Yeah.
[01:12:13.211 --> 01:12:17.554]  Well, that's right.
[01:12:17.574 --> 01:12:21.917]  Going back 20 years ago, many medical schools got rid of the Hippocratic Oath of Hippocrates, as you know.
[01:12:22.238 --> 01:12:22.918]  Do no harm.
[01:12:23.358 --> 01:12:25.400]  Because we've seen a lot of medical tyrannies throughout history.
[01:12:25.480 --> 01:12:27.241]  We've seen the priest clasped of doctors.
[01:12:27.682 --> 01:12:33.546]  Many cultures would become abusive because they had the hidden knowledge, and they would use it against the people, even the royalty.
[01:12:34.006 --> 01:12:43.733]  And so we're right back there again with a medical tyranny, a world ID, a corporate takeover, wanting to force us to take things in our bodies and claiming they have liability protection from that.
[01:12:43.993 --> 01:12:45.475]  That's a godlike power, isn't it?
[01:12:47.096 --> 01:12:52.760]  Well, yeah, I mean, the oath, the Hippocratic Oath is long gone in the health care system.
[01:12:53.480 --> 01:12:59.645]  And, you know, even those that do want to follow their oath and do what's right, I mean, we're fired.
[01:12:59.765 --> 01:13:00.526]  We are fired.
[01:13:01.579 --> 01:13:02.519]  Censored.
[01:13:02.979 --> 01:13:04.540]  Some have lost their jobs.
[01:13:05.540 --> 01:13:08.180]  There's license being threatened for doing what's right.
[01:13:08.340 --> 01:13:09.420]  That's terrifying.
[01:13:10.481 --> 01:13:12.761]  And no, these companies don't have liability.
[01:13:12.801 --> 01:13:17.802]  These hospitals right now don't have liability because we're under this emergency situation.
[01:13:17.882 --> 01:13:24.243]  So under the guise of public health, they use it to take control.
[01:13:24.563 --> 01:13:26.403]  And yeah, liability-free.
[01:13:26.443 --> 01:13:28.764]  Nothing good comes from anything liability-free.
[01:13:29.844 --> 01:13:30.764]  It's dangerous.
[01:13:31.557 --> 01:13:32.221]  Again, I've got him.
[01:13:33.359 --> 01:13:49.070]  I've got a million questions here I want to get to, but I want to ask you, when you're talking to other medical people, what they're saying, what they're planning to do, because everybody I know in the medical field is really awake and really angry and mad that they're being persecuted and told to shut up, not just censored online, and they're being told, take these inoculations.
[01:13:49.110 --> 01:13:54.393]  And I know people very closely that work in the medical field that did take the shot and got really sick from it, but are scared to go public.
[01:13:54.594 --> 01:13:56.415]  Nurse Erin Olszewski is our guest.
[01:13:56.435 --> 01:14:01.979]  She's one of the most important whistleblowers, if not the most important to go public, showing all the videos.
[01:14:02.759 --> 01:14:09.165]  Of homeless people they just grab up, bring in, they didn't have COVID, stick a tube down their lungs, blow their lungs out, kill them.
[01:14:10.086 --> 01:14:11.046]  She got all the footage.
[01:14:11.447 --> 01:14:12.268]  Where's the FBI?
[01:14:12.328 --> 01:14:12.628]  Nowhere.
[01:14:13.349 --> 01:14:19.034]  You saw them send folks with COVID into nursing homes where they don't have vitamin D3 to give you about half the deaths in the country.
[01:14:19.932 --> 01:14:21.313]  And now it's all happening again.
[01:14:22.053 --> 01:14:28.415]  There are videos of a medical doctor in a major state of Germany in the parliament saying, I've called the head doctors.
[01:14:28.736 --> 01:14:30.516]  There's no one in our hospitals with COVID.
[01:14:30.976 --> 01:14:33.397]  But the same hospitals are on the news saying we're overwhelmed.
[01:14:33.798 --> 01:14:34.898]  It's not even the doctors doing it.
[01:14:34.938 --> 01:14:38.559]  It's the PR firms that corporately run these damn hospitals.
[01:14:40.080 --> 01:14:47.924]  This footage is just pouring out, but here's an ER nurse test positive for COVID-19 eight days after receiving the vaccine and says, what is the point?
[01:14:47.964 --> 01:15:02.993]  Well, a lot of evidence shows it gives you a false positive, not just for COVID or any other coronavirus, but also for HIV because the coronavirus is a chimera with HIV delivery system, not HIV, the HIV P shuttle gene insertion.
[01:15:03.273 --> 01:15:03.693]  Here it is.
[01:15:04.974 --> 01:15:08.796]  I think this illustrates that the vaccine effectiveness is not immediate.
[01:15:09.758 --> 01:15:16.840]  Health experts weighing in after a local nurse tested positive for COVID-19 eight days after receiving the Pfizer vaccine.
[01:15:17.260 --> 01:15:26.283]  As ABC 10 News reporter Michael Chen tells us, a doctor involved with the local vaccine rollout says this case does not reveal anything about the vaccine's effectiveness.
[01:15:27.492 --> 01:15:35.256]  This was a Facebook post from Matthew, an ER nurse at two different local hospitals after receiving the Pfizer vaccine December 18th.
[01:15:35.396 --> 01:15:38.978]  He tells me his arm was sore for a day, but he suffered no other side effects.
[01:15:39.098 --> 01:15:45.561]  Six days later, on Christmas Eve, after working a shift in the COVID unit, he became sick, he writes in another Facebook post.
[01:15:45.641 --> 01:15:48.682]  He got the chills and later came down with muscle aches and fatigue.
[01:15:48.742 --> 01:15:53.925]  The day after Christmas, he went to a drive-up hospital testing site and tested positive for COVID-19.
[01:15:54.685 --> 01:15:55.846]  No, not expected at all.
[01:15:55.866 --> 01:16:00.247]  And when you work through the numbers, this is exactly what we would expect to happen if someone is exposed.
[01:16:00.347 --> 01:16:06.350]  Dr. Christian Ramers is an infectious disease specialist on the clinical advisory panel for the county's vaccine rollout.
[01:16:06.390 --> 01:16:13.193]  He points out it's possible Matthew may have been infected before receiving the vaccine, as the incubation period may be as much as two weeks.
[01:16:13.253 --> 01:16:19.095]  But Dr. Ramers says if Matthew did contract it after the vaccine, it's still in line with what we know.
[01:16:19.668 --> 01:16:25.133]  We also know from the vaccine clinical trials that it takes about 10 to 14 days for you to start to develop.
[01:16:25.253 --> 01:16:26.534]  Okay, so let's shut this down.
[01:16:27.540 --> 01:16:29.621]  We have Pfizer saying it may not even protect you.
[01:16:29.641 --> 01:16:32.102]  We have the head of the WHO vaccine program.
