[00:00:06.511 --> 00:00:07.611]  It's game time.
[00:53:35.365 --> 00:53:39.229]  You know, if you go back and you're like, how high is a stack of trillion dollar bills?
[00:53:39.229 --> 00:53:45.055]  It's so high that, you know, three and a half trillion dollars, a stack of one dollar bills would take you all the way to the moon.
[00:53:45.055 --> 00:53:45.956]  We've already spent 3.7 trillion.
[00:53:46.897 --> 00:53:50.540]  They don't have that much paper to print all those bills.
[00:53:50.540 --> 00:53:52.982]  And they're really worried about runs on banks.
[00:53:52.982 --> 00:53:53.602]  Exactly.
[00:53:53.602 --> 00:53:59.347]  And so that's why they're saying... I mean, literally this morning, I told my accountant, I said, get me more cash.
[00:53:59.347 --> 00:53:59.647]  That's right.
[00:53:59.647 --> 00:54:00.247]  I don't have that much.
[00:54:00.247 --> 00:54:01.108]  I've got like $15,000.
[00:54:01.108 --> 00:54:02.990]  And it's locked up in a safe.
[00:54:02.990 --> 00:54:05.411]  But the point is, I mean, folks, that's nothing.
[00:54:05.411 --> 00:54:06.592]  It's all digital.
[00:54:06.592 --> 00:54:13.318]  And these criminals have created this giant overhang of thousands of trillions of dollars, mortgages sold hundreds of times apiece.
[00:54:13.318 --> 00:54:16.160]  And then they're trying to tell us we're the bad guys and they're getting ready to take over.
[00:54:16.380 --> 00:54:22.141]  Instead of doing a run, instead of you doing a run on the bank, they can do a run on your bank account.
[00:54:22.141 --> 00:54:23.081]  You just said it!
[00:54:23.081 --> 00:54:28.323]  Federal Reserve announces the plan to do runs on your digital currency.
[00:54:28.323 --> 00:54:30.923]  And every time they get a power, they abuse it right away.
[00:54:30.923 --> 00:54:31.703]  That's right.
[00:54:31.703 --> 00:54:35.324]  The barber who was shut down by Whitmer said, I've been a barber for a long time.
[00:54:35.324 --> 00:54:36.364]  You know her big mistake?
[00:54:36.364 --> 00:54:37.785]  It's the mistake of barbers.
[00:54:37.785 --> 00:54:40.185]  It's not knowing when to stop cutting with a haircut.
[00:54:40.185 --> 00:54:41.486]  That's the difference between a good haircut and a bad haircut.
[00:54:41.486 --> 00:54:41.926]  We'll be right back.
[00:54:41.926 --> 00:54:42.246]  Stay there.
[00:54:42.246 --> 00:54:43.366]  We've got even bigger news coming up.
[00:54:44.906 --> 00:54:54.051]  The Bible talks about there being ten kings of the earth that sit above the nation states and who give their power unto the one world leader, the Antichrist.
[00:54:54.051 --> 00:55:01.616]  And he has a beast system that no one can buy or sell unless he has that mark in the forehead or in the palm of their hand.
[00:55:01.616 --> 00:55:08.800]  And we look back on all the warnings that were given and all just the common sense that you don't believe in God.
[00:55:09.540 --> 00:55:10.781]  Or prophecy.
[00:55:10.781 --> 00:55:16.785]  Giving governments and corporations the power to control who can buy and who can sell and to track everything we do.
[00:55:16.785 --> 00:55:20.768]  It's not just a recipe, it's a blueprint for total enslavement.
[00:55:20.768 --> 00:55:31.495]  And now you look at Bill Gates, you look at Bloomberg and others who openly say, we're technocrats, we should decide how much salt you get, how much alcohol you get, how much red meat you get.
[00:55:31.495 --> 00:55:33.016]  We're technocrats, we know best.
[00:55:33.016 --> 00:55:36.898]  We're now going to set up the economy with a social score to totally control you.
[00:55:36.898 --> 00:55:38.640]  You snap your fingers, we're here.
[00:55:39.480 --> 00:55:42.662]  They're just rolling it out, and a lot of people are complying with it.
[00:55:42.662 --> 00:55:45.964]  It's insane.
[00:55:45.964 --> 00:56:03.296]  Remember the global lockdowns you're witnessing, the Black Lives Matter, Antifa riots and racial attacks we're all seeing are publicly directed by a handful of top millionaires, led by people like Bill Gates, Jeff Bezos, of course, Tim Cook and others.
[00:56:04.196 --> 00:56:18.667]  They set up there with their trillions of dollars they control in their companies and their hundreds of billions of dollars individually, leveraging that against us and trying to create an artificial revolution against local government and police.
[00:56:19.488 --> 00:56:30.473]  And the mayors are, again, they're playing their political game to try to trigger the complete breakdown of the United States and Western Europe, so these billionaires can come in and buy it all up for billions on the dollar.
[00:56:30.473 --> 00:56:38.977]  That's why I'm so angry at these globalists, because when you're looking at them, they're the ones that sit in their councils and have decided to run these plans against us.
[00:56:38.977 --> 00:56:42.138]  They are enemies of humanity and must be dealt with.
[00:56:42.138 --> 00:56:43.799]  It's us or them, period.
[00:56:47.614 --> 00:56:54.582]  You're listening to The Alex Jones Show.
[00:56:54.582 --> 00:57:05.975]  All pirates, yes they rob I, Sold I to the merchant ships, Minutes after they took I,
[00:57:07.981 --> 00:57:15.809]  You know, I've known David Knight.
[00:57:15.809 --> 00:57:16.550]  Ten years now?
[00:57:16.550 --> 00:57:19.313]  Yeah, about a little over eight.
[00:57:19.313 --> 00:57:20.134]  A little over eight.
[00:57:20.134 --> 00:57:22.997]  But I knew you before from contests for a while.
[00:57:22.997 --> 00:57:23.117]  Yeah.
[00:57:23.117 --> 00:57:24.138]  You've been on guest shows.
[00:57:24.138 --> 00:57:25.059]  Something about nine years.
[00:57:25.059 --> 00:57:25.219]  Yeah.
[00:57:26.542 --> 00:57:28.382]  And you were always pretty relaxed.
[00:57:28.382 --> 00:57:32.243]  You're getting even as animated as I am now because, well, you're a father.
[00:57:32.243 --> 00:57:34.564]  I mean, you know, this is all confirmed.
[00:57:34.564 --> 00:57:36.925]  People think, how do we know what's going to happen next?
[00:57:36.925 --> 00:57:38.685]  It happens because it's predatory.
[00:57:38.685 --> 00:57:40.145]  We have the documents.
[00:57:40.145 --> 00:57:43.266]  And yes, it's crazy what they're doing, but they really have a battle plan.
[00:57:43.266 --> 00:57:45.046]  They're very arrogant about it.
[00:57:45.046 --> 00:57:48.447]  And we've got to stop this because this is a post-human world they're building.
[00:57:48.447 --> 00:57:49.868]  Their excuses, there's too many of us.
[00:57:49.868 --> 00:57:51.208]  We're eating all the food up.
[00:57:51.208 --> 00:57:54.729]  Even if that's true, you don't go around murdering everybody and let Bill Gates do it.
[00:57:54.729 --> 00:57:54.889]  I mean,
[00:57:55.869 --> 00:57:59.812]  People need to be leveled with, David, don't they, about the overall programs.
[00:57:59.812 --> 00:58:09.880]  We can get down to minutia, the tests are fake and the vaccine hurts you and all that, but the overall agenda is, we got robots controlling you, you're obsolete, you're non-essential, we're going to put something in your body.
[00:58:09.880 --> 00:58:10.761]  That's right.
[00:58:10.761 --> 00:58:22.810]  You are afraid, not only of the pieces of paper, you're afraid of other humans to the extent that, oh, we want robots to deliver the food, we want robots to cook the food, if we ever go back to restaurants and so forth.
[00:58:22.810 --> 00:58:23.631]  This is what they've done.
[00:58:25.092 --> 00:58:32.438]  A version of, a combination of hypochondria and OCD that they have inflicted on people.
[00:58:32.438 --> 00:58:33.418]  That's the fear.
[00:58:33.418 --> 00:58:39.203]  And I've said this for the longest time, that's why I was glad to see President Trump with that tweet earlier to say, we've got to stop the fear.
[00:58:39.203 --> 00:58:41.724]  We have the flu every year, let's put this in context.
[00:58:41.724 --> 00:58:44.827]  We had the fear mongering just a couple of weeks ago.
[00:58:44.827 --> 00:58:51.292]  Oh look, it's like the number of COVID deaths, assuming that they are actually accurate, but the number of COVID deaths
[00:58:51.952 --> 00:58:56.395]  It's like 6, 7, 47s going, 37s or whatever, crashing every day.
[00:58:56.395 --> 00:59:00.217]  And it's like, okay, we'll put that in perspective, even if that number were true.
[00:59:00.217 --> 00:59:05.141]  We have 12 airplane crashes worth of people dying from heart attacks every day.
[00:59:05.141 --> 00:59:12.345]  We have 12 airplanes full of people... The point is, the idea that you'll be protected by an anti-state is a lie.
[00:59:12.345 --> 00:59:13.366]  That's right.
[00:59:13.366 --> 00:59:15.828]  And Eisenhower, in a famous speech at a university, I forget which one,
[00:59:16.561 --> 00:59:17.121]  That's right.
[00:59:17.121 --> 00:59:17.582]  That's right.
[00:59:17.582 --> 00:59:20.424]  And I've talked about this in terms of the war on drugs the longest time.
[00:59:20.424 --> 00:59:22.886]  I said, look, you got people who are dying of overdoses in jail.
[00:59:22.886 --> 00:59:27.709]  So if you can't stop the flow of drugs inside of a jail, then what does that mean you're going to do to society?
[00:59:27.709 --> 00:59:27.969]  Yeah.
[00:59:43.721 --> 00:59:49.263]  Well, you know, the deal is, is that I see this rolling out, and I've been watching this for 204 days.
[00:59:49.263 --> 01:00:04.129]  This is why I'm upset, Alex, because no matter how many times I explain, and I told everybody, you talked about all the different aspects of UN 2030 that were rolling out with this universal basic income, robots taking your job, and on and on, the cashless society, complete surveillance.
[01:00:04.129 --> 01:00:05.530]  We've seen all of this.
[01:00:05.530 --> 01:00:08.271]  It was all being pushed under the Green New Deal.
[01:00:08.271 --> 01:00:09.351]  And it's all admitted!
[01:00:09.351 --> 01:00:12.553]  And they stick in a new excuse, a new MacGuffin, if you will.
[01:00:12.553 --> 01:00:13.313]  That's what Hitchcock said.
[01:00:13.493 --> 01:00:14.714]  They know, but here's the good news.
[01:00:14.714 --> 01:00:15.875]  Let's talk about this next segment.
[01:00:15.875 --> 01:00:16.315]  Yeah.
[01:00:16.315 --> 01:00:17.957]  Let's talk about all the boxes.
[01:00:17.957 --> 01:00:19.358]  Let's have a brainstorm.
[01:00:19.358 --> 01:00:21.900]  Let's talk about all the agendas that this thing aids.
[01:00:21.900 --> 01:00:27.925]  And then the Rockefeller Foundation, the UN, Bill Gates, they admit, oh, the Davos Group, it's good for the earth.
[01:00:27.925 --> 01:00:29.846]  We're lowering carbon footprint.
[01:00:29.846 --> 01:00:31.227]  Thank you, COVID.
[01:00:31.227 --> 01:00:35.030]  So they even admit they're using it as to get the good out of COVID.
[01:00:35.973 --> 01:00:37.834]  Is to end human civilization.
[01:00:37.834 --> 01:00:42.477]  Well, then I say to them, stop buying $18 million houses on the beach, Obama.
[01:00:42.477 --> 01:00:43.257]  Stop your lies.
[01:00:43.257 --> 01:00:45.138]  You know, they go, oh, but just believe the science.
[01:00:45.138 --> 01:00:48.280]  By 2017, they said all the cities would be flooded by water.
[01:00:48.280 --> 01:00:49.360]  It's not even true!
[01:00:49.360 --> 01:00:50.481]  They just lie and lie.
[01:00:50.481 --> 01:00:51.742]  And as you said, the good news is...
[01:00:53.524 --> 01:00:58.566]  Their big fraud of man-made global warming and we're bad and pay carbon taxes to the Rothschilds, that failed.
[01:00:58.566 --> 01:01:01.867]  So now they just went, oh, we gotta lock everything down for this disease.
[01:01:01.867 --> 01:01:02.807]  That's right.
[01:01:02.807 --> 01:01:06.609]  All of it comes back to an ID.
[01:01:06.609 --> 01:01:07.869]  A global ID.
[01:01:07.869 --> 01:01:08.730]  That is a central thing.
[01:01:08.730 --> 01:01:10.170]  That they control, that they tax.
[01:01:10.170 --> 01:01:12.191]  And it was ID 2020, that was Gates' agenda.
[01:01:12.191 --> 01:01:14.452]  Of course, he's got another agenda, he's got a lot of agendas.
[01:01:14.452 --> 01:01:19.994]  He's got the immunization agenda 2030, where everyone, everywhere, every age, vaccinated.
[01:01:19.994 --> 01:01:22.395]  And that's hundreds they come out with a year.
[01:01:22.395 --> 01:01:22.755]  That's right.
[01:01:23.015 --> 01:01:24.176]  That's why he says the new one.
[01:01:24.176 --> 01:01:26.097]  Oh, for adults it's five COVID shots a year.
[01:01:26.097 --> 01:01:26.597]  That's right.
[01:01:26.597 --> 01:01:28.178]  But he wants a global idea.
[01:01:28.178 --> 01:01:30.319]  He's been pushing this very hard in India.
[01:01:30.319 --> 01:01:32.219]  They have the Aadhaar system there.
[01:01:32.219 --> 01:01:36.081]  And you don't get anything from the government, any welfare, any services, anything.
[01:01:36.081 --> 01:01:41.384]  Let's explain why they're doing it, the agenda, and what it's going to look like and how it's going to roll out with David Knight straight ahead.
[01:01:41.384 --> 01:01:43.265]  I'm Alex Jones back in 60 seconds.
[01:01:43.265 --> 01:01:47.087]  Your life depends on you listening to this and researching it and spread the link.
[01:01:47.087 --> 01:01:48.827]  Seriously, this is life and death.
[01:01:48.827 --> 01:01:49.728]  We are the resistance.
[01:01:53.260 --> 01:01:56.622]  Are you sick and tired of your calm, peaceful life?
[01:01:56.622 --> 01:01:58.602]  Are you sleeping too well at night?
[01:01:58.602 --> 01:02:02.324]  Is your city too safe?
[01:02:02.324 --> 01:02:04.045]  Well, not anymore!
