[00:00:15.168 --> 00:00:17.171]  Uh, Bill Clinton.
[01:21:46.253 --> 01:21:47.633]  That's why you never even been to the doctor.
[01:21:47.633 --> 01:21:49.014]  You get a letter, you have COVID-19.
[01:21:49.014 --> 01:21:49.374]  Exactly.
[01:21:49.374 --> 01:21:51.034]  Because somebody near you had it.
[01:21:51.034 --> 01:21:54.655]  Some people were getting positive and negatives in the same, they were getting them sent.
[01:21:54.655 --> 01:21:55.215]  You got it?
[01:21:55.215 --> 01:21:57.156]  Oh no, you don't have it.
[01:21:57.156 --> 01:21:58.456]  And they never went and took it.
[01:21:58.456 --> 01:21:59.057]  No!
[01:21:59.057 --> 01:22:04.298]  Because the computer says somebody you were around had it, who was also a fake positive.
[01:22:04.298 --> 01:22:04.618]  Right.
[01:22:04.618 --> 01:22:05.659]  And we're trying to get to your phone.
[01:22:07.469 --> 01:22:09.250]  The globalists just said, hey, take the gloves off.
[01:22:09.250 --> 01:22:10.230]  People are awake to us.
[01:22:10.230 --> 01:22:11.711]  Just use medical system.
[01:22:11.711 --> 01:22:12.572]  It's trusted.
[01:22:12.572 --> 01:22:13.492]  Hammer them with this info.
[01:22:13.492 --> 01:22:14.433]  And just ban people.
[01:22:14.433 --> 01:22:15.653]  Ban people when they speak up.
[01:22:15.653 --> 01:22:17.254]  You notice they're getting a lot quicker at banning people.
[01:22:17.254 --> 01:22:22.617]  It barely took them 24 hours to pull that nurse press conference, which is like a 10-minute video, off.
[01:22:22.617 --> 01:22:25.238]  Yeah, I noticed it was a big deal when they banned me.
[01:22:25.238 --> 01:22:27.339]  And now it's just like, eh, no doctors.
[01:22:27.339 --> 01:22:29.580]  If the UN doesn't approve it, you can't talk.
[01:22:29.580 --> 01:22:29.981]  Exactly.
[01:22:29.981 --> 01:22:32.142]  I mean, we're under UN control, folks.
[01:22:33.422 --> 01:22:36.764]  If it's not UN approved, it doesn't go on the internet.
[01:22:36.764 --> 01:22:38.104]  They did a six hour summit.
[01:22:38.104 --> 01:22:38.884]  I found part one.
[01:22:38.884 --> 01:22:40.385]  You can't find part two anywhere.
[01:22:40.385 --> 01:22:41.945]  But I'm going to go put that up today.
[01:22:41.945 --> 01:22:47.007]  That's going to be three hours of these doctors and having long discussions with each other.
[01:22:47.007 --> 01:22:51.889]  Even Dr. Erickson, one of the first doctors to get banned off YouTube, is in with this group.
[01:22:51.889 --> 01:22:52.970]  Let's expand.
[01:22:52.970 --> 01:22:56.711]  We should create a segment at Banned.Video called Banned Medical Videos.
[01:22:57.113 --> 01:22:59.235]  Well, we have one called Banned by Globalists.
[01:22:59.235 --> 01:23:02.118]  I think it's called... Censored by Globalists is the channel that we created.
[01:23:02.118 --> 01:23:03.920]  And it's got most of this medical information.
[01:23:03.920 --> 01:23:04.800]  I mean, that's why...
[01:23:05.663 --> 01:23:07.763]  We have people asking, how are you taking being banned?
[01:23:07.763 --> 01:23:09.284]  I'm like, they're coming for you next, what do you think?
[01:23:09.284 --> 01:23:10.244]  Now I'm taking this.
[01:23:10.244 --> 01:23:11.344]  I mean, now they're banning doctors.
[01:23:11.344 --> 01:23:16.786]  It's like in World War II, like German bombers are bombing Britain, they bomb my business, and you go, oh, we're so sorry for you.
[01:23:16.786 --> 01:23:18.186]  Like, they're coming back tomorrow to bomb you.
[01:23:18.186 --> 01:23:18.726]  Yeah, exactly.
[01:23:18.726 --> 01:23:20.646]  I mean, I don't even know what these people are thinking here.
[01:23:20.646 --> 01:23:25.227]  It's like, we're under globalist attack, where doctors can't even tell you what's happening with their patient.
[01:23:25.227 --> 01:23:27.028]  They're not thinking, they're reacting.
[01:23:27.028 --> 01:23:31.829]  And it's so much information's coming at them, all they do is react, react, react, and they don't have time to really sit and think.
[01:23:32.489 --> 01:23:34.491]  And they keep doing it, and they keep piling it on.
[01:23:34.491 --> 01:23:35.932]  So that's how it's happening.
[01:23:35.932 --> 01:23:37.233]  It's no thinking, it's all real.
[01:23:37.233 --> 01:23:39.055]  Well, the report's on Infowars.com.
[01:23:39.055 --> 01:23:40.796]  Only way the dog hunts is you share the links.
[01:23:40.796 --> 01:23:42.237]  They have a lot of lives, folks.
[01:23:42.237 --> 01:23:43.418]  We've got more coming out.
[01:23:43.418 --> 01:23:47.742]  Scandemic CDC stats show flu deaths dropped as COVID deaths increased.
[01:23:47.742 --> 01:23:49.063]  It's totally important.
[01:23:49.063 --> 01:23:54.287]  There are a lot of reasons to get an Alex Jones plastic mask at Infowars.com.
[01:23:54.287 --> 01:23:55.929]  You can wear them out to political events.
[01:23:55.929 --> 01:23:57.490]  You can trigger lib darts.
[01:23:57.490 --> 01:23:59.592]  But one of the biggest reasons is it's a great
[01:24:00.094 --> 01:24:04.735]  It's a conversation starter at any costume party or at Halloween.
[01:24:04.735 --> 01:24:10.997]  But on top of that, they admit that wearing these masks does absolutely nothing to protect you from COVID-19 or anything else.
[01:24:10.997 --> 01:24:17.598]  It's total virtue signaling to show that you're prepared for the forced inoculations and contact tracing that they're openly announcing.
[01:24:17.598 --> 01:24:19.399]  It's an act of submission.
[01:24:19.399 --> 01:24:22.820]  It's an act of like putting a burka on your head and bowing down.
[01:24:22.820 --> 01:24:27.701]  But a big reason to wear these is then into stores when people ask you why you're wearing a Halloween mask, say,
[01:24:28.163 --> 01:24:32.568]  It's just as useless as the stupid cloth masks that you're wearing.
[01:24:32.568 --> 01:24:36.372]  And the M95 masks only control what's coming in, not what's going out.
[01:24:36.372 --> 01:24:38.454]  So they quote, spread COVID-19.
[01:24:38.454 --> 01:24:39.935]  They don't protect from it.
[01:24:39.935 --> 01:24:42.898]  So again, it's a great way to throw it back at these control freaks' faces.
[01:24:42.898 --> 01:24:45.561]  You buy one for $9.95, you get four more free.
[01:24:45.561 --> 01:24:46.542]  They're at cost.
[01:24:46.542 --> 01:24:47.964]  Infowarrestore.com.
[01:24:48.871 --> 01:24:56.333]  There are only a few days left to take advantage of the biggest InfoWars sale of 2020 so far.
[01:24:56.333 --> 01:25:00.654]  It is Christmas in July, and July ends this Friday.
[01:25:00.654 --> 01:25:16.899]  The longest we can run it is a few extra days until Sunday, because we are selling out of almost all of our best-selling products, and the supply chain is breaking down with many of our manufacturers, and so a lot of the reorders are held up months.
[01:25:17.779 --> 01:25:33.005]  In many cases, this could be the last chance you've got in the year 2020 to get these amazing products that empower you and your family's life and health, your immune systems, you name it, your stamina, your libido, your focus, but also you know
[01:25:34.165 --> 01:25:41.353]  Funds, the info war, and everything we're doing to save this republic from the clutches of the globalists and the New World Order.
[01:25:41.353 --> 01:25:45.778]  All of our best-selling items, 50% off, store-wide free shipping, double Patreon points.
[01:25:45.778 --> 01:25:47.720]  Take advantage of it right now while there's still time.
[01:25:48.925 --> 01:25:51.687]  Just during the break, I went and got a delicious cup.
[01:25:51.687 --> 01:25:52.827]  My second cup of the day.
[01:25:52.827 --> 01:25:53.708]  It's really strong.
[01:25:53.708 --> 01:25:54.648]  I shouldn't do this.
[01:25:54.648 --> 01:25:57.690]  Because all work and no play makes Jack a really aggressive boy.
[01:25:57.690 --> 01:25:59.131]  And the coffee adds to it, but mmm.
[01:25:59.131 --> 01:26:00.812]  Wake Up America coffee everybody loves.
[01:26:00.812 --> 01:26:01.512]  Highest rated.
[01:26:01.512 --> 01:26:02.653]  From the Chiapas Mountains.
[01:26:02.653 --> 01:26:03.874]  It's beyond Mexican coffee.
[01:26:03.874 --> 01:26:04.874]  Beyond Guatemalan coffee.
[01:26:04.874 --> 01:26:05.795]  It's the best coffee in the world.
[01:26:06.075 --> 01:26:08.437]  It's right on the border between the two countries in those rainforests.
[01:26:08.437 --> 01:26:09.378]  Hand-selected.
[01:26:09.378 --> 01:26:10.318]  It's beyond organic.
[01:26:10.318 --> 01:26:11.179]  Wild-crafted.
[01:26:11.179 --> 01:26:12.680]  Wake Up America Coffee.
[01:26:12.680 --> 01:26:14.061]  People are blown away by how good it is.
[01:26:14.061 --> 01:26:18.445]  Same stuff sold in Whole Foods under another name for $30 for the same size container.
[01:26:18.445 --> 01:26:19.165]  Yes, folks.
[01:26:19.165 --> 01:26:20.246]  We've been selling it 10 years.
[01:26:20.246 --> 01:26:21.667]  Never raised the price.
[01:26:21.667 --> 01:26:23.729]  $19.95 for that big ol' bag.
[01:26:23.729 --> 01:26:25.270]  99% reviews.
[01:26:25.270 --> 01:26:26.711]  598 reviews.
[01:26:26.711 --> 01:26:28.392]  4.9 stars on third-party sites.
[01:26:28.392 --> 01:26:29.293]  Sign up for auto-ship.
[01:26:29.293 --> 01:26:29.833]  Additional 10% off.
[01:26:29.833 --> 01:26:31.134]  Get it at Auto Deliberaties.
[01:26:31.134 --> 01:26:33.016]  Don't forget to get it each month or every two months.
[01:26:33.016 --> 01:26:35.978]  You can click out to nine months whenever you want the new order coming in.
[01:26:36.138 --> 01:26:37.439]  Fifteen days, nine months.
[01:26:37.439 --> 01:26:44.046]  Patriot's Blend Medium Roast only has a 98% out of 814 reviews.
[01:26:44.046 --> 01:26:46.348]  It's not as popular.
[01:26:46.348 --> 01:26:52.173]  Anyways, it's all at infowarestore.com.
[01:26:52.173 --> 01:26:54.796]  You're listening to the Alex Jones Show.
[01:27:02.219 --> 01:27:11.122]  Yeah, here's our new single record from Highwayman 2 album, Silver Stallion.
[01:27:11.122 --> 01:27:13.243]  Good morning, everybody.
[01:27:13.243 --> 01:27:26.908]  This is Dr. Lisa Coach coming to you live from Tampa, Florida, where I continue to lead a large 8,000 patient practice through the front lines of this COVID-19 pandemic.
[01:27:29.045 --> 01:27:50.956]  Many of you have been joining me from the beginning where my strong urge for answers, my huge level of curiosity, my constant asking of why, made me feel compelled and drawn to be more present and more vocal during this time.
[01:27:50.956 --> 01:27:54.038]  Back in March, there were extremes going on.
[01:27:54.038 --> 01:27:54.838]  There were
[01:27:56.624 --> 01:28:02.669]  You're going to die because there's not enough ventilators and there were stay in your house before you infect somebody.
[01:28:02.669 --> 01:28:11.976]  And I sat in my kitchen and said, where are the people that are speaking to the middle, which is humanity.
[01:28:11.976 --> 01:28:22.704]  Who's talking to the day-to-day people about how to take care of ourselves, about how to go through, get through this without turning into a fear mongering, panicked mess.
[01:28:23.618 --> 01:28:38.567]  So I felt as I analyzed that more and more that that person needed to be somebody on the front lines who understood internal medicine, who understood how viruses work, who treats people day in and day out with comorbid conditions.
[01:28:38.567 --> 01:28:49.354]  I also understood that that person should be somebody who can take information and not get sucked into the energetic response of fear and panic.
[01:28:50.555 --> 01:28:57.797]  And I felt that there was a huge integrative side to how we were going to handle this virus and this pandemic.
[01:28:57.797 --> 01:29:04.899]  And that's when I decided, as I was looking around for someone to speak, that I was just as much equipped as the next person.
[01:29:04.899 --> 01:29:12.301]  And I came out and I've tried to lead, during this time, with the best information I could get my hands on.
[01:29:12.301 --> 01:29:16.962]  I'm going to try to make it through this live without getting too upset, but yesterday,
[01:29:18.629 --> 01:29:28.858]  My colleagues were on Capitol Hill and these people, I felt the connection so deeply because they are people who love and care for patients just like I do.
[01:29:28.858 --> 01:29:35.463]  And they came out and they spoke about information that has been hidden from the public.
[01:29:35.463 --> 01:29:37.965]  Information that I've had to go underground to find.
[01:29:39.127 --> 01:29:40.508]  I'm not a political person.
[01:29:40.508 --> 01:29:41.889]  I just want to heal people.
[01:29:41.889 --> 01:29:44.431]  I want to empower people.
[01:29:44.431 --> 01:29:50.476]  I want you to be able to take care of yourselves and live a life the highest potential you ever can possibly achieve.
[01:29:51.660 --> 01:29:55.163]  By the way, the full interview with Lisa Koch is at Man.Video.
[01:29:55.163 --> 01:30:03.429]  She was fired from her job after she went to that press conference and talked about her patients doing well with hydroxychloroquine, which puts zinc into the cells.
[01:30:03.429 --> 01:30:12.156]  But here's Dale Bigtree, documentary filmmaker, investigative journalist, laying out what's really going on with the vaccine trials and why they've skipped the animal trials.
[01:30:12.156 --> 01:30:14.538]  He's in studio with us, but here's the clip.
[01:30:15.418 --> 01:30:19.421]  Multiple drug companies have been attempting to make a coronavirus vaccine.
[01:30:19.421 --> 01:30:22.504]  Here's what's amazing and I discovered in our research.
[01:30:22.504 --> 01:30:31.432]  Every single animal trial by all of those different drug companies and different approaches to a coronavirus vaccine had the same result.
[01:30:31.432 --> 01:30:33.793]  In every one of the trials they used ferrets.
[01:30:34.434 --> 01:30:35.435]  It's a popular animal.
[01:30:35.435 --> 01:30:38.237]  I think it has a similar immune system to human beings.
[01:30:38.237 --> 01:30:44.502]  They gave them their trial COVID or coronavirus vaccine, and the animals seem to be doing just fine.
[01:30:44.502 --> 01:30:45.824]  They would have said it's safe.
[01:30:45.824 --> 01:30:47.185]  Look, the animal's fine.
[01:30:47.185 --> 01:30:48.546]  Vaccine didn't hurt them.
[01:30:48.546 --> 01:30:56.633]  They even checked their blood, and they were having robust antibody production, meaning it looks like it really works, and they're probably all jumping up and down in their laboratories.
[01:30:57.153 --> 01:30:58.494]  But here's what happens.
