[00:00:00.130 --> 00:00:00.394]  Shut up.
[01:10:43.148 --> 01:10:44.068]  Oh my God, what do we do?
[01:10:44.068 --> 01:10:46.109]  And I'm like, well, you need to go public.
[01:10:46.109 --> 01:10:50.491]  The only one that's done that and has had courage is Tucker Carlson.
[01:10:50.491 --> 01:10:51.171]  And that's it.
[01:10:51.171 --> 01:10:53.372]  And he can't even go that far because they try to control him.
[01:10:54.770 --> 01:10:55.890]  It's amazing.
[01:10:55.890 --> 01:11:03.553]  I wish we could take over the airwaves just like in They Live and just push the signal out to all these people that are asleep.
[01:11:03.553 --> 01:11:07.514]  I'm so sick of the people wearing masks and not fighting back against it.
[01:11:07.514 --> 01:11:08.994]  And that's the first thing.
[01:11:08.994 --> 01:11:10.535]  Are they not seeing what's going on?
[01:11:10.535 --> 01:11:12.635]  They probably aren't because they're watching mainstream media.
[01:11:12.635 --> 01:11:14.916]  They're not seeing what's going on in the rest of the world.
[01:11:14.916 --> 01:11:16.836]  And we have that to look forward to.
[01:11:16.836 --> 01:11:18.517]  The tyranny is coming down on us.
[01:11:18.517 --> 01:11:22.198]  And if we don't stop it now, we have no chance to fight back.
[01:11:22.945 --> 01:11:25.029]  And it just makes me so nervous.
[01:11:25.029 --> 01:11:25.630]  Exactly.
[01:11:25.630 --> 01:11:26.853]  The gates are closing.
[01:11:27.438 --> 01:11:27.578]  Yes.
[01:11:58.338 --> 01:11:58.918]  Exactly.
[01:11:58.918 --> 01:12:01.139]  I wish Trump wouldn't be so politically correct.
[01:12:01.139 --> 01:12:13.101]  He just needs to take the gloves completely off and, you know, and oh, maybe get Kayleigh McEnany during her press conferences to show video.
[01:12:13.101 --> 01:12:16.741]  Like it was great when she showed Nancy Pelosi without the mask.
[01:12:16.741 --> 01:12:18.882]  They need to show more of those videos.
[01:12:18.882 --> 01:12:20.222]  That's a fireside chat 2.0.
[01:12:20.222 --> 01:12:25.443]  He needs at least twice a week at the White House to show people.
[01:12:25.443 --> 01:12:25.903]  God bless you.
[01:12:26.977 --> 01:12:29.759]  And look, a lot of folks thought Trump did a terrible job last night.
[01:12:29.759 --> 01:12:30.519]  They were interrupting.
[01:12:30.519 --> 01:12:31.020]  They were all over.
[01:12:31.020 --> 01:12:33.381]  He did an A-minus.
[01:12:33.381 --> 01:12:36.723]  But absolutely, he should have said, Joe Biden wants your guns.
[01:12:36.723 --> 01:12:37.844]  He hates America.
[01:12:37.844 --> 01:12:39.525]  He presided over the destruction of the country.
[01:12:39.525 --> 01:12:41.326]  He should have just got his points out.
[01:12:41.326 --> 01:12:42.547]  And so I get why people are mad at Trump.
[01:12:42.547 --> 01:12:44.168]  They want to see even more from him.
[01:12:44.168 --> 01:12:46.449]  And I predict he'll do just like last time.
[01:12:46.449 --> 01:12:47.730]  He'll get stronger in the next debates.
[01:12:47.730 --> 01:12:49.831]  That's why the Democrats don't want another debate.
[01:12:49.831 --> 01:12:50.872]  I told you he won last night.
[01:12:51.172 --> 01:12:55.713]  Introducing InfoWars Life Pure Turmeric Extract.
[01:12:55.713 --> 01:12:58.254]  This is taken under the tongue.
[01:12:58.254 --> 01:13:00.434]  It is pure turmeric.
[01:13:00.434 --> 01:13:09.636]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[01:13:09.636 --> 01:13:15.477]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach.
[01:13:15.477 --> 01:13:17.638]  So it's more of an intense delivery system.
[01:13:18.098 --> 01:13:21.319]  The two formulas are different, but both are concentrates.
[01:13:21.319 --> 01:13:23.160]  And our first product got rave reviews.
[01:13:23.160 --> 01:13:25.300]  We've now been testing this out for several months.
[01:13:25.300 --> 01:13:27.481]  Some of our staff like it more than bodies.
[01:13:27.481 --> 01:13:28.841]  Some like bodies better.
[01:13:28.841 --> 01:13:31.962]  For me, they're both amazing for their anti-inflammatory action.
[01:13:31.962 --> 01:13:32.963]  It's so much more.
[01:13:32.963 --> 01:13:34.163]  And they fund the InfoWars.
[01:13:34.163 --> 01:13:38.745]  So get our new liquid turmeric extract exclusively at InfoWarsStore.com today.
[01:13:38.745 --> 01:13:39.785]  Get an additional 25% off.
[01:13:39.785 --> 01:13:40.145]  This is a 360 win.
[01:13:43.286 --> 01:13:48.351]  Turmeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[01:13:48.351 --> 01:13:50.212]  Get yours today at InfoWarsLife.com
[01:13:52.213 --> 01:14:03.820]  You notice that over and over again, the United Nations, our supposed controllers and bosses, the great arbiter of truth that no one's allowed to disagree with, has come out and said, nothing can treat or prevent COVID-19.
[01:14:03.820 --> 01:14:06.882]  Well, ladies and gentlemen, that's a total lie.
[01:14:06.882 --> 01:14:17.388]  You get a lot of sunlight, it's on record, to produce a ton of vitamin D3, and it's almost impossible to get viral infections when you're getting plenty of vitamin D3, if you have zinc and vitamin C as well.
[01:14:17.768 --> 01:14:22.932]  That's why people get the flus and these colds in the winter because that's when vitamin D levels plunge.
[01:14:22.932 --> 01:14:30.858]  Now I've pointed this out and the media has called me a scammer for saying that there's hope and that people should have their vitamins and their minerals.
[01:14:30.858 --> 01:14:36.402]  Well now Fauci's been forced to come out and admit that you need vitamin D3 and C. He should have also
[01:14:36.442 --> 01:14:38.082]  You're listening to the Alex Jones Show!
[01:15:11.048 --> 01:15:16.010]  Well, it really was Trump debating two different men.
[01:15:16.010 --> 01:15:19.512]  Joe Biden clearly has got some blood transfusions and some speed.
[01:15:19.512 --> 01:15:23.613]  Still didn't do a very good job, but they sure lied their asses off.
[01:15:23.613 --> 01:15:26.975]  How dare you say the troops are dumb bastards!
[01:15:26.975 --> 01:15:28.375]  But he's on video saying it.
[01:15:28.375 --> 01:15:29.936]  Just upside down world.
[01:15:29.936 --> 01:15:32.477]  Mike in Chicago, what'd you think of the debate last night, my friend?
[01:15:32.477 --> 01:15:36.919]  I don't know, I wouldn't say that whole thing was a joke yesterday.
[01:15:37.475 --> 01:15:42.359]  Like, I've never seen a president get blue-balled so much in a debate.
[01:15:42.359 --> 01:15:44.860]  It's ridiculous, man.
[01:15:44.860 --> 01:15:47.142]  Oh, the absolute disrespect to the president.
[01:15:47.142 --> 01:15:49.264]  But I think America sees through that.
[01:15:49.264 --> 01:15:51.425]  What do you think of the CNN focus group?
[01:15:51.425 --> 01:15:54.007]  Everybody said Trump won but one lady.
[01:15:54.007 --> 01:15:57.610]  And 66% of Hispanics in the Telemundo poll said that Trump won.
[01:16:00.137 --> 01:16:01.677]  Well, you know, it makes sense.
[01:16:01.677 --> 01:16:17.340]  I mean, if you listen to some of the stuff that he says in there, like the things that he talks about, like with the forest fire, everything in California, but the fact that they weren't handling their forest management that good, you know, it's like, you know, he had some really key points.
[01:16:17.340 --> 01:16:22.741]  And I feel that Chris Wallace just kind of passed them by to go to Joe Biden.
[01:16:22.741 --> 01:16:27.842]  You mean Chris the Rat Wallace would interrupt every time Trump said something really powerful?
[01:16:27.842 --> 01:16:28.782]  Absolutely.
[01:16:28.782 --> 01:16:29.002]  Yeah.
[01:16:29.775 --> 01:16:30.636]  Yeah, exactly.
[01:16:30.636 --> 01:16:31.738]  But give us your honest view.
[01:16:31.738 --> 01:16:33.200]  I mean, how good do you think Trump did?
[01:16:33.200 --> 01:16:34.483]  Where did he do bad?
[01:16:34.483 --> 01:16:37.247]  What do you wish he would have said?
[01:16:37.247 --> 01:16:43.657]  I mean, I kind of wish he would have went a little bit more into the whole ballot mismanagement, like with Omar.
[01:16:44.821 --> 01:16:47.823]  Alex, it's a beautiful day in the middle of nowhere, Wyoming.
[01:16:47.823 --> 01:16:50.304]  The skies are blue, but I can see a dark cloud coming at us.
[01:17:14.175 --> 01:17:19.276]  That makes me think of that Merle Haggard song about the middle of nowhere, like somewhere like Montana.
[01:17:19.276 --> 01:17:22.377]  Montana's really pretty too, brother.
[01:17:22.377 --> 01:17:24.737]  You see a dark cloud coming, what do you see?
[01:17:24.737 --> 01:17:27.898]  Well, I see a false flag election coming on us.
[01:17:27.898 --> 01:17:32.579]  And this mailed-in election just really cannot be allowed.
[01:17:32.579 --> 01:17:41.861]  And because we, the common thought is that if we have a mailed-in election, it's going to be Democrats voting for Biden.
[01:17:41.861 --> 01:17:42.801]  But I don't see that.
[01:17:43.208 --> 01:17:52.970]  What I see them doing is false flagging Trump and Trump supporters, the American people, by stuffing the ballot boxes with Trump votes.
[01:17:52.970 --> 01:18:04.933]  So then they know where to find the votes and they can point their wicked fingers of blame at you and me and Donald Trump and claim that we rigged the election.
[01:18:04.933 --> 01:18:09.274]  Oh, you think they're going to claim that Republicans stuffed the ballot box?
[01:18:09.274 --> 01:18:09.734]  Yes, sir.
[01:18:11.277 --> 01:18:12.818]  They're wicked people.
[01:18:12.818 --> 01:18:14.280]  That's their MO.
[01:18:14.280 --> 01:18:20.205]  They always project their crimes onto others and then attack the innocent.
[01:18:20.205 --> 01:18:21.627]  They do it all the time.
[01:18:21.627 --> 01:18:22.227]  No, you're right.
[01:18:22.227 --> 01:18:27.873]  If they follow their pattern of always blaming us for what they do, they would then
[01:18:29.963 --> 01:18:36.709]  They would stuff the ballot boxes with fake Trump votes to then claim that Trump had engaged in fraud and then throw the election.
[01:18:36.709 --> 01:18:46.217]  I mean, bottom line, they want to throw the election into question to bring in the 20th Amendment so that Pelosi can have a vote and she can basically appoint who she wants president.
[01:18:46.217 --> 01:18:47.017]  But I think you're right.
[01:18:47.017 --> 01:18:48.659]  I think that that's something we should definitely watch for.
[01:18:49.582 --> 01:18:54.325]  Because notice, Chris Wallace kept saying, you're not going to contest the election, you're not going to cause a problem.
[01:18:54.325 --> 01:19:02.029]  When the Democrats say they're contesting, Hillary, Podesta, Biden, they all say they're going to contest, but then Trump can't contest.
[01:19:02.029 --> 01:19:03.170]  That is just crazy.
[01:19:03.170 --> 01:19:04.790]  How does Trump respond to that with 33 days out?
[01:19:06.687 --> 01:19:13.613]  Well, he's got to just nullify this whole mail-in election.
[01:19:13.613 --> 01:19:16.956]  Exactly, but they've got the courts ruling it can be done on purpose.
[01:19:16.956 --> 01:19:18.156]  Thank you so much.
[01:19:18.156 --> 01:19:21.840]  This is a big deal, folks.
[01:19:21.840 --> 01:19:26.463]  They never had a way to get rid of Trump before because he wasn't in bed with Russia, he wasn't in bed with Ukraine.
[01:19:26.463 --> 01:19:31.748]  Everything fell apart, but this time they can use the election as the process to do this.
[01:19:33.573 --> 01:19:37.275]  And we've got the Supreme Court situation coming up, and this is so explosive.
[01:19:37.275 --> 01:19:41.417]  Alright, let's go to Mike in Arizona, then we'll go to Kathryn and others.
[01:19:41.417 --> 01:19:42.797]  Mike, welcome.
[01:19:42.797 --> 01:19:45.178]  Yeah, hi Alex.
[01:19:45.178 --> 01:19:48.880]  65-year-old citrus farmer here in the Phoenix area, Libertarian.
[01:19:48.880 --> 01:19:52.422]  Been listening to you for 15 years.
[01:19:52.422 --> 01:19:54.023]  I take a lot of your products.
[01:19:54.023 --> 01:19:55.883]  You're a good man.
[01:19:55.883 --> 01:20:01.706]  And, you know, my folks did a fundraiser for Goldwater back in the day.
[01:20:01.706 --> 01:20:03.187]  We're all Libertarians here.
[01:20:03.962 --> 01:20:10.046]  And I spread the news for Trump everywhere I go because I'm getting ready to retire, Alex.
[01:20:10.046 --> 01:20:18.152]  And I look at a guy like Joe Biden, who's done nothing for 50 years, how in the heck was he prepared last night?
[01:20:18.152 --> 01:20:25.057]  It seems to me they juiced him up, propped him up, and it seems to me he got the questions ahead of time.
[01:20:25.057 --> 01:20:26.398]  What do you think?
[01:20:26.398 --> 01:20:27.218]  He definitely did.
[01:20:27.218 --> 01:20:30.260]  He's been rehearsing for weeks.
[01:20:30.260 --> 01:20:31.501]  They admit he got the questions.
[01:20:31.501 --> 01:20:32.062]  That's come out.
[01:20:33.134 --> 01:20:35.856]  But here's what's more important.
[01:20:35.856 --> 01:20:36.976]  The blood transfusion.
[01:20:36.976 --> 01:20:48.523]  Now that gives you a danger of stroke, but if they give you a young person's blood, especially a teenager's or younger, of a healthy teenager, that's what you're witnessing right there, was undoubtedly blood transfusions.
[01:20:48.523 --> 01:20:50.884]  You notice how much plump his face was?
