[00:00:05.304 --> 00:00:06.506]  I don't know.
[01:15:31.068 --> 01:15:33.229]  You shouldn't be able to serve somebody a beer.
[01:15:33.689 --> 01:15:36.490]  If they drink that 16-ounce beer and walk out, they're gonna go to jail.
[01:15:38.851 --> 01:15:42.272]  So I called for all restaurants and bars to be shut down.
[01:15:42.532 --> 01:15:42.972]  Seriously.
[01:15:43.693 --> 01:15:47.054]  Because you can't go in one and have two beers and then not go to jail.
[01:15:48.516 --> 01:15:50.737]  So hey, I'm ready for the mainstream media attention.
[01:15:51.237 --> 01:15:54.959]  Bring it to me, because the listeners know you're a pack of lying scum.
[01:15:55.360 --> 01:15:56.600]  Travis County, great folks.
[01:15:56.620 --> 01:15:57.781]  We understand you got a quota.
[01:15:58.101 --> 01:15:58.641]  It's okay.
[01:15:59.042 --> 01:16:01.163]  Plus, I told you I only had that small amount.
[01:16:09.594 --> 01:16:17.098]  It's been called the language of the universe, and perhaps it's civilization's greatest achievement.
[01:16:17.278 --> 01:16:17.758]  It's name?
[01:16:18.899 --> 01:16:19.679]  Mathematics.
[01:16:20.019 --> 01:16:21.760]  Let's talk about math.
[01:16:21.860 --> 01:16:23.321]  So let's, let's do some math.
[01:16:23.561 --> 01:16:25.142]  Can you do the math for the rest of us?
[01:16:27.054 --> 01:16:32.857]  Somebody tweeted recently that actually with the money he spent he could have given every American a million dollars.
[01:16:32.877 --> 01:16:33.237]  I've got it.
[01:16:33.277 --> 01:16:34.498]  Let's put it up on the screen.
[01:16:35.158 --> 01:16:37.139]  But where does math come from?
[01:16:37.359 --> 01:16:39.120]  Bloomberg spent $500 million on ads.
[01:16:39.440 --> 01:16:39.640]  U.S.
[01:16:39.681 --> 01:16:41.822]  population $327 million.
[01:16:42.422 --> 01:16:44.303]  Don't tell us if you're ahead of us on the math.
[01:16:44.543 --> 01:16:46.184]  Is mathematics even human?
[01:16:46.444 --> 01:16:52.287]  He could have given each American $1 million and have had lunch money left over.
[01:16:52.647 --> 01:16:54.308]  It's an incredible way of putting it.
[01:16:54.448 --> 01:16:56.210]  You know what math you do in New York.
[01:16:56.490 --> 01:16:58.413]  It's an incredible way of putting it.
[01:16:58.533 --> 01:16:59.113]  It's true.
[01:16:59.394 --> 01:17:00.215]  It's disturbing.
[01:17:00.235 --> 01:17:02.577]  The Great Math Mystery.
[01:17:02.777 --> 01:17:07.503]  This was a diverse group of learners who had gathered up together because they had one thing in common.
[01:17:08.444 --> 01:17:11.567]  They struggled learning math.
[01:17:11.587 --> 01:17:14.110]  150 million people have been killed since 2007.
[01:17:18.291 --> 01:17:18.852]  Stupid.
[01:17:19.933 --> 01:17:20.834]  Oh, Sleepy Joe.
[01:17:21.234 --> 01:17:23.116]  Did anybody tell you how much their plans cost?
[01:17:23.176 --> 01:17:24.478]  Do you know how much, though?
[01:17:24.498 --> 01:17:26.260]  I mean, do you have a price tag for all this?
[01:17:26.280 --> 01:17:26.580]  We do.
[01:17:26.820 --> 01:17:29.383]  I mean, you know, and the price tag is...
[01:17:30.862 --> 01:17:34.223]  The overall price tag is more than $40 trillion.
[01:17:34.403 --> 01:17:36.104]  More than $50 trillion.
[01:17:36.504 --> 01:17:37.904]  Nearly $60 trillion.
[01:17:38.524 --> 01:17:39.885]  I think it's about $30 trillion.
[01:17:39.905 --> 01:17:41.565]  Oh yeah, that's a lot of money!
[01:17:41.665 --> 01:17:42.866]  That's just for Medicare for All.
[01:17:42.886 --> 01:17:43.646]  Just for Medicare for All.
[01:17:43.666 --> 01:17:45.347]  Do you have a price tag for all of these?
[01:17:45.507 --> 01:17:45.927]  No, I don't.
[01:17:45.947 --> 01:17:46.767]  We try to... No.
[01:17:47.167 --> 01:17:52.429]  How do you know it's going to be paid for if you don't know how much the price is?
[01:17:52.449 --> 01:17:55.830]  Well, I can't, you know, I can't rattle off to you every nickel and every dime.
[01:17:59.431 --> 01:18:03.071]  It is not matching the price tag that some put at about 30 trillion dollars.
[01:18:03.571 --> 01:18:07.092]  But you get about halfway there, the question becomes how do you get the rest of the way?
[01:18:07.292 --> 01:18:07.792]  Well, we get there.
[01:18:08.452 --> 01:18:11.233]  So where's the other 38 trillion dollars gonna come from?
[01:18:11.253 --> 01:18:13.253]  These are generational investments.
[01:18:13.373 --> 01:18:14.974]  Canada, France, Germany.
[01:18:15.194 --> 01:18:17.234]  Profound decisions about who we want to be.
[01:18:17.614 --> 01:18:19.694]  Save the American people.
[01:18:19.934 --> 01:18:22.635]  The wealthiest nation in the history of the world.
[01:18:22.935 --> 01:18:29.399]  Right now, I get that, but the price tag... You know, a year ago, I was working downtown in a restaurant.
[01:18:29.419 --> 01:18:31.000]  Broader agenda.
[01:18:31.060 --> 01:18:32.141]  Political realities.
[01:18:32.381 --> 01:18:33.622]  Just the wave of a wand.
[01:18:33.882 --> 01:18:35.684]  Economic activity that it spurred.
[01:18:35.864 --> 01:18:36.784]  My generation.
[01:18:36.844 --> 01:18:37.445]  Millennials.
[01:18:37.985 --> 01:18:40.127]  An externality, if you will.
[01:18:40.187 --> 01:18:42.688]  Unprecedented amounts of student loan debt.
[01:18:42.988 --> 01:18:45.670]  I'm assuming I'm not going to get an answer for the other $38 trillion.
[01:18:45.990 --> 01:18:47.551]  What is my mathematical identity?
[01:18:47.611 --> 01:18:50.113]  Who holds the power in a mathematical classroom?
[01:18:50.233 --> 01:18:52.315]  Math is racist somehow.
[01:18:53.076 --> 01:18:56.515]  So this idea is a bunch of malarkey, what we're talking about here.
[01:19:08.035 --> 01:19:08.875]  Hello, Patriots!
[01:19:09.155 --> 01:19:12.596]  This is Alex Jones from the Central Command Center here in Austin, Texas.
[01:19:13.056 --> 01:19:19.938]  And I'm not bragging, but we here at InfoWars take our energy to the next level with TurboForce from InfoWarsStore.com!
[01:19:20.338 --> 01:19:25.059]  Simply add one packet of TurboForce to a glass of water or your favorite beverage and drink immediately!
[01:19:25.079 --> 01:19:27.860]  I'll kill you like I killed Epstein!
[01:19:27.940 --> 01:19:29.260]  Not today, Hillary Clinton!
[01:19:30.780 --> 01:19:32.521]  How fake are you, children?
[01:19:33.181 --> 01:19:35.101]  Not today, Pope Francis!
[01:19:35.542 --> 01:19:37.602]  Artificial intelligence is cool.
[01:19:38.122 --> 01:19:40.783]  Not today, Mark Zuckerberg!
[01:19:41.043 --> 01:19:42.704]  Join the dark side.
[01:19:43.084 --> 01:19:44.904]  Not today, George Soros!
[01:19:45.184 --> 01:19:46.745]  Your soul is mine!
[01:19:47.385 --> 01:19:50.986]  Not today, Satan!
[01:19:51.466 --> 01:19:54.607]  Be sure to get your Turbo Force today at Infowarsstore.com.
[01:19:54.867 --> 01:19:57.888]  And remember, you are the resistance!
[01:20:05.023 --> 01:20:10.931]  LEADING A FRONTAL ASSAULT ON THE LIES OF THE NEW WORLD ORDER IT'S ALEX JONES
[01:20:28.050 --> 01:20:34.314]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:20:35.934 --> 01:20:38.136]  Okay, I got one rule today going to calls.
[01:20:38.156 --> 01:20:41.538]  I don't want to talk about me or the story I told about last night, any of it.
[01:20:41.558 --> 01:20:47.981]  I want to move forward with this coronavirus and the clear fact that it is a bioweapon meant to disrupt the U.S.
[01:20:48.021 --> 01:20:48.421]  economy.
[01:20:49.102 --> 01:20:50.703]  The hype around it is the weapon.
[01:20:51.143 --> 01:20:53.064]  How deadly the virus is, that's open for discussion.
[01:20:55.916 --> 01:20:58.718]  But you could hypothetically all day talk about just shut everything down.
[01:20:58.738 --> 01:21:01.159]  Don't even have humans alive and you won't have any coronavirus problem.
[01:21:02.860 --> 01:21:03.780]  Alright, who's been holding the longest?
[01:21:03.820 --> 01:21:04.401]  Is it Judy?
[01:21:04.481 --> 01:21:05.161]  Is it Austin?
[01:21:05.701 --> 01:21:06.322]  Is it Robert?
[01:21:06.362 --> 01:21:07.002]  Is it Hobbs?
[01:21:07.562 --> 01:21:08.403]  Is it Carlos?
[01:21:09.123 --> 01:21:10.604]  Who has been holding the longest?
[01:21:14.066 --> 01:21:15.987]  Let's talk to Joe in New Jersey and then Carlos.
[01:21:16.007 --> 01:21:16.807]  Joe, thanks for calling.
[01:21:19.829 --> 01:21:20.149]  Hey Alex.
[01:21:21.049 --> 01:21:21.690]  Hey brother, go ahead.
[01:21:22.679 --> 01:21:30.745]  Hey, I just want to say, you know, the supply chains are collapsing, coming into China, and we're relying on so much, as Tucker Carlson had said.
[01:21:31.866 --> 01:21:50.521]  I think there needs to be a real patriot infrastructure side of what Trump's trying to do to bring small businesses together, and they can find each other in a very easy way, kind of like, you know, if I'm looking for the greatest supplements, I can go to Infowarsstore.com and find the supplements I need.
[01:21:50.541 --> 01:21:51.982]  But if I'm looking for somebody to maybe
[01:21:52.972 --> 01:21:56.653]  Manufacture something, send me original meat, have them take their cows.
[01:21:57.033 --> 01:21:57.894]  There's nothing like that.
[01:21:58.514 --> 01:22:01.995]  And to set that infrastructure up, we need a big platform.
[01:22:02.655 --> 01:22:03.915]  And it can be done very simply.
[01:22:04.115 --> 01:22:09.337]  But, you know, there needs to be a platform to move that out.
[01:22:12.622 --> 01:22:17.405]  Well, we do need to have more small companies, more infrastructure, and globalism has been designed to shut that down.
[01:22:17.465 --> 01:22:22.209]  Big tech works around the clock to buy up small companies, but also suppress them and censor them.
[01:22:22.669 --> 01:22:23.730]  That's a really good point, Joe.
[01:22:23.750 --> 01:22:24.610]  I appreciate your call.
[01:22:25.171 --> 01:22:26.732]  Carlos in Canada, you're on the air.
[01:22:26.772 --> 01:22:27.352]  Thanks for calling.
[01:22:29.013 --> 01:22:29.734]  Thank you, Alex.
[01:22:30.754 --> 01:22:31.835]  Basically, two points.
[01:22:31.975 --> 01:22:34.917]  One I'd like to make at the end with regard to President Trump.
[01:22:35.377 --> 01:22:35.798]  Very brief.
[01:22:36.038 --> 01:22:41.862]  The first is, when I heard about the coronavirus, the first thing I realized is that it was a virus
[01:22:42.432 --> 01:22:45.753]  And we should not be afraid of viruses in general.
[01:22:45.793 --> 01:22:46.613]  They're always with us.
[01:22:46.653 --> 01:22:49.633]  They're part of our microbiome, if you want to call it a biome.
[01:22:50.233 --> 01:22:53.634]  And it's part of our very existence.
[01:22:53.654 --> 01:22:54.994]  We couldn't exist without viruses.
[01:22:55.394 --> 01:23:04.536]  Now, having said that, the novel coronavirus, COV-19, when imaged, it features with SARS and MERS.
[01:23:04.976 --> 01:23:11.257]  So, yes, I do agree that this is conceivably an artificially made, possibly unlikely made virus.
[01:23:12.216 --> 01:23:13.756]  But it is still a coronavirus.
[01:23:14.457 --> 01:23:22.459]  And I would like to concentrate, if possible, Alex, on how, as a human being, we can deal with coronavirus.
[01:23:23.099 --> 01:23:35.582]  The first thing we should know is that the temperature of the nasal passages are lower when you're elderly, when you're weakened by a lack of vitamin D, when you are in a position of just being chilled.
[01:23:36.241 --> 01:23:44.407]  So, elderly people and people taking care of those who they love, elderly and weak, should have their feet very, very warm at all times.
[01:23:45.128 --> 01:23:52.794]  Get wool, get cotton socks, wear a knife and take a daily shower and gargle once a day.
[01:23:52.834 --> 01:23:56.577]  That will give you a few hours of potential protection against
[01:23:57.327 --> 01:24:02.550]  The coronavirus is extremely tiny.
[01:24:02.770 --> 01:24:06.012]  It is carried by smoke particles.
[01:24:06.472 --> 01:24:15.077]  So you have to understand that when, if this thing is artificially created, they needed a place to release it where the population was very dense.
[01:24:15.438 --> 01:24:17.159]  China is a very good place to do it.
[01:24:18.619 --> 01:24:24.843]  Gaza in Israel is another very good place to test these sort of viral transmissions.
[01:24:25.333 --> 01:24:47.570]  And so I would suggest that if you have other people and you want to protect them, remember that they have to be given a means of boosting their immune system and also to be kept clean and to be warm especially in the lower areas because the hypothalamus is right behind the nose about an inch above the roof of your mouth and that controls your body temperature.
[01:24:50.026 --> 01:24:56.176]  The runny nose reaction and fevers are the body's reaction to a virus that is trying to spread.
[01:24:56.597 --> 01:24:59.542]  It usually begins from the nasal passages onwards.
[01:25:00.103 --> 01:25:01.185]  So that's what I have to say, Alex.
[01:25:02.617 --> 01:25:15.986]  And it's also good, I know companies are coming out with iodine that is put into the nasal passage, mixed and diluted, and also things like nanosilver, and obviously I'm not going to be a medical doctor and give advice.
[01:25:16.646 --> 01:25:19.528]  I know that's some of your background, you're a smart guy, Carl is your longtime caller.
[01:25:20.049 --> 01:25:21.309]  But let me ask you this question.
[01:25:22.290 --> 01:25:23.111]  What do you think
[01:25:24.031 --> 01:25:36.440]  The real thrust of it is clearly all the leftist groups, Hollywood, Big Tech, Austin, Texas, Italy, now run by globalists, are all hyping it like it's the end of the world and saying it's Trump's fault.
[01:25:36.860 --> 01:25:39.242]  Is that just political hijacking?
[01:25:39.642 --> 01:25:41.904]  Or was this launched and planned to do this from the beginning?
[01:25:43.285 --> 01:25:45.486]  To tell you the truth, it's more sinister than that.
[01:25:45.827 --> 01:25:46.987]  You know I do analysis.
[01:25:47.468 --> 01:25:53.472]  And what we have, it's a group of people that have been around President Trump, they've been around other presidents as well.
[01:25:53.888 --> 01:25:55.148]  But these people want war.
[01:25:55.248 --> 01:25:56.409]  They want World War 3.
[01:25:56.909 --> 01:26:04.791]  And they are, in fact, this coronavirus is a very good preparation for people to get used to body bags, to seeing, you know, coffins everywhere.
[01:26:04.811 --> 01:26:05.971]  Exactly.
[01:26:06.031 --> 01:26:08.992]  It puts us into a war footing, a crisis mode at a war.
