[00:00:07.261 --> 00:00:09.222]  Yippee-I-Yay!
[01:10:22.585 --> 01:10:24.246]  We'll use drones to surveil people.
[01:10:24.246 --> 01:10:28.229]  And notice it's the same from California to New York to London, England to
[01:10:29.773 --> 01:10:34.196]  Wuhan, China, it's drones, it's drones shouting orders.
[01:10:34.196 --> 01:10:41.000]  It's a global standardized corporate system to condition you to accept the takeover.
[01:10:41.000 --> 01:10:42.441]  So here's the bad news.
[01:10:42.441 --> 01:10:45.443]  The virus is man-made.
[01:10:45.443 --> 01:10:51.827]  I mean, they had major testing firms in Italy, in Germany, in the United States, in India.
[01:10:53.117 --> 01:10:54.318]  Come out and say the same thing.
[01:10:54.318 --> 01:10:56.499]  It's got the pea shuttle gene.
[01:10:56.499 --> 01:10:58.380]  It's got the protein slices.
[01:10:58.380 --> 01:10:59.961]  It's got the incisions, folks.
[01:10:59.961 --> 01:11:03.804]  It's got where they jammed it in there.
[01:11:03.804 --> 01:11:07.726]  Because when they put that RNA in there, it leaves a trace.
[01:11:07.726 --> 01:11:10.047]  And I use the analogy of that open-heart surgery.
[01:11:10.047 --> 01:11:11.648]  You see the big stitches?
[01:11:11.648 --> 01:11:12.549]  You look at Frankenstein.
[01:11:12.549 --> 01:11:15.591]  How do you know he's got different people's arms and legs?
[01:11:15.591 --> 01:11:16.932]  Because of the stitches, folks.
[01:11:16.932 --> 01:11:19.073]  I mean, it's ridiculous how obvious it is. 100%.
[01:11:21.010 --> 01:11:25.693]  And that's why you see the panicking by governments.
[01:11:25.693 --> 01:11:33.759]  And that's why when the Chai comms came out and on their official national TV at least 20 times I've seen and in their papers and said the U.S.
[01:11:33.759 --> 01:11:37.682]  Army was in Wuhan, they released it, it's all their fault.
[01:11:37.682 --> 01:11:43.286]  That's because they know they released it with deep state globalists they're working with that helped set up China.
[01:11:43.286 --> 01:11:44.707]  Remember, China isn't running this.
[01:11:44.707 --> 01:11:47.529]  It's the corrupt, evil, human testing ground.
[01:11:47.529 --> 01:11:49.891]  Three million people in slave camps that are Muslims alone.
[01:11:51.778 --> 01:11:55.641]  It's the hellhole human animal cloning 30 years ago, 20 years ago.
[01:11:55.641 --> 01:12:00.804]  Cows that produce human milk sold on store shelves.
[01:12:00.804 --> 01:12:04.327]  Spiders that are part goat that create body armor.
[01:12:04.327 --> 01:12:07.589]  I mean, it's just, it's hell on earth.
[01:12:07.589 --> 01:12:09.230]  It's all publicly going on.
[01:12:09.230 --> 01:12:11.772]  Human organ harvesting, you name it.
[01:12:12.537 --> 01:12:13.518]  The globalists set it up.
[01:12:13.518 --> 01:12:15.901]  90 plus percent of them didn't have running water.
[01:12:15.901 --> 01:12:20.266]  Most Chinese were living, you know, out as farmers like we were.
[01:12:20.266 --> 01:12:27.095]  The globalists took it over with the communists, ordered them all into collectivizing, set up mass brainwashing, forced sterilization.
[01:12:28.548 --> 01:12:31.311]  50 million girls killed, 400 million girls aborted.
[01:12:31.311 --> 01:12:32.392]  I mean, they're evil.
[01:12:32.392 --> 01:12:36.776]  Now it mainly hits men, we learned, in the Chinese population.
[01:12:36.776 --> 01:12:37.737]  Over here, it's the old.
[01:12:37.737 --> 01:12:38.898]  It's mutated, strangely.
[01:12:38.898 --> 01:12:42.381]  Because with a bioweapon, you've already tested it in rats and other things.
[01:12:42.381 --> 01:12:44.143]  You know how it's going to mutate.
[01:12:44.143 --> 01:12:46.365]  Or you can release other versions.
[01:12:46.365 --> 01:12:47.806]  Now they're saying there's hundreds of versions.
[01:12:47.806 --> 01:12:50.288]  There was 40 versions two weeks ago, then 100.
[01:12:50.288 --> 01:12:51.870]  Now there's hundreds of versions.
[01:12:53.305 --> 01:12:54.365]  That's not normal.
[01:12:54.365 --> 01:12:55.626]  Things don't normally mutate like that.
[01:12:55.626 --> 01:12:57.826]  But see, it's for viruses.
[01:12:57.826 --> 01:12:59.346]  It's engineered.
[01:12:59.346 --> 01:13:02.067]  It's basically nanotech.
[01:13:02.067 --> 01:13:05.988]  They always argue that viruses really aren't alive because they reproduce, but that's it.
[01:13:05.988 --> 01:13:09.549]  They're like digital information versus RNA.
[01:13:09.549 --> 01:13:12.069]  It's biological.
[01:13:12.069 --> 01:13:14.290]  Viruses are robots.
[01:13:14.290 --> 01:13:19.031]  And so nanotech is just a bunch of viruses you've engineered together to do what you want.
[01:13:19.031 --> 01:13:20.291]  And that's what it is.
[01:13:20.291 --> 01:13:22.712]  It's a soft kill weapon.
[01:13:24.744 --> 01:13:44.834]  So the virus is real, but the hype to scare you and the clampdown is to take your freedoms into the future, so they can lock you down in the future and you behave yourself when they release plagues that are even worse, as I predicted, in Endgame, Blueprint for Global Enslavement, because that's how they'll do it.
[01:13:44.834 --> 01:13:46.895]  They'll release viruses that are somewhat deadly, spread fast.
[01:13:48.089 --> 01:13:54.835]  We're going away from nation states, not to a big loving world government, but nation states will be gotten rid of to city states that are private
[01:14:12.924 --> 01:14:19.228]  And corporate owned that have the weapons, the surveillance, the medicine, everything, but you'll be fried with 5G and surveilled.
[01:14:19.228 --> 01:14:33.336]  You will opt into the prison because outside the prison, drones by night will deliver the bioweapon and you will have the intelligence you heard it in to the real kill grid while everybody else hides in the countryside.
[01:14:33.336 --> 01:14:36.918]  And that's the master plan and that's what they're doing and that's what's going to unfold.
[01:14:36.918 --> 01:14:37.659]  We can change it.
[01:14:37.659 --> 01:14:38.279]  We can say no.
[01:14:38.279 --> 01:14:38.760]  We can stop it.
[01:14:38.760 --> 01:14:39.300]  You have to understand.
[01:14:40.165 --> 01:14:44.389]  People hear me going, there's a Rockefeller report, so they'll use this for world government.
[01:14:44.389 --> 01:14:46.030]  And people go look it up, and they go, oh my God!
[01:14:46.030 --> 01:14:49.533]  They go, here's all these reports, and here's them calling for world government.
[01:14:49.533 --> 01:14:51.094]  Wow, how'd you know this?
[01:14:51.094 --> 01:14:56.539]  Are you... It's not just in that.
[01:14:56.539 --> 01:14:58.000]  It's in Club of Rome documents 1968.
[01:14:58.000 --> 01:15:02.384]  It's all in Endgame.
[01:15:02.384 --> 01:15:03.225]  Endgame.
[01:15:03.225 --> 01:15:04.526]  Endgame.
[01:15:04.526 --> 01:15:04.926]  Endgame.
[01:15:04.926 --> 01:15:06.047]  Blueprint for global enslavement.
[01:15:09.161 --> 01:15:12.630]  And what's the Marvel movie, Endgames, about global extermination, killing everybody?
[01:15:15.347 --> 01:15:16.507]  And they complained.
[01:15:16.507 --> 01:15:21.969]  The makers of that complained and said Jones' Endgame is going to the top of Amazon again.
[01:15:21.969 --> 01:15:24.089]  It was getting watched by tens of thousands a day.
[01:15:24.089 --> 01:15:25.910]  They said it's confusing it with our Endgame.
[01:15:25.910 --> 01:15:27.050]  Delete it!
[01:15:27.050 --> 01:15:32.651]  Even though I talked to one of the writers who reached out to me and they said that I inspired Endgame.
[01:15:32.651 --> 01:15:37.152]  So I inspire their Marvel movie and then I get censored because I inspired it.
[01:15:37.152 --> 01:15:38.612]  By the way, you think I'm joking.
[01:15:38.612 --> 01:15:39.573]  That's not a joke.
[01:15:39.573 --> 01:15:40.053]  I'm not bragging.
[01:15:40.053 --> 01:15:42.593]  It's just how much influence we have thanks to all you spreading the word.
[01:15:42.593 --> 01:15:44.534]  And Chris Carter said I influence all new X-Files.
[01:15:45.194 --> 01:15:47.937]  So, they're all obsessed with the show, as they know it's the truth.
[01:15:47.937 --> 01:15:50.100]  They don't have the power to be truthful themselves.
[01:15:50.100 --> 01:15:55.567]  They're all just selling out, getting money, and then building armored fortresses, hoping they all don't get killed by their own plan.
[01:15:55.567 --> 01:16:00.112]  If you're trying to quit drinking, or doing too many drugs, listen to me.
[01:16:00.112 --> 01:16:02.215]  You don't know me and we'll never meet.
[01:16:02.215 --> 01:16:03.537]  I had a problem like you once.
[01:16:03.937 --> 01:16:10.485]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[01:16:10.485 --> 01:16:15.571]  I realized I needed help to fix my problem before it totally destroyed me.
[01:16:15.571 --> 01:16:20.256]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[01:16:20.696 --> 01:16:23.819]  You need to call the National Treatment Advisors.
[01:16:23.819 --> 01:16:30.824]  They'll immerse you into a 30 day program to replace your old habits with new habits and totally change your life.
[01:16:30.824 --> 01:16:36.008]  And if you have PPO, private health insurance, the entire program may be covered.
[01:16:36.008 --> 01:16:39.310]  Fix your problem right now before it gets any worse.
[01:16:39.310 --> 01:16:40.271]  Get clean.
[01:16:40.271 --> 01:16:42.092]  Call now and learn more.
[01:16:42.092 --> 01:16:42.132]  800-506-6740.
[01:16:46.135 --> 01:16:46.596]  800-506-6740 That's 800-506-6740
[01:16:55.652 --> 01:16:57.533]  Fully cooked, ready to eat bacon.
[01:16:57.533 --> 01:17:00.774]  I'm talking thick, meaty, center cut, presidential bacon.
[01:17:00.774 --> 01:17:02.374]  Savory and delicious.
[01:17:02.374 --> 01:17:05.215]  I buy some, I use some, I store some.
[01:17:05.215 --> 01:17:05.855]  Awesome.
[01:17:05.855 --> 01:17:08.956]  No refrigeration needed with a 10 year shelf life.
[01:17:08.956 --> 01:17:10.517]  NASA PAC technology.
[01:17:10.517 --> 01:17:11.137]  Bacon.
[01:17:11.137 --> 01:17:15.298]  Fully cooked, fully hydrated, ready to eat right from the pack bacon.
[01:17:15.298 --> 01:17:16.718]  Or warm and serve.
[01:17:16.718 --> 01:17:18.759]  Life saving, ready to eat bacon.
[01:17:18.759 --> 01:17:20.720]  10 year shelf life bacon.
[01:17:20.720 --> 01:17:23.500]  Ships free at fully cooked bacon dot com.
[01:17:23.500 --> 01:17:25.121]  Fully cooked bacon dot com.
[01:17:25.541 --> 01:17:28.122]  Hunters, anglers, campers and survivalists.
[01:17:28.122 --> 01:17:29.202]  Get back to nature.
[01:17:29.202 --> 01:17:36.363]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:17:36.363 --> 01:17:39.724]  Slingbow products are compact and models start from just 1798.
[01:17:39.724 --> 01:17:43.225]  They're perfect for your bug out bag or storing in your vehicle.
[01:17:43.225 --> 01:17:47.285]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:17:47.285 --> 01:17:51.786]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:17:51.786 --> 01:17:54.387]  Feel the thrill only at slingbow.com.
[01:17:56.636 --> 01:18:02.258]  Newtonian physics documents the fact that for every action there's an opposite and equal reaction.
[01:18:02.258 --> 01:18:07.220]  And that matter is not destroyed, it is simply transferred into another form.
[01:18:07.220 --> 01:18:09.141]  Well, we're seeing that happen right now.
[01:18:09.141 --> 01:18:21.706]  The globalists are openly trying to hype up the coronavirus, trying to kill our economy, and trying to have martial law shut down around the country, and trying to stampede Trump into implementing it so they can blame the imploding economy on him.
[01:18:21.926 --> 01:18:31.030]  But Trump has seen through it, and so he's let them implement the draconian controls, and is saying, do you really want a depression for something that's killed far less than the flu?
[01:18:31.030 --> 01:18:33.571]  Ladies and gentlemen, now is the fight of our lives.
[01:18:33.571 --> 01:18:40.615]  And the good news is, their attack on humanity and on independent media has caused a lot of people to start thinking for themselves.
[01:18:40.615 --> 01:18:47.138]  And so the traffic to InfoWars.com and Band.Video is triple our previous records right now.
[01:18:47.458 --> 01:18:57.286]  So you're doing a great job spreading the word and people are tuning in to find out the truth like never before because of you, the Modern Paul Reveres.
[01:18:57.286 --> 01:19:02.151]  Serving with InfoWars is a great honor, but I still need my morning coffee.
[01:19:03.450 --> 01:19:12.856]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[01:19:12.856 --> 01:19:24.503]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[01:19:24.503 --> 01:19:28.686]  A robust coffee with great flavor and mild acidity.
[01:19:29.606 --> 01:19:33.629]  There has never been a more important time to support InfoWars.
[01:19:33.629 --> 01:19:40.533]  So if you love coffee and if you want to fight for freedom, then you can help.
[01:19:40.533 --> 01:19:43.455]  Order now at the InfoWars store.
[01:19:43.455 --> 01:19:53.260]  Sign up for auto ship and get your own high quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com.
