[00:00:18.817 --> 00:00:19.797]  You want answers?
[01:12:04.123 --> 01:12:08.126]  And they're always, you know what, they're always digging up on the castle properties and the rest of it.
[01:12:08.246 --> 01:12:08.886]  Little kids.
[01:12:08.946 --> 01:12:11.868]  I mean, folks, you cannot make up how evil these people are.
[01:12:11.888 --> 01:12:12.929]  I'm going to stop right there.
[01:12:13.370 --> 01:12:14.650]  But again, it's legends.
[01:12:14.731 --> 01:12:16.332]  They're not physical vampires.
[01:12:17.278 --> 01:12:18.859]  They're a bloodline of psychotics.
[01:12:19.919 --> 01:12:21.100]  And they're not even running the show.
[01:12:21.120 --> 01:12:24.422]  They just kicked off and funded science.
[01:12:24.462 --> 01:12:26.983]  You know, there was major science in the 1850s, folks.
[01:12:27.464 --> 01:12:28.985]  They focused on the science of control.
[01:12:29.245 --> 01:12:30.165]  And this has been copied.
[01:12:30.205 --> 01:12:30.986]  It's been exported.
[01:12:31.266 --> 01:12:32.166]  It's been refined.
[01:12:32.206 --> 01:12:33.207]  There's all these new systems.
[01:12:33.287 --> 01:12:33.767]  I'm ranting.
[01:12:33.987 --> 01:12:34.908]  I'm gonna go back to our guest.
[01:12:35.348 --> 01:12:36.689]  You should understand what we face.
[01:12:36.949 --> 01:12:38.070]  The terms you want to know
[01:12:39.423 --> 01:12:51.626]  Is the fact that globalism is really totally corrupt scientific colonialism by multinational mega banks and institutions that are above the law and of the new royalty.
[01:12:53.027 --> 01:12:54.907]  With the power to tax but are exempt from it.
[01:12:55.287 --> 01:12:57.048]  Letter of Mark given to their operatives.
[01:12:57.248 --> 01:12:57.988]  They're mercenaries.
[01:12:59.809 --> 01:13:05.050]  And they're reversing the Western invasion where they'd say you're going to be put on a ship or we're going to kill you.
[01:13:06.826 --> 01:13:16.272]  I mean, you think it was fun when, you know, like the 1600s, more than half of crews died routinely, usually about a third, on an African or South American voyage?
[01:13:16.292 --> 01:13:17.232]  You think they weren't slaves?
[01:13:20.174 --> 01:13:21.995]  And the West then tried to end slavery.
[01:13:22.436 --> 01:13:24.817]  But within the West was growing this great evil.
[01:13:26.078 --> 01:13:32.322]  And so now you're facing scientific colonialism
[01:13:34.033 --> 01:13:47.339]  At a multinational, above the state level, playing the states off against each other, the individuals against each other, the great game times a thousand, and nested in the heart of this, nested in the core of this.
[01:13:49.959 --> 01:14:06.398]  Then using the giant third world populations with promises of their own colonialism to come to the West and get the free welfare and the free goodies to be brought here to be programmed with liberation theology, hate the West theology, and then you conquer the third world and the West by playing them off against each other.
[01:14:07.310 --> 01:14:09.110]  And that is their admitted plan.
[01:14:09.390 --> 01:14:11.071]  You have been given the enemy's blueprint.
[01:14:11.331 --> 01:14:12.111]  What are you going to do about it?
[01:14:12.151 --> 01:14:15.691]  Now, Mr. Rawls, I'm going to try to shut up and give you the floor now, but I want to set the table here.
[01:14:16.312 --> 01:14:29.034]  Getting back into the military waking up, the bureaucrats waking up, a lot of people understanding now as we near the endgame that the patriots were right the last 60 plus years, from Barry Goldwater up to you and others, warning people.
[01:14:29.714 --> 01:14:31.914]  And so now how does that affect the battle space?
[01:14:32.154 --> 01:14:32.975]  Where does this go?
[01:14:33.675 --> 01:14:34.955]  And why is Islam
[01:14:36.084 --> 01:14:42.810]  As I think you correctly predicted over a decade ago, the secret skeleton key weapon that they're going to use to finish their world government takeover.
[01:14:45.131 --> 01:14:50.676]  Well Alex, the goal obviously is control.
[01:14:50.876 --> 01:15:02.326]  They want to consolidate power, they want to institute a global system, and all the pieces are in place right now to make that happen.
[01:15:03.006 --> 01:15:03.767]  With the internet,
[01:15:04.582 --> 01:15:16.324]  With the possibility of going cashless for the world currencies and soon to be just a single currency, I think that's definitely their goal.
[01:15:18.545 --> 01:15:26.626]  They have this game plan and they are indeed, just as you said, playing one group off of another to make all this happen.
[01:15:27.046 --> 01:15:29.927]  And as I mentioned at the beginning of the last hour,
[01:15:30.808 --> 01:15:42.494]  The real tool that's being used right now, following the end of the Cold War, is using radical Islam as a pawn.
[01:15:43.515 --> 01:15:51.259]  And as I mentioned before, I think that that pawn may actually be a knight or a queen in hiding.
[01:15:52.060 --> 01:15:57.823]  It's going to turn against them with dramatic results when all is said and done.
[01:15:59.386 --> 01:16:12.757]  We are seeing this all play out and the pace at which change is taking place is getting faster and faster and faster.
[01:16:12.937 --> 01:16:15.479]  And they're trying to manipulate this whole game.
[01:16:16.872 --> 01:16:22.794]  They're keeping people in the dark, they're failing at that, and at this point, it's going to come down to crisis.
[01:16:23.154 --> 01:16:43.359]  Whether it's a global pandemic, whether it's a global economic collapse, or whether it's a global war, they're going to have to play the crisis card very soon, because they basically lost control economically, and they have lost, they don't realize it yet, but they have lost the information war.
[01:16:45.319 --> 01:16:47.681]  People like you have woken up too many people.
[01:16:49.021 --> 01:16:57.026]  And at this point, the only arrow left in their quiver is absolute crisis.
[01:17:00.008 --> 01:17:00.509]  That's right.
[01:17:01.089 --> 01:17:02.950]  And we're now going into it.
[01:17:04.971 --> 01:17:08.213]  Hillary admitted they're losing the information war four years ago to Congress.
[01:17:10.215 --> 01:17:13.437]  But I don't think she even realizes how much they've lost the information war.
[01:17:15.450 --> 01:17:20.552]  Is there any way to get these cornered rats to not destroy everything to keep power?
[01:17:20.612 --> 01:17:41.682]  Couldn't the states get together in a first-run constitutional convention just to have letters of demand and basically tell the top operatives, stop their anti-American activities, don't shut down power plants, don't let China have unfair trade deals, start there, and then give them a year to exit
[01:17:42.836 --> 01:17:52.203]  The United States, I mean, that of course, as you know, is a student of history, Mr. Rawls, has been done before with corrupt elites who are like a cancer and are too hard to dislodge.
[01:17:52.604 --> 01:17:58.789]  I mean, could some type of through-the-system armistice happen and just have these people flake off?
[01:17:59.500 --> 01:18:10.362]  That is possible, and I think one venue for that may be the upcoming Republican National Convention, because they don't control all of those individual delegates.
[01:18:11.302 --> 01:18:25.465]  And once a party convention is, in a lot of ways, like a constitutional convention, once the floor is open, if enough people call for
[01:18:27.029 --> 01:18:27.730]  I think?
[01:18:48.513 --> 01:18:57.337]  That's right, because when they engage in this open theft, it is going to be a huge wake-up call on top of the wake-up call that's already happening, and people are really going to see through it.
[01:18:58.597 --> 01:19:04.720]  Do you think it's arrogance overall, or fear that they're just nakedly going, yeah, your vote doesn't count, get used to it, all over TV?
[01:19:06.977 --> 01:19:09.900]  Well, the level of arrogance is just horrendous.
[01:19:10.601 --> 01:19:24.114]  To think that they can attempt to stage-manage an entire political convention by manipulating the rules of that convention.
[01:19:24.174 --> 01:19:25.535]  I think it may backfire on them.
[01:19:28.667 --> 01:19:29.908]  One of two things are going to happen.
[01:19:30.409 --> 01:19:38.958]  Either there's going to be absolute pandemonium on the floor, or there's going to be a walkout of a lot of delegates.
[01:19:39.439 --> 01:19:42.101]  They may just walk to a hotel across the street.
[01:19:43.380 --> 01:19:45.663]  And start their own convention.
[01:20:02.853 --> 01:20:04.754]  Well, again, things are spinning out of control.
[01:20:04.774 --> 01:20:15.699]  And at this point, again, I think it's going to come down to a massive crisis of some sort as kind of a last-ditch effort for them to maintain their control.
[01:20:15.719 --> 01:20:19.821]  And as things get more out of control... Sure, sure, as things get more out of control...
[01:20:20.601 --> 01:20:22.304]  It's going to get more out of control and more out of control.
[01:20:22.324 --> 01:20:23.946]  Let's stay on a scale of one to a hundred.
[01:20:23.966 --> 01:20:25.829]  A hundred being the most out of control.
[01:20:25.849 --> 01:20:28.773]  You know, full-on nuclear war happening and just total insanity.
[01:20:29.213 --> 01:20:34.200]  And you know, zero being volholic pastoral utopias.
[01:20:34.601 --> 01:20:35.822]  Where are we on that scale, sir?
[01:20:36.854 --> 01:20:41.356]  Well, I'd say we're somewhere in the 80s or the 90s here right now.
[01:20:41.596 --> 01:20:44.277]  They're losing control.
[01:20:44.297 --> 01:21:02.543]  And at this point, unless they have a crisis that they can use as the excuse to collapse the stock market, cause a banking crisis, and institute a global currency,
[01:21:03.499 --> 01:21:09.582]  They'll need something of that scale to continue to consolidate power.
[01:21:09.702 --> 01:21:12.944]  Otherwise, power is going to slip through their grasp.
[01:21:13.124 --> 01:21:20.968]  So what you keep hammering is, they're going to pull a crisis, they're going to false flag, or they're going to wind somebody up, and they're going to create a crisis to be the saviors.
[01:21:21.308 --> 01:21:25.410]  It's so huge, it diverts from stealing elections and everything else.
[01:21:28.892 --> 01:21:31.053]  Yeah, they'll probably have a
[01:21:32.188 --> 01:21:32.468]  Okay.
[01:21:49.433 --> 01:21:56.920]  Of a key political figure or a key candidate that they'll then try to pin on the Patriot movement, for example.
[01:21:56.940 --> 01:21:57.381]  That's right.
[01:21:57.441 --> 01:22:02.305]  So they could false flag and kill Donald Trump and blame it on the Patriots or they could do it to Obama.
[01:22:02.346 --> 01:22:08.151]  That's what my gut's been telling me is we're entering the season of a political assassination to be pinned on one group or the other.
[01:22:08.431 --> 01:22:10.073]  It won't matter if it ever gets proven.
[01:22:10.393 --> 01:22:11.814]  It'll just cause war on the streets.
[01:22:12.535 --> 01:22:17.160]  Yes, and there literally will be blood in the streets if that happens.
[01:22:17.921 --> 01:22:32.215]  And again, getting back to the political conventions, the party conventions, coming out of the Democratic Convention or more likely out of the Republican Convention, we could see a huge uproar, especially if they attempt to
[01:22:34.298 --> 01:22:42.551]  To broker this convention and put an insider in, in place of one of the two perceived outsiders.
[01:22:44.754 --> 01:22:48.500]  And that's the only way, I mean look, I'll be honest, I don't want to scare people.
