[00:00:04.574 --> 00:00:17.868]  Intruder alert!
[01:04:43.834 --> 01:04:55.989]  But then you can have somebody like Adler just waddling around for decades in Congress, spewing BS, saying that Roger Stone's a Russian agent because he dares criticize globalists that have taken over this country.
[01:04:55.989 --> 01:04:59.353]  And it's like, look, get back in your McDonald's commercials is the, you know, grimace.
[01:05:02.250 --> 01:05:10.353]  It's only recently that Trump has mainstreamed the term globalist so effectively that they can no longer hide from the label, but they still try to hide their true agenda.
[01:05:10.353 --> 01:05:17.715]  The Christian Post pointed out that globalism is a secular, humanistic religion of sorts that envisions a one-world government.
[01:05:17.715 --> 01:05:25.418]  An American Thinker article titled, Globalism the Religion of Empire, says the religion of globalism sees an earthly, utopian world order.
[01:05:25.618 --> 01:05:31.942]  In which all men pay allegiance to elite priests who rule over a world city without national borders.
[01:05:31.942 --> 01:05:38.207]  The globalists will erase not only geographical borders, but the boundaries on how government will intrude into your life.
[01:05:38.207 --> 01:05:42.029]  You can forget the First Amendment and the rest of the Bill of Rights if they succeed.
[01:05:42.029 --> 01:05:50.335]  Even those like Jeremy Rabban, who don't support Trump, see that the globalists seek to quote, organize the world in a way that establishes an artificial consensus.
[01:05:50.655 --> 01:05:52.596]  It's not enough to say it's undemocratic.
[01:05:52.596 --> 01:05:53.617]  It's threatening.
[01:05:53.617 --> 01:05:54.878]  It's almost demonic.
[01:05:54.878 --> 01:05:59.981]  It is a world organized independently of people's fundamental religious convictions.
[01:05:59.981 --> 01:06:01.662]  For InfoWars.com, I'm David Knight.
[01:06:20.795 --> 01:06:21.535]  I think so.
[01:06:42.520 --> 01:06:42.720]  Thank you.
[01:07:02.199 --> 01:07:07.843]  InfoWars is proud to announce the official InfoWars Live app, available now for iPhone and Android.
[01:07:07.843 --> 01:07:16.290]  InfoWars Live allows you to watch a live, high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[01:07:16.290 --> 01:07:19.152]  Want to read the latest exclusives on InfoWars.com?
[01:07:19.292 --> 01:07:21.114]  Or do you want to catch up on world news?
[01:07:21.114 --> 01:07:24.258]  Now you can do so with InfoWars Live anywhere you go.
[01:07:24.258 --> 01:07:26.581]  You can browse the news, share content, and more.
[01:07:26.581 --> 01:07:29.765]  And best of all, it's free to download at InfoWars.com.
[01:07:29.765 --> 01:07:31.167]  The app is brand new.
[01:07:31.167 --> 01:07:32.428]  This is the first release.
[01:07:32.428 --> 01:07:34.751]  And it was completely built from the ground up.
[01:07:34.751 --> 01:07:38.336]  We've seen example after example of cable news networks attempting to deceive you.
[01:07:38.576 --> 01:07:47.442]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion in an unnatural direction that only serves establishment agendas.
[01:07:47.442 --> 01:07:52.486]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
[01:07:52.486 --> 01:07:59.831]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[01:08:09.895 --> 01:08:11.096]  It's September 29th, 2016.
[01:08:11.096 --> 01:08:18.839]  Only 39 short days until the historic 2016 November election.
[01:08:18.839 --> 01:08:20.519]  We're so close you can almost touch it.
[01:08:20.519 --> 01:08:21.860]  Americanism versus Globalism.
[01:08:38.197 --> 01:08:41.979]  The New World Order corporate combine has hijacked our nation.
[01:08:41.979 --> 01:08:45.941]  Wants to tell us that sovereignty is racist and evil.
[01:08:45.941 --> 01:08:51.063]  And that if we go the way of the Brigs in the UK, we're somehow Russian agents.
[01:08:51.063 --> 01:08:54.785]  The truth is, Russia has nothing to do with this election.
[01:08:54.785 --> 01:08:59.027]  Other than the fact that Russia has already partially pulled away from the New World Order.
[01:09:04.452 --> 01:09:13.845]  It's now time for us to proudly join the UK and Russia in re-establishing national sovereignty and our constitutional republics.
[01:09:13.845 --> 01:09:19.212]  You're listening to the Alex Jones Show, broadcasting from Austin, Texas, worldwide.
[01:09:28.371 --> 01:09:30.632]  Ladies and gentlemen, thank you so much for joining us.
[01:09:30.632 --> 01:09:33.554]  Again, we're into the second hour of the Worldwide Broadcast.
[01:09:33.554 --> 01:09:44.120]  We have Mr. Scheuer joining us, our great reporter, who has broken down the admitted crimes of the White House operative Brock, David Brock.
[01:09:44.120 --> 01:09:45.621]  So that is coming up at the bottom of the hour.
[01:09:45.621 --> 01:09:55.246]  It's just important to study the criminal organization and to look at this key capo who has the hair
[01:09:57.205 --> 01:10:11.372]  of a sycophant twit, and who has the demeanor of a scallywag, and who has the political acumen of a pirate.
[01:10:11.372 --> 01:10:13.173]  And I want to be clear.
[01:10:13.173 --> 01:10:21.537]  Pirates think, like cancer raging through the body, that just because they can rob, steal, and destroy, and sow chaos, they're geniuses.
[01:10:21.537 --> 01:10:23.938]  No, it's easy to burn a house down.
[01:10:23.938 --> 01:10:24.899]  It's hard to build one.
[01:10:27.699 --> 01:10:34.023]  It's easy to grab a kid out of their backyard and put them in your van and drive them off so the Saudis can have their way with them.
[01:10:34.023 --> 01:10:40.826]  It's hard to have a child and raise it and be loving.
[01:10:40.826 --> 01:10:46.289]  It's easy to sell crack on the side of the street corner.
[01:10:46.289 --> 01:10:49.451]  It's hard to build a civilization that has streets.
[01:10:49.451 --> 01:10:52.633]  And these people are pirates.
[01:10:52.633 --> 01:10:55.795]  They're looting everything and they have the same
[01:10:58.464 --> 01:11:06.731]  Dishonor that you would expect you'd see in grave robbers.
[01:11:06.731 --> 01:11:16.119]  But at least the grave robbers got the decency to lay to human dead a hundred years or so before they'd pull the rings off your fingers.
[01:11:19.326 --> 01:11:21.167]  They're doing it in broad daylight.
[01:11:21.167 --> 01:11:28.571]  And I go back to what I said last hour, because I've been thinking about everything we look at, Obamacare really is the greatest example of it.
[01:11:28.571 --> 01:11:35.996]  Everyone I know has seen their premiums go up 50% to 100% to 150%.
[01:11:35.996 --> 01:11:41.599]  Who it really hit was my parents, who might use their insurance once every 10 years.
[01:11:41.599 --> 01:11:47.243]  I think my mother hadn't used hers in like 20 years.
[01:11:47.243 --> 01:11:47.823]  It was ridiculous.
[01:11:50.706 --> 01:11:54.249]  And as soon as Obamacare passed three years ago, my dad got a letter, it was 37%.
[01:11:54.249 --> 01:11:56.050]  Another letter a few months later, another 20%.
[01:11:56.050 --> 01:11:57.151]  They know how to do it.
[01:11:57.151 --> 01:11:59.153]  I mean, now it's like 200%.
[01:11:59.153 --> 01:12:07.899]  So he went out and tried to find insurance and couldn't get anything that wasn't basically 100% what he was paying previously.
[01:12:07.899 --> 01:12:10.922]  Same here.
[01:12:10.922 --> 01:12:14.364]  I had insurance through GCN going back 18, 19 years.
[01:12:14.364 --> 01:12:15.645]  And Ted said, I can't afford it anymore.
[01:12:15.645 --> 01:12:16.826]  I'm getting rid of the pool.
[01:12:16.826 --> 01:12:18.007]  I went out to look for my own insurance.
[01:12:18.007 --> 01:12:20.129]  It was about double.
[01:12:21.232 --> 01:12:25.533]  I don't use my insurance either.
[01:12:25.533 --> 01:12:32.195]  And then you turn on the news and they say, it's not going up, everything's free, it's wonderful.
[01:12:32.195 --> 01:12:36.056]  Then you can keep your doctor, on and on and on.
[01:12:36.056 --> 01:12:41.377]  And then I sit here, and I go around over the years and I say, do people want health insurance here?
[01:12:41.377 --> 01:12:45.258]  Do you want me to, you know, go in, have a group plan, I pitch in, you pitch in?
[01:12:45.258 --> 01:12:48.599]  Both will say, no, my wife's got it, my husband's got it, or I'm gonna wing it, or no, I don't want it.
[01:12:49.437 --> 01:13:02.371]  Now, it's fully in place, folks, and I'll be charged $5,000 per employee, and they'll be charged, too, if they at least don't opt out of the health plan.
[01:13:07.151 --> 01:13:09.512]  And remember, most of these insurance companies are foreign.
[01:13:09.512 --> 01:13:10.713]  We've never had a tax.
[01:13:10.713 --> 01:13:16.296]  That's what we had, the Revolutionary War, was over foreign taxes and things like that to a foreign power.
[01:13:16.296 --> 01:13:18.177]  You know, the globalism of that age, colonialism.
[01:13:18.177 --> 01:13:23.479]  That's all globalism is, is a new form of corporate colonialism.
[01:13:23.479 --> 01:13:29.643]  And then I was talking to, again, crew members here in the office, where the first fine was, you know, $1,000 and $3,000 and then now it's, oh, $5,000.
[01:13:38.567 --> 01:13:46.115]  Oh, because, you know, you make a decent, you know, middle class wage.
[01:13:46.115 --> 01:13:49.058]  That's a lower middle class wage.
[01:13:49.058 --> 01:13:53.102]  We're going to take $5,000 from you.
[01:13:53.102 --> 01:13:58.127]  Because, see, they don't recognize most of these other cobbled together health plans you can get that are pretty decent.
[01:13:58.127 --> 01:13:58.847]  They don't recognize it.
[01:13:58.847 --> 01:14:01.270]  Big insurance companies wrote this to make you get it from them.
[01:14:03.646 --> 01:14:17.617]  And then when they're done making money off of it a few years, they're just gonna turn loose and then deny the whole thing, watch it collapse and go to single-payer, and then it'll make prices go up even more, there'll be two or three big companies left standing, that's the admitted plan, and then you've got to go to them.
[01:14:17.617 --> 01:14:26.845]  And Rahm Emanuel's brother, one of the architects of it, we ought to find that clip, it's Rahm Emanuel's brother admits Obamacare meant to create single-payer.
[01:14:28.436 --> 01:14:31.478]  Author of Obamacare admits plan is meant to create single-parents.
[01:14:31.478 --> 01:14:35.040]  Fox News, I think it's like Cavuto, three years ago.
[01:14:35.040 --> 01:14:43.064]  He's on there in person and says of course it's meant to bankrupt it and go to single-parent.
[01:14:43.064 --> 01:14:47.267]  But it isn't even cloward and piven to make it socialist, which would be bad enough because that's the state running healthcare.
[01:14:48.243 --> 01:14:50.183]  Getting rid of innovation and choice.
[01:14:50.183 --> 01:14:53.624]  It's big foreign corporations making you get it from them.
[01:14:53.624 --> 01:14:55.605]  I mean, that's so unconstitutional.
[01:14:55.605 --> 01:14:57.245]  That's so discriminatory.
[01:14:57.245 --> 01:14:59.526]  That's so... I called it a tax.
[01:14:59.526 --> 01:15:00.086]  Oh, you're a kook.
[01:15:00.086 --> 01:15:00.746]  It's not a tax.
[01:15:00.746 --> 01:15:06.447]  And then the Supreme Court says, well, Congress has the power to tax.
[01:15:06.447 --> 01:15:09.048]  But not an unconstitutional tax.
[01:15:09.048 --> 01:15:13.469]  And as soon as Obama let thousands of big companies opt out of Obamacare,
[01:15:15.407 --> 01:15:21.112]  The minute they did that, it was totally unconstitutional there, because it's an unfair weights and measures.
[01:15:21.112 --> 01:15:22.874]  It's discrimination on the face.
[01:15:22.874 --> 01:15:30.361]  But we only think of discrimination if, you know, you're black or you're white or the KKK burned a cross in your yard.
[01:15:30.361 --> 01:15:39.569]  The big massive discrimination is all of us having our privacy violated, all of us having to pay for illegal aliens, all of, including illegals that are already here getting killed by illegals.
[01:15:40.470 --> 01:15:53.221]  All of us having a ruling class that's above the law, that has bodyguards, taxpayer-paid for, and then we can't have guns in many areas they control.
[01:15:53.221 --> 01:15:58.625]  So, I mean, to me... I know that clip's easy to find.
[01:15:58.625 --> 01:16:03.369]  If you guys can't find it, because I know we didn't find it yesterday, go ask the other side to find it, or ask Paul Watson, because he's always the best at finding it.
[01:16:03.369 --> 01:16:05.471]  You guys are great, too, but I really want that clip.
[01:16:07.085 --> 01:16:08.546]  People say, oh, he just made that up.
[01:16:08.546 --> 01:16:10.746]  They never admitted it was just bankrupt everything.
[01:16:10.746 --> 01:16:12.687]  They never admitted it was just making a single pair.
[01:16:12.687 --> 01:16:13.868]  Yeah, they did.
[01:16:13.868 --> 01:16:18.969]  But you don't believe Gruber got up on different TV shows and said, thank God the public has no attention span.
