[00:00:00.370 --> 00:00:03.884]  And your support is helping us defend liberty worldwide.
[01:04:00.444 --> 01:04:06.389]  But instead, it's racism, just so you're just looking for the codes everywhere, like a schizophrenic basket case loon.
[01:04:07.410 --> 01:04:07.950]  Here's another one.
[01:04:08.531 --> 01:04:12.194]  BBC reports, China's Great Firewall blocks its creator.
[01:04:13.544 --> 01:04:21.307]  The designer of China's Great Firewall has been mocked online after he reportedly had to bypass the censorship system that he helped create during a public event where he was down there pushing it.
[01:04:21.588 --> 01:04:23.829]  And these guys work with Zuckerberg to help censor us.
[01:04:24.129 --> 01:04:25.429]  It's all one big happy family.
[01:04:25.869 --> 01:04:33.233]  Planned Parenthood, David Daladin, I think is his name, speaks out on his home being raided.
[01:04:34.433 --> 01:04:40.536]  Undercover investigator's home in California was raided by officials under the Office of California Attorney General's office.
[01:04:42.076 --> 01:04:46.679]  My team, Port Authority cops say surprise terror drills pose danger to officers.
[01:04:46.699 --> 01:04:47.639]  We're going to get into some of that.
[01:04:47.959 --> 01:04:48.740]  More censorship.
[01:04:48.880 --> 01:04:50.441]  Raised hands in England.
[01:04:50.801 --> 01:04:55.664]  Raising your hand to ask a question violates safe space policy.
[01:04:55.964 --> 01:04:56.724]  Not allowed to walk.
[01:04:56.864 --> 01:04:57.565]  Not allowed to talk.
[01:04:57.645 --> 01:04:58.365]  Not allowed to touch.
[01:04:58.666 --> 01:04:59.746]  Not allowed to raise hands.
[01:05:00.146 --> 01:05:02.728]  That's beyond a super max prison.
[01:05:03.108 --> 01:05:05.009]  And you pay $200,000 to get one of these degrees.
[01:05:09.537 --> 01:05:10.558]  BrainForce is here.
[01:05:11.079 --> 01:05:13.383]  Ladies and gentlemen, I've been on this the last few months.
[01:05:13.644 --> 01:05:21.456]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of BrainForce.
[01:05:22.236 --> 01:05:25.398]  One of the worst things with most energy products is it's not sustainable.
[01:05:25.698 --> 01:05:25.838]  Right?
[01:05:25.858 --> 01:05:28.199]  You're gonna crash and you're gonna feel really bad afterwards.
[01:05:28.559 --> 01:05:32.101]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:05:32.121 --> 01:05:35.262]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:05:35.762 --> 01:05:40.545]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:05:41.105 --> 01:05:42.926]  For example, the L-theanine inside of it.
[01:05:43.286 --> 01:05:47.708]  That is activated by the different compounds in the yerba mate that we put inside of it as well.
[01:05:47.868 --> 01:05:49.889]  This just increases the compounds you already have.
[01:05:50.509 --> 01:05:51.970]  This is what you're actually designed to run on.
[01:05:52.130 --> 01:05:52.370]  Exactly.
[01:05:52.390 --> 01:05:56.212]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:05:56.693 --> 01:06:03.937]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[01:06:04.237 --> 01:06:04.697]  Or call 888-253-3139.
[01:06:09.418 --> 01:06:18.586]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[01:06:18.666 --> 01:06:26.893]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:06:27.053 --> 01:06:31.717]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:06:31.937 --> 01:06:38.640]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:06:38.720 --> 01:06:45.784]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:06:45.904 --> 01:06:52.767]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:06:52.907 --> 01:06:57.269]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:06:57.389 --> 01:07:00.611]  Available in original or with our immune support infusion blend.
[01:07:00.771 --> 01:07:01.192]  We're good to go.
[01:07:15.708 --> 01:07:22.312]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:07:22.612 --> 01:07:27.815]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:07:27.915 --> 01:07:36.760]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[01:07:37.040 --> 01:07:45.608]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:07:45.868 --> 01:07:52.774]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[01:07:52.914 --> 01:07:58.819]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you at the best price out there.
[01:07:59.259 --> 01:08:03.984]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:08:04.164 --> 01:08:07.628]  That's InfoWarsLife.com or call 888-253-3139.
[01:08:08.108 --> 01:08:15.316]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:15.696 --> 01:08:17.959]  Because there's a war on for your mind.
[01:08:31.837 --> 01:08:36.359]  Ladies and gentlemen, we are live now, here in the second hour, broadcasting worldwide.
[01:08:36.659 --> 01:08:40.021]  Coming up later in the hour, I'm going to play some of these clips.
[01:08:40.401 --> 01:08:43.883]  Last week, MSNBC and others freaked out.
[01:08:43.943 --> 01:08:45.903]  Media Matters, run by the White House, freaked out.
[01:08:46.924 --> 01:08:55.268]  BuzzFeed, Alternet, all of them read it that, oh my gosh, the evil Roger Stone, former head of Trump's campaign,
[01:08:56.567 --> 01:09:05.053]  Went on the Alex Jones Show and said that we should be upset if they take the popular vote at the RNC away and give it to somebody else.
[01:09:06.214 --> 01:09:11.398]  And of course, Stone's been saying for months they may give it to Paul Ryan or to Mitt Romney with zero delegates.
[01:09:12.979 --> 01:09:17.903]  That even sounded wild to me, but I knew everything Stone keeps talking about comes true, so I believed it.
[01:09:18.003 --> 01:09:21.826]  And sure enough, the last few weeks, Karl Rove's come out and said, we need a fresh face.
[01:09:21.846 --> 01:09:23.147]  We don't even need any delegates.
[01:09:23.567 --> 01:09:24.949]  We the party can decide.
[01:09:25.731 --> 01:09:28.992]  And then MSNBC sat there and said, can you believe it?
[01:09:29.092 --> 01:09:34.653]  They want to have millions of people there so that when they try to steal it, the public can say no.
[01:09:35.773 --> 01:09:40.814]  Yeah, we have to go point out that the popular vote's always been honored by these delegates, unless it's very, very close.
[01:09:41.735 --> 01:09:47.976]  You have a public election, you have all this money spent, you have false advertising saying that
[01:09:49.984 --> 01:09:53.347]  Go vote one man, one vote, one woman, one vote.
[01:09:53.527 --> 01:09:59.432]  You decide 2016, you decide 2012, you decide 2008, you decide, you decide, you decide.
[01:09:59.732 --> 01:10:04.076]  And now they're saying, oh no, we changed the rules way back and we're not going to let you do that.
[01:10:05.437 --> 01:10:06.778]  I believe that's indefensible.
[01:10:07.178 --> 01:10:09.400]  Even the parties claim they have all this internal power.
[01:10:09.780 --> 01:10:17.787]  When you hold yourself out as a public watchdog, when you hold yourself out with false advertising, we can show all the instances where they say your vote counts.
[01:10:18.247 --> 01:10:19.188]  Come join our party.
[01:10:21.329 --> 01:10:22.030]  This is fraud.
[01:10:38.126 --> 01:10:47.473]  Again, we didn't want to sit here and brag about how influential Stone and his cohorts are, but the point is they know more about what they're doing than some of the other folks.
[01:10:47.753 --> 01:10:54.659]  And the good news is even Politico came out a few days ago and said, look, Manafort, Stone, and others more and more
[01:10:55.239 --> 01:11:00.023]  Have been proven right about how they try to steal the delegates and so they're coming in more and more to try to stop it.
[01:11:00.063 --> 01:11:03.925]  But Stone is still on the outside of the campaign so he can get more done.
[01:11:04.266 --> 01:11:06.908]  That's why they've announced he's been banned on CNN a month ago.
[01:11:07.228 --> 01:11:12.412]  Now MSNBC through the White House run Media Matters has announced he's banned.
[01:11:13.171 --> 01:11:16.253]  And it's because he's so effective, and he's telling the truth.
[01:11:16.293 --> 01:11:32.823]  Now, he's with us till 44 after or so, then we're going to get into some other news today, and I'm going to try to give him the floor to really walk through what happened in Wisconsin, where this is going, what the next phase is, and how we stop him going into Cleveland and beyond.
[01:11:32.863 --> 01:11:40.427]  But this is a big, big deal, because even if you hate Donald Trump or Bernie Sanders, they're robbing both of them.
[01:11:40.567 --> 01:11:41.908]  Trump more spectacularly.
[01:11:43.766 --> 01:11:53.014]  If they get away with this, with party bosses on TV like Previs and others bragging that your vote doesn't count, my God, what's next?
[01:11:53.174 --> 01:11:58.419]  So here to tell us what's happened and what's next is Roger Stone of StoneZone.com.
[01:11:58.679 --> 01:12:06.105]  We carry both of his books on the Bush crime family and the Clinton sex crimes at InfoWarsTore.com, I should also add.
[01:12:06.746 --> 01:12:08.667]  So thank you so much, Mr. Stone, for joining us.
[01:12:09.508 --> 01:12:11.310]  Break down what you think is front and center right now.
[01:12:12.386 --> 01:12:38.935]  Well, Alex, first of all, I want to thank you because nobody has been more effective in terms of revealing the secret game plan of the party kingmakers, their entire disdain for the democratic process, their attempt to completely discard the will of the American people, those Republicans, in some places Democrats and Independents, who have voted in overwhelming numbers
[01:12:39.755 --> 01:12:40.936]  For Donald Trump.
[01:12:41.337 --> 01:12:45.039]  Now, this race is changing almost by the hour.
[01:12:45.960 --> 01:12:54.867]  And I think it's important to understand that Trump has fashioned a communications-based strategy from the beginning.
[01:12:55.528 --> 01:12:57.069]  And this was all him.
[01:12:57.549 --> 01:12:59.230]  No one else can take credit for this.
[01:12:59.330 --> 01:13:11.816]  It was his vision to go into the primary states, hold these enormous rallies, and then stand out as the only nationalist in a field of globalists.
[01:13:12.237 --> 01:13:26.344]  And to tell people the shocking and hard truths about our current fiscal situation, our current trade policies, our current immigration policies, which have left our country unsafe.
[01:13:27.124 --> 01:13:38.333]  And then, of course, the incoherent foreign policy that has been pursued by the Bushes and the Clintons and the Bushes and the Obamas.
[01:13:38.854 --> 01:13:45.299]  So I think it is vital to understand that now we're in a phase of the campaign
[01:13:46.019 --> 01:13:48.681]  Where organization matters.
[01:13:49.021 --> 01:13:56.045]  Where knowledge of the arcane rules that surround delegate selection matters.
[01:13:57.045 --> 01:14:03.089]  But that doesn't mean that the will of the people can no longer be manifested.
[01:14:03.669 --> 01:14:13.953]  We saw this in the Republican National Convention in 1940, when thousands of adherents of Wendell Willkie stormed Philadelphia to make their presence known.
[01:14:14.353 --> 01:14:16.934]  And there was a popular surge.
[01:14:17.414 --> 01:14:26.198]  And the bosses of the party, who were more likely to be for Harold Stassen or Tom Dewey or Robert Taft,
[01:14:27.503 --> 01:14:30.304]  Bowed to the will of the people.
[01:14:30.744 --> 01:14:46.107]  We saw it again in 1952, in kind of a reverse, where the popular desire for Eisenhower put direct pressure on the party bosses who were lined up for Senator Robert Taft.
[01:14:46.507 --> 01:14:49.167]  So history is repeating itself.
[01:14:49.588 --> 01:14:51.248]  Now what do we need to look for?
[01:14:52.448 --> 01:14:56.670]  Next weekend in Colorado, look for the big steal.
[01:14:57.090 --> 01:15:07.414]  Donald Trump will be stolen blind by a combination of the Romney-Bush-Cruz faction of the Colorado establishment.
