[00:00:03.959 --> 00:00:06.262]  Wednesday, April 20th, 2016.
[01:28:08.092 --> 01:28:11.674]  And we see Seismic Forecast Japan, beta test version.
[01:28:11.674 --> 01:28:13.935]  I know that's when George Norrie has you on a lot.
[01:28:13.935 --> 01:28:17.376]  You have been accurate, I'd say, what, about 80% of the time.
[01:28:17.376 --> 01:28:18.557]  It's pretty scary.
[01:28:18.557 --> 01:28:22.879]  Yeah, and that was when I had access to the naval data at Monterey, California.
[01:28:22.879 --> 01:28:27.801]  When they changed over the programs and the satellites and everything, they didn't do that report to the public anymore.
[01:28:27.801 --> 01:28:29.882]  And that's what scares me is they're shutting all the data down.
[01:28:31.667 --> 01:28:35.933]  Well, probably with good intent, because I'm a wild card.
[01:28:35.933 --> 01:28:38.216]  I'm not financed by anybody but me and the good Lord.
[01:28:38.216 --> 01:28:42.381]  And, you know, I'll say what I think, and I'll report what I see.
[01:28:42.381 --> 01:28:48.289]  And so if they let me use official naval data and explain how I was doing it,
[01:28:48.809 --> 01:28:50.210]  And predict massive quakes.
[01:28:50.210 --> 01:28:56.112]  If I predicted this massive quake somewhere, it would be the same as them saying it.
[01:28:56.112 --> 01:28:57.172]  And they don't want to panic.
[01:28:57.172 --> 01:28:59.793]  They've got their own agenda for timing and release of the information.
[01:28:59.793 --> 01:29:01.574]  So, I can understand.
[01:29:01.574 --> 01:29:07.236]  You know, I'm not mad, but I found another place to get some of the information I used to use from the Navy.
[01:29:07.236 --> 01:29:15.020]  If you look at this image you've got there, that seismic forecast, you can see that yellow circle around the lower part of the island.
[01:29:15.020 --> 01:29:15.940]  Put that back up, yes.
[01:29:16.784 --> 01:29:25.109]  Okay, well now, you can see that there's kind of green and pink signals over the southern island of Japan.
[01:29:25.109 --> 01:29:30.993]  That's where we had those two big earthquakes on the outside of that circle, and it's moving upward on the islands of Japan.
[01:29:31.986 --> 01:29:33.747]  So, there's more coming.
[01:29:33.747 --> 01:29:35.707]  Alright, we got a long 18-minute segment coming up.
[01:29:35.707 --> 01:29:51.312]  We're going to come back, give you the floor to really break down the numbers and where the most dangerous places in the world are, where you believe the next big ones are coming, but it doesn't matter if it's in Northern Europe, it doesn't matter where it is, Russia, Oklahoma, there's just earthquakes everywhere where you never have much.
[01:29:51.312 --> 01:29:53.833]  The Empire's on the run.
[01:29:53.833 --> 01:29:56.494]  Alex Jones and the GCN Radio Network.
[01:30:00.842 --> 01:30:04.345]  Infowarslife.com, oil of oregano formulation.
[01:30:04.345 --> 01:30:09.951]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:30:09.951 --> 01:30:17.838]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[01:30:18.298 --> 01:30:24.441]  Sourced from top-leading manufacturers to ensure a concentrated level of bioactive ingredients.
[01:30:24.441 --> 01:30:33.524]  Extracted directly from the wild herb and sealed in easy-to-use capsules, you will no longer need to endure the burning of liquid oregano on the tongue.
[01:30:33.524 --> 01:30:39.746]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[01:30:39.746 --> 01:30:46.029]  Wild-crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[01:30:46.489 --> 01:30:51.873]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[01:30:51.873 --> 01:30:54.355]  Now available at Infowarslife.com.
[01:30:54.355 --> 01:30:56.377]  That's Infowarslife.com or call 888-253-3139.
[01:31:01.568 --> 01:31:04.590]  ...is the single most important thing your body needs.
[01:31:04.590 --> 01:31:07.911]  So you want to be sure it's the best for you and your family.
[01:31:07.911 --> 01:31:12.173]  Since 2005, thousands have depended on Berkey Purified Water.
[01:31:12.173 --> 01:31:16.795]  The Berkey guy provides the lowest price filtration systems in every size.
[01:31:16.795 --> 01:31:22.378]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:31:22.378 --> 01:31:22.498]  877-886-3653.
[01:31:22.498 --> 01:31:22.838]  GoBerkey.com.
[01:31:31.022 --> 01:31:35.364]  Serious investors and traders want to make 81% return in 60 seconds?
[01:31:35.364 --> 01:31:41.006]  Use the same secret algorithm professional hedge fund managers use to make billions of dollars of profits.
[01:31:41.006 --> 01:31:44.828]  Turn $250 into $4,903 in just 7 clicks of a mouse.
[01:31:44.828 --> 01:31:49.630]  Our tool is so simple that my 82-year-old grandmother can use it to make insane stock market profits.
[01:31:49.630 --> 01:31:52.211]  Go to BigBuckRiches.com.
[01:31:52.211 --> 01:31:55.453]  Watch the free video before the hedge funds make us take it down.
[01:31:55.453 --> 01:31:57.754]  Go to BigBuckRiches.com.
[01:31:57.754 --> 01:32:00.135]  From the Robert Allen System, current returns not indicative of future results.
[01:32:00.868 --> 01:32:02.609]  This is not an offering to sell a franchise.
[01:32:02.609 --> 01:32:05.370]  Franchise offerings are made through the Franchise Disclosure Document.
[01:32:05.370 --> 01:32:08.971]  Are you one of the 70% of Americans who hate their jobs?
[01:32:08.971 --> 01:32:11.612]  Do you wish you could work for yourself but don't know what to do?
[01:32:11.612 --> 01:32:13.412]  Then we have a proven solution for you.
[01:32:13.412 --> 01:32:16.093]  A budget-blinds franchise opportunity.
[01:32:16.093 --> 01:32:23.616]  Our franchise owners enjoy freedom and flexibility as well as the unlimited income potential of owning their own home-based business.
[01:32:23.616 --> 01:32:27.497]  And right now you have the opportunity to join our low-investment franchise network.
[01:32:27.817 --> 01:32:28.458]  I think so.
[01:32:47.614 --> 01:32:50.756]  But hurry, franchise opportunities in this area are limited.
[01:32:50.756 --> 01:32:51.017]  Call 1-800-215-3334.
[01:32:51.017 --> 01:32:51.317]  That's 1-800-215-3334.
[01:32:51.317 --> 01:32:51.377]  1-800-215-3334.
[01:33:11.147 --> 01:33:22.091]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:33:22.091 --> 01:33:25.473]  Here's a parallel, because it ties into seismic activity.
[01:33:25.473 --> 01:33:36.337]  For some reason, you can search into this, there are maps put out by universities showing power generating nuclear reactors around the world.
[01:33:36.337 --> 01:33:39.098]  There's really about 600 of them, 400 plus that are used for
[01:33:42.034 --> 01:33:43.635]  Industrial use for powering cities.
[01:33:43.635 --> 01:33:48.097]  Of course, there's a lot of other classified ones as well.
[01:33:48.097 --> 01:33:53.780]  I mean, the University of Texas has a old shutdown atomic reactor.
[01:33:53.780 --> 01:33:56.941]  I'm not a nuclear physicist, but I mean, they admit it's there.
[01:33:56.941 --> 01:34:01.964]  The smokestack down there in UT goes down to it.
[01:34:01.964 --> 01:34:03.785]  It's a steam stack.
[01:34:03.785 --> 01:34:05.746]  And they got another one of the biggest research
[01:34:07.096 --> 01:34:10.317]  reactors in the world is at the J.J.
[01:34:10.317 --> 01:34:16.099]  Pickles Center and I tell people that and get emails saying, there's not reactors in Austin, you're making that up.
[01:34:16.099 --> 01:34:20.781]  You can go to UT's website and take a look, see it.
[01:34:20.781 --> 01:34:23.482]  And by the way, we're on the Balcones fault line.
[01:34:23.482 --> 01:34:30.585]  There are five different extinct or dormant volcanoes that are the hills of Austin.
[01:34:30.585 --> 01:34:32.706]  In South Austin, about two miles from where I sit,
[01:34:33.823 --> 01:34:37.145]  It looks like a Star Trek episode or something.
[01:34:37.145 --> 01:34:39.446]  It's beautiful, amazing.
[01:34:39.446 --> 01:34:43.328]  At a state park over there that's a volcano caldera.
[01:34:43.328 --> 01:34:45.009]  The park's in.
[01:34:45.009 --> 01:34:50.811]  And so I have some selfish questions for Stan Dale in a moment about we're seeing a lot of stuff happen.
[01:34:50.811 --> 01:34:54.433]  We're seeing a lot of things with the fault lines that are in the middle of the country.
[01:34:54.433 --> 01:34:59.876]  But I want to ask the question, why do they seem to build the reactors on fault lines?
[01:35:00.796 --> 01:35:04.538]  Well, is it that most of the population, 70% of the population lives on coastlines?
[01:35:04.538 --> 01:35:06.079]  Those tend to be fault lines?
[01:35:06.079 --> 01:35:10.702]  Where, you know, the tectonic plates are driving up land, so it's out of the ocean?
[01:35:10.702 --> 01:35:11.883]  I mean, I guess that's it.
[01:35:11.883 --> 01:35:15.625]  Maybe I've answered my own question, but why do you build them on fault lines?
[01:35:15.625 --> 01:35:18.526]  Why don't you build them, you know, out away from that and then have the power come in?
[01:35:18.526 --> 01:35:23.870]  We'll talk to Stan Dao, standao.com, best-selling author, filmmaker, you name it, here in just a moment.
[01:35:23.870 --> 01:35:24.830]  So much more he covers.
[01:35:24.830 --> 01:35:29.293]  We're just getting into the situation with the earthquakes here because he has been proven
[01:35:30.624 --> 01:35:32.145]  He knows what he's talking about.
[01:35:32.145 --> 01:35:37.906]  And so many times it is, you know, someone just out there doing their own research that gets it right because the establishment just won't do their job.
[01:35:37.906 --> 01:35:44.929]  But before I go any further, it will end today because I don't want to sell out of it because it'll be over a month before we get more in.
[01:35:44.929 --> 01:35:47.729]  We came out with a very powerful nootropic a year ago.
[01:35:47.729 --> 01:35:51.671]  It's got 4.9 reviews at Power Reviews and other third-party sites.
[01:35:51.671 --> 01:35:55.652]  It's got the very best organic, healthy things that boost your brain.
[01:35:57.045 --> 01:35:58.986]  They give me so much energy when I need it.
[01:35:58.986 --> 01:35:59.966]  It's just amazing.
[01:35:59.966 --> 01:36:03.488]  Good, clean energy, brain force.
[01:36:03.488 --> 01:36:06.529]  Normally, 25% off retail.
[01:36:06.529 --> 01:36:08.350]  It's not 25% off sales price.
[01:36:08.350 --> 01:36:11.831]  That's 45% off retail, $22.
[01:36:11.831 --> 01:36:13.972]  Believe me, comparable stuff is $60.
[01:36:13.972 --> 01:36:16.353]  And it's not even as good a formula.
[01:36:16.353 --> 01:36:17.534]  There's a lot of formulas out there.
[01:36:17.534 --> 01:36:21.695]  And quite frankly, we set out to have the very best and make it super affordable.
[01:36:21.695 --> 01:36:22.556]  Infowarslife.com.
[01:36:24.028 --> 01:36:25.429]  That will end, though, today.
[01:36:25.429 --> 01:36:30.771]  I sent it in yesterday, but I'm extending it because a lot of folks have asked us to extend it.
[01:36:30.771 --> 01:36:36.513]  Infowarslife.com, Infowarsstore.com, DNAForce.
[01:36:36.513 --> 01:36:39.675]  The game changer of game changers is back in stock.
[01:36:40.578 --> 01:36:45.801]  And now it's had another key acid compound that's very healthy added to it that aids in the upload of it.
[01:36:45.801 --> 01:36:47.762]  We're going to our guest here in just one moment.
[01:36:47.762 --> 01:36:55.806]  DNA Force is loaded with the patented BioPQ-3 compound, which is the only one recognized by the FDA, I should add, as true BioPQ-3.
[01:36:55.806 --> 01:36:58.067]  All the other stuff is not yet, I'm just going to tell you.
[01:36:58.067 --> 01:37:00.809]  And it's like $45 a bottle for the fake stuff.
[01:37:00.809 --> 01:37:06.952]  Again, DNA Force is loaded with the patented BioPQ-3 compound, which is backed by 175 clinical studies and is extremely hard to secure.
[01:37:08.422 --> 01:37:10.944]  That's why we can talk about it, because it's a certified true nutraceutical.
[01:37:10.944 --> 01:37:13.226]  We can actually make claims with this.
