[00:00:07.785 --> 00:00:10.406]  Ladies and gentlemen, wow!
[01:00:45.899 --> 01:00:51.162]  This shows you not everybody is going to make it out of 2016.
[01:00:51.162 --> 01:00:55.345]  Carrie Fisher dead in Los Angeles.
[01:00:55.345 --> 01:01:00.308]  And that is posted up on the Drugs Report right now.
[01:01:00.308 --> 01:01:01.809]  We'll also get that up on Infowars.com.
[01:01:04.813 --> 01:01:06.474]  Now, I've got a ton of news.
[01:01:06.474 --> 01:01:09.536]  That's right, Carrie Fisher dead at 60.
[01:01:09.536 --> 01:01:12.718]  Now, this just broke like two minutes ago.
[01:01:12.718 --> 01:01:14.039]  Scroll down, I'll let you read the article.
[01:01:14.039 --> 01:01:14.339]  Thank you.
[01:01:17.093 --> 01:01:22.875]  Carrie Fisher died Tuesday morning days after suffering a massive heart attack on board a flight from London to LAX.
[01:01:22.875 --> 01:01:26.816]  A family spokesperson had confirmed TMZ broke the story.
[01:01:26.816 --> 01:01:32.758]  Fisher was on a flight from London to LAX Friday when she suffered the heart attack 15 minutes before landing.
[01:01:32.758 --> 01:01:35.719]  People on the plane tell TMZ she appeared lifeless.
[01:01:35.719 --> 01:01:45.022]  A passenger who had EMT performed CPR on Carrie and once in the flight landed, paramedics rushed her to UCLA Medical Center where she remained in intensive care until her death.
[01:01:46.104 --> 01:01:48.926]  Looks like she pretty much died on the plane.
[01:01:48.926 --> 01:01:50.648]  They just resuscitated her.
[01:01:50.648 --> 01:01:56.833]  The family had said she was in stable condition, but were told she was not responsive after her medical emergency.
[01:01:56.833 --> 01:02:00.857]  Carrie had been on a publicity tour for her new book, The Princess Dearest.
[01:02:02.290 --> 01:02:09.955]  Book recently made headlines before she wrote about having an affair with co-star Harrison Ford while shooting the original Star Wars movies.
[01:02:09.955 --> 01:02:25.024]  I'm not going to kick off a conspiracy theory here, but you hear about star killers and different stars that say as soon as you're not big, as soon as your name isn't big, as soon as you're not making them money, whether you're a rock and roll star, a country star, or a movie star,
[01:02:26.656 --> 01:02:29.821]  Look out when a big movie comes out about you or a big book.
[01:02:29.821 --> 01:02:33.145]  If you die though, it'll make it incredibly valuable.
[01:02:34.366 --> 01:02:40.287]  When that second hurrah comes around, and sometimes basically the mafia that's out in Hollywood will kill you.
[01:02:40.287 --> 01:02:50.370]  And I've talked to some high-powered people in Hollywood, not just some of the people that have been public, you know, who ran off to Canada and others, who said, indeed, this is something you've really got to worry about.
[01:02:50.370 --> 01:02:58.232]  So you want to stay big, you want to stay, you know, basically in the spotlight and have value, because then only killing you
[01:02:59.517 --> 01:03:04.460]  Gives you value because of a new burst of money that your managers or others are going to have.
[01:03:04.460 --> 01:03:13.304]  Now, she looked a little old for her age, and I know her and Mark Hamill reportedly like to party a little bit, so that's probably not what happened.
[01:03:13.304 --> 01:03:24.350]  But when you got Joan Rivers saying Michelle Obama's a tranny, everybody knows, and a couple weeks later she gets killed getting some plastic surgery, you know there's an issue.
[01:03:25.447 --> 01:03:37.193]  So that's all I'm saying is it should always be investigated when rich, powerful people in entertainment die because it's well known that managers and people get folks drugged up to control them.
[01:03:37.193 --> 01:03:41.695]  I mean, you talk about a cult, you talk about a mafia, Hollywood is it.
[01:03:41.695 --> 01:03:47.217]  Let me tell you, there is incredible mafia in L.A.
[01:03:47.217 --> 01:03:48.618]  People think, oh, you mean Italian mafia?
[01:03:48.618 --> 01:03:49.398]  Well, there's that.
[01:03:49.398 --> 01:03:49.598]  But
[01:03:55.185 --> 01:03:57.287]  There's also just other mafias.
[01:03:57.287 --> 01:04:00.430]  We always think of Italians being the only mafia that are out there.
[01:04:00.430 --> 01:04:04.293]  Did we ever get the Darth Vader clip?
[01:04:04.293 --> 01:04:08.718]  I recognized your foul stench when I was brought on board.
[01:04:08.718 --> 01:04:09.638]  Charming to the last.
[01:04:09.638 --> 01:04:11.020]  We need to get some actual clips here.
[01:04:12.597 --> 01:04:14.678]  Don't act so surprised, Your Highness.
[01:04:14.678 --> 01:04:17.198]  You weren't on any mercy missions this time.
[01:04:17.198 --> 01:04:19.659]  Several transmissions were beamed to this ship.
[01:04:19.659 --> 01:04:22.080]  I want to know what happened to the plans they sent you.
[01:04:22.080 --> 01:04:25.501]  I have to get in Darth Vader mode, and then I can actually do Darth Vader.
[01:04:25.501 --> 01:04:37.105]  And see, when James Earl Jones goes, I actually haven't tried for this, but I have done some commercials that are rip-offs of it, and been paid handsomely, but I have to get in the mode.
[01:04:37.105 --> 01:04:40.006]  I have to actually practice with the, this is CNN.
[01:04:40.006 --> 01:04:40.926]  See, now I'm starting to get into it.
[01:04:41.821 --> 01:04:46.103]  Close capture provided by Belaglanti, the heart of close capture communication.
[01:04:46.103 --> 01:04:51.286]  We can end this destructive conflict and bring order to the New World Order.
[01:04:51.286 --> 01:04:52.266]  We'll be back!
[01:04:52.266 --> 01:04:54.948]  Harry Fisher, more Viage!
[01:04:54.948 --> 01:04:55.328]  Stay with us.
[01:05:01.451 --> 01:05:04.933]  Have you ever witnessed a more arrogant President and First Lady in your life?
[01:05:04.933 --> 01:05:15.177]  It wasn't enough that Michael, ahem, Michelle and Barack Obama were consistently campaigning for Hillary Clinton, telling you how to vote if you're black, telling you Trump could never win, forcing their communist lunch and healthcare down our throats.
[01:05:15.177 --> 01:05:22.000]  No, even in the face of total repudiation of the President and the First Lady, check election results, their arrogance remains supreme.
[01:05:22.000 --> 01:05:24.701]  On her way out of the White House, Michelle did an interview with Oprah,
[01:05:24.821 --> 01:05:26.703]  When she said Trump supporters were like toddlers.
[01:05:26.703 --> 01:05:28.905]  On Barry's way out, he claims he would have beaten Donald Trump.
[01:05:41.078 --> 01:05:46.484]  Even though Hillary lost, whom he campaigned for, and basically told us it's Hillary or end of America.
[01:05:46.484 --> 01:05:52.872]  All this after finalizing their Christmas vacation tab to $35 million on the taxpayers' dime.
[01:05:52.872 --> 01:05:55.134]  This is Owen Schroer for InfoWars.
[01:05:55.134 --> 01:05:57.156]  Get Obama out!
[01:06:01.610 --> 01:06:06.353]  Men, give your body the support it needs with InfoWars Life Prostagard.
[01:06:06.353 --> 01:06:10.795]  It's time to start assisting the body in regulating proper prostate balance.
[01:06:10.795 --> 01:06:21.401]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[01:06:22.001 --> 01:06:29.966]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[01:06:29.966 --> 01:06:39.332]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[01:06:39.332 --> 01:06:49.598]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[01:06:50.078 --> 01:06:53.525]  Now's the time to start naturally supporting your body.
[01:06:53.525 --> 01:06:58.154]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[01:06:58.154 --> 01:06:59.296]  That's Infowarslife.com.
[01:07:01.155 --> 01:07:04.336]  A clean, toxic-free body is the foundation of true health.
[01:07:04.336 --> 01:07:06.696]  Deep Cleanze by Infowarslife.com.
[01:07:06.696 --> 01:07:13.698]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:07:13.698 --> 01:07:19.020]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:07:19.020 --> 01:07:28.002]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[01:07:28.442 --> 01:07:37.330]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:07:37.330 --> 01:07:44.436]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary SpiteGerex herbal processing technique.
[01:07:44.436 --> 01:07:49.781]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[01:07:50.081 --> 01:07:55.685]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[01:07:55.685 --> 01:07:57.627]  That's Infowarslife.com or call 888-253-3139.
[01:08:14.082 --> 01:08:19.746]  He aligns himself with the truth, and it's time for you to choose a side.
[01:08:19.746 --> 01:08:23.769]  You're listening to Alex Jones.
[01:08:23.769 --> 01:08:25.210]  24 days out, ladies and gentlemen.
[01:08:25.210 --> 01:08:29.132]  We've got a big hour here in the second hour before our guest joins us.
[01:08:29.132 --> 01:08:30.413]  I'm going to open the phones up.
[01:08:30.413 --> 01:08:31.514]  The toll-free number to join us is 800-259-9231.
[01:08:31.514 --> 01:08:31.574]  800-259-9231.
[01:08:31.574 --> 01:08:32.915]  Again, I'm your host, Alex Jones.
[01:08:32.915 --> 01:08:34.716]  Thank you so much for joining us here today.
[01:08:43.086 --> 01:08:46.087]  Darth Vader, only you could be so bold.
[01:08:46.087 --> 01:08:48.108]  The Imperial Senate will not still them.
[01:08:48.108 --> 01:08:51.569]  When they hear you've attacked a diplomatic... You're to act so surprised, Your Highness.
[01:08:51.569 --> 01:08:54.070]  You weren't on any mercy mission this time.
[01:08:54.070 --> 01:08:57.372]  Several transmissions were beamed to the ship by Rebel spies.
[01:08:57.372 --> 01:09:01.033]  I want to know what happened to the plans they sent you.
[01:09:01.033 --> 01:09:02.854]  I don't know what you're talking about.
[01:09:02.854 --> 01:09:06.295]  I'm a member of the Imperial Senate on a diplomatic mission to Alderaan.
[01:09:06.295 --> 01:09:09.377]  You are part of the Rebel Alliance and a traitor.
[01:09:09.377 --> 01:09:09.897]  Take her away!
[01:09:14.844 --> 01:09:18.147]  Carrie Fisher makes a new appearance, literally.
[01:09:18.147 --> 01:09:27.536]  With the computer graphics, they're able to show her as she was in episode four, A New Hope, that came out in the late 1970s.
[01:09:27.536 --> 01:09:29.838]  I guess 1977.
[01:09:29.838 --> 01:09:33.801]  And then the film ends where A New Hope begins.
[01:09:33.801 --> 01:09:41.708]  She was on a PR tour and died this morning in Los Angeles after coming back from London.
[01:09:42.594 --> 01:09:43.735]  I was just talking to Anthony Guicciardi.
[01:09:43.735 --> 01:09:44.995]  He said, yeah, I saw Rogue One.
[01:09:44.995 --> 01:09:46.636]  It's a lot better than the newer ones.
[01:09:46.636 --> 01:09:49.858]  But, man, the villains are so much cooler.
[01:09:49.858 --> 01:09:52.400]  They should just make movies with them.
[01:09:52.400 --> 01:09:54.581]  Especially the end scene with Darth Vader.
[01:09:54.581 --> 01:09:55.821]  That's the best ever.
[01:09:55.821 --> 01:09:57.342]  Why wasn't there more of that?
[01:09:57.342 --> 01:09:59.163]  And that's the big complaint about the movie.
[01:09:59.163 --> 01:10:00.144]  Not enough Darth Vader.
[01:10:02.509 --> 01:10:04.550]  At least there's no Jar Jar Binks.
[01:10:04.550 --> 01:10:07.591]  People ask, Alex is very serious with the New World Order.
[01:10:07.591 --> 01:10:09.092]  Very serious with war in the Middle East.
[01:10:09.092 --> 01:10:10.793]  Why are you talking about Star Wars?
[01:10:10.793 --> 01:10:12.414]  You gotta have some gallows humor.
[01:10:12.414 --> 01:10:15.235]  You gotta have some distractions.
[01:10:15.235 --> 01:10:16.756]  It's like talking about Kaepernick.
[01:10:16.756 --> 01:10:19.057]  You know, it's popular culture.
[01:10:19.057 --> 01:10:21.758]  It's how we reach out to new audiences.
[01:10:21.758 --> 01:10:25.020]  Plus, we all grew up watching Carrie Fisher and she's dead.
[01:10:25.020 --> 01:10:32.143]  It's always interesting when famous people die because it reminds you of your own... immortality.
[01:10:33.749 --> 01:10:37.471]  The fact that you are mortal, but you're not immortal.
