[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[01:28:32.810 --> 01:28:35.731]  I mean, let's talk about who's coming to the White House, what they're saying specifically.
[01:28:36.031 --> 01:28:39.431]  I mean, I've got Big Sean, Mona Lisa lyrics.
[01:28:40.672 --> 01:28:41.832]  I mean, I can't even read this on air.
[01:28:42.472 --> 01:28:43.933]  Well, read some of them.
[01:28:44.314 --> 01:28:46.776]  You could blank out the dirty parts.
[01:28:47.377 --> 01:28:51.041]  It just talks about drugging women and raping them.
[01:28:51.721 --> 01:29:02.832]  But again, this is Michelle Obama with that arrogant attitude, just like a husband, going around the country talking about Donald Trump.
[01:29:03.763 --> 01:29:15.455]  And criticizing him as they are promoting and inviting these vile people into the People's White House, entertaining them.
[01:29:15.756 --> 01:29:18.739]  Oh, and by the way, us picking up the tab.
[01:29:18.899 --> 01:29:25.806]  That's right, taxpayers paying for people that put out lyrics about drug dealing, exploitation of women.
[01:29:25.826 --> 01:29:31.591]  I ain't gonna lie, I got a million dollar chick with a billion dollar bleeper.
[01:29:32.112 --> 01:29:36.196]  Every time I come, I swear to God, I feel like I be rich.
[01:29:37.357 --> 01:29:39.259]  And it just goes on and on and on about drugging women.
[01:29:39.279 --> 01:29:40.320]  Well go on, read some more of it.
[01:29:41.519 --> 01:29:43.400]  Yeah, trying to get that hotel money.
[01:29:43.780 --> 01:29:46.722]  But you know them crackers ain't gonna let you get the Ritz.
[01:29:47.062 --> 01:29:50.904]  They ain't gonna let you get the fountain in the front with the fist.
[01:29:51.344 --> 01:29:52.665]  They're gonna give you courtside.
[01:29:52.685 --> 01:29:53.465]  It just goes on.
[01:29:53.485 --> 01:29:55.446]  It's all about raping women and all the rest of it.
[01:29:55.526 --> 01:29:55.687]  Yep.
[01:29:56.167 --> 01:29:57.868]  Getting them drunk and raping them.
[01:29:58.308 --> 01:29:58.628]  Hold on.
[01:29:58.648 --> 01:29:59.829]  Well, that's, you know, that's liberal though.
[01:29:59.849 --> 01:30:00.409]  That's okay.
[01:30:00.589 --> 01:30:01.029]  Don't be racist.
[01:30:01.049 --> 01:30:02.770]  Alex Jones and the GCN Radio Network.
[01:30:09.853 --> 01:30:16.958]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[01:30:17.318 --> 01:30:30.547]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[01:30:31.488 --> 01:30:42.721]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[01:30:43.382 --> 01:30:49.348]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[01:30:50.089 --> 01:30:58.478]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[01:30:59.119 --> 01:31:07.328]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[01:31:09.992 --> 01:31:11.794]  Joe Bates here with InfoWars.com.
[01:31:11.874 --> 01:31:12.515]  Michael Moore.
[01:31:12.595 --> 01:31:15.658]  Trump's election will be the biggest FU in history.
[01:31:15.759 --> 01:31:17.841]  An article up by Paul Joseph Watson.
[01:31:17.901 --> 01:31:25.910]  During a speech for his new one-man stage performance, Trumpland, Michael Moore remarked that the election of Donald Trump will be the biggest FU in history.
[01:31:25.990 --> 01:31:31.516]  Moore began by saying he knew a lot of people in Michigan who were going to vote for Trump, who were not racist or rednecks.
[01:31:31.796 --> 01:31:32.517]  We're good to go.
[01:31:51.560 --> 01:31:53.040]  I'm gonna lay it out short and sweet.
[01:32:13.775 --> 01:32:19.440]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[01:32:20.140 --> 01:32:24.123]  I was a total fitness nut 20 years ago.
[01:32:25.004 --> 01:32:27.206]  About 15 years ago, I just stopped working out.
[01:32:27.306 --> 01:32:28.467]  I gained close to 100 pounds.
[01:32:29.147 --> 01:32:31.709]  I have lost 50, 60 pounds of fat.
[01:32:32.670 --> 01:32:33.030]  Or more.
[01:32:33.110 --> 01:32:35.072]  I've gained 20 pounds of muscle.
[01:32:35.552 --> 01:32:37.013]  I'm stronger than I was when I was 22.
[01:32:38.234 --> 01:32:40.036]  But I could bench press close to 400 pounds and squat 600.
[01:32:40.076 --> 01:32:40.896]  It's actually scary.
[01:32:43.218 --> 01:32:53.303]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[01:32:54.304 --> 01:33:07.110]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support Infowars in our fight to promote human liberty and freedom.
[01:33:19.989 --> 01:33:21.677]  The Alex Jones Show.
[01:33:22.118 --> 01:33:24.970]  Because there is a war on for your mind.
[01:33:30.726 --> 01:33:32.207]  All right, a couple of key items here.
[01:33:32.427 --> 01:33:36.971]  We're about to add more updates to the free app at Infowars.com forward slash app.
[01:33:37.011 --> 01:33:38.172]  We launched it about a month ago.
[01:33:39.093 --> 01:33:43.536]  Last time I checked, it has like 400,000 downloads.
[01:33:44.017 --> 01:33:44.997]  It's about 50-50.
[01:33:45.538 --> 01:33:46.599]  Apple versus Droid.
[01:33:46.619 --> 01:33:55.025]  That sounds great, but I mean, we've got four or five million people terrestrially tuning in every day, and this has got video feeds, audio feeds.
[01:33:55.366 --> 01:33:57.567]  We're about to add news updates, alerts.
[01:33:58.448 --> 01:34:09.013]  Special video feeds special reports all the reporters will be able to go through this platform Live give you an alert go live and then archive it there And then we can HD
[01:34:11.030 --> 01:34:13.231]  Upload it to other platforms.
[01:34:13.311 --> 01:34:14.672]  I mean, this is a weapon system.
[01:34:15.172 --> 01:34:21.236]  And I intend down the road to have trusted people that are auxiliary reporters and stuff, get their own profile on this.
[01:34:21.296 --> 01:34:25.338]  I'll just let you know that now, so that you can get to a big audience whenever you need to.
[01:34:25.838 --> 01:34:27.459]  We gotta vet those folks to do that, obviously.
[01:34:28.039 --> 01:34:30.861]  So go get the free app, InfoWars.com forward slash app.
[01:34:31.561 --> 01:34:33.262]  Tell people about it, because, okay, 400,000 people.
[01:34:33.282 --> 01:34:34.103]  We need 10 million people.
[01:34:38.667 --> 01:34:40.008]  I mean, again, I'm so frustrated.
[01:34:40.028 --> 01:34:42.228]  There's this Trump speech that I think is the most powerful he's given.
[01:34:43.649 --> 01:34:44.569]  I named the video.
[01:34:45.109 --> 01:34:47.050]  This video could win the election for Trump.
[01:34:47.070 --> 01:34:51.152]  And it's only gotten like 500,000 views on the two platforms.
[01:34:52.092 --> 01:34:52.552]  It's so weird.
[01:34:52.612 --> 01:34:54.913]  If I really want something to be big, it doesn't happen.
[01:34:55.933 --> 01:35:03.319]  But then I know I just churn out research and info, and then it's just the random stuff is like 30 million views, 20 million views, 10 million views.
[01:35:03.399 --> 01:35:07.703]  Every week we're getting videos with 5, 10, 15, 20, 30 million views!
[01:35:08.804 --> 01:35:09.444]  30 million!
[01:35:11.065 --> 01:35:19.332]  The press conference in our feeds now has 30 million views of the Danny Williams press conference last week before the debate.
[01:35:20.573 --> 01:35:22.875]  And a little bit of info gets out, but it's just like, really?
[01:35:22.895 --> 01:35:24.697]  30 million people watch this?
[01:35:26.877 --> 01:35:30.941]  And it's like the Daily Beast trying to interrupt and attack him and say he just wants money.
[01:35:31.842 --> 01:35:36.486]  And a little bit of info got out, but it's like, whoa, CNN doesn't have 30 million viewers in a week, people.
[01:35:37.967 --> 01:35:41.771]  So I'm not complaining, I just, we've got lightning in a bottle, I just can't control it.
[01:35:43.212 --> 01:35:50.499]  And that's what's really frustrating, is that we could really hurt them if the right videos, like Salente just said, I could see his energy, never seen him as hyped up.
[01:35:52.054 --> 01:35:52.855]  Great minds think alike.
[01:35:53.295 --> 01:36:01.880]  Two weeks ago, I saw a Mark Dice video similar to that was saying, showing these horrible rappers, the things they're doing, and then the fact that, compared to what Trump did, it's nothing.
[01:36:02.501 --> 01:36:11.266]  And then she blames that this is public, on Trump when they secretly recorded it and edited it, and it's 11 years old, while they're at the White House.
[01:36:12.086 --> 01:36:14.728]  I mean, I fight to keep my children away from gangster rap.
[01:36:14.848 --> 01:36:15.549]  It's addictive.
[01:36:16.469 --> 01:36:20.372]  I hear it, I start getting brainwashed by it, but it's what, why do you think the CIA
[01:36:21.826 --> 01:36:32.233]  In the 90's had this weaponized, this is admitted, top rappers have gone public, but I've talked to the top execs from, you name it, I've talked to top rock stars that were in the meetings, they said, listen, you go with gangster type stuff or we're not putting you on air.
[01:36:33.053 --> 01:36:34.994]  We're selling 20 million records a year, what do you mean?
[01:36:35.094 --> 01:36:36.175]  Shut up, it's gonna happen.
[01:36:37.016 --> 01:36:38.096]  Music is culture.
[01:36:38.637 --> 01:36:41.739]  Going back a thousand years ago, the king could be overthrown by one jester.
[01:36:42.459 --> 01:36:46.762]  One, you know, one guy playing his little banjo with ballads about the king.
[01:36:47.964 --> 01:36:49.405]  And, you know, how King John's corrupt.
[01:36:49.445 --> 01:36:51.867]  I mean, that isn't just in Disney movies.
[01:36:51.887 --> 01:36:52.488]  That really happens.
[01:36:52.508 --> 01:36:53.829]  So they know how to control that.
[01:36:54.469 --> 01:36:56.531]  And look what they've done to the black community with this stuff.
[01:36:58.852 --> 01:36:59.833]  And it's happening everywhere else.
[01:36:59.893 --> 01:37:00.934]  It is a poison.
[01:37:00.954 --> 01:37:04.497]  We're going to go back to Gerald Cilente of TrendsResearch.com here in a moment.
[01:37:05.370 --> 01:37:07.191]  Before I go any further, we are Lister Supported.
[01:37:07.291 --> 01:37:15.918]  We have the Hillary for Prison shirt that has revolutionized the campaign, been absolutely a bellwether, pointed out she's a criminal, but all things come to an end.
[01:37:16.238 --> 01:37:18.460]  It's still a bestseller, but when it runs out, it runs out.
[01:37:18.480 --> 01:37:19.260]  We're not making any more.
[01:37:19.560 --> 01:37:23.763]  It'll probably be less than 13 days till it sells out, because we're not making any more of Hillary for Prison.
[01:37:23.964 --> 01:37:25.985]  It's got Infowars.com on the back, legalized freedom.
[01:37:26.646 --> 01:37:28.647]  There's another shirt that's limited edition, made in America.
[01:37:28.967 --> 01:37:32.470]  That's the Gadsden, lock her up, the Gadsden snake taking on Hillary.
[01:37:33.948 --> 01:37:36.729]  That is limited edition, about to sell out, five-star review on that.
[01:37:36.749 --> 01:37:39.870]  We have the new Trump is my President all red shirt.
[01:37:39.910 --> 01:37:41.591]  You order it now, you'll get it way before election.
[01:37:41.851 --> 01:37:51.735]  Wear it out there, let people know at the polling places so they understand that they're not going to be able to cover up the fact there's a landslide for Trump and all the metrics show.
[01:37:52.938 --> 01:38:00.921]  Google Analytics Show, Top Professors Show, but we've got the WikiLeaks where they're doing the fake polls to try to make it look like, with over-sampling, she's the winner.
[01:38:01.201 --> 01:38:02.121]  So that's going on as well.
[01:38:02.221 --> 01:38:03.822]  Infowarsstore.com.
[01:38:04.262 --> 01:38:05.502]  And this ends in just a few days.
[01:38:05.522 --> 01:38:08.804]  25% off our top-selling nootropic brain force.
[01:38:09.184 --> 01:38:11.244]  Find out why it's so amazing and fund the broadcast.
[01:38:11.565 --> 01:38:12.725]  We need the support as well.
[01:38:13.005 --> 01:38:13.605]  It's a win-win.
[01:38:13.725 --> 01:38:17.407]  Infowarslife.com, Infowarsstore.com.
[01:38:18.267 --> 01:38:20.588]  And then finally, we have a film that I'm in.
[01:38:21.744 --> 01:38:24.466]  That is now available on DVD and for screenings.
[01:38:24.826 --> 01:38:27.988]  You can sign up with them to show it at a local theater in your area or find out where it's showing.
