[00:00:00.029 --> 00:00:00.090]  You
[01:20:19.225 --> 01:20:29.007]  Let's play that before we play the clip of Romney being endorsed by Trump, endorsing Trump four years ago, now completely flip-flopping.
[01:20:29.327 --> 01:20:33.689]  It's the greatest 180 flip-flop I believe I've ever seen in 70 seconds.
[01:20:37.540 --> 01:20:40.221]  The only way it could be more perfect is if it was 180 seconds.
[01:20:41.302 --> 01:20:45.664]  But let's go to McAfee to illustrate the guy's married to a black lady.
[01:20:45.704 --> 01:20:46.965]  No one's ever challenged him.
[01:20:47.005 --> 01:20:48.406]  He's not connected to anything racist.
[01:20:49.346 --> 01:20:50.347]  It doesn't matter.
[01:20:50.487 --> 01:20:51.908]  Watch what I do to him.
[01:20:52.248 --> 01:20:54.649]  And it's the same thing the social justice warriors do.
[01:20:54.969 --> 01:20:55.790]  They don't have jobs.
[01:20:55.810 --> 01:20:56.670]  They don't have charm.
[01:20:56.890 --> 01:20:57.831]  They have no future.
[01:20:58.071 --> 01:21:04.935]  But they run around like little bots in their community organizer roles, messing with people all day.
[01:21:05.175 --> 01:21:05.895]  They're creeps.
[01:21:06.276 --> 01:21:06.656]  Here it is.
[01:21:07.935 --> 01:21:08.595]  They're totally wrong.
[01:21:08.635 --> 01:21:09.535]  Look, I disavowed.
[01:21:10.055 --> 01:21:12.836]  I disavowed when I, in fact, Chris is my number one.
[01:21:12.856 --> 01:21:19.838]  When Chris gave me the honor of joining the campaign, he called me, said, Donald, what you've got is a movement.
[01:21:20.438 --> 01:21:22.098]  We spoke today in Kentucky.
[01:21:22.138 --> 01:21:23.499]  You've never seen a crowd like that.
[01:21:23.519 --> 01:21:28.900]  That had to be 20,000 people inside this massive convention center, and it was incredible.
[01:21:29.420 --> 01:21:32.941]  When Chris joined, we had a news conference, and they asked me the exact same question.
[01:21:32.961 --> 01:21:33.801]  I said, I disavow.
[01:21:34.727 --> 01:21:43.715]  Now, right after the program that we're talking about, and I thought it was clear, but, you know, we're talking about groups, groups, groups, I do have to know the name of the group, because who knows?
[01:21:43.735 --> 01:21:45.136]  I mean, they have to give me the name of the group.
[01:21:45.477 --> 01:21:50.761]  But right after, when I reviewed it, I put out a tweet and I put out on Facebook that I totally disavow.
[01:21:51.522 --> 01:21:54.244]  Now everybody knew I did that, but the press refused to look at that.
[01:21:54.264 --> 01:21:54.964]  It was right after.
[01:21:56.045 --> 01:22:01.568]  And I disavowed then, I disavowed today on ABC with George Stephanopoulos, I disavowed again.
[01:22:01.588 --> 01:22:04.109]  I mean, how many times are you supposed to disavow?
[01:22:04.410 --> 01:22:14.456]  But I disavow, and hopefully it's the final time I have to do it, but if you look at Facebook and if you look at Twitter, right after the show, I put out a statement because I want everybody to be sure.
[01:22:14.516 --> 01:22:15.016]  Yes, go ahead.
[01:22:15.136 --> 01:22:17.557]  Weekend of back and forth, I disavow, okay?
[01:22:17.958 --> 01:22:19.739]  I don't know anything about David Duke, okay?
[01:22:20.559 --> 01:22:25.101]  We still don't know if the Republican frontrunner wholly rejects the controversial support.
[01:22:25.381 --> 01:22:28.402]  It's a question Trump has been struggling to answer clearly for months.
[01:22:28.422 --> 01:22:28.742]  No he hasn't!
[01:22:29.002 --> 01:22:34.604]  So McAfee, let me ask you now, as a joke, will you disavow the KKK even though you have nothing to do with it?
[01:22:37.225 --> 01:22:42.247]  I know no one within the KKK, at least to my knowledge Alex, and I will definitely disavow the KKK.
[01:22:42.587 --> 01:22:44.428]  I'm against anybody... Hold on, why won't you disavow them?
[01:22:45.368 --> 01:22:45.768]  I'm sorry?
[01:22:46.349 --> 01:22:47.169]  Why won't you disavow them?
[01:22:48.948 --> 01:22:50.089]  Why do I?
[01:22:53.853 --> 01:22:54.373]  You get it now.
[01:22:54.553 --> 01:22:55.474]  Go ahead and disavow again.
[01:22:55.734 --> 01:22:56.615]  I've got the moral authority.
[01:22:57.316 --> 01:22:58.056]  Disavow again.
[01:22:59.778 --> 01:23:00.479]  My point made.
[01:23:00.519 --> 01:23:00.919]  You've got it.
[01:23:00.959 --> 01:23:01.840]  This is how it works now.
[01:23:01.920 --> 01:23:02.300]  No wait a minute.
[01:23:02.320 --> 01:23:03.341]  You won't disavow?
[01:23:03.621 --> 01:23:04.242]  Disavow!
[01:23:05.763 --> 01:23:06.604]  Say I disavow.
[01:23:08.806 --> 01:23:09.647]  My wife is black.
[01:23:09.667 --> 01:23:10.067]  How's that?
[01:23:10.147 --> 01:23:10.768]  No, no, no, no.
[01:23:10.828 --> 01:23:11.549]  Say I disavow.
[01:23:13.044 --> 01:23:14.025]  I disavow, Alex.
[01:23:14.585 --> 01:23:16.547]  Wait a minute, John McAfee, why won't you disavow?
[01:23:16.567 --> 01:23:19.489]  You're seeing him not disavow, folks!
[01:23:20.770 --> 01:23:23.692]  I'm gonna ask you one more time or Paul Ryan's gonna have to come out and give a speech.
[01:23:24.893 --> 01:23:27.014]  Now he's done it ten times by Paul Ryan's speech.
[01:23:27.274 --> 01:23:29.035]  He's done it over 14 as of last night.
[01:23:29.716 --> 01:23:33.479]  I want you to disavow 14 times and disavow the way I want.
[01:23:33.519 --> 01:23:33.839]  Go ahead.
[01:23:35.295 --> 01:23:37.677]  I want to just continue to say one phrase over and over.
[01:23:37.697 --> 01:23:38.437]  My wife is black.
[01:23:38.797 --> 01:23:39.518]  My wife is black.
[01:23:39.798 --> 01:23:43.100]  And if I keep saying that... Not good enough, say I disavow.
[01:23:46.282 --> 01:23:46.742]  Seriously?
[01:23:46.962 --> 01:23:47.122]  Right.
[01:23:47.482 --> 01:23:48.443]  Duke is my best friend.
[01:23:48.723 --> 01:23:49.964]  We hang out together and drink beers.
[01:23:50.224 --> 01:23:53.206]  Now she actually... Okay, why won't you disavow the KKK?
[01:23:56.263 --> 01:24:03.607]  No seriously, I'm gonna take this piece and edit it together, with him disavowing over and over again, and at the same press conference disavowing, and they go, why won't you disavow?
[01:24:03.787 --> 01:24:04.787]  It's that crazy!
[01:24:05.047 --> 01:24:06.488]  What are these people thinking, John?
[01:24:16.977 --> 01:24:19.679]  Well, first of all, Mitt Romney is a failed candidate.
[01:24:19.699 --> 01:24:21.780]  Should have won the race, but he failed miserably.
[01:24:21.800 --> 01:24:24.021]  He was a terrible candidate for the Republicans.
[01:24:24.661 --> 01:24:27.303]  Secondly, David Duke and all were disavowed.
[01:24:27.763 --> 01:24:29.124]  I disavowed him on Friday.
[01:24:29.204 --> 01:24:38.429]  I disavowed him right after that because I thought if there was any question, and you take a look at Twitter, almost immediately after on Twitter and Facebook, they were disavowed again.
[01:24:38.989 --> 01:24:41.852]  I disavowed him every time I speak to somebody virtually.
[01:24:42.593 --> 01:24:44.695]  They just keep it going, they keep it going.
[01:24:45.115 --> 01:24:48.279]  They said, we never looked at your Twitter account, we never looked at Facebook.
[01:24:48.359 --> 01:24:49.740]  I said, take a look at Facebook.
[01:24:50.180 --> 01:24:51.222]  It was totally disavowed.
[01:24:51.342 --> 01:24:52.182]  Everyone follows that.
[01:24:52.203 --> 01:24:57.288]  Are you prepared right now to make a clear and unequivocal statement renouncing the support of all white supremacists?
[01:24:57.908 --> 01:24:58.608]  Of course I am.
[01:24:58.868 --> 01:24:59.569]  Of course I am.
[01:24:59.649 --> 01:25:02.049]  That's where Trump communicates is his Facebook and Twitter.
[01:25:02.069 --> 01:25:03.069]  ...quality as I have.
[01:25:03.410 --> 01:25:05.290]  You take a look at Palm Beach, Florida.
[01:25:05.310 --> 01:25:06.670]  I built the Mar-a-Lago Club.
[01:25:07.051 --> 01:25:08.751]  Totally open to everybody.
[01:25:09.071 --> 01:25:13.592]  We still don't know if the Republican frontrunner wholly rejects the controversial support.
[01:25:13.892 --> 01:25:17.053]  It's a question Trump has been struggling to answer clearly for months.
[01:25:17.073 --> 01:25:20.934]  They said that two days after he did that piece before with Stephanopoulos.
[01:25:21.514 --> 01:25:23.075]  Think of the level of deception.
[01:25:23.115 --> 01:25:25.075]  That was Tuesday morning they put that out.
[01:25:25.356 --> 01:25:26.696]  He was on Stephanopoulos Sunday.
[01:25:27.867 --> 01:25:29.168]  And totally disavowed everything.
[01:25:29.748 --> 01:25:30.668]  All white supremacy.
[01:25:31.008 --> 01:25:34.089]  And then they still said they don't know he disavows white supremacy.
[01:25:34.330 --> 01:25:42.113]  And then in that press conference that we carried live and followed, Tuesday night, with our live coverage, we got live coverage tonight as well, the Republican debate.
[01:25:44.253 --> 01:25:44.954]  It was amazing.
[01:25:45.634 --> 01:25:46.614]  Three different reporters.
[01:25:46.634 --> 01:25:50.136]  And he's like, I just disavowed one minute ago.
[01:25:50.156 --> 01:25:50.876]  Okay, I disavow.
[01:25:50.896 --> 01:25:52.477]  And they go, why won't you disavow?
[01:25:52.497 --> 01:25:53.437]  And he went, wait a minute.
[01:25:57.222 --> 01:26:05.410]  Because they were going to cut that for those news channels, them saying, why won't you disavow and not show what was on two minutes before, hoping their viewers didn't catch the press conference.
[01:26:05.730 --> 01:26:07.572]  It's all about deceiving you.
[01:26:12.377 --> 01:26:15.320]  And you notice McAfee started getting irritated there at a certain point.
[01:26:15.840 --> 01:26:17.342]  I said, listen, you're going to disavow it?
[01:26:18.217 --> 01:26:20.960]  That's why Ventura came out, who's known for not being a racist.
[01:26:20.980 --> 01:26:23.041]  In fact, they even used it against him.
[01:26:23.101 --> 01:26:24.162]  People guilt him into everything.
[01:26:24.383 --> 01:26:25.564]  You know, open borders, you name it.
[01:26:25.884 --> 01:26:27.125]  Going, I wouldn't even disavow it.
[01:26:27.145 --> 01:26:30.468]  People aren't going to tell me what somebody else is doing and make me say something.
[01:26:31.209 --> 01:26:37.114]  And that's why he disavowed it three times and then wouldn't do it anymore for about a day and they made a big deal out of it.
[01:26:37.134 --> 01:26:37.855]  He's like, I already did it.
[01:26:39.336 --> 01:26:39.897]  So I get it.
[01:26:39.957 --> 01:26:42.700]  You know, I said Trump was dumb to not disavow even more up front.
[01:26:43.604 --> 01:26:47.289]  But I get the fact that I've had people call up and ask me if I'm racist, and I just go, I'm not answering that.
[01:26:47.329 --> 01:26:48.971]  I mean, at a certain point, it just gets old.
[01:26:48.991 --> 01:26:50.353]  It's like, do you rape your wife?
[01:26:50.513 --> 01:26:51.174]  The answer is no.
[01:26:53.096 --> 01:26:55.279]  You know, do you sell PCP on street corners?
[01:26:55.639 --> 01:26:55.880]  No.
[01:26:57.081 --> 01:26:58.203]  Do you rob old ladies?
[01:26:58.283 --> 01:26:58.483]  No.
[01:26:58.583 --> 01:26:59.885]  And stop asking me the question.
[01:27:01.192 --> 01:27:09.133]  It's guilt by association, it's a demonization technique, and it's targeting these idiots in the street that come up to our reporters and threaten them and go, I want to see Donald Trump killed!
[01:27:09.373 --> 01:27:11.094]  I thought it's a joke you're out here supporting him!
[01:27:11.254 --> 01:27:14.114]  That bigot racist who hates Hispanics!
[01:27:15.195 --> 01:27:19.075]  Mexico has a southern fence and guys with machine guns for Guatemala.
[01:27:20.816 --> 01:27:21.756]  But we can't have one.
[01:27:22.636 --> 01:27:23.976]  It's just, we're pathetic!
[01:27:24.536 --> 01:27:28.577]  We get lectured by everybody, we get treated like garbage, and then here's the Mitt Romney clip.
[01:27:31.829 --> 01:27:33.993]  From four years ago versus today.
[01:27:34.834 --> 01:27:35.475]  Short and sweet.
[01:27:35.515 --> 01:27:37.619]  It's going up at InfoWars.com as we speak.
[01:27:37.639 --> 01:27:38.460]  Let's make it go viral.
[01:27:38.520 --> 01:27:38.821]  Here it is.
[01:27:41.272 --> 01:27:48.494]  Donald Trump has shown an extraordinary ability to understand how our economy works, to create jobs for the American people.
[01:27:48.994 --> 01:27:55.315]  What little he has said is enough to know that he would be very bad for American workers and for American families.
[01:27:56.335 --> 01:27:59.796]  He understands that our economy is facing threats from abroad.
[01:28:00.336 --> 01:28:03.457]  He's one of the few people who stood up and said, you know what, China has been cheating.
[01:28:04.618 --> 01:28:06.119]  They've taken jobs from Americans.
[01:28:06.200 --> 01:28:07.140]  They haven't played fair.
[01:28:07.561 --> 01:28:09.603]  We have to have a president who will stand up to cheaters.
[01:28:09.883 --> 01:28:15.329]  His proposed 35% tariff-like penalties would instigate a trade war.
[01:28:16.209 --> 01:28:24.378]  And that would raise prices for consumers, kill our export jobs, and lead entrepreneurs and businesses of all stripes to flee America.
[01:28:25.302 --> 01:28:30.404]  I spent my life in the private sector, not quite as successful as this guy, but successful nonetheless.
[01:28:30.904 --> 01:28:41.267]  Sufficiently successful to understand what it takes to get America to be the most attractive place in the world for innovators, entrepreneurs, and business and job creators.
[01:28:41.687 --> 01:28:43.888]  He inherited his business, he didn't create it.
[01:28:44.868 --> 01:28:46.889]  A business genius he is not.
