[00:00:11.803 --> 00:00:13.144]  ...is a complete idiot.
[01:19:07.273 --> 01:19:15.799]  Now, going after the articles from Fox News, CNN, you name it, is it five elections or six presidentials that you've accurately predicted?
[01:19:15.859 --> 01:19:17.260]  I mean, you've never been wrong.
[01:19:17.300 --> 01:19:18.081]  That's pretty stunning.
[01:19:18.956 --> 01:19:26.064]  Well, I made the point that in the election of 2000, I predicted the popular vote.
[01:19:26.084 --> 01:19:35.654]  So by that score, I would have to sort of take a backseat this time, because Donald Trump didn't win the popular vote, but I certainly predicted that he would be elected president.
[01:19:36.455 --> 01:19:48.847]  Some I had a feeling that he would make it in the Electoral College, so somewhere along the line I might have to make a deduction for my... Okay, so you've gotten five predicted then?
[01:19:49.588 --> 01:19:50.268]  Yes, yes.
[01:19:50.649 --> 01:19:51.950]  You're not even counting this as a victory.
[01:19:52.290 --> 01:19:55.974]  Let me just add this, I know you're a scientist, you just go off the data you have, but let's be honest.
[01:19:56.474 --> 01:20:03.423]  They admit there's 3 million illegals in the voting rolls, 4 million, well they're actually saying 20 million in Pew Research, but 4 million they believe voted.
[01:20:03.443 --> 01:20:06.306]  And I can pull those numbers up, they say Trump's crazy saying that.
[01:20:06.667 --> 01:20:09.530]  That's in the major research, the numbers vary, but it's in the millions.
[01:20:10.410 --> 01:20:10.990]  I mean, come on.
[01:20:11.351 --> 01:20:14.553]  I've had Beth Harris, who's a big liberal, but she's the top election fraud expert.
[01:20:14.573 --> 01:20:15.794]  She has scientists involved.
[01:20:16.174 --> 01:20:18.156]  She said all the anomalies went against Trump.
[01:20:18.556 --> 01:20:20.237]  Five states probably got stolen from Trump.
[01:20:20.738 --> 01:20:27.523]  So, can you speculate about, oh my God, for the first time ever, your algorithm, your research model wasn't exactly right.
[01:20:27.863 --> 01:20:28.724]  You predicted the winner.
[01:20:29.144 --> 01:20:31.166]  Oh, but you thought Trump would win the popular vote.
[01:20:31.546 --> 01:20:36.510]  Hillary, they have seven states with Democrats getting bills to the governor's desk.
[01:20:37.150 --> 01:20:41.233]  To have illegals vote, then they act like Trump's crazy to raise this as an issue.
[01:20:41.253 --> 01:20:49.638]  I think it's very legitimate to stay without a recount with this whole push for, you know, dead people, again, people voting in dead people's names and others voting.
[01:20:49.658 --> 01:20:58.264]  I think it's clear that the Democratic Party is quarterbacking this whole operation and that you were probably right, doctor, that he probably did win the popular vote.
[01:20:59.363 --> 01:21:00.884]  Well, I mean, it's a tall order.
[01:21:00.904 --> 01:21:04.447]  I mean, it's about two million plus right now in the popular vote counts.
[01:21:04.467 --> 01:21:11.071]  You need a lot of people who voted illegally to sort of change that balance.
[01:21:11.091 --> 01:21:12.352]  So, we'll have to see.
[01:21:12.412 --> 01:21:22.420]  I mean, I'm sure there'll be a lot of studies, a lot of research done to check the voting rolls and see whether people on the voting rolls are there legitimately or not.
[01:21:22.500 --> 01:21:25.422]  I think that's going to be something that's going to happen.
[01:21:25.854 --> 01:21:29.597]  What do you make of Jill Stein only recounting states that Trump won?
[01:21:31.578 --> 01:21:46.150]  Well, I'm sort of curious that she's filing a petition because, I mean, she's not in the running to win anything, and in fact, I mean, she probably, by her campaign, deprived Hillary Clinton of some maybe critical number of votes that
[01:21:46.966 --> 01:21:49.286]  I would have given, I mean, those three states to her.
[01:21:49.326 --> 01:21:51.747]  It's sort of really bizarre.
[01:21:52.727 --> 01:21:53.827]  It's hard to follow that.
[01:21:54.207 --> 01:22:02.389]  Dr. Helmut Northup, one of the top political scientists in the world, he's predicted five presidential elections accurately, saying he didn't predict Trump accurately, because he said he'd win the popular two.
[01:22:02.469 --> 01:22:03.829]  Well, look, he was an underdog.
[01:22:03.849 --> 01:22:04.429]  You said he'd win.
[01:22:04.469 --> 01:22:05.109]  You've been proven right.
[01:22:05.169 --> 01:22:06.790]  I'm going to give you six then, OK?
[01:22:06.830 --> 01:22:08.310]  Even though you only gave yourself five in a row.
[01:22:08.650 --> 01:22:11.550]  This is beginning, you know, just incredibly incredible.
[01:22:11.950 --> 01:22:14.731]  Now, looking at this, PrimaryMetal.com has all broken down.
[01:22:16.542 --> 01:22:17.263]  Obviously it is.
[01:22:17.343 --> 01:22:19.465]  Two million votes, Hillary's winning by the popular vote.
[01:22:20.226 --> 01:22:24.590]  Sounds like a big mountain to climb, but you're dealing with 330 million people nationally.
[01:22:25.250 --> 01:22:30.635]  Project Veritas has all these videos of them admitting that the Democrats are having people vote ten times apiece.
[01:22:30.675 --> 01:22:33.058]  They got caught and arrested all over the country.
[01:22:33.158 --> 01:22:36.761]  All I'm saying is, it's legitimate for Trump to point that happened.
[01:22:37.542 --> 01:22:39.504]  Here's Pew Research about a week before the election.
[01:22:41.897 --> 01:22:47.379]  Here's some shocking new numbers for you, suggesting the true extent of voter fraud across this country.
[01:22:47.439 --> 01:22:57.721]  Remember, we've been told by Supreme Courts, by federal courts, by the Democratic Party, that don't worry about those voter ID laws because there's not voter fraud.
[01:22:58.162 --> 01:23:02.983]  Well, a Pew Research report shows that one in eight voter registrations are, quote,
[01:23:03.563 --> 01:23:13.966]  Significantly inaccurate are no longer valid, suggesting further potentially some 18 million invalid voter registrations in this country.
[01:23:14.446 --> 01:23:24.629]  Nearly 2 million dead people, that is dead, are still listed as voters and they've got friends who apparently keep them company come
[01:23:27.520 --> 01:23:34.462]  So there you go, and Dr. Helmut Norpeth, I'm saying North of, like North of something, Norpeth is our guest, primarymetal.com.
[01:23:34.843 --> 01:23:44.686]  So, I mean, looking at that, all I'm saying is, the Democrats seem to be the main overseers of classical voter fraud, and they got caught quite a bit.
[01:23:46.889 --> 01:23:48.070]  Well, I don't know.
[01:23:48.130 --> 01:23:49.972]  I mean, I haven't seen the evidence.
[01:23:50.012 --> 01:24:01.685]  I think we have to do some checking of these voter rolls in some states where there are discrepancies and where it looks like maybe some people got on the rolls that shouldn't have been.
[01:24:01.725 --> 01:24:04.609]  I mean, I guess it's very easy these days to do that.
[01:24:04.689 --> 01:24:05.590]  It's an honor system.
[01:24:06.952 --> 01:24:16.409]  I mean, you don't need much proof, but I think that's going to be a big thing to look into in the future.
[01:24:17.964 --> 01:24:22.025]  PrimaryModel.com, Professor Norpeth, we've only got five minutes left.
[01:24:22.045 --> 01:24:33.550]  I want to give you the floor, because you're the expert on demographics, trends, other amazing predictions you've made, because it's not often we get to talk to the Oracle here, who's got about a 99% accuracy rate.
[01:24:33.590 --> 01:24:36.111]  It is scary, so let us inside that brain.
[01:24:36.431 --> 01:24:37.711]  What else do you see out in the future?
[01:24:39.372 --> 01:24:41.172]  You mean this country and some other countries?
[01:24:41.232 --> 01:24:42.033]  Wherever you want to be.
[01:24:42.093 --> 01:24:43.753]  Nationalism against globalism, sure.
[01:24:44.093 --> 01:24:45.354]  You've got the floor for five minutes.
[01:24:47.247 --> 01:24:47.868]  Well, I'm right now.
[01:24:47.888 --> 01:24:55.414]  I've been asked by somebody in France to predict the French presidential election where you might have a very similar development coming up.
[01:24:55.454 --> 01:24:58.397]  You have a very strong candidate on the right, Marine Le Pen.
[01:24:59.658 --> 01:25:03.401]  It might be quite a shock if she wins on top of Trump and Brexit.
[01:25:03.421 --> 01:25:09.807]  So that might indicate a very sweeping change in other countries.
[01:25:09.847 --> 01:25:10.648]  Germany is next.
[01:25:10.728 --> 01:25:11.769]  Next year I've done some
[01:25:12.441 --> 01:25:14.403]  A forecasting of German elections in the past.
[01:25:14.503 --> 01:25:17.826]  I've been lucky a couple of times getting it right.
[01:25:18.506 --> 01:25:23.530]  And there too you have developments that are very disturbing to the established parties.
[01:25:23.630 --> 01:25:29.515]  They're being challenged from sort of Trump-like movements and political parties.
[01:25:29.555 --> 01:25:35.941]  So I see a lot of opportunities to extend my forecasting expertise.
[01:25:36.021 --> 01:25:38.283]  And many of these models are clearly
[01:25:39.013 --> 01:25:40.534]  I've built on what I've done in this country.
[01:25:40.594 --> 01:25:49.459]  I mean, the basic idea is that you have some notion about how sort of elections change over time.
[01:25:49.519 --> 01:25:56.123]  There's a pendulum swing, the candidates that are in the running, how strong they are.
[01:25:56.203 --> 01:25:58.004]  Some countries have primaries like France.
[01:25:58.084 --> 01:25:58.865]  Others have not.
[01:25:59.425 --> 01:26:04.568]  So I find I have a busy agenda on my hands in the next couple of years.
[01:26:05.949 --> 01:26:07.470]  Dr. Helman Norpeth.
[01:26:08.991 --> 01:26:11.532]  What should Trump do if he wants to go to the second term?
[01:26:11.552 --> 01:26:17.113]  I mean, looking at these trends, what should he do to complete his agenda, according to your algorithms, versus what will hurt him?
[01:26:18.554 --> 01:26:20.334]  Well, I think we've talked about that already.
[01:26:20.374 --> 01:26:30.297]  I think he has a popular program about infrastructure, which will have economic benefits in space, that he needs to hold on.
[01:26:30.317 --> 01:26:35.078]  I mean, any kind of
[01:26:36.158 --> 01:26:42.520]  Economic setback in the overall economy will not be good for him.
[01:26:42.620 --> 01:26:48.422]  So presidents sort of do rise and fall with the economy.
[01:26:48.442 --> 01:26:51.864]  He's facing challenges in the Middle East.
[01:26:51.924 --> 01:26:55.925]  He'll have to decide maybe what to do or not to do.
[01:26:59.186 --> 01:27:00.948]  Russia is a threat.
[01:27:01.308 --> 01:27:05.752]  We're still wondering how his relationship with Putin will play out.
[01:27:05.772 --> 01:27:07.694]  He seems to be a little chummy with him.
[01:27:08.434 --> 01:27:09.595]  And, of course, the Chinese.
[01:27:09.695 --> 01:27:12.858]  I mean, he has made big, big statements about what to do about China.
[01:27:14.199 --> 01:27:25.789]  If that sort of creates tensions and maybe a confrontation, all these things are things that will decide whether he will get re-elected or not.
[01:27:27.287 --> 01:27:33.171]  So, talking to Professor Dr. Helmut Norpeth, it sounds like you're saying it's Trump's to win or lose.
[01:27:33.271 --> 01:27:34.372]  It's really up to Donald Trump.
[01:27:35.232 --> 01:27:36.053]  Yes, absolutely.
[01:27:36.093 --> 01:27:50.562]  I think in the first term, after you come to power the way he did by defeating the party that's been in the White House, you are generally extended the benefit of the doubt by the electorate to do what you set out to do.
[01:27:50.802 --> 01:27:55.005]  And I think the electorate is sort of forgiving, even if things don't work out perfectly.
[01:27:55.025 --> 01:27:56.286]  I mean, you saw that with Obama.
[01:27:57.108 --> 01:28:02.690]  Uh, 2012, you saw it with Bush in 2004, Clinton, uh, 96.
[01:28:02.750 --> 01:28:13.195]  So there's definitely a pattern, historically, that a first-term, a real first-term president, uh, has a pretty good chance to, uh, to get re-elected.
[01:28:14.269 --> 01:28:16.591]  And he's got what most new presidents don't have.
[01:28:17.291 --> 01:28:18.252]  He has the trifecta.
[01:28:18.272 --> 01:28:21.234]  The executive, the legislative, and of course the judicial.
[01:28:22.214 --> 01:28:23.055]  It's Trump to lose.
[01:28:23.736 --> 01:28:25.357]  Yes, absolutely.
[01:28:25.477 --> 01:28:26.457]  That's a very good point.
[01:28:26.497 --> 01:28:35.223]  And I think it should be emphasized that we haven't really seen that in history very much, especially for the Republican Party.
[01:28:36.324 --> 01:28:37.785]  Reagan didn't have that advantage.
[01:28:39.266 --> 01:28:40.146]  Bush didn't.
[01:28:40.226 --> 01:28:41.347]  Nixon, Eisenhower.
[01:28:41.787 --> 01:28:50.371]  So Trump is in a really very unique position, which is sort of maybe ironic because he didn't run as a sort of a standard Republican.
[01:28:50.651 --> 01:28:55.173]  But maybe that's exactly the recipe why he did it.
[01:28:56.033 --> 01:29:05.338]  And I think some of the things that he wants to do, he probably can count on Democratic support and he has to maximize that wherever
[01:29:05.987 --> 01:29:07.549]  He has an opportunity to do that.
[01:29:08.069 --> 01:29:09.290]  That's what he should go for.
[01:29:10.711 --> 01:29:16.016]  Donald Trump, we are all here, participants, not just viewers.
