[00:00:00.009 --> 00:00:02.198]  You're listening to The Alex Jones Show!
[01:26:06.591 --> 01:26:10.074]  And that's the big challenge now is how do we stop them from doing that?
[01:26:10.474 --> 01:26:12.195]  But we'll first get more into the collapse itself.
[01:26:12.435 --> 01:26:14.657]  But next segment, I'm going to play the video of Richard Reeves.
[01:26:14.897 --> 01:26:17.099]  Yesterday, Hillary denies the email hack.
[01:26:17.119 --> 01:26:20.822]  And boy, she looks like when she hears InfoWars, she turns around and looks at him.
[01:26:20.842 --> 01:26:25.346]  I mean, like she has come face to face with the enemy incarnate.
[01:26:27.213 --> 01:26:29.595]  Which I see as a red badge of courage.
[01:26:30.055 --> 01:26:35.560]  Going back to Mr. Schneider, you were getting into the economic numbers, the demographics around the world.
[01:26:36.320 --> 01:26:44.327]  What are the yuppies and the trendies going to do when the system betrays them yet again?
[01:26:44.347 --> 01:26:48.550]  Do you expect them to keep doubling down for Bernie Sanders and class warfare?
[01:26:49.170 --> 01:26:50.952]  What do you expect to come out of this politically currently?
[01:26:52.389 --> 01:26:55.211]  Well, I expect for a great political shaking.
[01:26:55.271 --> 01:27:07.821]  I believe we're going to see things in the political realm we've never seen before, because when people, what they depend on, this debt-fueled prosperity that we've all been enjoying, when that's taken away, people are going to be shaken, and people are going to be angry.
[01:27:07.881 --> 01:27:13.866]  Already we see levels of anger and frustration across this country at unprecedented levels, and people are going to be upset.
[01:27:13.886 --> 01:27:14.967]  They're going to demand answers.
[01:27:14.987 --> 01:27:22.013]  They're going to demand solutions, and they're going to look to the government to be their savior, because they expect whatever happens, especially among the liberals,
[01:27:22.233 --> 01:27:24.515]  They expect the government to come in and fix it.
[01:27:24.535 --> 01:27:26.016]  But there's not going to be a problem this year.
[01:27:26.316 --> 01:27:30.819]  In fact, the elite are already admitting that the central banks have used up all their ammunition.
[01:27:30.879 --> 01:27:33.061]  They've already pushed interest rates to the floor.
[01:27:33.101 --> 01:27:36.243]  They've been printing money wildly around the world the last few years.
[01:27:36.563 --> 01:27:38.284]  So they've used up all their ammunition.
[01:27:38.645 --> 01:27:42.127]  And yet now another crisis is here, a worse crisis is here.
[01:27:42.247 --> 01:27:50.293]  And when we come back after the break, we can talk about all the numbers, all the patterns that we saw just prior to the last financial crisis that are happening again.
[01:27:50.313 --> 01:27:51.294]  And we've got some time.
[01:27:52.074 --> 01:27:54.077]  Let's start walking through those numbers right now.
[01:27:54.358 --> 01:28:03.412]  But of course the establishment will be happy to give themselves $100 trillion of new carbon tax money, as Davos is calling for, over the next decade to save us, though.
[01:28:05.071 --> 01:28:06.452]  Oh, absolutely, absolutely.
[01:28:06.552 --> 01:28:11.395]  And yet the foundations, the fundamentals are falling apart all around us.
[01:28:11.415 --> 01:28:12.476]  Just look at global trade.
[01:28:12.496 --> 01:28:17.840]  There was a wonderful report up on InfoWars.com just this morning about how global trade is collapsing.
[01:28:17.860 --> 01:28:25.865]  The Baltic Dry Index, it collapsed before the stock market crash of 1987, before the dot-com bubble burst around the turn of the century.
[01:28:25.885 --> 01:28:27.486]  It collapsed before the 2008 crash.
[01:28:29.247 --> 01:28:33.691]  And now the Baltic Dry Index just this week has fallen to the lowest level ever.
[01:28:33.751 --> 01:28:36.553]  We've never seen it at this level before.
[01:28:37.154 --> 01:28:38.615]  And so global trade is imploding.
[01:28:38.655 --> 01:28:47.342]  In fact, Bloomberg is reporting that it's now cheaper to rent a 1,000-foot merchant vessel than it is to rent a Ferrari.
[01:28:47.722 --> 01:28:50.183]  That's how much global trade is collapsing at this point.
[01:28:50.223 --> 01:28:53.863]  Look at the Baltic Dry Index, as you know, the lowest ever recorded in shipping.
[01:28:53.924 --> 01:28:56.084]  I mean, it's a cardiac arrest.
[01:28:56.564 --> 01:29:03.006]  It's much worse than they're even saying when the Royal Bank of Scotland two weeks ago said sell everything emergency to its members.
[01:29:03.926 --> 01:29:10.708]  What do you, I mean, how bad do you think it's going to get if trade and rail line commerce is at a record low?
[01:29:10.728 --> 01:29:12.368]  I mean, that is a bad indicator.
[01:29:13.700 --> 01:29:16.981]  Yeah, Chinese exports are way down, U.S.
[01:29:17.061 --> 01:29:26.324]  exports are way down, but kind of a canary in the coal mine that some of the experts really look at and have looked at for years to say, what's really going on with global trade is South Korean exports.
[01:29:26.864 --> 01:29:31.345]  And in December, South Korean exports were down 13.8% year over year.
[01:29:31.665 --> 01:29:33.486]  So that's another huge red flag.
[01:29:33.546 --> 01:29:38.027]  Global trade is literally imploding in Europe and Asia, North America, all over.
[01:29:38.507 --> 01:29:43.111]  And what this means is real economic activity is dramatically slowing down.
[01:29:43.391 --> 01:29:45.333]  So what's happening with the financial markets right now?
[01:29:45.373 --> 01:29:47.875]  They're just starting to catch up with economic reality.
[01:29:47.915 --> 01:29:48.696]  Well, I'll tell you the answer.
[01:29:48.816 --> 01:29:54.120]  It's let's raise taxes on the middle class and give the money to welfare recipients to buy lottery tickets.
[01:29:54.260 --> 01:29:55.561]  That will get us to Mars.
[01:29:55.962 --> 01:29:57.323]  That will take us to the next level.
[01:29:57.963 --> 01:29:58.884]  We're on the march.
[01:29:59.364 --> 01:30:00.966]  The empire's on the run.
[01:30:01.887 --> 01:30:04.569]  Alex Jones and the GCN Radio Network.
[01:30:08.726 --> 01:30:15.553]  The Democratic Party establishment that wants to install Hillary into the White House in this next election season is currently in free fall.
[01:30:15.733 --> 01:30:23.782]  The plan for potential first husband Bill Clinton has failed miserably as women have crawled out of the woodwork to describe his detailed history of sexual abuse.
[01:30:24.082 --> 01:30:29.788]  She also has the looming email scandal which doesn't seem to go away no matter how many jokes she throws at it.
[01:30:29.908 --> 01:30:31.450]  The latest news comes out of Beaumont.
[01:30:31.510 --> 01:30:34.531]  Where only six people were at the airport to greet the former first lady.
[01:30:34.651 --> 01:30:38.312]  KDFM reported that she didn't say hello or visit any of those six people.
[01:30:38.412 --> 01:30:39.472]  She just drove away.
[01:30:39.672 --> 01:30:40.513]  And where was she going?
[01:30:40.773 --> 01:30:45.014]  Oh, to a private fundraiser held by Pakistani businessman Tahir Javid to collect $500,000.
[01:30:45.214 --> 01:30:48.335]  The news reported it as a private meeting.
[01:30:48.575 --> 01:30:52.076]  Back in 2008, she attended another private meeting with Barack Obama.
[01:30:52.236 --> 01:30:55.899]  This occurred, of course, in Chantilly, Virginia, during the Bilderberg meeting.
[01:30:56.119 --> 01:31:01.142]  In fact, her campaign has become so desperate, she's now labeling Bernie Sanders as a white elitist.
[01:31:01.362 --> 01:31:03.023]  Read the article at InfoWars.com.
[01:31:03.143 --> 01:31:04.845]  Bernie Sanders, very white.
[01:31:05.005 --> 01:31:08.127]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[01:31:08.567 --> 01:31:14.193]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[01:31:14.494 --> 01:31:14.974]  It works.
[01:31:15.234 --> 01:31:19.339]  Go to InfoWarsLife.com today and read the testimonials for yourself.
[01:31:19.519 --> 01:31:24.965]  There are thousands of them with an average voting score at an unprecedented 4.8.
[01:31:26.767 --> 01:31:38.557]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[01:31:38.738 --> 01:31:43.782]  Super Mill Vitality from InfoWarsLife.com has sold out multiple times in the last three months.
[01:31:43.922 --> 01:31:51.269]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of Super Mel Vitality in the product's history.
[01:31:51.510 --> 01:31:54.092]  Our new Ultra Strength Formula is even stronger.
[01:31:54.272 --> 01:31:58.597]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[01:31:58.797 --> 01:32:01.519]  Now it's time to get your body in balance and fight back.
[01:32:01.760 --> 01:32:07.786]  I'm Alex Jones for Super Mel Vitality and InfoWarsLife.com, and I salute you, our supporters!
[01:32:08.286 --> 01:32:09.146]  Hey, how you doing, Alex?
[01:32:09.206 --> 01:32:09.626]  Good, brother.
[01:32:09.786 --> 01:32:11.487]  Just recently started using your products.
[01:32:11.727 --> 01:32:13.287]  Everything you said about them is correct.
[01:32:13.447 --> 01:32:17.468]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[01:32:17.488 --> 01:32:20.069]  Well, thank you, brother, because it also funds our operation.
[01:32:20.089 --> 01:32:22.350]  But doing that, I know I've got to have the highest quality.
[01:32:22.530 --> 01:32:30.512]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:32:30.712 --> 01:32:33.813]  We do the super male and the super female vitality.
[01:32:33.933 --> 01:32:35.434]  Big changes, a lot of energy.
[01:32:35.474 --> 01:32:38.375]  We've gotten off of the cheap energy drinks, energy shots.
[01:32:38.395 --> 01:32:39.876]  Saving a ton of money there.
[01:32:40.156 --> 01:32:45.958]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated.
[01:32:46.238 --> 01:32:47.839]  Or maximum potency.
[01:32:47.999 --> 01:32:58.165]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going, goes right to the source.
[01:32:58.225 --> 01:32:59.966]  So, it's pretty exciting and I love it.
[01:33:00.006 --> 01:33:06.950]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:33:19.005 --> 01:33:23.968]  From the front lines of the Information War, it's Alex Jones.
[01:33:25.008 --> 01:33:28.190]  Please allow me to introduce myself.
[01:33:28.670 --> 01:33:32.353]  I'm a man of wealth and taste.
[01:33:32.853 --> 01:33:36.235]  Been around for a long, long year.
[01:33:36.775 --> 01:33:40.157]  So many a man sold to waste.
[01:33:40.277 --> 01:33:47.021]  I was around when Jesus Christ had his moment of doubt and pain.
[01:33:55.804 --> 01:33:56.625]  Monday through Friday.
[01:34:01.108 --> 01:34:02.109]  We're here from 11 a.m.
[01:34:02.129 --> 01:34:02.609]  to 3 p.m.
[01:34:02.629 --> 01:34:02.989]  Central.
[01:34:03.690 --> 01:34:06.512]  Back weeknight, 7 o'clock Central, InfoWars Nightly News.
[01:34:08.047 --> 01:34:10.368]  And, of course, also Sundays, 4 to 6 p.m.
[01:34:10.408 --> 01:34:13.350]  I will be live in studio this Sunday, 4 to 6 p.m.
[01:34:13.410 --> 01:34:14.311]  Central Standard Time.
[01:34:14.331 --> 01:34:15.912]  There's so much news that happens over the weekend.
[01:34:16.292 --> 01:34:27.278]  I'll be doing special live reports over the weekend with video feeds at Infowars.com, forward slash show, Facebook mentions, and more, using every tool at our disposal as this quickening intensifies.
[01:34:27.298 --> 01:34:30.780]  We're going back to Michael Snyder at TheEconomicCollapseBlog.com.
[01:34:30.800 --> 01:34:31.641]  He's a great interview.
[01:34:32.101 --> 01:34:33.482]  He also really has deep
[01:34:34.102 --> 01:34:37.605]  analysis and in cross-referencing in his daily stories.
[01:34:37.625 --> 01:34:38.766]  He's a very prolific writer.
[01:34:39.146 --> 01:34:45.411]  We're going to go back to him here in just a moment and also take a few calls specifically with your questions or comments.
[01:34:45.431 --> 01:34:47.793]  I mean how bad do you think this economic crisis is going to be?
