[00:00:00.009 --> 00:00:01.731]  Brain Force is here.
[01:44:42.165 --> 01:44:46.946]  In 20 years, flu vaccines that look this damaging.
[01:44:47.847 --> 01:44:51.628]  So let me tell you about some of the things that I do now.
[01:44:53.028 --> 01:45:00.510]  First of all, since the influenza virus, like I said, it replicates every time, there's no possible way you're ever gonna have one vaccine.
[01:45:00.570 --> 01:45:09.873]  So let's talk about the natural methods that I use to support my body's immune system to keep me safe and my children from the flu.
[01:45:11.277 --> 01:45:13.740]  First thing you want to do is probiotics.
[01:45:14.140 --> 01:45:26.575]  A good probiotic, and what I do is I take probiotics every single day, especially maybe double during the flu season or every other day, because probiotics and your gut health is your immune system.
[01:45:27.256 --> 01:45:30.618]  The thing is, God gave us an immune system and a self-healing mechanism.
[01:45:30.658 --> 01:45:33.820]  We don't need to look outside for vaccines and everything else.
[01:45:33.860 --> 01:45:35.181]  We have the power within us.
[01:45:35.221 --> 01:45:39.863]  We have everything that we need to heal ourselves right inside of us.
[01:45:39.923 --> 01:45:44.326]  We just need to activate our immune system and keep it strong.
[01:45:44.726 --> 01:45:47.528]  And this year especially, we're under attack.
[01:45:48.467 --> 01:45:50.790]  So, stock up on probiotics.
[01:45:50.850 --> 01:45:51.851]  Take probiotics.
[01:45:51.891 --> 01:45:52.812]  Give them to your family.
[01:45:52.852 --> 01:45:54.634]  That's also going to help.
[01:45:54.974 --> 01:45:56.056]  Talk to your doctor first.
[01:45:56.116 --> 01:45:59.119]  I don't want anybody thinking I'm giving medical advice here.
[01:45:59.620 --> 01:46:06.608]  Make sure you clarify this with your natural health care practitioner or just your regular general practitioner as well.
[01:46:07.739 --> 01:46:11.120]  Vitamin C works extremely well to take during the holidays.
[01:46:11.140 --> 01:46:14.421]  This is kind of my holiday immune system tips.
[01:46:15.201 --> 01:46:27.343]  Another thing that I do is I take the winter sun which is a vitamin D. A lot of people's immune system goes down in the winter because they're not getting enough sun obviously and vitamin D is a vital part of
[01:46:29.844 --> 01:46:40.129]  of building and keeping your immune system strong so I highly recommend that's what I take the winter sun throughout the holiday season especially I'll double my dose.
[01:46:40.749 --> 01:46:46.071]  Next thing that I take that I highly recommend is the Survival Shield X2.
[01:46:46.191 --> 01:46:47.092]  The Survival Shield X2
[01:46:48.573 --> 01:46:56.664]  It is powerful at rebuilding, helping keep your immune system strong, helping keep your metabolism up.
[01:46:57.345 --> 01:47:01.130]  All of these things can be used extremely effectively to
[01:47:03.919 --> 01:47:06.100]  Prevent or keep your immune system strong.
[01:47:06.140 --> 01:47:13.702]  See, naturally we have cells in our body that will attack these strange viruses and these strange bacteria and everything that come into our system.
[01:47:14.122 --> 01:47:31.547]  We just need to provide our army with the best nutrients and everything else that we need in order for our army to be able to attack and be able to fight off all of these man-made, most of them are man-made, components and viruses and everything else.
[01:47:33.248 --> 01:47:37.013]  One of my other favorite things that I like to take is oregano oil.
[01:47:37.093 --> 01:47:39.996]  Oregano oil is definitely on my top five list.
[01:47:40.497 --> 01:47:42.620]  So is silver, colloidal silver.
[01:47:43.040 --> 01:47:46.625]  All of these things I've seen have worked extremely well.
[01:47:48.183 --> 01:47:50.585]  Another thing, get some sleep.
[01:47:51.006 --> 01:47:53.668]  Sleep is extremely important for your immune system.
[01:47:53.728 --> 01:47:58.873]  Try to get eight hours of sleep a night and also try to reduce your stress levels.
[01:47:58.933 --> 01:48:03.818]  It's really hard for your immune system to work if your stress levels are really, really high.
[01:48:04.278 --> 01:48:08.943]  I know it's easier said than done, but take some time for yourself.
[01:48:09.383 --> 01:48:10.444]  Calm yourself down.
[01:48:10.524 --> 01:48:15.187]  Do some deep breathing exercises and just try to relieve the stress from your body.
[01:48:15.707 --> 01:48:18.989]  That will help you out tremendously and keep your immune system strong.
[01:48:19.290 --> 01:48:22.752]  So take care of yourself and your loved ones over the holiday season.
[01:48:23.372 --> 01:48:28.276]  Make sure you make the right decision as far as whether or not you're going to get a flu shot this year.
[01:48:29.016 --> 01:48:31.398]  And go to InfoWarsLife.com.
[01:48:31.858 --> 01:48:36.561]  Stock up on all the products that you need to keep your body safe and healthy during the holidays.
[01:48:36.661 --> 01:48:39.003]  I'm Dr. Group for InfoWars.com.
[01:48:44.495 --> 01:48:47.117]  Look, I'm not gonna sit here and say, see, I told you so.
[01:48:47.318 --> 01:48:50.320]  That communist Chinese style net censorship is coming to the web.
[01:48:50.660 --> 01:48:51.381]  Because it's already here.
[01:48:51.781 --> 01:48:52.462]  It's being announced.
[01:48:52.782 --> 01:48:56.285]  The way you keep the internet open and free is you get involved more than ever.
[01:48:56.685 --> 01:48:58.607]  Go to InfoWars.com forward slash app.
[01:48:58.727 --> 01:49:00.288]  A new battleship in the fight.
[01:49:00.488 --> 01:49:01.469]  InfoWars Live.
[01:49:01.669 --> 01:49:02.510]  Available right now.
[01:49:02.770 --> 01:49:04.111]  We're looking for a crew to manor.
[01:49:04.552 --> 01:49:06.954]  You gonna sit down and play games and be a trendy?
[01:49:07.594 --> 01:49:08.575]  Or you gonna be part of history?
[01:49:09.115 --> 01:49:12.118]  Don't sit by and let the internet and free speech be stolen from you.
[01:49:12.638 --> 01:49:13.199]  Take action!
[01:49:18.279 --> 01:49:25.095]  It's a long way to the top if you want to keep the parasites from not inflating you and your family.
[01:49:25.196 --> 01:49:25.336]  Live!
