[00:00:14.375 --> 00:00:17.197]  Hard to believe!
[01:23:23.322 --> 01:23:39.967]  And today, when all the mainstream liberal media have utterly been discredited, revealing themselves as puppets, InfoWars, along with the new independent media outlets, are becoming powerful forces in the new era and new paradigm which ushered Donald Trump.
[01:23:40.795 --> 01:23:43.456]  Look, I'm not gonna sit here and say, see I told you so.
[01:23:43.696 --> 01:23:46.738]  That communist Chinese style net censorship is coming to the web.
[01:23:47.098 --> 01:23:47.838]  Because it's already here.
[01:23:48.218 --> 01:23:48.878]  It's being announced.
[01:23:49.239 --> 01:23:52.720]  The way you keep the internet open and free is you get involved more than ever.
[01:23:53.120 --> 01:23:55.061]  Go to InfoWars.com forward slash app.
[01:23:55.181 --> 01:23:56.742]  A new battleship in the fight.
[01:23:56.922 --> 01:23:57.922]  InfoWars Live.
[01:23:58.102 --> 01:23:58.943]  Available right now.
[01:23:59.203 --> 01:24:00.563]  We're looking for a crew to man it.
[01:24:01.003 --> 01:24:03.404]  You gonna sit down and play games and be a trendy?
[01:24:04.105 --> 01:24:05.005]  Or you gonna be part of history?
[01:24:05.565 --> 01:24:08.566]  Don't sit by and let the internet and free speech be stolen from you.
[01:24:09.067 --> 01:24:09.647]  Take action!
[01:24:13.985 --> 01:24:17.447]  Alright, I want to go to your phone calls, but I want to just pull back here for just a moment.
[01:24:18.988 --> 01:24:21.109]  Because every time I'm about to go on air at 11 a.m.
[01:24:21.149 --> 01:24:36.818]  Central, and every time I get off here, when I'm walking to the bathroom, or going to look at some video clips in one of the studios, or stepping outside to make a phone call, I just think about the fact that the globalists are panicking, they're trying to start wars.
[01:24:37.637 --> 01:24:41.078]  They're openly passing laws to begin censorship of media in the US.
[01:24:41.538 --> 01:24:48.360]  They're claiming that American patriots that want sovereignty are Russian agents, when they're the ones bringing in foreign powers to suppress our speech.
[01:24:49.621 --> 01:24:59.524]  It's just incredible to me how truly criminal and despicable and villainous and comic book.
[01:25:01.465 --> 01:25:03.045]  I mean, this is like a James Bond movie.
[01:25:04.426 --> 01:25:05.446]  They're really doing it.
[01:25:06.630 --> 01:25:20.234]  They're really going to pull something big, because they've gone from looking butthurt now to looking really angry, focused, and evil, and they're nodding their heads, and they're saying something big's coming, Trump's gonna get it, he's gonna pay, oh, it's his fault, a big war is about to start.
[01:25:20.634 --> 01:25:31.117]  We were saying months ago they're gonna start a war if Trump gets elected, and now they're doing it, and now they're on TV saying the big war is about to happen, it's his fault, when anyone with the geopolitical understanding of a five-year-old
[01:25:33.371 --> 01:25:38.512]  understands they're starting stuff with this whole destabilization of Israel and Russia.
[01:25:38.612 --> 01:25:39.773]  It's just crazy.
[01:25:42.193 --> 01:25:42.994]  It's crazy!
[01:25:43.494 --> 01:25:44.734]  And I'm not on Trump's back.
[01:25:44.794 --> 01:25:48.535]  He knows what he's doing, but man, he's got to get more aggressive with these people.
[01:25:48.555 --> 01:25:50.076]  He's like, hey, prosperity's up.
[01:25:50.116 --> 01:25:53.436]  Hey, you know, every day announces new factories coming back.
[01:25:53.957 --> 01:25:54.437]  I understand.
[01:25:54.477 --> 01:25:54.937]  That's great.
[01:25:55.037 --> 01:25:57.638]  They're trying to start a war before you even get in.
[01:25:57.678 --> 01:25:58.858]  You got to call these people out.
[01:26:02.008 --> 01:26:04.811]  And I know Trump knows the public's not that sophisticated, but it doesn't matter.
[01:26:05.051 --> 01:26:06.412]  He has to lead them to it.
[01:26:06.913 --> 01:26:10.296]  The message is complex.
[01:26:10.356 --> 01:26:13.499]  You make the public complex by putting out complex messages.
[01:26:14.880 --> 01:26:15.441]  That's my view.
[01:26:16.101 --> 01:26:17.763]  You can't dumb it down when it comes to this.
[01:26:21.482 --> 01:26:24.364]  Trump has to come out and say they're trying to start a war ahead of him getting into office.
[01:26:24.384 --> 01:26:26.246]  And it's the only way they're going to back off.
[01:26:26.886 --> 01:26:33.732]  You're going to be held responsible for trying to start an intifada, a revolution, encouraging the Palestinians to riot, and all the stuff you're doing with Russia.
[01:26:34.012 --> 01:26:34.973]  You're full of crap.
[01:26:34.993 --> 01:26:36.234]  Stop saying I'm a Russian agent.
[01:26:37.085 --> 01:26:38.506]  You're the ones that brought in the Chinese.
[01:26:38.526 --> 01:26:41.188]  You're the ones that brought in the Saudi Arabians to fund the election.
[01:26:41.348 --> 01:26:43.109]  And I'm going to investigate that when I get in.
[01:26:43.590 --> 01:26:46.412]  You're scared I'm going to bring up you work for foreign powers, Hillary.
[01:26:46.812 --> 01:26:49.434]  We're going to investigate your ties to Russia when I get in.
[01:26:49.974 --> 01:26:52.816]  They got her red-handed on the uranium and all of it.
[01:26:53.376 --> 01:26:54.777]  He's got to take her on.
[01:26:55.718 --> 01:26:59.121]  He's got people telling him, look nice, look presidential, try to heal the country.
[01:26:59.661 --> 01:27:01.342]  That's if they weren't enemies.
[01:27:01.862 --> 01:27:03.664]  That's if they weren't trying to overthrow the country.
[01:27:04.721 --> 01:27:08.143]  That'd be the right thing if they weren't trying to unseat you, President-elect.
[01:27:08.523 --> 01:27:11.485]  You've got to go on the attack because we're under attack!
[01:27:14.387 --> 01:27:17.448]  He should talk about Soros being investigated for criminal activity when he gets in.
[01:27:17.488 --> 01:27:19.049]  He should say, Soros, I'm coming for you.
[01:27:23.172 --> 01:27:27.294]  I mean, Trump needs to come out to the press conference and say, how dare this Nazi collaborator compare me to Hitler.
[01:27:28.407 --> 01:27:32.349]  And then read his quotes about, the happiest time of my life was rounding up Jews in Hungary.
[01:27:32.650 --> 01:27:32.870]  What?
[01:27:33.510 --> 01:27:34.371]  He's crazy!
[01:27:35.451 --> 01:27:36.252]  Destroy him!
[01:27:38.393 --> 01:27:39.334]  Press the attack!
[01:27:43.749 --> 01:27:45.709]  Why do you think the Infowars had such a big effect?
[01:27:46.410 --> 01:27:47.390]  The media is so arrogant.
[01:27:47.490 --> 01:27:49.150]  Oh, Alex is discrediting Trump.
[01:27:50.011 --> 01:27:52.711]  Oh, blew up in your face, didn't it, jackasses?
[01:27:53.671 --> 01:27:54.992]  We're not here to make friends.
[01:27:55.192 --> 01:27:56.272]  We're not here to get ratings.
[01:27:56.472 --> 01:27:58.613]  We're here to overthrow the New World Order.
[01:27:59.153 --> 01:28:00.973]  We're here to burn it down politically.
[01:28:01.893 --> 01:28:03.114]  We know you're attacking us.
[01:28:03.334 --> 01:28:04.334]  We're attacking you.
[01:28:04.654 --> 01:28:05.374]  You got lies.
[01:28:05.494 --> 01:28:06.195]  We got truth.
[01:28:06.415 --> 01:28:07.635]  We'll see what Trump's what.
[01:28:09.209 --> 01:28:10.690]  Dan in Maryland, you're on the air worldwide.
[01:28:10.710 --> 01:28:12.132]  Then Ward, Matt, Joel, John.
[01:28:12.532 --> 01:28:13.272]  Dan, thanks for holding.
[01:28:13.293 --> 01:28:13.613]  Go ahead.
[01:28:13.633 --> 01:28:15.675]  Yeah, no problem.
[01:28:15.715 --> 01:28:16.295]  Thanks for having me on.
[01:28:16.315 --> 01:28:16.816]  How are you doing?
[01:28:16.956 --> 01:28:17.336]  Thank you, sir.
[01:28:17.356 --> 01:28:17.576]  Go ahead.
[01:28:19.137 --> 01:28:20.459]  I just wanted to raise the point.
[01:28:20.679 --> 01:28:26.264]  It seems pretty obvious that he had this go on in his childhood where he enjoys spelling people out.
[01:28:26.624 --> 01:28:29.126]  That's why he has Obama spelling black people out.
[01:28:29.546 --> 01:28:31.748]  He's a liberal professor spelling white people out.
[01:28:31.808 --> 01:28:32.849]  Yes, he's into betrayal.
[01:28:33.109 --> 01:28:34.270]  He's very evil.
[01:28:34.651 --> 01:28:35.872]  True evil is about betrayal.
[01:28:37.219 --> 01:28:42.360]  Yeah, he tries to find other people that are into that, too, and I think it's just this whole... I don't know.
[01:28:43.280 --> 01:28:43.740]  Exactly!
[01:28:43.820 --> 01:28:51.742]  If you read the WikiLeaks, it is the most... It's like villains... If you wrote a comic book with villains talking like this, you'd say they sound too evil, nobody talks like this.
[01:28:52.442 --> 01:28:56.383]  But they all compete with each other about who can be the lowliest, filthy scumbag.
[01:28:56.443 --> 01:28:57.203]  You're exactly right.
[01:28:57.243 --> 01:28:57.563]  Go ahead.
[01:28:58.683 --> 01:28:59.624]  Oh, that's all I got.
[01:28:59.764 --> 01:29:00.544]  You can expand on that.
[01:29:00.684 --> 01:29:01.304]  No, no, go ahead.
[01:29:01.524 --> 01:29:03.544]  What do you think they're going to pull in the time we have?
[01:29:06.662 --> 01:29:08.844]  I don't know.
[01:29:08.864 --> 01:29:09.904]  That's all I really wanted to say.
[01:29:09.984 --> 01:29:10.625]  All right, great point.
[01:29:10.685 --> 01:29:11.726]  I mean, you're dead on, Dan.
[01:29:12.026 --> 01:29:13.127]  Dan just crystallized everything.
[01:29:13.147 --> 01:29:13.747]  I was going to give more time.
[01:29:13.767 --> 01:29:14.788]  I was going to get another minute until break.
[01:29:14.808 --> 01:29:16.869]  I'm going to come back and go to Ward, Matt, Joel, and John.
[01:29:16.889 --> 01:29:18.330]  I'm going to control myself.
[01:29:18.931 --> 01:29:20.732]  I just desperately want to keep warning people.
[01:29:20.952 --> 01:29:23.434]  The world has never been in more peril than it is now.
[01:29:25.175 --> 01:29:28.097]  And I told you years ago, moving towards this year, I could just see it.
[01:29:28.397 --> 01:29:29.018]  I could feel it.
[01:29:29.038 --> 01:29:29.538]  We're here now.
[01:29:31.539 --> 01:29:34.982]  And I don't have the bad feeling anymore I had up to this election because now we're in the battle.
[01:29:35.979 --> 01:29:38.982]  Once the fight starts, you know, the butterflies are gone.
[01:29:39.522 --> 01:29:40.423]  Warhammer comes out.
[01:29:41.004 --> 01:29:44.007]  But this is going on right now, my friends.
[01:29:44.367 --> 01:29:46.589]  This is the future being decided now.
[01:29:47.130 --> 01:29:47.510]  Now.
[01:29:47.850 --> 01:29:49.832]  We are taking the world away from the globalists.
[01:29:50.373 --> 01:29:54.116]  We are wresting control of it, and they cannot stand it.
[01:29:54.877 --> 01:29:55.537]  I'm Alex Jones.
[01:29:55.578 --> 01:29:56.619]  This is the InfoWar.
[01:29:56.959 --> 01:29:57.940]  We'll be back with your calls.
[01:29:59.591 --> 01:30:02.593]  We're on the march, the empire's on the run.
[01:30:03.514 --> 01:30:06.276]  Alex Jones and the GCN Radio Network.
[01:30:10.600 --> 01:30:12.361]  I'm gonna lay it out short and sweet.
[01:30:14.083 --> 01:30:19.747]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[01:30:20.448 --> 01:30:24.351]  I was a total fitness nut 20 years ago.
[01:30:25.268 --> 01:30:27.510]  About 15 years ago, I just stopped working out.
[01:30:27.590 --> 01:30:28.732]  I gained close to 100 pounds.
[01:30:29.432 --> 01:30:31.995]  I have lost 50, 60 pounds of fat.
[01:30:32.956 --> 01:30:33.316]  Or more.
[01:30:33.416 --> 01:30:35.198]  I've gained 20 pounds of muscle.
[01:30:35.819 --> 01:30:37.320]  I'm stronger than I was when I was 22.
[01:30:37.400 --> 01:30:40.764]  When I could bench press close to 400 pounds and squat 600.
[01:30:40.864 --> 01:30:42.625]  It's actually scary.
[01:30:43.506 --> 01:30:53.610]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[01:30:54.590 --> 01:31:07.375]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support Infowars in our fight for both human liberty and freedom.
[01:31:10.214 --> 01:31:15.276]  Would it surprise you to know that ISIS and Hezbollah are operating freely in Latin America.
[01:31:15.456 --> 01:31:21.377]  And these Islamic terrorists, they can raise money and they're all planning to attack the United States while in Latin America.
