[00:00:00.769 --> 00:00:04.033]  31 days, folks.
[01:07:26.778 --> 01:07:33.280]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:07:33.280 --> 01:07:41.082]  Just go to InfoWarsStore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[01:07:41.082 --> 01:07:48.284]  As you know, I coined the term 360Win, and with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[01:07:48.284 --> 01:07:49.084]  10% off on AutoShip.
[01:07:49.264 --> 01:07:51.685]  Win-win-win at Infowarslife.com.
[01:07:51.685 --> 01:07:53.666]  Free shipping on orders above 50 bucks.
[01:07:53.666 --> 01:08:02.649]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[01:08:02.649 --> 01:08:04.890]  It's Friday, October 7th, 2016.
[01:08:04.890 --> 01:08:11.313]  We are now only 31 days from the historic election.
[01:08:11.313 --> 01:08:13.954]  This is the Alex Jones Show.
[01:08:13.954 --> 01:08:14.354]  Alex Jones.
[01:08:20.965 --> 01:08:48.100]  I have the checks here, $20,000 worth of them that I'll be signing at the end of the broadcast today for the patriots that went in and got attacked and got clawed and got, you know, you name it in some of the cases, in many cases not, for bringing up the fact that Bill Clinton has settled rape cases and that the media has an embargo on anyone talking about his sexual past while they claim Trump is hurting women and mean to women and bullying women and Hillary's caught with child actors in fake town halls.
[01:08:49.298 --> 01:08:54.520]  How the child actor, the little girl is sad because everyone's mean to her at school over her body size.
[01:08:54.520 --> 01:08:56.540]  She's not an ugly girl, not fat either.
[01:08:56.540 --> 01:08:59.681]  It's all made up because of Donald Trump.
[01:08:59.681 --> 01:09:05.603]  They're framing him for hurting women while they have a media control rigged embargo.
[01:09:05.603 --> 01:09:07.124]  And you bet, we took the gloves off.
[01:09:07.124 --> 01:09:10.725]  We're saying, get in there, expose the rape, expose the history.
[01:09:10.725 --> 01:09:14.626]  And by the time I pay out $100,000, this thing's going to be cascading.
[01:09:14.626 --> 01:09:16.227]  We got 31 days left till the election.
[01:09:17.375 --> 01:09:20.437]  So since I mentioned it, I want to go to some phone calls right now and tell you what's coming up.
[01:09:20.437 --> 01:09:36.809]  But since I mentioned it, let's go ahead and play the ABC News version, because they also have their own cell phone version, of a gentleman who was in Nevada last night with a couple hundred Democrats there hearing Kaine speak, because Hillary can't go out on the roads, she's having so many convulsions.
[01:09:36.809 --> 01:09:45.095]  These people have a lot of courage, and again, you send a bunch of Black Lives Matter and Soros people in to cause fights and attack people, we're just peacefully exposing what you've done.
[01:09:45.933 --> 01:09:48.875]  We're not calling for violence like you do or beating people up.
[01:09:48.875 --> 01:09:52.398]  We're just saying Bill Clinton has a history of sexual assault.
[01:09:52.398 --> 01:09:54.600]  Infowars.com.
[01:09:54.600 --> 01:09:55.181]  And here's the clip.
[01:10:18.826 --> 01:10:19.886]  Hillary!
[01:10:19.886 --> 01:10:23.788]  She keeps talking to herself.
[01:10:23.788 --> 01:10:24.608]  Hillary!
[01:10:24.608 --> 01:10:28.129]  They're trying to cover up Bill Clinton's rape.
[01:10:28.129 --> 01:10:34.171]  The media really wants to shut that down.
[01:10:34.171 --> 01:10:40.533]  ABC News just keeps rolling with it.
[01:10:40.533 --> 01:10:42.333]  And now the memos are going to have to go out.
[01:10:42.333 --> 01:10:44.254]  Cut the feed when the rape stuff comes up.
[01:10:47.028 --> 01:10:48.148]  So that's what I'm doing.
[01:10:48.148 --> 01:10:49.369]  It's not an October surprise.
[01:10:49.369 --> 01:10:52.790]  I'm just not going to sit here and watch that last debate last week.
[01:10:52.790 --> 01:10:54.911]  How dare you be so mean to women?
[01:10:54.911 --> 01:10:58.532]  You once said a woman broke her contract and she gained weight in Miss Universe.
[01:10:58.532 --> 01:11:00.213]  You're so hateful.
[01:11:00.213 --> 01:11:09.377]  And this woman literally was the bimbo eruption person that went after the women, threatened them, let PIs go to their houses, kill their animals, kill their family members.
[01:11:09.377 --> 01:11:12.818]  I mean, this is incredible death.
[01:11:12.818 --> 01:11:15.279]  I'm sitting here with that whole nest of David Brock people.
[01:11:16.109 --> 01:11:19.270]  At their Media Matters, Soros-funded, you know, typing all this up.
[01:11:19.270 --> 01:11:20.731]  But notice, they never go here.
[01:11:20.731 --> 01:11:23.572]  They never talk about this, because it's a no-no.
[01:11:23.572 --> 01:11:28.293]  Where's the national news on the despicable Alex Jones?
[01:11:28.293 --> 01:11:34.315]  I knew when I did this, it would take 20, 30, 40 people doing this for it to even get in the news.
[01:11:34.315 --> 01:11:38.997]  And I'm not trying to get in the news so InfoWars gets talked about.
[01:11:38.997 --> 01:11:41.818]  I'm trying to get the news so the rape gets talked about.
[01:11:41.818 --> 01:11:44.099]  I wish somebody else had done stuff like this so I
[01:11:45.353 --> 01:11:49.055]  Wouldn't have to sit here and stick my finger in Hillary's eye over and over again.
[01:11:49.055 --> 01:11:50.256]  But she's on top of me.
[01:11:50.256 --> 01:11:51.156]  She's on top of my family.
[01:11:51.156 --> 01:11:52.517]  She's on top of you.
[01:11:52.517 --> 01:11:54.538]  I can't help it.
[01:11:54.538 --> 01:11:56.619]  Bunch of bullies are sitting on me, punching me in the nose.
[01:11:56.619 --> 01:12:02.902]  I'm gonna get them off me, or I'm gonna die trying.
[01:12:02.902 --> 01:12:04.943]  So what does Trump need to do at the debate?
[01:12:04.943 --> 01:12:06.764]  I used to come out and say, this whole thing's been rigged.
[01:12:06.764 --> 01:12:08.025]  You did cut my mic off.
[01:12:08.025 --> 01:12:09.886]  The debate commission admitted it.
[01:12:09.886 --> 01:12:12.287]  I got interrupted 40-something times last time.
[01:12:13.376 --> 01:12:14.736]  Don't interrupt me more than you interrupt her.
[01:12:14.736 --> 01:12:17.837]  Is that understood, Cooper?
[01:12:17.837 --> 01:12:24.299]  And Rat Lady.
[01:12:24.299 --> 01:12:26.940]  I mean, this would be like having Anderson Cooper be the moderator.
[01:12:26.940 --> 01:12:34.543]  It's like having Monsieur Maddow, an admitted total enemy of Trump, caught making all this stuff up.
[01:12:34.543 --> 01:12:35.603]  This is a joke!
[01:12:35.603 --> 01:12:36.783]  This isn't balance.
[01:12:36.783 --> 01:12:37.324]  This isn't fair.
[01:12:37.324 --> 01:12:38.244]  This isn't real questions.
[01:12:42.213 --> 01:12:43.794]  Since when do you have fact checkers live?
[01:12:43.794 --> 01:12:48.879]  They can't even trust a candidate to say what they want because we finally got a candidate who isn't controlled.
[01:12:48.879 --> 01:12:51.482]  And that's why they're hating their internal memos, their internal emails.
[01:12:51.482 --> 01:12:52.743]  They are panicking.
[01:12:52.743 --> 01:12:56.446]  Now what's coming up?
[01:12:56.446 --> 01:12:59.890]  We have a Paul Joseph Watson report that deals with
[01:13:01.311 --> 01:13:07.054]  The head of Citibank and Elon Musk and all these other big billionaires that have been in the news the last year.
[01:13:07.054 --> 01:13:08.394]  This first came out like five years ago.
[01:13:08.394 --> 01:13:09.475]  It was a headline.
[01:13:09.475 --> 01:13:18.159]  Top scientists at MIT have found an alternate universe overlaid over ours, and ours appears to be artificial.
[01:13:18.159 --> 01:13:19.119]  And then they went on from there.
[01:13:19.119 --> 01:13:21.620]  In fact, I know I said reprint those.
[01:13:21.620 --> 01:13:22.461]  I don't see them in the stack.
[01:13:22.461 --> 01:13:23.221]  Where are those articles?
[01:13:24.926 --> 01:13:25.967]  I'm sure they're here.
[01:13:25.967 --> 01:13:48.664]  I just need those, if I don't have them yet, just a bunch of them, because what will happen is I'll come out and cover this and the New York Times or the Washington Post or, you know, come out and deceive people and they'll say Alex Jones claims the world is a simulation and is a video game is totally insane, knowing most of their viewers and readers don't actually go out and hear what the elite are saying.
[01:13:48.664 --> 01:13:51.225]  The elite have always believed this.
[01:13:51.225 --> 01:13:53.147]  This is beyond Gnostic.
[01:13:56.335 --> 01:14:00.938]  And the truth is, this is not a simulation.
[01:14:00.938 --> 01:14:07.982]  They're trying to convince you that you're already in the Matrix, so they can trick you into going into their new virtual realities.
[01:14:07.982 --> 01:14:22.690]  So, the same trick that a lot of the Hindus and people have been put into, about this world doesn't matter, you'll just be reincarnated, you know, life's all a dream, the Indians have super high IQs, you go there, it's a living hell, because they just can't seem to get out of nirvana.
[01:14:26.260 --> 01:14:30.283]  There it is, Bank of America analysts think there's a 50% chance we live in the matrix.
[01:14:30.283 --> 01:14:37.928]  Just print me a whole bunch of them because later, say about 40 after, I'm going to play Paul Watson's report and then I'm going to give you the real scoop, folks.
[01:14:37.928 --> 01:14:52.557]  But they've always planned this and they admit they want to make things so ugly, so bad, 200 foot coffin apartments, everything ugly, broken up relationships, asexual systems, that you will accept the matrix.
[01:14:52.557 --> 01:14:53.538]  That's been declassified.
[01:14:57.031 --> 01:14:59.393]  American Federation of Scientists.
[01:14:59.393 --> 01:15:05.559]  It was declassified in 1999 and the Pentagon asked for it to be reclassified.
[01:15:07.008 --> 01:15:21.772]  They said we're going to make things so horrible that then you're going to be put into a tank at birth that you grow in that's a simulated reality and then your heat will fund the hive and then we'll all live in pods in heaven with the master computer programming us.
[01:15:21.772 --> 01:15:27.554]  It's like 10 steps worse than the UN-pushed independent grassroots Zeitgeist movement.
[01:15:27.554 --> 01:15:32.336]  Oh, a big computer will tell us what to do and we'll all live in big sports stadiums and be re-educated if we're not good.
[01:15:32.336 --> 01:15:33.036]  I mean, these are quotes.
[01:15:35.287 --> 01:15:41.390]  So now they've gone from, we might be, a month ago to we are, we are, and we're going to lead you out of Plato's Cave.
[01:15:41.390 --> 01:15:48.132]  So I'm going to give you some of the big secrets here today that the big boys don't want you to know.
[01:15:48.132 --> 01:15:57.016]  And believe me, when I give you this info, this is big enchiladas.
[01:15:57.016 --> 01:15:58.537]  It's like I said, there's going to be election fraud.
[01:16:01.305 --> 01:16:03.047]  This is what Trump needs to do.
[01:16:03.047 --> 01:16:04.448]  And they're going to blow up.
[01:16:04.448 --> 01:16:06.610]  And they're going to run in there, because they're already in there.
[01:16:06.610 --> 01:16:10.454]  And then the president comes out and says, it's crazy, there's no such thing, we don't run it.
[01:16:10.454 --> 01:16:11.635]  Federalizes it three weeks later.
[01:16:11.635 --> 01:16:13.457]  It was already federalized.
[01:16:13.457 --> 01:16:14.678]  We're just forcing them.
[01:16:14.678 --> 01:16:18.862]  That's like tinker toy stuff, okay, compared to what's really going on.
[01:16:18.862 --> 01:16:25.209]  The problem is we've got to stay focused on the temporal and the basic stuff in front of us, because that's how we get the public out of the matrix.
[01:16:26.738 --> 01:16:28.219]  You know, wait a minute, you said this isn't the Matrix.
[01:16:28.219 --> 01:16:47.736]  The globalists are creating a false paradigm, sucking us into our TV screens, our smartphones, our virtual reality headsets, to get us out of the third dimension that is the launch base to the fourth, fifth, sixth, seventh, and beyond.
[01:16:47.736 --> 01:16:49.837]  Infinity and beyond!
[01:16:49.837 --> 01:16:52.379]  It's actually a very astute statement.
[01:16:53.237 --> 01:16:54.698]  People say it sounds like an oxymoron.
[01:16:54.698 --> 01:16:55.258]  It's not.
[01:16:55.258 --> 01:16:57.819]  Infinity and beyond.
[01:16:57.819 --> 01:17:00.320]  Unlimited infinities.
[01:17:00.320 --> 01:17:08.843]  And see, all these atheists and all these globalists that tell you, oh, there's no God, we're just animals, no free will, oh, it's all boring, no big deal, we're just on this planet out here in space, but don't worry about that.
[01:17:08.843 --> 01:17:09.244]  You're not.
[01:17:09.244 --> 01:17:10.344]  There's nothing going on.
[01:17:10.344 --> 01:17:11.925]  Don't listen to just what all the ancients knew.
[01:17:12.878 --> 01:17:15.420]  And now they're going, oh, there is actually some creature that runs everything.
[01:17:15.420 --> 01:17:16.461]  It's got a computer.
[01:17:16.461 --> 01:17:17.441]  Oh, we have computers too.
