[00:00:00.009 --> 00:00:00.225]  Thank you.
[01:02:27.299 --> 01:02:27.419]  Okay.
[01:02:27.439 --> 01:02:29.100]  Alright, well, ladies, you're awesome.
[01:02:29.160 --> 01:02:30.981]  I can't believe that we're sitting here.
[01:02:32.001 --> 01:02:34.844]  I can't believe we're sitting here talking about them trying to bring down Fox News.
[01:02:35.064 --> 01:02:36.385]  They're trying to bring down Clear Channel.
[01:02:36.946 --> 01:02:38.187]  They're trying to bring down talk radio.
[01:02:38.207 --> 01:02:39.908]  They admit they want the return of the Fairness Doctrine.
[01:02:40.249 --> 01:02:41.730]  They are trying to openly censor the internet.
[01:02:41.750 --> 01:02:45.113]  They have the Federal Elections Commission admitting they want to shut Drudge down.
[01:02:45.173 --> 01:02:48.576]  I mean, folks, Drudge came here to warn us last year in our studio.
[01:02:49.036 --> 01:02:49.816]  I mean, this is real.
[01:02:49.856 --> 01:02:53.658]  We've got to rally together now to defend this republic.
[01:02:53.698 --> 01:02:54.098]  That's right.
[01:02:54.138 --> 01:02:54.778]  We love George.
[01:02:54.798 --> 01:02:55.738]  We love Matt George.
[01:02:55.758 --> 01:02:57.419]  We love Frudge.
[01:02:57.619 --> 01:02:58.759]  We don't want nobody touching him.
[01:02:58.780 --> 01:03:06.142]  I mean, the attacks here, and Americans aren't used to seeing this type of Soviet-style censorship or fascist censorship, so we're kind of like not used to it.
[01:03:06.182 --> 01:03:08.343]  Like Dodo birds weren't used to being hunted, so they all got killed.
[01:03:08.843 --> 01:03:09.444]  This is happening.
[01:03:09.464 --> 01:03:11.646]  We've got to raise the alarm now.
[01:03:11.886 --> 01:03:12.967]  This is really unfolding.
[01:03:13.388 --> 01:03:14.449]  This is the battle for the republic.
[01:03:14.529 --> 01:03:18.673]  And they wouldn't be shutting Fox down and taking it over if they weren't threatened.
[01:03:18.974 --> 01:03:21.576]  This is the totalitarianism that we're facing here.
[01:03:21.596 --> 01:03:24.799]  So it's not free press, it's controlled press is what they're trying to do now.
[01:03:24.880 --> 01:03:25.380]  Absolutely.
[01:03:25.420 --> 01:03:28.143]  Well, ladies, we're going to go out to break here, but I'm going to get a hug here with you guys.
[01:03:28.163 --> 01:03:29.845]  Thank you so much.
[01:03:29.885 --> 01:03:30.766]  You are just awesome.
[01:03:30.786 --> 01:03:31.506]  Thank you so much.
[01:03:32.467 --> 01:03:33.908]  It's the battle for the Republic, folks.
[01:03:33.928 --> 01:03:36.329]  We've got to come together, diamond and silver.
[01:03:36.609 --> 01:03:37.189]  Thank you so much.
[01:03:37.209 --> 01:03:38.390]  You ladies are awesome.
[01:03:38.430 --> 01:03:40.911]  Those ladies have a lot of energy, folks.
[01:03:40.931 --> 01:03:41.771]  We're going out to break.
[01:03:41.831 --> 01:03:42.771]  I'm getting stoned in here.
[01:03:43.812 --> 01:03:47.914]  We'll go out to break with myself getting physically attacked.
[01:03:48.234 --> 01:03:48.934]  It's alright, folks.
[01:03:48.974 --> 01:03:50.815]  We'll go out to break.
[01:03:50.835 --> 01:03:51.295]  Stay with us.
[01:03:51.675 --> 01:03:52.756]  And we're going to get stoned here.
[01:03:52.776 --> 01:03:53.136]  Stay with us.
[01:03:55.434 --> 01:03:56.795]  Nazi scum!
[01:03:56.935 --> 01:03:58.096]  Nazi scum!
[01:03:58.156 --> 01:03:58.856]  Nazi scum!
[01:04:14.446 --> 01:04:14.927]  Move back!
[01:04:14.967 --> 01:04:15.367]  Move back!
[01:04:31.846 --> 01:04:42.694]  It's getting a little chaotic out here.
[01:04:42.714 --> 01:04:45.896]  This is Rob doing reporting for Infowars.com.
[01:04:46.017 --> 01:04:47.077]  It is getting chaotic.
[01:04:49.059 --> 01:04:53.022]  It looks like the comment has started to attack Alex and he defended himself.
[01:04:59.161 --> 01:04:59.343]  Excuse me?
[01:05:09.744 --> 01:05:11.445]  All right, time to get serious.
[01:05:11.925 --> 01:05:16.107]  There's a new HIV vaccine to be trialed in South Africa later this year.
[01:05:16.347 --> 01:05:25.871]  ALBAT-HIV-GP120 is the official name of the vaccine, and it was tested on a small scale in a 50-person experiment to measure immune response.
[01:05:26.172 --> 01:05:35.776]  Linda Gail Becker, director of the Desmond Tutu HIV Center in Cape Town and leading the vaccine trials, claims that the small-scale test was, quote, to see if the vaccine looks promising.
[01:05:35.936 --> 01:05:45.519]  The vaccine stems from a 2009 trial in Thailand, which resulted in 60% protection against HIV the first year, but afterward falling to 30% before the trial's end.
[01:05:45.699 --> 01:05:52.562]  Gail Becker, in addition to Anthony Fauci, also working on the trial, intend to add adjuvants to strengthen the vaccine's potency.
[01:05:52.782 --> 01:05:54.763]  Oh yeah, like that's gonna go over well.
[01:05:54.903 --> 01:05:58.324]  And a way people know what mass vaccine trials could possibly mean.
[01:05:58.564 --> 01:06:01.125]  Prepare the genocide preparations.
[01:06:01.545 --> 01:06:03.110]  Article on CNN.com.
[01:06:03.130 --> 01:06:05.436]  This is Gabe Goldiamond for InfoWars.com.
[01:06:09.511 --> 01:06:12.452]  A clean, toxic-free body is the foundation of true health.
[01:06:12.732 --> 01:06:22.335]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:06:22.635 --> 01:06:27.817]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:06:27.917 --> 01:06:36.740]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[01:06:37.040 --> 01:06:45.604]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:06:45.864 --> 01:06:52.767]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[01:06:52.907 --> 01:06:58.290]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[01:06:58.490 --> 01:07:04.014]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[01:07:04.174 --> 01:07:06.115]  That's Infowarslife.com or call 888-253-3139.
[01:07:09.147 --> 01:07:09.627]  Not a group.
[01:07:09.667 --> 01:07:11.069]  You developed Living Defense for us.
[01:07:11.109 --> 01:07:12.190]  It took you over a year to do it.
[01:07:12.450 --> 01:07:13.371]  Why is this so good?
[01:07:13.651 --> 01:07:18.895]  Because people are actually waking up to the problem that pretty much scares me the most.
[01:07:18.975 --> 01:07:32.546]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[01:07:32.586 --> 01:07:33.968]  Right now with all the refugees,
[01:07:34.748 --> 01:07:36.290]  Uh, spreading disease around.
[01:07:36.390 --> 01:07:38.873]  We have biological warfare going on everywhere.
[01:07:38.973 --> 01:07:40.234]  These are all parasites.
[01:07:40.294 --> 01:07:41.376]  Tell us about all the stuff that's in it.
[01:07:41.396 --> 01:07:42.437]  There's so many things that are in it.
[01:07:42.745 --> 01:07:47.067]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[01:07:47.267 --> 01:07:50.428]  I recommend doing a parasite cleanse at least twice a year.
[01:07:50.548 --> 01:07:53.629]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[01:07:53.649 --> 01:07:54.649]  It just came back in yesterday.
[01:07:54.709 --> 01:07:56.570]  Living Defense, Infowarslife.com.
[01:07:56.630 --> 01:07:57.670]  And folks, you can't lose.
[01:07:57.690 --> 01:07:59.751]  It's full of stuff that's great for your body, period.
[01:08:00.391 --> 01:08:02.252]  And you support the broadcast.
[01:08:02.312 --> 01:08:03.412]  Infowarslife.com.
[01:08:03.672 --> 01:08:05.553]  Thank you, Dr. Group from the Global Healing Center.
[01:08:05.933 --> 01:08:07.894]  Thank you so much for all your work, sir, on this great product.
[01:08:20.723 --> 01:08:22.926]  He aligns himself with the truth.
[01:08:23.407 --> 01:08:25.850]  And it's time for you to choose a side.
[01:08:26.370 --> 01:08:28.513]  You're listening to Alex Jones.
[01:08:28.533 --> 01:08:32.859]  I was just talking to Roger during the break.
[01:08:32.879 --> 01:08:33.660]  Thank you for joining us.
[01:08:33.680 --> 01:08:34.481]  Ted Nugent's coming up.
[01:08:35.182 --> 01:08:35.862]  Bottom of the hour.
[01:08:36.143 --> 01:08:38.045]  And I was talking about the fact that
[01:08:39.420 --> 01:08:42.182]  Yes, we're having some major victories and Trump's been nominated.
[01:08:42.923 --> 01:08:44.544]  We defeated them trying to steal the election.
[01:08:45.885 --> 01:08:50.308]  We saw Hillary openly steal it in a horrible fashion from
[01:08:52.486 --> 01:08:53.186]  Bernie Sanders.
[01:08:53.687 --> 01:08:54.908]  So this country's in trouble.
[01:08:55.028 --> 01:08:59.811]  And so, just like they have coups in foreign countries, there's coups in major media operations.
[01:08:59.851 --> 01:09:04.174]  Just like Ted Cruz tried to take over the Phyllis Schlafly operation when somebody in his crew did.
[01:09:04.454 --> 01:09:05.354]  This is much bigger.
[01:09:05.695 --> 01:09:06.675]  There is a coup at Fox.
[01:09:06.855 --> 01:09:09.597]  I'm not getting this from Stone, though he confirmed some of it for me.
[01:09:10.478 --> 01:09:13.200]  He, of course, has a lot of contacts at Fox and works as a consultant for them.
[01:09:13.840 --> 01:09:14.140]  I don't
[01:09:33.726 --> 01:09:35.489]  And you're talking about dozens of people trying to leave.
[01:09:35.529 --> 01:09:36.310]  Sean Hannity, you name it.
[01:09:36.330 --> 01:09:45.904]  That's why I've been defending Hannity lately, saying he's got courage, because I know from sources he's been threatened to be fired, his contract not to be renewed in a few years, if he keeps basically letting Trump talk about rape.
[01:09:46.405 --> 01:09:47.006]  That's the big no-no.
[01:09:47.026 --> 01:09:48.908]  That's why he's been not on Fox for six months.
[01:09:49.429 --> 01:09:50.410]  It's even though he works there.
[01:09:50.851 --> 01:09:52.874]  And I don't mean to give inside baseball advice from other people, Roger.
[01:09:52.894 --> 01:09:53.475]  Tell me if I'm wrong.
[01:09:53.935 --> 01:09:54.656]  This is not from Stone.
[01:09:54.676 --> 01:09:55.437]  I have other contacts.
[01:09:55.477 --> 01:09:57.880]  And it's not Tucker Carlson either, that I had dinner with the other night.
[01:09:58.481 --> 01:09:59.182]  This is going on.
[01:09:59.222 --> 01:10:00.023]  This is a major coup.
[01:10:00.063 --> 01:10:01.205]  I knew about it six months ago.
[01:10:01.625 --> 01:10:03.468]  And now they're implementing it right before the election.
[01:10:03.528 --> 01:10:04.269]  It's a very bold move.
[01:10:04.569 --> 01:10:05.551]  Roger, how big a deal is this?
[01:10:06.051 --> 01:10:06.971]  Look, I think it's you.
[01:10:07.111 --> 01:10:08.051]  Let me be very clear.
[01:10:08.191 --> 01:10:12.512]  I'm not a contributor at Fox, so I have no self-interest in my comments today.
[01:10:13.813 --> 01:10:26.575]  This is, I think, the move of the globalists, the sons of Rupert Murdoch, who would like Fox to be more like CNN, who would like Fox to be more like the Sky Channel in the UK.
[01:10:27.095 --> 01:10:30.816]  That, of course, from a business point of view, would be an enormous mistake, because
[01:10:32.097 --> 01:10:34.039]  The conservatives will merely go elsewhere.
[01:10:34.099 --> 01:10:35.100]  They'll go to Infowars.
[01:10:35.140 --> 01:10:35.981]  They'll go elsewhere.
[01:10:36.642 --> 01:10:40.206]  Also, I've known Roger Ailes for almost 50 years.
[01:10:40.406 --> 01:10:42.329]  I know him as a family man.
[01:10:42.349 --> 01:10:44.111]  I knew him when he was younger.
[01:10:44.772 --> 01:10:47.935]  These are ridiculous charges, among other things.
[01:10:48.736 --> 01:10:51.819]  One thing no one has ever accused Roger Ailes is of being stupid.
[01:10:52.139 --> 01:10:58.825]  The idea that he would, you know, that he would stick it in the company inkwell, as it were, is just out of the question.
[01:10:59.145 --> 01:11:02.508]  Roger Ailes could have any beautiful woman he wants.
[01:11:02.568 --> 01:11:07.993]  He is very wealthy based on his success of building the monolith that is Fox.
[01:11:08.474 --> 01:11:14.159]  So, knowing him as I have, I have no doubt whatsoever that these charges are trumped up BS.
[01:11:15.400 --> 01:11:20.103]  And if he indeed leaves Fox, Fox will not be the richer for it.
[01:11:20.884 --> 01:11:25.948]  Fox will be surpassed by a new conservative network.
[01:11:26.068 --> 01:11:27.609]  Look, the other thing I could tell you is...
[01:11:29.398 --> 01:11:31.500]  Ailes has one more launch in him.
[01:11:31.540 --> 01:11:35.464]  He's got one more, you know, act in him.
[01:11:35.965 --> 01:11:41.991]  So if he is discharged, I think he'll have the opportunity to build a new cable news network.
[01:11:42.091 --> 01:11:44.334]  Plus, those people are all trained under him for decades.
[01:11:44.854 --> 01:11:47.437]  You take 30 of the people from Fox, that is Fox.
[01:11:47.717 --> 01:11:57.563]  Well, and the people who know him best, like Sean Hannity, like Monica Crowley, like Judge Andrew Napolitano, these people are my friends.
[01:11:57.723 --> 01:11:59.604]  They will all tell you this is nonsense.
[01:11:59.644 --> 01:12:06.808]  This is trumped up charges to try to remove a major conservative voice from the media.
[01:12:07.068 --> 01:12:13.332]  So I have ultimate confidence in Roger Ailes, and I hope he fights these charges, because they are ridiculous.
[01:12:13.412 --> 01:12:18.174]  Also, why did Gretchen Carlson wait so long to make these accusations?
[01:12:18.514 --> 01:12:22.877]  Why did she only make them when her career appeared to be in jeopardy?
[01:12:26.877 --> 01:12:31.501]  The other point I would make here is that Alex is exactly right.
[01:12:31.922 --> 01:12:39.809]  This is part and parcel of the effort which we see across the board on cyberspace, on every other medium.
[01:12:39.949 --> 01:12:42.010]  I myself have been banned at CNN.
