[00:00:08.004 --> 00:00:08.665]  Well here we are.
[01:17:59.745 --> 01:18:01.467]  But now we're seeing this weaponized.
[01:18:01.547 --> 01:18:06.192]  We're now seeing government censorship being outsourced to Google.
[01:18:06.212 --> 01:18:16.844]  And these articles that we've seen the last couple of days, the fact that they would use InfoWars as a poster child and say, we're going to downrate the same story.
[01:18:17.878 --> 01:18:18.598]  For InfoWars.
[01:18:18.618 --> 01:18:24.999]  We're going to uprate it for CNN because we like CNN and we don't like InfoWars because InfoWars has a bad reputation.
[01:18:25.039 --> 01:18:25.199]  Why?
[01:18:25.240 --> 01:18:26.120]  Because we tell you so.
[01:18:26.640 --> 01:18:27.720]  They're not going to talk about the stories.
[01:18:27.740 --> 01:18:28.760]  They're going to talk about the sites.
[01:18:29.060 --> 01:18:36.902]  They're not even, it's bad enough if they were going to set themselves up as arbiters of individual articles, but no, they're going to say we're going to take down an entire site.
[01:18:36.922 --> 01:18:45.304]  So I want to go to Lee and I want to talk to him about that as well as we'll get his take on what's going on in the White House with Steve Bannon.
[01:18:45.824 --> 01:18:46.624]  But let's talk about
[01:18:47.425 --> 01:18:52.384]  The outsourcing of censorship first and the demonizing of individual sources, Lee.
[01:18:53.641 --> 01:18:56.142]  Yeah, David, I really appreciate you having me on.
[01:18:56.402 --> 01:18:58.363]  You know, I'm a big fan of yours and thanks so much.
[01:18:58.883 --> 01:19:00.704]  Well, look, I mean, here's what's disturbing.
[01:19:00.724 --> 01:19:03.346]  So, I don't like the term fake news, okay?
[01:19:04.366 --> 01:19:07.768]  I prefer the term narrative-driven news and here's why, okay?
[01:19:08.188 --> 01:19:13.370]  First off, every news source in the world occasionally gets facts wrong.
[01:19:13.670 --> 01:19:14.491]  Does that make sense?
[01:19:14.691 --> 01:19:14.851]  Yeah.
[01:19:14.951 --> 01:19:18.112]  And that's fine and you retract and that's fine.
[01:19:18.152 --> 01:19:19.173]  That's normal, right?
[01:19:20.046 --> 01:19:28.189]  And there is such a thing as fake news, but the bigger problem, I think, is what I call narrative-driven news, which is this.
[01:19:28.249 --> 01:19:29.510]  Let's take a simple issue.
[01:19:29.530 --> 01:19:30.891]  I'm going to give just an example.
[01:19:31.651 --> 01:19:33.031]  Let's say immigration, okay?
[01:19:33.412 --> 01:19:37.033]  Now, let's say you've got two stories, and they're both completely true.
[01:19:37.854 --> 01:19:43.376]  One story is about a woman who came here illegally, and she's got three kids.
[01:19:43.456 --> 01:19:47.998]  She, you know, has worked for 20 years, but she's here illegally, and she's getting deported.
[01:19:48.678 --> 01:19:54.924]  The second story is about a woman whose child was killed by an illegal alien who'd been deported three times.
[01:19:55.705 --> 01:19:56.025]  Okay?
[01:19:56.405 --> 01:20:00.049]  Now, assume both of those stories are completely true, because those things both happened.
[01:20:00.109 --> 01:20:00.829]  Does that make sense?
[01:20:01.510 --> 01:20:01.730]  Right.
[01:20:02.371 --> 01:20:04.072]  Which story is CNN going to cover?
[01:20:04.853 --> 01:20:05.073]  Right?
[01:20:05.414 --> 01:20:05.614]  Yeah.
[01:20:06.014 --> 01:20:08.456]  The deportation story of the victim, yeah.
[01:20:09.257 --> 01:20:11.079]  And which story is Breitbart going to cover?
[01:20:11.119 --> 01:20:12.520]  Do you see what I'm saying?
[01:20:13.826 --> 01:20:24.074]  So my point here is that what they don't like about sites like InfoWars is that you guys cover stories that are outside their narrative.
[01:20:24.394 --> 01:20:26.296]  You're outside their normal lane.
[01:20:26.916 --> 01:20:39.846]  And when we talk about the mainstream media, I like to differentiate that because really what I define the mainstream media as is that group of media that all covered literally... Let me give you a simple example, right?
[01:20:39.886 --> 01:20:41.948]  So as you mentioned, I'm on Sputnik now, right?
[01:20:42.468 --> 01:20:44.690]  I have a Monday through Friday radio show on Sputnik.
[01:20:45.611 --> 01:20:48.253]  That means I'm on a Russian propaganda network, right?
[01:20:48.634 --> 01:21:03.987]  Now, who decided, I'm not saying that it's invalid to talk about Russia, but who decided that the media would spend 99% of the time talking about Russia, and how much do you hear the mainstream media talk about Saudi Arabia, for instance, okay?
[01:21:05.108 --> 01:21:07.350]  I would argue that Saudi Arabia
[01:21:08.303 --> 01:21:20.070]  Because they've helped promote Islamist terrorism through a group called the Muslim World League, okay, is a bigger story than Russia in terms of the actual threat.
[01:21:20.090 --> 01:21:26.134]  And by the way, of course, Saudi Arabia contributed big to the Clinton Foundation, also big contributors to John McCain.
[01:21:26.654 --> 01:21:28.295]  None of this is conjecture, it's all accurate.
[01:21:28.335 --> 01:21:31.557]  And by the way, the Bushes, remember the Michael Moore film showing
[01:21:33.655 --> 01:21:36.516]  George Bush holding hands with the Saudi Prince there, remember?
[01:21:36.776 --> 01:21:37.036]  Yes.
[01:21:37.076 --> 01:21:47.501]  So, what I'm saying is, is that they, to me they're both, you can talk about Russia, okay, fine, talk about Russia, but where's the reporting on Saudi Arabia, for example?
[01:21:48.723 --> 01:21:52.906]  In the mainstream media, thanks for showing that by the way.
[01:21:52.926 --> 01:21:54.027]  I appreciate you getting the picture up.
[01:21:54.648 --> 01:21:55.088]  They're quick.
[01:21:55.348 --> 01:21:55.969]  They're really quick.
[01:21:56.309 --> 01:21:59.932]  Yeah, I want to go back to what you were saying, too, about the narrative-driven media.
[01:22:00.352 --> 01:22:10.280]  Because what I think is really clear, you point out, give a couple examples, and you say, well, this is a story, you know, showing somebody who is an immigrant, and they have family ties, and they're being thrown out.
[01:22:10.321 --> 01:22:12.662]  Here's somebody that's being thrown out because they were a violent criminal.
[01:22:13.003 --> 01:22:14.204]  Breitbart's going to cover that story.
[01:22:14.224 --> 01:22:15.405]  CNN's going to cover the first story.
[01:22:16.265 --> 01:22:23.494]  Part of what I think is going on here, too, is the fact that CNN wants to say, we're not narrative-driven, we're simply objective.
[01:22:23.594 --> 01:22:33.366]  And that's what Google is doing for them, and that's what the scam that Google is doing to all of us, saying, we're going to just put these articles up here based on what people are looking for.
[01:22:33.746 --> 01:22:34.826]  And that's not the case.
[01:22:35.207 --> 01:22:44.970]  Google is going out there and using political terms to uprate certain sites and certain stories and to downrate others based on a political agenda.
[01:22:45.190 --> 01:22:49.672]  And so to me the issue is, are people going to be honest with you about what their bias is?
[01:22:49.732 --> 01:22:50.733]  Everybody's got a bias.
[01:22:51.033 --> 01:22:56.115]  And always in the past we would see the same stories put out by ABC, CBS, NBC.
[01:22:56.155 --> 01:22:59.236]  They would all choose to report the same stories and they would have the same angle.
[01:22:59.736 --> 01:23:03.457]  Now we have people who are coming out with a different narrative.
[01:23:03.537 --> 01:23:05.557]  We report the facts and we analyze the facts.
[01:23:05.917 --> 01:23:12.439]  CNN reports the facts, they analyze the facts, but they tell you that their facts are the only facts, that they don't have an opinion.
[01:23:12.859 --> 01:23:18.340]  And you have to understand that people exercise their opinion, just in your example, as to which story they're going to even report.
[01:23:18.380 --> 01:23:22.421]  They could be totally factual, but that shows you that they have a bias right there.
[01:23:22.981 --> 01:23:28.126]  That is the, that is the prime, so let's talk about the choices you make as a journalist, okay?
[01:23:28.507 --> 01:23:31.750]  The first choice you make is whether to cover a story or not.
[01:23:32.250 --> 01:23:33.311]  What do I cover today?
[01:23:33.351 --> 01:23:35.213]  Do I talk about Saudi Arabia or Russia?
[01:23:35.233 --> 01:23:38.256]  Do I talk about this murder or that murder?
[01:23:38.356 --> 01:23:39.157]  Does that make sense?
[01:23:39.177 --> 01:23:40.078]  That's story number one.
[01:23:40.639 --> 01:23:42.701]  That's choice number one you make as a journalist.
[01:23:42.801 --> 01:23:44.342]  Every journalist, every editor,
[01:23:45.143 --> 01:23:47.405]  Choice number two is the headline.
[01:23:48.026 --> 01:23:48.346]  Okay?
[01:23:48.667 --> 01:23:50.749]  You can get bias right in the headline.
[01:23:50.769 --> 01:23:51.730]  Okay?
[01:23:52.110 --> 01:23:56.454]  Choice number three is where you choose to place facts in the story.
[01:23:56.975 --> 01:24:00.758]  So, you can put a fact lower down in the story.
[01:24:01.829 --> 01:24:04.450]  And de-emphasize it, or you can put it up top.
[01:24:05.011 --> 01:24:10.854]  Every morning, David, I listen to National Public Radio, Fox News, and the BBC.
[01:24:10.894 --> 01:24:12.735]  I listen to all three of them.
[01:24:13.135 --> 01:24:16.497]  And the reason why is I try to get a balanced media diet.
[01:24:16.577 --> 01:24:23.000]  Then I also check, I check InfoWars, I check Breitbart, but I check Slate, I check the Huffington Post.
[01:24:23.400 --> 01:24:24.121]  And here's why.
[01:24:24.141 --> 01:24:26.082]  I don't trust any of y'all.
[01:24:27.555 --> 01:24:29.096]  I also do it for entertainment value.
[01:24:29.136 --> 01:24:31.577]  I get a lot of entertainment out of looking at Slate and Huffington Post.
[01:24:31.597 --> 01:24:33.919]  They're always good from my standpoint.
[01:24:34.379 --> 01:24:39.462]  They are, but on some stories, I gotta say, here's the other thing I do as a journalist.
[01:24:40.322 --> 01:24:46.206]  If I see somebody reporting one thing, I look for the opposite.
[01:24:46.306 --> 01:24:47.547]  Let's take an example, right?
[01:24:47.987 --> 01:24:52.529]  This chemical attack that we're being told is by Bashar al-Assad, okay?
[01:24:55.493 --> 01:24:57.354]  I think most people just want to know the truth.
[01:24:58.014 --> 01:25:00.075]  Was it Bashar al-Assad or not?
[01:25:00.895 --> 01:25:05.596]  But the media, the mainstream media, is a hundred percent in it was Bashar al-Assad.
[01:25:06.036 --> 01:25:14.319]  Now, anybody who's done a little bit of independent research on this, just a little bit, can start to go, well, there seem to be some legitimate questions.
[01:25:14.359 --> 01:25:18.660]  We know the 2013 attack in Ghouta is very questionable, actually.
[01:25:19.720 --> 01:25:20.760]  Etc, etc, right?
[01:25:21.060 --> 01:25:22.281]  And so what's happened is,
[01:25:22.921 --> 01:25:29.143]  The mainstream media likes to declare sites like Infowars and Breitbart verboten.
[01:25:29.163 --> 01:25:31.403]  You're not allowed, and Sputnik too, verboten.
[01:25:31.423 --> 01:25:32.603]  Don't listen to them.
[01:25:33.264 --> 01:25:38.565]  And Alex Jones is nuts, but Keith Olbermann is passionate.
[01:25:39.185 --> 01:25:39.425]  Right?
[01:25:39.525 --> 01:25:40.345]  Yeah, exactly.
[01:25:40.865 --> 01:25:41.065]  Right?
[01:25:41.445 --> 01:25:43.026]  And so what I'm saying is,
[01:25:45.528 --> 01:25:48.072]  Alex didn't invent being animated.
[01:25:48.092 --> 01:25:51.576]  I don't know how else to put it, but he's not the first guy.
[01:25:51.837 --> 01:25:55.482]  Chris Matthews can be pretty animated.
[01:25:55.822 --> 01:25:57.985]  Yeah, he gets that throw up and down his leg.
[01:25:58.986 --> 01:26:01.007]  That's exactly right, that's exactly right.
[01:26:01.568 --> 01:26:09.952]  And so what I'm saying is, what they want to do is they want to put people in a box and Milo at Breitbart was not the first guy to be provoked.
[01:26:10.192 --> 01:26:12.114]  Who's more provocative, Bill Maher or Milo?
[01:26:12.154 --> 01:26:13.054]  I don't know, you know what I mean?
[01:26:13.214 --> 01:26:13.714]  Right.
[01:26:14.235 --> 01:26:16.296]  People, there's different things.
[01:26:16.816 --> 01:26:26.942]  I think the key is, and this is what's making the mainstream media nuts, every time I talk to people in the new media, you or people from Breitbart or whoever,
[01:26:27.970 --> 01:26:30.433]  And I talk about people can make up their own minds.
