[00:00:05.799 --> 00:00:06.539]  What's his name?
[01:15:20.095 --> 01:15:22.457]  EU is going to threaten Gibraltar.
[01:15:22.817 --> 01:15:28.081]  We will take whatever steps, military or other, to defend the people of Gibraltar.
[01:15:28.321 --> 01:15:40.709]  As recently as 2004, that was the most recent of many occasions on which the people of Gibraltar have been asked by referendum, do they even want Spain to have a slightly increased share in the government of Gibraltar?
[01:15:41.029 --> 01:15:44.411]  And the answer was 99.7% no.
[01:15:45.132 --> 01:15:49.495]  They want to remain entirely, completely and splendidly British.
[01:15:49.975 --> 01:15:52.658]  So there's going to be no more nonsense about Gibraltar.
[01:15:52.698 --> 01:15:53.819]  We're not having that.
[01:15:54.279 --> 01:16:15.778]  What it does indicate is bad faith on the part of those in the European Union who, on the one hand, insist that we should comply with the letter as well as the spirit of the European treaties, while at the same time saying that they feel that they and Spain can get together for the sake of spiting and harming Gibraltar and spiting Britain.
[01:16:16.358 --> 01:16:24.982]  Ignoring the Treaty of Utrecht, which is just as much a treaty and just as much binding and just as much current as the European treaties are.
[01:16:25.462 --> 01:16:26.562]  So that's that one.
[01:16:26.882 --> 01:16:28.223]  Let's have no more nonsense.
[01:16:28.263 --> 01:16:29.043]  Well, let me correct you.
[01:16:29.083 --> 01:16:37.987]  Under law, Lord Monckton, international law, common law, European law, British law, isn't the fact that it's almost 300 years old make it even stronger by right of possession?
[01:16:39.426 --> 01:16:41.609]  Well of course it isn't right of possession, it's a treaty.
[01:16:41.649 --> 01:16:44.873]  Well it's right of treaty and right of exercise and right of everything.
[01:16:45.935 --> 01:16:49.780]  That's right, I mean you could say by long custom and practice.
[01:16:49.860 --> 01:16:51.022]  That's it, that's the right term.
[01:16:51.242 --> 01:16:53.004]  Long custom and practice, that's what I was looking for.
[01:16:53.024 --> 01:16:54.326]  That's right, absolutely.
[01:16:54.426 --> 01:17:02.472]  And, of course, they would argue, on the other hand, just as Argentina tried to do with the Falklands, that territorial contiguity gives them some rights.
[01:17:02.512 --> 01:17:06.976]  In other words, their territory is closer to Gibraltar than British territory is.
[01:17:07.236 --> 01:17:09.097]  Well, that's not how it works.
[01:17:09.237 --> 01:17:11.159]  Not in the post-colonial era.
[01:17:11.639 --> 01:17:17.725]  You see, Spain and Argentina are still living in the colonial era, where you can go around and help yourself to profit.
[01:17:17.745 --> 01:17:18.906]  So is Juncker, isn't he?
[01:17:18.986 --> 01:17:19.906]  So is Juncker.
[01:17:19.926 --> 01:17:20.847]  That's what they're trying to do.
[01:17:20.887 --> 01:17:29.915]  But you see, in the post-colonial era, what determines sovereignty above all else, above even treaties, is what's called the right of self-determination.
[01:17:29.955 --> 01:17:30.216]  Isn't that 1776?
[01:17:30.256 --> 01:17:30.776]  That's America.
[01:17:33.098 --> 01:17:36.241]  Well, that's exactly what you did, whether we liked it or not, in 1776.
[01:17:36.821 --> 01:17:49.893]  And as you know, Alex, I have a standing offer on behalf of Her Majesty's Government, and I'm happy to convey it to you now, that if only you will in future remember to put your tea in the teapot rather than in the harbour, because it tastes better that way.
[01:17:50.473 --> 01:17:58.035]  We will remit all the taxes and imposts upon you, save only the original tax of half a crown a pound on tea.
[01:17:58.375 --> 01:18:02.437]  And I think you'll find that a great bargain for the restoration of British government.
[01:18:02.637 --> 01:18:06.238]  We'll be far cheaper, certainly than the Obama administration was.
[01:18:06.418 --> 01:18:07.718]  Probably a lot better, yeah.
[01:18:08.078 --> 01:18:12.480]  You know, do feel free to return to the British crown at any time you like.
[01:18:12.520 --> 01:18:14.360]  You will be welcomed with open arms.
[01:18:14.680 --> 01:18:16.081]  But more seriously,
[01:18:16.961 --> 01:18:35.619]  One of the things that I'm doing in June on the 23rd and the 24th in Bozeman, Montana is we're going to hold a thing called the Red Pill Expo and you can go to redpillexpo.org and make your booking to come to that conference where we're going to be discussing all these issues that
[01:18:36.299 --> 01:18:43.424]  Brexit and of course all the problems that Mr. Trump faces with unwilling bureaucrats and the Democrats rioting in the streets and so forth.
[01:18:43.724 --> 01:18:46.726]  We're going to be discussing all that at the Red Pill Expo.
[01:18:46.746 --> 01:18:53.110]  If you go to redpillexpo.org you can make your booking there and I'd love to see you there Alex.
[01:18:53.271 --> 01:18:54.191]  I know I've been invited.
[01:18:54.251 --> 01:19:01.516]  I'm launching a bunch of projects but soon I'm gonna come to some of the conferences here at Lord Monte because I want to see you again in person as we've done.
[01:19:01.536 --> 01:19:05.339]  Now we're gonna come back in the next segment but we've got 30 seconds here or 40 seconds.
[01:19:06.180 --> 01:19:07.707]  How is the New World Order doing right now?
[01:19:07.727 --> 01:19:09.033]  I mean, they say they're falling apart.
[01:19:09.073 --> 01:19:09.515]  Is that true?
[01:19:10.669 --> 01:19:17.733]  There's no doubt that the people who think that nation-states still have a future are in the ascendant at the moment.
[01:19:18.014 --> 01:19:22.797]  We won Brexit and now we are going to leave the European Union, whatever the result of the negotiations.
[01:19:23.117 --> 01:19:31.082]  Mr Trump, splendidly, whom I campaigned for in Montana during the election campaign, I'm thrilled that he's now the President of the United States.
[01:19:31.382 --> 01:19:33.563]  He's already unwound all the climate rubbish.
[01:19:33.843 --> 01:19:39.587]  He's gradually pushing back on that and many other so-called globalist agendas, and of course they're not really
[01:19:39.887 --> 01:19:48.671]  Let's talk about the state of the fight for sovereignty, and we'll talk about the French election and so much more in one more segment with Lord Monckton of scienceandpublicpolicy.org.
[01:19:49.031 --> 01:19:52.732]  We've got a bunch of other guests joining us with huge breaking news today as well.
[01:19:53.052 --> 01:19:56.014]  The revolution against globalist tyranny is exploding.
[01:19:56.314 --> 01:19:57.154]  Be part of it today.
[01:19:57.274 --> 01:19:57.955]  Share these links.
[01:19:58.335 --> 01:20:01.356]  Share these videos, because the censorship is unparalleled.
[01:20:04.537 --> 01:20:13.359]  We happen to know Chris Tonto-Piranto, of course one of the big heroes and survivors of what happened in Benghazi and of course lionized properly so in the new film 13 Hours.
[01:20:13.399 --> 01:20:15.139]  It's so big hit and so amazing.
[01:20:15.179 --> 01:20:16.479]  To ask, what do you think we should do?
[01:20:16.559 --> 01:20:23.780]  We should start a discussion about the left thinking and Soros doubling the amount of money to these groups to kill cops and burn down cities.
[01:20:23.980 --> 01:20:24.880]  They're planning something.
[01:20:24.920 --> 01:20:28.701]  So Chris, thank you for joining us and coming on and obviously everything you've done.
[01:20:28.761 --> 01:20:30.841]  ChrisTontoPiranto.com.
[01:20:31.142 --> 01:20:33.002]  I've kind of set the table the last four minutes.
[01:20:33.362 --> 01:20:33.882]  Yeah.
[01:20:34.342 --> 01:20:35.463]  Where are we going with this?
[01:20:36.643 --> 01:20:40.825]  Honestly, I think right now it's just a lot of lib talk.
[01:20:41.766 --> 01:20:46.868]  It'd be really ridiculous at this point for them to start a civil war going on.
[01:20:46.888 --> 01:20:59.714]  You've got guys like myself, you've got plenty of contractors out there that are back home now, plenty of people like myself that are patriots that aren't going to stand aside and let some coup, if you want to call it that, take over.
[01:21:00.354 --> 01:21:02.296]  I don't think it's realistic.
[01:21:02.356 --> 01:21:04.659]  I think again, it's a lot of threats and the libs do that.
[01:21:04.679 --> 01:21:07.721]  They are a lot of talk, but when action comes and it comes to actually picking up a gun and doing something,
[01:21:21.374 --> 01:21:27.538]  I think if they were more inclined to protect this country, you'd probably see more of them joining the military, joining the law enforcement.
[01:21:27.959 --> 01:21:33.062]  And so I just see it as a lot of BS, a lot of just tough talk at this point in time.
[01:21:33.102 --> 01:21:35.163]  But if it comes to this, it's not going to be tough talk.
[01:21:35.644 --> 01:21:40.427]  Believe me, people like myself will stand up and we'll be coming right back at you.
[01:21:40.447 --> 01:21:42.288]  So I just warn them, don't.
[01:21:42.448 --> 01:21:50.053]  Just stop that BS and put a cork in it right now before it really ends up getting to something that they really don't want to get into.
[01:21:50.433 --> 01:21:55.596]  When they're openly calling for his death everywhere, and my death and everybody else, it's just horrible.
[01:21:55.957 --> 01:22:01.280]  At a certain point, it becomes dereliction of duty if somebody doesn't get indicted, if somebody doesn't get in trouble.
[01:22:01.480 --> 01:22:09.726]  You know, when Bow Wow, you know, says, I want to kidnap and rape and enslave the First Lady, or when, you know, his uncle...
[01:22:10.606 --> 01:22:10.946]  That's true.
[01:22:10.966 --> 01:22:12.187]  And you have a good point there.
[01:22:12.207 --> 01:22:16.851]  And in the past, if you did that, then the Secret Service would be knocking at your door and possibly you'd be going to prison.
[01:22:28.259 --> 01:22:29.580]  I think that needs to happen.
[01:22:29.600 --> 01:22:30.541]  I think it needs to return.
[01:22:30.581 --> 01:22:32.742]  There does need to be an example set.
[01:22:33.063 --> 01:22:38.687]  Whether it be Snoop Dogg or somebody else out there where you're going to say you're going to kill the President, that's a threat.
[01:22:38.747 --> 01:22:40.588]  That is a terroristic threat at this point.
[01:22:40.608 --> 01:22:41.869]  But you can't keep letting it go.
[01:22:41.929 --> 01:22:42.990]  You're correct.
[01:22:43.030 --> 01:22:44.831]  You've got to lance that blister eventually.
[01:22:44.871 --> 01:22:46.052]  If not, it's going to get infected.
[01:22:46.312 --> 01:22:46.952]  You've got to do it.
[01:22:47.032 --> 01:22:49.374]  And if you don't, it's just going to get worse and worse and worse.
[01:22:49.394 --> 01:22:50.815]  So I do agree.
[01:22:50.895 --> 01:22:52.836]  I do agree at this point with the threats to the President.
[01:22:52.917 --> 01:22:56.179]  But again, do I think that they're going to come out and actually start an all-out war?
[01:22:56.739 --> 01:22:58.101]  Civil War in the United States of America.
[01:22:59.422 --> 01:23:01.705]  They'd be well-earned to not do that.
[01:23:03.697 --> 01:23:05.079]  You developed Living Defense for us.
[01:23:05.119 --> 01:23:06.200]  It took you over a year to do it.
[01:23:06.460 --> 01:23:07.381]  Why is this so good?
[01:23:07.661 --> 01:23:12.905]  Because people are actually waking up to the problem that pretty much scares me the most.
[01:23:12.985 --> 01:23:26.556]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[01:23:26.596 --> 01:23:27.978]  Right now with all the refugees,
[01:23:28.758 --> 01:23:30.320]  Uh, spreading disease around.
[01:23:30.400 --> 01:23:32.902]  We have biological warfare going on everywhere.
[01:23:32.982 --> 01:23:34.244]  These are all parasites.
[01:23:34.304 --> 01:23:35.405]  Tell us about all the stuff that's in it.
[01:23:35.425 --> 01:23:36.446]  There's so many things that are in it.
[01:23:36.746 --> 01:23:41.091]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[01:23:41.291 --> 01:23:44.474]  I recommend doing the parasite plans at least twice a year.
[01:23:44.574 --> 01:23:47.615]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[01:23:47.635 --> 01:23:48.655]  It just came back in yesterday.
[01:23:48.695 --> 01:23:50.596]  Living Defense, Infowarslife.com.
[01:23:50.656 --> 01:23:51.676]  And folks, you can't lose.
[01:23:51.956 --> 01:23:53.756]  It's full of stuff that's great for your body, period.
[01:23:54.377 --> 01:23:57.417]  And you support the broadcast, Infowarslife.com.
[01:23:57.678 --> 01:23:59.558]  Thank you, Dr. Group from the Global Healing Center.
[01:23:59.938 --> 01:24:01.919]  Thank you so much for all your work, sir, on this great product.
