[00:00:12.250 --> 00:00:13.451]  Wow, Friday.
[01:23:47.931 --> 01:24:02.234]  And I believe that I was, in many ways, my hard-working grandparents, my parents, and this great country and the fathers of this country put me and gave me this opportunity at this point in history to stop someone like Warren to basically support this new American revolution.
[01:24:50.143 --> 01:24:52.544]  All right, Max Keiser, enough of my interruptions.
[01:24:52.564 --> 01:25:02.468]  Give us the big intel data dump on the state of the world, not just what's happening in Latin America, where you think the economy is, and what you think, so far, just as a political atheist, how Trump's doing.
[01:25:04.828 --> 01:25:09.570]  Well, Trump is fulfilling campaign promises to some degree or another.
[01:25:09.590 --> 01:25:11.791]  I think he's got to get through this cycle of
[01:25:12.478 --> 01:25:16.522]  You know, for example, the Veterans Administration, he just announced that he's going to protect whistleblowers.
[01:25:17.002 --> 01:25:18.103]  That's very good.
[01:25:18.123 --> 01:25:19.964]  He used to talk about building a wall.
[01:25:20.025 --> 01:25:21.726]  Now he's talking about building a solar wall.
[01:25:22.106 --> 01:25:23.347]  So he's keeping that alive.
[01:25:24.328 --> 01:25:33.076]  He's vilifying, I think, Mexico, which doesn't make a lot of sense for the points that I just pointed out.
[01:25:33.096 --> 01:25:37.940]  He is still reaching out to Russia because Russia, America, that is by far the best
[01:25:38.772 --> 01:25:39.373]  We're good to go.
[01:26:01.371 --> 01:26:10.774]  The Aramco, the American Arabian oil company public, at a $2 trillion valuation, it'll be the biggest company in the world.
[01:26:10.834 --> 01:26:11.555]  Why are they doing that?
[01:26:11.595 --> 01:26:13.215]  Because the price of oil is going down.
[01:26:13.635 --> 01:26:15.936]  Saudis want to sell oil now.
[01:26:16.536 --> 01:26:17.657]  They're hugely in debt.
[01:26:17.977 --> 01:26:19.757]  They need the cash to pay down their debt.
[01:26:20.458 --> 01:26:24.379]  Saudi Arabia is a country in social and economic collapse.
[01:26:24.819 --> 01:26:32.266]  They're excited now with their other extremist Wahhabist partners in the region to go against
[01:26:32.933 --> 01:26:33.233]  I think so.
[01:26:55.331 --> 01:26:56.511]  We're good to go.
[01:27:19.202 --> 01:27:20.123]  It is Germany.
[01:27:20.383 --> 01:27:23.964]  Germany gets 30% of their gas, of their energy from Russia.
[01:27:24.485 --> 01:27:39.571]  They are starting to understand that Trump is not, according to them, not a reliable partner, and they want to spread their wings a little bit, and they want to side with Russia, China, Iran, because that's the emerging block of power in the world.
[01:27:39.912 --> 01:27:43.533]  The US and the UK, particularly the UK is in free fall.
[01:27:43.833 --> 01:27:45.274]  Brexit is a disaster.
[01:27:45.494 --> 01:27:46.995]  Theresa May is horrendous.
[01:27:47.535 --> 01:27:54.460]  Jeremy Corbyn is going to be Prime Minister in the next six to nine months, which is great, he's a great guy, but Britain's going back to 1970.
[01:27:54.661 --> 01:28:05.208]  Tax rates are going back to 80 to 90 percent for the top bracket, which is great, but it means that their GDP is going to fall by a trillion dollars or more, and they're going back to 1970.
[01:28:05.589 --> 01:28:09.752]  So therefore, back to my original point,
[01:28:10.788 --> 01:28:12.750]  I think Germany is the key country going forward.
[01:28:13.110 --> 01:28:18.196]  My message going around the world, Alex, is to people need their individual economic sovereignty.
[01:28:18.216 --> 01:28:24.141]  Bitcoin has made millions of billionaires, maybe not millions of billionaires, but it's made tens of thousands of millionaires.
[01:28:24.662 --> 01:28:26.424]  The crypto coin market is exploding.
[01:28:26.764 --> 01:28:30.647]  I was about to say, you started pushing Bitcoin day one, and I thought it was all nebulous.
[01:28:30.687 --> 01:28:38.453]  I'm all for new independent currencies, but you have been proven 100% spot-on on Bitcoin, and I just wish I would have gotten into it at the beginning.
[01:28:38.533 --> 01:28:40.955]  So we salute your accuracy, Kaiser.
[01:28:42.036 --> 01:28:43.697]  Well, several hundred thousand percent.
[01:28:44.278 --> 01:28:45.839]  I recommended it on your show for $3.
[01:28:45.959 --> 01:28:47.320]  It's recently been at $3,000.
[01:28:49.275 --> 01:28:53.358]  MaxCoin, you know, which was created on my show just to show people what it's all about.
[01:28:53.819 --> 01:28:55.840]  It's hitting new all-time highs of $0.24, $0.25.
[01:28:55.980 --> 01:28:58.402]  It's an all-time record volume.
[01:28:58.742 --> 01:29:01.825]  You know, it's number 150 on the market capitalization.
[01:29:01.845 --> 01:29:02.225]  Sure, sure.
[01:29:02.265 --> 01:29:04.887]  We've been hearing it's going to burst forever, though.
[01:29:04.987 --> 01:29:05.808]  It doesn't burst.
[01:29:07.989 --> 01:29:15.295]  The reason it doesn't burst is because banks are still in a state of extreme duress.
[01:29:16.946 --> 01:29:22.534]  The global banking system is capitalized with the cheap money from the central banks.
[01:29:22.754 --> 01:29:27.020]  Sure, so bitcoins, I mean nothing's perfect, but compared to the banking system it's a lot better.
[01:29:27.320 --> 01:29:29.203]  And so people are running into other avenues.
[01:29:29.223 --> 01:29:30.164]  What, hedging bets?
[01:29:31.646 --> 01:29:32.988]  Right, they have three choices.
[01:29:33.815 --> 01:29:35.477]  It's plain gold and silver.
[01:29:35.497 --> 01:29:40.942]  The problem with gold and silver and the reason why it's not... They're allowed to suppress it, but let me get your expert view on that.
[01:29:41.322 --> 01:29:43.744]  Final segment with Max Keiser, who I want to invite back.
[01:29:44.265 --> 01:29:51.011]  I just invited him here in the bright to come to Austin and spend three or four days with his co-hosting, and he's accepted to come here in about two weeks, so we're looking forward to that.
[01:29:51.271 --> 01:29:52.192]  Stay there, Max Keiser.
[01:29:52.693 --> 01:29:53.613]  We're on the march.
[01:29:54.074 --> 01:29:55.675]  The empire's on the run.
[01:29:56.596 --> 01:29:59.279]  Alex Jones and the GCN Radio Network.
[01:30:08.157 --> 01:30:09.538]  Welcome back to Brain Fight.
[01:30:09.698 --> 01:30:11.279]  I'm the real Tuck Buckford.
[01:30:11.740 --> 01:30:18.444]  And coming up this Thursday, I'm going to be in Alex Jones' face, showing the world what a traitor and an enemy he is.
[01:30:18.764 --> 01:30:21.786]  Let's look at another dried lizard penis.
[01:30:21.967 --> 01:30:23.227]  Wow, that's Bill Clinton.
[01:30:23.448 --> 01:30:23.928]  Yogurt.
[01:30:25.709 --> 01:30:27.610]  Tuck Buckford don't like Alex Jones.
[01:30:27.811 --> 01:30:29.632]  I want to bring up my next guest.
[01:30:30.902 --> 01:30:39.183]  Donald John Trump, he's been on the show before and all of it's gonna be brought to you by CBS and that little angel Stephen Colbert.
[01:30:39.544 --> 01:30:45.605]  So join me this Thursday for the real brain fight during the Alex Jones Show 11 a.m.
[01:30:45.625 --> 01:30:46.285]  to 2 p.m.
[01:30:46.345 --> 01:30:48.785]  Central at that traitorous evil website.
[01:30:49.145 --> 01:30:52.946]  None of you should visit InfoWars.com.
[01:30:53.186 --> 01:30:55.386]  This is not violent at all, but I do this to Trump.
[01:30:55.426 --> 01:30:57.287]  Just do what CBS wants, that's good.
[01:30:57.727 --> 01:30:58.747]  I'm gonna do whatever my...
[01:31:02.047 --> 01:31:02.710]  Kobani Yoga!
[01:31:04.065 --> 01:31:08.968]  New from Emmerich's Essentials, fragrance-free natural deodorant for your body care needs.
[01:31:09.769 --> 01:31:12.691]  Playing basketball in the dry summer heat really makes me sweat.
[01:31:13.371 --> 01:31:16.153]  To maintain my game, I need all the confidence I can get.
[01:31:16.794 --> 01:31:21.677]  That's why I use Emmerich's Essentials natural deodorant, made with organic ingredients.
[01:31:22.037 --> 01:31:28.321]  This deodorant combines mineral crystals with natural botanicals to ionize odor, keeping me fresh throughout the day.
[01:31:28.681 --> 01:31:33.805]  While shooting hoops, the last thing I want is sweaty armpits making my hands slippery and the ball wet.
[01:31:34.525 --> 01:31:37.968]  That's why I recommend Emmerich's Essentials Fragrance-Free Deodorant.
[01:31:38.529 --> 01:31:46.335]  Even though it's unscented, it's effective at combating strong body odor, and I don't have to worry about any unwanted allergic reactions to my sensitive skin.
[01:31:46.915 --> 01:31:51.259]  Whether you're a guy or gal, the last thing you want to be worried about is your deodorant.
[01:31:51.599 --> 01:31:55.542]  No petroleum-based ingredients, 100% natural and cruelty-free.
[01:31:55.843 --> 01:31:59.646]  Stay in the game with Emmerich's Essentials Fragrance-Free Natural Deodorant.
[01:31:59.906 --> 01:32:01.567]  Available at InfoWarsStore.com.
[01:32:03.237 --> 01:32:05.639]  Super Blue Fluoride-Free Toothpaste!
[01:32:06.019 --> 01:32:14.105]  A revolutionary new toothpaste designed to deliver a powerful clean while supporting good oral health and fresh breath.
[01:32:14.565 --> 01:32:28.995]  Unlike other leading brands, this groundbreaking toothpaste features natural oils and ingredients to supercharge your smile with an array of beneficial compounds hand-selected for your oral health benefits.
[01:32:30.567 --> 01:32:34.608]  Notice the difference with Super Blue Fluoride Free Toothpaste.
[01:32:35.068 --> 01:32:38.429]  Refresh your breath with a glistening clean smile.
[01:32:38.909 --> 01:32:41.910]  Have crisp, beaming, spotless teeth.
[01:32:42.470 --> 01:32:44.210]  Don't be afraid to show them off.
[01:32:44.690 --> 01:32:50.512]  Let Super Blue radiate purity and freshness through your new expression of happiness.
[01:32:51.412 --> 01:32:54.433]  Try Super Blue Fluoride Free Toothpaste today.
[01:32:54.733 --> 01:32:56.173]  You won't be disappointed.
[01:32:56.593 --> 01:32:59.574]  Only available at InfoWarsStore.com.
[01:33:01.630 --> 01:33:02.591]  The Anthroplex!
[01:33:05.533 --> 01:33:10.578]  From the front lines of the Information War, it's Alex Jones!
[01:33:27.850 --> 01:33:29.691]  Max Keiser is our guest from Mexico City.
[01:33:29.731 --> 01:33:30.912]  I'm Alex Jones, your host.
[01:33:30.992 --> 01:33:36.115]  I want to get more into the Democrats calling for civil war and what's happening in the economy and so much more.
[01:33:36.975 --> 01:33:42.418]  But I also found a George Carlin clip this morning that I never heard before where he lays out political correctness.
[01:33:42.898 --> 01:33:44.839]  So I thought we would air some of that coming up.
[01:33:45.019 --> 01:33:47.040]  And then I also have a clip I want to get to of Joe Rogan.
[01:33:47.060 --> 01:33:48.841]  In fact, we'll just play that first.
[01:33:49.262 --> 01:33:50.802]  We'll get to the other clip, I guess, later.
[01:33:51.923 --> 01:33:57.026]  And that deals with what's happening at Evergreen College and all these other colleges that are being shut down where
[01:33:59.224 --> 01:34:15.754]  They're saying we're going to have no whites on campus now, or no whites are allowed at the park, at the campus, and they're saying we're going to teach you about discrimination, even though these are white people, a lot of them that are from Eastern Europe, and were never even involved in their ancestral line oppressing black people.
[01:34:17.415 --> 01:34:19.296]  Less than 2% of the South had slaves.
[01:34:20.779 --> 01:34:22.740]  Those are people that died hundreds of years ago.
[01:34:23.480 --> 01:34:25.700]  What on earth is all of this about?
[01:34:25.861 --> 01:34:27.201]  What on earth is going on?
[01:34:27.581 --> 01:34:32.262]  It's about collectivized guilt, bullying people, and destroying language.
[01:34:32.763 --> 01:34:36.444]  Very powerful information that we're going to be getting to.
[01:34:36.504 --> 01:34:39.345]  Don't forget, we've got free shipping running through 4th of July.
[01:34:39.365 --> 01:34:44.326]  I've extended it, but we've added a bunch of new specials because we do this every year around 4th of July.
[01:34:44.346 --> 01:34:49.248]  Some of the biggest specials, Brain Force Plus, amazing nootropic for the brain, 30% off.
[01:34:49.288 --> 01:34:50.348]  Just try a bottle of it.
[01:34:50.788 --> 01:34:52.089]  Now 20% more in each bottle.
[01:34:52.390 --> 01:34:54.191]  Super Mel Vitality, 30% off.
[01:34:54.752 --> 01:34:56.494]  Again, that's a best seller, but we're discounting it.
[01:34:56.594 --> 01:34:58.155]  If you haven't tried it, you really need to.
[01:34:58.676 --> 01:35:02.319]  Survival Shield X2, the good halogen, game-changing, life-changing for me.
[01:35:02.980 --> 01:35:07.965]  Z-Shield, our latest product with Shilajit and concentrated other compounds.
[01:35:09.758 --> 01:35:12.879]  Like Zeolites to pull heavy metals and toxins out of the body.
[01:35:13.579 --> 01:35:16.819]  InfoWars high quality storable foods powered by MyPatriot supply.
[01:35:16.839 --> 01:35:18.140]  30 to 40% off.
[01:35:18.440 --> 01:35:20.080]  Nobody's got MyPatriot this low.
[01:35:20.560 --> 01:35:25.441]  Emrix Essentials entire line of outdoor products and toiletries are discounted.
