[00:00:09.617 --> 00:00:10.558]  Another time.
[01:30:17.293 --> 01:30:34.174]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:30:34.554 --> 01:30:36.675]  Filter capacity up to 5,000 gallons.
[01:30:37.035 --> 01:30:38.236]  Stainless steel construction.
[01:30:38.516 --> 01:30:39.296]  Easy assembly.
[01:30:39.556 --> 01:30:40.177]  Low maintenance.
[01:30:40.477 --> 01:30:42.278]  Replacement filters are simple to install.
[01:30:42.558 --> 01:30:49.661]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[01:30:49.841 --> 01:30:54.843]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[01:30:55.023 --> 01:30:57.605]  Go to InfowarsStore.com or call 888-253-3139.
[01:31:00.746 --> 01:31:21.390]  I'm Millie Weaver and you're watching Flyover America, an InfoWars original series where we're going to be traveling around the United States talking to Flyover America, the people who feel like they have had their voices ignored by their government, by the mainstream media, and by the people on the coast.
[01:31:21.830 --> 01:31:27.133]  So we're going to be talking to the Deplorables, finding out why they actually supported Trump.
[01:31:27.433 --> 01:31:32.516]  So come along with us on this journey as we discover Flyover America.
[01:31:32.836 --> 01:31:39.539]  Throughout our travels, we will be making scheduled stops to talk with those who want to tell their story.
[01:31:40.040 --> 01:31:49.905]  Like us and follow our progress on Facebook at Flyover States of America for meeting locations, updates, and even sneak peeks.
[01:31:50.386 --> 01:31:53.914]  And if you have a story to tell, come tell it!
[01:31:55.037 --> 01:31:58.165]  I'm Millie Weaver and you're watching Fly Over America!
[01:32:00.305 --> 01:32:04.507]  Men, give your body the support it needs with InfoWars Life Prostagard.
[01:32:05.047 --> 01:32:08.929]  It's time to start assisting the body in regulating proper prostate balance.
[01:32:09.470 --> 01:32:20.095]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[01:32:20.695 --> 01:32:28.438]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[01:32:28.658 --> 01:32:37.682]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[01:32:38.022 --> 01:32:48.286]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[01:32:48.786 --> 01:32:51.908]  Now's the time to start naturally supporting your body.
[01:32:52.208 --> 01:32:56.431]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[01:32:56.831 --> 01:32:57.992]  That's Infowarslife.com.
[01:32:58.312 --> 01:33:00.474]  Infowarslife.com.
[01:33:09.540 --> 01:33:17.225]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:33:21.480 --> 01:33:36.202]  It's illustrated very, very well in a Charlton Heston film from the 1950s documenting the historical life of El Cid that marked the beginning of the La Reconquista of Spain from the Islamic Moors of North Africa.
[01:33:38.405 --> 01:33:40.826]  And I'm certainly not comparing myself to El Cid.
[01:33:41.346 --> 01:33:41.867]  Far from it.
[01:33:41.907 --> 01:33:52.671]  But the globalists have chosen me after Trump as the symbol they want to destroy to try to kill the nationalist reawakening movement.
[01:33:52.731 --> 01:33:53.912]  Because they fear us.
[01:33:53.952 --> 01:33:55.053]  Because we're inclusive.
[01:33:55.313 --> 01:33:55.893]  We're open.
[01:33:56.413 --> 01:33:59.094]  They fear Roger Stone because he's inclusive and open.
[01:33:59.435 --> 01:34:01.575]  He's trying to get Trump to decriminalize marijuana.
[01:34:01.896 --> 01:34:03.736]  We win the whole thing if he does that.
[01:34:03.917 --> 01:34:04.577]  Just do it!
[01:34:05.037 --> 01:34:07.479]  He has no idea how that will get the leftists to finally wake up a lot of them.
[01:34:07.919 --> 01:34:10.241]  And that was Trump's inclination during the campaign.
[01:34:11.662 --> 01:34:13.083]  They hate us because they really know.
[01:34:13.123 --> 01:34:13.983]  They tap our phones.
[01:34:14.003 --> 01:34:15.024]  They know we're not racist.
[01:34:15.064 --> 01:34:16.785]  They know we really want to bring people together.
[01:34:16.805 --> 01:34:18.066]  They know we're fans of humanity.
[01:34:18.987 --> 01:34:21.729]  And they know we're fearless because we realize we can't be slaves.
[01:34:21.769 --> 01:34:24.351]  We can't live on our knees because we'll get killed anyways.
[01:34:25.612 --> 01:34:27.493]  It's not live on your knees or die on your feet.
[01:34:27.553 --> 01:34:28.574]  It's live on your feet.
[01:34:29.555 --> 01:34:31.056]  Maybe die on your knees.
[01:34:32.938 --> 01:34:35.700]  Wish you'd die a thousand times, as they say, before you finally get it.
[01:34:35.860 --> 01:34:36.200]  Uh-uh.
[01:34:37.461 --> 01:34:40.183]  When I get concerned about something, I go on the attack.
[01:34:40.944 --> 01:34:44.507]  And listeners need to follow us on Real Alex Jones.
[01:34:44.847 --> 01:34:46.388]  They need to like us on the Facebook channels.
[01:34:46.408 --> 01:34:48.009]  You need to spread our videos, our articles.
[01:34:48.710 --> 01:34:51.252]  They block us auto-sharing stuff to people.
[01:34:52.062 --> 01:35:17.146]  But they can't stop you from sharing videos, and sharing articles, and getting them out to people, and sharing InfoWars.com forward slash show, and telling folks about local stations we're on, or telling stations, thank you for carrying the show, and tithing, not to some big corrupt church, but to a little church that tells the truth, or to the local radio station, or sign up for auto shipping at the products at InfoWarsStore.com, because we're in the eye of the storm here.
[01:35:18.348 --> 01:35:37.814]  And we're trying to stay in the eye where it's calm with all this around us and to be as peaceful as doves and wise as serpents, as Moses said, and trying to really do the right thing, trying to be honorable, trying to always tell the truth, trying to really take action and not squander the position we're in.
[01:35:37.834 --> 01:35:39.755]  So when I say the enemy has chosen me,
[01:35:40.922 --> 01:35:52.580]  As a champion, it's like in the old days when two kingdoms were about to fight, a lot of times they'd send the king's son or somebody else's their champion to fight the other person's champion.
[01:35:54.301 --> 01:35:58.344]  So that they didn't have to go to battle and destroy each other with irreconcilable differences.
[01:35:58.624 --> 01:36:09.432]  And so, the globalists have chosen Trump, because he is our champion, and they also want to destroy any of the people that are carrying his sword for him and giving it to him when he gets on his horse.
[01:36:10.013 --> 01:36:18.099]  Anybody that dares support him, like a Jack Posobiec, or a Roger Stone, or a Mike Cernovich, or a Matt Drudge, they're going after all of his supporters.
[01:36:19.491 --> 01:36:27.340]  So no, when you support local affiliates that carry us, when you support this broadcast, you're supporting the people that are supporting this suicide mission.
[01:36:28.080 --> 01:36:32.105]  And a suicide mission doesn't mean you always die on it, but it means there's a 50-50 chance.
[01:36:32.145 --> 01:36:35.608]  I mean, this is a mission where you're 50-50, you're gonna die.
[01:36:36.229 --> 01:36:46.334]  But listen, the real suicide mission is going along with the New World Order, so go to Infowarsstore.com, get the coffee, get the videos, get the books, get the Patriot t-shirts to meet like-minded people.
[01:36:46.714 --> 01:36:49.595]  Get the CNN is fake news on the front, Infowars.com on the back.
[01:36:49.835 --> 01:36:51.156]  Wear it, meet like-minded people.
[01:36:51.756 --> 01:36:53.377]  If you work in the leftist area, they may kill you.
[01:36:53.397 --> 01:36:54.918]  But in general areas, you get dinner bought for you.
[01:36:55.218 --> 01:36:57.259]  The key is, now is the time to exercise free speech.
[01:36:57.279 --> 01:36:59.060]  They're trying to bully us into submission.
[01:36:59.600 --> 01:37:00.720]  Limited time special.
[01:37:00.981 --> 01:37:01.921]  Super Mel Vitality.
[01:37:02.721 --> 01:37:02.901]  57% off.
[01:37:02.941 --> 01:37:03.762]  Never done that before.
[01:37:04.242 --> 01:37:04.942]  It is amazing.
[01:37:05.062 --> 01:37:05.983]  Great way for you to try it.
[01:37:06.563 --> 01:37:09.945]  Super Combo with the BioTrue Organic Mustard Seed Selenium.
[01:37:10.245 --> 01:37:11.045]  You'll die without it.
[01:37:11.105 --> 01:37:12.006]  It's electrochemical.
[01:37:12.166 --> 01:37:14.487]  The media goes, she says you'll die without buying this product.
[01:37:14.527 --> 01:37:14.687]  No.
[01:37:14.967 --> 01:37:16.428]  You die without selenium.
[01:37:16.648 --> 01:37:17.708]  You die without oxygen.
[01:37:17.748 --> 01:37:18.529]  You die without water.
[01:37:18.709 --> 01:37:20.510]  You die without vitamin C. You die without iodine.
[01:37:21.010 --> 01:37:27.193]  Just type in government studies on iodine deficiency and brain damage and low IQs and cancer and all of it.
[01:37:27.233 --> 01:37:27.993]  Just look!
[01:37:29.814 --> 01:37:31.435]  Those are together 45% off.
[01:37:31.475 --> 01:37:32.575]  Those are the new big specials.
[01:37:32.595 --> 01:37:34.336]  Sign up for auto ship get 10% off.
[01:37:35.117 --> 01:37:35.777]  Free shipping.
[01:37:35.837 --> 01:37:37.358]  That's free shipping on order.
[01:37:37.378 --> 01:37:37.758]  $50 or more.
[01:37:38.038 --> 01:37:39.879]  Whatever you do, just commit to pray for us.
[01:37:40.219 --> 01:37:41.239]  Commit to spread the links.
[01:37:41.640 --> 01:37:43.060]  Commit to buy the products if you can.
[01:37:43.100 --> 01:37:44.481]  If you can't, I totally understand.
[01:37:45.899 --> 01:37:50.001]  But you should try to find the next best thing is some of the Himalayan salts and sea salts.
[01:37:50.021 --> 01:37:51.041]  You have to research them.
[01:37:51.722 --> 01:37:52.782]  Have some good eye on them.
[01:37:52.822 --> 01:37:54.283]  And so that's been an expensive way to get it.
[01:37:54.523 --> 01:37:58.304]  But, or, again, support us.
[01:37:58.605 --> 01:37:59.385]  We support you.
[01:37:59.705 --> 01:38:00.605]  And I'm not complaining.
[01:38:00.625 --> 01:38:01.466]  You have to understand.
[01:38:02.478 --> 01:38:04.139]  I'm mad at myself that I don't have enough energy.
[01:38:04.179 --> 01:38:07.101]  It'll be 10 o'clock at night and I'm calling people saying, we're going back into the office.
[01:38:07.461 --> 01:38:08.382]  I got to do this report.
[01:38:08.762 --> 01:38:10.483]  And it's because I know this is life and death.
[01:38:10.583 --> 01:38:11.124]  I'm in a fight.
[01:38:11.244 --> 01:38:12.405]  I can't let these people win.
[01:38:12.665 --> 01:38:16.387]  We're bringing in Leon McAdoo riding shotgun with myself and Posobiec.
[01:38:16.427 --> 01:38:18.969]  I didn't intend this to happen today with the two together, but it's kind of a nice
[01:38:19.689 --> 01:38:23.451]  Mix will get her take on this whole situation, what's happening worldwide.
[01:38:24.131 --> 01:38:31.514]  But Jack Posobiec, you were trying to get to some points right as we went to break, dealing with how high the stakes are, what the next move is, what the next attack is.
[01:38:31.774 --> 01:38:33.575]  They're everywhere saying they're getting ready to kill him.
[01:38:33.895 --> 01:38:35.116]  They're saying he's mentally ill.
[01:38:35.396 --> 01:38:41.939]  They're saying this new commission with Pelosi and all them totally doddering to run a commission about how he's got Alzheimer's.
[01:38:43.139 --> 01:38:53.965]  I know they're trying to look confident to their own people to make people desert Trump by the threats of violence, both public and private, with the entire MSM calling for violence against Trump supporters.
[01:38:54.266 --> 01:38:57.147]  The question is, have I judged America right?
[01:38:57.467 --> 01:39:03.231]  Does America take this as an insult and is now digging in their heels to be stronger, or are we really a nation of cowards?
