[00:00:08.900 --> 00:00:10.584]  Thursday, 27th.
[01:06:36.632 --> 01:06:39.174]  And that's why you're the key to this entire operation.
[01:06:39.514 --> 01:06:41.935]  We have Super Blue Fluoride Free Toothpaste.
[01:06:42.376 --> 01:06:45.217]  Bubblegum flavor just arrived at InfoWarsStore.com.
[01:06:45.237 --> 01:06:46.878]  This is by listener request.
[01:06:47.119 --> 01:06:52.362]  Bubblegum flavored Super Blue toothpaste now available at InfoWarsStore.com in limited supply.
[01:06:52.382 --> 01:06:57.245]  Again, if you're not using fluoride free toothpaste by now,
[01:06:58.085 --> 01:06:59.427]  You're absolutely insane.
[01:06:59.847 --> 01:07:04.151]  Harvard studies, it reduces IQ, it causes bone cancer.
[01:07:04.752 --> 01:07:09.876]  It's not great, let's just put it that way, and I've been using it for about, what, 15 years now?
[01:07:10.637 --> 01:07:13.359]  So, you're gonna buy it anyway, why not buy it from us?
[01:07:13.379 --> 01:07:19.205]  It's in limited supply, but it is available at infowarsstore.com with the new bubblegum flavor.
[01:07:19.785 --> 01:07:31.807]  Super blue fluoride free toothpaste and it supports this network which is under constant demonization and attack because we don't take big fat checks from George Soros.
[01:07:32.107 --> 01:07:34.928]  We don't get put on extremist lists even though they want us to.
[01:07:34.968 --> 01:07:37.008]  That's how they're taking away the YouTube money.
[01:07:37.348 --> 01:07:48.790]  That's why we need your support more than ever because we're not funded by giant corporations who are now pulling the plug on YouTube as they move it into a TV thing, a Netflix model.
[01:07:49.430 --> 01:07:54.537]  To drown out independent voices, so support us by getting the products at infowarsstore.com
[01:08:08.274 --> 01:08:13.516]  The globalist's great error is to believe that as they collapse humanity, they end up on top.
[01:08:15.137 --> 01:08:21.860]  The truth is, humanity is coming down fast, but we're miles above them, on our journey to hell.
[01:08:23.961 --> 01:08:26.602]  You're listening to the Alex Jones Show.
[01:08:33.226 --> 01:08:36.328]  Welcome back to the Alex Jones Show on this Thursday, April 27th.
[01:08:36.348 --> 01:08:40.250]  I'm David Knight, and joining me now is William F. Jasper.
[01:08:40.890 --> 01:08:41.790]  He's from The New American.
[01:08:41.830 --> 01:08:46.773]  Of course, they have a bi-weekly magazine that you can get.
[01:08:47.153 --> 01:08:50.215]  It's a great source if you really value your freedom.
[01:08:50.835 --> 01:08:56.059]  If you really value the Constitution and want to know what's going on, that is their perspective.
[01:08:56.080 --> 01:08:58.481]  It's one of my favorite publications to read.
[01:08:58.522 --> 01:09:01.144]  They're also online at thenewamerican.com.
[01:09:01.164 --> 01:09:04.566]  Now, William F. Jasper is the senior editor of the New American.
[01:09:05.267 --> 01:09:10.051]  He has a very well-earned reputation as one of America's top investigative reporters.
[01:09:10.591 --> 01:09:13.514]  He's written several books, Global Tyranny, Step by Step.
[01:09:14.054 --> 01:09:22.243]  The United Nations exposed, and of course twice a year the New American publishes a congressional scorecard called the Freedom Index that rates every member of the U.S.
[01:09:22.263 --> 01:09:24.265]  House and Senate on key issues.
[01:09:24.705 --> 01:09:33.094]  So I want to talk to, he had an article earlier this week about what's going on with freedom of the press and of course it's been in the news a lot.
[01:09:33.114 --> 01:09:33.534]  We have
[01:09:34.662 --> 01:09:39.146]  The fights that are going on in Berkeley with Ann Coulter trying to shut down free speech.
[01:09:39.166 --> 01:09:43.830]  Of course the left used to vigorously defend freedom of speech.
[01:09:43.910 --> 01:09:45.151]  Now they don't even defend that.
[01:09:45.311 --> 01:09:45.972]  They don't want to.
[01:09:46.012 --> 01:09:48.995]  They will try to censor anything that they don't agree with.
[01:09:49.675 --> 01:09:51.056]  And right there it's in the
[01:09:51.997 --> 01:09:55.519]  The institution that we have Janet Napolitano as president of.
[01:09:55.539 --> 01:09:57.000]  I don't think we've talked enough about that.
[01:09:57.040 --> 01:09:58.101]  But I want to talk to him about that.
[01:09:58.121 --> 01:10:04.764]  I also want to talk to him about this meeting that Donald Trump had with the UN Security Council earlier this week.
[01:10:05.245 --> 01:10:09.027]  And some of the comments that came out of that were reported in the New American.
[01:10:09.047 --> 01:10:10.428]  So I want to talk to him about that as well.
[01:10:10.448 --> 01:10:14.310]  But let's talk about what's going on with the freedom of press first.
[01:10:14.350 --> 01:10:15.691]  Thank you for joining us, Mr. Jasper.
[01:10:19.207 --> 01:10:20.428]  I don't have any audio.
[01:10:20.448 --> 01:10:21.349]  Do you guys have audio?
[01:10:21.369 --> 01:10:26.092]  I think... Okay, let's... Am I coming through?
[01:10:26.172 --> 01:10:27.293]  Okay, now we got it.
[01:10:27.513 --> 01:10:27.793]  Go ahead.
[01:10:28.253 --> 01:10:28.634]  Okay.
[01:10:28.714 --> 01:10:28.974]  Alright.
[01:10:30.195 --> 01:10:31.136]  Yes, thank you for joining us.
[01:10:31.156 --> 01:10:32.176]  Are we on now?
[01:10:32.216 --> 01:10:32.777]  We got it now.
[01:10:32.837 --> 01:10:34.198]  Go ahead.
[01:10:34.218 --> 01:10:34.398]  Okay.
[01:10:34.538 --> 01:10:35.959]  It's great being back with you, David.
[01:10:36.239 --> 01:10:36.619]  Thank you.
[01:10:37.060 --> 01:10:39.942]  Now, you were saying on Tuesday you had an article.
[01:10:40.482 --> 01:10:44.945]  You said all times... It's a tough time to be a patriot.
[01:10:44.965 --> 01:10:48.148]  We have to take a stand for truth, and part of that is being able to
[01:10:48.968 --> 01:10:53.732]  To read the truth, to speak the truth, to communicate, to push ideas back and forth.
[01:10:53.793 --> 01:11:01.980]  And in this you recall the warnings that Matt Drudge made when he visited InfoWars, saying you thought that Obamacare was shocking.
[01:11:02.581 --> 01:11:04.643]  He said you thought some of these other decisions were shocking.
[01:11:04.723 --> 01:11:12.210]  Wait until these copyright laws work their way up and the Supreme Court decides you can't have a website with news headlines linking across the board.
[01:11:12.250 --> 01:11:13.591]  We're getting pretty close to that, aren't we?
[01:11:14.855 --> 01:11:31.711]  Well, we are, and the article that you referred to there on the news, fake, alternative fake, real, is part of a five article package in the print magazine, in which we have broken with tradition, put it all online.
[01:11:33.893 --> 01:11:33.933]  Uh,
[01:12:04.073 --> 01:12:04.234]  Yes.
[01:12:23.692 --> 01:12:30.035]  America and the globalist corporate organizations like Google, Facebook, etc.
[01:12:30.075 --> 01:12:31.555]  You've been covering this as well.
[01:12:32.636 --> 01:12:47.582]  Apple, Yahoo has been censoring the news and have explicitly come out saying they are going to censor, blackball those sites which they consider to be hate speech sites, hate crime sites.
[01:12:48.842 --> 01:12:50.684]  So that's one of the levels as well.
[01:12:50.724 --> 01:13:13.344]  And then a very important part that we cover as well is the deep state fake news thing, where we have the intelligence agencies, which are a branch of the government, but which are not operating under the laws that one can just look at and say, if they pass a law saying that we're going to censor this, that's one thing, but when they're doing
[01:13:13.444 --> 01:13:26.411]  They're doing it secretly through the intelligence agencies and they can take control of your computer via the internet if they can hack your website and shut it down.
[01:13:27.071 --> 01:13:30.473]  We've had our website shut down a number of times.
[01:13:30.773 --> 01:13:34.836]  It appeared at the times that the attacks were coming from China.
[01:13:36.497 --> 01:13:38.097]  That's what the security people
[01:13:39.558 --> 01:14:08.205]  Believed was the case, but as we've reported and I believe you have as well It's been documented now that the CIA and the NSA And perhaps some of our other agencies have now the software the capabilities to hack a website and make it appear That it's Isis or China or Russia or some others and thereby escape any Condemnation for that and of course
[01:14:09.205 --> 01:14:20.490]  It's alarming if China or Russia or some other totalitarian regime is hacking our computers and hacking our internet sites.
[01:14:21.831 --> 01:14:26.873]  It should be more frightening to Americans if our own government is doing that.
[01:14:27.273 --> 01:14:51.899]  Yeah, and as we pointed out in a couple of the articles, the Obama administration has taken this several steps forward with its Nudge Squad program, which it has modeled after the British intelligence model, where they, we quote in there and give excerpts from it, where they say the purpose is to destroy, defame,
[01:14:53.799 --> 01:15:01.908]  Discredit by publishing things on somebody else's website that will make them Look bad.
[01:15:02.208 --> 01:15:08.615]  So these are all things that we're having to deal with now and you're dealing with it right now at InfoWars
[01:15:08.795 --> 01:15:21.819]  Oh yeah, we've seen also the economic attacks that happen where they try to destroy you by boycotts or by delisting ads or by lawsuits if you expose their crony capitalism as we did with Chobani Yogurt.
[01:15:21.879 --> 01:15:35.363]  We talk about a guy who comes here, gets nearly a million dollars in government subsidies, he gets subsidized factories, he gets subsidized refugee workers and of course he goes everywhere from Davos to the UN to CBS 60 Minutes promoting
[01:15:35.843 --> 01:15:36.723]  We're good to go.
[01:15:58.226 --> 01:15:58.326]  Yes.
[01:16:16.072 --> 01:16:24.822]  We have a reversal from the Trump administration where they were saying, hey this is great, we got this information from Wikileaks and of course that wasn't secure information that was there.
[01:16:24.862 --> 01:16:29.007]  That was information about the DNC and Hillary's emails and so forth and so on.
[01:16:29.427 --> 01:16:36.535]  Many people have said that those Wikileaks said that they got that handed to them by people inside the DNC that were upset about
[01:16:37.276 --> 01:16:51.287]  The election being hacked against Bernie Sanders, then people who were consultants for the DNC, who were being paid by the DNC said, no, no, this was hacked, it was stolen from us by the Russians, and so tried to get the FBI involved in that.
[01:16:51.828 --> 01:16:54.450]  Nevertheless, when we look at this, Mr. Jasper,
[01:16:55.931 --> 01:17:02.017]  The Vault 7 stuff was, I've seen publication, I'm not sure about this, but the CIA is very upset about this.
[01:17:02.037 --> 01:17:03.378]  They want to go after Wicked Leaks.
[01:17:03.398 --> 01:17:05.640]  They say, we've got to stop these kinds of attacks.
[01:17:05.680 --> 01:17:08.523]  And yet that information, I don't think, is classified or copyrighted.
[01:17:08.883 --> 01:17:18.452]  Because I've seen people argue that if it was classified, and they put that on your computer, then the CIA themselves could be prosecuted for releasing secrets.
[01:17:18.832 --> 01:17:21.134]  And if they copyrighted it, then everybody would know what it is.
[01:17:21.374 --> 01:17:26.018]  But everybody knows what it is now anyway, and the people who work with them, like Google, don't want to fix it.
[01:17:27.219 --> 01:17:42.871]  Right, and so that's this nebulous world that we're in right now, where the powers that be, and those that are exercising these huge powers within the intelligence agencies, without oversight from Congress,
[01:17:44.072 --> 01:17:57.824]  And again, it gets back to Congress abdicating responsibility, and Congress has abdicated responsibility because too many American citizens have abdicated their responsibility to insist that Congress monitor these things.
[01:17:58.104 --> 01:18:04.289]  Not just the intelligence agencies, but all of the regulatory agencies that they have created and allowed to run amok.
[01:18:06.951 --> 01:18:15.537]  That's a very good point that you make about the Vault 7 marble and the other things that have come out in Vault 7.
[01:18:16.357 --> 01:18:22.941]  The CIA and NSA are in a rather difficult position here because they can't have it both ways.
[01:18:23.001 --> 01:18:28.504]  They can't say that it's classified and therefore those who have received it should be prosecuted.
[01:18:30.446 --> 01:18:38.974]  If they are putting it on other people's computers and they can't just say that it's copyrighted and prosecute you for violating copyright either.
[01:18:39.534 --> 01:18:44.519]  You know, it's interesting, as I said, we've got so many different ways in which they're coming after us.
[01:18:44.599 --> 01:18:45.940]  It's because it's been effective.
[01:18:45.960 --> 01:18:52.827]  The internet has allowed us to get this information out and it's allowed people to talk about things that were always censored.
