[00:00:00.009 --> 00:00:00.790]  Total fact.
[01:35:14.932 --> 01:35:20.676]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[01:35:21.016 --> 01:35:21.496]  It works.
[01:35:21.777 --> 01:35:30.081]  Defender Body Armor is made right here in America and has received the highest level Ballistic Resistance Certification from an authorized NIJ Ballistic Laboratory.
[01:35:30.101 --> 01:35:39.626]  Defender Body Armor is now available through InfoWarsTore.com so you can defend yourself, your family, and finance the Info War against the Globalists all at the same time.
[01:35:39.986 --> 01:35:40.546]  A total 360 win.
[01:35:42.639 --> 01:35:43.960]  Welcome back to our live coverage.
[01:35:44.000 --> 01:36:00.728]  I'm David Knight here with Leanne McAdoo, and we've got a lot of other articles to cover, but we've been talking at the beginning of the hour, a surprise vote that I did not see coming, and that was the narrow vote to defund Planned Parenthood.
[01:36:00.768 --> 01:36:02.069]  Tell us again about that, Leanne.
[01:36:03.169 --> 01:36:08.852]  About $217 to $212 in favor of defunding Planned Parenthood.
[01:36:08.953 --> 01:36:14.436]  They're going to defund about 86% of the mandatory spending that was going to Planned Parenthood.
[01:36:14.456 --> 01:36:16.097]  That's almost $4 million.
[01:36:16.417 --> 01:36:21.340]  And they are going to redirect those funds to some community health clinics that actually
[01:36:21.340 --> 01:36:21.520]  I don't
[01:36:51.460 --> 01:36:53.983]  Low cost birth control, etc.
[01:36:54.704 --> 01:36:57.447]  They just don't kill babies.
[01:36:57.587 --> 01:36:58.148]  Right.
[01:36:58.308 --> 01:37:03.694]  And that, as you pointed out before, is what Planned Parenthood said to their clients who came in in 1952.
[01:37:03.774 --> 01:37:05.015]  They were clear about that.
[01:37:05.035 --> 01:37:08.139]  It wasn't until 1970 that they did their first abortion.
[01:37:08.559 --> 01:37:12.143]  Margaret Sanger, even though she was a eugenicist, did not kill babies.
[01:37:12.204 --> 01:37:15.087]  She said, I cannot condemn it strongly enough.
[01:37:15.528 --> 01:37:18.291]  The practice of abortion, she said, is not birth control.
[01:37:18.852 --> 01:37:25.319]  But now we have 320-some-odd-thousand abortions being done in the United States every year.
[01:37:26.801 --> 01:37:29.644]  It's absolutely amazing where this has happened, but that's a great move.
[01:37:29.764 --> 01:37:35.510]  Unexpected, because we just saw a couple of days ago, old Hillary Clinton came out of the closet, and where did she go?
[01:37:35.590 --> 01:37:38.713]  First place she went was Planned Parenthood, and what did she talk about?
[01:37:39.354 --> 01:37:40.215]  A handmaid's tale.
[01:37:40.835 --> 01:37:49.905]  And how this just hits all the buttons of the feminists, because they talk about, they take our rights away, and the first thing you see in the trailer is, all the women are told,
[01:37:50.265 --> 01:38:01.598]  You, at the beginning of the institution of the American male Christian patriarchy that they fantasize here in this dystopian reality, the first thing they do is send the women home from their jobs.
[01:38:01.778 --> 01:38:06.384]  So they take the women out of their, kick them out of their jobs, and then they tell them that they gotta have babies.
[01:38:08.206 --> 01:38:10.748]  And then they tell them, you know, it's a, we're under terrorist attack.
[01:38:10.768 --> 01:38:16.591]  Well, of course, all this, they're bringing in Muslims and that's where the real Handmaid's Tale is, is in Saudi Arabia.
[01:38:16.871 --> 01:38:21.534]  They bring in Muslims because they want to create chaos, division, a clash of cultures.
[01:38:21.854 --> 01:38:25.997]  They want to bring in terrorism so they can use that to do things like the Patriot Act.
[01:38:26.537 --> 01:38:27.658]  It's absolutely amazing!
[01:38:27.678 --> 01:38:38.728]  Well, I think also, too, Hillary Clinton was accepting, like, the Woman of the Century Award or some kind of... I mean, they've got to give her something because they really funneled a lot of money into her winning the election, which she did not.
[01:38:38.748 --> 01:38:40.189]  It's like, well, here, you just win the...
[01:38:40.666 --> 01:38:41.887]  Yeah, 100th year, 100th anniversary.
[01:38:41.927 --> 01:38:43.547]  Female of the century, you know.
[01:38:44.127 --> 01:38:45.108]  Come on, please.
[01:38:45.128 --> 01:38:45.588]  She looks pathetic.
[01:38:45.608 --> 01:38:56.593]  100th anniversary of Planned Parenthood, and since they didn't really start doing it until 1970, so, you know, for about, what was that, 50, 53 years or so?
[01:38:56.613 --> 01:38:56.593]  60?
[01:38:58.253 --> 01:38:59.854]  Whatever, I'm live on radio, so.
[01:38:59.894 --> 01:39:02.635]  Yeah, the math is not working here in the 27th hour.
[01:39:02.675 --> 01:39:07.417]  Half of a century, or better than half of their existence there, they did not do abortion.
[01:39:07.537 --> 01:39:07.757]  Right.
[01:39:07.977 --> 01:39:08.978]  Now it's a sacrament.
[01:39:09.440 --> 01:39:21.185]  And then, along with this Handmaid's Tale, you really pointed out, and I think your report was called The Handmaid's Berka, and these women completely silent about the actual atrocities going on.
[01:39:21.205 --> 01:39:24.646]  They keep saying that The Handmaid's Tale has something to do with America.
[01:39:24.826 --> 01:39:28.068]  It's this dystopian view of what America looks like in the future.
[01:39:28.488 --> 01:39:32.530]  Meanwhile, right now, what's going on, there is a story.
[01:39:33.670 --> 01:39:41.895]  Uh, out of Yahoo News, so it's probably coming from Reuters or something, but it says, route to Raqqa dotted with discarded veils and burned cars.
[01:39:41.995 --> 01:39:54.623]  And there's this picture there of all of these burqas that women flung off as they were fleeing ISIS, because of course they were, when ISIS came and took over their town, they forced them to wear these veils and these burqas.
[01:39:54.663 --> 01:39:57.025]  The women there didn't typically wear them.
[01:39:57.725 --> 01:40:00.687]  And so, as you can see, as they're fleeing ISIS, they tuck off
[01:40:01.027 --> 01:40:03.167]  Took off their burkas and so that happened.
[01:40:03.248 --> 01:40:04.048]  There, that's a picture.
[01:40:04.628 --> 01:40:06.708]  Here's another story coming out of the Guardian.
[01:40:07.248 --> 01:40:11.829]  Majority of men in the Middle East survey believe a woman's place is in the home.
[01:40:12.470 --> 01:40:19.171]  And they go on to talk about all of this stereotypical sexist activity going on there in the Middle East.
[01:40:19.191 --> 01:40:25.152]  The majority of men think, you know, women should be, they need a male to escort them anywhere.
[01:40:25.172 --> 01:40:27.993]  They can't be out in public or they're asking for it.
[01:40:28.613 --> 01:40:31.096]  Well, in Saudi Arabia, you have to have a male guardian.
[01:40:31.116 --> 01:40:34.179]  That could be either your husband, or your father, or even a brother.
[01:40:34.360 --> 01:40:40.246]  And there's many cases where they complain because of abuse of somebody, even their brother.
[01:40:40.486 --> 01:40:45.172]  And one particular instance, the lady ran away, and they captured or brought her back in the family.
[01:40:45.992 --> 01:40:48.373]  Uh, moved against her and they wound up imprisoning her.
[01:40:48.773 --> 01:41:01.077]  The amazing thing is, to see this picture of Hillary Clinton two days ago at the 100th anniversary of Planned Parenthood, saying stuff about Handmaid's Tale, that this dystopian future is just around the corner, where they're going to take- In Trump's America.
[01:41:01.417 --> 01:41:09.360]  Women's rights are going to go away and so forth, and yet she had somebody who is an advocate for Sharia law, and you want to know what that looks like?
[01:41:09.420 --> 01:41:10.781]  That is Saudi Arabia.
[01:41:11.041 --> 01:41:12.602]  They operate under Sharia law.
[01:41:13.022 --> 01:41:17.344]  That is the dystopian reality that is here now.
[01:41:17.404 --> 01:41:30.409]  It's not a future reality, but she has people introducing her at the Democrat National Convention just before, as she's taking the nomination, who advocate something that is far worse than this fictional dystopian novel.
[01:41:30.789 --> 01:41:32.110]  That's the amazing thing to me about it.
[01:41:32.550 --> 01:41:49.560]  Or like putting up this Linda Sarsour who's like this Sharia law advocate as just this new feminist icon out there and she's walking down the red carpet and things and you're right, it's like they're pushing that type of Sharia law in this country and saying it's misunderstood, people don't understand it here.
[01:41:50.180 --> 01:41:56.422]  But then telling us that Trump is going to create... They put Saudi Arabia on the UN Commission on Women's Rights.
[01:41:56.562 --> 01:41:56.822]  Right.
[01:41:56.842 --> 01:42:10.207]  But the other story that came out yesterday was the lady who was a translator for the FBI and she goes to... says she's taking a trip somewhere else because she didn't want them to know where she was going.
[01:42:10.227 --> 01:42:14.948]  She went to Turkey, she crossed over into Syria and she married this guy... The ISIS, right?
[01:42:14.988 --> 01:42:16.689]  Yeah, the ISIS terrorist that she's studying.
[01:42:17.689 --> 01:42:20.171]  And now things are not working out too well for her.
[01:42:20.731 --> 01:42:26.015]  She sends back this message saying, this is horrible, I'm done, this is unbelievably harsh and so on.
[01:42:26.215 --> 01:42:31.719]  She's now experiencing the reality that all of these feminists are going to experience.
[01:42:31.759 --> 01:42:37.663]  Part of the Handmaid's Tale is the persecution of lesbians, but even in Margaret Atwood's
[01:42:38.584 --> 01:42:39.265]  Imagination.
[01:42:39.806 --> 01:42:50.379]  You don't see the harsh treatment that is the reality in Saudi Arabia of not just lesbians, but anybody, male or female, that's homosexual, throwing them off of roofs and so forth.
[01:42:50.759 --> 01:42:53.362]  You know, they totally ignore that.
[01:42:53.723 --> 01:42:55.144]  They are like this translator.
[01:42:55.785 --> 01:43:03.452]  Who is so in love with the political correctness, you know, this other culture, that they have absolutely no understanding of the reality of it.
[01:43:03.472 --> 01:43:11.199]  And one of the videos of the man that she fell in love with, the ISIS jihadist that she was investigating, he was like holding a freshly decapitated head.
[01:43:11.259 --> 01:43:12.961]  So she knew what she was getting herself into.
[01:43:12.981 --> 01:43:14.763]  He wasn't some saint.
[01:43:15.063 --> 01:43:20.627]  Well, it isn't like Hillary Clinton and the women's movement doesn't understand about Sharia law either.
[01:43:20.707 --> 01:43:23.749]  It's not like they don't know what's going on in Saudi Arabia.
[01:43:23.789 --> 01:43:23.969]  Right.
[01:43:23.989 --> 01:43:24.589]  She's been there.
[01:43:24.649 --> 01:43:25.570]  She bows down.
[01:43:25.670 --> 01:43:27.852]  Yeah, she's been there, so she knows what that's about.
[01:43:27.872 --> 01:43:43.702]  Well, actually, Paul Joseph Watson tweeted out an article that there was a feminist that, she's a feminist activist, women's rights advocate, and she was working for women's rights in Turkey, and she fell in love with a Muslim man there, and so then she flew back to Turkey.
