[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[01:26:20.609 --> 01:26:29.733]  BlackRock CEO Larry Fink, the next $1,000 billion startups will be in climate tech.
[01:26:29.733 --> 01:26:33.835]  All the chips and all the drones and all the sensors.
[01:26:33.835 --> 01:26:37.357]  Tracking and controlling and reducing carbon.
[01:26:37.357 --> 01:26:45.081]  $150 trillion in the next decade of your tax money to shut down carbon, including cutting down trees.
[01:26:45.081 --> 01:26:47.162]  Can't have those damn dirty trees.
[01:26:49.741 --> 01:26:54.411]  BlackRock's transfer of power, New York Times.
[01:26:54.411 --> 01:26:57.598]  BlackRock's Larry Fink blames gig economy for stoking inflation.
[01:26:57.598 --> 01:26:59.161]  Yeah, it's not the big bankers doing it.
[01:26:59.161 --> 01:26:59.802]  I mean, look at this guy.
[01:27:01.019 --> 01:27:05.423]  No, no, it's you having children, it's you having a car, and it's that tree in your backyard.
[01:27:05.423 --> 01:27:06.784]  That's the problem!
[01:27:06.784 --> 01:27:09.947]  And Larry, if Larry can get your trees cut down, he can cut you down.
[01:27:09.947 --> 01:27:12.289]  I mean, if you'll accept that trees are bad, you'll accept anything.
[01:27:12.289 --> 01:27:20.417]  If you'll accept pedophiles visiting your school, if your kid is sitting on their lap, you'll put up a thing where kids in dresses raping little girls, and Obama's saying it didn't exist, trying to cover it up.
[01:27:20.417 --> 01:27:23.239]  There are a bunch of people that want to rape us with poison shots.
[01:27:23.239 --> 01:27:24.760]  It's all about raping us.
[01:27:26.880 --> 01:27:29.962]  And BlackRock says America must keep investing in China.
[01:27:29.962 --> 01:27:32.743]  Here's another article on that.
[01:27:32.743 --> 01:27:36.205]  So that's who these people are, ladies and gentlemen, and that's what they're doing.
[01:27:36.205 --> 01:27:47.611]  And oh, BlackRock made record profits during the pandemic that they orchestrated and engineered with their minions, Fauci's and others, and Walmart and Amazon and all of them that were essential, but you're all non-essential.
[01:27:47.611 --> 01:27:49.072]  Their companies are all essential.
[01:27:49.072 --> 01:27:49.592]  Yours aren't.
[01:27:51.161 --> 01:28:02.628]  And all these retired people sit there and look at their retirement fund and look at all the inflation in the stock market and think that's real value, and now they're going to hold you hostage with your carbon footprint and your carbon allowance.
[01:28:02.628 --> 01:28:03.829]  It's all being announced today.
[01:28:03.829 --> 01:28:05.390]  Paul Watson's doing a video on it.
[01:28:05.390 --> 01:28:16.517]  It may already be on InfoWars.com, where they're announcing in the EU and the UK, yep, your phone's going to have a carbon thing, the government's going to put an app on there whether you download it or not, and it's going to track and trace everything you damn well do.
[01:28:17.679 --> 01:28:20.601]  And again, tell you when you're allowed to go somewhere and what you're allowed to do.
[01:28:20.601 --> 01:28:22.742]  Who in their right mind would go along with this?
[01:28:22.742 --> 01:28:30.506]  But all these leftists just get paid to be part of it, not understanding that once the chains are on, once the feudalism's in place, it's going to be hellish.
[01:28:30.506 --> 01:28:38.750]  I mean, we are being inducted into a super authoritarianism, and the left fantasizes like they're going to be part of it, commanding it and running it.
[01:28:38.750 --> 01:28:46.174]  It's going to be an AI technocracy that enforces it, where if you don't submit, they simply devalue your global social credit score.
[01:28:47.543 --> 01:28:54.554]  And it's all these Stockholm Syndrome women that couldn't survive 10 seconds out in the wild, and men as well, that are signed on to it.
[01:28:54.554 --> 01:28:57.117]  The weakest, dumbest people are signing on to this.
[01:28:57.117 --> 01:28:58.480]  So many people say to me, Alex...
[01:28:59.273 --> 01:29:04.997]  I am taping this update on the morning of Friday, October 22nd, 2021.
[01:29:04.997 --> 01:29:17.965]  Listeners who've already tried and really seen the powerful effects of RainForce Ultra should be excited to know that we've got a limited supply of it in stock, but it'll be sold out at current sales rates by Monday morning.
[01:29:18.465 --> 01:29:22.910]  Despite that fact, we're still offering a major discount of 25% off.
[01:29:22.910 --> 01:29:25.052]  It is an amazing nootropic.
[01:29:25.052 --> 01:29:37.945]  I went to one of the top labs in the country and I said I want very powerful, quick acting, extremely clean nootropic that wears off quick because I want to be able to take it, if I've got to work till 10 at night, take it at 7 and for it to wear off by 10.
[01:29:37.945 --> 01:29:42.129]  And that's exactly what they did with Brain Force Ultra.
[01:29:42.569 --> 01:29:45.253]  Now we have other great products like TurboForce that last for 10 hours.
[01:29:45.253 --> 01:29:46.194]  It's a different formula.
[01:29:46.194 --> 01:29:47.536]  It's over-the-top powerful.
[01:29:47.536 --> 01:29:48.677]  So strong I can't even take it.
[01:29:48.677 --> 01:29:50.059]  By the way, it's sold out right now.
[01:29:50.059 --> 01:29:52.783]  But BrainForce Ultra is really something special.
[01:29:52.783 --> 01:29:54.865]  It's 25% off, limited supply.
[01:29:54.865 --> 01:29:56.467]  We'll sell out early next week.
[01:29:56.467 --> 01:29:57.829]  Infowarstore.com.
[01:29:58.730 --> 01:30:11.154]  If you're listening to this message on the weekend of Friday, October 22nd, 2021, this is your last chance to get some of our best-selling, amazing products at InfoWarsTore.com before they sell out.
[01:30:11.154 --> 01:30:15.855]  Like DNA Force Plus, that is the ultimate formula out there.
[01:30:16.255 --> 01:30:17.516]  We're good to go.
[01:30:34.486 --> 01:30:35.027]  Thank you.
[01:31:00.235 --> 01:31:05.197]  The Cobra Commander here with an important message to humanity.
[01:31:05.197 --> 01:31:12.299]  I have decided that all of you will take a special injection so that you will be safe.
[01:31:12.299 --> 01:31:15.840]  But the injection is not ready yet.
[01:31:15.840 --> 01:31:24.423]  And so, I need all of you to stay indoors for the next 15 days to flatten the curve.
[01:31:25.224 --> 01:31:32.301]  I also need you to wear masks, and I also need you to only shop at Mega Corporation.
[01:31:33.115 --> 01:31:43.544]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable.
[01:31:43.544 --> 01:31:46.306]  You will then be my slaves.
[01:31:46.306 --> 01:31:50.930]  Oh, and then you'll get that special shot of venom from Cobra.
[01:31:50.930 --> 01:31:57.055]  It will remove your immune system, so you'll be dependent on me for the rest of your miserable lives.
[01:31:58.041 --> 01:32:01.703]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:32:01.703 --> 01:32:03.484]  Introducing Pollen Block.
[01:32:03.484 --> 01:32:14.929]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:32:15.709 --> 01:32:25.055]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:32:25.055 --> 01:32:35.743]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:32:36.243 --> 01:32:38.904]  Pollen Block is natural and effective.
[01:32:38.904 --> 01:32:40.644]  It is not an antihistamine.
[01:32:40.644 --> 01:32:50.368]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[01:32:50.368 --> 01:32:53.048]  Go outside and enjoy the air you breathe.
[01:32:53.048 --> 01:33:01.191]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[01:33:01.191 --> 01:33:03.852]  You're listening to the Alex Jones Show.
[01:33:10.273 --> 01:33:18.336]  From the front lines of the information war, it's Alex Jones.
[01:33:18.336 --> 01:33:32.460]  Well, he is the founder of MyPillow Empire, and he's had a lot of courage and really done a great job supporting President Trump and supporting integrity in elections, and he's been targeted by some of the nastiest groups on the planet.
[01:33:32.460 --> 01:33:36.602]  And I really wanted to get Mike Lindell on because I talked to a lot of people out there.
[01:33:37.222 --> 01:33:41.424]  Across the board, including people in the Trump operation.
[01:33:41.424 --> 01:33:57.952]  And they say that without Mike out there and all the investment he's doing in the time and energy, that all this new information coming out about bonafide confirmed stuff going on in the 2020 election, that they would be able in the midterms now, just a year away, to repeat what they did again.
[01:33:57.952 --> 01:34:02.074]  And so he's got a ton of breaking news and information joining us.
[01:34:02.074 --> 01:34:04.135]  He also, without me ever even asking,
[01:34:05.299 --> 01:34:10.727]  Said, hey, I'd like to support your show and what you're doing with MyPillow.com forward slash Alex.
[01:34:11.676 --> 01:34:13.197]  That's become a huge support for us.
[01:34:13.197 --> 01:34:26.607]  So whenever you need high quality sheets or pillows or towels or shoes or beds, amazing human beds, amazing dog beds, they've got hundreds and hundreds of products at MyPillow.com forward slash Alex.
[01:34:26.607 --> 01:34:30.690]  And he's got some of the best deals there at MyPillow.com forward slash Alex.
[01:34:30.690 --> 01:34:35.414]  And that also then some of the proceeds goes to keep our broadcast on air.
[01:34:35.794 --> 01:34:46.882]  So you can go to MyPillow.com and check out, use promo code Alex or when you call the number, use promo code Alex to get big discounts or go to MyPillow.com forward slash Alex, A-L-E-X.
[01:34:46.882 --> 01:34:54.327]  And I really appreciate Mike doing that because obviously we're attacked by some of the very same people and we're just battling to stay on air during this critical time.
[01:34:54.327 --> 01:34:56.989]  But as negative as things are, there is a big global awakening.
[01:34:56.989 --> 01:34:59.090]  So Mike, we hadn't had you on in over a month.
[01:34:59.090 --> 01:35:00.411]  Thank you so much for coming back on.
[01:35:00.411 --> 01:35:03.213]  You've got the floor here because we've got a lot of big updates for folks.
[01:35:05.674 --> 01:35:09.759]  They're putting the specials there on the MyPillow backslash Alex.
[01:35:09.759 --> 01:35:11.521]  We put a couple things there, everybody.
[01:35:11.521 --> 01:35:12.942]  I want you all to know.
[01:35:12.942 --> 01:35:14.925]  The upper right corner there, you're seeing that $49.98.
[01:35:14.925 --> 01:35:15.646]  It's a $100-some value.
[01:35:15.646 --> 01:35:16.607]  Those are our three patriotic pillows.
[01:35:21.472 --> 01:35:27.358]  That is going out the door.
[01:35:27.358 --> 01:35:29.880]  It's you got three Christmas gifts right there.
[01:35:29.880 --> 01:35:38.688]  The best gifts and the proceeds, like you say, helping Alex's show here, but also everything I'm doing, everything I'm doing, I'm taking everything I can to support.
[01:35:39.488 --> 01:35:43.630]  To bring down this election, quite frankly, that's what it's going for.
[01:35:43.630 --> 01:35:52.194]  The other thing I want to say on those specials here, we have the classic MyPillows, where it says save up to 75% with promo code ALEX.
[01:35:52.194 --> 01:35:53.494]  We put it on there today.
[01:35:53.494 --> 01:35:58.176]  And they're $19.98, regular is $69.98.
[01:35:58.176 --> 01:36:01.738]  If you've ever wanted a MyPillow, there you go.
[01:36:01.738 --> 01:36:04.899]  That is the best special in this country.
[01:36:04.899 --> 01:36:08.221]  You can get all your Christmas gifts there today.
[01:36:08.721 --> 01:36:10.822]  But I just want to put that in there for you Alex.
[01:36:10.822 --> 01:36:37.760]  You guys have been a great big support and so we made you your own page and we're gonna keep you keep looking there everybody my pillow backslash Alex and you're gonna we're gonna add daily because we don't have the box stores this Christmas for the first time ever we don't have the shopping the shopping channels the QVC's and the HSN that that took us down and so we're passing the savings on right to you and we're using this money
