[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[01:11:05.457 --> 01:11:09.438]  Now we're talking about arresting the school because they didn't search his bags properly.
[01:11:09.438 --> 01:11:11.398]  And we know every facet about them.
[01:11:11.398 --> 01:11:14.299]  But then a guy runs over 40-something people, kills six.
[01:11:14.299 --> 01:11:15.139]  Oh, it's an accident.
[01:11:15.139 --> 01:11:17.019]  It's a tragedy because he's black.
[01:11:17.019 --> 01:11:18.979]  I mean, that agenda there, too, is incredible.
[01:11:18.979 --> 01:11:21.100]  What we're witnessing through the mainstream media
[01:11:22.296 --> 01:11:33.424]  CNN, MSNBC, all the channels out there, they're putting out these narratives and they're just, I mean, the media is destroying this country, like, beyond anything we've ever seen.
[01:11:33.424 --> 01:11:49.537]  And that is exactly why I started Next News Network, that's why you are doing what you're doing with InfoWars, because we can recognize these narratives, we can push back against these narratives, we have to correct the narratives because they've got satellites, they've got the broadcast, they've got the cable channels,
[01:11:50.157 --> 01:12:01.652]  And people you can you know you can talk to people Alex you can tell where they get their talking points you can tell which channels they're watching just based on the messaging that they are the argument points that they throw back at you.
[01:12:02.517 --> 01:12:08.420]  But thankfully, InfoWars, The Next News Network, we are pushing back against these false narratives every single day.
[01:12:08.420 --> 01:12:16.923]  And if we don't push back against these false narratives, if we don't continue to fight with true information, truth, we're going to lose this country.
[01:12:16.923 --> 01:12:22.546]  And that's why every single day I work behind the scenes, in front of the camera, like you, so we can correct narratives.
[01:12:22.546 --> 01:12:25.547]  Just your YouTube channel's got hundreds of millions of views.
[01:12:25.547 --> 01:12:29.869]  We were the first conservative news YouTube channel to break a billion views.
[01:12:30.629 --> 01:12:31.170]  A billion, see?
[01:12:31.170 --> 01:12:31.970]  A billion.
[01:12:31.970 --> 01:12:38.035]  And I don't know where your channel was when you got the platform from YouTube, so I can't speak to that number that you have.
[01:12:38.035 --> 01:12:43.019]  It's five billion, but this is great that you're well... How many billions of views?
[01:12:43.019 --> 01:12:45.080]  1.3 billion views on YouTube right now.
[01:12:45.080 --> 01:12:47.362]  We've got over two million subscribers.
[01:12:47.362 --> 01:12:53.166]  And the whole channel was designed because I didn't like what I saw them doing to Ron Paul back in 2012.
[01:12:53.166 --> 01:12:54.707]  I said, I'm never going to let this happen again.
[01:12:54.707 --> 01:12:56.229]  I watched how... When did we first meet?
[01:12:56.869 --> 01:13:01.055]  We met in 2006 or 2007.
[01:13:01.055 --> 01:13:04.940]  We were at the Chicago Conference for 9-11 Truth.
[01:13:04.940 --> 01:13:06.883]  We were marching in the street together.
[01:13:06.883 --> 01:13:10.168]  My wife was there, and my buddy Chad, he was there.
[01:13:10.168 --> 01:13:12.231]  And that's really where we met.
[01:13:13.353 --> 01:13:13.533]  Crazy.
[01:13:13.533 --> 01:13:14.074]  For the first time.
[01:13:30.005 --> 01:13:32.287]  People now listen to us because they know we're not lying.
[01:13:32.287 --> 01:13:36.449]  So as things get worse, we get more powerful, which puts us in more danger.
[01:13:36.449 --> 01:13:37.570]  So we all need your prayers.
[01:13:37.570 --> 01:13:41.632]  I mean, this is like being a test pilot getting shot up on a rocket here, folks, I can tell you.
[01:13:41.632 --> 01:13:43.273]  And you're all under attack as well.
[01:13:43.273 --> 01:13:44.073]  You're all under attack.
[01:13:44.073 --> 01:13:46.355]  I'm just saying, can you imagine the position we're in?
[01:13:46.355 --> 01:13:47.835]  It's crazy.
[01:13:47.835 --> 01:13:52.538]  I remember when Hillary Clinton, she brought you up by name.
[01:13:52.538 --> 01:13:53.879]  Because you're so effective.
[01:13:54.568 --> 01:13:58.112]  You know, right after the election, Hillary was out there also in Australia.
[01:13:58.112 --> 01:14:01.615]  She was talking about all the headlines and stuff we were reporting on as well.
[01:14:01.615 --> 01:14:06.660]  I mean, we are effective, our voices are effective, and that's why they are so terrified.
[01:14:06.660 --> 01:14:09.643]  Because their agenda has been in play for a very long time, Alex.
[01:14:09.643 --> 01:14:10.764]  You know this.
[01:14:10.764 --> 01:14:12.006]  You have been talking about this for...
[01:14:12.486 --> 01:14:13.948]  We're good to go.
[01:14:29.542 --> 01:14:41.372]  We talked about SARS, we talked about the bird flu, we talked about the concentration camps and how the National Guard would be used to... You know, I totally forgot those FEMA films that... Weren't you the producer?
[01:14:41.372 --> 01:14:42.193]  I can't remember anymore.
[01:14:42.193 --> 01:14:42.293]  Me?
[01:14:42.293 --> 01:14:43.634]  William Lewis and I produced them.
[01:14:43.634 --> 01:14:44.034]  Yeah, that's right.
[01:14:44.034 --> 01:14:44.835]  I mean, I knew you were in it.
[01:14:44.835 --> 01:14:45.956]  I knew you were here helping run it.
[01:14:45.956 --> 01:14:48.518]  But yeah, we ought to take that and get clips.
[01:14:48.518 --> 01:14:49.759]  That predicted it all, too!
[01:14:49.759 --> 01:14:50.059]  Yeah.
[01:14:50.059 --> 01:14:51.761]  How they would use the virus and take over!
[01:14:51.761 --> 01:14:52.581]  Yeah!
[01:14:52.581 --> 01:14:56.284]  And now, we were conspiracy theorists when we talk about it, and now look where we are.
[01:14:57.458 --> 01:15:05.822]  You know, the Chicago Tribune was putting out a hit piece on me, and they were goading me on Twitter, like, oh, where are the concentration camps, Franchi?
[01:15:05.822 --> 01:15:08.464]  Oh, oh, I'm sorry, they're in Australia.
[01:15:08.464 --> 01:15:09.304]  Okay?
[01:15:09.304 --> 01:15:10.545]  Yeah, coming to America soon.
[01:15:11.923 --> 01:15:26.157]  And it's on the CDC site that they're going to turn all the neighborhoods into camps and have armed guards, they call it, shielding in place and even the quote, healthy, that children will be taken from homes to government shield facilities for their safety.
[01:15:26.157 --> 01:15:31.682]  And then we have the head of the UN program, Dr. Ryan Singh, we're going to come in and take your kids from you.
[01:15:31.682 --> 01:15:34.485]  And he's just smiling with his dirty, ugly teeth.
[01:15:34.485 --> 01:15:36.527]  I mean, these fricking people are evil.
[01:15:36.667 --> 01:15:38.047]  The people, they're evil.
[01:15:38.047 --> 01:15:41.808]  This is an overarching demonic and satanic agenda.
[01:15:41.808 --> 01:15:42.748]  You know, I'm a Christian.
[01:15:42.748 --> 01:15:43.829]  I can see the signs.
[01:15:43.829 --> 01:15:45.449]  I can see the writing on the wall.
[01:15:45.449 --> 01:15:55.791]  The Lord commanded us to recognize the signs of the season, and I believe that we are truly and firmly in the signs of his promise.
[01:15:55.791 --> 01:15:56.211]  I totally agree.
[01:15:56.211 --> 01:15:58.512]  Gary, stay right there.
[01:15:58.512 --> 01:16:00.232]  I have a question to ask you.
[01:16:01.673 --> 01:16:20.231]  Why would you spend your money this Christmas season to buy gifts for friends and family and loved ones, with the establishment, with the big corporations that are dedicated to waging war on all of our freedoms and suppressing us and forcing medical tyranny on us?
[01:16:20.231 --> 01:16:21.472]  I've never backed down to tyranny.
[01:16:22.173 --> 01:16:24.574]  We've had incredible success in fighting them.
[01:16:24.574 --> 01:16:26.035]  Thanks for your support.
[01:16:26.035 --> 01:16:34.460]  But now as 2021 comes to a close, I want to encourage you now more than ever to support the truth.
[01:16:34.460 --> 01:16:36.681]  And you do that at InfoWarsTore.com.
[01:16:38.090 --> 01:16:39.551]  Storewide free shipping.
[01:16:39.551 --> 01:16:41.653]  Double Patriot points running right now.
[01:16:41.653 --> 01:16:47.138]  Huge deals on Vitamin Mineral Fusion, DNA Force Plus, Lung Cleanse, and Turbo Force.
[01:16:47.138 --> 01:16:51.542]  And these are really amazing high quality products that also fund the Info War.
[01:16:51.542 --> 01:16:54.365]  The only way you fail is not taking action.
[01:16:57.967 --> 01:17:03.354]  The purpose of fear is to call us into action, and there is plenty to be afraid of today.
[01:17:03.354 --> 01:17:12.767]  Half the population has lined up for an untested, deadly, and debilitating experimental injection because they were told to be afraid of an invisible asymptomatic disease.
[01:17:13.388 --> 01:17:23.354]  The perpetrators of all this have clearly stated their goal of having 80% of the population hooked up to an artificial intelligence hive mind in less than nine years.
[01:17:23.354 --> 01:17:30.118]  For those of us who have awoken from the spell, we know this is all really happening, and it's unbelievably unsettling to see.
[01:17:30.118 --> 01:17:31.559]  But there is only two things to do.
[01:17:32.677 --> 01:17:35.820]  We continue sounding the alarm because it's a numbers game.
[01:17:35.820 --> 01:17:39.123]  If enough people awaken from the cult spell, then we win.
[01:17:39.123 --> 01:17:44.527]  But even when we win, and we eventually will, the days of convenience are soon coming to an end.
[01:17:44.527 --> 01:17:46.369]  And so, we must prepare.
[01:17:46.369 --> 01:17:56.417]  Get up to a year's worth of storable foods, water filtration, survival gear, seeds, shortwave radios, and life-saving knowledge at infowarsstore.com.
[01:17:57.418 --> 01:18:02.264]  I've been fighting as hard as I can for almost 28 years against the globalists.
[01:18:02.264 --> 01:18:04.347]  I wanted to stop their agenda.
[01:18:04.347 --> 01:18:09.814]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[01:18:09.814 --> 01:18:10.936]  But we failed.
[01:18:10.936 --> 01:18:12.578]  Yes, a lot of people are awake.
[01:18:12.578 --> 01:18:14.100]  Yes, we're not getting caught flat-footed.
[01:18:14.420 --> 01:18:20.442]  But they are going ahead with their full operational de-industrialization Great Reset.
[01:18:20.442 --> 01:18:29.365]  And that's why it's more important than ever that all viewers and all listeners tell everybody they know about the show, because people are ready to wake up and ready to hear the truth.
[01:18:29.365 --> 01:18:34.887]  So we've got to information warfare the enemy and try to stop their agenda, but we've also got to get personally prepared.
[01:18:34.887 --> 01:18:37.468]  And one of the number one things to do is high quality, storable food.
[01:18:37.468 --> 01:18:40.289]  We've got the best food ready to ship at very affordable prices.
[01:18:40.649 --> 01:18:42.211]  Get ready at InfoWarsTore.com.
[01:18:42.211 --> 01:18:47.798]  So whether it's a month, or a six month, or a year supply, or specialty diets, it's ready to ship right now.
[01:18:47.798 --> 01:18:52.704]  Lock your orders in before food prices go up, and before there are long lines and waits.
[01:18:52.704 --> 01:18:55.047]  Because believe me, serious times are coming.
[01:18:55.047 --> 01:18:56.930]  Get ready at InfoWarsTore.com.
[01:18:57.350 --> 01:19:00.892]  UN-run contact tracers aren't coming, they're here.
[01:19:00.892 --> 01:19:15.620]  All over the world, from Australia to the United States, from Canada to Germany, these tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[01:19:15.620 --> 01:19:23.824]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[01:19:24.184 --> 01:19:25.985]  This is nothing less than martial law.
[01:19:25.985 --> 01:19:33.808]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
