[00:00:00.370 --> 00:00:01.552]  It's on InfoWars.com.
[00:55:57.748 --> 00:55:58.209]  You name it.
[00:55:58.869 --> 00:56:01.891]  So again, ladies and gentlemen, thebiopros.com.
[00:56:02.291 --> 00:56:12.297]  There is now BioDrain, BioRV, BioMarinePro, and BioPortaPro, ladies and gentlemen, all available at thebiopros.com.
[00:56:12.717 --> 00:56:15.618]  And they're going to be adding a page soon to show you some of the amazing reviews.
[00:56:15.638 --> 00:56:17.960]  This is trailblazing stuff, and we're excited about it.
[00:56:17.980 --> 00:56:21.482]  And then separately, 30 seconds on this, Silent Pocket.
[00:56:22.322 --> 00:56:23.803]  You know how the CIA takes over countries.
[00:56:23.623 --> 00:56:28.143]  gentlemen. These are incredible systems, next level gens.
[00:56:28.143 --> 00:56:29.342]  It's a company here in America.
[00:56:29.342 --> 00:56:33.862]   They've got very compliant. The military buys these from them. They have a whole made in
[00:56:33.862 --> 00:56:38.742]  America line that's now available at infowarestore.com.
[00:56:38.742 --> 00:56:43.742]   You know how the CIA takes over countries. You know how they do it. A bunch of Ivy League
[00:56:43.742 --> 00:56:47.342]   blue bloods get together and they go in for decades and study the cultures of wherever
[00:56:48.192 --> 00:56:50.414]  Then they come in and divide the groups against each other.
[00:56:50.434 --> 00:56:53.116]  It's how the Roman Empire controlled people, divide and conquer.
[00:56:53.416 --> 00:56:56.739]  Well, Professor Thomas Sowell is one of my favorite historians.
[00:56:56.759 --> 00:56:57.860]  He really does his research.
[00:56:58.120 --> 00:56:59.241]  He's dead on accurate.
[00:56:59.862 --> 00:57:01.743]  And I watch his stuff almost every day.
[00:57:01.783 --> 00:57:02.844]  I mean, he's very prolific.
[00:57:03.084 --> 00:57:05.286]  But here's just a short seven minute clip.
[00:57:05.846 --> 00:57:10.947]  about the true history of the South and blacks and the left's relationship to it.
[00:57:10.967 --> 00:57:17.688]  It's a very, very important clip and I suggest you go to places like YouTube, while still available, and watch his other lectures or read some of his books.
[00:57:17.708 --> 00:57:19.429]  In fact, I've had him on several times.
[00:57:19.449 --> 00:57:22.069]  I think it's time to try to get him back on the broadcast again.
[00:57:22.429 --> 00:57:25.950]  So here is Thomas Sowell breaking down some amazing history.
[00:57:26.510 --> 00:57:30.371]  And if you're interested in history, I would suggest you just start researching the South itself.
[00:57:30.531 --> 00:57:33.952]  It's intriguing like all other major history is.
[00:57:34.012 --> 00:57:43.657]   Now, We're going to play this report, and we're going to come back, and Owen Schroeder is going to be in studio to tell us what happened in his court hearing today where they're trying to put him in prison for two years for thought crime.
[00:57:43.997 --> 00:57:45.818]  I'm Alex Jones with InfoWars.com.
[00:57:46.158 --> 00:57:47.139]  InfoWars.com.
[00:57:47.379 --> 00:57:48.539]  Tomorrow's news today.
[00:57:48.840 --> 00:57:53.082]  If you have a problem figuring out whether you're for me or Trump, then you ain't black.
[00:57:53.242 --> 00:57:58.202]   I had to remind him that he was a black person, so he can't vote for Donald Trump and that
[00:57:58.202 --> 00:58:03.562]   he shouldn't be influencing an entire swath of people who may listen to him because he's
[00:58:03.562 --> 00:58:05.681]  worried about his own personal pocketbook.
[00:58:05.681 --> 00:58:16.162]  So Dr. Ben Carson, you may be familiar with him.
[00:58:16.193 --> 00:58:18.654]  He's an up-and-coming African-American in the Republican Party.
[00:58:19.134 --> 00:58:26.097]  Anyway, he's being taken to task tonight after making some controversial comments on Mark Levin's conservative radio show.
[00:58:26.297 --> 00:58:26.657]  Here it is.
[00:58:28.291 --> 00:58:31.913]  You're attacked also, in many respects, because of your race.
[00:58:32.133 --> 00:58:35.035]  Because you're not supposed to think like this and talk like this.
[00:58:35.095 --> 00:58:37.236]  A lot of white liberals just don't like it, do they?
[00:58:37.757 --> 00:58:40.398]  Well, you know, they're the most racist people there are.
[00:58:40.659 --> 00:58:44.141]  Because, you know, they put you in a little category, a little box.
[00:58:44.201 --> 00:58:45.481]  You have to think this way.
[00:58:45.922 --> 00:58:48.243]  How could you dare come off the plantation?
[00:58:48.403 --> 00:58:56.948]  From my standpoint, as a black American, as far as I'm concerned, it is a high-tech lynching for uppity blacks.
[00:58:58.151 --> 00:59:04.834]  Who in any way deign to think for themselves, to do for themselves, to have different ideas.
[00:59:05.514 --> 00:59:12.217]  And it is a message that unless you kowtow to an old order, this is what will happen to you.
[00:59:13.902 --> 00:59:21.189]  You will be lynched, destroyed, caricatured by a committee of the U.S.
[00:59:21.510 --> 00:59:23.792]  Senate rather than hung from a tree.
[00:59:23.952 --> 00:59:35.583]   Booker T. Washington, his message, his story, his success, the generation that came out of slavery, their successes That's an inconvenient truth for the political left.
[00:59:35.903 --> 00:59:37.965]  So yes, hide Booker T. Washington.
[00:59:38.385 --> 00:59:40.847]  Hide all those blacks who were successful.
[00:59:41.327 --> 00:59:44.630]  Hide all the success that took place before Affirmative Action.
[00:59:44.910 --> 00:59:45.590]  Just hide it.
[00:59:45.871 --> 00:59:51.935]  Pretend it didn't happen and then you can believe that blacks are inferior and that only white people can save them.
[00:59:51.955 --> 00:59:56.999]   Black people have never supported, for example, Affirmative action, quotas, anything of that sort.
[00:59:57.039 --> 01:00:06.027]  Wherever polls have been taking a black opinion on such matters of should people be paid equally or should there be this or that, black people have never taken a position that you describe.
[01:00:06.267 --> 01:00:08.689]  So it is not a question of what black people chose to do.
[01:00:08.709 --> 01:00:13.813]  It's what you, you choose to put in the mouths of black people and it's what you choose to project.
[01:00:14.013 --> 01:00:17.196]  It is not what any black people have ever said anywhere that you can put your finger on.
[01:00:17.216 --> 01:00:20.378]  It's what you choose to put into the mouth of the pollsters as far as I can see.
[01:00:20.478 --> 01:00:22.420]  I put them in the mouth of the pollsters?
[01:00:22.920 --> 01:00:24.662]  Like most people, I have never seen a poster.
[01:00:25.062 --> 01:00:38.252]  If you look at the leadership of the black intellectuals in the 1960s began promoting the idea that those blacks who exhibited a culture different from the ghetto or black redneck culture were not really authentic blacks.
[01:00:39.193 --> 01:00:53.263]  This issue was strikingly demonstrated in a controversy between Irving Howe and Ralph Ellison, growing out of Howe's 1963 article criticizing such black writers as Ellison, whom Howe considered insufficiently authentic or militant.
[01:00:54.344 --> 01:01:08.093]  For Howe, the central character in Richard Wright's novel, Native Son, a ghetto black epitomizing the black redneck culture, was authentic, and the more sophisticated central character in Ellison's novel, Invisible Man, was not.
[01:01:09.154 --> 01:01:17.844]  Allison rejected and derided the idea of a white man defining what a black man should be and attempting to confine individual blacks to that stereotype.
[01:01:18.545 --> 01:01:28.457]  The notion that the ghetto black was the authentic black not only spread among both white and black intellectuals, it had social repercussions far beyond the intellectual community.
[01:01:29.358 --> 01:01:47.173]  Rooting black identity in a counterproductive culture not only reduced incentives to move beyond that culture, it cut off those within that culture from other blacks who had advanced beyond it, who might otherwise have been sources of examples, knowledge, and experience that could have been useful to those less fortunate.
[01:01:48.353 --> 01:01:55.256]  But more successful blacks were increasingly depicted as either irrelevant non-members of the black community or even as traitors to it.
[01:01:56.076 --> 01:02:13.683]  In turn, this meant that many blacks who had a wider cultural exposure and greater socioeconomic success felt a need to conform, to some degree or another, to a more narrow ghetto view of the world, perhaps using ghetto language in order to prove their identity with their own race.
[01:02:15.063 --> 01:02:20.169]  Such social pressures become especially acute for young blacks in the schools and colleges.
[01:02:21.109 --> 01:02:37.226]  One consequence of this has been that counterproductive attitudes toward education have filtered upward into black middle-class young people raised in racially integrated middle-class communities such as Shaker Heights, who spend less time on their studies than their white or Asian American classmates.
[01:02:37.947 --> 01:02:47.008]  Under the overhanging threat of being accused of acting white if they devote themselves to their studies instead of to various social activities in which other black students indulge.
[01:02:48.442 --> 01:02:57.308]  The painful irony is that those who make this accusation are themselves acting white, when they perpetuate a redneck culture from a bygone era.
[01:02:58.209 --> 01:03:18.162]  Even such a modern ghetto creation as gangster rap echoes the violence, arrogance, loose sexuality, and self-dramatization common for centuries in white redneck culture, and speaks in exaggerated cadences common in the oratory of rednecks in both the antebellum South and those parts of Britain from which their ancestors came.
[01:03:19.583 --> 01:03:27.308]  It is not only the cultural peculiarities of the black ghetto culture which has been perpetuated by the identity fetish developed in the post-1960s era.
[01:03:28.188 --> 01:03:44.579]  What has also been promoted has been a conformity of beliefs and affirmations among blacks, with those with different viewpoints being banished from consideration intellectually and ostracized socially, at least insofar as identity advocates succeed in imposing their straitjacket on others.
[01:03:45.672 --> 01:03:58.172]  Not only behavioral litmus tests, but ideological litmus tests have been used by those promoting a black identity fetish, with those who do not pass such litmus tests being dismissed as not really black.
[01:03:59.426 --> 01:04:15.836]  This post-1960s black identity intolerance, promoted by white intellectuals as well as black leaders and activists, is a painful parallel to the post-1830s intolerance among white Southerners against anyone who questions slavery in any way.
[01:04:16.976 --> 01:04:37.109]  Maintaining what has been aptly called an intellectual blockade against ideas differing from those prevailing in the South, antebellum Southerners not only insulated themselves from ideas and viewpoints originating outside the region, but, at the same time, in effect drove out of the South independent-minded people who would not march in lockstep.
[01:04:38.030 --> 01:04:50.994]  The resulting narrow and unquestioning conformity of that era led the South into the blind alley of a civil war that devastated wide sections of the region and left a legacy of bitterness that lasted for generations.
[01:04:52.174 --> 01:05:01.357]  It can only be hoped that today's narrow intolerance promoted by a black identity fetish will not lead into similarly disastrous blind alleys.
[01:05:02.702 --> 01:05:08.846]  All right, we're back live in the InfoWars World Headquarters here in Austin, Texas.
