[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[01:24:18.161 --> 01:24:22.024]  The spike protein is coded by these genetic platforms.
[01:24:22.024 --> 01:24:30.371]  These platforms go into the human body after each injection, form a mosaic of cells in the human body that produce the spike protein.
[01:24:30.911 --> 01:24:42.517]  In uncontrolled conditions for an uncontrolled duration of time and because the antibodies that are generated to the spike protein are far higher and greater than the natural infection.
[01:24:42.517 --> 01:24:50.721]  I infer as a scientist that in fact the spike protein exposure after a vaccine injection is greater than that respiratory illness.
[01:24:50.721 --> 01:24:54.323]  So what I'm telling your listeners is we now know for the first time and this is breaking news.
[01:24:55.043 --> 01:25:03.665]  That after vaccination, the spike protein is likely, after each injection, to persist for probably more than a year.
[01:25:03.665 --> 01:25:08.506]  You can imagine Alex, with injection number one, and then injection number two a month later.
[01:25:08.506 --> 01:25:15.327]  Now in immunocompromised, it's suggested injection number three another month later, and then a booster at six months.
[01:25:15.327 --> 01:25:20.588]  It will become impossible for the human body to clear out the spike protein.
[01:25:20.588 --> 01:25:22.169]  They're creating a permanent infection.
[01:25:22.169 --> 01:25:23.549]  They're colonizing the body.
[01:25:23.897 --> 01:25:34.986]  I'm not sure if it's an infection or if right now at this point in time it's best to characterize that it's a permanent install of an inflammatory damaging protein in the human body.
[01:25:34.986 --> 01:25:35.406]  Wow!
[01:25:35.406 --> 01:25:48.256]  It's funny Bill Gates said almost two years ago when this first all started that there'd be multiple shots and boosters like he just knew all about this and the worst thing you want to do is give it over and over again and it just seems to really be premeditated doctor.
[01:25:48.256 --> 01:25:52.900]  People have been focusing on the genetics so the adenoviral or the messenger RNA
[01:25:53.340 --> 01:25:56.864]  I can tell you, I think the focus really ought to swing to the spike protein.
[01:25:56.864 --> 01:26:00.767]  This spike protein we know, two segments, S1 the outer, S2 the inner.
[01:26:00.767 --> 01:26:03.951]  The connector is the furin cleavage joint.
[01:26:03.951 --> 01:26:10.657]  The furin cleavage joint was the target of gain-of-function research done in the Wuhan Virology Institute.
[01:26:10.657 --> 01:26:12.179]  This is where the action was.
[01:26:12.179 --> 01:26:13.460]  This was between the Chinese
[01:26:13.760 --> 01:26:16.081]  It needed the intellectual capital from the United States.
[01:26:16.081 --> 01:26:19.943]  The National Institutes of Health had approved grants.
[01:26:19.943 --> 01:26:21.983]  The grants weren't so much about the money, Alex.
[01:26:21.983 --> 01:26:36.309]  The grants were really about the intellectual property and the ability to actually create a spike protein that would fit in a locking key in the human ACE receptor, then be cleaved, and then allow the virus to move internally.
[01:26:36.309 --> 01:26:39.811]  The gain-of-function research allowed the virus to invade the human body.
[01:26:41.735 --> 01:26:46.276]  Wow, that's a lot and we're going to go to break in a few minutes.
[01:26:46.276 --> 01:26:48.237]  I want you to come back, Doctor.
[01:26:48.237 --> 01:26:49.597]  We could dispense with my pleasantries.
[01:26:49.597 --> 01:27:01.400]  I want you to recap that and take your time and then unpack what this means because when you look at this, this is a premeditated scientific takeover, a premeditated scientific program.
[01:27:01.400 --> 01:27:04.680]  I mean, what you just explained is just incredible.
[01:27:04.680 --> 01:27:07.041]  Can you just repeat what you just said in the last minute again?
[01:27:08.018 --> 01:27:22.188]  What we now understand, and with great degrees of certainty, that with each injection of a vaccine, the human body becomes loaded with the SARS-CoV-2 spike protein.
[01:27:22.188 --> 01:27:35.637]  That spike protein persists within cells and also the interstitial spaces between cells, and the human body then has the job of clearing out this foreign spike protein, and it takes a long time to clear out.
[01:27:35.930 --> 01:27:36.250]  Thank you.
[01:27:49.691 --> 01:27:51.413]  And obviously, you're a smart guy.
[01:27:51.413 --> 01:27:52.494]  You're a respected doctor.
[01:27:52.494 --> 01:27:55.298]  A lot of other respected doctors and scientists are saying what you're saying.
[01:27:55.298 --> 01:27:56.960]  Obviously, Big Pharma's not stupid.
[01:27:56.960 --> 01:27:59.522]  They knew what they were doing here.
[01:27:59.522 --> 01:28:04.548]  I mean, so really, just to take it to the next conclusion, this is premeditated.
[01:28:04.548 --> 01:28:07.672]  Or if they don't stop, it's premeditated now, because now this is known.
[01:28:08.172 --> 01:28:17.394]  Either they knew or they should have known that the spike protein exposure would be uncontrolled in terms of quantity and duration.
[01:28:17.394 --> 01:28:24.296]  That in alone and by itself could be characterized and should be characterized as biologically reckless.
[01:28:24.296 --> 01:28:25.896]  Okay, so let's just start over.
[01:28:25.896 --> 01:28:28.177]  I want everybody to call their family, their friends, their neighbors.
[01:28:29.172 --> 01:28:30.353]  I mean, this is all coming out.
[01:28:30.353 --> 01:28:31.173]  It's in the papers.
[01:28:31.173 --> 01:28:32.534]  It's known.
[01:28:32.534 --> 01:28:33.315]  It's confirmed now.
[01:28:33.315 --> 01:28:34.096]  We'll go through the papers.
[01:28:34.096 --> 01:28:35.076]  We'll go through the evidence.
[01:28:35.076 --> 01:28:37.338]  Put it all on screen for TV viewers, radio listeners.
[01:28:37.338 --> 01:28:40.060]  We'll post it in the live show feed, the different studies.
[01:28:40.060 --> 01:28:47.025]  I mean, this is total proof that this is a death sentence for a large portion of those that ended up getting loaded up with these poisons.
[01:28:47.025 --> 01:28:50.447]  And then it's going to kill them slowly so they can deny the source.
[01:28:50.447 --> 01:28:53.049]  We're going to lay it all out in great detail and more.
[01:28:53.049 --> 01:28:53.450]  Straight ahead.
[01:28:53.450 --> 01:28:53.830]  Stay with us.
[01:28:56.368 --> 01:29:01.894]  If a hurricane is smashing, it comes at the end of October every year and only runs for two weeks.
[01:29:01.894 --> 01:29:06.678]  It's what I call the Black Friday comes early super blowout sale.
[01:29:06.678 --> 01:29:12.424]  With store-wide free shipping, double Patriot points and up to 60% off on our best-selling products.
[01:29:12.424 --> 01:29:17.309]  Brain Force Plus, sold out for almost eight months, back in stock, 50% off.
[01:29:17.309 --> 01:29:18.730]  Ultimate Bone Broth Plus!
[01:29:19.471 --> 01:29:24.314]  It's even better than last formula with chaga mushrooms and turmeric and just everything.
[01:29:24.314 --> 01:29:25.235]  It's so good.
[01:29:25.235 --> 01:29:26.575]  It's now available again.
[01:29:26.575 --> 01:29:27.076]  20% off.
[01:29:27.076 --> 01:29:28.316]  Ultra 12, 60% off.
[01:29:28.316 --> 01:29:31.979]  Alpha Power, 40% off.
[01:29:31.979 --> 01:29:33.420]  Knockout, 50% off.
[01:29:33.420 --> 01:29:34.820]  Living Defense, 50% off.
[01:29:34.820 --> 01:29:36.582]  Pure Turmeric Extract Bodies, 40% off.
[01:29:36.582 --> 01:29:40.684]  Activated Charcoal Toothpaste and Mouthwash, 50% off.
[01:29:40.684 --> 01:29:41.985]  And it goes on and on and on.
[01:29:41.985 --> 01:29:44.066]  Storable Foods, 10% off.
[01:29:44.066 --> 01:29:45.787]  Last time of the year that deal's happening.
[01:29:45.787 --> 01:29:46.888]  It's all available now at
[01:29:47.088 --> 01:29:49.614]  InfoWarsStore.com.
[01:29:49.614 --> 01:29:52.460]  The Black Friday sale comes early.
[01:29:52.460 --> 01:29:56.308]  It's going right now for the next two weeks and it supports the InfoWar.
[01:29:56.308 --> 01:29:57.751]  Take action now and get prepared!
[01:30:02.014 --> 01:30:12.744]  It's now becoming accepted knowledge, accepted fact, that global government run by private corporations is taking over the United States and other formerly sovereign nations.
[01:30:12.744 --> 01:30:13.865]  They're being destroyed.
[01:30:13.865 --> 01:30:16.448]  All the checks and balances are being annihilated.
[01:30:16.448 --> 01:30:17.709]  Our borders are being destroyed.
[01:30:17.709 --> 01:30:19.230]  Our currency is being destroyed.
[01:30:19.230 --> 01:30:22.754]  And the American people have been listed as terrorists by the rogue federal government.
[01:30:23.559 --> 01:30:25.620]  InfoWars is going to continue to fight on.
[01:30:25.620 --> 01:30:27.001]  And there is a big awakening happening.
[01:30:27.001 --> 01:30:28.822]  We have a good chance of beating these people.
[01:30:28.822 --> 01:30:31.143]  But we're not going to be able to stay on air unless you support us.
[01:30:31.143 --> 01:30:32.104]  And you've been doing it.
[01:30:32.104 --> 01:30:34.045]  So spread the word about the broadcast.
[01:30:34.045 --> 01:30:34.946]  Pray for the broadcast.
[01:30:34.946 --> 01:30:37.947]  But also buy great products at InfoWarshore.com.
[01:30:37.947 --> 01:30:41.870]  If you're shopping with the big corporations or the establishment, you're aiding the enemy.
[01:30:41.870 --> 01:30:44.091]  If you're funding us and getting great products, you are
[01:30:44.451 --> 01:30:45.472]  We're good to go.
[01:30:57.799 --> 01:31:02.843]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[01:31:02.843 --> 01:31:10.008]  That means you've only got 10 days as of taping this to get store-wide free shipping, double Patriot points, and up to 60% off on our best-selling items.
[01:31:10.008 --> 01:31:11.730]  We have Winter Sun at 50% off.
[01:31:11.730 --> 01:31:13.851]  So good for your body, so good for your immune system.
[01:31:13.851 --> 01:31:14.332]  50% off.
[01:31:14.332 --> 01:31:16.874]  We have Ultra 12 at 60% off.
[01:31:16.874 --> 01:31:18.495]  That is the lowest we've ever gone.
[01:31:18.495 --> 01:31:23.239]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[01:31:23.239 --> 01:31:23.779]  60% off.
[01:31:23.779 --> 01:31:27.562]  We've got a bunch of products sold out for a long time, like Brain Force Plus back in stock.
[01:31:28.002 --> 01:31:32.965]  50% off and we have Ultimate Bone Broth back in stock at InfoWarStore.com.
[01:31:32.965 --> 01:31:34.786]  It's now Bone Broth Plus.
[01:31:34.786 --> 01:31:40.649]  So it's Ultimate Bone Broth Plus, 20% off and it's even stronger than the last formula we had.
[01:31:40.649 --> 01:31:49.574]  It is amazing for your whole body, amazing for your joints, amazing for inflammation, and it funds the Info War, which is so important in the fight against the New World Order.
[01:31:49.574 --> 01:31:51.255]  So thank you all for your support.
[01:31:51.255 --> 01:31:57.439]  With supply chain breakdowns, I recommend you get your Christmas shopping done now and have it done and support the Info War at InfoWarStore.com.
[01:31:57.759 --> 01:32:07.143]  If a hurricane is smashing into the Gulf Coast and I make the prediction that it's going to cause flooding, that's not a prediction.
[01:32:07.143 --> 01:32:10.704]  You know it's a hurricane, you know it's got a lot of water it's going to dump, it's going to cause flooding.
[01:32:10.704 --> 01:32:22.529]  So it wasn't a prediction 20 months ago when I said the UN order to lock down the world economy is going to cause a chain reaction that's going to cause supply chain problems for years, that's going to starve tens of millions to death.
[01:32:22.529 --> 01:32:23.349]  And now it all happened.
[01:32:23.969 --> 01:32:30.251]  25 million extra dead, hundreds of millions on the verge of starvation, and the UN that ordered it's running around being the savior.
[01:32:30.251 --> 01:32:32.992]  Listen, when the first world collapses, the third world dies.
[01:32:32.992 --> 01:32:34.893]  And now the first world's becoming the third world.
[01:32:34.893 --> 01:32:36.594]  So, listen to me now.
[01:32:36.594 --> 01:32:43.056]  We've got the highest quality storable foods, the lowest price you're going to find, ready to ship to you right now at 10% off until November 15th.
[01:32:43.056 --> 01:32:45.337]  But after that, the prices are going up.
[01:32:45.337 --> 01:32:47.838]  We cannot suppress prices anymore.
[01:32:47.838 --> 01:32:52.800]  So protect yourself, get high quality storable food, so you're self-sufficient, and fund the InfoWar today, a 360 win.
