[00:00:00.190 --> 00:00:00.613]  World War 3!
[01:00:35.515 --> 01:00:37.056]  How about marvelous Marvin Hagler?
[01:00:37.116 --> 01:00:38.197]  Oh, I'm sorry.
[01:00:38.217 --> 01:00:38.637]  They're dead.
[01:00:40.138 --> 01:00:41.599]  So I'm at dinner last night for St.
[01:00:41.619 --> 01:00:42.240]  Paddy's Day.
[01:00:42.280 --> 01:00:43.561]  My sister and her husband are over.
[01:00:43.581 --> 01:00:44.161]  He's a great guy.
[01:00:44.181 --> 01:00:50.205]  And I'm hearing about his dad being, his arms and legs being numb and not being able to move for a couple days.
[01:00:50.486 --> 01:00:51.446]  But that's okay.
[01:00:51.466 --> 01:00:53.268]  Because Tim Cook's gay.
[01:00:54.967 --> 01:00:56.648]  As long as it's liberal, it's good.
[01:00:56.668 --> 01:00:57.108]  Alright?
[01:00:57.148 --> 01:00:57.409]  Yeah.
[01:00:58.109 --> 01:00:59.390]  And that's just what they did up front.
[01:00:59.470 --> 01:01:02.251]  And it's not even been tested publicly on animals, even though it was.
[01:01:03.592 --> 01:01:05.133]  It's so deadly down the road.
[01:01:05.173 --> 01:01:06.654]  They don't want to hurt you right up front.
[01:01:06.674 --> 01:01:07.414]  They don't want to warn you.
[01:01:07.674 --> 01:01:11.236]  But it's got to be so deadly up front, so that down the road it kills your ass.
[01:01:11.737 --> 01:01:12.617]  And maybe his dad's tough.
[01:01:12.637 --> 01:01:13.258]  Maybe he'll make it.
[01:01:13.298 --> 01:01:16.599]  But you know, I'm not the one being mean about Austin's dad.
[01:01:16.660 --> 01:01:17.220]  I'm worried about it.
[01:01:18.427 --> 01:01:19.327]  Everybody being macho.
[01:01:19.527 --> 01:01:34.114]  You know, the puppet-in-chief, the stooge-in-chief, the reanimated corpse that is the Crypt Keeper, Joe Biden, the fraud, he said in an interview, hell, maybe we should play it, he said, you need to be, you know, you're being macho not taking the shot because you don't need it.
[01:01:34.454 --> 01:01:36.475]  All you're doing is hurting others, infecting them.
[01:01:37.235 --> 01:01:37.715]  Oh, no, no, no.
[01:01:37.755 --> 01:01:40.177]  Everybody I know that takes the shot does it because they are macho.
[01:01:40.197 --> 01:01:47.660]  They're like, well, I'm Hank Aaron, I'll do it, or I'm marvelous Marvin Hagler, I'm, I'm tough, or I'm, I'm Ben Stein, or, you know, I'm a,
[01:01:49.577 --> 01:01:50.237]  Austin's dad.
[01:01:51.378 --> 01:01:52.559]  I'm Austin Rivera's dad.
[01:01:53.579 --> 01:01:56.181]  I can just go ahead and I can take this.
[01:01:58.022 --> 01:02:01.984]  But you find out it's deadly because it's not, it's a gene therapy.
[01:02:03.124 --> 01:02:06.226]  And by the way, you go to mainline doctors now, they're offering gene therapies.
[01:02:08.667 --> 01:02:10.908]  I was at the doctor at the checkup a few weeks ago, a few months ago.
[01:02:10.928 --> 01:02:14.010]  They're like, hey, everybody's doing it.
[01:02:14.110 --> 01:02:15.251]  It's an FDA study.
[01:02:16.343 --> 01:02:22.938]  Would you like to take a gene therapy, intravenously, from women that donated their baby's placentas?
[01:02:23.278 --> 01:02:24.922]  They say it rejuvenates you like 10 years.
[01:02:24.942 --> 01:02:26.004]  And I'm like, no thank you!
[01:02:29.557 --> 01:02:32.138]  I mean, that's like saying I don't want to drink my wife's blood or something.
[01:02:33.218 --> 01:02:33.998]  None of this is good.
[01:02:34.038 --> 01:02:35.118]  This is not how we operate.
[01:02:35.579 --> 01:02:37.539]  And sure, it may have these great benefits, but here's the thing.
[01:02:38.019 --> 01:02:40.520]  They're testing it all on us now.
[01:02:41.040 --> 01:02:42.900]  This is a revolution of testing.
[01:02:43.460 --> 01:02:44.921]  A revolution of mad scientists.
[01:02:45.241 --> 01:02:47.481]  A revolution of bypassing everything.
[01:02:47.702 --> 01:02:53.503]  And there will be so many bad side effects and so many problems that there will be all these new gene therapies to, quote, treat it.
[01:02:57.352 --> 01:03:01.390]  And I've interviewed and I've talked to some of the heads of major genetic firms that don't want to come on air.
[01:03:03.154 --> 01:03:06.256]  They said, Alex, we've got pretty clean gene therapies we've studied in animals.
[01:03:06.777 --> 01:03:09.859]  We've got things that cure colon cancer, you name it, with very limited side effects.
[01:03:09.899 --> 01:03:11.140]  We're not even sure if there are side effects.
[01:03:11.400 --> 01:03:12.561]  We've been studying it 10 years.
[01:03:12.981 --> 01:03:13.842]  FDA won't approve it.
[01:03:14.142 --> 01:03:19.285]  They've gone ahead and approved without an emergency, I mean, in this emergency, authorization.
[01:03:19.846 --> 01:03:27.011]  We look at this, it's such a wide-ranging protein in the mRNA that we believe it's going to hurt people for sure, and that's going to discredit our whole industry.
[01:03:27.391 --> 01:03:29.433]  And see, they're looking at it from the wrong perspective.
[01:03:29.953 --> 01:03:32.555]  This is about normalizing mass death.
[01:03:34.312 --> 01:03:36.153]  So we're not in Kansas anymore, so who do we got here?
[01:03:37.314 --> 01:03:40.556]  Ken is a medical worker, inpatient on vaccines.
[01:03:40.676 --> 01:03:42.918]  Matt is a father, took vaccine, has issues now.
[01:03:42.998 --> 01:03:46.720]  Matthew, ER tech, medical worker, has COVID comments.
[01:03:47.381 --> 01:03:51.483]  Janelle is in Kansas, family friend, took vaccine, had stroke after.
[01:03:52.224 --> 01:03:56.367]  Tamara, sister's a nurse, being forced to take vaccine.
[01:03:56.507 --> 01:03:57.868]  Let's not cut anybody short.
[01:03:58.817 --> 01:04:00.699]  Let's go to break, and I'm not going to talk when I come back.
[01:04:00.719 --> 01:04:06.264]  I'm going to go right to Matthew, Tamara, Janelle, Matt, and Ken.
[01:04:06.804 --> 01:04:11.769]  And the callers are being great, not calling in if you're not a medical worker, or not a doctor, or not a scientist.
[01:04:11.809 --> 01:04:13.170]  But we've got a few lines open for you.
[01:04:13.190 --> 01:04:13.230]  877-789-2539.
[01:04:13.250 --> 01:04:13.610]  877-789-Alex.
[01:04:18.695 --> 01:04:18.895]  877-789-2539.
[01:04:18.975 --> 01:04:22.878]  I'm going to give each person a minute or two to get their story out.
[01:04:22.898 --> 01:04:25.020]  Of course, he's a medical doctor with 21 dead patients.
[01:04:25.280 --> 01:04:26.221]  He was on the three segments.
[01:04:26.241 --> 01:04:29.083]  I mean, how do you ignore this magnitude of information?
[01:04:30.404 --> 01:04:31.986]  So let me do this, this hour's plug right now.
[01:04:33.188 --> 01:04:42.031]  Storewide free shipping is over because some of our suppliers are like, listen, we're not making a profit, we gotta pay the bills, you can't have free shipping on this anymore, like storable food and things like that.
[01:04:42.271 --> 01:04:42.591]  I get it.
[01:04:43.271 --> 01:04:48.292]  But we do have it on select items, the new Mega Blowout Sale, Rainforest Plus, 50% off free shipping.
[01:04:49.173 --> 01:04:49.813]  Prostagard.
[01:04:51.032 --> 01:04:52.393]  Free shipping, 50% off.
[01:04:52.513 --> 01:04:54.295]  VasoBees, 50% off free shipping.
[01:04:54.715 --> 01:04:56.277]  Alpha Power, 50% off free shipping.
[01:04:56.637 --> 01:05:01.021]  The Dr. Jones Naturals Activated Charcoal Toothpaste is amazing, 50% off.
[01:05:01.782 --> 01:05:04.224]  The Activated Charcoal Mouthwash, 50% off free shipping.
[01:05:04.264 --> 01:05:07.728]  Dr. Jones Extra Strength Cava Chill and Regular Strength, 50% off free shipping.
[01:05:08.188 --> 01:05:15.755]  All Emrix Essentials, that's the essential oils, the deodorant, all of it's top of the line, top organic maker, lets us private label with them.
[01:05:16.576 --> 01:05:18.356]  And we sell it for less than what you'll find it in stores.
[01:05:18.876 --> 01:05:27.738]  And so all the Emmerich's Essentials, InfoWarsStore.com, the great hand sanitizers that are natural and more, with essential oils in three different types.
[01:05:27.758 --> 01:05:31.399]  We've got over a dozen different types of the others, but we have the sanitizers, three different types.
[01:05:31.779 --> 01:05:36.860]  InfoWarsStore.com, and you keep us on the air, so I salute you, and I thank you all.
[01:05:37.100 --> 01:05:38.660]  The toll-free number to call and order is 888-253-3139.
[01:05:38.680 --> 01:05:40.640]  Back in a few minutes, right to your phone calls.
[01:05:44.381 --> 01:05:45.583]  I'm your host Alex Jones.
[01:05:45.603 --> 01:05:48.327]  We are back live in defiance of the censors.
[01:05:48.808 --> 01:05:57.761]  Still on air, reaching millions of people thanks to you supporting us and spreading the word and sharing the links and articles on your email and text messages by word of mouth particularly.
[01:05:58.362 --> 01:05:58.983]  Thank you all.
[01:05:59.063 --> 01:05:59.544]  Keep fighting.
[01:06:02.304 --> 01:06:09.966]  All right, I am not going to launch into more news or the articles pouring into more vaccine deaths, more brain damage, more autoimmune disorders.
[01:06:10.427 --> 01:06:11.727]  They don't want you to have a voice.
[01:06:11.867 --> 01:06:15.248]  And there are millions, several million tuned in right now, live.
[01:06:15.968 --> 01:06:17.149]  And so we've opened the phones up.
[01:06:17.169 --> 01:06:18.029]  You love the vaccine.
[01:06:18.069 --> 01:06:18.929]  You hate the vaccine.
[01:06:18.949 --> 01:06:19.810]  You're neutral on it.
[01:06:20.490 --> 01:06:20.870]  You took it.
[01:06:20.910 --> 01:06:21.450]  You liked it.
[01:06:21.470 --> 01:06:22.170]  You're a medical worker.
[01:06:22.190 --> 01:06:22.770]  You think it's great.
[01:06:23.611 --> 01:06:24.071]  You hate it.
[01:06:25.239 --> 01:06:28.582]  You're able to call in unfiltered, uncensored.
[01:06:28.602 --> 01:06:31.544]  We just want your name, where you're calling from, and a good phone line.
[01:06:32.405 --> 01:06:38.770]  Ralph is calling in from Tennessee, and he's got a testimonial about his experience with the vaccine.
[01:06:38.830 --> 01:06:39.651]  Ralph, thanks for calling.
[01:06:39.671 --> 01:06:40.011]  Go ahead.
[01:06:40.912 --> 01:06:41.212]  Sure.
[01:06:42.013 --> 01:06:42.954]  Hey, Alex.
[01:06:43.074 --> 01:06:44.635]  Yeah, Knoxville, Tennessee.
[01:06:45.376 --> 01:06:46.997]  Two weeks ago, my dad passed away.
[01:06:47.117 --> 01:06:49.459]  Three weeks prior to that, he had the Moderna vaccine.
[01:06:50.246 --> 01:06:56.192]  And as soon as he got the vaccine, he started feeling just terrible and just went downhill.
[01:06:57.433 --> 01:07:01.097]  Ended up just everything shutting down and him passing.
[01:07:01.397 --> 01:07:06.782]  And yeah, I had three ICU nurses tell me it was had to be the vaccine.
[01:07:07.663 --> 01:07:11.467]  And because they've seen this with many other people.
[01:07:13.783 --> 01:07:16.665]  I begged him not to get the vaccine, but he felt like he had to.
[01:07:16.685 --> 01:07:18.587]  Did you get that literature to him?
[01:07:18.627 --> 01:07:21.309]  I did, I did, but he just felt like that's the only way he could get back to
[01:07:35.834 --> 01:07:38.275]  Normalcy and be able to get out and do things.
[01:07:38.395 --> 01:07:38.795]  Exactly.
[01:07:38.955 --> 01:07:43.136]  They held him hostage and so he thought it was the right, because people want to get through something.
[01:07:43.376 --> 01:07:44.977]  So he was told, here's the solution.
[01:07:44.997 --> 01:07:46.717]  And wow, what did he think?
[01:07:47.037 --> 01:07:49.698]  I'm so sorry you have to talk about this, but it'll save lives.
[01:07:49.998 --> 01:07:51.318]  Was he awake before he died?
[01:07:51.818 --> 01:07:52.919]  Did he wake up before it killed him?
[01:07:53.759 --> 01:07:54.759]  Yeah, he did.
[01:07:54.779 --> 01:07:56.720]  He was in and out, you know.
[01:07:58.200 --> 01:07:59.541]  And he knew.
[01:07:59.561 --> 01:08:00.801]  He knew that's what did it.
[01:08:02.912 --> 01:08:03.112]  Yeah.
[01:08:03.452 --> 01:08:04.393]  God Almighty, Ralph.
[01:08:04.533 --> 01:08:05.214]  Who do you blame?
[01:08:05.254 --> 01:08:06.955]  I mean, I would blame Bill Gates and the media.
[01:08:07.155 --> 01:08:11.017]  People say, oh, you know, all these famous sports stars that died.
[01:08:11.157 --> 01:08:11.858]  They deserved it.
[01:08:11.898 --> 01:08:12.899]  They went, no, they did it.
[01:08:13.179 --> 01:08:14.780]  They said, I want to protect people.
[01:08:15.180 --> 01:08:16.181]  They were tough guys.
[01:08:16.581 --> 01:08:18.102]  They did it because they were lied to.
[01:08:18.162 --> 01:08:19.183]  They were actually heroes.
[01:08:19.203 --> 01:08:22.205]  Your dad, I believe, meant well and was a hero at the end of the day.
[01:08:22.465 --> 01:08:24.626]  But what about the people that did this on purpose, brother?
[01:08:25.067 --> 01:08:27.148]  Yeah, Bill Gates and the globalists.
[01:08:27.308 --> 01:08:29.049]  And I would love to meet Bill Gates.
[01:08:29.209 --> 01:08:30.050]  I'll tell you that.
[01:08:32.500 --> 01:08:36.002]  Well, brother, how long have you been a listener?
[01:08:36.022 --> 01:08:36.722]  Oh, a couple of years.
[01:08:36.742 --> 01:08:37.962]  A couple of years, yeah.
[01:08:38.243 --> 01:08:45.646]  Well, I spend all my time trying to make sure I'm accurate and I make mistakes, but when I came on here and said, don't take it, it's meant to kill old people, I wasn't just saying that.
[01:08:45.666 --> 01:08:46.466]  We had the literature.
[01:08:47.287 --> 01:08:51.388]  But what is it like to hear it versus you actually see it kill your father?
[01:08:53.089 --> 01:09:01.333]  It was just like, you know, I believe this was true and to actually see it happening, it was just, it was awful.
[01:09:02.355 --> 01:09:05.059]  And all I can say is, people, please don't get this vaccine.
[01:09:05.800 --> 01:09:10.887]  And don't let your parents and people that are senior citizens get it, please.
