[00:00:10.320 --> 00:00:11.840]  Attention!
[01:24:56.991 --> 01:25:02.796]  And you've also got to get things that allow you and your family to not be dependent on the system.
[01:25:02.796 --> 01:25:04.818]  That's why they want to bankrupt the economy.
[01:25:04.818 --> 01:25:08.221]  It's why they want to destroy the infrastructure of this nation.
[01:25:08.221 --> 01:25:12.806]  Because they want all of us on our knees so they can dictate our surrender to them.
[01:25:13.346 --> 01:25:17.392]  InfoWars is a critical organization in the fight against the globalists.
[01:25:17.392 --> 01:25:21.598]  And if you gave us straight up donations, that would be great because our work is important.
[01:25:21.598 --> 01:25:22.699]  We appreciate it.
[01:25:22.699 --> 01:25:29.068]  But we bring you great products so that you get high quality products at the same time as supporting the InfoWars 360 win.
[01:25:30.289 --> 01:25:44.333]  Well, we've only got a few days left to get 20-20 prices before the prices go up on high-quality, storable food with huge discounts as big as $850 discount on a year's supply of food at InfoWareStore.com.
[01:25:44.333 --> 01:25:48.254]  So take advantage of these sales right now at InfoWareStore.com while you still can.
[01:25:48.914 --> 01:26:02.560]  The ultimate fluoride free charcoal mouthwash is now available at InfoWarsStore.com and DrJonesNaturals.com for the lowest price possible to complete your daily mouth cleaning routine.
[01:26:02.560 --> 01:26:13.325]  It is the perfect companion to the new activated charcoal toothpaste all under our new line by Dr. Jones Naturals that will naturally give your mouth and breath a deep clean.
[01:26:14.305 --> 01:26:24.627]  This mouthwash only uses the best natural ingredients like real peppermint oil, thyme oil, xylitol, and of course, high quality charcoal.
[01:26:24.627 --> 01:26:35.809]  Not only fluoride free, this mouthwash is completely free of other dangerous ingredients such as SLS, harsh detergents, BPA, and so much more.
[01:26:35.809 --> 01:26:39.889]  As soon as you use it, you can tell that this formula is the real deal.
[01:26:39.889 --> 01:26:43.250]  So get your bottle of the new Activated Charcoal Mouthwash
[01:26:43.470 --> 01:26:51.192]  Right now at InfowarsStore.com.
[01:26:51.192 --> 01:26:53.853]  You're listening to the Alex Jones Show.
[01:27:10.527 --> 01:27:12.830]  Okay, I'm Alex Jones, your host.
[01:27:12.830 --> 01:27:17.355]  Please remember, we are listener supported and we sell great products.
[01:27:17.355 --> 01:27:20.318]  Highest quality air filters, highest quality water filters.
[01:27:20.318 --> 01:27:25.123]  People go get them, they go, wow, these are top of the line, tested against similar models for half the price.
[01:27:25.123 --> 01:27:26.244]  Wow, you really have the best stuff.
[01:27:26.244 --> 01:27:28.467]  Yeah, that's what we do.
[01:27:28.467 --> 01:27:30.088]  And so the Alexa Pure Breeze, the...
[01:27:31.578 --> 01:27:32.818]  Well, that's pure water filtration.
[01:27:32.818 --> 01:27:35.499]  All that's discounted at preparewithalex.com.
[01:27:35.499 --> 01:27:38.640]  The prices are going up a little bit in 2021.
[01:27:38.640 --> 01:27:41.021]  We're in 2021, but you've got preparewithalex.com.
[01:27:41.021 --> 01:27:46.863]  Takes you right to a subsection of infowars.com where we have deals better than our distributor can give anybody else.
[01:27:46.863 --> 01:27:48.484]  Contractually, we get around it.
[01:27:48.484 --> 01:27:51.585]  So it's already lower prices than anybody else, even when them has.
[01:27:52.878 --> 01:27:54.419]  Preparadalex.com on Saturday.
[01:27:54.419 --> 01:27:56.880]  It will have to go up to 2021 prices.
[01:27:56.880 --> 01:27:58.321]  They cannot do it anymore.
[01:27:58.321 --> 01:27:59.382]  It's going to go up a little bit.
[01:27:59.382 --> 01:28:01.223]  $850 off of your supply.
[01:28:01.223 --> 01:28:03.344]  And there's other big discounts with other food packages.
[01:28:03.344 --> 01:28:04.225]  Preparadalex.com.
[01:28:04.225 --> 01:28:09.848]  And then we've got all these other great products back in stock at Living Defense, like Pollen Block.
[01:28:09.848 --> 01:28:14.591]  It's got the natural antihistamine from the quail egg, especially bread.
[01:28:14.591 --> 01:28:20.074]  We've also got a lot of other great products like Prostagard, Lung Cleanse, X2 is back in stock for 50% off.
[01:28:22.230 --> 01:28:23.891]  And this is how we fund the operation.
[01:28:23.891 --> 01:28:26.372]  And boy, they're trying to take everybody's banking and credit cards away.
[01:28:26.372 --> 01:28:27.612]  They're trying to take ours away.
[01:28:27.612 --> 01:28:31.194]  They already took a lot of it away and make us pay higher rates.
[01:28:31.194 --> 01:28:32.274]  We had to build our own infrastructure.
[01:28:32.274 --> 01:28:35.015]  I'm not complaining, but everybody else is going off the air.
[01:28:35.015 --> 01:28:42.719]  We have, I don't want to exaggerate, $30 million of infrastructure, equipment.
[01:28:42.719 --> 01:28:45.280]  I mean, we got the uplinks, everything ourselves.
[01:28:46.698 --> 01:28:47.922]  Probably not very good for us up there.
[01:28:47.922 --> 01:28:51.174]  But the point is, is that all this is going on.
[01:28:51.174 --> 01:28:52.057]  We built it.
[01:28:53.814 --> 01:28:55.494]  You think your phone just does all that stuff?
[01:28:55.494 --> 01:28:57.495]  It connects to billions of dollars of equipment.
[01:28:57.495 --> 01:29:00.316]  Well, we have to connect into systems ourselves.
[01:29:00.316 --> 01:29:02.996]  So, InfoWarsTore.com, I want to thank you all for your support.
[01:29:02.996 --> 01:29:04.457]  They really want us off the air at this time.
[01:29:04.457 --> 01:29:14.720]  Now, I got Dr. Steve Pachinick here on air, and he was a psychiatrist and worked at the State Department of Psychological Warfare and helped found Delta Force, and he co-wrote the books with Tom Clancy.
[01:29:14.720 --> 01:29:20.101]  I mean, he's a real spook spook compared to all the armchair quarterbacks that have never actually done anything.
[01:29:21.360 --> 01:29:21.560]  I think
[01:29:40.512 --> 01:29:42.973]  You know, Trump will be able to turn this around.
[01:29:42.973 --> 01:29:44.394]  Now, a lot of things have gone sideways.
[01:29:44.394 --> 01:29:45.434]  I want to get his take on that.
[01:29:45.434 --> 01:29:47.936]  I want to get his take on what happened at the Capitol.
[01:29:47.936 --> 01:29:51.137]  Provocateur groups trying to stage false flags this weekend.
[01:29:51.137 --> 01:29:54.539]  And I know the globalists are controlling some of the Q movement right now.
[01:29:54.539 --> 01:29:56.480]  They're trying to manipulate us into violence.
[01:29:56.480 --> 01:29:57.520]  So there's a lot to cover.
[01:29:57.520 --> 01:30:00.942]  It's just a staunt of the waterfront.
[01:30:00.942 --> 01:30:02.403]  Steve Pacino dot com is his website.
[01:30:02.403 --> 01:30:03.443]  Thanks for joining us.
[01:30:03.443 --> 01:30:04.444]  What do you want to tackle first?
[01:30:06.067 --> 01:30:06.628]  It's my pleasure.
[01:30:06.628 --> 01:30:12.434]  Let's first tackle the fact that we are now officially in a military coup.
[01:30:12.434 --> 01:30:25.468]  What has happened and why I was part of it is because I've had a history of doing soft coups in the United States and what we call hard coups overseas, overthrowing regimes using the military.
[01:30:25.468 --> 01:30:27.911]  In this case, we had what we call a hard coup.
[01:30:28.542 --> 01:30:35.630]  It was initiated, as I said, a month and a half ago, two months ago, by our cyber command using special forces.
[01:30:35.630 --> 01:30:40.155]  They were over 400 people from all parts of the intelligence community.
[01:30:40.155 --> 01:30:41.977]  I won't go into the names.
[01:30:41.977 --> 01:30:45.742]  But in effect, now we are about to arrest Pelosi.
[01:30:45.742 --> 01:30:46.723]  We're going to arrest
[01:30:47.324 --> 01:30:50.465]  Biden, Hunter Biden, Mitt Romney.
[01:30:50.465 --> 01:30:56.328]  You're talking about a whole list of individuals whom I identified on this show for years.
[01:30:56.328 --> 01:30:59.489]  When I said Gina Haspel has to go, she went.
[01:30:59.489 --> 01:31:03.250]  When I said Barr was a CIA operative, he went.
[01:31:03.250 --> 01:31:12.494]  When I told you Pence was not to be believed because he came out of a democratic Catholic background, became an evangelical Christian, he left.
[01:31:12.494 --> 01:31:16.816]  So what's happening now is that we are literally in a military coup.
[01:31:17.423 --> 01:31:23.169]  That means, in effect, this country will watch the arrests that will come out of this.
[01:31:23.169 --> 01:31:37.926]  We have already arrested and basically, overseas, we have taken out the Pope, whom I've identified for over 30 years as a terrorist, when he was director of the Jesuits, had killed three of our American nuns, two of our Jesuits.
[01:31:38.462 --> 01:31:54.262]  We arrested a young man from the, an older man from the State Department, Stefani Serrini, who basically leaked all the information, used Leonardo, the sites going up to the satellites, which were controlled by the Vatican.
[01:31:54.722 --> 01:32:02.585]  We, in turn, intercepted all that information and were able to get, along with Nancy Pelosi's computer.
[01:32:02.585 --> 01:32:06.786]  By the way, there was no rioting in the Capitol.
[01:32:06.786 --> 01:32:11.808]  I happen to know three to four people here from my town who said it was very peaceful.
[01:32:11.808 --> 01:32:21.432]  The police took down the barriers and, in effect, what people don't know is we sent special forces operators in there to take Pelosi's computer.
[01:32:22.012 --> 01:32:24.133]  Now, where does this all fit in?
[01:32:24.133 --> 01:32:29.115]  Number one, I wrote about this 27 years ago on State of Emergency.
[01:32:29.115 --> 01:32:37.518]  If anybody wants to understand what the real coup is about, then go on my site and read State of Emergency or listen to the audiobook.
[01:32:37.518 --> 01:32:47.422]  Number two, and this is important for you, Alex, to understand, and all of the listeners, you were the method through which we were able to implement the coup.
[01:32:48.192 --> 01:32:54.616]  It wasn't when you used to ask me, how did I know what I was doing or how could I predict it?
[01:32:54.616 --> 01:32:57.278]  The truth was and still is.
[01:32:57.278 --> 01:33:01.140]  And by the way, you did an excellent interview with Mike Flynn.
[01:33:01.140 --> 01:33:05.243]  The truth is you were the vehicle through which I was promoting
[01:33:05.783 --> 01:33:09.545]  The necessary actions that had to be accomplished.
[01:33:09.545 --> 01:33:10.906]  Think of that for a moment.
[01:33:10.906 --> 01:33:21.911]  You were the first entity as a banned video you identified 19 years ago when you came forth and I associated with you on 9-11.
[01:33:21.911 --> 01:33:33.036]  Subsequently, many generals and special forces and Cyber Command and NSA elsewhere understood that the wars that were created by Cheney, who will be under arrest,
[01:33:33.536 --> 01:33:45.888]  The coward that he was in the avoidance of going into the draft by Mitt Romney, a Mormon, who will also be arrested for the corruption he committed with Dane Capital and elsewhere.
[01:33:45.888 --> 01:33:49.031]  He will probably be desanctified from the LDS.
[01:33:50.134 --> 01:33:53.935]  All of these elements came out through you, Alex Jones.
[01:33:53.935 --> 01:33:56.076]  The reason we never used the New York Times.
[01:33:56.076 --> 01:33:57.776]  We didn't do the Washington Post.
[01:33:57.776 --> 01:33:59.157]  We didn't do any of the others.
[01:33:59.157 --> 01:34:01.358]  We understood who controlled them.
[01:34:01.358 --> 01:34:06.299]  I knew about the Murdoch family from the day they came over in 1958.
[01:34:06.299 --> 01:34:07.920]  I never trusted Murdoch.
[01:34:07.920 --> 01:34:09.300]  I didn't trust his family.
[01:34:09.921 --> 01:34:26.050]  What people didn't know, unfortunately, is that Murdoch's mother is an Orthodox Jew, and he is a totally corrupt individual, and a coward, along with his family, who brought in all of these stations and eventually kicked you and others off of it.
[01:34:26.050 --> 01:34:32.054]  So you were chosen as the method through which we could initiate a military coup.
[01:34:32.054 --> 01:34:35.916]  Okay, well, we didn't talk about this beforehand, and I certainly don't want
[01:34:36.616 --> 01:34:37.676]  Any time.
[01:34:37.676 --> 01:34:42.217]  I went to have a peaceful demonstration to show our numbers to expose election fraud.
[01:34:42.217 --> 01:34:49.139]  So how does a bunch of people acting like idiots in the Capitol signify that's General McInerney or whatever saying guys got her laptop?
[01:34:49.139 --> 01:34:51.739]  Would you just dial in and grab the information digitally?
[01:34:51.739 --> 01:34:54.000]  I'm totally confused here.
[01:34:54.000 --> 01:34:55.280]  You shouldn't be confused.
[01:34:55.280 --> 01:35:01.581]  Number one, the people who went there and were at the Capitol, the people I know, went in peacefully.
[01:35:01.581 --> 01:35:04.362]  Those who were involved in taking something out
[01:35:04.994 --> 01:35:08.096]  They were, as I was told, special forces.
[01:35:08.096 --> 01:35:10.218]  This is not a particular general.
