[00:00:09.943 --> 00:00:10.364]  We're here!
[01:55:05.718 --> 01:55:07.359]  I can just pay them off, and they'll take them off.
[01:55:07.379 --> 01:55:07.760]  Who knows?
[01:55:07.800 --> 01:55:08.140]  We'll see.
[01:55:08.460 --> 01:55:11.722]  But see, it's all done corporately, where, oh, it's all authorized, you say.
[01:55:11.782 --> 01:55:13.243]  So that's how they do it.
[01:55:13.263 --> 01:55:18.427]  So tell us, obviously, so people donate, you got injunctions, and what else is going on?
[01:55:19.007 --> 01:55:24.291]  We have that, and I also got on tape, I recorded a phone call with the hospital, then they said,
[01:55:24.815 --> 01:55:29.880]  If you find a place that will take your husband and offer him this treatment, we will gladly airlift him there.
[01:55:29.900 --> 01:55:33.243]  I don't know exactly what that means.
[01:55:33.323 --> 01:55:35.025]  I don't know if that is just lip service.
[01:55:36.298 --> 01:55:37.099]  I don't think it is.
[01:55:37.119 --> 01:55:38.500]  I mean, because they know you're watching them.
[01:55:38.800 --> 01:55:42.603]  They want to obviously go after people that are easy, you know, easier and ignorant.
[01:55:42.643 --> 01:55:45.705]  That's how the racket continues to make $53,000 per intubation.
[01:55:45.745 --> 01:55:46.685]  Even more if there's a death.
[01:55:47.125 --> 01:55:48.867]  Again, these average nurses are just morons.
[01:55:48.887 --> 01:55:49.727]  They don't know what's going on.
[01:55:49.747 --> 01:55:50.708]  The good ones have already quit.
[01:55:51.308 --> 01:55:52.789]  So they're probably, we should do a search.
[01:55:53.229 --> 01:55:58.053]  There are some better hospitals that are actually giving this in most areas.
[01:55:58.853 --> 01:55:59.013]  Yep.
[01:55:59.213 --> 01:56:04.897]  If I can find a place that will accept him, and then all this money will be used to just help us in transferring him there.
[01:56:05.287 --> 01:56:05.547]  I think so.
[01:56:23.667 --> 01:56:25.888]  We know they're gonna be able to have their way with us in the Great Reset.
[01:56:25.968 --> 01:56:30.691]  So, GiveSendGo.com forward slash Roger Gunderson.
[01:56:31.271 --> 01:56:32.932]  We're talking to Melissa Gunderson.
[01:56:33.392 --> 01:56:35.513]  Introduce Scott Miller to us and tell us how he's involved.
[01:56:36.493 --> 01:56:37.634]  Yeah, this is Scott Miller.
[01:56:37.654 --> 01:56:41.036]  I actually met him as a doctor for my children.
[01:56:41.056 --> 01:56:50.701]  I brought my kids in just for just a checkup and met him and we got to talking about just the state of the world right now and things and have the same kind of views and
[01:56:52.196 --> 01:56:59.820]  Thank God that I've met him because he's been just an angel in all this, helping me out, taking my calls, speaking to me at two o'clock in the morning, helping me get through this and figure things out.
[01:56:59.880 --> 01:57:10.426]  And if it was the first or fifth or 30th time or 50th time that I have seen this, I would think it's a whoops.
[01:57:10.666 --> 01:57:17.370]  You know, maybe it's a tired staff or a doctor that just didn't have the information.
[01:57:17.450 --> 01:57:20.292]  But, um, I've been,
[01:57:23.490 --> 01:57:23.990]  How do I say this?
[01:57:24.130 --> 01:57:29.794]  I've been treating the symptoms that the virus causes for about 15 months.
[01:57:31.074 --> 01:57:36.798]  Successfully, I've now been able to be involved with treating close to a thousand patients.
[01:57:38.058 --> 01:57:39.759]  Most of them aren't patients.
[01:57:39.799 --> 01:57:40.880]  They're people that have come to us.
[01:57:42.001 --> 01:57:52.627]  A gentleman found out I had just been posting information to trying to do it quietly on some Facebook pages, just letting people know that
[01:57:53.968 --> 01:58:09.591]  That going home and doing nothing until you're so sick that you can't breathe and then going to a hospital that has a protocol that is fairly effective for a five-year-old with croup, but not somebody in late-stage respiratory distress is a pretty bad policy.
[01:58:10.351 --> 01:58:21.073]  And since from the very beginning, we were told that literally nothing works, that your vitamin D level is of no
[01:58:25.055 --> 01:58:41.543]  Yeah, it's of no significance that N-acetylcysteine and glutathione have no role or benefit in this disease because it's COVID and it's new versus what we know about managing inflammation.
[01:58:43.544 --> 01:58:51.268]  I started getting a little more desperate to make sure because I would basically just, moms would come in and I would just tell them,
[01:58:51.687 --> 01:58:55.468]  I'd write things out and I'm like, share this with everybody, just pass it along.
[01:58:55.808 --> 01:59:07.450]  And, um, I had written a post and, uh, somebody, a gentleman named John Lee interviewed me and it was actually about kids going back to school or not being able to go back to school.
[01:59:07.650 --> 01:59:11.171]  And the rest of our conversation turned into the treatments.
[01:59:11.791 --> 01:59:16.152]  Um, he was unaware that in fact, if you Google melatonin and silver bullet for COVID, uh,
[01:59:18.243 --> 01:59:18.863]  Mind-blowing.
[01:59:19.103 --> 01:59:27.786]  I started studying it when the reports were coming out out of China that children were virtually unaffected by the virus.
[01:59:27.827 --> 01:59:40.111]  And I saw a report out of Italy that, this was end of February, that just kind of blew my mind on the impact of melatonin on inflammasomes and LRP3 and caspase-1.
[01:59:40.151 --> 01:59:42.192]  I mean, just, I was stunned.
[01:59:42.252 --> 01:59:45.673]  I had no idea that it was such an important immunological
[01:59:46.857 --> 01:59:49.178]  Sorry, I haven't slept in a really long time either.
[01:59:49.618 --> 01:59:50.918]  Immunomodulating hormone.
[01:59:51.798 --> 01:59:55.979]  And then obviously, ivermectin.
[01:59:55.999 --> 02:00:05.501]  So, Dr. Seuholt, who does MedCram, a quadruple board certified physician down in Southern California, was talking about the in vitro studies out of Australia.
[02:00:05.521 --> 02:00:16.264]  And I was intrigued because I've used ivermectin or stromectil quite a bit for children with scabies or head lice that we weren't able to manage with topical care.
[02:00:17.540 --> 02:00:17.720]  Done.
[02:00:17.740 --> 02:00:22.103]  I mean, it was just, I was like, whoa, there's immediate.
[02:00:22.263 --> 02:00:29.026]  And anyways, so I started, I just invested every day.
[02:00:29.046 --> 02:00:44.535]  I would spend hours and hours studying what people were doing in India and, and South Africa, Dr. Chetty out of South Africa, Dr. D'Mello in India.
[02:00:45.717 --> 02:00:49.400]  Dr. Carballo in Argentina, just phenomenal work.
[02:00:49.760 --> 02:00:53.103]  Dr. Didier in France was with hydroxychloroquine.
[02:00:53.143 --> 02:00:57.926]  I don't use it just because I didn't need the increased
[02:00:59.290 --> 02:01:00.952]  How should I say?
[02:01:01.233 --> 02:01:03.435]  The medical board has been... That's right.
[02:01:03.475 --> 02:01:18.452]  The medical boards are owned now by Big Pharma, or they take orders from it, and the lawyers, and they're trying to block... I saw FBI SWAT teams attack doctors in Michigan last year that were doing IVs of vitamin C to boost immune systems.
[02:01:18.993 --> 02:01:30.697]  I mean, it's like, oh no, you can't go out and boost your immune system because, as you know, if there's anything approved that could be a therapeutic, then they can't get their emergency authorization for this Frankenshot.
[02:01:31.177 --> 02:01:38.479]  And so you began to educate yourself and now you're watching this case right now unfold in front of your eyes.
[02:01:39.520 --> 02:01:43.021]  Both my mother and father were sick four weeks ago, three weeks ago.
[02:01:44.090 --> 02:01:45.070]  They didn't tell me for a week.
[02:01:45.330 --> 02:01:46.171]  They live here in Austin.
[02:01:46.651 --> 02:01:50.372]  And again, just like with Rob Dude, but my dad I thought was dead.
[02:01:50.432 --> 02:01:51.172]  He was like blue.
[02:01:51.732 --> 02:01:52.852]  He hadn't been up in two days.
[02:01:52.892 --> 02:01:54.573]  My mom was so sick, hadn't been able to help him.
[02:01:54.993 --> 02:01:55.733]  They hadn't called me.
[02:01:55.873 --> 02:01:56.813]  I didn't know this was happening.
[02:01:57.233 --> 02:02:03.275]  I got Dr. Zino over there that day with IV, with the stuff you've been talking about.
[02:02:03.895 --> 02:02:12.504]  And you know, glutathione, all that stuff, ivermectin, the type of steroids that's recommended, oral, the inhalers.
[02:02:12.644 --> 02:02:15.607]  And again, my dad, the next morning was putting furniture together.
[02:02:16.188 --> 02:02:18.771]  I mean, so if he'd have been taken to the hospital, he'd be dead right now.
[02:02:19.111 --> 02:02:19.832]  They would have done nothing.
[02:02:19.852 --> 02:02:20.352]  Dr. Bartlett's like,
[02:02:22.688 --> 02:02:23.668]  Here's some doctors that can help you.
[02:02:24.049 --> 02:02:24.549]  Get him up.
[02:02:25.449 --> 02:02:27.050]  And you know, just all the rest of this stuff.
[02:02:27.310 --> 02:02:27.910]  March him around.
[02:02:27.970 --> 02:02:30.651]  I'm like, physically, get up, do all this stuff, breathe it right now.
[02:02:30.991 --> 02:02:32.151]  Literally yelling, breathe it!
[02:02:32.632 --> 02:02:34.712]  And the next day, he's like 90% better.
[02:02:35.072 --> 02:02:38.514]  Instead, lay in the bed, we're gonna, you know, nothing works, nothing works.
[02:02:38.894 --> 02:02:40.414]  And then most of my crew got it.
[02:02:40.734 --> 02:02:42.675]  And they took all that and knocked it out within days.
[02:02:43.135 --> 02:02:44.556]  So this is just insane.
[02:02:44.696 --> 02:02:47.857]  I experienced what all the science shows that
[02:02:48.337 --> 02:02:51.058]  India is dying sick, take Ivermectin, gone.
[02:02:51.718 --> 02:02:53.138]  All these other countries do it, gone.
[02:02:53.478 --> 02:02:56.619]  And then African countries that use it don't have basically COVID.
[02:02:56.919 --> 02:02:58.279]  Those that don't are all dying.
[02:02:58.699 --> 02:03:07.941]  And then you've got the Japanese main head of their scientists, their main doctor in Tokyo, saying we've treated tens of thousands early, 99% approved, you know, success rate.
[02:03:07.981 --> 02:03:09.121]  I mean, this is real.
[02:03:09.181 --> 02:03:09.602]  It works.
[02:03:10.002 --> 02:03:11.082]  Pushing zinc into the cells.
[02:03:11.422 --> 02:03:15.603]  What is it, sir, from your research that makes Ivermectin and these other things work so well?
[02:03:16.263 --> 02:03:19.425]  Again, the boards will get you if you do hydroxychloroquine, so they try to block that.
[02:03:19.925 --> 02:03:23.347]  And it's not just ivermectin.
[02:03:24.147 --> 02:03:32.191]  There's other things out there as well that we know are really helping that, again, they're trying to block because they want to control society.
[02:03:33.952 --> 02:03:35.573]  Yeah, I think so you're right.
[02:03:35.673 --> 02:03:42.937]  So, you know, the thing is, we have to understand the circulatory nature of the virus, the clotting factors of it, which
[02:03:43.493 --> 02:03:49.817]  Which is why getting on aspirin, using N-acetylcysteine, which helps decrease platelet aggregation, is really, really important.
[02:03:49.857 --> 02:03:55.099]  Not to mention, it's a mucolytic, so it's very helpful for the lungs.
[02:03:56.340 --> 02:04:11.388]  But fluvoxibine, so Dr. Hayter had done a really interesting interview with Dr. Mobine on early use of these antiserotonergic, because of serotonin's role in inflammation in the lungs, or just in general, but in the lungs.
[02:04:14.585 --> 02:04:36.058]  And so, yeah, I'm just studying it and studying it and watching a thousand hours of lectures and interviews by people that doctored, that were not hampered by policies where they could actually look at data from around the world and implement it.
[02:04:36.598 --> 02:04:42.341]  I mean, at this point, when I had people saying, Scott, we don't know what to do.
[02:04:45.694 --> 02:04:54.857]  Yeah, somebody's got and you know, they're satting at 85 and you know, it's a 78 year old and they were scared to take him to the hospital.
[02:04:54.917 --> 02:04:55.437]  Can you help?
[02:04:57.978 --> 02:05:01.019]  I figured if my answer is no, then I'm useless.
[02:05:03.940 --> 02:05:05.160]  I've already looked at the data.
[02:05:05.320 --> 02:05:07.521]  So I'm either afraid to help or
[02:05:10.595 --> 02:05:12.076]  I mean, there's only two options.
[02:05:12.116 --> 02:05:15.278]  I'm either afraid, ignorant, or I'm going to do something.
[02:05:15.538 --> 02:05:20.080]  And that's the reality of this, is that it's evil corporations taking over the medical system.
[02:05:20.100 --> 02:05:24.382]  They're exploiting everybody, ripping us off, depopulating us, and admitting that's their plan.
