[00:00:00.000 --> 00:00:13.220]   *fart* *outro*
[01:06:34.955 --> 01:06:37.116]  And I'm like, oh, look, I'm right there.
[01:06:37.277 --> 01:06:38.297]  There really are killing us.
[01:06:39.718 --> 01:06:43.179]  I have a sinking feeling because I have four children and I feel connected to everybody else.
[01:06:45.219 --> 01:06:49.141]  I've got the German numbers and the UK numbers and the US numbers and the Israeli numbers.
[01:06:49.741 --> 01:07:00.405]  And then I find Pfizer executives bragging in documents two years ago, before this even started, that we're going to give people mRNA vaccines and they're going to erase their immunity.
[01:07:00.425 --> 01:07:03.466]  So you'll have to constantly take all these new shots.
[01:07:03.586 --> 01:07:06.547]  And it's so diabolical.
[01:07:07.267 --> 01:07:11.169]  And then the FDA comes out and says, we don't want to release any documents until the year 2077.
[01:07:15.265 --> 01:07:15.866]  That's not a joke.
[01:07:16.887 --> 01:07:19.049]  So you couldn't be more guilty.
[01:07:19.089 --> 01:07:19.930]  It's all confirmed.
[01:07:19.950 --> 01:07:21.692]  And so we're at this moment of truth.
[01:07:22.073 --> 01:07:25.416]  David Icke, you have been fighting harder than anybody out there.
[01:07:25.436 --> 01:07:30.021]  And I know you're always been a hard worker, but I mean, I mean, I see what you and your family are doing.
[01:07:30.042 --> 01:07:31.143]  You guys are fighting hard.
[01:07:31.423 --> 01:07:32.224]  You're not backing down.
[01:07:32.504 --> 01:07:33.766]  What can everybody else do?
[01:07:33.866 --> 01:07:36.489]  What can we do to transcend this evil?
[01:07:36.909 --> 01:07:42.815]  Obviously say no, speak out, but I mean, I think everybody listening has to do what you and others have done.
[01:07:42.835 --> 01:07:45.057]  They're going to have to get in the streets and get vocal.
[01:07:45.098 --> 01:07:49.742]  Not violent, but get very vocal and in people's faces because they're coming for the children now.
[01:07:49.802 --> 01:07:59.873]  It's one thing if adults want to be dumb and get locked down and get poisoned and get killed, but it's on our hands, I think, if we don't stop these monsters now as Fauci and others say they're coming for the newborn babies.
[01:08:01.391 --> 01:08:02.711]  Well, I'll give you an example.
[01:08:03.732 --> 01:08:23.317]  The fascist, unelected, aristocratic Austrian leader and government announced, they've gone full lockdown now for everyone, but they announced last week that they were going to lock down the non-fake vaccinated and the numbers were about 2 million.
[01:08:24.317 --> 01:08:26.278]  Now, what?
[01:08:28.655 --> 01:08:38.640]  Two million people are going to sit in their homes because some prat of an aristocrat dictates that they will, who's not even elected.
[01:08:39.420 --> 01:08:39.720]  What?
[01:08:40.720 --> 01:08:41.581]  What are you doing?
[01:08:42.461 --> 01:08:43.602]  Get in the streets!
[01:08:44.082 --> 01:08:45.303]  Go about your life!
[01:08:46.323 --> 01:08:47.063]  Ignore them!
[01:08:47.724 --> 01:08:59.143]   How are you going to enforce on two million people The impositions of this fascist dictatorship in Austria now.
[01:08:59.743 --> 01:09:00.404]  You're not!
[01:09:01.645 --> 01:09:06.349]  You add all the... You add the people in full knowledge that are doing this.
[01:09:06.389 --> 01:09:11.112]  You even add the government administrators who mindlessly play it out.
[01:09:12.133 --> 01:09:13.514]  You add the law enforcement.
[01:09:13.554 --> 01:09:14.555]  You add the military.
[01:09:15.285 --> 01:09:19.927]  And you're still talking tiny numbers in relation to the population.
[01:09:20.447 --> 01:09:24.770]  You can't enforce this on two million people that won't have it enforced upon them.
[01:09:25.390 --> 01:09:31.293]  And I am getting tired, frankly, of people saying, what can we do?
[01:09:33.534 --> 01:09:35.214]  What's the answer?
[01:09:35.875 --> 01:09:40.257]  Well, get yourself a bloody calculator and do the numbers.
[01:09:41.135 --> 01:09:49.901]  How many people there are still who can see this, who are not fake vaccinated, who are in the streets, who are pushing back against this?
[01:09:50.721 --> 01:09:59.787]  And see that we still have a vast number of people that are capable of meeting this challenge through non-cooperation.
[01:10:00.628 --> 01:10:07.372]  You know, they say you can't go on public transport unless you have a mask or a fake vaccine.
[01:10:07.852 --> 01:10:10.594]  Okay, well let's all go on public transport then.
[01:10:11.317 --> 01:10:13.238]  Let's make it unenforceable.
[01:10:13.738 --> 01:10:14.758]  It's the only way.
[01:10:14.818 --> 01:10:28.542]  And, you know, we have to move from seeing it, which is the start, of course it's the start, to not cooperating with it and not just not doing what they say, but doing the opposite to what they say.
[01:10:29.443 --> 01:10:30.703]  It becomes unenforceable.
[01:10:31.103 --> 01:10:34.044]  And eventually you start, it started to happen in some areas.
[01:10:35.064 --> 01:10:45.952]   People who are enforcing this, like in uniform, They start to realise, my God, how long has it taken you, that it's their kids that are getting this fake vaccine.
[01:10:46.012 --> 01:10:47.833]  It's them that are getting this fake vaccine.
[01:10:49.373 --> 01:10:55.316]  Because this is not a war on part of humanity.
[01:10:56.036 --> 01:10:56.896]  It's not.
[01:10:57.597 --> 01:10:59.978]  It's a war on humanity.
[01:11:00.518 --> 01:11:06.930]   Not least because, if we go deeper into this, Behind all this is a non-human force.
[01:11:07.250 --> 01:11:12.613]  That's why the unfolding agenda is so anti-human.
[01:11:13.273 --> 01:11:22.378]  You that get the fake vaccine, you that have the booster, you that will have the fourth one if you're alive then, they're after you as well!
[01:11:23.638 --> 01:11:29.421]  And we have to come together and realise that we are facing a common enemy.
[01:11:29.780 --> 01:11:33.699]   Now, some of them never will, because, you know, it's like a firewalled computer.
[01:11:33.699 --> 01:11:35.780]  They can't process logic.
[01:11:35.780 --> 01:11:42.140]   But there's vast numbers of people out there that need to grow a pair, grow a spine,
[01:11:42.140 --> 01:11:48.619]   and just -- that's why I said earlier, realize we are at the gates of hell here.
[01:11:48.619 --> 01:11:54.701]   And if we don't stand up to this now and refuse to cooperate with it and push back on it,
[01:11:54.701 --> 01:11:57.220]  then the gates of hell are going to open.
[01:11:57.220 --> 01:11:59.460]  They are for many people already.
[01:11:59.460 --> 01:12:01.060]  So come on people.
[01:12:01.084 --> 01:12:02.305]  No more excuses.
[01:12:02.585 --> 01:12:07.987]  We've got to put this as number one priority in our lives until we've sorted it.
[01:12:08.488 --> 01:12:11.789]  And then we can go back to living our lives as we see fit.
[01:12:11.809 --> 01:12:20.194]  But at the moment, there's a war on humanity, and humanity has to start pushing back on this in greater and greater numbers.
[01:12:20.234 --> 01:12:33.163]   Now, fortunately, you're seeing that because, you know, there's a massive difference Between the situation where you think you've got something to lose.
[01:12:33.763 --> 01:12:38.887]  When you think you've got something to lose, you will acquiesce more likely.
[01:12:39.768 --> 01:12:42.090]  Because you're trying to protect what you think you've got to lose.
[01:12:42.891 --> 01:12:47.835]  We are at a point, ladies and gentlemen of the world, where we've got nothing left to lose.
[01:12:48.496 --> 01:12:55.121]  There is nothing they can threaten us with that is worse than what they are wanting us to acquiesce to.
[01:12:55.282 --> 01:12:55.662]  Nothing!
[01:12:56.716 --> 01:13:01.520]  And therefore, we need to realise we have nothing left to lose.
[01:13:02.060 --> 01:13:06.584]  Whatever they throw at us cannot be worse than what they're coming at us with.
[01:13:07.104 --> 01:13:09.366]  So at that point, nothing left to lose.
[01:13:09.867 --> 01:13:12.869]  Many, many people change their attitudes.
[01:13:13.129 --> 01:13:20.415]  You know, if you're faced with an army coming at you and you've got an escape route, you'll probably take it.
[01:13:21.178 --> 01:13:29.721]  But when you've got an army coming at you through a pass, and that's the only way in and out, then what have you got to lose?
[01:13:29.741 --> 01:13:30.861]  You might as well have a go.
[01:13:31.842 --> 01:13:34.022]  Otherwise, just lie down and let them do what they want.
[01:13:34.082 --> 01:13:34.562]  No, no.
[01:13:35.383 --> 01:13:36.763]  We've got to have a go now.
[01:13:37.263 --> 01:13:42.805]  And just realise that there is nothing worse than what they want to impose upon us.
[01:13:43.125 --> 01:13:44.506]  So we might as well have a go at it.
[01:13:44.906 --> 01:14:03.882]   And we'll realise, In doing that, where the real power is, because, you know, in Britain, in the early part of the lockdown, if you remember, in 2020, Britain was, and England particularly, was pushing forward even more than most places in the world.
[01:14:04.723 --> 01:14:12.849]  But now we are being affected in England less than many other countries around the world.
[01:14:13.453 --> 01:14:14.754]  Because of the pushback.
[01:14:15.114 --> 01:14:26.262]  They're making a, obviously the global cult, which is working through all these governments, is putting pressure on the government in Westminster to go with the agenda.
[01:14:26.302 --> 01:14:30.085]  But they're making, up to this point anyway, they're making a judgment.
[01:14:30.125 --> 01:14:32.886]  Well, actually, we don't think we're going to get away with this at the moment.
[01:14:32.907 --> 01:14:34.287]  That was my next question, David.
[01:14:34.728 --> 01:14:35.849]  We'll come back and talk about this.
[01:14:36.329 --> 01:14:38.470]  It's obviously not going well for them.
[01:14:38.550 --> 01:14:41.192]   I mean, it's This is they've been waiting for decades for this.
[01:14:41.552 --> 01:14:42.493]  We know they've been preparing it.
[01:14:42.513 --> 01:14:48.536]  They admit that they've now launched their takeover plan, and I don't see their offensive actually going very well.
[01:14:48.616 --> 01:14:49.117]  It's terrible.
[01:14:49.197 --> 01:14:49.617]  It's horrible.
[01:14:49.637 --> 01:14:51.158]  They're killing a bunch of people.
[01:14:51.238 --> 01:14:58.522]  But I mean, I see the awakening, especially in high level people in government media that I know that are now 100% awake.
[01:14:58.762 --> 01:15:01.584]  Before they thought you and I were smart, but maybe a little overboard.
[01:15:01.944 --> 01:15:03.805]  Now they listen to us like it's the gospel.
[01:15:04.145 --> 01:15:05.406]  And so the worms turning.
[01:15:06.581 --> 01:15:12.945]  But the thing is, you see, I used this analogy a long time ago, just when the Covid era was starting.
[01:15:14.145 --> 01:15:31.415]  You know, I use the analogy of a middle distance race and the Colts in the pack and it comes round the last lap and they get to 200 metres out and now they're going to make their break for home.
[01:15:31.435 --> 01:15:32.736]  They're going to make their break for the line.
[01:15:33.316 --> 01:15:37.701]   And if you watch These middle distance races.
[01:15:38.362 --> 01:15:44.686]  Those that break for the line and get caught usually don't win.
[01:15:44.707 --> 01:15:46.548]  They don't usually kick on a second time.
[01:15:46.748 --> 01:15:47.769]  They usually don't win.
[01:15:47.809 --> 01:15:49.610]  They get passed.
[01:15:49.750 --> 01:15:52.733]  And this cult has made a sprint for the line.
[01:15:52.753 --> 01:15:54.134]  That's what the COVID era is all about.
[01:15:54.154 --> 01:15:54.594]  Stay there.
[01:15:54.614 --> 01:15:56.095]  Your analogy is absolutely right.
[01:15:56.175 --> 01:15:58.437]  We've got to just commit.
[01:15:58.457 --> 01:15:59.398]  We're going to win this race.
[01:16:01.397 --> 01:16:06.200]  Today, anyone who is awake can clearly see why Alex Jones was deplatformed.
[01:16:06.901 --> 01:16:12.585]  InfoWars was right above the target, and the globalists were a year out from launching their attack.
