[00:00:09.856 --> 00:00:12.277]  Oh, got my bag.
[01:17:28.510 --> 01:17:38.316]  When we build power, when we build anything now, we have to take into account that climate change is real or people will be caught the way the people in Texas were.
[01:17:38.316 --> 01:17:40.337]  So they say coal plants cause climate change.
[01:17:40.337 --> 01:17:41.217]  First it was global warming.
[01:17:41.217 --> 01:17:42.618]  Now we're having a big freezing spell.
[01:17:42.618 --> 01:17:43.639]  So it's, oh, it's change.
[01:17:43.639 --> 01:17:46.120]  Any change is man, not the sun.
[01:17:46.120 --> 01:17:48.722]  And so it's because we didn't have enough
[01:17:50.841 --> 01:17:54.362]  Of this type of energy that can handle climate change.
[01:17:54.362 --> 01:17:55.263]  What does that even mean?
[01:17:55.263 --> 01:17:56.683]  It means nothing.
[01:17:56.683 --> 01:18:01.225]  Because we don't have energy that can deal with these type of problems.
[01:18:01.225 --> 01:18:02.166]  What does that mean?
[01:18:02.166 --> 01:18:05.227]  It's the windmills that aren't reliable.
[01:18:05.227 --> 01:18:07.989]  He's saying we need reliable, diverse energy.
[01:18:07.989 --> 01:18:08.549]  What does that mean?
[01:18:10.715 --> 01:18:12.016]  It's coal.
[01:18:12.016 --> 01:18:15.759]  Nothing burns better and safer than coal.
[01:18:15.759 --> 01:18:16.660]  Nothing.
[01:18:16.660 --> 01:18:22.664]  Whether you're cooking pizzas or whether you're turning a water turbine.
[01:18:22.664 --> 01:18:25.506]  And we happen to have the cleanest coal in the world here.
[01:18:25.506 --> 01:18:30.170]  And after it goes through scrubbers, nothing comes out but water vapor and carbon dioxide.
[01:18:30.170 --> 01:18:32.952]  But again, Penn and Teller did it 20 years ago.
[01:18:32.952 --> 01:18:34.032]  I've done it as well many times.
[01:18:34.032 --> 01:18:38.736]  You go out and talk to the average person on the hiking bike trail in New York or
[01:18:39.659 --> 01:18:43.520]  You know, Central Park or in Austin, Texas at the Greenbelt.
[01:18:43.520 --> 01:18:45.300]  Leanne McAdoo did it about six years ago.
[01:18:45.300 --> 01:18:46.501]  We ought to find that report and air it.
[01:18:46.501 --> 01:18:48.161]  And she talked to like 50 people.
[01:18:48.161 --> 01:18:49.141]  She didn't cherry-pick them.
[01:18:49.141 --> 01:18:54.383]  And every one of them but one person said, she'd say, we need to ban dihydrogen monoxide.
[01:18:54.383 --> 01:18:55.503]  It's all over the place.
[01:18:55.503 --> 01:18:58.104]  It causes increased urination.
[01:18:58.104 --> 01:19:00.784]  You know, if you have too much of it, it can kill you.
[01:19:00.784 --> 01:19:04.925]  And almost every person, including one guy, said, I'm a chemist from Cornell.
[01:19:04.925 --> 01:19:06.386]  He started hitting on her.
[01:19:06.386 --> 01:19:07.026]  But he goes,
[01:19:10.854 --> 01:19:12.895]  I agree, we should ban hydrogen monoxide.
[01:19:12.895 --> 01:19:14.596]  She's like, you know, that's the name of water.
[01:19:14.596 --> 01:19:17.658]  But see, it sounds scary.
[01:19:17.658 --> 01:19:25.462]  We all know oxygen is good, but carbon dioxide, oh, that sounds like monoxide, totally different.
[01:19:25.462 --> 01:19:27.203]  Let's hear from him one more time.
[01:19:27.203 --> 01:19:35.167]  What's the word he used for energy that's resilient?
[01:19:35.167 --> 01:19:36.588]  Well, that's not
[01:19:38.843 --> 01:19:39.444]  Wind turbines?
[01:19:39.444 --> 01:19:40.426]  That's not natural gas.
[01:19:40.426 --> 01:19:42.491]  Here it is.
[01:19:42.491 --> 01:19:45.938]  The bottom line is, Texas thought it could go at it alone.
[01:19:46.738 --> 01:19:49.601]  ...and built a system that ignored climate change.
[01:19:49.601 --> 01:19:51.622]  It was not what's called resilient.
[01:19:51.622 --> 01:19:53.664]  And now Texas is paying the price.
[01:19:53.664 --> 01:19:54.945]  I hope they learn the lesson.
[01:19:54.945 --> 01:19:56.467]  When we build power... Alright, that's enough.
[01:19:56.467 --> 01:19:59.770]  ...when we build anything... So exactly what they did to us.
[01:19:59.770 --> 01:20:01.331]  Obama did this.
[01:20:01.331 --> 01:20:01.711]  Period.
[01:20:01.711 --> 01:20:04.674]  You can argue, hey, the gas-powered plants failed the coal.
[01:20:04.674 --> 01:20:11.600]  Yeah, because we have to have those, because the wind doesn't work, and we're not building new nuclear reactors, and so we have... the coal's gone.
[01:20:13.146 --> 01:20:14.747]  And he calls that resilience.
[01:20:14.747 --> 01:20:16.728]  That is a total inversion.
[01:20:16.728 --> 01:20:18.069]  Overhead shot, please.
[01:20:18.069 --> 01:20:31.517]  So if a pentacle is a star, is a symbol of a person, a head, two arms, two legs, if you reverse that, that's called Satanism, an inversion of humanity.
[01:20:31.517 --> 01:20:38.541]  And what does everything the globalists do?
[01:20:38.541 --> 01:20:39.542]  It's an inversion of
[01:20:42.628 --> 01:20:46.489]  Reality.
[01:20:46.489 --> 01:20:48.630]  Okay.
[01:20:48.630 --> 01:20:54.412]  I've got Ezra Levant, who is a really great patriot and a smart fellow.
[01:20:54.412 --> 01:21:01.375]  He runs really the only successful nationalistic, patriotic, pro-freedom organization left in Canada.
[01:21:01.375 --> 01:21:08.137]  I mean, Canada is just an incredible country, great people, but they are just like a lot of nice people in my state are just zombies, man.
[01:21:08.137 --> 01:21:09.658]  They're just in a coma.
[01:21:10.518 --> 01:21:14.960]  And they've got incredibly arresting preachers that have church services after a year of lockdown.
[01:21:14.960 --> 01:21:16.701]  They're still locked down up there.
[01:21:16.701 --> 01:21:20.824]  But they let Black Lives Matter and Antifa run around and attack whoever they want.
[01:21:20.824 --> 01:21:22.384]  That's all coming up with him.
[01:21:22.384 --> 01:21:24.065]  And then this is a big story.
[01:21:24.065 --> 01:21:25.766]  And I'm not hitting this because I'm in it.
[01:21:25.766 --> 01:21:28.148]  I mean, there's probably 10 other big stories we're in.
[01:21:28.148 --> 01:21:32.550]  I'm not even covering, including the FBI wanting to arrest me and all the rest of it.
[01:21:32.550 --> 01:21:37.573]  But this one's big because it's such absolute crap.
[01:21:37.573 --> 01:21:39.794]  I mean, you read it and just all of it is wrong.
[01:21:42.429 --> 01:21:48.695]  And of course it's from BuzzFeed, but then all the, quote, serious media picked it up after BuzzFeed put it out.
[01:21:48.695 --> 01:21:56.601]  Mark changed the rules, how Facebook went easy on Alex Jones and other right-wing figures.
[01:21:56.601 --> 01:22:00.124]  Oh, he went easy on us!
[01:22:00.124 --> 01:22:03.087]  They wrote rules saying that people could promote my murder.
[01:22:03.087 --> 01:22:05.009]  I'm going to show you, mainstream news.
[01:22:05.009 --> 01:22:06.470]  And then Zuckerberg changed that
[01:22:07.213 --> 01:22:11.776]  And so, they tell you about the changes, but don't say what it was he changed.
[01:22:11.776 --> 01:22:18.540]  So Zuckerberg's like, okay, you're not allowed to compliment Alex Jones, and you're not allowed to post his stuff, but you can't kill him.
[01:22:18.540 --> 01:22:20.481]  That's illegal.
[01:22:20.481 --> 01:22:24.904]  I'm actually going to show you what they put out from them.
[01:22:24.904 --> 01:22:27.385]  Remember that, a year and a half ago?
[01:22:27.385 --> 01:22:31.548]  A list of, like, Louis Farrakhan, Alex Jones, Laura Loomer, Paul Joseph Watson?
[01:22:31.548 --> 01:22:32.509]  What is he doing aggressive?
[01:22:32.509 --> 01:22:34.930]  He's not even an activist.
[01:22:34.930 --> 01:22:35.410]  I wish he was.
[01:22:35.410 --> 01:22:36.271]  He'd be a great one on the street.
[01:22:36.977 --> 01:22:42.544]  But oh, Paul Joseph Watson, they said you are allowed to promote violence against him, because he's a bully.
[01:22:42.544 --> 01:22:47.171]  And Zuckerberg goes, hey guys, we can't overtly try to get him killed, okay?
[01:22:47.171 --> 01:22:49.313]  Okay, that's illegal.
[01:22:49.313 --> 01:22:50.455]  That's like putting a contract out.
[01:22:51.132 --> 01:22:56.534]  And so they're like, they have the Southern Poverty Law Center and ADL in here going, it's time to arrest Mark Zuckerberg.
[01:22:56.534 --> 01:23:01.635]  Yes, he won't let us kill Alex Jones because we're loving liberals.
[01:23:01.635 --> 01:23:07.297]  And that Mark Zuckerberg, you know, he just took over the Australian media and wouldn't let any news of the government be promoted on Facebook.
[01:23:07.297 --> 01:23:10.258]  I mean, you know, he's just he's just throwing countries to the side.
[01:23:10.258 --> 01:23:12.559]  But, you know, he's easy on Alex Jones.
[01:23:12.559 --> 01:23:14.760]  Oh, Mark, thank you.
[01:23:14.760 --> 01:23:17.741]  You were so easy on me.
[01:23:17.741 --> 01:23:19.041]  You were so easy on me.
[01:23:20.522 --> 01:23:24.083]  You wouldn't let them promote my murder!
[01:23:24.083 --> 01:23:25.523]  So we've got that coming up.
[01:23:25.523 --> 01:23:28.304]  I'll open the phones up in the third hour today.
[01:23:28.304 --> 01:23:34.325]  And speaking of that devil, Paul Joseph Watson will be hosting in the fourth hour.
[01:23:34.325 --> 01:23:36.025]  You know, the guy that deserves to die?
[01:23:36.025 --> 01:23:43.487]  But it's okay, because like, you know, drink your fluoride, drink your mercury, take your aluminum, just all of it, and you're going to go away to a happy place.
[01:23:43.487 --> 01:23:44.967]  And then it's going to save the earth, okay?
[01:23:44.967 --> 01:23:49.228]  So listen to Bill Gates, listen to Adolf Hitler, and just kill yourselves.
[01:23:50.691 --> 01:23:52.094]  I don't actually agree with that.
[01:23:52.094 --> 01:23:52.556]  We'll be right back.
[01:23:55.959 --> 01:24:02.283]  Have you ever thought about turning your Glock, XD family, or 1911 handgun into a semi-automatic carbine?
[01:24:02.283 --> 01:24:04.465]  It only takes about 30 seconds.
[01:24:04.465 --> 01:24:12.651]  The MAC Tech Carbine Upper is classified as an accessory and can be delivered right to your doorstep with no FFL or background check required.
[01:24:12.651 --> 01:24:15.413]  It's the world's most versatile pistol accessory.
[01:24:15.413 --> 01:24:17.394]  Build your custom upper today.
[01:24:17.394 --> 01:24:19.816]  Simply go to handgunconversion.com.
[01:24:19.816 --> 01:24:21.277]  That's handgunconversion.com.
[01:24:22.702 --> 01:24:29.067]  What if you could cut your heating bills this winter with your existing wood-burning fireplace and not spend thousands doing it?
[01:24:29.067 --> 01:24:32.030]  You can with Great Wall of Fire Fireplace Grates.
[01:24:32.030 --> 01:24:32.470]  Our U.S.
[01:24:32.470 --> 01:24:40.617]  patented, made in America, Wall of Fire Grates increase fireplace efficiency, eliminate fireplace smoke problems, and come with a 30-day money-back guarantee.
[01:24:40.617 --> 01:24:44.220]  See our grates in action and get free shipping from walloffire.com or call 800-274-7364.
[01:24:44.220 --> 01:24:45.981]  Fireplace heat without fireplace smoke.
[01:24:45.981 --> 01:24:46.261]  walloffire.com.
[01:24:53.797 --> 01:24:57.639]  Cognitive dissonance is a major issue amongst the left.
[01:24:57.639 --> 01:25:01.961]  It can be very stressful dealing with facts you refuse to accept.
[01:25:01.961 --> 01:25:10.085]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[01:25:10.725 --> 01:25:27.432]  Recent studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[01:25:27.432 --> 01:25:38.477]  Recent studies have suggested that high EPA and DHA fish oil can stimulate immune function by increasing the concentration and activity of immune cells.
[01:25:38.977 --> 01:25:47.467]  It worked for my family, and now I can have a logical and calm discussion about actual facts that pertain to reality.
[01:25:47.467 --> 01:25:53.854]  Get your ultimate fish oil for a friend, family member, or yourself at InfoWarsStore.com.
[01:25:53.854 --> 01:25:57.078]  Finally, we're seeing major state governments
[01:25:57.702 --> 01:25:58.243]  We're good to go.
[01:26:14.239 --> 01:26:15.620]  It's Winter Sun.
[01:26:15.620 --> 01:26:21.205]  It's back in stock with Vitamin K. Both are essential for your immune system and for your body.
[01:26:21.205 --> 01:26:23.847]  We got a limited shipment in.
[01:26:23.847 --> 01:26:24.928]  It's 25% off.
[01:26:24.928 --> 01:26:25.989]  Winter Sun.
[01:26:25.989 --> 01:26:30.372]  It's Vitamin D3 highest quality with Vitamin K. Taken sublingually under the tongue.
[01:26:30.372 --> 01:26:31.393]  Limited amount.
[01:26:31.393 --> 01:26:31.913]  25% off.
[01:26:31.913 --> 01:26:33.334]  Get it with Ultra 12.
[01:26:33.334 --> 01:26:36.377]  Now back in stock together for 40% off.
[01:26:36.377 --> 01:26:37.558]  Or Ultra 12 by itself.
[01:26:38.398 --> 01:26:40.540]  50% off at InfoWarsTore.com.
