[00:00:04.091 --> 00:00:15.416]  I'm watching the midterms.
[01:35:27.665 --> 01:35:47.458]  That's just a beta test for what's now rolling out with Facebook claiming ownership of the metaverse and buying up hundreds of VR companies and now trying to force its users and employees to solely live in a fantasy world controlled and orchestrated by Zuckerberg and the organizations that he works with.
[01:35:48.158 --> 01:35:53.524]  This priest class wants to lock us in our five senses here in the third dimension.
[01:35:53.524 --> 01:36:04.616]  And to do that, they're creating an artificial electronic prison or matrix to seduce us into giving up control of our bodies and our minds.
[01:36:04.616 --> 01:36:06.779]  This is the greatest deception ever.
[01:36:07.559 --> 01:36:17.382]  Evil is digging in because it knows humanity is waking up and that group consciousness is forming and that we are beginning to transcend the third dimension.
[01:36:17.382 --> 01:36:29.665]  Everything that's being launched against us is an attempt to hold us in the third dimension and not just enslave us, but finally completely destroy us and absorb our energy into this system they're building.
[01:36:30.345 --> 01:36:32.787]  This is beyond the satanic ritual.
[01:36:32.787 --> 01:36:35.608]  This is beyond anything you've read about in science fiction.
[01:36:35.608 --> 01:36:39.431]  Because this is actually happening in the real world today.
[01:36:39.431 --> 01:36:41.452]  And we have discovered their secrets.
[01:36:41.452 --> 01:36:43.213]  We've discovered how to stop them.
[01:36:43.213 --> 01:36:52.239]  And we have put it all together in an easy to understand system that gives you the tools to not just defeat the globalists, but to transcend to the next level.
[01:36:52.799 --> 01:36:59.023]  It's so important for all of you that already know this and have already witnessed this for yourselves to understand.
[01:36:59.023 --> 01:37:11.871]  You are the leaders of the future that must go to the next level so that you and I and others working together can free the rest of humanity before they get trapped in this artificial matrix system that Globalist are building.
[01:37:11.871 --> 01:37:13.012]  All I'm offering is the truth.
[01:37:13.152 --> 01:37:15.833]  The film The Matrix made in 1999 is not original.
[01:37:15.833 --> 01:37:25.018]  Documents came out in 1990, from the late 1970s, where NASA and DARPA were developing a plan very similar to The Matrix.
[01:37:25.018 --> 01:37:27.299]  And all that information is now public.
[01:37:27.299 --> 01:37:39.486]  They're attempting to seduce us to give up our five senses, not just holding us in the third dimension, but actually creating an artificial slave system so that they can turn us into their programmable slaves.
[01:37:40.126 --> 01:37:48.669]  Humanity are not robots, no matter how many times Ray Kurzweil and the social engineers tell us this, but they are trying to turn us into robots.
[01:37:48.669 --> 01:37:53.030]  That's why in December of 2021, we are launching Reset Wars.
[01:37:53.030 --> 01:37:55.771]  Find out more information at ResetWars.com.
[01:38:06.826 --> 01:38:10.728]  Well, I've been trying to get him in studio with us for a while and he's done it.
[01:38:10.728 --> 01:38:15.390]  Mike Cernovich, an old friend of mine, Cernovich.com, author, researcher.
[01:38:15.390 --> 01:38:21.873]  He had a number one film as well, Hoax, went to the top of Amazon.
[01:38:21.873 --> 01:38:31.057]  Again, Mike Cernovich is a lawyer, author, free speech activist, documentary filmmaker, featured film, free speech, silenced, a producer, unconvention.
[01:38:31.057 --> 01:38:31.878]  Yeah, Hoax is excellent.
[01:38:33.624 --> 01:38:34.044]  Absolutely.
[01:38:57.281 --> 01:38:58.502]  Amazing.
[01:38:58.502 --> 01:39:00.024]  The one, the new film coming out about you.
[01:39:00.024 --> 01:39:01.526]  I don't know if you've watched that one.
[01:39:01.526 --> 01:39:02.907]  I have a rule, I don't watch things I'm in.
[01:39:02.907 --> 01:39:03.848]  Oh my god, it's so good.
[01:39:03.848 --> 01:39:05.850]  I've not seen Hoaxed, even though it hit number one.
[01:39:05.850 --> 01:39:11.617]  Yeah, even Shawna, who's not very political, my wife, was like, this is really good filmmaking.
[01:39:11.617 --> 01:39:15.181]  So Alex's War, I'm really excited for whenever that comes out.
[01:39:15.181 --> 01:39:15.701]  It's a very
[01:39:16.562 --> 01:39:29.448]  It's a biop... I noticed in Why the Left's films are terrible, and Norm Macdonald did a segment on why Alec Baldwin isn't funny when he talks about Trump, and that's when it registered in my mind.
[01:39:29.448 --> 01:39:35.031]  The only way to do a good film about a subject is to let the subject express who they are.
[01:39:35.971 --> 01:39:40.695]  And the left doesn't want to let us do that about ourselves, so they try to caricature us.
[01:39:40.695 --> 01:39:44.999]  And then even the left doesn't want to watch it because they go, this is just a dumb film.
[01:39:44.999 --> 01:39:45.880]  This is just stupid.
[01:39:45.880 --> 01:39:48.582]  It's not reality, so it's not entertaining.
[01:39:48.582 --> 01:39:49.943]  Yeah, it's just stupid.
[01:39:49.943 --> 01:39:54.087]  So the only way to make a real film about us is to show who we really are.
[01:39:54.087 --> 01:39:56.629]  But if you show who you really are, then more and more people like us.
[01:39:56.629 --> 01:39:57.390]  So they're caught in this
[01:39:57.990 --> 01:40:08.879]  Terrible Catch-22 of filmmaking, whereas I can't even read the articles about myself, not because, oh, I'm so sad they're being mean to me, but because it's dumb.
[01:40:08.879 --> 01:40:09.720]  It's stupid.
[01:40:09.720 --> 01:40:12.322]  The same thing that when I try to read stuff about you.
[01:40:12.322 --> 01:40:17.347]  So what I like about Alex's War, the film about you coming out, is it isn't
[01:40:18.127 --> 01:40:19.528]  Alex Jones propaganda.
[01:40:19.528 --> 01:40:21.969]  It isn't Alex Jones is the greatest man who ever walked the earth.
[01:40:21.969 --> 01:40:24.029]  It is this who is who he is.
[01:40:24.029 --> 01:40:25.510]  This is the character arc.
[01:40:25.510 --> 01:40:26.490]  This is the story arc.
[01:40:26.490 --> 01:40:28.311]  This is where he began.
[01:40:28.311 --> 01:40:29.312]  This is where he is now.
[01:40:29.312 --> 01:40:32.053]  This is the part that he's at the hero's journey.
[01:40:32.053 --> 01:40:33.853]  And where you know, where is it going to end?
[01:40:33.853 --> 01:40:38.175]  We don't know because of course you're in a different character arc in your own life.
[01:40:38.175 --> 01:40:39.596]  Because even though you've done so much,
[01:40:40.676 --> 01:40:46.960]  There's now a seminal point in your life, a seminal conflict in your life, where Act 3 is actually beginning in your film.
[01:40:46.960 --> 01:41:00.547]  So as much as you've done, you're now moving into Act 3, which for me as a storyteller, filmmaker, and fan of the arts, I enjoy, even though personally I feel that you've been horribly mistreated.
[01:41:00.547 --> 01:41:04.349]  So I'm in this contradictory position in my life where
[01:41:05.498 --> 01:41:11.803]  Personally, I don't like what's happened to you or Bannon, James O'Keefe, Project Veritas, me.
[01:41:11.803 --> 01:41:17.368]  But then I think artistically, it's the greatest art that we've ever witnessed in our life.
[01:41:17.368 --> 01:41:18.309]  It's real life.
[01:41:18.309 --> 01:41:19.730]  This is like Greek tragedy stuff.
[01:41:19.730 --> 01:41:21.711]  This is real good guys, bad guys.
[01:41:23.062 --> 01:41:29.807]  Good versus evil, the character arcs of people, the evil forces are marshalling against the forces of good.
[01:41:29.807 --> 01:41:33.989]  They're trying to attack anyone who speaks out in favor of God.
[01:41:33.989 --> 01:41:38.752]  It's anti-Christian now, full-on anti-Christian that can't really be denied.
[01:41:38.752 --> 01:41:41.774]  And I'm enthralled by the stories of the people.
[01:41:41.774 --> 01:41:42.735]  It's interesting.
[01:41:42.735 --> 01:41:45.077]  So I try to take a step back even for my own self.
[01:41:46.144 --> 01:42:05.068]  And not even look at my emotions or how I feel about a given situation, and I zoom out and think, what an incredible, and I've got to be careful because I don't want to maybe summon more tragedy on us, but I'll just say, what an incredible life God has led us to lead, if you view it that way.
[01:42:05.068 --> 01:42:06.928]  This is definitely a grand adventure.
[01:42:06.928 --> 01:42:11.649]  Yeah, God has said, I was praying one time about something, and
[01:42:12.817 --> 01:42:19.263]  God said to me, you said you didn't want a boring life, and now you're upset because your life isn't boring.
[01:42:19.263 --> 01:42:19.943]  Which is it, right?
[01:42:19.943 --> 01:42:27.270]  He was telling me, in your own mind, we pray to God, we want adventure, we want challenge, what are we really made of?
[01:42:27.270 --> 01:42:29.632]  We want this, and God says, okay, I'm going to give this to you.
[01:42:29.632 --> 01:42:31.573]  Whoa, how dare you, God?
[01:42:31.573 --> 01:42:32.314]  I thought you loved your
[01:42:32.714 --> 01:42:36.057]  Your creations, your children, why do you let them persecute me?
[01:42:36.057 --> 01:42:40.882]  And he really... Mike, what you're saying is absolutely true and you sum it up better than I can.
[01:42:40.882 --> 01:42:48.389]  I don't like being persecuted and lied about, but we're forcing evil out in the open and it's making me better and stronger and making me a better person fighting this evil.
[01:42:48.389 --> 01:42:50.871]  We'll be right back with Mike Cernovich in studio.
[01:42:50.871 --> 01:42:52.833]  Tim Pool's coming up later as well.
[01:42:52.833 --> 01:42:53.354]  Stay with us.
[01:42:53.354 --> 01:42:53.854]  Cernovich.com.
[01:42:56.967 --> 01:43:01.371]  Cognitive dissonance is a major issue amongst the left.
[01:43:01.371 --> 01:43:05.695]  It can be very stressful dealing with facts you refuse to accept.
[01:43:05.695 --> 01:43:14.222]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com
[01:43:14.562 --> 01:43:31.175]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[01:43:31.175 --> 01:43:42.223]  Recent studies have suggested that high EPA and DHA fish oil can stimulate immune function by increasing the concentration and activity of immune cells.
[01:43:42.703 --> 01:43:51.189]  It worked for my family, and now I can have a logical and calm discussion about actual facts that pertain to reality.
[01:43:51.189 --> 01:43:57.594]  Get your ultimate fish oil for a friend, family member, or yourself at InfoWarsStore.com.
[01:43:57.594 --> 01:44:04.899]  If you think the tyranny and oppression we're living under now is bad, wait till they've got their world ID, and that's exactly what
[01:44:05.399 --> 01:44:07.379]  The COVID passports are all about.
[01:44:07.379 --> 01:44:20.762]  And Klaus Schwab and the UN and all the other globalist leaders own words they admit that once they've gotten you with that system, then they're going to carbon tax you everywhere you go and track what you do.
[01:44:20.762 --> 01:44:25.762]  And publicly, they're saying they're going to decide when you can travel and when you can't travel.
[01:44:25.762 --> 01:44:34.504]  And MasterCard and all the other big companies are currently announcing they're going to track what you do and where you go and tax you with a carbon tax for it.
[01:44:35.004 --> 01:44:38.587]  This is the holy grail of tyranny, ladies and gentlemen.
[01:44:38.587 --> 01:44:42.010]  This is the takeover, and humanity better wake up and say no.
[01:44:42.010 --> 01:44:43.712]  Finally, folks are starting to wake up.
[01:44:43.712 --> 01:44:47.155]  Joe Rogan, Tucker Carlson, and others are leading the charge, along with Infowars.
[01:44:47.155 --> 01:44:48.035]  But it's not enough.
[01:44:48.035 --> 01:44:53.120]  Every individual has to not comply, and we have to talk about bringing the globalists to justice.
[01:44:53.120 --> 01:44:56.423]  You see, they need the fear of God put in them, legally and lawfully.
