[00:00:13.951 --> 00:00:15.532]  I'm watching the midterms.
[01:06:14.145 --> 01:06:19.106]  If you are receiving this transmission, you are the resistance.
[01:06:19.106 --> 01:06:25.968]  Live from the InfoWars.com studios, it's Alex Jones.
[01:06:25.968 --> 01:06:35.631]  If you study warfare, both ancient and modern, you learn that bio-warfare has been a favorite for thousands of years.
[01:06:35.631 --> 01:06:40.612]  The Mongols and the Huns would take a body that was decomposing or had freshly
[01:06:41.471 --> 01:07:01.455]  died a person that had just passed away from smallpox or the bubonic plague, the black plague, and they would catapult that body over the wall into a town or city, a citadel, a fortress that they were besieging or had under siege.
[01:07:01.455 --> 01:07:04.135]  And that's what's happened to us now.
[01:07:04.135 --> 01:07:08.316]  But then when you take the shot, it gives you exactly what the virus does, but even worse,
[01:07:09.082 --> 01:07:19.126]  And then if you survive it, it begins permanently infecting your body and eating holes in capillaries all over.
[01:07:19.126 --> 01:07:28.569]  And then now, two weeks ago, we got two different data dumps now from the FDA that they tried to block.
[01:07:28.569 --> 01:07:33.731]  And at the rate the judges ordered it released, it'll take 75 years, it was announced yesterday, to release it.
[01:07:33.731 --> 01:07:36.993]  But the first couple groups of documents confirmed
[01:07:38.090 --> 01:07:49.359]  Multi-thousand times increases in blood clots, in heart attacks, in myocarditis, and in cancers.
[01:07:49.359 --> 01:08:05.633]  I mean, people get cancer immediately, and they have NBC and ABC headlines going, oh, the vaccine, Moderna and Pfizer, will make your tumors get bigger, and it'll look like that they're cancerous.
[01:08:07.020 --> 01:08:11.364]  It'll look like that they're not benign.
[01:08:11.364 --> 01:08:14.327]  But that's okay, just don't do surgery on it, you'll be fine.
[01:08:14.327 --> 01:08:19.391]  They actually say that, it's like a Monty Python skit or something.
[01:08:19.391 --> 01:08:21.093]  Would you like to donate your organs?
[01:08:21.093 --> 01:08:24.255]  The woman says yes, they kill her right on the spot and cut her organs out.
[01:08:24.255 --> 01:08:26.457]  Monty Python, the meaning of life.
[01:08:26.457 --> 01:08:33.003]  And you laugh at that, but that's how they treat the health authorities now with the Stockholm Syndrome.
[01:08:33.003 --> 01:08:33.924]  And look at this headline here.
[01:08:34.693 --> 01:08:37.274]  You know, we forget about this study.
[01:08:37.274 --> 01:08:45.218]  82% of pregnant women who get vaccinated for COVID during first or second trimesters suffered miscarriage.
[01:08:45.218 --> 01:08:52.462]  And Natural News links directly to, it's also on InfoWars.com, the New England Medical Journal.
[01:08:52.462 --> 01:08:55.743]  And that was back in July.
[01:08:55.743 --> 01:09:02.086]  Now the numbers are coming in all over the world in towns, small towns that don't have a miscarriage a year.
[01:09:02.086 --> 01:09:02.487]  They'll have 20 or 30.
[01:09:03.866 --> 01:09:08.829]  In big cities they're having hundreds when they normally just have a few dozen.
[01:09:08.829 --> 01:09:11.390]  Orders of magnitude worse.
[01:09:11.390 --> 01:09:12.671]  And it's just being normalized.
[01:09:12.671 --> 01:09:17.754]  So I want to open the phones up today for people that love the shots.
[01:09:17.754 --> 01:09:19.195]  No one's ever called that does.
[01:09:19.195 --> 01:09:20.355]  People that hate the shot.
[01:09:20.355 --> 01:09:21.856]  People that took it and didn't get sick.
[01:09:21.856 --> 01:09:23.017]  People that took it and did.
[01:09:23.017 --> 01:09:24.318]  We don't censor your calls.
[01:09:24.318 --> 01:09:28.080]  All we ask for is a good, clean phone line and that you're ready to speak.
[01:09:28.080 --> 01:09:31.722]  So I'm going to open the phones up in the next four segments.
[01:09:32.779 --> 01:09:33.960]  Next three segments.
[01:09:33.960 --> 01:09:39.284]  Specifically to take your phone calls here today with your story and your report.
[01:09:39.284 --> 01:09:41.325]  We'll give each person about a minute so we can get to the next person.
[01:09:41.325 --> 01:09:42.646]  877-789-2539.
[01:09:42.646 --> 01:09:42.826]  877-789-2539.
[01:09:42.826 --> 01:09:43.106]  877-789-Alex.
[01:09:43.106 --> 01:09:44.767]  They want to silence you, we want to empower you.
[01:09:44.767 --> 01:09:46.869]  Because I need you to beat these people and you need me.
[01:09:46.869 --> 01:09:47.629]  We're in this together.
[01:09:47.629 --> 01:09:48.510]  And I know we can do it together!
[01:10:00.339 --> 01:10:03.721]  One of our people's got more power than ten of their maggots!
[01:10:03.721 --> 01:10:10.065]  But we've handed our power over to these devils!
[01:10:10.065 --> 01:10:19.130]  The spiritual wickedness of them attacking our children and killing so many of them right now creates a very serious disturbance in the force, if you want to use that analogy.
[01:10:19.130 --> 01:10:25.514]  And I just... I demand Rand Paul and Ted Cruz and
[01:10:26.747 --> 01:10:31.389]  Trump and everybody, don't just come out against Fauci cooking it up at the Wuhan Lab or Fauci lying to people.
[01:10:31.389 --> 01:10:39.073]  Come out and say, we were wrong, the shot doesn't work, why are they saying we need three, four, five, six shots?
[01:10:39.073 --> 01:10:44.835]  Rand Paul hasn't come out and done that yet, because he thought, oh, surely they're not going to put out a shot that makes people sick.
[01:10:44.835 --> 01:10:50.198]  Surely, if I sign on to Warp Speed, we can reopen the economy and give people confidence, the same reason Trump did.
[01:10:50.198 --> 01:10:53.119]  But now, Paul, we're a year and a half into this.
[01:10:54.485 --> 01:10:56.686]  We're now 11 months into the shots here in the U.S.
[01:10:56.686 --> 01:10:59.487]  and the damage is massive.
[01:10:59.487 --> 01:11:01.567]  And I don't want you to be my enemy.
[01:11:01.567 --> 01:11:10.150]  But you are rapidly, all of you Republican leadership, are rapidly becoming an enemy as well.
[01:11:10.150 --> 01:11:12.711]  I just cannot abide.
[01:11:12.711 --> 01:11:16.172]  I know my listeners will not abide this.
[01:11:16.172 --> 01:11:17.593]  I did a report on this earlier in the week.
[01:11:17.593 --> 01:11:21.034]  It's up on InfoWars.com and Man.Video.
[01:11:21.034 --> 01:11:23.875]  Dr. Rand Paul knows the COVID vax is poison!
[01:11:25.546 --> 01:11:26.287]  He knows it.
[01:11:26.287 --> 01:11:27.408]  The numbers are all in.
[01:11:27.408 --> 01:11:28.249]  The facts are all in.
[01:11:28.249 --> 01:11:30.031]  It erases your immune system.
[01:11:30.031 --> 01:11:35.097]  The first time you take the shot, within eight months, you lose about half your immunity.
[01:11:35.097 --> 01:11:40.864]  The second booster makes you lose all of your immunity below what you had before the shot within six months.
[01:11:40.864 --> 01:11:41.985]  That's with the Pfizer.
[01:11:41.985 --> 01:11:42.826]  It's worse with Moderna.
[01:11:45.819 --> 01:11:50.623]  The Moderna works more intensely and then erases your immune system.
[01:11:50.623 --> 01:11:56.367]  And now they've got numbers out of Israel where they're starting the fourth shots that it's massive increases in death.
[01:11:56.367 --> 01:11:59.790]  Dr. Peter McCullough was on Joe Rogan yesterday.
[01:11:59.790 --> 01:12:00.450]  It's very powerful.
[01:12:00.450 --> 01:12:01.691]  I watched part of it this morning.
[01:12:01.691 --> 01:12:03.733]  But you can go see the whole thing.
[01:12:03.733 --> 01:12:05.274]  And he laid all out the latest numbers.
[01:12:05.274 --> 01:12:06.515]  He was here a few weeks ago.
[01:12:06.515 --> 01:12:07.696]  In studio, he'll be back with us soon.
[01:12:07.696 --> 01:12:09.857]  I may even be able to get him tomorrow.
[01:12:09.857 --> 01:12:14.581]  But this is an insane time to be alive, ladies and gentlemen.
[01:12:17.208 --> 01:12:21.129]  And all of these are life and death articles.
[01:12:21.129 --> 01:12:24.849]  This much-watched story from yesterday, now archived at InfoWars.com.
[01:12:24.849 --> 01:12:29.110]  NIH claimed joint ownership of Moderna NMRA vaccines, began development.
[01:12:29.110 --> 01:12:39.812]  It's actually months ahead of the release of COVID-19, because they already had it ready, already had it in the pipeline, already had it prepared.
[01:12:39.812 --> 01:12:42.272]  But don't try to be caught outside without your mask on.
[01:12:42.272 --> 01:12:45.173]  Antifa will force you off the train or beat you up.
[01:12:45.714 --> 01:12:47.554]  And don't try to protest lockdowns.
[01:12:47.554 --> 01:12:50.375]  They're for the little people, like Big Pharma.
[01:12:50.375 --> 01:12:51.215]  And they're gonna stop you.
[01:12:51.215 --> 01:12:54.256]  Remember, they were wearing masks before it was mandatory.
[01:12:54.256 --> 01:12:55.836]  It's their world now.
[01:12:55.836 --> 01:12:56.416]  See?
[01:12:56.416 --> 01:12:58.276]  They serve the system.
[01:12:58.276 --> 01:12:59.736]  They get to be thugs now.
[01:12:59.736 --> 01:13:06.398]  They're protected in the thousands of jurisdictions around the world, controlled by George Soros, not as here in America.
[01:13:06.398 --> 01:13:10.958]  What a nightmare prison we're being herded into and being prepared with.
[01:13:10.958 --> 01:13:13.739]  And then told, turn your guns in, roll over to tyranny, or you're a racist.
[01:13:15.103 --> 01:13:18.785]  All cultural Marxist garbage.
[01:13:18.785 --> 01:13:20.607]  I've actually got that in my Jesse Smollett.
[01:13:20.607 --> 01:13:26.591]  I'm going to hit some of that when we come back and then go to your phone calls.
[01:13:26.591 --> 01:13:27.631]  877-789-2539.
[01:13:27.631 --> 01:13:28.832]  877-789-Alex.
[01:13:28.832 --> 01:13:32.775]  And like I said, we've taken thousands of calls in the last couple years on this.
[01:13:32.775 --> 01:13:36.277]  Nobody's ever called in that liked the shot.
[01:13:36.277 --> 01:13:39.719]  Maybe today they're going to call in and tell us how much they liked the shot.
[01:13:39.719 --> 01:13:42.681]  But I want all the evil people going along with the system to remember something.
[01:13:44.116 --> 01:13:56.127]  You can pretend all day long that you're part of the establishment, or that this isn't really happening, or that, you know, you're part of the ruling class because you're waging war on people, and there's too many people, so you're just survival of the fittest.
[01:13:56.127 --> 01:13:57.248]  You're not survival of the fittest.
[01:13:57.248 --> 01:13:59.270]  You have an evil spirit.
[01:13:59.270 --> 01:14:03.574]  You are twisted, you are fallen, and you will be destroyed.
[01:14:03.574 --> 01:14:06.657]  Some of you may still have some soul, some connection to God left in you.
[01:14:08.331 --> 01:14:12.633]  And if you're going to be awakened from your trance, you can get out of the spiritual bondage you're in.
[01:14:12.633 --> 01:14:16.255]  But you first got to admit that you love death.
[01:14:16.255 --> 01:14:19.296]  You first got to admit you're brainwashed by the system.
[01:14:19.296 --> 01:14:24.939]  You first got to admit that you've been going the wrong direction and ask God to come help you turn back.
[01:14:24.939 --> 01:14:26.620]  Only God can get you out of the jam you're in.
[01:14:31.977 --> 01:14:39.622]  I mean, I would be a king amongst these idiotic Satanists, but a king of the Satanists is the poorest man around.
[01:14:39.622 --> 01:14:45.906]  I do not want to be a general of evil so I can pretend like I'm in charge and I'm God.
[01:14:45.906 --> 01:14:46.746]  I'm not.
[01:14:46.746 --> 01:14:54.572]  I'm a mortal made by God who can experience God and know God, but I am not a God.
[01:14:54.572 --> 01:15:01.236]  And all of you pretending to be God are going to cut yourself off from the Godhead.
[01:15:02.679 --> 01:15:09.747]  And remove yourself from that great covenant that you could have been part of.
[01:15:09.747 --> 01:15:17.436]  But I do realize that for most of you, this is an ancestral issue.
[01:15:17.436 --> 01:15:21.180]  And though you could have been sanctified, you chose to go with your bloodline.
[01:15:22.276 --> 01:15:26.980]  And there's evil people that come from black bloodlines, white bloodlines, Asian, it's all this, you know.
[01:15:26.980 --> 01:15:32.684]  But there's definitely evil does get in certain bloodlines and people are more predisposed to Satanism.
[01:15:32.684 --> 01:15:33.785]  And that's what we're dealing with.
[01:15:33.785 --> 01:15:36.127]  These people just aren't going to stop until they kill us.
[01:15:36.809 --> 01:15:39.791]  That's all they know is we're superior to them, we're better than them.
[01:15:39.791 --> 01:15:41.733]  They have a connection to God and they have one mission.
[01:15:41.733 --> 01:15:42.273]  Kill.
[01:15:42.273 --> 01:15:42.813]  Kill.
[01:15:42.813 --> 01:15:43.374]  Poison.
[01:15:43.374 --> 01:15:43.874]  Rape.
[01:15:43.874 --> 01:15:44.354]  Murder.
[01:15:44.354 --> 01:15:44.975]  Pedophilia.
[01:15:44.975 --> 01:15:45.495]  Death.
[01:15:45.495 --> 01:15:46.016]  Death.
[01:15:46.016 --> 01:15:46.496]  Death.
[01:15:46.496 --> 01:15:47.036]  Kill.
[01:15:47.036 --> 01:15:47.497]  Murder.
[01:15:47.497 --> 01:15:47.877]  Poison.
