[00:00:00.050 --> 00:00:00.660]  Jones Show.
[01:15:22.209 --> 01:15:32.194]  All I'm telling you is, they tell you, believe in confidence, believe everything's fine, get into debt, go along with the system, everything's gonna be wonderful, trust the system, on and on and on.
[01:15:33.595 --> 01:15:45.598]  And the more we trust the system, the more we go along with what they say, the worse it gets because it's a plan to take over the world and use economic depravity and economic deprivation to control people.
[01:15:45.819 --> 01:15:53.661]  This is their own strategy written by Carol Quigley in 1967 in Tragedy and Hope, a battle plan for the CIA and the State Department.
[01:15:54.401 --> 01:15:55.442]  Run by these foreign interests.
[01:15:55.723 --> 01:16:01.610]  Our country got taken over in 1947 by the National Security Act by foreign interests.
[01:16:01.670 --> 01:16:11.942]  We've had a soft coup for a long time inside the country, building their world government empire with our blood, our sweat, our tears, our money, our treasure, our young men, and now women.
[01:16:12.683 --> 01:16:14.245]  And then we get the blame for all of it!
[01:16:16.357 --> 01:16:18.118]  The globalists hate us more than anybody.
[01:16:18.418 --> 01:16:24.343]  They want to mount the republic's head on the wall after they're done sucking us dry like a big fat spider eating a weevil.
[01:16:27.185 --> 01:16:28.325]  Stop being fools.
[01:16:28.546 --> 01:16:30.047]  Stop buying into the propaganda.
[01:16:30.387 --> 01:16:31.288]  Break your conditioning.
[01:16:31.348 --> 01:16:36.411]  Realize that lying to yourself and submitting to them only allows them to screw you over.
[01:16:36.791 --> 01:16:37.732]  The awakenings happen.
[01:16:37.752 --> 01:16:41.315]  I'm not talking to our general audience, but I'm talking to other people out there that don't get it.
[01:16:41.535 --> 01:16:45.698]  You can't side with the system delusionally and get out of this and then it's going to be nice to you.
[01:16:47.000 --> 01:16:47.760]  It's predatory.
[01:16:48.140 --> 01:16:48.881]  You're delusional.
[01:16:48.921 --> 01:17:08.787]  You have Stockholm Syndrome, where the victim worships their accuser, worships their captors, worships their enslavers, worships the tyrants, worships the parasites, worships the criminals, worships the scum that are raping them and robbing them, and always telling them how they're bad.
[01:17:11.468 --> 01:17:14.632]  And it's something that women historically go under Stockholm Syndrome more than men.
[01:17:14.712 --> 01:17:29.711]  It's biological, it's evolutionary, that women would get captured and taken over and they'd go, oh, okay, okay, you're right, you just killed my husband and kids, you know, you're a foreign army that came in 5,000 years ago, I'll go ahead and bow down to you, I guess it's right, oh, you know, King Booga, you're so great, and you know, hug him.
[01:17:31.298 --> 01:17:32.780]  Men aren't supposed to do that, folks.
[01:17:32.940 --> 01:17:37.486]  And men have been turned into complete, emasculated cowards and slaves.
[01:17:37.806 --> 01:17:39.048]  And you act worse than women.
[01:17:39.308 --> 01:17:40.650]  There are a lot of tough women in history, too.
[01:17:40.690 --> 01:17:45.736]  It's just statistically, they go under Stockholm Syndrome a lot quicker, a lot easier, learn helplessness.
[01:17:46.557 --> 01:17:47.739]  But now, men.
[01:17:48.840 --> 01:17:49.940]  You are pathetic.
[01:17:50.440 --> 01:17:53.801]  It's time for you to get up and stand up, break your conditioning, get involved.
[01:17:53.841 --> 01:17:55.121]  Physical courage isn't what it's about.
[01:17:55.141 --> 01:18:00.022]  It's about mental courage to admit what's happened, to be involved, to not care if you're ridiculed.
[01:18:00.362 --> 01:18:04.343]  Because as Mark Twain said, in the beginning, a patriot is a scarce man, hated, feared, and scorned.
[01:18:04.603 --> 01:18:08.804]  But in time, when his cause succeeds, the timid join him, because then it costs nothing to be a patriot.
[01:18:10.004 --> 01:18:11.024]  Break your conditioning now.
[01:18:11.684 --> 01:18:12.424]  Get involved.
[01:18:12.884 --> 01:18:14.625]  Wake up and reach out to others.
[01:18:14.745 --> 01:18:16.545]  You are the resistance!
[01:18:17.498 --> 01:18:29.782]  Or just bend over and get ready, because the globalist ideology, if you're going to bend over, if you're going to submit, if you're going to get down on your knees, like Patrick Henry said to his enemies, cross down and lick the hand that feeds you, go peacefully from us, forget that you are our countrymen.
[01:18:30.442 --> 01:18:35.084]  As for me, give me liberty, give me death, I don't know what course you're going to take, but I'm going to stand up and fight this.
[01:18:37.264 --> 01:18:38.245]  I sit here and I look at you guys.
[01:18:39.321 --> 01:18:41.683]  I just want you to understand, you need to know who your captors are.
[01:18:41.723 --> 01:18:51.329]  They're eugenicists that want to slowly poison you and dumb you down before you die and you never even know they killed you because they'd already stolen your intellect, your mind, and your soul.
[01:18:53.031 --> 01:18:54.051]  You know I'm telling the truth.
[01:18:55.252 --> 01:18:57.434]  You know we've got our finger on the zeitgeist.
[01:18:57.854 --> 01:19:00.496]  Join us and let humanity go to the next level.
[01:19:01.456 --> 01:19:04.579]  Don't bow on your knees to these murderers.
[01:19:06.440 --> 01:19:07.641]  The United States of America
[01:19:08.564 --> 01:19:08.704]  Yeah.
[01:19:25.339 --> 01:19:26.479]  Who's peddling fiction?
[01:19:27.119 --> 01:19:32.200]  Okay, today we see that Goldman Sachs is going to pay $5 billion for the last crisis.
[01:19:32.220 --> 01:19:32.780]  It was back in 2008.
[01:19:32.820 --> 01:19:40.542]  That's civil monetary penalties, cash payments, and $1.8 billion in consumer relief in the form of mortgage forgiveness.
[01:19:40.562 --> 01:19:41.162]  You know what that is?
[01:19:41.762 --> 01:19:49.703]  That's where they come in and say, you know those taxes that we said you're going to have to pay on the loss that you took on your home when the bank took it away?
[01:19:49.783 --> 01:19:53.524]  We said, take away your home, and now you pay taxes, not the bank.
[01:19:53.564 --> 01:19:54.504]  Well, we'll forgive that.
[01:19:54.924 --> 01:19:55.505]  How kind.
[01:19:55.926 --> 01:19:56.467]  How generous.
[01:19:56.487 --> 01:19:57.549]  They're going to take that away.
[01:19:57.710 --> 01:19:59.373]  We'll be right back with more economic news.
[01:19:59.393 --> 01:20:01.437]  We'll be joined at the bottom of the hour with Gerald Cilenti.
[01:20:01.457 --> 01:20:01.817]  Stay with us.
[01:20:01.837 --> 01:20:02.379]  We'll be right back.
[01:20:10.467 --> 01:20:11.968]  Are you looking to sell body armor?
[01:20:12.168 --> 01:20:14.970]  Want to make extra money selling body armor at your local gun shows?
[01:20:15.111 --> 01:20:18.673]  With low minimum buys and great returns, KD Armor is the answer.
[01:20:18.773 --> 01:20:20.434]  Make money in your spare time.
[01:20:20.454 --> 01:20:27.360]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[01:20:27.740 --> 01:20:29.381]  And they'll ship it to you for free.
[01:20:29.621 --> 01:20:32.183]  If you own a business, give them a call today at 855-488-KD.
[01:20:32.223 --> 01:20:32.624]  That's 855-488-2284.
[01:20:32.724 --> 01:20:33.884]  Or go to KDArmor.com.
[01:20:33.904 --> 01:20:34.925]  Come and take it.
[01:20:40.492 --> 01:20:49.816]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[01:20:49.916 --> 01:20:54.238]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[01:20:54.338 --> 01:21:01.141]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[01:21:01.341 --> 01:21:03.162]  Buy now at DefenderShield.com.
[01:21:03.222 --> 01:21:05.443]  For 10% off, use promo code GCN.
[01:21:05.623 --> 01:21:09.125]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[01:21:10.748 --> 01:21:16.972]  Chronic inflammation is now known to block your ability to repair and compromises your immune system, making you more vulnerable to all diseases.
[01:21:17.452 --> 01:21:22.415]  Since poor diet, injuries or stress are all contributing factors, many people suffer from inflammation.
[01:21:22.615 --> 01:21:27.498]  Your body's number one means of neutralizing inflammation and the pain that it may be causing is glutathione.
[01:21:27.758 --> 01:21:32.081]  Glutathione is the body's number one peptide to neutralize free radicals and thus stop inflammation.
[01:21:32.321 --> 01:21:33.442]  Hi, my name is Jason.
[01:21:33.543 --> 01:21:34.484]  I'm 44 years old.
[01:21:34.664 --> 01:21:40.871]  For 10 years, I had been suffering from chronic pain in my abdomen and groin that radiated down into my feet.
[01:21:41.032 --> 01:21:48.240]  After three weeks on One World Way, the pain in my feet reduced by 50% and the overall pain in my body reduced significantly as well.
[01:21:48.361 --> 01:21:49.402]  I ran out of One World Way
[01:21:49.662 --> 01:21:50.703]  And the pain returned.
[01:21:50.904 --> 01:21:56.570]  I got another container, and again, after three weeks, the pain reduced significantly throughout my body.
[01:21:56.731 --> 01:22:01.296]  I'd highly recommend One World Way to anyone dealing with chronic pain due to inflammation.
[01:22:01.396 --> 01:22:02.578]  Call 888-988-3325 or visit OneWorldWay.com.
[01:22:02.598 --> 01:22:03.539]  That's One World, W-H-E-Y.com.
[01:22:09.853 --> 01:22:16.637]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[01:22:16.818 --> 01:22:21.621]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[01:22:21.801 --> 01:22:23.942]  No scare tactics, just common sense.
[01:22:24.082 --> 01:22:30.526]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[01:22:30.686 --> 01:22:33.088]  Learn more at BlockItPocket.com or call 888-315-9618.
[01:22:33.108 --> 01:22:34.529]  BlockItPocket.com, enhancing health and privacy.
[01:22:39.676 --> 01:22:42.417]  My dad was 59 when he collapsed from a heart attack late last year.
[01:22:42.737 --> 01:22:45.338]  Just this past August was when we spread his ashes on the St.
[01:22:45.358 --> 01:22:45.778]  Croix River.
[01:22:46.098 --> 01:22:48.099]  I loved my dad, but boy was he stubborn.
[01:22:48.339 --> 01:22:51.059]  He hadn't been to the doctor in over 25 years.
[01:22:51.300 --> 01:22:51.820]  His excuse?
[01:22:52.180 --> 01:22:53.240]  He simply couldn't afford it.
[01:22:53.500 --> 01:22:54.801]  He wasn't a rich man by any means.
[01:22:55.121 --> 01:23:00.622]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[01:23:00.882 --> 01:23:01.603]  Don't wait.
[01:23:01.903 --> 01:23:04.283]  Go to LibertyOnCall.org right now.
[01:23:04.564 --> 01:23:06.804]  For not just your sake, but for the sake of your loved ones.
[01:23:07.064 --> 01:23:08.805]  Again, that's LibertyOnCall.org.
[01:23:09.645 --> 01:23:16.167]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:23:16.407 --> 01:23:20.488]  Since 2005, thousands have depended on Berkey Purified Water.
[01:23:20.668 --> 01:23:25.089]  The Berkey guy provides the lowest price filtration systems in every size.
[01:23:25.289 --> 01:23:30.830]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:23:30.850 --> 01:23:30.950]  877-886-3653.
[01:23:30.990 --> 01:23:31.330]  GoBerkey.com
[01:23:39.372 --> 01:23:41.793]  Hunters, anglers, campers, and survivalists.
[01:23:41.993 --> 01:23:42.933]  Get back to nature.
[01:23:43.073 --> 01:23:50.135]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:23:50.255 --> 01:23:53.456]  Slingbow products are compact and models start from just $17.98.
[01:23:53.916 --> 01:23:56.897]  They're perfect for your bug out bag or storing in your vehicle.
[01:23:57.117 --> 01:24:01.018]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:24:01.238 --> 01:24:05.559]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:24:05.759 --> 01:24:08.400]  Feel the thrill only at slingbow.com.
[01:24:11.531 --> 01:24:15.914]  Welcome back to the Alex Jones Show on this Friday, January 15, 2016.
[01:24:16.054 --> 01:24:24.158]  As I'm watching the markets, they are still down from the major
[01:24:33.209 --> 01:24:34.590]  Down opening that they had.
[01:24:34.650 --> 01:24:38.633]  They opened up just under 2% down.
[01:24:38.693 --> 01:24:40.794]  Now they're almost 3% down.
