[00:00:00.169 --> 00:00:01.050]  and get free shipping.
[01:09:20.921 --> 01:09:23.122]  Who is the most corrupt in Congress?
[01:09:23.602 --> 01:09:27.363]  And why does it seem like if you're super corrupt, you're almost too big to fail?
[01:09:28.564 --> 01:09:31.705]  And then when he leaves us at the bottom of the hour, we're going to get into the latest on Syria.
[01:09:32.445 --> 01:09:36.567]  Putin says that Assad can be given asylum there.
[01:09:36.627 --> 01:09:38.448]  That looks like Assad may flee or something.
[01:09:39.288 --> 01:09:42.229]  Also, integrated Muslim migrants say Germans are disgusting.
[01:09:42.249 --> 01:09:44.310]  They should all disappear in a new video.
[01:09:45.868 --> 01:09:56.734]  A big article that's red-linked on Infowars.com, Great Depression 2.0, Sell Everything 2016, Cataclysmic Year for Stocks, warns RBS.
[01:09:58.475 --> 01:09:59.876]  That's not Infowars saying that.
[01:09:59.896 --> 01:10:06.220]  We're reporting on what mainstream news is reporting, what governments, what major financial institutions are saying.
[01:10:07.470 --> 01:10:09.471]  Peter, thank you so much for coming on.
[01:10:09.551 --> 01:10:14.632]  A big fan of the work that you and others are doing over at Breitbart.com.
[01:10:15.372 --> 01:10:22.054]  It just seems like so many of the things that were in the conspiracy realm years ago are now out in the open.
[01:10:22.474 --> 01:10:26.075]  So have we reached a paradox where so much is out in the open but people don't get in trouble?
[01:10:27.375 --> 01:10:29.396]  I mean, are things worse or is it we just know more?
[01:10:30.306 --> 01:10:31.727]  Well, thanks for having me on, Alex.
[01:10:32.147 --> 01:10:33.188]  I think we know more.
[01:10:33.388 --> 01:10:39.132]  I think that when you talk about financial corruption in Washington, D.C., it's always been a problem.
[01:10:39.573 --> 01:10:49.580]  But as government has gotten larger and more powerful, you can start to add zeros to the back of those dollar amounts, and so corruptions become a lot more lucrative.
[01:10:50.140 --> 01:10:59.328]  What before might have been, you know, a $10,000 or $20,000 transaction for the benefit of a congressman, now is a $200 or maybe $2 million transaction.
[01:10:59.368 --> 01:11:03.031]  And they hide it very, very effectively, but more and more of it's coming out.
[01:11:03.071 --> 01:11:11.498]  And it's both political parties, and we have a permanent political class in Washington, D.C., that is enriching itself at our expense.
[01:11:13.573 --> 01:11:14.634]  Break down the book.
[01:11:15.955 --> 01:11:20.918]  Why it's so important, because I haven't read it yet, but it's gotten amazing reviews and I've talked to a lot of insiders.
[01:11:20.958 --> 01:11:22.599]  They say that they learn things from the book.
[01:11:24.240 --> 01:11:25.221]  Yeah, it was interesting.
[01:11:25.441 --> 01:11:32.546]  Several members of Congress have come to me after Extortion was published and said, you know, that's exactly what goes on.
[01:11:32.626 --> 01:11:41.632]  And really what the book Extortion is about, Alex, is that we have thought about money in politics, I think, almost exactly wrong.
[01:11:42.172 --> 01:11:49.915]  The model that most of us have in mind, and of course this does happen in Washington, is it's kind of like that old Jimmy Stewart movie, Mr. Smith Goes to Washington.
[01:11:50.255 --> 01:12:03.080]  You got these innocent people that go to Washington, they want to serve their communities in Congress or in the Senate, and they slowly get corrupted by these outside forces, and then they just can't resist it anymore, and they become corrupt.
[01:12:03.340 --> 01:12:10.243]  That certainly happens, but I think what is much more common is people that get attracted to government service.
[01:12:11.023 --> 01:12:13.944]  Um, are themselves sort of corrupt to begin with.
[01:12:14.044 --> 01:12:14.824]  Many of them are.
[01:12:15.384 --> 01:12:23.047]  And so the model is not so much one of bribery where a earnest politician is getting bribed by moneyed interest.
[01:12:23.387 --> 01:12:36.731]  I think more often what's happening is politicians are extorting businessmen and people in their community and forcing them to, in a sense, become political contributors even when they don't want to because
[01:12:37.640 --> 01:12:41.723]  The fear is if they don't, Alex, that bad things are going to happen to them.
[01:12:41.783 --> 01:12:43.444]  This is what the mafia does.
[01:12:43.784 --> 01:12:45.145]  It's an extortive process.
[01:12:45.425 --> 01:12:50.669]  And I think this is the reason you have an unprecedented flow of money coming to Washington, D.C.
[01:12:51.029 --> 01:12:55.732]  Most people in business, not all, but most of them basically want to be left alone.
[01:12:56.333 --> 01:12:58.554]  But the government's not going to let you be alone.
[01:12:58.594 --> 01:13:05.479]  They're going to force you to basically pay protection money so that bad things don't happen to you and your family.
[01:13:05.899 --> 01:13:15.233]  Wow, and of course you've also got the book coming out, Clinton Cash, and I wanted to ask you from your research, who are the kingpins, who are at the top of the corruption racket?
[01:13:15.253 --> 01:13:17.897]  But what really concerns me is, we all know about
[01:13:19.121 --> 01:13:23.467]  You know, Harry Truman and getting money for highways in Missouri or whatever, and that's terrible.
[01:13:23.787 --> 01:13:27.752]  But there's always boss hog stuff in some areas, and you try to keep it to a minimum.
[01:13:27.772 --> 01:13:35.362]  But now, Saudi Arabian money, Chinese money, telling what films can produce, when movies can come out.
[01:13:36.624 --> 01:13:37.084]  We've got...
[01:13:38.126 --> 01:13:46.892]  The Clinton Foundation and billions of dollars from foreign countries with dictators and then suddenly she lets the State Department sign an agreement to ship them weapons.
[01:13:47.272 --> 01:13:48.593]  It's so naked.
[01:13:49.093 --> 01:13:53.596]  It's so brazen that I wonder if they get away with this, what's next?
[01:13:53.656 --> 01:13:59.861]  I mean, I read about African dictators and stuff in Equatorial New Guinea and you think it's bad.
[01:14:00.201 --> 01:14:01.962]  It's nothing compared to our leaders now.
[01:14:02.022 --> 01:14:06.765]  I mean, possibly could they be some of the most corrupt people ever making the
[01:14:08.588 --> 01:14:12.120]  Imeldo Marcus looked like a good lady.
[01:14:13.743 --> 01:14:25.192]  Well, you know, as I point out in Clinton Cash, what the Clintons have done is figure out a unique way to get around laws that are designed to prevent foreign influence.
[01:14:25.652 --> 01:14:36.280]  You know, the Supreme Court heard a case in 2012, Alex, where two Canadian citizens challenged the constitutionality of a law that says only if you are a U.S.
[01:14:36.300 --> 01:14:39.683]  citizen, permanent resident, can you actually give to a political campaign.
[01:14:40.183 --> 01:14:42.604]  The Supreme Court heard the case from these two Canadians.
[01:14:42.924 --> 01:14:46.805]  They came back 9-0 and said, no, this law makes complete sense.
[01:14:47.125 --> 01:14:50.246]  We don't want foreign influence flowing into our elections.
[01:14:50.646 --> 01:14:53.467]  When was the last time the Supreme Court agreed 9-0 on anything?
[01:14:53.587 --> 01:14:54.227]  Never.
[01:14:54.667 --> 01:14:56.948]  Well, so the Clintons have figured out a way.
[01:14:57.308 --> 01:15:01.829]  They set up this foundation, the Clinton Foundation, and Bill Clinton hits the lecture circuit.
[01:15:02.229 --> 01:15:03.950]  And this is a way to circumvent that.
[01:15:04.310 --> 01:15:06.651]  So they can't get African dictators.
[01:15:06.711 --> 01:15:07.871]  They can't get corrupt.
[01:15:08.351 --> 01:15:12.575]  Uh, people that are international fugitives to give money to their campaigns.
[01:15:12.655 --> 01:15:24.867]  But they can get those people to give to their foundation, and they can get those people to give Bill Clinton inflated speaking fees as a conduit for bribery, as opposed to giving to their political campaigns.
[01:15:24.907 --> 01:15:26.148]  And that's what they've done.
[01:15:26.348 --> 01:15:33.415]  And the level of corruption that involves the Russians, it involves organized crime, it involves African warlords,
[01:15:33.715 --> 01:15:38.397]  The people that the Clintons have taken money from is staggering and frightening.
[01:15:38.737 --> 01:15:46.541]  And what I chart in the book is the connection between the flow of money and an action that Hillary Clinton takes as dexterity estate.
[01:15:46.581 --> 01:15:55.625]  And when you see this pattern repeated over and over again, the only conclusion you can come to is these events are connected and these are, in effect, bribes.
[01:15:56.584 --> 01:16:16.250]  And of course the Associated Press and others are now reporting FBI Clinton probe expands to public corruption track with all the corruption, the cattle futures, the scams, the dead bodies, the mafia, the cocaine kingpins getting pardons.
[01:16:16.370 --> 01:16:17.691]  I mean there's no doubt
[01:16:18.593 --> 01:16:21.454]  In my view, that the Clintons are organized crime.
[01:16:21.994 --> 01:16:23.594]  And is that why they're still in power?
[01:16:23.654 --> 01:16:25.094]  Because they're just too big to fail?
[01:16:25.414 --> 01:16:29.875]  That you just can't arrest the President, the former President, and the former First Lady?
[01:16:30.416 --> 01:16:31.776]  Because it would just be too painful?
[01:16:31.816 --> 01:16:35.137]  Kind of like they let Nixon, you know, scamper off into the darkness?
[01:16:35.157 --> 01:16:38.097]  The difference is Nixon didn't do anything near this.
[01:16:38.697 --> 01:16:40.338]  And he went off into the darkness.
[01:16:40.358 --> 01:16:41.998]  The Clintons are still there running things.
[01:16:42.895 --> 01:16:46.460]  Well, you know, Alex, look at the recent public corruption cases that we've had.
[01:16:46.480 --> 01:16:56.012]  You know, Senator, I'm sorry, Congressman, Governor McDonnell in Virginia, or Senator Menendez in New Jersey, or you have the Governor of Oregon, Kitzhaber, who resigned.
[01:16:56.393 --> 01:16:58.696]  In all of those cases, you had
[01:16:59.417 --> 01:17:07.905]  You know, a few examples where they took money that they legally could take, but they took favorable actions for the benefit of the donor.
[01:17:08.326 --> 01:17:11.910]  You've got the governor of Virginia, former governor, who's in jail because of that.
[01:17:11.970 --> 01:17:13.992]  You've got Menendez facing charges.
[01:17:14.012 --> 01:17:16.614]  And I think these individuals should have been charged.
[01:17:16.975 --> 01:17:21.680]  But my point is that what they did, the scale of what they did, is small.
[01:17:22.260 --> 01:17:27.023]  Very small, in comparison to the widespread pattern of conduct that the Clintons have done.
[01:17:27.403 --> 01:17:36.588]  The dollar amounts are bigger, the people that they're taking the money from are far more nefarious, the favorable actions that Hillary took as Secretary of State are far worse.
[01:17:37.208 --> 01:17:46.393]  One of the cases that I highlighted in the book, and that the New York Times, of all people, has confirmed in a 4,000 word front page piece, is the Clintons got $145 million.
[01:17:48.634 --> 01:17:48.934]  Unbelievable!
[01:18:14.241 --> 01:18:18.885]  I remember seeing that at Breitbart, and then Congress talked about it some, and it wasn't even a big deal, though.
[01:18:19.185 --> 01:18:20.266]  None of the other media picks it up.
[01:18:20.346 --> 01:18:21.267]  Think about that, folks.
[01:18:21.607 --> 01:18:35.279]  A foreign power getting our strategic uranium supply, if that isn't treason, if that isn't sedition, if that isn't espionage, if that isn't just industrial-level espionage, I don't know what is.
[01:18:37.816 --> 01:18:41.137]  Yeah, I mean, it's remarkable, and sort of the list goes on.
[01:18:41.157 --> 01:18:43.078]  I mean, you've got international fugitives.
[01:18:43.098 --> 01:18:45.978]  You've got a guy who is business partners with Mark Rich.
[01:18:46.379 --> 01:18:47.559]  You remember Mark Rich?
[01:18:47.599 --> 01:18:52.000]  He was the international fugitive that Bill Clinton pardoned on his last day in office.
[01:18:52.841 --> 01:18:59.022]  Mark Rich, you know, of course, his ex-wife gave a million dollars to the Clinton Foundation and the Democratic Party.
[01:18:59.422 --> 01:19:00.543]  Bill Clinton pardons him.
[01:19:01.644 --> 01:19:08.893]  That business partner of Mark Rich, a guy named Mark Shigori, is a very corrupt individual who lives in Nigeria.
[01:19:09.433 --> 01:19:20.127]  Now, he was convicted in 2000 of money laundering and aiding and abetting a criminal enterprise in Europe because he was helping the dictator of Nigeria
[01:19:20.715 --> 01:19:26.157]  Um, literally smuggle billions of dollars out of the country and put them in Swiss bank accounts for his benefit.
[01:19:26.617 --> 01:19:28.657]  This is a guy that the Clintons have embraced.
[01:19:28.697 --> 01:19:33.378]  He's pledged a billion dollars, that's with a B, to the Clinton Global Initiative.
[01:19:33.398 --> 01:19:35.579]  He's helped arrange speeches for Bill Clinton.
[01:19:35.939 --> 01:19:37.760]  He's given to the Clinton Foundation.
[01:19:38.400 --> 01:19:42.681]  In fact, when one of his sons got married, Bill Clinton showed up at the wedding.
[01:19:43.101 --> 01:19:51.387]  These are the kinds of people that are throwing cash at the Clintons and are getting favorable access and got favorable access while she was Secretary of State.
