[00:00:12.829 --> 00:00:15.790]  Wednesday, April 20th, 2016.
[01:07:03.391 --> 01:07:09.654]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[01:07:10.155 --> 01:07:11.535]  Clean, pure drinking water.
[01:07:11.815 --> 01:07:13.096]  You can't survive without it.
[01:07:13.296 --> 01:07:14.197]  But where do you get it?
[01:07:14.497 --> 01:07:20.260]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:07:20.480 --> 01:07:26.203]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:07:26.383 --> 01:07:43.253]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:07:43.653 --> 01:07:45.774]  Filter capacity up to 5,000 gallons.
[01:07:46.134 --> 01:07:47.334]  Stainless steel construction.
[01:07:47.615 --> 01:07:48.355]  Easy assembly.
[01:07:48.635 --> 01:07:49.275]  Low maintenance.
[01:07:49.555 --> 01:07:51.376]  Replacement filters are simple to install.
[01:07:51.656 --> 01:07:58.759]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[01:07:58.919 --> 01:08:03.961]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[01:08:04.121 --> 01:08:06.702]  Go to InfowarsStore.com or call 888-253-3139.
[01:08:21.039 --> 01:08:25.200]  Defending the Republic from enemies foreign and domestic.
[01:08:25.220 --> 01:08:27.400]  It's Alex Jones.
[01:08:28.100 --> 01:08:31.561]  Phyllis Schlafly.
[01:08:31.801 --> 01:08:32.261]  Who?
[01:08:50.413 --> 01:08:54.275]  Cruz operatives reportedly tried to take over her operation a few weeks ago.
[01:08:54.295 --> 01:09:00.517]  Has only done one video since this happened, breaking down what happened that I know of.
[01:09:00.537 --> 01:09:08.300]  She's going to be joining us, much exclusively, first here today, popping in in the third hour.
[01:09:08.320 --> 01:09:17.964]  This is a big deal because, you know, Ted Cruz and the Republican Party say that, you know, popular voting never existed in primaries and that we've all made it up and that we're all insane.
[01:09:19.226 --> 01:09:23.768]  Well, maybe the Eagle Forum was never controlled by her and it just belonged to Ted Cruz forever.
[01:09:23.808 --> 01:09:26.129]  Maybe he founded it 55 years ago.
[01:09:28.650 --> 01:09:32.852]  I mean, the TPP tells us that it's secret and runs our country now and that we're not allowed to see it.
[01:09:32.932 --> 01:09:38.054]  So, you know, the sky's the limit when you get to this level of con artist behavior.
[01:09:39.415 --> 01:09:46.758]  We're also going to be getting into more of what's happening in Hollywood
[01:09:48.636 --> 01:10:00.222]  And people like Bono, who for decades puts out the first iPod for people with HIV, and then it turns out less than 1% of the money went to people.
[01:10:00.963 --> 01:10:06.226]  And then he does it for the UN and continues and sends less than 1% to actually help anybody.
[01:10:07.326 --> 01:10:09.367]  I mean, the best charities give like 85 to 90%.
[01:10:09.707 --> 01:10:10.668]  I get you have overhead.
[01:10:10.688 --> 01:10:14.310]  There's nothing wrong with that, with advertising and getting more money.
[01:10:16.497 --> 01:10:26.801]  I want to really start focusing in, because here's George Clooney raising $15 million for Hillary and the DNC in just a few days, but then denounces money in politics a day later.
[01:10:30.623 --> 01:10:35.765]  And I know people that know Clooney and these other folks, and I've seen it for myself with some of these Hollywood stars.
[01:10:36.345 --> 01:10:36.965]  They're actors.
[01:10:37.065 --> 01:10:44.188]  When they get up on TV and call for carbon taxes and gun control, a bunch of them are actually libertarian patriots like Kurt Russell.
[01:10:44.528 --> 01:10:45.729]  They know what's going on.
[01:10:48.404 --> 01:10:49.465]  But they won't go public.
[01:10:49.545 --> 01:10:55.309]  It's like Jeff Bridges contacting me just to say, hey, you know, I like what you're doing, appreciate your courage, whatever, but doesn't go public.
[01:10:56.450 --> 01:10:57.711]  Or somebody like Kurt Russell comes out.
[01:10:57.731 --> 01:10:59.012]  Well, I'm not liberal or conservative.
[01:10:59.212 --> 01:10:59.753]  I'm 1776.
[01:11:00.393 --> 01:11:01.994]  I don't like global government and the New World Order.
[01:11:04.777 --> 01:11:08.820]  Or Bruce Willis used to be a Republican until he saw my films.
[01:11:09.591 --> 01:11:14.095]  He told Rick Linklater, and I later had a chance to talk to him briefly, but yeah, I'm not going to go public.
[01:11:14.376 --> 01:11:15.256]  The public's too dumb.
[01:11:16.177 --> 01:11:19.120]  None of this is going anywhere, but yeah, you're dead on with what you're saying.
[01:11:19.300 --> 01:11:23.484]  He told Vanity Fair, he said there's a world government, same folks that killed Kennedy are still running things today.
[01:11:23.504 --> 01:11:26.066]  I used to be a Republican, but now I realize both parties are controlled.
[01:11:26.827 --> 01:11:33.991]  Again, if they ever lose Hollywood, they lose everybody because 80-90% of the propaganda is in movies and in fiction now.
[01:11:34.652 --> 01:11:35.572]  It's not even in news.
[01:11:35.712 --> 01:11:40.415]  We're winning the info war in the 10-15% of people that get their information from the news.
[01:11:41.035 --> 01:11:49.120]  Because they've been forced to just lie and lie and lie until the mainstream media and major Gallup polls and others has a 6-10% trust rate.
[01:11:49.320 --> 01:11:49.800]  The latest is 6%.
[01:11:50.181 --> 01:11:51.121]  We covered that.
[01:11:53.623 --> 01:11:55.544]  And there's other paradigms of the mainstream media.
[01:11:56.483 --> 01:12:07.269]  Our Earth, however it was created, however old it is, I don't go with a lot of the mainline Christian interpretations that are men's interpretations of the Bible, that the Earth is 6,000 years old.
[01:12:07.670 --> 01:12:18.996]  I don't go with mainline science that it's 4 or 5 billion years old and, you know, we only get hit by asteroids every 2 million years, because now they admit, because of Shoemaker-Levy research and what happened with that comet, that no, it's happening every 100,000 or so.
[01:12:21.141 --> 01:12:27.142]  And satellites show us giant craters all over the world that have just been filled in with water or filled in with trees.
[01:12:28.023 --> 01:12:29.123]  Filled in with foliage.
[01:12:31.123 --> 01:12:32.744]  I don't know all the mysteries of the universe.
[01:12:35.104 --> 01:12:35.965]  But I know this.
[01:12:36.665 --> 01:12:49.428]  The ring of fire from the Pacific Ocean all the way around from Asia to the tip of Chile has triggered everywhere in the last decade but key plates off California.
[01:12:50.293 --> 01:12:51.033]  And in California.
[01:12:52.774 --> 01:12:56.956]  And I've been listening to this fella on Coast to Coast AM for, I don't know, 15 years, 20 years.
[01:12:57.777 --> 01:12:59.037]  I've read some of his work.
[01:12:59.838 --> 01:13:05.061]  He's really... We've had volcanologists on, we've had seismologists on, and they're all getting government funding.
[01:13:05.881 --> 01:13:08.022]  So they're very careful about what they say.
[01:13:09.543 --> 01:13:13.305]  But basically, everything I hear them saying now, I heard five years ago from Scandia.
[01:13:14.278 --> 01:13:16.740]  And if you go to the last interview we did, in fact, what was the name of it?
[01:13:16.760 --> 01:13:20.523]  Somebody search YouTube and find it, or search our database and find the date and find it on YouTube.
[01:13:21.123 --> 01:13:22.644]  I think we have the headlines on our computer in there.
[01:13:22.864 --> 01:13:26.767]  He was on about, I don't know, a year ago, two years ago, three years ago.
[01:13:26.787 --> 01:13:28.168]  He's on intermittently.
[01:13:28.188 --> 01:13:28.869]  Let me show you one more.
[01:13:29.249 --> 01:13:30.750]  He said specifically, watch 2016.
[01:13:30.810 --> 01:13:33.152]  Watch what's going to unfold.
[01:13:34.238 --> 01:13:41.943]  And the fact that it's so overdue in California that we're going to see just one of the biggest quakes ever there, and it could bring our economy into tailspin.
[01:13:42.183 --> 01:13:45.105]  He also talked about Yellowstone a decade ago and how it's rising and falling.
[01:13:45.805 --> 01:13:53.129]  Basically everything he said, and quite frankly, even though he's well-spoken and a great guy,
[01:13:56.670 --> 01:14:05.159]  Curriculum Vitae, I would just roll my eyes and say, okay, yeah, because I don't get into the whole earth changes thing because you kind of think of this happens to somebody else.
[01:14:05.379 --> 01:14:10.385]  This happened to the Romans in Pompeii or it happened in the Pacific in Krakatoa a hundred years ago.
[01:14:12.193 --> 01:14:13.773]  And the last time he was on was over a year ago.
[01:14:14.114 --> 01:14:14.954]  Tom Flies, February 6, 2015.
[01:14:15.254 --> 01:14:27.918]  You can pull that interview up, you can hear it for yourself, but the body of his works there, the books he's written, he has predicted things more accurately than anybody I have read or talked to.
[01:14:28.278 --> 01:14:31.359]  Here's the headline, Volcanic Expert Super-Eruption Coming.
[01:14:32.919 --> 01:14:34.500]  And now you see what they're calling
[01:14:35.695 --> 01:14:36.956]  Unprecedented eruptions.
[01:14:37.116 --> 01:14:39.798]  Unprecedented geological activity.
[01:14:40.119 --> 01:14:41.320]  Tectonic activity.
[01:14:41.860 --> 01:14:43.021]  Now the sun's cooled off.
[01:14:43.081 --> 01:14:43.962]  That affects our climate.
[01:14:44.002 --> 01:14:44.662]  Is that doing it?
[01:14:45.283 --> 01:14:46.224]  Is it the magnetic field?
[01:14:46.404 --> 01:14:47.144]  He's the expert.
[01:14:47.665 --> 01:14:49.446]  Because he looks at all the studies.
[01:14:50.127 --> 01:14:50.987]  The full spectrum.
[01:14:51.027 --> 01:14:56.392]  So many experts at the university level just write their own little papers in their one little area and don't do the general research.
[01:14:56.872 --> 01:14:57.613]  Ecuador earthquake.
[01:14:57.653 --> 01:14:58.554]  Death toll rises to 350.
[01:14:58.594 --> 01:14:58.814]  Channel 9.
[01:15:04.409 --> 01:15:04.770]  Alert!
[01:15:05.090 --> 01:15:08.213]  Could a super volcano under Yellowstone National Park erupt soon?
[01:15:09.555 --> 01:15:15.001]  Aspen quakes halt Sony's senior plant.
[01:15:15.061 --> 01:15:16.603]  May impact iPhone production.
[01:15:17.839 --> 01:15:18.599]  Ecuador quake.
[01:15:18.799 --> 01:15:20.220]  Survivors tell harrowing tales.
[01:15:20.540 --> 01:15:21.500]  The shaking continues.
[01:15:21.520 --> 01:15:25.481]  The most dangerous volcano in Mexico has erupted in spectacular fashion.
[01:15:25.721 --> 01:15:28.742]  I've got headlines that there's record volcanic activity.
[01:15:29.303 --> 01:15:32.644]  Should Northwest residents be worried about this week's back-to-back earthquakes?
[01:15:33.224 --> 01:15:38.325]  We're seeing record earthquakes since they started recording them accurately with seismographs over a hundred years ago.
[01:15:39.046 --> 01:15:40.506]  Sharp shock hits Ecuador.
[01:15:40.546 --> 01:15:41.126]  It goes on and on.
[01:15:41.406 --> 01:15:42.287]  That's just some of the news.
[01:15:42.487 --> 01:15:43.127]  You've seen it everywhere.
[01:15:43.367 --> 01:15:45.448]  So finally the mainstream media is paying attention.
[01:15:45.968 --> 01:15:46.448]  I hope
[01:15:47.096 --> 01:15:48.219]  That we've seen the worst of it.
[01:15:49.001 --> 01:15:50.464]  But the point is, we're floating around.
[01:15:51.579 --> 01:15:58.461]  On crust that is on top of molten magma on a huge planetoid going thirty-something thousand miles an hour through space.
[01:15:59.101 --> 01:16:04.363]  So when they say man-made climate change will arrest you if you disagree with it, of course there's climate change.
[01:16:04.403 --> 01:16:05.203]  It's always happening.
[01:16:05.603 --> 01:16:08.904]  Now they're saying the world has to stay the same or humans did it.
[01:16:09.564 --> 01:16:10.665]  So much ties into this.
[01:16:11.265 --> 01:16:13.326]  He's with us for the rest of the hour, five minutes to the next hour.
[01:16:13.646 --> 01:16:14.966]  Standeo.com.
[01:16:15.906 --> 01:16:17.647]  And going over his bio.
[01:16:19.326 --> 01:16:21.987]  He held an above-top-secret security clearance and worked undercover with the FBI.
