[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:29:41.582 --> 01:29:47.064]  We also have an interview we did in the Munich train station with the free German party candidates about to come up.
[01:29:47.344 --> 01:29:50.025]  Those interviews take a little bit longer because we've been driving and editing.
[01:29:50.085 --> 01:29:52.005]  Dude, you've done a fabulous job.
[01:29:52.045 --> 01:29:56.606]  You guys get to the hotel now that that's been announced because they throw me out of there a week early now.
[01:29:56.867 --> 01:29:57.267]  Get in there.
[01:29:57.287 --> 01:29:58.187]  Get that intel.
[01:29:58.467 --> 01:29:59.387]  Go to the migrant camps.
[01:29:59.447 --> 01:30:00.468]  Great job.
[01:30:00.508 --> 01:30:01.088]  Stay there, my friend.
[01:30:01.108 --> 01:30:01.728]  We'll come back to you.
[01:30:05.589 --> 01:30:13.933]  I've been covering the news on radio and TV for more than 21 years.
[01:30:14.993 --> 01:30:22.276]  And as each year begins, you tend to see a theme that's developing with the social engineers, with the global architects.
[01:30:22.356 --> 01:30:29.639]  And undoubtedly, they're making their move to destabilize the Western world right now, from Australia to Europe to the United States and Canada.
[01:30:29.819 --> 01:30:30.619]  And they're bringing in
[01:30:30.899 --> 01:30:37.221]  Millions and millions of radical Islamic Muslims, unvetted, so that they will carry out terror attacks.
[01:30:37.421 --> 01:30:44.463]  And then when they do carry out terror attacks, we lose our liberties and freedoms and are told to comply with Islam and they'll stop bombing and shooting us.
[01:30:44.723 --> 01:30:46.744]  This is the crazy world of political correctness.
[01:30:47.324 --> 01:30:55.768]  That said, they allow Muslims to basically, in the United States and Europe, keep women as slaves chained up, beat them, pour acid on their faces, and they don't even really get in trouble.
[01:30:55.788 --> 01:31:02.411]  It's like, UN diplomats are always being caught with slaves from Africa and stuff, and they'll say, well that's their culture in this African country.
[01:31:02.611 --> 01:31:05.392]  But if it's Western culture, it's evil and it's bad.
[01:31:05.993 --> 01:31:13.116]  And going over some of these articles, recently the Pope and the top imam, the head imam in the world over Sunni Muslims, that's what Al-Qaeda is.
[01:31:13.496 --> 01:31:14.737]  Met with the Pope at the Vatican.
[01:31:31.072 --> 01:31:31.352]  God is great!
[01:32:02.278 --> 01:32:02.978]  Incredible threat.
[01:32:02.998 --> 01:32:07.079]  Now ISIS wants to attack the Olympics coming up in Brazil.
[01:32:07.799 --> 01:32:11.100]  Hungary's Prime Minister gets it and says Clinton is George Soros' puppet.
[01:32:11.540 --> 01:32:16.381]  Warns that they want to overrun the EU with millions of Muslims.
[01:32:16.922 --> 01:32:21.703]  Radical ones that are wedded to the left.
[01:32:21.723 --> 01:32:26.764]  22% of resettled refugees in Minnesota have tested positive for tuberculosis and then they go on to report
[01:32:27.404 --> 01:32:30.206]  That they're letting them in when they have tuberculosis.
[01:32:30.526 --> 01:32:33.128]  This is unprecedented attack on our country.
[01:32:33.348 --> 01:32:35.629]  This is a government at war with the people.
[01:32:35.949 --> 01:32:39.171]  This is a government savaging the population, and it goes on and on.
[01:32:39.431 --> 01:32:46.636]  The open borders are the key to globalism, destroyed national sovereignty, and radical Islamists that can't even live with each other in peace are not compatible here.
[01:32:47.096 --> 01:32:47.456]  Period.
[01:32:47.917 --> 01:32:51.519]  We shouldn't have to submit to their backwards culture of oppression.
[01:32:52.219 --> 01:33:04.305]  We are the true liberals who promote free speech across the board in Europe and the United States and Canada, and we must stand for it and not be bullied into a new dark age of oppression and tyranny.
[01:33:20.692 --> 01:33:24.836]  Defending the Republic from enemies foreign and domestic.
[01:33:25.576 --> 01:33:27.058]  It's Alex Jones.
[01:33:27.518 --> 01:33:35.966]  The Germans are waking up to globalism and the new world order.
[01:33:47.509 --> 01:33:49.651]  Marches every day across the country.
[01:33:49.711 --> 01:33:50.731]  The same thing in France.
[01:33:51.972 --> 01:33:56.155]  As the globalist project to destroy Europe and merge it with the Middle East accelerates.
[01:33:57.576 --> 01:33:59.518]  Facing total extinction.
[01:34:00.298 --> 01:34:04.982]  Will the West at least get up on its knees and attempt to fight back?
[01:34:06.247 --> 01:34:07.468]  The answer is yes.
[01:34:08.068 --> 01:34:09.348]  Going back to Dresden, Germany.
[01:34:09.509 --> 01:34:11.529]  We're there to cover Bilderberg, coming up in three days.
[01:34:11.970 --> 01:34:14.151]  We'll cover it Thursday, Friday, Saturday, right through Sunday.
[01:34:14.791 --> 01:34:16.392]  Rob Dew and Josh Owens are there.
[01:34:16.752 --> 01:34:19.833]  Our other reporters are going to be popping in tomorrow at big rallies out in California.
[01:34:19.873 --> 01:34:21.534]  Leanne McAdoo has been dispatched.
[01:34:21.614 --> 01:34:22.394]  She wanted to go.
[01:34:23.195 --> 01:34:25.135]  And she said, hey, that's a little sexist.
[01:34:25.155 --> 01:34:26.396]  I said, well, I don't want you getting beat up.
[01:34:26.716 --> 01:34:29.737]  OK, yes, I don't send a woman where she can get beat up.
[01:34:29.837 --> 01:34:30.378]  I send guys.
[01:34:31.437 --> 01:34:32.138]  And I guess it's true.
[01:34:32.198 --> 01:34:34.601]  I said, OK, Leigh-Anne, but she goes, well, how far should I go?
[01:34:34.681 --> 01:34:35.962]  And I'm like, yeah, exactly.
[01:34:37.123 --> 01:34:39.686]  I mean, I don't want Leigh-Anne to get her nose broken or something, but she went.
[01:34:40.287 --> 01:34:40.727]  She went.
[01:34:41.648 --> 01:34:42.269]  OK, well.
[01:34:43.510 --> 01:34:47.694]  I don't think Gloria Steinem is going to be pleased though, because these communists are targeting women.
[01:34:47.714 --> 01:34:49.195]  But Joe Biggs is there to protect her.
[01:34:49.676 --> 01:34:50.777]  Oh, I'm sorry, that's sexist.
[01:34:50.797 --> 01:34:51.618]  A man's going to help a woman.
[01:34:52.218 --> 01:34:53.940]  Going back to Rob Dew and Josh Owens.
[01:34:54.580 --> 01:34:56.442]  Rob, great videos you've been filing.
[01:34:57.263 --> 01:34:57.683]  Amazing.
[01:34:57.723 --> 01:35:02.127]  This one on the original Trump wall in Germany.
[01:35:02.147 --> 01:35:02.988]  Tell folks about that.
[01:35:03.028 --> 01:35:03.969]  Tell us what happened during the break.
[01:35:05.317 --> 01:35:09.721]  We found a medieval castle after we interviewed that migrant Mohammed down in Newmark.
[01:35:11.643 --> 01:35:13.565]  On this hill there's like these ruins of a castle.
[01:35:13.605 --> 01:35:16.488]  So we went up to check it out and we decided to shoot a report there.
[01:35:16.528 --> 01:35:18.890]  We shot some amazing footage we'll be putting up as well later.
[01:35:18.910 --> 01:35:19.891]  But Alex, take a look at this.
[01:35:20.271 --> 01:35:23.854]  Thousands of people marching for anti-immigration.
[01:35:23.894 --> 01:35:24.335]  Now watch this.
[01:35:24.355 --> 01:35:25.156]  We're going to turn around.
[01:35:25.516 --> 01:35:27.638]  I've found Bernie Sanders supporters here in Germany.
[01:35:28.018 --> 01:35:29.800]  German Bernie Sanders supporters right here.
[01:35:30.373 --> 01:35:32.493]  You can see they have the refugees welcome sign.
[01:35:32.913 --> 01:35:34.054]  They've got their little sign.
[01:35:34.274 --> 01:35:35.754]  I guess they're against nationalism.
[01:35:36.094 --> 01:35:40.015]  But you can see maybe about 40, 50 at the most.
[01:35:40.535 --> 01:35:44.836]  They're chanting and they've got the communist flag right there.
[01:35:45.236 --> 01:35:50.177]  So these are communist leftists here that are pro-illegal immigration, pro-migration.
[01:35:50.197 --> 01:35:51.177]  They want to fund this stuff.
[01:35:51.197 --> 01:35:58.238]  They want to basically sell their future down the river because they've been told... Let's show a little more attention to that blonde police officer for a moment, please.
[01:36:00.282 --> 01:36:02.644]  Yeah, it kind of reminds me of Austria last year.
[01:36:03.625 --> 01:36:05.606]  So, once again, they are wearing their jumpsuits.
[01:36:05.626 --> 01:36:07.468]  We'll get another shot over this way.
[01:36:08.188 --> 01:36:12.071]  But you can see... Now, let's show the sense of the numbers.
[01:36:12.111 --> 01:36:18.777]  You got maybe 50 leftist and brainwashed mainstream media viewers, punk rockers, anarchist communists, stuff like that.
[01:36:19.157 --> 01:36:20.618]  Not even 50, like maybe 35.
[01:36:20.838 --> 01:36:26.683]  And then across the street, it looks like a two-mile long line of thousands and thousands and thousands of people marching.
[01:36:27.574 --> 01:36:29.536]  This line has been moving for about five minutes.
[01:36:30.117 --> 01:36:34.401]  It's several, probably 20 people thick as it moves.
[01:36:34.421 --> 01:36:36.984]  And there's no sign of this line ending.
[01:36:37.404 --> 01:36:41.328]  So you can see the very small pro-immigration rally.
[01:36:41.608 --> 01:36:46.333]  And then here in Dresden, you have this large... All right, now let's go back to that female police officer.
[01:36:47.214 --> 01:36:47.815]  What was that, Alex?
[01:36:47.875 --> 01:36:48.295]  I'm serious.
[01:36:48.315 --> 01:36:49.757]  Let's go back to the female police officer.
[01:36:51.624 --> 01:36:52.885]  Sorry, I'm having a little fun, folks.
[01:36:52.965 --> 01:36:53.585]  I apologize.
[01:36:54.326 --> 01:36:55.086]  No, no.
[01:36:55.106 --> 01:36:57.988]  Feel free to ask if anybody speaks English and see if they want to talk to her, too.
[01:36:58.008 --> 01:36:59.690]  You know, see what she thinks.
[01:37:01.931 --> 01:37:03.112]  I don't think they're allowed to talk.
[01:37:03.272 --> 01:37:04.093]  I could go to... I know.
[01:37:04.153 --> 01:37:04.633]  I don't care.
[01:37:04.673 --> 01:37:05.434]  Just go talk to her.
[01:37:06.274 --> 01:37:06.614]  You know what?
[01:37:06.734 --> 01:37:09.056]  I think I'm going to go talk to one of these migrants.
[01:37:09.136 --> 01:37:10.477]  It's like you're a Mars rover.
[01:37:10.557 --> 01:37:14.440]  I can't be there, but you're going up, see, to check out the intelligent life here.
[01:37:15.541 --> 01:37:16.501]  Exactly.
[01:37:16.541 --> 01:37:17.502]  We're sending the rover in.
[01:37:20.604 --> 01:37:23.026]  Why don't you go into the... Okay, here comes one of them.
[01:37:37.011 --> 01:37:37.551]  Speak English?
[01:37:37.731 --> 01:37:37.971]  Yep.
[01:37:38.171 --> 01:37:38.552]  Alright.
[01:37:38.912 --> 01:37:41.693]  So, uh, what's the name of your group and why are you here?
[01:37:42.193 --> 01:38:03.661]  Um, uh, PEGIDA is, we're also the refugees which come to Germany and to Dresden and we are here to say no to PEGIDA because we want the refugees, we want to help the people, uh, who come here and these, uh, people just, uh... So how many refugees do you want to come here?
[01:38:03.681 --> 01:38:06.222]  A million came last year.
[01:38:07.150 --> 01:38:08.171]  I'm fine with that.
[01:38:08.431 --> 01:38:17.058]  I think German does not lose something on his image or his money or his culture because the refugees come here.
[01:38:17.098 --> 01:38:20.160]  I think the refugees are good for Germany.
[01:38:20.480 --> 01:38:22.382]  He wants a tax raise to pay for them?
[01:38:22.402 --> 01:38:22.922]  Is that what he said?
[01:38:23.323 --> 01:38:25.724]  What about the taxes that it's going to take to house them?
[01:38:25.744 --> 01:38:28.086]  Because right now they're housing them and giving them food.
[01:38:28.106 --> 01:38:29.287]  They're not actually working.
[01:38:29.307 --> 01:38:30.928]  They're not integrating into your society.
[01:38:32.329 --> 01:38:41.577]  Ask him if he wants Sharia law.
[01:38:41.637 --> 01:38:45.380]  I mean, if we should let them mutilate their women and make them wear hoods over their heads.
[01:38:45.640 --> 01:38:47.582]  Ask them if it's okay how they treat their women.
[01:38:49.161 --> 01:38:51.542]  What about in Muslim countries, the way they treat their women?
[01:38:51.562 --> 01:38:53.162]  Do you think that's okay to do that here?
[01:38:53.342 --> 01:38:53.522]  What?
[01:38:53.923 --> 01:38:54.923]  The way they treat their women.
[01:38:54.963 --> 01:38:55.663]  Make them cover up.
[01:38:55.703 --> 01:38:56.383]  They can beat them.
[01:38:56.423 --> 01:38:57.604]  They can stone them.
[01:38:58.064 --> 01:39:03.546]  I think this is a kind of education which we have to bring them nearer.
[01:39:03.706 --> 01:39:04.266]  That's right.
[01:39:04.346 --> 01:39:06.046]  They have to be educated.
[01:39:06.246 --> 01:39:07.747]  They don't assimilate anywhere.
[01:39:07.767 --> 01:39:07.987]  Explain.
[01:39:08.007 --> 01:39:09.708]  They're the most unassimilatable people.
