[00:00:01.593 --> 00:00:04.204]  You're listening to The Alex Jones Show!
[01:09:32.788 --> 01:09:34.129]  He's not an advertiser, I'm just telling you.
[01:09:34.149 --> 01:09:39.151]  $4.95, that doesn't even pay for what the book cost him, so that he can warn you of what's happening.
[01:09:39.571 --> 01:09:44.353]  And he's predicted pretty much with total precision, exactly what would happen the last year.
[01:09:44.853 --> 01:09:48.995]  And this went back several years, but he comes on every few weeks and just tells us the next shoe to drop.
[01:09:49.355 --> 01:09:53.036]  So there's no need to even have him on for an hour, just have him on for like 12 minutes because he's a busy guy as well.
[01:09:53.356 --> 01:09:54.756]  He can just tell us what he thinks is coming next.
[01:09:55.216 --> 01:10:06.059]  HarryDent.com, founder of Dent Research, economic forecasting firm, MBA from Harvard, and I'm not going to go through the rest of his CEO jobs and things.
[01:10:06.099 --> 01:10:08.780]  But Mr. Dent, obviously you were on two weeks ago.
[01:10:09.640 --> 01:10:12.444]  Since then, it's what you said is happening.
[01:10:12.464 --> 01:10:15.809]  You said, you know, stock market going down the next week, continuing.
[01:10:15.889 --> 01:10:18.052]  It might pop back up again, but then back down after that.
[01:10:18.073 --> 01:10:19.094]  You talked about all the technicals.
[01:10:19.675 --> 01:10:24.201]  So update us on what you predicted, what's now happened, and what you say is coming next.
[01:10:24.960 --> 01:10:31.423]  Well, you know, I tell you, just to run through a few quick slides, because it's important in the short term, you have to get a little technical.
[01:10:31.783 --> 01:10:33.203]  Long term is very simple.
[01:10:33.564 --> 01:10:35.985]  Baby boom spins and then doesn't spin.
[01:10:36.365 --> 01:10:39.566]  You know, Internet moves mainstream, then it peaks out as it has.
[01:10:39.626 --> 01:10:44.368]  So we've seen the best trend behind us, which we predicted 20 years ago, not just recently.
[01:10:45.137 --> 01:10:47.399]  But in the near term, I am seeing signs.
[01:10:47.479 --> 01:10:59.148]  Number one, our first chart shows that every bubble we've had since the late nineties has gone higher, and every crash has gone lower.
[01:10:59.629 --> 01:11:02.391]  And the big difference is that the last crash
[01:11:03.031 --> 01:11:08.995]  In the early 2009, this final bubble was totally generated by printing money.
[01:11:09.015 --> 01:11:16.700]  It's just free money, companies buying back their stocks, you know, engineering their earnings, everything's fake.
[01:11:17.501 --> 01:11:21.063]  And so, this bubble is the most dangerous to me.
[01:11:21.984 --> 01:11:23.385]  Well, you've been saying that for years.
[01:11:23.445 --> 01:11:24.125]  I mean, you're right.
[01:11:24.185 --> 01:11:27.707]  And you said Microsoft, you said Apple would peak in the next few years.
[01:11:27.827 --> 01:11:29.028]  Apple now admits they've peaked.
[01:11:29.588 --> 01:11:31.009]  Now they're talking about demographics.
[01:11:31.029 --> 01:11:33.651]  Suddenly a lot of folks are sounding like you.
[01:11:34.031 --> 01:11:42.396]  But because they were able to artificially keep it going a few years longer than they should have, and now at Davos they admit they're quote, out of bullets, what does that signify?
[01:11:43.150 --> 01:11:43.891]  Well, they are.
[01:11:44.351 --> 01:11:52.076]  And again, the biggest thing I get, Alex, every media show I get on, somebody comes in against me and says, oh, Harry, this is not a bubble because of this.
[01:11:52.696 --> 01:11:53.377]  I'm like, no.
[01:11:53.637 --> 01:12:02.102]  I lay over this bubble chart with every other bubble chart in history, including the late 94 to early 2000 bubble, which anybody would agree was a bubble.
[01:12:02.703 --> 01:12:09.927]  And it lays over almost perfectly, except this bubble's gone an extra year because of the stimulus, which makes it more dangerous.
[01:12:09.967 --> 01:12:10.748]  So, you know,
[01:12:11.668 --> 01:12:28.624]  This first chart shows that after each bubble has gone higher, the next crash, which is likely to happen in the next year, year and a half or so, is likely to take us down 70% from the top in last May to like 5,500 to 6,000 and about.
[01:12:28.984 --> 01:12:33.869]  Now, but there's a series of how this happens and this is where it gets more short term.
[01:12:33.889 --> 01:12:35.050]  The next chart shows
[01:12:35.885 --> 01:12:38.487]  How we had this bubble channel.
[01:12:38.647 --> 01:12:48.996]  I mean, stocks just went straight up from late 2011 into 2015 in a narrow channel with almost no substantial corrections.
[01:12:49.056 --> 01:12:51.378]  And that's terribly dangerous when that happens.
[01:12:51.778 --> 01:12:55.101]  And finally, in August of last year, we broke down below that.
[01:12:55.141 --> 01:13:02.968]  I was warning our newsletter subscribers, man, if we break below this channel, then you got to start thinking this thing is over.
[01:13:04.119 --> 01:13:16.263]  The next chart, very simple again, shows for the first time compared to most bubbles, because this has been artificial and stretched so long, we're having a rounded top here.
[01:13:16.784 --> 01:13:23.806]  You know, it's not like it just gets crazier and crazier and then finally blows like China just did or we did in 1929.
[01:13:23.866 --> 01:13:27.127]  And you said on the show three years ago you thought it would start with China blowing.
[01:13:27.488 --> 01:13:28.528]  You predicted it exactly.
[01:13:29.355 --> 01:13:29.575]  Yes.
[01:13:29.855 --> 01:13:33.477]  You said out of all of the triggers, China was the most likely?
[01:13:34.037 --> 01:13:37.178]  China and oil, which has also been another big trigger.
[01:13:37.918 --> 01:13:49.803]  And I tell you, next is going to be Germany and Europe, because Germany's got the worst demographics of any country we've seen since Japan in the early 90s, and we were the only people that predicted Japan would go down.
[01:13:50.706 --> 01:13:58.033]  But we're having this rounded top because, you know, there's all this stimulus, but the fundamentals keep getting worse.
[01:13:58.093 --> 01:14:00.175]  So it just keeps bending over.
[01:14:00.555 --> 01:14:06.081]  And we broke another key level recently at 1880 on the S&P 500.
[01:14:06.481 --> 01:14:12.747]  And then the final chart just shows, here's the most important thing to me, the classic sign of tops.
[01:14:13.576 --> 01:14:18.965]  Like back in 2000 and 2007, because bubbles just keep going and they're irrational.
[01:14:18.985 --> 01:14:25.836]  And is it when the smaller companies start underperforming the large companies significantly?
[01:14:25.876 --> 01:14:27.960]  And this last chart shows that not only
[01:14:28.937 --> 01:14:37.404]  Uh, are the small cap stocks down twice as much as the large cap stocks recently, but they've broken some very key levels.
[01:14:37.504 --> 01:14:42.227]  And so sometime in the next couple months, we're going to break down more substantially.
[01:14:42.267 --> 01:14:50.974]  But remember the first chart, the first chart says this will just be the beginning of another 2008 light crash, which is going to go deeper.
[01:14:51.693 --> 01:14:56.334]  And be steeper on the downside just like it was steeper on the upside.
[01:14:56.414 --> 01:14:58.535]  So I don't know exactly when this is going to happen.
[01:14:58.575 --> 01:14:59.115]  Nobody does.
[01:14:59.135 --> 01:15:01.396]  The short term, very hard to predict.
[01:15:01.456 --> 01:15:11.079]  I'm having a big meeting with my company right after this call with our shorter term analysts and our longer term to consider where we're at because we're at a critical point.
[01:15:11.119 --> 01:15:15.360]  But I'm telling you, in the next year, if you're ever going to protect your wealth,
[01:15:16.033 --> 01:15:17.314]  And protect your assets.
[01:15:17.754 --> 01:15:28.302]  This is the time to do it because I think, and I've been predicting that 2016 will likely, beginning to end, be the worst year for stocks since 1931.
[01:15:31.232 --> 01:15:41.882]  And you said that months and months ago here, then we heard almost the exact same headlines plagiarized by Soros, by the Wall Street Journal, by the Financial Times, and the World Bank of Scotland came out and said, sell everything.
[01:15:42.223 --> 01:15:44.044]  I mean, this is really scary.
[01:15:44.064 --> 01:15:46.867]  I mean, you've been probably the most accurate person out there.
[01:15:46.887 --> 01:15:49.490]  I've got to say, how bad do you think it's really going to get?
[01:15:51.234 --> 01:16:12.732]  Well, again, I mean, after they had extended a bubble that was already extreme, more extreme than the 1920s bubble, and of course that led to the Great Depression, what people don't understand is when you stretch an economy so far with excessive debt, and the longer an economy does well, the more everybody speculates and borrows and feels okay,
[01:16:13.847 --> 01:16:16.348]  When you do that, you're going to have a bigger downturn.
[01:16:16.428 --> 01:16:21.509]  So this is going to be something like the 1930s, when it finally cracks.
[01:16:22.449 --> 01:16:38.792]  And the only reason it hasn't cracked thus far is $9 trillion, and some people estimate much more, but I'm conservative, $9 trillion in printed money, not counting all the... And now you've got the giant populations unraveling, worse than then.
[01:16:39.052 --> 01:16:42.073]  You've got this socialist idea, more entrenched than it probably was in the 30s,
[01:16:42.833 --> 01:16:47.354]  This is going to be a move to bring in socialism and wealth redistribution that will only stall things even worse.
[01:16:48.035 --> 01:16:49.335]  I've got to say, I agree with you.
[01:16:49.375 --> 01:16:50.095]  You've been proven right.
[01:16:50.115 --> 01:16:51.616]  And I think it's going to be far worse.
[01:16:51.956 --> 01:16:54.116]  Because people are more self-sufficient in the 30s.
[01:16:54.457 --> 01:16:55.997]  Most of them knew how to grow a garden.
[01:16:56.417 --> 01:17:00.838]  Most, I mean, I'm not trying to be mean, but we got a bunch of immoral, spoiled brats in this country.
[01:17:01.219 --> 01:17:03.159]  And I, oh my God, I'm scared, actually.
[01:17:03.479 --> 01:17:06.100]  Well, I tell you, it's worse in China because they've overbuilt.
[01:17:06.160 --> 01:17:07.000]  They're the big bubble.
[01:17:07.040 --> 01:17:08.761]  We were the biggest bubble in the roaring 20s.
[01:17:09.942 --> 01:17:27.120]  In the world, even though the whole world had a bubble, China is the biggest bubble today, and they've moved a half a billion people, twice the population, from farms where they were self-sufficient into cities where they have no skills and only depend on something for nothing.
[01:17:27.160 --> 01:17:30.323]  Sure, so it's a time bomb, and the fuse is getting short, so let me ask you this.
[01:17:32.932 --> 01:17:34.794]  Time frame, is 2016 worse or 2017?
[01:17:34.894 --> 01:17:41.082]  I mean, when do you think it really becomes evident that we're screwed and then confidence falls out of the bottom?
[01:17:41.262 --> 01:17:45.867]  They'll have some new banker bailout plan, some new bubble, but they're saying they're out of bullets?
[01:17:45.887 --> 01:17:48.771]  Do they just admit there's nothing and then let it all stagnate?
[01:17:48.791 --> 01:17:49.351]  I mean, whoa!
[01:17:50.185 --> 01:17:51.285]  Well, first, yes.
[01:17:51.545 --> 01:17:57.087]  I think we're getting signs from everything I said earlier that this bubble is finally blowing.
[01:17:57.147 --> 01:17:59.008]  It is really hard to predict.
[01:17:59.148 --> 01:18:02.409]  Ask me, because I've had to do it in the past, when a bubble is going to blow.
[01:18:02.449 --> 01:18:03.950]  But we're finally getting the signs.
[01:18:03.990 --> 01:18:06.410]  When it does, it's going to be dramatic.
[01:18:06.471 --> 01:18:11.972]  Just like we just saw China down 45% of stock market in two and a half months.
[01:18:12.332 --> 01:18:13.733]  It'll eventually be down 90%.
[01:18:14.733 --> 01:18:19.255]  But half the damage of a multi-year downturn was done in two and a half months.
[01:18:20.268 --> 01:18:30.893]  I always tell people it's better to get out of the bubble a little bit early because when it finally does hit reality for everybody in La La Land, then it happens very rapidly.
[01:18:30.913 --> 01:18:34.034]  So Royal Bank of Scotland is absolutely right when they say sell everything.
[01:18:34.639 --> 01:18:39.242]  Yeah, normally I'd say, hey, get a little more this or that.
[01:18:39.562 --> 01:18:50.070]  No, this is a time, I'd say for the next year, even though it may not start to bottom until early to mid-2017 and may not ultimately bottom for 2020 to 2022 in our longer-term forecast,
[01:18:52.191 --> 01:18:55.572]  I think most of the damage is going to be done in the next year.
[01:18:55.932 --> 01:18:59.734]  So you say depressionary in many areas of the world, as bad or worse.
[01:19:00.194 --> 01:19:02.515]  Will it be unevenly distributed like the last one?
[01:19:02.975 --> 01:19:04.215]  You say we're not as bad as others.
[01:19:04.275 --> 01:19:05.496]  Will it be a depression here?
[01:19:06.597 --> 01:19:13.681]  Yeah, well, I think, Alex, the most important thing is we triggered the last great recession, they call it.
[01:19:13.982 --> 01:19:16.703]  It was starting to be a depression.
[01:19:16.723 --> 01:19:16.703]  2008.
