[00:00:16.280 --> 00:00:18.282]  Ladies and gentlemen, wow!
[01:18:14.874 --> 01:18:17.897]  On our YouTube channel, I see you commenting.
[01:18:18.838 --> 01:18:22.080]  And you're pushing for a war in the Middle East.
[01:18:22.100 --> 01:18:23.882]  You're pushing to get all the Arabs stirred up.
[01:18:24.522 --> 01:18:28.646]  You're pushing to hope to see a fall of Israel, which would cause the end of the world.
[01:18:29.386 --> 01:18:33.350]  See, I don't want a war with Russia, not because I work for Russia.
[01:18:34.090 --> 01:18:34.671]  Never been there.
[01:18:35.572 --> 01:18:37.254]  But because I want my kids to have a future.
[01:18:37.674 --> 01:18:44.981]  I don't want Israel cornered into a nuclear war, not because I get orders from Netanyahu, but because I don't want a nuclear war.
[01:18:45.361 --> 01:18:46.402]  Same reason.
[01:18:46.502 --> 01:18:47.142]  Comprende?
[01:18:49.024 --> 01:18:52.808]  The globalists have said, you accept world government or we're going to have a giant war.
[01:18:53.820 --> 01:18:58.884]  German chancellors have said it, British prime ministers have said it, French presidents have said it, U.S.
[01:18:58.924 --> 01:18:59.725]  presidents have said it.
[01:19:00.025 --> 01:19:02.448]  This is how we're held hostage by global governance.
[01:19:02.768 --> 01:19:07.072]  The very same Rothschild Rockefellers stirred up World War I to get the League of Nations.
[01:19:08.052 --> 01:19:08.653]  That failed.
[01:19:09.113 --> 01:19:10.935]  They had World War II to get the U.N.
[01:19:10.975 --> 01:19:17.641]  The Rockefellers donated the land, set it all up, and they always say, you give us world government or we're going to give you war.
[01:19:20.302 --> 01:19:28.449]  The only peace is submitting to their world government, becoming poor, having one-child policies, letting them force-inoculate you, and living under a medical tyranny.
[01:19:28.689 --> 01:19:29.410]  A soft kill.
[01:19:30.351 --> 01:19:32.272]  Their whole planetary program is in trouble.
[01:19:32.713 --> 01:19:35.015]  So, where's the third world war supposed to start?
[01:19:35.375 --> 01:19:36.156]  The Middle East.
[01:19:36.496 --> 01:19:37.637]  What are they trying to start?
[01:19:38.778 --> 01:19:40.339]  Where's the next war supposed to start?
[01:19:41.300 --> 01:19:42.081]  With North Korea.
[01:19:42.141 --> 01:19:42.941]  What's happening there?
[01:19:43.162 --> 01:19:44.022]  What's happening with China?
[01:19:44.223 --> 01:19:46.845]  You got both hot spots being turned on right now.
[01:19:52.031 --> 01:19:53.051]  Now you see what's happening.
[01:19:54.652 --> 01:20:04.494]  I know it's fun to go and just make mindless pro-Israel comments or anti-Israel comments and just sit there like morons, but let's pull back and look at the big picture here of what the globalists are doing.
[01:20:04.914 --> 01:20:14.037]  I'm gonna come back, take your phone calls on this and other issues, then I'm getting into the AI globalist takeover.
[01:20:14.077 --> 01:20:17.318]  Matt Boyle, thanks for joining us here at InfoWars.com.
[01:20:18.853 --> 01:20:19.774]  Thanks, Roger, for having me.
[01:20:19.794 --> 01:20:22.816]  What they're trying to do is they're trying to drag our names through the mud.
[01:20:36.026 --> 01:20:40.090]  So that we can't continue to grow and win over new supporters.
[01:20:40.150 --> 01:20:41.631]  But here's what's happening.
[01:20:41.751 --> 01:20:50.459]  Their efforts to attack us at Breitbart and other places, all the places you mentioned, are backfiring.
[01:20:50.539 --> 01:21:00.328]  People who are open-minded and aren't completely sold by the political left and the political establishment.
[01:21:00.968 --> 01:21:01.629]  I think so.
[01:21:17.968 --> 01:21:25.875]  And they do a better job of covering the news than, say, CNN or the New York Times or sometimes even some other places throughout the establishment, right?
[01:21:25.915 --> 01:21:26.636]  Media, right?
[01:21:26.656 --> 01:21:29.519]  Like a Fox or a Weekly Standard or a National Review.
[01:21:29.839 --> 01:21:34.123]  I would submit that we are the real news and they are the fake news.
[01:21:34.183 --> 01:21:39.968]  CNN, which, you know, repeatedly, over and over again, said that Donald Trump wouldn't win the election.
[01:21:40.712 --> 01:21:42.955]  When President Barack Obama attacked InfoWars by name.
[01:22:02.436 --> 01:22:16.252]  When Hillary Clinton attacked Alex Jones by name, actually produced a campaign TV commercial attacking Alex Jones, all they did was increase the listenership and viewership of InfoWars.
[01:22:16.613 --> 01:22:18.455]  My colleagues here at Breitbart are fired up.
[01:22:20.235 --> 01:22:26.917]  I've gotten away from using the term, Roger, the mainstream media to describe the establishment, legacy media.
[01:22:27.757 --> 01:22:29.438]  I don't think they're mainstream anymore.
[01:22:29.538 --> 01:22:37.780]  I think we've crossed a Rubicon over the course of the 2016 election where Breitbart, Daily Caller, InfoWars, etc.
[01:22:37.960 --> 01:22:40.420]  are the new mainstream media.
[01:22:40.480 --> 01:22:42.721]  We represent mainstream American thought.
[01:22:43.281 --> 01:22:46.322]  I kind of look at Breitbart almost like it's Noah's Ark, right?
[01:22:46.362 --> 01:22:48.123]  For the people that want to do journalism.
[01:22:48.723 --> 01:22:56.826]  You know, again, there are people all throughout the entire media apparatus right now that are basically dying to come work here.
[01:22:56.986 --> 01:23:04.729]  I think we reached a tipping point where the monopoly of the old media, let's call them that, has finally been broken.
[01:23:09.184 --> 01:23:13.571]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[01:23:13.671 --> 01:23:24.627]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[01:23:24.787 --> 01:23:29.691]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[01:23:29.811 --> 01:23:32.334]  It helps balance the thyroid gland.
[01:23:32.394 --> 01:23:33.895]  It helps detoxify.
[01:23:34.115 --> 01:23:36.958]  Selenium is another one of those absolute must-haves.
[01:23:36.998 --> 01:23:41.742]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[01:23:41.762 --> 01:23:45.906]  As a matter of fact, there's 25 genes in the body that are directly
[01:23:46.326 --> 01:23:47.986]  ...dependent upon selenium.
[01:23:48.006 --> 01:23:53.328]  So it really is a all-around nutrient that everybody really needs.
[01:23:53.448 --> 01:23:54.868]  I'm taking it now, every day.
[01:23:55.068 --> 01:23:55.789]  This is so key.
[01:23:56.049 --> 01:24:00.350]  BioTrue Selenium is the product, the best selenium that we could bring you.
[01:24:00.370 --> 01:24:02.470]  We believe it's the best out there at a very, very low price.
[01:24:02.590 --> 01:24:06.051]  Exclusively available at InfowarsLive.com or by calling toll-free 888-253-3139.
[01:24:10.250 --> 01:24:38.017]  Way up north to Alaska Way up north to Alaska North to Alaska Go north for Russia's home North to Alaska Go north for Russia's home Big Sam left Seattle in the year of 92 With George Pratt, his partner, and brother Billy, too
[01:24:38.997 --> 01:24:48.160]  Alright, I want to get to a lot of your calls because at about 40 after or so, I want to get into this AI.
[01:25:06.055 --> 01:25:09.696]  Takeover that's happening in most people's homes, and it's admittedly a takeover.
[01:25:10.336 --> 01:25:13.337]  It's admittedly a system to spy on everything you're doing and sell your data.
[01:25:14.538 --> 01:25:33.764]  And it transcends covering up your laptop video system with a piece of tape, as I told people to do 20 years ago, which now we see the FBI director and others saying, you know, it's time to cover up the computer video camera.
[01:25:35.330 --> 01:25:39.912]  That's built into computer screens because hackers and governments are dialing into those.
[01:25:40.653 --> 01:25:44.414]  Well, the truth is it's been much worse than that for a long, long time.
[01:25:44.834 --> 01:25:46.735]  It ties into smart meters and a lot more.
[01:25:47.156 --> 01:25:49.797]  And I want to break down what's going to be happening in the new year.
[01:25:52.178 --> 01:25:53.699]  We predicted this more than 10 years ago.
[01:25:53.779 --> 01:25:54.099]  It's here.
[01:25:55.000 --> 01:25:57.242]  All right, now I'm going to go to these callers here.
[01:25:57.682 --> 01:25:59.083]  I don't care if people disagree with me.
[01:25:59.143 --> 01:26:00.644]  In fact, I'll go to the head of the line if you do.
[01:26:01.144 --> 01:26:06.408]  But I'm not going to go into a little victory lap about how I'm a Russian agent or I'm an Israeli agent.
[01:26:06.968 --> 01:26:10.951]  If you want to get to topics of why you don't like Israel or why you do, that's fine.
[01:26:10.971 --> 01:26:15.434]  I'm just not going to do the, you're a Vatican agent, you're a Russian agent, you're a Jewish agent.
[01:26:15.714 --> 01:26:16.634]  I've already heard it all.
[01:26:17.075 --> 01:26:20.357]  I'm an agent of the Republic, of prosperity, of justice.
[01:26:20.917 --> 01:26:21.958]  That's what I stand for.
[01:26:22.418 --> 01:26:24.420]  I built this myself with the listeners.
[01:26:25.580 --> 01:26:31.482]  I know people who live in their mother's basements can't believe that anybody could actually do something on their own, but I believe in you.
[01:26:32.303 --> 01:26:33.243]  So you have free speech.
[01:26:33.263 --> 01:26:34.263]  We don't screen your calls.
[01:26:34.844 --> 01:26:37.104]  But I'm not going to sit here and hear the mental illness.
[01:26:37.885 --> 01:26:38.105]  Okay?
[01:26:38.125 --> 01:26:41.766]  If you want to say something bad about Israel, or good, that's fine.
[01:26:42.706 --> 01:26:45.627]  My point is, I'm an honorable person.
[01:26:45.767 --> 01:26:47.988]  I told you why I'm against overthrowing Israel.
[01:26:48.148 --> 01:26:49.809]  It's going to start a frickin' nuclear war.
[01:26:50.969 --> 01:26:52.570]  Same reason I don't want to have a war with Russia.
[01:26:53.951 --> 01:26:54.831]  This is the reality.
[01:26:55.191 --> 01:26:56.391]  Israel's not going anywhere.
[01:26:56.771 --> 01:26:59.392]  Why is Obama Machiavellianly doing this now?
[01:26:59.652 --> 01:27:01.052]  To create a giant crisis.
[01:27:01.652 --> 01:27:03.313]  They're shooting down Russian aircraft.
[01:27:03.473 --> 01:27:05.033]  They're killing Russian ambassadors.
[01:27:05.853 --> 01:27:07.073]  All hell's breaking loose.
[01:27:08.053 --> 01:27:10.274]  The head banker for NATO just got murdered.
[01:27:11.654 --> 01:27:12.054]  Today.
[01:27:12.254 --> 01:27:12.754]  Executed.
[01:27:13.594 --> 01:27:14.094]  In Belgium.
[01:27:15.495 --> 01:27:16.415]  This is the real world.
[01:27:18.195 --> 01:27:20.075]  Jeremy in Kansas, you're on the air, go ahead.
[01:27:20.095 --> 01:27:23.216]  Yes, Alex.
[01:27:23.715 --> 01:27:24.095]  Thank you.
[01:27:24.555 --> 01:27:39.242]  If we want to turn Trump into an asset of the Republic rather than a tool of vulture billionaires, the military-industrial complex, and the Zionist power configuration, then you're going to have to start telling the truth about Zionist power in the United States of America.
[01:27:39.282 --> 01:27:40.343]  You're on the air!
[01:27:40.363 --> 01:27:42.264]  Did you hear what I said?
[01:27:42.844 --> 01:27:47.727]  You can say whatever you want, but this BS about me, you're on the air!
[01:27:48.047 --> 01:27:50.048]  You're being listened to right now, big man!
[01:27:52.728 --> 01:27:57.491]  Yeah, so the main group that's very dangerous around Trump is the Netanyahu faction.
[01:27:58.052 --> 01:28:18.106]  This goes down into Trump's deputy campaign manager, Michael Glasner, who is actually the deputy under Eisenberg, who transferred the real estate to Trump's good friend, Larry Silverstein, weeks before it was blown into smithereens on live television with thousands of living human beings on it.
[01:28:18.606 --> 01:28:20.528]  This man, Michael Glasner, also
[01:28:21.007 --> 01:28:22.187]  We're good to go.
[01:28:45.507 --> 01:28:46.868]  Dick Cheney is on the board.
[01:28:47.168 --> 01:28:49.850]  Okay, these are the people that are surrounding Trump right now.
[01:28:49.930 --> 01:28:52.252]  Mike Flynn is not yet a patriot.
[01:28:52.632 --> 01:28:58.877]  He needs to speak the truth about September 11th treason that was done by Zionist power in the United States of America.
