[00:00:17.463 --> 00:00:17.884]  17 seconds.
[01:02:48.489 --> 01:02:49.030]  Yeah.
[01:02:49.110 --> 01:02:49.250]  No.
[01:02:50.010 --> 01:02:50.971]  It's already there!
[01:02:50.991 --> 01:02:51.972]  It's just not completed!
[01:02:51.992 --> 01:02:54.294]  I said to one of those Hispanics, I was like, are they all racist too?
[01:02:54.354 --> 01:02:56.496]  Are you calling Hispanic people Mexicans racist?
[01:02:56.556 --> 01:02:57.937]  Oh no, no, no, no!
[01:02:57.957 --> 01:02:59.358]  And I was like, well, I was like, guess what?
[01:02:59.518 --> 01:03:01.780]  The Vatican, there's a wall there too.
[01:03:02.260 --> 01:03:03.281]  Is the Pope racist too?
[01:03:03.601 --> 01:03:04.902]  And he's kind of started backpedaling.
[01:03:05.082 --> 01:03:06.083]  Yeah, you gotta shut him down.
[01:03:06.123 --> 01:03:07.424]  So many uneducated people out there.
[01:03:07.524 --> 01:03:08.005]  So many.
[01:03:08.025 --> 01:03:13.669]  And as soon as you just put a little fax... The Mexican president has a feeling that they need to vote on a basis of race as well.
[01:03:13.769 --> 01:03:16.872]  Hey, forget about Trump's plan.
[01:03:17.052 --> 01:03:19.094]  Let's talk about Trump's clan.
[01:03:21.431 --> 01:03:28.533]  This was from Nevada, they were going around saying that Klan members support Trump, but this hand, look at the color of this hand.
[01:03:28.933 --> 01:03:29.413]  I can't see it.
[01:03:29.433 --> 01:03:30.433]  He's a tan Klan.
[01:03:30.453 --> 01:03:34.474]  It's a Black Lives Matter dressed up like a, it's a tan Klan.
[01:03:34.494 --> 01:03:37.534]  Oh, controlled opposition or agent provocateur.
[01:03:37.594 --> 01:03:45.196]  Today it was trending on Twitter that everybody was talking on Twitter about how David Duke came out and said that people need to support Donald Trump.
[01:03:45.476 --> 01:03:47.536]  Really, you can't stop anyone who endorses you.
[01:03:48.076 --> 01:03:49.477]  I can endorse someone right now.
[01:03:49.517 --> 01:03:51.197]  It wouldn't matter.
[01:03:51.377 --> 01:03:52.538]  You're voting for him.
[01:03:52.558 --> 01:03:54.939]  You're not voting for the people that endorse him.
[01:03:55.119 --> 01:03:56.279]  That's the most ridiculous thing.
[01:03:56.299 --> 01:04:00.441]  I always get pissed off when I hear people go, oh, well, this person endorsed him.
[01:04:00.461 --> 01:04:01.321]  What are you going to say about that?
[01:04:01.601 --> 01:04:02.781]  Who cares?
[01:04:03.022 --> 01:04:06.823]  And it's no secret that he is slowly but surely winning over the black vote.
[01:04:07.523 --> 01:04:08.624]  That's a fact.
[01:04:08.884 --> 01:04:09.624]  I don't mind trading.
[01:04:10.151 --> 01:04:13.072]  He just said something important.
[01:04:13.132 --> 01:04:16.393]  I don't mind going into a trade war where we're losing 58 billion dollars.
[01:04:16.413 --> 01:04:24.195]  When I did that report talking about shipping containers, it's like if we've got ships that are routinely coming here the size of the Empire State Building.
[01:04:24.235 --> 01:04:25.696]  That's the size of that ship.
[01:04:25.736 --> 01:04:28.797]  Coming over here fully laden, going back completely empty.
[01:04:29.277 --> 01:04:31.558]  Why are we worried about free trade?
[01:04:31.578 --> 01:04:34.378]  There is no trade happening.
[01:04:34.619 --> 01:04:34.999]  Exactly.
[01:04:35.059 --> 01:04:36.819]  We don't have any trade under that system.
[01:04:37.699 --> 01:04:39.080]  Why are we worried about maintaining that?
[01:04:41.535 --> 01:04:43.921]  I wish we could have gotten some, like, footage of this.
[01:04:47.473 --> 01:04:49.235]  Such a cute soundbite.
[01:04:49.315 --> 01:04:51.897]  And I guarantee they're going to turn down jobs.
[01:04:52.097 --> 01:04:54.679]  No, no one's going to turn down a job in this economy.
[01:04:54.959 --> 01:04:57.601]  Global recession coming.
[01:04:57.842 --> 01:05:05.548]  So you're going to be starting a trade war against your own ties and suits.
[01:05:05.568 --> 01:05:07.529]  Against your own ties and suits.
[01:05:07.569 --> 01:05:09.831]  Let us not worry about this myth about Polish workers.
[01:05:09.911 --> 01:05:13.614]  Once again, they're trying to come after the capitalists.
[01:05:15.760 --> 01:05:17.801]  There's a theory that Donald Trump hired Polish workers.
[01:05:18.101 --> 01:05:26.363]  There's a theory out there.
[01:05:27.244 --> 01:05:33.265]  Ask him if he understands the China price, Trump.
[01:05:33.726 --> 01:05:34.906]  Oh my gosh.
[01:05:34.986 --> 01:05:39.067]  Yeah, but you know about massive credit card debt, not paying it off.
[01:05:39.187 --> 01:05:39.807]  Phone parties.
[01:05:40.007 --> 01:05:41.688]  Yeah, he knows about personal bankruptcy.
[01:05:41.788 --> 01:05:44.389]  Let me tell you my personal experience about bankruptcy.
[01:05:47.317 --> 01:05:48.738]  Oh, this is getting ridiculous.
[01:05:48.818 --> 01:05:50.498]  It's just like attack each other.
[01:05:50.518 --> 01:05:54.980]  He's throwing out a little bit of a smear that he can find anywhere.
[01:05:55.000 --> 01:05:59.701]  They said they were going to attack Trump, send the establishment after Trump.
[01:06:00.081 --> 01:06:01.202]  Here we are.
[01:06:01.362 --> 01:06:05.983]  Interestingly enough, Cruz is waiting and letting the two of them go after each other.
[01:06:06.003 --> 01:06:07.844]  Here's the guy.
[01:06:10.865 --> 01:06:11.605]  Here's the guy.
[01:06:12.415 --> 01:06:15.077]  That's because Cruz likes to bathe in blood.
[01:06:15.117 --> 01:06:20.962]  He sells it to a lobbyist who's probably here for $380,000 and then legislation is passed.
[01:06:21.382 --> 01:06:22.823]  You tell me about this guy.
[01:06:23.064 --> 01:06:24.545]  This is what we're going to have as president.
[01:06:24.565 --> 01:06:25.706]  Here's a guy that inherited $200 million.
[01:06:25.886 --> 01:06:29.008]  If he hadn't inherited $200 million, you know we're Donald Trump.
[01:06:29.048 --> 01:06:29.929]  That's not a crime.
[01:06:30.189 --> 01:06:30.469]  No.
[01:06:31.610 --> 01:06:39.276]  Inheriting money isn't a crime, but grabbing his money and selling it to, and getting paid off by a lobbyist, laundering it through your house sale, that would be a crime.
[01:06:39.296 --> 01:06:39.777]  That's the point.
[01:06:40.017 --> 01:06:41.319]  Oh, okay.
[01:06:41.379 --> 01:06:42.380]  One million dollars.
[01:06:42.400 --> 01:06:45.584]  Then release the tax return so he can see how much money he made.
[01:06:45.604 --> 01:06:46.605]  Well, he doesn't make that much money.
[01:06:46.685 --> 01:06:47.666]  One million dollars.
[01:06:55.936 --> 01:07:04.579]  First day in office, you will get rid of President Obama's executive action known as Deferred Action for Childhood Arrivals, DACA for short.
[01:07:05.199 --> 01:07:12.341]  It is a program that has protected hundreds of thousands of young people that came here when they were children brought to the U.S.
[01:07:12.421 --> 01:07:13.842]  by undocumented immigrants.
[01:07:13.862 --> 01:07:15.542]  Up to the age of 31, let's talk about children.
[01:07:15.562 --> 01:07:16.823]  Right, not children.
[01:07:16.963 --> 01:07:17.523]  Up to the age of 31.
[01:07:17.843 --> 01:07:20.784]  And there's also a Deferred Action for Parents, DAPA.
[01:07:20.804 --> 01:07:24.445]  Remember the Pope situation, the kid running out there?
[01:07:24.845 --> 01:07:26.226]  You're going to send my parents away?
[01:07:26.327 --> 01:07:27.908]  It's like, no, your parents can take you.
[01:07:27.948 --> 01:07:29.429]  They can actually be parents.
[01:07:29.489 --> 01:07:33.193]  Which translates to DACA is going to have to end at some point.
[01:07:33.713 --> 01:07:36.516]  But it wouldn't be fair to cancel it immediately.
[01:07:37.330 --> 01:07:40.932]  By the way, guys, you know, I'd like to keep track of the mainstream media.
[01:07:40.972 --> 01:07:48.617]  Last night on Bill O'Reilly, they were talking about Donald Trump and his immigration policy as far as sending the immigrants back.
[01:07:48.637 --> 01:07:58.703]  And, you know, they kept showing images of children and just in the arrest and it was it was a very sad, sad, you know.
[01:07:58.723 --> 01:08:06.748]  Presumably with teddy bears, Darren, you know, like maybe the teddy bears that Glenn Beck met them with at the border, you know.
[01:08:07.629 --> 01:08:08.630]  Seriously, I mean, he did it.
[01:08:08.690 --> 01:08:09.951]  I found it with teddy bears.
[01:08:10.852 --> 01:08:18.000]  Because, you know, these kids go from Central America all the way through Mexico, eight years old, on their own, and they need a teddy bear at the end of that rough road.
[01:08:18.080 --> 01:08:21.844]  Yeah, one of those teddy bears found a gun and shot a woman.
[01:08:23.464 --> 01:08:30.309]  Well, it's no wonder that conservatives are jumping ship and no longer paying attention to Fox News like they used to.
[01:08:30.449 --> 01:08:33.611]  They can no longer trust them.
[01:08:33.651 --> 01:08:39.295]  Well, I agree here where he's saying it's unconstitutional and that's why he said he's going to repeal it.
[01:08:39.415 --> 01:08:43.337]  And she's saying, but the children, the children, it's not fair.
[01:08:43.417 --> 01:08:50.442]  And it's just, that's what's causing even now record numbers of children to come across the border without their parents.
[01:08:52.859 --> 01:08:55.101]  Nobody complains about the parents doing that, though.
[01:08:56.001 --> 01:09:01.425]  Nobody complains about the actual children who are sent over with mules.
[01:09:01.485 --> 01:09:01.985]  Traffickers.
[01:09:02.045 --> 01:09:03.867]  Child traffickers.
[01:09:04.507 --> 01:09:07.349]  And there's only one candidate that talks about anchor babies.
[01:09:07.609 --> 01:09:08.910]  That's right.
[01:09:09.090 --> 01:09:10.711]  That's right.
[01:09:11.212 --> 01:09:13.473]  Because it is not true that I'm not going to get rid of DACA.
[01:09:13.513 --> 01:09:14.514]  I am going to get rid of DACA.
[01:09:14.554 --> 01:09:17.096]  In the Spanish interview, you just read out the transcript in Spanish.
[01:09:17.176 --> 01:09:19.217]  I said it will have to end at some point.
[01:09:19.277 --> 01:09:21.879]  That point will be when I eliminate the executive order.
[01:09:22.259 --> 01:09:26.162]  And the people who have those permits, when they expire, will not be allowed to renew it.
[01:09:26.622 --> 01:09:28.304]  And new people will not be able to apply.
[01:09:28.364 --> 01:09:31.766]  In fact, I don't even think we should be taking new enrollees in the program now.
[01:09:32.146 --> 01:09:34.368]  That is how the program ends and how you wind it down.
[01:09:34.708 --> 01:09:36.109]  Is you allow the people who are on it.
[01:09:36.650 --> 01:09:39.432]  When the program expires, they cannot renew it and it goes away.
[01:09:39.692 --> 01:09:44.195]  But I will cancel the executive order as soon as I step foot into the Oval Office.
[01:09:44.355 --> 01:09:45.216]  Yeah, we believe you.
[01:09:45.236 --> 01:09:47.338]  Just like when you ran for Senate.
[01:09:48.098 --> 01:09:48.738]  A hundred percent.
[01:09:48.758 --> 01:09:50.759]  Senator, are you lying about the Polish workers?
[01:09:50.839 --> 01:09:51.119]  No.
[01:09:51.399 --> 01:09:54.000]  You lied to their students at Trump University?
[01:09:54.060 --> 01:09:56.361]  Yeah, yeah, yeah, yeah.
[01:09:56.441 --> 01:09:57.682]  And he constantly cuts in.
[01:09:57.742 --> 01:09:58.442]  He doesn't allow it.
[01:09:58.462 --> 01:10:00.062]  As soon as Trump starts to talk.
[01:10:00.643 --> 01:10:01.683]  And no one tells him.
[01:10:02.363 --> 01:10:04.444]  Nobody asks you a question, Rubio.
[01:10:05.224 --> 01:10:07.465]  Look, he's fired up.
[01:10:07.485 --> 01:10:08.806]  Bumped up tonight.
[01:10:09.046 --> 01:10:12.467]  And you're right that Senator Rubio called me a liar for saying that.
[01:10:13.226 --> 01:10:23.993]  You know, we've all seen at home when Washington politicians say about an illegal or unconstitutional program, well it'll have to end someday, not immediately, but someday in the future.
[01:10:24.774 --> 01:10:27.615]  That inevitably is when a politician doesn't plan to end it at all.
[01:10:27.655 --> 01:10:31.038]  You know, I'm reminded of that that is the same position.
[01:10:33.423 --> 01:10:34.224]  Yeah.
[01:10:34.865 --> 01:10:44.853]  When I campaigned in Iowa and took on the lobbyists, took on the corporate welfare and said we should have no ethanol subsidies, Marco's position was the same as it is towards illegal amnesty.
[01:10:44.893 --> 01:10:47.115]  Well, someday it should end, just not now.
[01:10:47.896 --> 01:10:55.383]  And frankly, I think we need a president who knows what he believes and is willing to say it on day one, not at the end of his term when it's somebody else's problem.
[01:10:55.783 --> 01:10:58.065]  That's not an accurate assessment of what I said about ethanol.
