[00:00:00.009 --> 00:00:00.511]  We're good to go.
[01:15:52.032 --> 01:16:02.680]  Uh, and unfortunately, the judges are not calling the police to account almost every time that a policeman, uh, you know, is, uh, is guilty of excessive use of force.
[01:16:02.700 --> 01:16:14.509]  They get a justifying statement from the police investigation and if it gets into the courts, unless there's evidence, videotape evidence showing that abuse is massive and unjustified, it's very, very difficult to
[01:16:15.680 --> 01:16:22.423]  To get police to be prosecuted and it needs, you know, we could get a, we could swing this pendulum the other way.
[01:16:22.963 --> 01:16:31.427]  If you get some judges to actually sanction the police very, very strongly, you know, for excessive use of force, it would put a chilling effect on the use of force.
[01:16:31.927 --> 01:16:40.191]  And then you wouldn't have this kind of bravado talk that goes on in the locker room and the police force about taking down people, racial epithets and other types of things.
[01:16:40.551 --> 01:16:44.793]  You know, the good guys and the cops, they can't compete with those loud mouth guys.
[01:16:45.433 --> 01:16:45.513]  Yes.
[01:17:02.026 --> 01:17:04.607]  But you agree that we're seeing an awakening in the police?
[01:17:04.627 --> 01:17:05.787]  I mean, I'm certainly seeing it.
[01:17:06.367 --> 01:17:22.433]  And so all I'm saying is the police need to know, upholding the Constitution, doing the right thing, standing up for what's right, and also pointing out the larger globalist program, I have found is a way to have police actually get it, and in some cases repent of what they've been sucked into.
[01:17:22.453 --> 01:17:23.113]  Do you see what I'm saying?
[01:17:24.008 --> 01:17:25.248]  Yeah, I do see what you're saying.
[01:17:25.489 --> 01:17:28.830]  I'm trying to point out, though, that they don't have a voice.
[01:17:30.090 --> 01:17:36.493]  You know, the loud-mouthed people, just like in public schools, you know, it's the guys with the hyper-attitudes that control the peer pressure.
[01:17:37.093 --> 01:17:42.435]  And in a police force and things, the soft-spoken, mild-mannered people who don't want to use excessive force
[01:17:43.115 --> 01:17:46.017]  They don't get upset and yell and scream at the other guys.
[01:17:46.137 --> 01:17:46.978]  It's the reverse.
[01:17:47.598 --> 01:17:53.802]  They try to object to what's going on and they get crucified by their fellow officers as a weenie, you know, as somebody who's weak.
[01:17:54.403 --> 01:17:59.786]  So I'm saying they don't have the same power of voice as the strongman type.
[01:18:00.327 --> 01:18:00.527]  Sure.
[01:18:00.647 --> 01:18:04.209]  What about warning the police, though, of the plan to overthrow local government?
[01:18:04.229 --> 01:18:06.230]  I mean, that's clearly a globalist plan.
[01:18:06.271 --> 01:18:09.593]  When do you think they're planning to try to implement this?
[01:18:09.633 --> 01:18:12.855]  Because clearly they wouldn't be going to all this work if they weren't planning something.
[01:18:13.695 --> 01:18:14.475]  Absolutely right.
[01:18:14.895 --> 01:18:23.057]  They are planning it, but I've long said, Alex, that I don't think that they're going to foment a civil war prior to a war.
[01:18:23.137 --> 01:18:30.279]  You know, World War III is coming, and they're going to hold all their cards, all this stuff as preparation.
[01:18:30.299 --> 01:18:37.241]  I mean, once war starts, they can literally shut down this country, take away civil liberties, start throwing people in jail.
[01:18:37.381 --> 01:18:38.602]  Well, this is the preparation for that.
[01:18:38.642 --> 01:18:42.764]  We'll get to it at the bottom of the hour and get into the geopolitical because that's why you're here.
[01:18:42.824 --> 01:18:50.967]  But let's look at Trump and the open Federal Reserve coming out against him with money, Soros panicking, the Pope.
[01:18:50.987 --> 01:18:52.208]  I don't want to list it all again.
[01:18:52.228 --> 01:18:56.470]  In your expert opinion, I mean, you're a really smart guy, former Marine Corps officer, fighter pilot.
[01:18:56.710 --> 01:18:57.771]  I don't think so.
[01:19:15.058 --> 01:19:17.499]  So, saying that for new listeners, I mean, I know who you are.
[01:19:17.799 --> 01:19:21.021]  You're a top expert on strategic relocation.
[01:19:21.661 --> 01:19:24.982]  Looking at that, where are we geopolitically in the world?
[01:19:25.103 --> 01:19:30.645]  What's happening with the Trump situation and all these foreign interests weighing in?
[01:19:30.905 --> 01:19:34.887]  And what do you expect them to do at the convention and beyond?
[01:19:36.608 --> 01:19:42.410]  Alex, we are seeing virtual political warfare now erupting in the United States against Donald Trump.
[01:19:43.150 --> 01:19:50.873]  As I had long projected in my World Affairs Brief, the establishment intended not to elect Hillary Clinton, but to give us a controlled Republican.
[01:19:51.733 --> 01:20:04.618]  And then just as Mitt Romney entered and threw a curve ball to the establishment in 2012, or actually 2008, 2012, and even though he bent over backwards to police the establishment, they didn't want him.
[01:20:05.578 --> 01:20:06.699]  They didn't have enough dirt on him.
[01:20:06.979 --> 01:20:12.665]  He's become much more of a shill for the establishment lately than even he was in 2012.
[01:20:13.165 --> 01:20:21.673]  It's like Richard Nixon, after being crucified over Watergate, spent the rest of his life bending over backwards trying to get into the good graces of the globalists.
[01:20:21.934 --> 01:20:23.115]  That's how I see Mitt Romney.
[01:20:23.555 --> 01:20:27.018]  But Donald Trump, as you very well put out, is his own man.
[01:20:28.129 --> 01:20:30.752]  That's both a plus and a negative for conservatives.
[01:20:30.812 --> 01:20:32.313]  I mean, he truly is a populist.
[01:20:32.333 --> 01:20:38.880]  He's got a marvelous ability to read the pulse of the nation and say, look, there's a lot of problems and I'm going to go out against it.
[01:20:39.020 --> 01:20:47.968]  Unfortunately, not being schooled in true conservative ideology or libertarian ideology makes the mistakes and he will make mistakes.
[01:20:48.028 --> 01:20:50.050]  But we can tell by the fervor
[01:20:50.987 --> 01:20:59.532]  With which the establishment was out to get Donald Trump, including, I think, rigging the vote in Ohio to get John Kasich elected.
[01:20:59.592 --> 01:21:06.436]  I mean, you don't go with a 15-point change in the polls in a week's period of time without manipulation occurring.
[01:21:06.476 --> 01:21:08.398]  And that's what happened to get Kasich.
[01:21:08.418 --> 01:21:10.079]  They're headed for a brokered convention.
[01:21:10.419 --> 01:21:13.421]  That's the only way they're going to stop Donald Trump now.
[01:21:13.461 --> 01:21:17.623]  But I think Donald Trump is going to get at least a thousand delegates.
[01:21:18.043 --> 01:21:20.425]  I don't think Kasich is going to get hardly any more.
[01:21:21.225 --> 01:21:25.549]  Cruz is going to be the main challenger to Trump, but they don't want Cruz either.
[01:21:25.850 --> 01:21:28.092]  You know, that's the point is that they don't have it.
[01:21:28.532 --> 01:21:33.637]  They can't just stop Trump and hand it to Cruz because Cruz is not controlled as well.
[01:21:33.917 --> 01:21:40.743]  He has that social conservative point of view on against abortion and against gay marriage that they cannot tolerate.
[01:21:40.783 --> 01:21:44.467]  Yes, it's clear they've been holding their nose hoping he'll knock Trump out, but they don't like him either.
[01:21:45.816 --> 01:21:46.236]  That's right.
[01:21:46.897 --> 01:21:49.138]  Now, Kasich can't get there.
[01:21:49.858 --> 01:21:51.760]  John Kasich doesn't have any charisma.
[01:21:52.240 --> 01:21:54.041]  He just... That's just a spoiler, correct?
[01:21:54.721 --> 01:21:56.042]  Yeah, he's just there as a spoiler.
[01:21:56.062 --> 01:21:57.623]  He's just there to take votes away.
[01:21:57.643 --> 01:22:01.325]  And they had to, I think, manipulate the election, the electronic voting machines in...
[01:22:03.047 --> 01:22:07.811]  In Ohio to get him that way, and it probably will work, as I pointed out in the World Affairs Brief.
[01:22:08.171 --> 01:22:18.840]  They can stop him from getting the 1,237, but even if he's close, even if he's with a hundred, if they deny him, there's going to be a revolution in the party against the establishment.
[01:22:18.920 --> 01:22:29.229]  You know, Marco Rubio, after he bowed out yesterday, said, we need a new establishment in the Republican Party, as if he were the one to lead a new establishment, I mean, which is
[01:22:30.370 --> 01:22:33.472]  He's totally, you know, bought out to the establishment.
[01:22:33.853 --> 01:22:40.217]  But there is no way that the establishment is going to allow some pseudo-establishment unless it's in the guise of a Paul Ryan.
[01:22:40.337 --> 01:22:52.866]  It's very telling that Ryan and Romney did file papers with the FTC in January in order, so that if there is a brokered convention and they're asked to save the party, that they would be in a legal position.
[01:22:53.126 --> 01:22:53.627]  Exactly.
[01:22:53.687 --> 01:22:57.369]  And of course, as you know, Boehner came out today, the former Speaker, and said Paul Ryan should run.
[01:22:58.590 --> 01:23:01.773]  Wow, do you think they're that reckless?
[01:23:02.274 --> 01:23:03.415]  I mean, they're saying they're going to do it.
[01:23:03.435 --> 01:23:04.336]  They're preparing the public.
[01:23:04.356 --> 01:23:13.665]  They're in the New York Times saying, we're going to steal it, we're going to take it, we're going to broker it, and actually put a Paul Ryan in in front of the entire popular vote with no delegates.
[01:23:13.705 --> 01:23:14.746]  They're really that crazy.
[01:23:16.305 --> 01:23:17.526]  Yeah, they're desperate.
[01:23:17.586 --> 01:23:20.147]  I mean, this is true political warfare we're seeing.
[01:23:21.648 --> 01:23:28.832]  Remember that Paul Ryan has come out as well today in saying, just like Romney's denying, you know, I'm not going to run for president, no way.
[01:23:29.153 --> 01:23:37.317]  But the fact that they filed for it means that they are holding open that possibility and it will have to be a massive draft movement.
[01:23:37.357 --> 01:23:38.118]  But, you know, look at it.
[01:23:38.638 --> 01:23:43.082]  You've got two-thirds of the Republican Party behind Trump or Cruz.
[01:23:43.722 --> 01:23:46.745]  Both of those are going to be disenfranchised in this convention.
[01:23:46.805 --> 01:23:49.127]  Couldn't those two make a deal and actually join forces?
[01:23:50.126 --> 01:23:51.007]  I think they could.
[01:23:51.087 --> 01:23:59.096]  You know, it's been a little bit, they poisoned the water a little bit by some of the bad blood that's gone through the, you know, calling in the lion Ted and Ted attacking Cruz.
[01:23:59.557 --> 01:24:02.259]  But, you know, Cruz is very, very magnanimous.
[01:24:02.300 --> 01:24:07.005]  He's able to turn around at a buttonhole and say, yeah, I accept this guy.
[01:24:07.045 --> 01:24:08.667]  I think they could make a deal with Cruz.
[01:24:09.227 --> 01:24:15.192]  And I'll tell you, a Trump-Cruz combination would probably be unbeatable in terms of the Tea Party Republicans.
[01:24:15.292 --> 01:24:15.653]  Absolutely.
[01:24:15.673 --> 01:24:18.996]  For those that don't know, I mean, getting into your pedigree, it's pretty amazing.
[01:24:19.036 --> 01:24:26.662]  You headed up some of the real national conservative groups that actually tried to save the country earlier and warned of all this 30 years ago, 20 years ago.
[01:24:26.963 --> 01:24:31.967]  You've been in the conventions, you know, you've run national chairmanships of some of the biggest organizations out there.
[01:24:32.387 --> 01:24:33.829]  So you know the inside baseball.
[01:24:36.235 --> 01:24:38.397]  What do you expect to see then at the convention?
[01:24:38.477 --> 01:24:41.178]  And then if he gets past that, what will Hillary try?
[01:24:41.479 --> 01:24:43.140]  There's the whole assassination card.
[01:24:43.880 --> 01:24:50.665]  But then doubling back to the inside baseball, what do you expect him to be coming to Trump and saying and doing?
[01:24:50.725 --> 01:24:57.369]  I know he did meet with the head of the CFR, but then after that, the CFR head actually came out and made bad comments about him.
[01:24:57.429 --> 01:25:00.832]  So I'm told from a little bird that meeting didn't go so well.
[01:25:02.236 --> 01:25:03.357]  I don't think it did either.
[01:25:03.377 --> 01:25:06.239]  I mean, Trump is generally cordial.
[01:25:06.339 --> 01:25:13.064]  He really isn't very savvy about the conspiracy issues that we're dealing with, the ultimate globalist control of both political parties.
[01:25:13.645 --> 01:25:25.094]  And he did meet with Richard Haass, the head of the CFR, and he even said, you know, I'm going to name Richard Haass as one of my foreign policy advisors, which threw up a lot of red warning flags with conservatives, as it should.
