[00:00:15.359 --> 00:00:23.066]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[01:55:00.120 --> 01:55:02.002]  That's a total distraction horse race.
[01:55:02.763 --> 01:55:03.663]  What else is going on?
[01:55:04.204 --> 01:55:12.291]  Well, and when Bernie is not the nominee, I think a lot of those Bernie voters are going to come to Trump and the general if we can get Trump through the nominations process and make him the nominee.
[01:55:12.751 --> 01:55:21.914]  Now, one big thing I think is going to happen is, you know, this 9-11 truth thing coming out, I think actually it may play a big role in the RNC in Cleveland.
[01:55:21.994 --> 01:55:24.996]  I think this could be the issue that actually wins Trump.
[01:55:25.036 --> 01:55:30.037]  Let's say Trump doesn't get his 1237, which the 1237 may change because of Colorado.
[01:55:30.057 --> 01:55:31.078]  Let's talk about Colorado for a second.
[01:55:31.478 --> 01:55:33.599]  Colorado, I think it's going to be the Alamo.
[01:55:33.679 --> 01:55:34.319]  I think it's going to be
[01:55:35.182 --> 01:55:35.562]  And I think
[01:55:50.740 --> 01:55:53.221]  Getting very, very close to the 1237.
[01:55:53.561 --> 01:55:56.842]  I think there's going to be big challenges on the Colorado delegation.
[01:55:56.862 --> 01:55:59.122]  We're going to see challenges on Texas delegation.
[01:55:59.502 --> 01:56:03.863]  We may see that 1237 actually come down if delegations are not seated.
[01:56:04.183 --> 01:56:05.684]  So that's another thing to watch out for.
[01:56:05.964 --> 01:56:10.405]  Then looking forward into Cleveland, I think what may happen is this 9-11 issue.
[01:56:11.205 --> 01:56:11.485]  All right.
[01:56:11.645 --> 01:56:15.446]  Ted Cruz has his issues, but his supporters are constitutionalists.
[01:56:15.746 --> 01:56:17.907]  Ted Cruz supporters love the Constitution.
[01:56:18.187 --> 01:56:19.027]  They're patriotic.
[01:56:19.329 --> 01:56:21.329]  They're just not fully on board with 9-11 Truth.
[01:56:21.650 --> 01:56:28.811]  Not completely, but I would say 25-30% of Ted Cruz's support are 9-11 Truthers.
[01:56:29.191 --> 01:56:33.412]  This last push here started last Sunday by 60 minutes.
[01:56:33.472 --> 01:56:34.192]  I totally agree.
[01:56:34.332 --> 01:56:35.093]  I totally agree.
[01:56:35.193 --> 01:56:38.113]  And are we not totally vindicated as 9-11 Truthers?
[01:56:38.433 --> 01:56:41.574]  They've always misrepresented us to say we don't believe there's radical Islam.
[01:56:41.894 --> 01:56:50.921]  We're the ones exposing it, that there's an alliance at the highest level of the globalist operation with them, and as that comes out, I tell you, it's really hurting the New World Order.
[01:56:51.001 --> 01:56:52.322]  I totally agree with you.
[01:56:52.342 --> 01:56:59.588]  And again, it's Donald Trump helping take us over the edge, you know, in this march down the hundred yards to the goal line.
[01:56:59.888 --> 01:57:04.712]  We are a half yard in, and we've got two or three downs to get in, folks.
[01:57:05.032 --> 01:57:07.154]  It is ours to lose this fight.
[01:57:07.454 --> 01:57:08.295]  In closing, Richard,
[01:57:09.363 --> 01:57:10.623]  What's coming up in Buffalo?
[01:57:10.783 --> 01:57:11.744]  What's coming up in New York?
[01:57:11.944 --> 01:57:13.224]  How big's the landslide for Trump?
[01:57:14.024 --> 01:57:15.765]  Well, the landslide's going to be good here.
[01:57:15.785 --> 01:57:16.945]  The GOP is fractured.
[01:57:16.985 --> 01:57:18.566]  The GOP is not homogenous.
[01:57:18.886 --> 01:57:20.286]  Yeah, they did well in Wisconsin.
[01:57:20.306 --> 01:57:23.087]  They're doing good in Wyoming, Colorado, and some of these other states.
[01:57:23.347 --> 01:57:25.007]  But the GOP is not homogenous.
[01:57:25.428 --> 01:57:29.669]  They're breaking, probably about 15% is breaking towards Trump.
[01:57:30.029 --> 01:57:31.209]  Cruz has got a little bit.
[01:57:31.509 --> 01:57:32.950]  Kasich has, I don't know.
[01:57:32.990 --> 01:57:34.290]  So they're having trouble stealing?
[01:57:34.310 --> 01:57:37.351]  He's looking at maybe a 60% victory in New York?
[01:57:38.328 --> 01:57:40.631]  I think it's going to be approaching 60%.
[01:57:41.132 --> 01:57:45.336]  And let me say right now, prediction, I think 9-11 is going to play a key role in Cleveland.
[01:57:45.697 --> 01:57:51.023]  If Trump can't win the first vote from the delegates, I think he talks about 9-11 or truth coming up.
[01:57:51.083 --> 01:57:51.524]  That's right.
[01:57:51.584 --> 01:57:52.505]  And that's why they're scared.
[01:57:52.525 --> 01:57:53.446]  They know he's getting ready.
[01:57:54.027 --> 01:57:55.328]  Don't give it all away, Richard.
[01:57:56.629 --> 01:57:58.231]  It's the battle for the Republican!
[01:57:58.271 --> 01:57:59.151]  You're all part of it!
[01:57:59.592 --> 01:57:59.952]  Secret 12.
[01:58:00.772 --> 01:58:03.714]  A clean, toxic-free body is the foundation of true health.
[01:58:03.995 --> 01:58:06.737]  Introducing Deep Cleanze by Infowarslife.com.
[01:58:06.917 --> 01:58:13.601]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:58:13.902 --> 01:58:19.085]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[01:58:19.185 --> 01:58:24.189]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid,
[01:58:24.489 --> 01:58:26.271]  Orange peel, zeolites, and others.
[01:58:26.451 --> 01:58:28.052]  Deep Cleanse doesn't hold back.
[01:58:28.312 --> 01:58:36.878]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[01:58:37.138 --> 01:58:44.024]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[01:58:44.184 --> 01:58:50.068]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
