[00:00:06.568 --> 00:00:07.403]  Sounded real when Chevy.
[01:02:45.509 --> 01:02:54.374]  This time, subverter does not care about your ideas and the patterns of your consumption, and it takes only from two to five years to destabilize a nation.
[01:02:55.034 --> 01:02:56.375]  What matters is essentials.
[01:02:56.755 --> 01:02:59.597]  Economy, foreign relations, defense systems.
[01:03:00.257 --> 01:03:05.620]  The influence of Marxist-Leninist ideas in the United States is absolutely fantastic.
[01:03:05.700 --> 01:03:07.301]  The next stage, of course, is crisis.
[01:03:07.402 --> 01:03:12.366]  It may take only up to six weeks to bring a country to the verge of crisis.
[01:03:12.846 --> 01:03:20.874]  And after crisis, with a violent change of power, structure, and economy, you have so-called the period of normalization.
[01:03:21.034 --> 01:03:22.335]  It may last indefinitely.
[01:03:22.775 --> 01:03:27.720]  This is what will happen in the United States if you allow all the schmucks to bring the country to crisis.
[01:03:28.976 --> 01:03:42.224]  To promise people all kinds of goodies and the paradise on earth, to destabilize your economy, to eliminate the principle of free market competition, and to put a big brother government
[01:03:43.115 --> 01:03:54.880]  In Washington, D.C., most of the American politicians, media, and educational system trains another generation of people who think they are living at a peacetime.
[01:03:55.841 --> 01:03:56.201]  False!
[01:03:56.901 --> 01:04:06.225]  The United States is in a state of war, undeclared total war, against the basic principles and the foundations of this system.
[01:04:07.046 --> 01:04:09.687]  The time bomb is ticking, but every second
[01:04:10.507 --> 01:04:12.732]  The disaster is coming closer and closer.
[01:04:13.092 --> 01:04:16.379]  Unlike myself, you will have nowhere to defect to.
[01:04:17.615 --> 01:04:19.896]  Unless you want to live in Antarctica with penguins.
[01:04:20.296 --> 01:04:20.796]  This is it.
[01:04:20.936 --> 01:04:24.377]  This is the last country of freedom and possibility.
[01:04:24.617 --> 01:04:27.117]  Free your mind as it was intended.
[01:04:27.257 --> 01:04:43.261]  The left will preach to you terms of Islamophobia, fear-mongering and bigotry, preying on your 21st century demoralized perspective, normalizing it as the gospel truth, while destabilizing your neighborhood with one crisis after another.
[01:04:43.501 --> 01:04:46.942]  Now more than ever, you great big basket of deplorables,
[01:04:47.242 --> 01:04:53.749]  You must recollect your own individualism and hold strong to the truth like a mast in a raging tempest.
[01:04:53.909 --> 01:04:56.812]  The days of sloth and neglect are waning.
[01:04:57.032 --> 01:04:58.934]  John Bowne for InfoWars.com.
[01:04:59.875 --> 01:05:03.940]  And I gotta tell you, one of the chief deplorables, Michael Savage, joins us straight away.
[01:05:05.211 --> 01:05:09.892]  CNN has been caught in yet another scandal that exposes its pro-establishment bias.
[01:05:09.912 --> 01:05:17.233]  The network edited out Hillary Clinton calling the New York attack a bombing, during a press conference in which she criticized Donald Trump for using the same term.
[01:05:17.333 --> 01:05:31.336]  CNN had featured Clinton taking a question from a reporter on her campaign plane, agreeing that Trump was being insensitive for calling the attack in New York a bombing, but cut out the moment where Clinton referred to the incident as a bombing just moments before, according to Paul Joseph Watson.
[01:05:31.576 --> 01:05:42.410]  Even more ridiculous, the network then repeated the same stunt a second time, with host Jake Tapper slamming Trump for leaping to conclusions, again failing to play the clip where Clint described the incident as a bombing.
[01:05:42.630 --> 01:05:45.634]  Trump called CNN's deception disgusting and disgraceful.
[01:05:45.794 --> 01:05:49.138]  He also pointed out how CBS recently edited out Bill Clinton.
[01:05:49.178 --> 01:05:50.799]  I'm gonna lay it out short and sweet.
[01:05:50.819 --> 01:05:54.823]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[01:05:54.843 --> 01:05:55.463]  I was a total fitness nut.
[01:06:18.696 --> 01:06:19.176]  20 years ago.
[01:06:20.096 --> 01:06:22.317]  About 15 years ago, I just stopped working out.
[01:06:22.397 --> 01:06:23.557]  I gained close to 100 pounds.
[01:06:23.597 --> 01:06:26.798]  I have lost 50, 60 pounds of fat.
[01:06:27.758 --> 01:06:28.118]  Or more.
[01:06:28.198 --> 01:06:30.139]  I've gained 20 pounds of muscle.
[01:06:30.619 --> 01:06:32.620]  I'm stronger than I was when I was 22.
[01:06:33.280 --> 01:06:35.560]  When I could bench press close to 400 pounds and squat 600.
[01:06:35.660 --> 01:06:37.401]  It's actually scary.
[01:06:38.321 --> 01:06:48.409]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[01:06:49.390 --> 01:07:02.221]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support InfoWars in our fight for both human liberty and freedom.
[01:07:05.006 --> 01:07:08.150]  In the last 20 years, InfoWars has paid its dues.
[01:07:08.691 --> 01:07:12.937]  We have proven that we are a cutting-edge news and information source.
[01:07:13.618 --> 01:07:21.629]  And when it comes to funding our operations, we take cutting-edge to the next level, with the highest quality supplements and nutraceuticals available.
[01:07:21.989 --> 01:07:28.235]  We have now more than 25 different amazing formulas available at InfoWarsTore.com.
[01:07:28.535 --> 01:07:42.488]  And the flagship is Super Male and Super Female Vitality, where we take thousands of years of the ancients' knowledge and use high-tech modern technology to cold-press these organic herbs to give you compounds
[01:07:42.728 --> 01:07:46.552]  that are meant to accentuate the body's normal function.
[01:07:46.692 --> 01:07:49.495]  We're making it easier than ever today with a special.
[01:07:49.655 --> 01:07:50.956]  We're running for two weeks only.
[01:07:51.617 --> 01:07:55.781]  20% off on these formulas at InfoWarsLife.com.
[01:07:56.041 --> 01:08:04.029]  Everyone out there watching and listening to me owes it to themselves to give Mother Nature a try and try Super Male or Super Female Vitality.
[01:08:10.256 --> 01:08:11.317]  The answer to 1984 is 1776.
[01:08:11.417 --> 01:08:13.400]  You're listening to The Alex Jones Show.
[01:08:22.737 --> 01:08:29.844]  Dr. Michael Savage, the many times he's been on the broadcast, usually just a few times a year, but he's been coming on for many years, says, Alex, you're getting me too worked up, I'm gonna lose my voice.
[01:08:30.264 --> 01:08:30.725]  I'm yelling.
[01:08:31.225 --> 01:08:32.266]  Earlier, I really got mad.
[01:08:32.587 --> 01:08:34.429]  And I started screaming, and my voice is gone.
[01:08:34.529 --> 01:08:35.930]  So, I'm in trouble here.
[01:08:36.370 --> 01:08:39.754]  So, you'll have less interruptions the next 30 minutes with Dr. Savage than you normally get.
[01:08:40.635 --> 01:08:41.756]  Because I'm so angry.
[01:08:41.796 --> 01:08:42.857]  He was just bringing up during the break.
[01:08:43.637 --> 01:08:51.285]  The head of the Green Party in the Bundestag in Germany, that's their Congress, saying, thank God we're bringing in nothing but Muslims, because, you know, Germans are basically bad, we're getting rid of you.
[01:08:51.726 --> 01:08:54.108]  Sweden's running a TV ad saying there's no turning back.
[01:08:54.449 --> 01:08:57.992]  Swedish TV ad says Swedes must accept multiculturalism.
[01:08:58.313 --> 01:09:00.355]  I played the ad last hour and played again.
[01:09:00.855 --> 01:09:05.841]  This just illustrates our governments are consciously turning us over to Islam, and I'll be honest.
[01:09:07.076 --> 01:09:14.058]  With three terror attacks, the stabbing, the two bombings, Hillary for days, you know, saying Trump's wrong for saying bombing, wrong for saying terror.
[01:09:14.078 --> 01:09:16.719]  It's like seeing a blue sky, you know, wrong for saying blue sky.
[01:09:16.980 --> 01:09:21.421]  Then being forced to now come out and say, I have the clip, that Trump is behind it.
[01:09:21.541 --> 01:09:24.642]  It's his fault because he wasn't nice to ISIS because he criticized them.
[01:09:25.022 --> 01:09:26.423]  This is the collapse.
[01:09:26.823 --> 01:09:27.003]  I don't
[01:09:46.193 --> 01:09:51.400]  This guy last year had been bitching about police and was involved in Black Lives Matter.
[01:09:52.221 --> 01:10:00.852]  So this is a social justice warrior allied obviously with his home religion of Islam, another visitor to the country, another invader just like the
[01:10:01.132 --> 01:10:03.513]  Somali stabbing people screaming Allah Akbar.
[01:10:03.773 --> 01:10:13.198]  So Dr. Savage, you've got the floor, the new book, Scorched Earth, Restoring the Country After Obama, Michael Savage, number one New York Times bestseller in bookstores everywhere.
[01:10:13.579 --> 01:10:15.059]  What do we do once we get the country back?
[01:10:15.279 --> 01:10:16.620]  We'll talk about that in part two.
[01:10:16.880 --> 01:10:19.942]  But first, sir, the terror attacks obviously are front and center.
[01:10:21.087 --> 01:10:22.608]  Well, the denial to begin with.
[01:10:23.629 --> 01:10:26.132]  The minute it happened, we knew it was an Islamic attack.
[01:10:26.232 --> 01:10:26.772]  Everyone did.
[01:10:27.213 --> 01:10:27.913]  I mean, let's say this.
[01:10:28.234 --> 01:10:32.398]  The first instinct of the Marine Corps-run bombing, Muslim pipe bomb.
[01:10:32.578 --> 01:10:33.859]  That was my first reaction.
[01:10:33.899 --> 01:10:34.340]  I was right.
[01:10:34.960 --> 01:10:37.723]  Second attack, New York, dumpster bombing, Muslim.
[01:10:38.063 --> 01:10:38.543]  I was right.
[01:10:39.524 --> 01:10:48.832]  How many more attacks have to happen from Muslims till we realize that it's not happening in a vacuum, and it's not happening because of evil Donald Trump, or because of Michael Savage or Alex Jones?
[01:10:49.252 --> 01:10:52.795]  You know, on my Facebook, I get this from the idiots, the liberals.
[01:10:53.216 --> 01:10:57.139]  They say, you know, if we didn't provoke them, if we didn't put them down, if we didn't demonize them, they wouldn't do it.
[01:10:57.619 --> 01:11:00.142]  And I have to patiently say, study your history.
[01:11:00.902 --> 01:11:04.484]  Islam has been at war with the world for 1,400 years.
[01:11:04.885 --> 01:11:06.125]  They don't learn that at Harvard.
[01:11:06.626 --> 01:11:07.766]  They don't learn that at Yale.
[01:11:08.207 --> 01:11:09.147]  They don't learn anything.
[01:11:09.628 --> 01:11:14.911]  So they don't know that Islam is a warlike, militant, political machine.
[01:11:15.971 --> 01:11:17.893]  And they've used the First Amendment
[01:11:18.789 --> 01:11:22.832]  Freedom of religion to infiltrate and conquer every nation they've ever entered.
[01:11:22.952 --> 01:11:26.635]  In this country, for example, I was thinking about that this morning at dawn, Alex.
[01:11:26.675 --> 01:11:29.998]  I had an amazing sunrise this morning on San Francisco Bay.
[01:11:30.018 --> 01:11:30.919]  It looked like fire.
[01:11:30.959 --> 01:11:32.400]  I put it up on my Facebook page.
[01:11:32.800 --> 01:11:34.882]  It was one of those fire sunrises.
[01:11:36.103 --> 01:11:39.726]  The whole world looked like it lit up like something had hit the earth.
[01:11:40.046 --> 01:11:40.927]  It was burning.
[01:11:42.388 --> 01:11:48.133]  And all I could think about was how, not the Trojan horse metaphor,
[01:11:49.679 --> 01:11:51.580]  But specifically, freedom of religion.
[01:11:52.441 --> 01:11:53.141]  And I said, wait a minute.
[01:11:53.942 --> 01:11:56.203]  There are limitations on freedom of speech, aren't there?
[01:11:56.223 --> 01:11:58.405]  In other words, you can't yell, kill this or kill that.
[01:11:58.785 --> 01:12:01.167]  You'd be taken off the air in one second and probably arrested.
[01:12:01.907 --> 01:12:02.788]  I have limitations.
[01:12:02.848 --> 01:12:05.970]  I have an internal auditor in my head, an internal censor.
[01:12:06.010 --> 01:12:06.990]  I don't say certain things.
[01:12:07.010 --> 01:12:10.112]  Because I know that I wouldn't last in the business for 22 years.
[01:12:10.633 --> 01:12:12.394]  I'd lose show, advertisers, you name it.
[01:12:13.034 --> 01:12:15.076]  So, who says that religion
[01:12:15.916 --> 01:12:18.519]  Should be protected 100% by the First Amendment.
[01:12:18.539 --> 01:12:23.243]  For example, what if psychos wake up one day, as they have, and they say they're a witch in their religion?
[01:12:23.263 --> 01:12:24.505]  Well then, hey!
[01:12:24.865 --> 01:12:28.509]  You got warlocks now practicing witchcraft in the army.
[01:12:28.549 --> 01:12:30.531]  This is showing you how sick the country has become.
[01:12:31.325 --> 01:12:37.248]  Fine, well now let's say someone comes up with a religion and says, my religion says you can kill anyone who's not like us.
[01:12:37.808 --> 01:12:38.508]  Is that a religion?
[01:12:39.008 --> 01:12:39.428]  Sure!
