[00:00:14.033 --> 00:00:16.294]  Wednesday, October 12, 2016.
[01:18:54.263 --> 01:18:58.588]  I'm going to skip this network break because of the epic nature of the transmission we are engaged in here today.
[01:19:00.069 --> 01:19:01.010]  The WikiLeaks are out there.
[01:19:01.030 --> 01:19:01.711]  It's more of the same.
[01:19:01.791 --> 01:19:05.154]  Running the media, colluding, engaged in crime, selling U.S.
[01:19:05.194 --> 01:19:06.335]  secrets.
[01:19:06.636 --> 01:19:08.057]  One of these is like life in prison.
[01:19:08.578 --> 01:19:10.259]  Just total, absolute criminal activity.
[01:19:10.600 --> 01:19:13.262]  America's being shown the total evil of our government.
[01:19:13.883 --> 01:19:16.305]  It's been hijacked by criminals, before we're judged.
[01:19:16.486 --> 01:19:17.627]  And you cannot believe in God.
[01:19:17.667 --> 01:19:25.794]  The point is, humans, through group movements, manifest a style, a spirit.
[01:19:27.736 --> 01:19:35.343]  You've got classical architecture, you've got Victorian architecture, you've got classical American architecture, you've got cubism, you've got all this stuff.
[01:19:35.563 --> 01:19:39.467]  You know, it's the spirit of our age, and you have to decide which spirit you're with.
[01:19:42.278 --> 01:19:47.102]  And that's why I get into spiritualism, because they're so scared, because that's what they're obsessed with.
[01:19:47.162 --> 01:19:47.862]  It comes out in the news.
[01:19:48.102 --> 01:19:57.410]  The Clintons, Obama, all of them, Francois Mitterrand, Tony Blair, the current British Prime Minister, they're all completely obsessed with the occult.
[01:19:58.010 --> 01:19:59.431]  It's skull and bones, Bohemian Grove.
[01:19:59.631 --> 01:20:00.072]  And they laugh.
[01:20:00.552 --> 01:20:02.694]  Oh, Alex Jones is calling us out as the devil!
[01:20:03.715 --> 01:20:04.895]  Says we're under plagues!
[01:20:05.196 --> 01:20:06.437]  Says we're under flies!
[01:20:10.515 --> 01:20:10.935]  Oh God!
[01:20:11.796 --> 01:20:12.856]  Boy, keep doing that!
[01:20:12.936 --> 01:20:14.257]  You're going to make us win, Alex!
[01:20:17.359 --> 01:20:19.960]  Whatever you do, though, throw me in that briar patch.
[01:20:19.980 --> 01:20:25.983]  I got a lot of the clips here I want to play.
[01:20:27.144 --> 01:20:29.445]  Briefly, let me just fund this operation right now.
[01:20:33.047 --> 01:20:34.328]  You know, I'm just going to tell you.
[01:20:34.628 --> 01:20:38.230]  There are some good nutraceutical companies, supplement companies out there.
[01:20:39.750 --> 01:20:41.251]  And the ones that are good, we promote.
[01:20:41.411 --> 01:20:44.293]  Like, Yongevity has 500 products now.
[01:20:44.653 --> 01:20:45.454]  I can't speak for them all.
[01:20:45.494 --> 01:20:46.414]  They have a very high standard.
[01:20:46.815 --> 01:20:50.177]  I know over 100 of their products that I've vetted and used and sell are amazing.
[01:20:50.197 --> 01:20:53.999]  Beyond Tangy Tangerine, Polymers Plus, they're excellent.
[01:20:54.820 --> 01:20:56.341]  That's InfoWarsTeam.com.
[01:20:56.361 --> 01:20:57.101]  You can buy them there.
[01:20:57.502 --> 01:20:59.023]  Get a discount when you sign up as a distributor.
[01:20:59.043 --> 01:21:00.584]  Get free shipping when you sign up for AutoShip.
[01:21:00.644 --> 01:21:04.266]  If you want to support the broadcasting of Yongevity products, it's InfoWarsTeam.com.
[01:21:04.546 --> 01:21:06.808]  And there's a toll-free number there to order via the phone as well.
[01:21:09.141 --> 01:21:12.423]  But I've developed with top scientists, top firms, top companies.
[01:21:12.443 --> 01:21:20.128]  A lot of these top, I mean, top organic producers in the world, they go, we'll work with you, we love you, but we don't want to be targeted.
[01:21:20.148 --> 01:21:24.071]  So don't, don't say where you get the stuff made or where it gets manufactured.
[01:21:24.151 --> 01:21:26.272]  Dr. Groot makes about 45% of our products.
[01:21:26.292 --> 01:21:30.535]  The others are made by the other two big organic top rated companies, because I know I'm a political target.
[01:21:30.555 --> 01:21:33.517]  Plus I want to sell high quality stuff to have you buy it again at a low price.
[01:21:33.657 --> 01:21:34.518]  It's just free market.
[01:21:36.854 --> 01:21:41.815]  But the average supplement company has 5 to 7 times markup.
[01:21:41.855 --> 01:21:44.416]  Let's say there's $5 counting the cost of the bottle and the product.
[01:21:44.796 --> 01:21:45.716]  They sell it for $30, $40.
[01:21:46.436 --> 01:21:50.877]  If we're selling something for $100, there's like $50 in product in it.
[01:21:51.117 --> 01:21:56.278]  If we're selling something for $19.95, there's $10 of product in it.
[01:21:58.599 --> 01:22:00.999]  And people go, why don't you just sell a bottle of melatonin for $19.95?
[01:22:01.039 --> 01:22:01.899]  That's industry standard.
[01:22:01.919 --> 01:22:04.640]  You should have a prettier bottle and better marketing.
[01:22:05.936 --> 01:22:06.216]  I don't know.
[01:22:29.889 --> 01:22:31.050]  My cylinders just keep on going.
[01:22:31.070 --> 01:22:32.591]  I can't actually handle it.
[01:22:32.972 --> 01:22:37.055]  I take this, and, you know, one, it helps you sleep good, two, knocks your butt out.
[01:22:37.876 --> 01:22:39.537]  Takes about an hour, knock your ass out.
[01:22:40.758 --> 01:22:41.519]  And it's got it all.
[01:22:41.579 --> 01:22:44.041]  The hops, flour, the lemon balm, it's got it all.
[01:22:44.861 --> 01:22:49.165]  And it's got it all in good dosages, and it's organic, and it'll, it's a game changer.
[01:22:49.185 --> 01:22:50.726]  So it's a great deal at $19.95.
[01:22:52.428 --> 01:22:53.188]  Well, guess what?
[01:22:53.268 --> 01:22:54.229]  It's 25% off right now.
[01:22:54.309 --> 01:22:54.549]  It's $15.
[01:22:54.749 --> 01:22:58.513]  And that $5 we make on this helps fund our operation.
[01:22:59.278 --> 01:23:05.543]  The Hillary for Prison shirts are almost out of stock and we're not going to make any more, even though it's viral and out there and helps fund the operation.
[01:23:05.563 --> 01:23:07.244]  You want to get that final edition of it, it's there.
[01:23:07.485 --> 01:23:09.246]  We have a limited edition shirt made in America.
[01:23:09.846 --> 01:23:16.432]  The Gatsby snake taking Hillary to the mat, defeating her lies, and that's the lock her up, don't tread on me shirt.
[01:23:18.058 --> 01:23:20.020]  InfoWarsStore.com is the umbrella site.
[01:23:20.060 --> 01:23:22.123]  InfoWarsLife.com is a sub area.
[01:23:22.784 --> 01:23:27.249]  And you can also call 888-253-3139, ask any questions.
[01:23:28.230 --> 01:23:29.392]  I'm a 23% off on DNA Force.
[01:23:29.412 --> 01:23:29.912]  That will end today.
[01:23:29.952 --> 01:23:30.813]  I would send it one day.
[01:23:31.721 --> 01:23:37.363]  And I'll be quite frank, a lot of times, just because I forget to take it down off the website today, I just thought, hey, they tend to love it when we extend it one day.
[01:23:37.403 --> 01:23:40.283]  For some reason, when we get more funds then, that's what makes you buy it.
[01:23:40.303 --> 01:23:43.164]  Fine, I need money for all this operation and what we deal with.
[01:23:43.204 --> 01:23:44.405]  I mean, can you imagine what it's like?
[01:23:44.425 --> 01:23:46.085]  I'm not the type of bitch who complains.
[01:23:46.105 --> 01:23:48.706]  Quite frankly, I enjoy the enemy attacking me.
[01:23:48.746 --> 01:23:51.847]  It's not sadomasochistic, or masochistic, I guess is the word.
[01:23:52.967 --> 01:23:54.908]  It's that, just, I know you're trying to stop me.
[01:23:54.988 --> 01:23:55.708]  I know I'm right.
[01:23:56.548 --> 01:24:04.479]  If I'm out of energy at 10 o'clock at night, I've been working 20-something hours, and I see some crime The Globalist committed, it's like all of a sudden I just stand up and I've got five more hours of energy.
[01:24:07.261 --> 01:24:15.404]  The point is we need the funds, we need the prayers, we need to have one more or four or five more reporters and writers, and a few more editors and crew members, because we're overstressed right now.
[01:24:15.424 --> 01:24:24.326]  And I'm not complaining, but we've been working 18 hours a day, at least five, six days a week in the last couple months, and we'd do a better job if we had a second string.
[01:24:24.627 --> 01:24:25.947]  There really isn't a second string here.
[01:24:26.207 --> 01:24:32.169]  I got a bunch of stars that love freedom and are fighting hard, that are good people, that bleed red blood.
[01:24:33.820 --> 01:24:37.062]  I want to say every race, color, and creed, we're all just red-blooded.
[01:24:37.082 --> 01:24:38.664]  We're not blue-blooded globalists.
[01:24:38.944 --> 01:24:40.305]  We're a bunch of cold-blooded bastards.
[01:24:40.345 --> 01:24:41.065]  And we want freedom.
[01:24:41.325 --> 01:24:42.046]  We're dedicated.
[01:24:42.566 --> 01:24:43.607]  And we're having an effect.
[01:24:43.667 --> 01:24:45.388]  And we're interfacing with you.
[01:24:46.149 --> 01:24:47.510]  Just breaking down the basic facts.
[01:24:47.530 --> 01:24:49.371]  I want to salute you and thank you for your support.
[01:24:50.632 --> 01:24:55.696]  But obviously, flying all these guests in and doing all this and covering all this information is expensive.
[01:24:56.136 --> 01:24:58.138]  Now, I know I've confused the crew.
[01:24:58.158 --> 01:25:00.459]  I said, get ready for the eclipse of
[01:25:01.553 --> 01:25:01.813]  Trump.
[01:25:02.054 --> 01:25:03.816]  But first, let's play CNN Panelist.
[01:25:04.156 --> 01:25:06.720]  Bill Clinton rape allegations are effing ridiculous, dude.
[01:25:06.740 --> 01:25:08.462]  This is CNN Panelist.
[01:25:10.540 --> 01:25:19.805]  So CNN panelists dismiss Bill Clinton's documented history of sexual abuse against women as effing ridiculous, dude, because they've been ordered to do this and act all angry by the head of it.
[01:25:20.245 --> 01:25:29.589]  On broadcast of Erin Burnett, as the networks continue to cover for the Clintons while devouring vast swaths of airtime, Trump locker room banter.
[01:25:29.929 --> 01:25:37.333]  They want to say he's this big rapist who tried to rape a woman by saying, women jump on you, they let you grab them, to rape when Bill Clinton settled rape.
[01:25:37.853 --> 01:25:43.075]  The comments were made by liberal CNN commentator, Angela Ray, who went absolutely crazy.
[01:25:43.275 --> 01:25:47.676]  There's the other CNN reporter yelling the word, pussycat, without the cat on the end.
[01:25:48.197 --> 01:25:59.401]  Over and over and over again, they're meant to have this fake outburst because the head of CNN, Drudge has this exclusive, has ordered Danny Williams not to be covered.
[01:26:00.461 --> 01:26:02.622]  And I've talked to the reporters who've been told.
[01:26:03.424 --> 01:26:08.748]  You don't mention her health, you don't mention Bill Clinton and sexual assault stuff, and now you don't mention Danny Williams.
[01:26:09.048 --> 01:26:09.888]  That's Jeff Zucker.
[01:26:10.108 --> 01:26:26.339]  Well listen, Jeff, I know you and Clinton and Obama and everybody are working as hard as you can right now and doing everything you can like gangbusters right now to try to shut down the new alt-media that you want to call right-wing so the left gets into ending free speech.
[01:26:26.639 --> 01:26:28.381]  No, they want to end free speech worldwide of everybody.
[01:26:28.841 --> 01:26:29.641]  It's not working.
[01:26:29.682 --> 01:26:31.483]  Buddy, your average show has 100,000 viewers.
[01:26:31.723 --> 01:26:32.804]  Your biggest one's a million.
[01:26:33.764 --> 01:26:38.185]  Bro, I've got reporters that get 20 million views a week on their YouTubes.
[01:26:39.145 --> 01:26:40.685]  That isn't like every once in a while.
[01:26:41.766 --> 01:26:44.866]  The average is like, for watching, about 10 mil a week.
[01:26:47.267 --> 01:26:49.667]  I mean, what you gonna do when we come for you, bad boys?
[01:26:50.948 --> 01:26:51.908]  But they're still arrogant.
[01:26:52.108 --> 01:26:53.228]  They're showing their ivory towers.
[01:26:53.268 --> 01:26:54.888]  They still have secretaries kissing their asses.
[01:26:54.908 --> 01:26:58.829]  Except the secretary's gonna get us the intel out of the trash can and mail it to us.
[01:26:59.369 --> 01:26:59.569]  See?
[01:27:01.390 --> 01:27:01.870]  It's happening.
[01:27:01.910 --> 01:27:02.510]  It's going down.
[01:27:04.172 --> 01:27:06.414]  So let's play her, flip it out, here it is.
[01:27:21.143 --> 01:27:22.084]  Wait, no she didn't!
[01:27:22.264 --> 01:27:23.465]  How did she facilitate it?
[01:27:23.485 --> 01:27:35.655]  No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no
[01:27:47.225 --> 01:27:48.686]  I can't believe y'all.
[01:27:48.726 --> 01:27:53.591]  Meanwhile, Roger Stone is paying $2,500 of another victim and that's what you all are going to be proud of?
[01:27:53.631 --> 01:27:55.392]  Let me bring in Paris and Margaret.
[01:27:55.453 --> 01:27:56.654]  Victims, give me a break!
[01:27:57.134 --> 01:28:02.499]  Look, I mean, selective memory and choosing, I mean, there are depositions also against Donald Trump and accusing him of rape.
