[00:00:14.902 --> 00:00:16.103]  Isn't this Bing Crosby?
[01:52:14.921 --> 01:52:19.164]  We barely had more money come in per day than we did before with all this giant audience.
[01:52:19.184 --> 01:52:24.067]  What's crazy is, there's so much media now, audience doesn't even bring in money.
[01:52:24.148 --> 01:52:29.391]  So, we're successful audience-wise, monetarily we're not, which scares me for the economy.
[01:52:29.431 --> 01:52:30.212]  I mean, what does that say?
[01:52:31.585 --> 01:52:32.766]  Yeah, it says a lot.
[01:52:32.926 --> 01:52:37.047]  You know, there's been so many people, you know, I've been laid off twice since 2012.
[01:52:37.368 --> 01:52:44.030]  Brother, most of my family, college degrees, super successful the last ten years, had to sell their houses, and I understand.
[01:52:44.931 --> 01:52:45.391]  Exactly.
[01:52:45.451 --> 01:52:47.592]  So, we know the economy isn't like they told us.
[01:52:48.570 --> 01:53:02.254]  No, and speaking on that, I'd like for everybody to go out to InfoWars, to the store and to media and videos and look at the specials that they've got going on the video there.
[01:53:02.754 --> 01:53:04.275]  Several of them are $9.95.
[01:53:04.755 --> 01:53:08.196]  You can buy those and give them as Dirty Santa gifts.
[01:53:09.102 --> 01:53:13.186]  And just give them, you know, give them to people in your family that may not agree with you.
[01:53:13.826 --> 01:53:15.287]  And just say, you know, watch it.
[01:53:15.628 --> 01:53:16.689]  That's the thing about truth.
[01:53:17.289 --> 01:53:19.051]  Mountains of lies can be dissolved by that.
[01:53:19.071 --> 01:53:19.711]  Well, God bless you.
[01:53:19.751 --> 01:53:20.472]  I appreciate you, brother.
[01:53:20.492 --> 01:53:21.613]  Your check's in the mail for the plug.
[01:53:22.093 --> 01:53:23.274]  Yeah, we basically, uh...
[01:53:25.576 --> 01:53:29.457]  It's surreal, because I always wanted to just fight the New World Order.
[01:53:29.477 --> 01:53:30.538]  I thought it would be a small part of it.
[01:53:30.558 --> 01:53:32.138]  I didn't realize we'd be a dominant part of it.
[01:53:32.158 --> 01:53:38.500]  It is bizarre, but the praise goes to Christ, to you, to the listeners, I mean all of you, the crew.
[01:53:38.520 --> 01:53:42.802]  I mean, I'm just one small part of this, and it's very, very humbling, so thank you for the support.
[01:53:42.822 --> 01:53:44.582]  All right, Charles in New York.
[01:53:44.602 --> 01:53:45.883]  You're on the air, Charles, go ahead.
[01:53:47.045 --> 01:53:48.686]  Thank you very much for taking my call.
[01:53:48.766 --> 01:53:59.715]  I just wanted to tell you that there is a fundamentally important contribution that you can make to Donald Trump as he becomes President of the United States.
[01:54:00.315 --> 01:54:08.962]  I can look back on the last few weeks at the great analysis and distribution, message distribution that you and InfoWars and
[01:54:09.902 --> 01:54:15.688]  Drudge contributed along with Assange's verification and validation of many of the analyses.
[01:54:16.048 --> 01:54:20.773]  You had people like Molyneux, Sinek, Stone, Valenti, Watson.
[01:54:21.114 --> 01:54:25.298]  These were great contributors to the analysis and you did the distribution.
[01:54:25.618 --> 01:54:30.463]  And this is fundamental and for that I believe every historic in the modern media.
[01:54:31.445 --> 01:54:46.060]  Now the challenge that is facing Trump is that half of the population, or those that voted for Hillary Clinton, weren't really being given the reason why they should not vote for her.
[01:54:46.640 --> 01:54:47.061]  We're good to go.
[01:55:01.476 --> 01:55:07.860]  It's like he compromises to be nice to them because Hillary's saying be nice, but that's on the level, that's on a false level.
[01:55:07.880 --> 01:55:10.102]  Her surrogates are all saying attack, attack.
[01:55:10.122 --> 01:55:13.104]  That's why he has to point out, hey, you're still ordering this.
[01:55:13.384 --> 01:55:14.024]  They bust.
[01:55:14.104 --> 01:55:23.351]  We saw moveon.org funded buses, literally over 100 of them, bus people in from all over the state to riot in Austin the last three days.
[01:55:23.371 --> 01:55:26.893]  I mean, you've got to counter organize stuff like this and say it's organized.
[01:55:27.173 --> 01:55:29.475]  You're saying be nice, but you're not being nice.
[01:55:30.339 --> 01:55:30.639]  Yes.
[01:55:30.699 --> 01:55:31.840]  Analyze this for a second.
[01:55:32.060 --> 01:55:36.462]  What do you think 25,000, 30,000 people would turn out to see Donald Trump?
[01:55:36.882 --> 01:55:37.062]  Why?
[01:55:37.342 --> 01:55:40.844]  Because they couldn't reach him other than to go to see him directly.
[01:55:41.084 --> 01:55:44.526]  They would put their signs on the lawn and they would be destroyed.
[01:55:44.706 --> 01:55:46.126]  They would try to reach the media.
[01:55:46.146 --> 01:55:47.427]  They would be told, get off.
[01:55:47.747 --> 01:55:48.668]  They would not be given information.
[01:55:48.688 --> 01:55:51.509]  So they had to go to him to beat other people like themselves.
[01:55:51.589 --> 01:55:54.170]  And actually suppressing us is what made us stronger.
[01:55:54.590 --> 01:55:55.151]  Great points.
[01:55:55.191 --> 01:55:55.791]  God bless you.
[01:55:55.811 --> 01:55:56.431]  Amazing points.
[01:55:56.451 --> 01:55:57.452]  Yeah, we've got to figure out
[01:55:58.032 --> 01:56:01.577]  Because the average person thinking that Trump's a KKK member really means well.
[01:56:01.597 --> 01:56:07.787]  They have no idea that he got awards from the NAACP for hiring record numbers of blacks and Hispanics and others and promoting him.
[01:56:08.107 --> 01:56:09.450]  He doesn't care as long as you get the job done.
[01:56:10.615 --> 01:56:10.835]  I think?
[01:56:41.956 --> 01:56:48.438]  Yeah, based on your talks with Harris, how big of a landslide does it take to override the voting fraud algorithms?
[01:56:49.059 --> 01:56:58.563]  And secondly, the other two things you need to worry about with Trump is Electoral College voting fraud, because there's something called a faithless elector where they don't honor their pledge.
[01:56:58.683 --> 01:56:59.003]  That's right.
[01:56:59.023 --> 01:57:03.627]  They've already got Democrats 2 million signed to try to get the Electoral College not to honor him.
[01:57:04.067 --> 01:57:05.768]  But he's already president-elect.
[01:57:05.948 --> 01:57:07.069]  They would have challenged it earlier.
[01:57:07.129 --> 01:57:07.830]  I think he's in.
[01:57:08.490 --> 01:57:11.452]  But as for Bez Harris, she agreed about five states they tried to steal.
[01:57:11.492 --> 01:57:12.113]  They did steal.
[01:57:13.394 --> 01:57:19.078]  And so you add that together, he probably won by five, six million popular vote and 300 plus electoral votes.
[01:57:19.118 --> 01:57:20.639]  So they had to try to dampen that.
[01:57:20.679 --> 01:57:21.600]  But despite that, he won.
[01:57:22.557 --> 01:57:27.685]  Well, the last people to speak as strongly as Trump has has been John F. Kennedy and Reagan.
[01:57:28.045 --> 01:57:34.255]  They didn't get Reagan, but he actually backed off after they attempted to get him, so I'm really, really worried about a Trump assassination.
[01:57:34.615 --> 01:57:36.338]  I think that's the prime issue.
[01:57:36.398 --> 01:57:37.640]  They know he's playing nice.
[01:57:38.741 --> 01:57:41.404]  And they know he's got the military on his side, that's why they're standing down.
[01:57:42.546 --> 01:57:45.669]  But if they think they're gonna kill Trump and get away with it, everything's being watched.
[01:57:46.350 --> 01:57:49.714]  Look, they're scared, because the military and the police are away.
[01:57:50.595 --> 01:57:52.177]  This is a true battle for the Republic.
[01:57:52.517 --> 01:57:52.858]  Thank you.
[01:57:53.178 --> 01:57:53.899]  Great job, everybody.
[01:57:53.919 --> 01:57:54.500]  Thank you so much.
[01:57:54.540 --> 01:57:56.462]  Tomorrow at 11 AM Central, that's the kickoff.
[01:57:56.482 --> 01:57:56.882]  Spread the word.
