[00:00:10.407 --> 00:00:11.214]  Silent Railway Chevy.
[01:19:18.741 --> 01:19:20.241]  I've been protecting people for a long time.
[01:19:20.701 --> 01:19:22.922]  I'm protecting myself and my family as I see fit.
[01:19:23.442 --> 01:19:27.182]  And as you well know, we've talked about before, I'm a big fan of the Second Amendment.
[01:19:27.843 --> 01:19:28.363]  Absolutely.
[01:19:28.403 --> 01:19:34.504]  Well, look, what is it like then for you to see every day thousands of new emails coming out confirming everything we knew, everything we've talked about?
[01:19:34.644 --> 01:19:37.964]  But it's even worse than I thought, where they go, we got to keep them dumb.
[01:19:38.224 --> 01:19:39.325]  We got to keep them in the dark.
[01:19:39.585 --> 01:19:40.725]  We got to keep them complacent.
[01:19:40.965 --> 01:19:41.625]  Hey, this is illegal.
[01:19:41.665 --> 01:19:44.725]  I mean, just yesterday, this is illegal to take this money from a foreign government.
[01:19:44.905 --> 01:19:45.526]  Doesn't matter.
[01:19:45.566 --> 01:19:46.226]  Take the money.
[01:19:46.466 --> 01:19:47.726]  And then ha ha ha.
[01:19:48.226 --> 01:19:54.930]  I mean, it's like the classic, like she's the Joker or something, where it's the classic, like they know they're criminals.
[01:19:55.571 --> 01:19:58.652]  Yeah, that's the Hillary Clinton that I describe in my book, as you know.
[01:19:59.113 --> 01:20:01.834]  And here's another thing, too, that I wanted to mention to you.
[01:20:01.854 --> 01:20:05.096]  You're talking about the emails that were leaked out by WikiLeaks.
[01:20:05.697 --> 01:20:12.161]  In the emails where her staff is talking back and forth, and they're saying disparaging things about certain groups of Americans.
[01:20:13.001 --> 01:20:13.401]  We're good.
[01:20:28.550 --> 01:20:30.291]  They pander to those people just for votes.
[01:20:30.591 --> 01:20:38.493]  They can't, she especially, Mrs. Clinton, I've seen it firsthand and as you know I talk about in the book, she really seems to despise everybody.
[01:20:38.753 --> 01:20:47.016]  You talked about her despising the military, it's unbelievable the way she's treated the military and law enforcement that I describe in my book.
[01:20:47.076 --> 01:20:49.417]  I mean, Alex, you wouldn't treat anybody that you
[01:20:50.037 --> 01:20:50.677]  You didn't like it.
[01:20:50.858 --> 01:20:51.338]  You know what I mean?
[01:20:51.358 --> 01:20:53.339]  Like, I don't... She goes out of her way to be mean.
[01:20:53.379 --> 01:21:16.672]  I've talked to two different groups of protective details whenever she was Secretary of State and when she would visit Iraq and places and they told similar stories about her and just that it was like she would go out of her way to just have huge tirades and scream and yell and call everyone dumbasses and cuss and they'd bring a German Shepherd into the Green Zone area to check her quarters and she'd go, get that effing dog out of here and just bleh!
[01:21:17.012 --> 01:21:20.913]  Get me your commander and just flip out and they were just like, what the hell?
[01:21:21.593 --> 01:21:21.853]  Yes.
[01:21:22.633 --> 01:21:22.894]  Yes.
[01:21:22.994 --> 01:21:29.435]  Now, you know, I can tell you that I wasn't there for those instances, but those are the same things that I witnessed at the White House.
[01:21:29.755 --> 01:21:31.656]  This is, this is the real Hillary Clinton.
[01:21:32.096 --> 01:21:38.418]  And the only reason that she's even as, I mean, she, let's face it, she's close, pretty close to becoming president.
[01:21:38.618 --> 01:21:43.359]  I mean, I do think Mr. Trump will win and God knows I'm doing everything I can to make sure he wins.
[01:21:44.299 --> 01:21:46.060]  Um, with getting my message out.
[01:21:46.620 --> 01:21:51.783]  But the real Hillary Clinton, they can't run it on her own record, because her record is horrendous.
[01:21:52.123 --> 01:21:54.024]  And they can't run on anything she's done.
[01:21:57.405 --> 01:21:59.706]  Because most of what she's done is a disaster.
[01:22:00.186 --> 01:22:07.670]  I mean, how the hell do a handful of men and women end up defending themselves in Benghazi, Libya?
[01:22:14.101 --> 01:22:16.543]  Gary J. Byrne, former Gary, Gary.
[01:22:24.773 --> 01:22:25.373]  Yeah, sorry to interrupt.
[01:22:25.413 --> 01:22:26.413]  Your Skype really degraded.
[01:22:26.433 --> 01:22:27.174]  Let's just wait a moment.
[01:22:27.834 --> 01:22:28.794]  I think it's going to reconnect.
[01:22:28.854 --> 01:22:29.574]  Repeat what you just said.
[01:22:29.594 --> 01:22:31.155]  You got cut off when you got to.
[01:22:31.175 --> 01:22:34.055]  We got a handful of men defending themselves at Benghazi.
[01:22:34.115 --> 01:22:40.677]  And then I want to go back to what you said, because one of their chefs came out and said that they were racist.
[01:22:40.697 --> 01:22:42.197]  He's found dead on a hike.
[01:22:42.958 --> 01:22:48.639]  The other chef has now gone on record, we should play that clip, you know, saying the N-word constantly.
[01:22:49.179 --> 01:23:10.997]  I know people that work for the Clintons, they said, look, we thought they were probably in the KKK or something, especially Hillary, as much as she, you know, just n-word this, n-word that, stuff I've never even heard, you know, of being around other white people, literally, and all this craziness, loving Robert Byrd, you know, the Grand Dragon, and all this other garbage, but then you were getting to the fact of just disparaging Latinos, you name it.
[01:23:11.929 --> 01:23:16.234]  It's just an incredible, they're very elitist is what I'm, what I'm getting at here.
[01:23:16.715 --> 01:23:19.698]  So can you finish up with Benghazi now that your Skype's back, sir?
[01:23:19.738 --> 01:23:27.207]  Again, former Secret Service agent in the White House joining us, the new book, Crisis of Character, and then get into more of an elaboration on that.
[01:23:27.828 --> 01:23:28.108]  Sure.
[01:23:28.228 --> 01:23:43.635]  So what I was stating in Benghazi was, you know, how is it possible that those men and women fought for 13 hours with $200,000 with small arms, when we had hundreds of millions of dollars of men and women around the world with equipment
[01:23:44.415 --> 01:23:45.596]  Ready to rescue them.
[01:23:46.297 --> 01:23:49.119]  That's what the military does, and nobody sent a message.
[01:23:49.179 --> 01:23:50.400]  Alex, you can't explain that away.
[01:23:50.740 --> 01:23:52.202]  And I don't care what anybody says.
[01:23:53.583 --> 01:23:54.323]  It's never been investigated.
[01:23:54.343 --> 01:23:55.224]  Well, they've gone on record.
[01:23:55.244 --> 01:23:56.885]  They got the stand down more than 10 times.
[01:23:57.526 --> 01:23:58.987]  Yeah, and it is horrendous.
[01:23:59.027 --> 01:23:59.928]  And how do you explain that?
[01:24:00.188 --> 01:24:03.531]  And you know, at the time that that happened, Alex, I was still a working federal air marshal.
[01:24:04.091 --> 01:24:04.231]  Yes.
[01:24:26.056 --> 01:24:28.718]  And some more things have happened.
[01:24:28.738 --> 01:24:31.559]  It hasn't happened to us yet, but it is definitely possible.
[01:24:31.679 --> 01:24:32.620]  Would they come for us?
[01:24:32.700 --> 01:24:34.121]  And our conclusion was, no, they wouldn't.
[01:24:35.382 --> 01:24:35.802]  That's right.
[01:24:35.882 --> 01:24:45.548]  And then the billions, we now learn, of illegal money to Iran for kidnapping the sailors that weren't even in their waters, that totally sets the precedence to start kidnapping more Americans.
[01:24:45.868 --> 01:24:46.168]  Yes.
[01:24:46.708 --> 01:24:46.928]  Yes.
[01:24:47.029 --> 01:24:48.189]  And that worries me.
[01:24:48.209 --> 01:24:49.970]  It worries me about our military.
[01:24:50.370 --> 01:24:54.093]  And, you know, I would like to go back to the days when, you know,
[01:24:55.494 --> 01:25:00.117]  Our Navy needs to be in those waters, because they're carrying out the policies of the United States.
[01:25:00.537 --> 01:25:03.280]  So, our Commander-in-Chiefs need to send them the message.
[01:25:03.920 --> 01:25:13.527]  If you come into harm's way, if they come at you, if they're firing past you, if they're flying by you, you need to do what the right thing is, and the right thing is you defend yourself.
[01:25:13.547 --> 01:25:15.849]  And that's what America would always do.
[01:25:15.909 --> 01:25:19.152]  I mean, little gunboats come up to destroyers and start opening fire?
[01:25:19.412 --> 01:25:19.812]  Kill them!
[01:25:20.292 --> 01:25:23.395]  I mean, open up those big miniguns immediately.
[01:25:23.775 --> 01:25:24.015]  Yes.
[01:25:24.415 --> 01:25:31.477]  Yeah, I'm not looking for anybody to start an unnecessary war, but you have to allow us to... Sure, not standing up for yourself is as bad as being a peacenik.
[01:25:31.857 --> 01:25:33.978]  If you roll over, it starts a war.
[01:25:34.218 --> 01:25:35.678]  If you're too violent, it stops a war.
[01:25:35.938 --> 01:25:42.680]  But just letting Iran piss on our sailors for no reason, when we've been bending over backwards for Iran... You have to allow us to defend ourselves.
[01:25:42.700 --> 01:25:43.420]  That's exactly right.
[01:25:44.502 --> 01:25:57.650]  Now, let's get back to the race issue, because you get into it in the book, and people I know that know the Clintons, I mean, look at all the things they've done to the black community, calling black super predators, they've got to be brought to heel on video, passing minimum sentence laws that you can say are truly racist.
[01:25:58.530 --> 01:25:59.451]  How do they get away with it?
[01:25:59.471 --> 01:26:07.035]  And tell us, for folks that can't afford the book or won't read it, we're 21 days out, the type of racial stuff you saw or witnessed, sir.
[01:26:11.041 --> 01:26:19.645]  Yeah, the stuff that I saw, the stuff that I saw, Alex, was, you know, the way she berated individual officers regardless of their race.
[01:26:28.200 --> 01:26:29.662]  This is so frustrating with the Skype.
[01:26:29.762 --> 01:26:30.924]  You know, we were talking.
[01:26:31.284 --> 01:26:31.845]  Yeah, start over.
[01:26:31.865 --> 01:26:33.527]  I almost want to get you back on the phone so this is clear.
[01:26:34.348 --> 01:26:36.251]  But we'll edit this so it's clear tonight and put it on the news.
[01:26:36.551 --> 01:26:38.994]  Start back over with what you saw that was raised.
[01:26:39.335 --> 01:26:40.496]  What was in the paper.
[01:26:40.656 --> 01:26:40.977]  Sure.
[01:26:40.997 --> 01:26:42.178]  Yeah, start over, sir.
[01:26:42.218 --> 01:26:42.419]  Go ahead.
[01:26:44.540 --> 01:26:50.444]  Yeah, so basically what I saw was she berated everybody regardless of race, especially if they were in uniform.
[01:26:51.324 --> 01:26:58.989]  But when you go back to the emails that were leaked out and what they're discussing, that is the real Clinton machine, the real Hillary Clinton.
[01:26:59.309 --> 01:27:01.850]  They are clearly manipulating everybody for votes.
[01:27:02.211 --> 01:27:10.075]  And the one thing your viewers and listeners need to understand, you know, the best indictment of Hillary Clinton was actually stated by Barack Obama.
[01:27:15.737 --> 01:27:18.439]  I remember when Obama talked about what a horrible person she was.
[01:27:18.459 --> 01:27:19.319]  We should get those clips.
[01:27:19.339 --> 01:27:20.140]  Start over, go ahead.
[01:27:20.200 --> 01:27:22.621]  Hillary Clinton will say anything and do nothing.
[01:27:24.762 --> 01:27:32.527]  So basically, he said that she would say anything and do nothing.
[01:27:32.727 --> 01:27:33.948]  And he's exactly right.
[01:27:34.388 --> 01:27:35.569]  That is the real Clinton.
[01:27:35.749 --> 01:27:36.910]  That is the real Hillary Clinton.
[01:27:38.675 --> 01:27:43.026]  So from your research, you obviously weren't in the Obama White House, but I've talked to Secret Service that have been in both.
[01:27:43.407 --> 01:27:45.973]  They say clearly Obama does treat people a lot better than Hillary.
[01:27:47.176 --> 01:27:49.557]  Yes.
[01:27:50.038 --> 01:28:03.065]  Both President Obama and Mrs. Obama, and as far as I know their children, from the people that I've talked to when they first got in, and probably about four years ago, yeah, they're fine.
[01:28:03.425 --> 01:28:05.226]  They're not abusive.
[01:28:06.027 --> 01:28:09.769]  I'm sure there may be some issues here and there, but they're nothing like the Clintons were.
[01:28:11.038 --> 01:28:12.699]  How about Bill?
[01:28:12.779 --> 01:28:17.861]  If Hillary's a 9 of being rude and mean and crazy and aggressive, how was Bill?
[01:28:18.802 --> 01:28:20.322]  He's actually the exact opposite.
[01:28:20.442 --> 01:28:22.303]  He's nice, he's kind, he's jovial.
[01:28:22.783 --> 01:28:24.044]  He was friendly to work around.
