[00:00:00.149 --> 00:00:00.969]  What is a globalist?
[01:02:58.862 --> 01:03:01.464]  I've actually got the Rasmussen poll itself.
[01:03:01.484 --> 01:03:02.125]  It's here in my stack.
[01:03:03.726 --> 01:03:05.526]  Again, that's just the normalization.
[01:03:05.626 --> 01:03:08.987]  All the news channels, hey, we've got to arrest all the anti-vaxxers.
[01:03:10.307 --> 01:03:17.889]  And I told you that it started in Spain, and it started in Germany, and it started in Australia and New Zealand a year ago.
[01:03:17.909 --> 01:03:22.870]  And I said by 2022, it'll be coming to America.
[01:03:25.270 --> 01:03:26.011]  And now it is.
[01:03:26.711 --> 01:03:27.431]  Now it's here.
[01:03:28.450 --> 01:03:31.352]  So next segment I'm going to go over all of that in great detail.
[01:03:32.012 --> 01:03:36.495]  I didn't plug last hour so I'm going to do it right now because there's a paradox here.
[01:03:37.996 --> 01:03:47.077]   As bad as all this news is, If we don't get healthy, and if we don't get focused, and if we don't get into leadership positions, this thing is certainly going to win.
[01:03:47.598 --> 01:03:50.800]  And as adults, we can't just give up and say, screw it, I'm going to go fishing and get drunk.
[01:03:51.761 --> 01:03:52.842]  Let the devil have the earth.
[01:03:52.922 --> 01:03:59.707]  The children don't deserve that, and God will count us amongst the evil ones if we know about this and don't take action.
[01:03:59.747 --> 01:04:08.494]  In fact, God says many times in the Holy Scripture that if you know about evil and don't serve it, but also don't serve good, you're the worst.
[01:04:09.275 --> 01:04:15.016]  You are the very... God hates people that do evil by design and know what they're doing.
[01:04:16.557 --> 01:04:20.938]  But people that know about the evil and decide to just sit there on the sideline?
[01:04:21.458 --> 01:04:22.438]  Well, God hates cowards.
[01:04:22.798 --> 01:04:29.340]  You're even worse than people at a Black Sabbath drinking a baby's blood while it screams for mommy.
[01:04:30.401 --> 01:04:34.124]  Because you know that's going on, but you're too scared of that to do anything about it.
[01:04:34.384 --> 01:04:36.005]  You're too scared to try to stop it.
[01:04:36.345 --> 01:04:42.369]  So, God is going to put you in a very special place with other cowards like you.
[01:04:42.770 --> 01:04:48.173]  And I wouldn't want to experience eternity in a void with you people.
[01:04:49.174 --> 01:04:55.098]  So, it is extremely important.
[01:04:55.799 --> 01:04:59.762]  I remember a good friend of mine, big Hollywood producer, what a smart guy.
[01:05:02.089 --> 01:05:04.616]  He once said to me, Alex, you're a mess.
[01:05:04.637 --> 01:05:05.238]  This is like in 2009.
[01:05:07.499 --> 01:05:09.079]  Uh, you don't care about yourself.
[01:05:09.119 --> 01:05:09.959]  You just do whatever.
[01:05:09.979 --> 01:05:11.400]  Like I said, yeah, because it's all going to go down.
[01:05:11.420 --> 01:05:15.660]  The depopulation is going to happen soon because the globals are doing their drill then telling all their people what's about to happen.
[01:05:15.680 --> 01:05:17.761]  And I got that info from a lot of very credible sources.
[01:05:18.061 --> 01:05:20.061]  So I thought it was imminent in just a couple of years.
[01:05:20.081 --> 01:05:22.782]  And he said, listen, you don't know how history is going to go.
[01:05:23.222 --> 01:05:25.182]  You don't know if all this is going to happen the way they think it is.
[01:05:25.682 --> 01:05:29.403]  You're letting them win by not taking care of yourself, which I still am not perfect, but I try.
[01:05:30.063 --> 01:05:35.724]  If I hadn't started pulling up then and exercising and taking supplements and things, I probably wouldn't even be here today because of the stress load I've taken on.
[01:05:36.844 --> 01:05:38.325]  We have to be in the best position.
[01:05:38.365 --> 01:05:39.686]  We have to be the healthiest we can be.
[01:05:39.706 --> 01:05:45.629]  We have to have the vitamins and the minerals and the nutrients that our immune systems crave and must have.
[01:05:46.050 --> 01:05:49.212]  Or we're aiding the enemy in killing ourselves and letting them win.
[01:05:50.512 --> 01:05:52.714]  So it's not just don't be a coward and kill yourself.
[01:05:52.794 --> 01:05:57.236]  It's don't quietly, by being neglectful of yourself, kill yourself.
[01:05:57.557 --> 01:05:58.557]  And I'm telling myself that.
[01:05:58.597 --> 01:05:59.558]  I've got to take some time off.
[01:05:59.598 --> 01:06:00.418]  I've got to exercise.
[01:06:00.438 --> 01:06:02.880]  I've got to remember to take the supplements or it doesn't do any good.
[01:06:04.338 --> 01:06:10.161]  So we had to end the vitamin-mineral fusion sale, because there's like 100 canisters left this morning when I checked.
[01:06:10.421 --> 01:06:11.521]  More should come in in a few months.
[01:06:12.442 --> 01:06:15.643]  Survival Shield X2 will sell out at current sales rates in the next five days.
[01:06:15.663 --> 01:06:17.644]  I'm going to keep it up for sale for about three more days.
[01:06:18.524 --> 01:06:19.465]  More comes in in a few months.
[01:06:19.565 --> 01:06:20.025]  It's amazing.
[01:06:20.045 --> 01:06:24.427]  The Deep Earth Crystal Iodine boosts your immune system, all electrochemical activity in the body.
[01:06:24.687 --> 01:06:25.207]  It's essential.
[01:06:26.588 --> 01:06:27.228]  Last chance.
[01:06:29.089 --> 01:06:30.110]  New Year's sale.
[01:06:31.241 --> 01:06:32.802]  Only just a few days left.
[01:06:33.482 --> 01:06:35.943]  Survival Shield X2, 50% off.
[01:06:35.983 --> 01:06:40.005]  Brain Force Ultra, only 500 bottles this morning left, 20% off.
[01:06:40.225 --> 01:06:41.426]  Gonna limit his shipment in.
[01:06:41.626 --> 01:06:42.827]  We told him, run as much as you can.
[01:06:43.846 --> 01:06:46.505]   Because they can't do the full shipments because the supply chain breakdowns.
[01:06:46.505 --> 01:06:49.224]   Whenever they get enough for just a couple thousand bottles, they do it.
[01:06:49.224 --> 01:06:50.545]  Rainforce Ultra is incredible.
[01:06:50.545 --> 01:06:52.704]  Clean, focused, energy next level.
[01:06:52.704 --> 01:06:54.625]  It's very fast.
[01:06:54.625 --> 01:06:57.465]  Alpha Power, limited supply, 50% off.
[01:06:57.465 --> 01:06:59.864]   That's the equivalent of powdered version of Supermill Vitality.
[01:06:59.864 --> 01:07:00.864]  Very strong.
[01:07:00.864 --> 01:07:02.346]  Lung Cleanse, 40% off.
[01:07:02.346 --> 01:07:04.266]  Pure Turmeric Liquid Extract, 50% off.
[01:07:04.266 --> 01:07:05.266]  It's incredible.
[01:07:05.266 --> 01:07:06.266]  Very high.
[01:07:06.266 --> 01:07:07.266]  Cuminoid level.
[01:07:08.021 --> 01:07:10.022]  Winter Sun Plus is back in.
[01:07:10.042 --> 01:07:11.443]  I haven't cut the ads or put it back up.
[01:07:11.964 --> 01:07:13.685]  But you'll be able to start getting it tomorrow.
[01:07:13.785 --> 01:07:16.107]  It'll be 50% off as our new big sale.
[01:07:16.567 --> 01:07:18.829]  But the X2 is going to go off sale in a couple days.
[01:07:18.909 --> 01:07:20.590]  Rainforce Ultra is going to probably sell out today.
[01:07:20.970 --> 01:07:23.092]  It's all available at InfoWarsStore.com.
[01:07:23.432 --> 01:07:25.654]  And your purchase makes everything we do possible.
[01:07:25.974 --> 01:07:28.996]  So I want to thank you for keeping us in attack formation.
[01:07:29.336 --> 01:07:30.117]  We'll be right back.
[01:07:30.417 --> 01:07:31.898]  InfoWars.com.
[01:07:32.138 --> 01:07:33.899]  Tomorrow's news today.
[01:07:35.341 --> 01:07:35.721]  All right.
[01:07:37.645 --> 01:07:39.507]  I went through the stacks they gave me today.
[01:07:39.547 --> 01:07:44.070]  They printed off, probably, let's not exaggerate, 200 articles.
[01:07:45.231 --> 01:08:07.786]   And I found four articles in the stacks, without even searching for it, of psychologists, psychiatrists, medical doctors, you name it, mainly medical doctors, being grabbed in Canada alone And put in mental institutions because they exposed massive increases in stillbirths, massive increases in heart attacks, which are true!
[01:08:10.907 --> 01:08:25.911]  And then how my brain works is, I'm reading this and I get mad, and I start thinking about all the ones I didn't cover yesterday and the day before, and I start thinking about, I've seen at least 20 different cases of this, and you know you only hear about one out of a hundred or so.
[01:08:28.101 --> 01:08:30.262]  In Australia, in Europe, in Germany.
[01:08:30.282 --> 01:08:33.043]  And then I remember doctors, they come and grab.
[01:08:33.063 --> 01:08:35.744]  Remember the doctor that was doing a live stream on Facebook?
[01:08:36.304 --> 01:08:39.686]  A medical doctor, very prestigious, about how the vaccine was killing people.
[01:08:39.906 --> 01:08:41.307]  And then the cops came and grabbed him.
[01:08:41.567 --> 01:08:42.127]  He's dead.
[01:08:43.507 --> 01:08:45.168]  He was just found dead, thrown out on the street.
[01:08:46.229 --> 01:08:46.409]  Yeah.
[01:08:48.569 --> 01:08:51.991]  See, there's only one level now to go up on the stove.
[01:08:52.311 --> 01:08:52.931]  We're up at like a 9.
[01:08:53.211 --> 01:08:53.992]  It goes to 10.
[01:08:54.452 --> 01:08:56.553]  Level 10 is grabbing everybody and killing us.
[01:08:57.401 --> 01:08:58.361]  They're already building the camps.
[01:08:58.381 --> 01:08:59.362]  They're in the camps.
[01:08:59.582 --> 01:09:01.442]  I mean, Djokovic, they say, yeah, come to Australia.
[01:09:01.743 --> 01:09:02.503]  You got natural immunity?
[01:09:02.523 --> 01:09:03.043]  We'll show you.
[01:09:03.703 --> 01:09:06.264]  Oh, the National Medical Board gave you a pass?
[01:09:06.624 --> 01:09:08.985]  Well, our homeland security doesn't.
[01:09:09.005 --> 01:09:11.686]  You're locked for a week and a half in a flea hotel in a cage.
[01:09:12.146 --> 01:09:13.106]  Oh, you can come out now.
[01:09:13.246 --> 01:09:14.447]  Oh, sorry, got to leave now.
[01:09:15.827 --> 01:09:18.908]  And now all these governments are banning him to show him.
[01:09:18.948 --> 01:09:27.358]   Well, how about all of the Stars band together and say, we're taking a one-year hiatus.
[01:09:28.139 --> 01:09:32.580]  Oh, you know, they'll get together sometimes in football or baseball and have a strike over money.
[01:09:32.940 --> 01:09:33.780]  How about your freedom?
[01:09:33.820 --> 01:09:34.581]  How about your health?
[01:09:35.001 --> 01:09:36.801]  How about a strike in the NFL?
[01:09:37.082 --> 01:09:44.064]  How about a strike in the big international soccer divisions where you've had hundreds and hundreds and hundreds of people have heart attacks, more than a hundred die?
[01:09:46.144 --> 01:09:47.345]  Don't you know how to band together?
[01:09:48.539 --> 01:09:50.680]  Instead it's like, oh Djokovic is a loser.
[01:09:51.120 --> 01:09:52.300]  More countries are banning him.
[01:09:52.340 --> 01:09:53.501]  Nanny nanny boo boo.
[01:09:53.521 --> 01:09:56.361]  Djokovic is smart.
[01:10:01.123 --> 01:10:02.663]  The NFL players are smart.
[01:10:03.824 --> 01:10:04.444]  Aaron Rodgers.
[01:10:06.404 --> 01:10:07.305]  Tom Brady's smart.
[01:10:09.585 --> 01:10:11.606]  Tom Brady isn't wearing a mask last year or this year.
[01:10:11.626 --> 01:10:13.066]  He knows it's BS.
[01:10:13.507 --> 01:10:14.787]  And he knows to stand up.
[01:10:16.107 --> 01:10:18.028]  And so they should use their celebrity for good.
[01:10:20.287 --> 01:10:21.728]  And that makes you then actually admire them.
[01:10:22.148 --> 01:10:23.429]  My wife's a big tennis fan.
[01:10:23.449 --> 01:10:24.270]  She loves Djokovic.
