[00:00:00.757 --> 00:00:02.158]  World War Three.
[00:57:38.699 --> 00:57:43.858]   because we see through the same Overton window that the public sees through in general.
[00:57:43.858 --> 00:57:46.418]  We just have the knowledge to know what we're seeing.
[00:57:46.927 --> 00:57:50.427]  If you move the clocks back, I mean, really, I would say 20 years.
[00:57:50.447 --> 00:57:59.969]  I mean, if you just go back to, let's say, 2002, if you saw this stuff in 2002, the average American, it wouldn't even be a debate.
[00:58:00.289 --> 00:58:04.250]  They would say, that's pedophilia, that's child abuse, lock them all up, give them the electric chair.
[00:58:04.610 --> 00:58:18.594]   So that just shows you how far they've moved the Overton window, that in two short decades, Behavior that would be considered child abuse and arrestable offense on the spot is now considered open and loving and LGBTQ gay pride friendly.
[00:58:20.095 --> 00:58:39.816]   Absolutely and this is kind of where liberalism and morality clash because at some point in a society a line has to be drawn because if we're just openly freely doing whatever we want in the sense of having no morals Innocent people get hurt in that process, and we can't get away from that.
[00:58:40.177 --> 00:58:41.678]  We can't shy away from that.
[00:58:41.998 --> 00:58:51.547]  This is why the concept of why the Bible makes sense when we're talking about morality within a society, because it always goes to one thing.
[00:58:52.047 --> 00:58:56.712]  Innocent being violated, and the most innocent people in a society are what, Owen?
[00:58:56.732 --> 00:58:57.432]  We both know this.
[00:58:57.692 --> 00:58:58.213]  Our children.
[00:58:58.493 --> 00:58:59.994]  And that's exactly where this is going.
[00:59:00.014 --> 00:59:01.175]  We cannot get away from it.
[00:59:01.396 --> 00:59:04.198]  And we have to come out and we have to be aggressively pushing back.
[00:59:04.238 --> 00:59:05.639]  I'm not saying violence.
[00:59:05.679 --> 00:59:07.441]  I'm just saying use your political power.
[00:59:07.561 --> 00:59:08.281]  Use your voice.
[00:59:08.702 --> 00:59:12.765]  Use the ability that you have to literally... This stuff has to be shamed, Owen.
[00:59:13.145 --> 00:59:14.286]  It has to be shamed.
[00:59:14.627 --> 00:59:16.969]  It has to be made a mockery in society.
[00:59:17.289 --> 00:59:21.853]  Otherwise, these people are going to continue to push this forward and attempt to make it normalized.
[00:59:22.529 --> 00:59:29.051]  And of course it's Joe Biden in the White House sniffing kids, grabbing kids, groping little boys and girls' genitals.
[00:59:29.131 --> 00:59:31.391]  Literally, folks, that's what Joe Biden does on camera.
[00:59:31.811 --> 00:59:36.852]  And I want to go back to the footage that one of your undercover guys caught of Joe Biden sniffing a little girl.
[00:59:36.872 --> 00:59:45.254]  Alright, I want to get back into the issue we're leading into here with the Democrats just moving for open pedophilia in public.
[00:59:45.274 --> 00:59:46.655]  They just want access to your kids.
[00:59:48.385 --> 00:59:56.892]  Folks, they literally want to be able to walk up to your kid and grab him like Joe Biden, and then if you say, hey, don't do that to my kid, they want to be able to take you to jail for denying the rights of a pedophile.
[00:59:57.987 --> 00:59:59.909]  And we've got unbelievable clips from Biden coming up.
[00:59:59.949 --> 01:00:07.276]  But you know, just to clarify something, Drew mentioned the foaming at the mouth that they do, or the cotton mouth.
[01:00:07.596 --> 01:00:14.102]  This isn't like you just went out and smoked a funny cigarette or you went out and smoked a joint and you got a little cotton mouth or whatever.
[01:00:14.122 --> 01:00:18.787]  No, these people are on serious psychotropic and antidepressant drugs.
[01:00:18.807 --> 01:00:19.567]  These are pill heads.
[01:00:20.288 --> 01:00:27.913]  It's it's one of the it's a main side effect of people that are popping pills to have that kind of cotton like weird Foaming at the mouth cotton mouth.
[01:00:28.293 --> 01:00:29.774]  I see it all the time at these events.
[01:00:30.515 --> 01:00:35.959]  It's well known that Americans are Addicted to antidepressants and big pharmaceutical drugs.
[01:00:36.359 --> 01:00:48.087]  I've got the data right here in front of me But yeah, that that's basically what it looks like the foam mouth the spittle Foaming at the mouth cotton mouth sometimes is what it's called, but it's much worse than that These people are all on pills folks.
[01:00:48.147 --> 01:01:02.616]   They're literally on pharmaceutical pills Which then gets into an entire new conversation about maybe it's the pill popping, maybe it's the pharmaceutical pills that are allowing these people to get brainwashed, but I want to backtrack from that and get back into the issue.
[01:01:03.517 --> 01:01:08.340]  Just a couple weeks ago, Drew's crew infiltrated a Joe Biden event.
[01:01:08.640 --> 01:01:16.886]  You may remember it, but in case you don't, here's the video where Joe Biden creepily told a young girl what he claims to tell his daughter and granddaughter.
[01:01:17.206 --> 01:01:18.046]  I think I know why.
[01:01:18.327 --> 01:01:18.887]  Here's the clip.
[01:01:22.184 --> 01:01:30.368]  Now, a very important thing I told my daughter and granddaughters, no serious guys under 30.
[01:01:30.728 --> 01:01:31.889]  No serious guys under 30.
[01:01:35.051 --> 01:01:35.691]  So there it was.
[01:01:35.731 --> 01:01:37.692]  Now, why does he say no serious guys until you're 30?
[01:01:37.992 --> 01:01:40.253]  Because they're Joes until they're 30.
[01:01:40.593 --> 01:01:43.153]  He gets exclusive access to his daughters and granddaughters until they're 30.
[01:01:43.874 --> 01:01:46.014]  That's when he likes to get his jollies with them in the shower.
[01:01:46.495 --> 01:01:47.675]  And then he lets them go.
[01:01:48.055 --> 01:01:50.796]  But I'm curious, Drew, that was your guy that infiltrated the event.
[01:01:51.396 --> 01:02:04.340]  The gentleman, because it, I mean, I believed, I didn't know this, so I ask you now, the gentleman that came and said, hey, no filming, was that because he knew that he just got epic film of Joe Biden behaving like a pedophile and he didn't want any more of it out there?
[01:02:05.709 --> 01:02:07.291]  Absolutely, it appears so.
[01:02:07.331 --> 01:02:08.752]  So that was Kalen Dalmata.
[01:02:08.792 --> 01:02:11.815]  People could follow him on Twitter and get her at from Kalen.
[01:02:12.195 --> 01:02:14.618]  He actually infiltrated a private photo op.
[01:02:14.698 --> 01:02:20.563]  This was in California after Biden spoke to a group of people or attempted to speak to a group of people.
[01:02:21.164 --> 01:02:28.531]  And he infiltrated this, you know, private photo op and you could just see the uncomfortable look on that poor little girl's face.
[01:02:29.191 --> 01:02:36.493]  And, you know, they try to stop him because it was a private photo op, but the reason why they don't want any video going on is for reasons like this.
[01:02:36.913 --> 01:02:45.855]  Because they know that Joe Biden, this creepy, disgusting weirdo, does this kind of stuff whenever there's a little girl present, or a little boy present at that.
[01:02:46.216 --> 01:02:51.637]  He begins to walk up to them, he gets all excited inside, and the hands come out.
[01:02:52.042 --> 01:03:04.452]  The eyes get big, and then the- it's just like, dude, I show that to my mom, and you know, my mom, you know, has come a long way, you know, she was anti-Trump at the beginning, she's totally red-pilled now, and she's like, she's like, that can't be real.
[01:03:04.752 --> 01:03:08.055]  There's no way that's real, that's not some kind of meme.
[01:03:08.335 --> 01:03:18.683]  I'm like, no mom, that is a real video that is actually the puppet president of the United States groping a little girl, whispering into her ear, and probably sniffing her at the same time.
[01:03:19.604 --> 01:03:21.586]  But that's why they don't want people seeing this.
[01:03:22.106 --> 01:03:32.337]  That's why they try and stop it, because they know the regular sane-minded person takes a look at that and says, dude, that guy's probably a pedophile, get him the hell away from the kids!
[01:03:32.397 --> 01:03:40.926]  But because he's a Democrat, because he's the puppet president, because he's an elite, he gets a pass to just touch little kids out in the open in public.
[01:03:40.946 --> 01:03:44.049]  And it goes back to my point, Owen, they want this stuff to be normalized.
[01:03:45.222 --> 01:03:53.710]  And Joe Biden is the normalizer, if you will, if the president can do it on C-SPAN, then why can't I at a drag queen for kids strip show?
[01:03:54.170 --> 01:03:56.432]  And now, by the way, there's another image.
[01:03:56.532 --> 01:04:03.959]  Now, I mean, look, sadly, I've seen all of the Joe Biden sniffing little girls, grabbing little boys' genitals.
[01:04:04.059 --> 01:04:05.660]  I mean, little kids sniffing their necks.
[01:04:05.680 --> 01:04:09.063]  It looks like he's licking them sometimes, grabbing their ears, biting them.
[01:04:09.123 --> 01:04:10.324]  I mean, literally, folks, this all happened.
[01:04:10.544 --> 01:04:12.066]  One time he bit Jill Biden's ear.
[01:04:12.286 --> 01:04:16.204]   at an event. He bit her ear. I mean that's how out of control he is right now.
[01:04:16.204 --> 01:04:20.445]   But have you seen this new one? Because I was surprised I'd never seen this one,
[01:04:20.445 --> 01:04:24.365]   but I don't know when this happened. Have you seen the Joe Biden headbutt sniff
[01:04:24.365 --> 01:04:28.125]   of the little kid? Guys, put this one. Have you seen this one yet? Look at this one.
[01:04:28.125 --> 01:04:35.566]  Have you seen this one? It's like some kind of beast.
[01:04:35.737 --> 01:04:37.378]  Like some kind of, like, mating call.
[01:04:37.398 --> 01:04:37.859]  You know what I mean?
[01:04:37.879 --> 01:04:40.681]  It's like, this guy's, like, driven by his passions.
[01:04:41.021 --> 01:04:44.965]  Because he's so used to being around little kids and touching them and sniffing them.
[01:04:45.205 --> 01:04:47.367]  That little kid is all of us right now in America.
[01:04:47.387 --> 01:04:49.929]  Like, get the hell away from us.
[01:04:50.389 --> 01:04:53.132]  Get the hell away from me, Joe!
[01:04:53.672 --> 01:04:53.952]  No!
[01:04:54.013 --> 01:04:55.234]  The kid has the instincts.
[01:04:55.675 --> 01:04:57.597]  Just like the young girl in the video.
[01:04:57.737 --> 01:05:00.420]  The kid has the intuition, the instincts to know that's a predator.
[01:05:00.621 --> 01:05:02.964]  He goes to hide for daddy and then Joe gives the headbutt.
[01:05:02.984 --> 01:05:04.265]  Look at that deep sniff too.
[01:05:04.305 --> 01:05:04.626]  Look at that.
[01:05:05.450 --> 01:05:06.111]  Nosing him.
[01:05:06.491 --> 01:05:07.813]  He's nosing him, Owen.
[01:05:08.354 --> 01:05:09.635]  Oh, Joe Biden's such a freak.
[01:05:09.655 --> 01:05:11.457]  He's into nosing little kids on the back.
[01:05:11.477 --> 01:05:14.341]  Dude, this is- this is- Here's the thing, too, Owen.
[01:05:14.541 --> 01:05:15.462]  Do you ever- let me ask you this.
[01:05:15.723 --> 01:05:17.385]  Do you ever feel uncomfortable sometimes?
[01:05:17.405 --> 01:05:23.232]  Like, do you ever feel like, when you're watching these videos, and you're like, I gotta report on this, but should I show this?
[01:05:23.392 --> 01:05:26.343]   Like, is this considered, like, Like, CP?
[01:05:26.903 --> 01:05:28.984]  Like, do you ever sit there and you're just like, dude, what the hell is going on?
