[00:00:00.069 --> 00:00:01.290]  Yeah, Liberal World Order.
[01:11:47.516 --> 01:11:58.807]  As of June 19th, I now serve my nation as the Deputy Assistant Secretary of Spent Fuel Waste Disposition in the Office of Nuclear Energy in the Department of Energy.
[01:11:59.508 --> 01:12:14.419]   So, the new head, the new Deputy Head of Nuclear Waste, Is a man dressed like a woman who poses in their official photo as that, complete with high heels.
[01:12:15.259 --> 01:12:19.240]  And then it's a dude that looks like a space alien with a bald head.
[01:12:19.660 --> 01:12:21.301]  So they don't just say they're women.
[01:12:23.022 --> 01:12:29.464]  They then blaspheme the powerful image of a woman and look like Lex Luthor.
[01:12:32.725 --> 01:12:41.443]   Complete with the red, white, and blue high heels. And it's like I've said, if you make that
[01:12:41.443 --> 01:12:43.023]  personal choice, that's your issue.
[01:12:43.023 --> 01:12:49.984]   But take Blair White. Blair White looks like a woman. And Blair White's not trying to sterilize
[01:12:49.984 --> 01:12:54.463]   little kids. And Blair White's not trying to teach kids this stuff. Blair White made that decision.
[01:12:54.463 --> 01:13:03.104]   And is a smart, nice person. I don't hate Blair White. This is a bald-headed dude saying,
[01:13:03.104 --> 01:13:08.063]   I run the nuclear waste dumps, and I'm in my office in a red jumper.
[01:13:08.063 --> 01:13:08.904]  Bye.
[01:13:08.904 --> 01:13:18.903]  [BLANK_AUDIO]
[01:13:10.824 --> 01:13:13.125]  So again, be prepared for a massive nuclear waste crisis.
[01:13:14.405 --> 01:13:15.465]  Here's the full photo.
[01:13:16.746 --> 01:13:19.946]  This is the strutting around, pissing on our face, declaring victory over us.
[01:13:20.846 --> 01:13:21.887]  This is the aftermath.
[01:13:23.507 --> 01:13:24.247]  And it continues.
[01:13:24.267 --> 01:13:26.888]  Yep, there he is.
[01:13:28.905 --> 01:13:30.026]  That's not a woman, folks.
[01:13:30.066 --> 01:13:31.127]  That's an affront to women.
[01:13:32.748 --> 01:13:36.512]  I mean, if you're gonna say you're a woman, buddy boy, you better look like one.
[01:13:38.253 --> 01:13:39.675]  But it's about taking over the image.
[01:13:40.095 --> 01:13:42.677]  A woman is an ugly, bald-headed dude in a dress.
[01:13:43.698 --> 01:13:46.621]  Marvel Comics introducing first gay Spider-Man.
[01:13:48.662 --> 01:13:50.504]  What if Spider-Man's heterosexual?
[01:13:50.824 --> 01:13:51.945]  It's all just sexual.
[01:13:51.965 --> 01:13:52.606]  It's a sex cult.
[01:13:54.067 --> 01:13:55.709]  And it goes on from there.
[01:13:57.009 --> 01:14:04.595]  Weird new Disney show Baymax features transgender tampon scene where men use tampons.
[01:14:04.715 --> 01:14:09.599]  It's about totally screwing up our children, period.
[01:14:11.380 --> 01:14:15.203]  Alright, I'm going to go to break in about three minutes and I'm going to come back and take your phone calls.
[01:14:16.357 --> 01:14:27.644]  For the next 45 minutes, and then I'm going to do a memorial for Dr. Zev Zelenko, who is a real patriot and somebody we love and who is alive with us right now.
[01:14:27.664 --> 01:14:33.928]  And then we've got more of the carbon tax news all over the world just saying farming is banned, cars are going to be banned.
[01:14:33.948 --> 01:14:40.453]  They're not, they're not, they're not, out of one side of their mouth, they're like, yeah, we're banning all your cars for the earth, but it's all Putin's fault.
[01:14:41.913 --> 01:14:43.915]  That's coming up as well.
[01:14:44.929 --> 01:14:53.414]  And we've got Representative MTG calls for committee to investigate Epstein-Maxwell clients, highlights Clinton Foundation involvement.
[01:14:53.774 --> 01:14:55.215]  You talk about trailblazing.
[01:14:55.895 --> 01:14:59.617]  You talk about bravado and confidence.
[01:15:00.058 --> 01:15:02.839]  MTG just went from awesome to incredible.
[01:15:05.672 --> 01:15:07.254]  Stellar with this.
[01:15:07.314 --> 01:15:07.974]  That's coming up.
[01:15:08.535 --> 01:15:09.195]  It's all coming up.
[01:15:09.996 --> 01:15:21.506]  I want to encourage listeners while you still can because our high-quality storable food supplier has high-quality full-spectrum meals, super tasty, super nutritious, amazing quality, ready to ship to you right now.
[01:15:23.088 --> 01:15:29.954]  I didn't promote storable food for three months because all the other suppliers are out and our big supplier was a few weeks behind.
[01:15:29.994 --> 01:15:30.755]  I said we're stopping.
[01:15:32.022 --> 01:15:41.909]  They're ready to ship right now, and they have air filtration, water filtration, hundreds of great preparedness items interfaced directly with them so it ships to you within days.
[01:15:43.230 --> 01:15:44.371]  PrepareToday.com.
[01:15:44.591 --> 01:15:48.333]  PrepareToday.com.
[01:15:48.894 --> 01:15:49.854]  Important decision.
[01:15:50.475 --> 01:15:53.897]  You buy food now with inflation going up, and I guarantee it's only going to go up.
[01:15:54.458 --> 01:16:00.302]  You talk about a win-win situation, get high quality, affordable food, support the broadcast, get the best deal, and beat inflation.
[01:16:01.445 --> 01:16:03.567]  Only way you lose is not taking action.
[01:16:03.707 --> 01:16:04.648]  I got storable food.
[01:16:04.728 --> 01:16:05.789]  I got it for friends and family.
[01:16:05.829 --> 01:16:08.331]  I got more than I even need because I want to be prepared.
[01:16:08.731 --> 01:16:09.592]  I got a generator.
[01:16:09.852 --> 01:16:10.592]  I got a shotgun.
[01:16:10.612 --> 01:16:11.193]  I got a rifle.
[01:16:11.213 --> 01:16:12.294]  I got a four-wheel drive.
[01:16:13.216 --> 01:16:14.736]  because a country boy can't survive.
[01:16:14.736 --> 01:16:15.896]  You need this.
[01:16:15.896 --> 01:16:18.256]  PrepareToday.com, PrepareToday.com.
[01:16:18.256 --> 01:16:25.176]   And then the biggest sale of the year yet is the July 4th mega super sale.
[01:16:25.176 --> 01:16:32.775]   Double Patriot points, 40% to 75% off on the fish oil, the krill oil, the multivitamins,
[01:16:32.775 --> 01:16:40.336]   the immune support, the alveopower, the pollen block, the vitamin D3 gummies,
[01:16:40.336 --> 01:16:44.414]   the Ultra 12 finally back in stock, 40% -- oh, 50% of them, excuse me.
[01:16:44.829 --> 01:16:47.331]  All 40 to 60% off.
[01:16:47.411 --> 01:16:53.937]  The charcoal toothpaste, the coral calcium whitening toothpaste, all of it 40% off to 75% off.
[01:16:54.177 --> 01:16:54.898]  Infowarsstore.com.
[01:16:57.180 --> 01:17:05.287]  All you have to do is check out what I'm saying, and that's why they run the fake headline against myself and Tucker Carlson everywhere, every day.
[01:17:06.127 --> 01:17:07.789]  Jones admits he's an actor.
[01:17:08.650 --> 01:17:11.031]  Or Tucker Carlson says nobody would take me seriously.
[01:17:12.333 --> 01:17:13.073]  Where do we say that?
[01:17:13.393 --> 01:17:14.094]  We never said that.
[01:17:14.154 --> 01:17:16.436]  They just say we said that.
[01:17:17.714 --> 01:17:18.494]  But where's the clip?
[01:17:18.774 --> 01:17:19.695]  Where's the article?
[01:17:19.915 --> 01:17:20.615]  Where do we say that?
[01:17:20.635 --> 01:17:21.735]  It doesn't exist.
[01:17:22.276 --> 01:17:26.337]  Alex Jones is playing a character and is a performance artist.
[01:17:26.677 --> 01:17:29.558]  Jones is playing a character on his radio show.
[01:17:29.758 --> 01:17:33.860]  The radio rants of Alex Jones are just an act.
[01:17:34.280 --> 01:17:36.221]  He's actually a performance artist.
[01:17:36.421 --> 01:17:37.681]  He's a performance artist.
[01:17:38.041 --> 01:17:39.222]  Alex Jones is a fake.
[01:17:39.882 --> 01:17:43.486]  They're lying to you because they think you're stupid.
[01:17:43.526 --> 01:17:48.271]  And it's all based on the custody battle with my ex-wife five years ago.
[01:17:48.291 --> 01:17:56.119]  And she was trying to put into evidence me dressed up more than a decade before, like the Joker, being sarcastic, saying, take your Prozac, kids.
[01:17:56.179 --> 01:17:57.460]  Take your illegal drugs, too.
[01:17:57.860 --> 01:17:58.501]  You'll die.
[01:17:58.541 --> 01:17:59.122]  It's fun.
[01:17:59.502 --> 01:18:01.184]  So people wouldn't take drugs.
[01:18:02.253 --> 01:18:05.674]  And they wanted to enter that in evidence and say, look, he's insane telling kids to use drugs.
[01:18:06.294 --> 01:18:12.536]  And my lawyer went, when Jack Nicholson plays the part of the Joker, no one thinks that's really Jack Nicholson.
[01:18:12.556 --> 01:18:14.817]  So yeah, when I've been Cobra Commander.
[01:18:15.257 --> 01:18:16.398]  Hail Cobra!
[01:18:16.698 --> 01:18:17.618]  Or Optimus Prime.
[01:18:17.838 --> 01:18:19.539]  Autobots, let's roll!
[01:18:19.899 --> 01:18:22.460]  Or the Joker, because I can do imitations of them all really good.
[01:18:22.960 --> 01:18:23.640]  Or Darth Vader.
[01:18:23.660 --> 01:18:26.101]  Don't act so surprised, globalist.
[01:18:26.961 --> 01:18:30.042]  You didn't think you could silence the American people, did you?
[01:18:31.508 --> 01:18:32.909]  Do I really think I'm Darth Vader?
[01:18:33.090 --> 01:18:33.350]  No.
[01:18:33.370 --> 01:18:36.853]  Do I think I'm Optimus Prime, Cobra Commander, The Joker?
[01:18:36.913 --> 01:18:37.094]  No.
[01:18:37.394 --> 01:18:44.561]  And clearly, no reasonable person would think when I'm doing satire that what I'm saying is what I really think.
[01:18:45.261 --> 01:18:46.723]  No one believes the Babylon Bee.
[01:18:47.043 --> 01:18:49.686]  It's not trying to lie to you, it's being sarcastic.
[01:18:50.006 --> 01:18:51.808]  Buy the Vaccinate Me Elmo doll today.
[01:18:52.188 --> 01:18:53.810]  It's required by the CDC.
[01:18:53.930 --> 01:18:55.231]  But they play those games.
[01:18:56.292 --> 01:18:58.453]  And that's why I don't joke around as much as I used to.
[01:18:58.934 --> 01:19:07.119]  Even though I tell people, okay, this is a joke, this isn't serious, they clip it out and they say, no, this is what he really believes.
[01:19:07.759 --> 01:19:09.580]  Every day when I leave work, I do this.
[01:19:10.081 --> 01:19:11.342]  That man's a threat to this country.
[01:19:11.602 --> 01:19:13.663]  And they go, look, he admitted in court he's an actor.
[01:19:13.903 --> 01:19:16.405]  Well, yeah, I was an actor in Scanner Darkly.
[01:19:16.785 --> 01:19:18.006]  I was an actor in Waking Life.
[01:19:18.406 --> 01:19:21.188]  I was an actor when I was Cobra Commander.
[01:19:23.369 --> 01:19:31.835]  But it doesn't mean that Alex Jones, the talk show host, up here reading news articles to you isn't a real thing and isn't something I'm actually saying.
[01:19:31.855 --> 01:19:32.616]  And you know that!
[01:19:33.276 --> 01:19:34.397]  You're insulted right now.
[01:19:34.437 --> 01:19:35.658]  I'm even explaining that to you.
[01:19:35.998 --> 01:19:39.841]  And so am I. But that's who these people are.
[01:19:40.962 --> 01:19:45.205]  You don't know the power of the dark side.
[01:19:45.325 --> 01:19:46.406]  Am I really Darth Vader?
[01:19:47.759 --> 01:19:49.300]  I think Alex Jones seems really talented.
[01:19:49.560 --> 01:19:50.400]  He's smart.
[01:19:50.700 --> 01:19:51.961]  He's funny as hell.
[01:19:52.041 --> 01:19:53.101]  He's truly funny.
[01:19:52.921 --> 01:19:54.921]  I'm kind of retarded.
[01:19:55.921 --> 01:20:01.921]  [Screaming]
[01:20:01.921 --> 01:20:09.921]   Now that I've done those imitations, those little jokes, do you now not listen to what I say about other things
[01:20:09.921 --> 01:20:14.921]   when I show you a powerful news article by Dr. Joseph Mercola on InfoWars.com
[01:20:14.921 --> 01:20:19.921]   that has all the cited information, the latest tragedy, sudden adult death syndrome?
[01:20:20.312 --> 01:20:21.813]  No, that's a real thing.
[01:20:22.574 --> 01:20:24.995]  That's something happening in the real world.
[01:20:25.656 --> 01:20:27.297]  And that's what we're breaking down here today.
[01:20:28.557 --> 01:20:29.398]  I am Alex Jones.
[01:20:30.196 --> 01:20:31.957]  And I am the guy on this show every day.
[01:20:32.517 --> 01:20:33.358]  I am an American.
[01:20:33.797 --> 01:20:38.997]   And that's what I promote is freedom and justice and liberty and they can't stand it.
