[00:00:00.731 --> 00:00:01.532]  Monday Live!
[01:01:23.085 --> 01:01:32.034]  Here's a hearing with congressmen, official government hearing, on the record, doctors, telling you the truth about the vaccines, telling you the truth about COVID, the side effects, all of it.
[01:01:32.735 --> 01:01:34.497]  And the media won't even touch it.
[01:01:35.686 --> 01:01:45.032]  And so that way the left and the Democrat Party, the authoritarians, the statists can just close their eyes, put their head in the sand and say, nope, this isn't going on.
[01:01:45.513 --> 01:01:46.994]  The vaccines aren't hurting people.
[01:01:47.034 --> 01:01:48.074]  The vaccines are great.
[01:01:48.134 --> 01:01:49.555]  Natural immunity doesn't even exist.
[01:01:50.276 --> 01:01:51.577]  COVID is the worst thing ever.
[01:01:51.677 --> 01:01:52.877]  Nobody can survive COVID.
[01:01:52.897 --> 01:01:54.058]  You better get the vaccine.
[01:01:54.959 --> 01:01:56.260]  And of course it's all being destroyed.
[01:01:56.300 --> 01:02:07.326]   So we're going to come back and go to some of this live, because as far as I could tell, The only network that's been covering this today is One American News Net, and that's it.
[01:02:07.747 --> 01:02:15.053]  This should be broadcast on all media outlets today, and only OAN is doing it.
[01:02:15.093 --> 01:02:16.174]  So I won't be a hypocrite.
[01:02:16.194 --> 01:02:27.524]  We'll come back and we'll play just some of that, and I know that the crew is also going to be recording it right now, and they're going to be cutting up some of the highlights for that, and we'll play those on the War Room coming up that I'm hosting later.
[01:02:28.627 --> 01:02:32.509]  All of this is possible only with your support at InfoWarsStore.com.
[01:02:33.330 --> 01:02:46.598]  I've got to tell you, when I have to do double duty or come in and host the Jones Show, I am just Jones-in, no pun intended, but I am just Jones-in for a cup of Wake Up America coffee from InfoWarsStore.com.
[01:02:46.638 --> 01:02:48.840]  I've got a fresh mug of it right here.
[01:02:48.900 --> 01:02:50.341]  We've got a fresh pot.
[01:02:51.181 --> 01:02:58.689]  In the break room, everybody here loves the Wake Up America Patriot Blend, an easy way to support the InfoWar for coffee drinkers out there.
[01:02:59.129 --> 01:03:05.876]  Switch your coffee blend to the Wake Up America Patriot Blend, exclusively available at InfoWarStore.com.
[01:03:06.176 --> 01:03:13.984]  There's the original bold flavor, and then there's the immune support flavor as well, both all organic, both at InfoWarStore.com.
[01:03:15.066 --> 01:03:15.907]  That's how you can fund us.
[01:03:16.307 --> 01:03:20.970]  We are back in stock with the Whole Food Multivitamin and the Vitamin C Plus Zinc.
[01:03:21.350 --> 01:03:23.612]  We were so thrilled at how quickly these sold out.
[01:03:24.092 --> 01:03:26.654]  And then the ratings came in and you loved them.
[01:03:26.994 --> 01:03:29.176]  So we just repackaged the branding.
[01:03:29.556 --> 01:03:40.364]  Same great supplement that you loved before, just with a new label on it, but still the same great ingredients in the Whole Food Multivitamin and the Vitamin C Plus Zinc with rose hips.
[01:03:40.984 --> 01:03:53.952]   It's all at InfoWarsStore.com and remember, If you're worried about the future and you want to hedge in case everything collapses, all storable foods 10% off at InfoWarsTore.com.
[01:03:54.152 --> 01:03:58.753]  All emergency food supplies 10% off right now at InfoWarsTore.com.
[01:03:59.033 --> 01:04:01.453]  Take advantage of that sale while it lasts.
[01:04:01.493 --> 01:04:04.434]  When we come back, we'll be hearing from the Vaccine Side Effect Committee.
[01:04:04.454 --> 01:04:05.034]  Don't go anywhere.
[01:04:07.054 --> 01:04:15.663]   So I asked the crew, I said, guys, let's find Who's ever reporting on the Ron Johnson hearing today?
[01:04:15.723 --> 01:04:16.523]  Let's find some stories.
[01:04:16.563 --> 01:04:20.385]  And they said, oh, and there's barely anybody talking about it, barely anybody covering it.
[01:04:20.445 --> 01:04:21.885]  So it's like it doesn't even exist.
[01:04:22.586 --> 01:04:23.986]  We were able to find two.
[01:04:25.387 --> 01:04:30.829]  You had one on Zero Hedge, Watch Live, Senator Johnson holds star-studded COVID-19 second opinion hearing.
[01:04:32.506 --> 01:04:48.133]  Dr. Peter McCullough, Dr. Brett Weinstein, Dr. Jay Bachara, Dr. Ryan Cole, Harvey Reich, George Farid, Pierre Cory, Dr. Erso, Dr. Marlick, Dr. Kearady, Dr. Malone, Dr. Wiseman, the list just goes on and on.
[01:04:50.391 --> 01:04:52.492]  We've got another one here from Red Voice Media.
[01:04:52.512 --> 01:04:53.813]  COVID-19 a second opinion.
[01:04:53.853 --> 01:04:56.835]  Ron Johnson moderated panel discussion with experts.
[01:04:56.875 --> 01:04:59.316]  This has been ongoing about two hours now.
[01:04:59.596 --> 01:05:03.999]  I want to go live to the OAN feed, the only network that I've seen actually live covering it today.
[01:05:04.219 --> 01:05:05.900]  Let's pick up some of that coverage right now.
[01:05:05.960 --> 01:05:14.825]  Ron Johnson, Dr. Robert Malone, Peter McCullough, and so many more talking the truth about vaccines that the establishment doesn't want you to hear.
[01:05:16.513 --> 01:05:17.994]  We look in the yellow card system.
[01:05:18.354 --> 01:05:20.195]  In the UK, we say the same thing.
[01:05:20.416 --> 01:05:21.676]  And we look in the EUDRA system.
[01:05:21.756 --> 01:05:23.337]  In the EU, we do the same thing.
[01:05:23.678 --> 01:05:28.681]  We have just fulfilled the Bradford Hill tenets of causality.
[01:05:29.401 --> 01:05:39.688]  Meaning, I am telling you, as an epidemiologist, the vaccines are causing these fatal and non-fatal events to a large degree.
[01:05:39.848 --> 01:05:42.570]  And many of those skilled around the table, I'm sure, would agree.
[01:05:43.070 --> 01:05:44.631]  Okay, so that transitions perfectly.
[01:05:44.812 --> 01:05:49.355]  Kyle, I'm going to actually ask you to give up your seat for Mr. Tom Renz.
[01:05:50.817 --> 01:05:58.183]  I got contacted by attorney Tom Renz over the weekend, who represents some whistleblowers within the Department of Defense.
[01:05:59.144 --> 01:06:02.166]  And Tom, you cannot, you don't have much time at all, okay?
[01:06:03.347 --> 01:06:08.471]  He showed me his data, or he showed me the data that is being extracted from, what is the name of this database?
[01:06:09.432 --> 01:06:09.832]  DMed.
[01:06:10.333 --> 01:06:10.653]  Pardon?
[01:06:10.853 --> 01:06:11.294]  DMed.
[01:06:11.894 --> 01:06:13.435]  It's the Defense Medical Database.
[01:06:14.616 --> 01:06:19.280]  And I'm going to just kind of cut to the punchline because we just don't have very much time at all.
[01:06:20.001 --> 01:06:27.447]  But this data, so these are whistleblowers that have been extracting data out of the Defense Department database.
[01:06:28.248 --> 01:06:36.393]   They have noticed an A very alarming increase in instances of certain conditions compared to a five-year average.
[01:06:36.833 --> 01:06:40.374]  You know, like a ten times number in some cases.
[01:06:41.355 --> 01:06:52.620]  They also have evidence that with myocarditis, the data has been doctored already because they did a search inquiry in August that showed a certain level of myocarditis.
[01:06:52.640 --> 01:06:53.401]  I think it was like...
[01:06:54.361 --> 01:06:55.121]  Twenty times higher?
[01:06:56.022 --> 01:06:56.862]  Twenty-eight times higher?
[01:06:56.882 --> 01:06:57.462]  Something like that?
[01:06:58.482 --> 01:07:02.464]  But now, in January, it's only a couple hundred times.
[01:07:02.624 --> 01:07:04.044]  Or, I mean, it's two times higher.
[01:07:04.605 --> 01:07:07.806]  So, there appears to be doctoring of the data.
[01:07:07.906 --> 01:07:16.348]  Now, my staff has already sent, this morning we sent a record preservation letter to the Department of Defense to try and protect this data.
[01:07:16.869 --> 01:07:29.012]   But, Tom, why don't you just quickly, because we have other things I do want to get to here, please tell me Apparently one of the whistleblowers is brave enough to come forward and give a name or I would not have allowed you to come.
[01:07:29.932 --> 01:07:30.593]  Yes, Senator.
[01:07:30.633 --> 01:07:34.654]  So we've got three whistleblowers who have given me permission at this point to share their name.
[01:07:35.174 --> 01:07:44.956]  Lieutenant Colonel Dr. Theresa Long, D-O-M-P-H, Dr. Samuel Sigloff, and Lieutenant Colonel Dr. Peter Chambers, D-O-N flight surgeon.
[01:07:45.436 --> 01:07:47.638]  All three have given me this data.
[01:07:47.998 --> 01:07:49.660]  I have declarations from all three.
[01:07:49.720 --> 01:07:52.682]  This is under penalty of perjury.
[01:07:52.722 --> 01:07:54.524]  We intend to submit this to the courts.
[01:07:55.505 --> 01:08:06.654]  We have substantial data showing that we saw, for example, miscarriages increased by 300% over the five-year average, almost.
[01:08:07.555 --> 01:08:12.700]  We saw almost 300% increase in cancer over the five-year average.
[01:08:13.260 --> 01:08:16.543]  Cancer is not being talked about except for by Dr. Ryan Cole.
[01:08:16.583 --> 01:08:17.444]  Thank you, doctor.
[01:08:18.445 --> 01:08:21.928]  We saw, this one's amazing, neurological.
[01:08:22.108 --> 01:08:25.211]  So, neurological issues which would affect our pilots.
[01:08:25.971 --> 01:08:27.873]  Over a thousand percent increase.
[01:08:28.454 --> 01:08:29.214]  A thousand.
[01:08:29.394 --> 01:08:29.915]  Ten times.
[01:08:29.735 --> 01:08:31.735]  That's ten times the rate and obviously that...
[01:08:31.735 --> 01:08:34.735]  83,000 per year to...
[01:08:34.735 --> 01:08:39.735]  I'm sorry, 82,000 per year to 863,000 in one year.
[01:08:39.735 --> 01:08:45.735]   Our soldiers are being experimented on, injured, and sometimes possibly killed.
[01:08:45.830 --> 01:08:49.234]  Dr. Corey, thank you so much for your stance on the corruption.
[01:08:49.474 --> 01:08:51.036]  That's precisely what it is.
[01:08:51.576 --> 01:08:52.377]  They know this.
[01:08:52.577 --> 01:08:58.654]   And Senator, when these doctors are attacked, Not necessarily the people in this room.
[01:08:58.694 --> 01:08:59.835]  I'm not giving names.
[01:09:00.095 --> 01:09:00.795]  They call me.
[01:09:01.236 --> 01:09:02.977]  I'm the one dealing with the medical boards.
[01:09:03.358 --> 01:09:04.939]  I'm the one watching the witch hunts.
[01:09:05.059 --> 01:09:07.481]  I'm the one fighting them off and I'm the one telling them where to go.
[01:09:07.521 --> 01:09:08.442]  I'm going to keep doing that.
[01:09:08.802 --> 01:09:15.408]  Senator, we also have... Let me give you this last thing and then I'll shut up and get out of your way.
[01:09:15.428 --> 01:09:15.468]  9-28-2021.
[01:09:19.161 --> 01:09:21.184]  Project Salus Weekly Report.
[01:09:21.224 --> 01:09:31.738]  Project Salus is a defense department initiative where they take all this data that doesn't exist, supposedly, and they give it to the CDC.
[01:09:32.058 --> 01:09:33.500]  They're watching these vaccines.
[01:09:34.241 --> 01:09:43.365]  On that date, and around that date, I have numerous instances where Fauci and that entire crew were saying, it's a crisis of the un-vaxxed, it's 99% un-vaxxed in the hospital.
[01:09:43.905 --> 01:09:55.893]   In Project Salus, in the weekly report, the DOD document says, specifically, 71% of new cases are in the fully vaxxed and 60% of hospitalizations are in the fully vaxxed.
[01:09:56.213 --> 01:09:58.035]  This is corruption at the highest level.
[01:09:58.375 --> 01:09:59.716]  We need investigations.
[01:10:00.076 --> 01:10:02.278]  The Secretary of Defense needs investigated.
[01:10:02.579 --> 01:10:04.561]  The CDC needs investigated.
[01:10:04.981 --> 01:10:09.685]  And thank you so much, Senator, for having the courage to stand against these special interests.
[01:10:10.126 --> 01:10:10.426]  Yes.
[01:10:10.926 --> 01:10:11.207]  Yes.
[01:10:11.947 --> 01:10:13.348]  Seriously, I was just saying that in the break.
[01:10:13.469 --> 01:10:15.290]  Thank God for Ron Johnson.
[01:10:15.330 --> 01:10:16.671]  We need to pray for Ron Johnson.
[01:10:16.691 --> 01:10:22.877]  We need to pray God's hedge of protection over Ron Johnson and these great doctors and whistleblowers.
[01:10:22.897 --> 01:10:23.597]  Here's Ron Johnson.
[01:10:23.617 --> 01:10:29.242]  I notice they must preserve these records and this must be investigated.
[01:10:29.542 --> 01:10:29.863]  Okay?
[01:10:30.263 --> 01:10:30.964]  Absolutely.
[01:10:31.544 --> 01:10:33.005]  Thank you so much, Senator.
[01:10:33.246 --> 01:10:33.626]  Thank you.
[01:10:35.546 --> 01:10:38.829]  The increase in cancer is something I've been hearing about for months.
[01:10:39.790 --> 01:10:45.696]  And quite honestly, I've told people that are reporting this to me, I don't think the public's quite ready for that yet.
[01:10:46.016 --> 01:10:46.256]  Okay?
[01:10:46.276 --> 01:10:47.517]  But you've just raised this issue.
[01:10:47.537 --> 01:10:49.699]  Apparently, Dr. Cole, you're aware of this.
[01:10:49.719 --> 01:10:50.981]  Can you talk a little bit about that?
[01:10:51.021 --> 01:10:53.483]  Because this is frightening.
[01:10:54.104 --> 01:10:54.844]  Thank you, Senator.
[01:10:54.924 --> 01:10:58.267]  And this is a challenge in terms of aggregating data.
[01:10:59.048 --> 01:11:02.051]  I saw a signal early on of certain viral conditions.
[01:11:02.872 --> 01:11:04.473]  Dr. Parks pointed out mechanisms.
[01:11:04.713 --> 01:11:06.515]  I noticed certain viruses increasing.
[01:11:06.575 --> 01:11:10.659]  Well, these same T cells, immune cells, keep cancers in check.
[01:11:11.379 --> 01:11:14.082]  So, I do about 40,000 biopsies a year.
[01:11:14.102 --> 01:11:20.127]  I'm a busy pathologist and I thought, gosh, I'm seeing more of this type of cancer and this type of cancer and this type of cancer.
[01:11:20.968 --> 01:11:30.010]  And so I've tried to talk to other laboratories and aggregate a bigger data set, which, obviously, these federal data sets are a very easy way to see that signal.
[01:11:30.490 --> 01:11:35.391]  Obviously, I've been cancelled, I've been ridiculed, I've been maligned, etc.
